id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2808543743,7,1,1,0,27,c7jgkxx1czv5etn7snf1r6p2m,1,77.8,100.0,2025-05-01T16:01:21.385Z,2025-05-01T16:01:24Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692955105,107,,5692955113,212,16.9,5692955111,141,92.6,5692955115,213,3.53,5692955107,56,Left,5692955109,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543755,8,1,1,0,29,c7jgkxx1czv5etn7snf1r6p2m,1,61.2,88.6,2025-05-01T16:01:23.840Z,2025-05-01T16:01:31Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692955195,56,Center,5692955197,140,52.1,5692955199,141,68.1,5692955201,212,16.9,5692955203,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544261,28,50,1,0,34,c7jgkxx1czv5etn7snf1r6p2m,1,49.0,69.2,2025-05-01T16:01:29.303Z,2025-05-01T18:12:24Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692958307,56,Back,5692958309,286,,5692958419,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543753,5,7,1,0,34,uqspd1bx7f6mq8ohj50u1k1k,0,51.0,30.8,2025-05-01T16:01:29.304Z,2025-05-01T18:12:23Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692955191,56,Center,5692955193,285,,5692958415,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543765,9,61,1,0,36,c7jgkxx1czv5etn7snf1r6p2m,1,51.4,65.4,2025-05-01T16:01:31.154Z,2025-05-01T16:03:34Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692955285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544369,30,59,1,0,37,c7jgkxx1czv5etn7snf1r6p2m,1,28.9,83.2,2025-05-01T16:01:31.464Z,2025-05-01T16:03:43Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692958987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543769,10,12,1,0,39,c7jgkxx1czv5etn7snf1r6p2m,1,32.6,81.6,2025-05-01T16:01:34.360Z,2025-05-01T16:03:46Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692956543,141,100.0,5692956541,140,37.0,5692956547,213,1.24,5692955305,56,Back,5692956545,212,14.4,5692956539,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543781,6,5,1,0,40,uqspd1bx7f6mq8ohj50u1k1k,1,58.4,-1.1,2025-05-01T16:01:35.067Z,2025-05-01T16:58:31Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692955387,233,11,5692955371,347,,5692955369,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543771,11,5,1,0,40,c7jgkxx1czv5etn7snf1r6p2m,0,41.6,101.1,2025-05-01T16:01:35.067Z,2025-05-01T16:56:35Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692955391,233,6,5692955317,347,,5692955315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543793,7,1,1,0,45,uqspd1bx7f6mq8ohj50u1k1k,1,60.7,0.0,2025-05-01T16:01:39.432Z,2025-05-01T16:01:41Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5692955445,141,20.6,5692955443,140,39.7,5692955447,212,26.9,5692955441,56,Back,5692955449,213,2.53,5692955451,1,,5692955439,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543803,8,1,1,0,46,uqspd1bx7f6mq8ohj50u1k1k,1,39.7,20.6,2025-05-01T16:01:41.200Z,2025-05-01T16:01:43Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5692955521,141,44.3,5692955523,212,17.3,5692955519,140,33.7,5692955525,213,1.94,5692955517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543815,9,1,1,0,49,uqspd1bx7f6mq8ohj50u1k1k,1,33.9,45.7,2025-05-01T16:01:43.760Z,2025-05-01T16:01:47Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5692955599,213,1.45,5692955597,212,28.0,5692955591,56,Back,5692955593,140,37.0,5692955595,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543843,10,1,1,0,52,uqspd1bx7f6mq8ohj50u1k1k,1,48.0,86.8,2025-05-01T16:01:47.144Z,2025-05-01T16:01:52Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5692955763,212,50.1,5692955767,1,,5692955761,141,71.7,5692955759,140,94.7,5692955765,213,6.08,5692955757,56,Center,5692955755,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543847,11,1,1,0,58,uqspd1bx7f6mq8ohj50u1k1k,0,96.3,71.5,2025-05-01T16:01:52.544Z,2025-05-01T16:01:56Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692955849,286,,5692955799,213,4.08,5692955793,140,93.9,5692955797,212,4.3,5692955791,56,Center,5692955845,233,13,5692955795,141,66.4,5692955843,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543855,13,74,1,0,58,c7jgkxx1czv5etn7snf1r6p2m,1,4.8,28.0,2025-05-01T16:01:52.545Z,2025-05-01T16:58:19Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692955841,285,,5692955839,56,Back,5692955851,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543851,12,43,1,0,58,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-01T16:01:52.721Z,2025-05-01T16:01:58Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692955919,144,3,5692955821,285,0,5692955819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543849,12,6,1,1,1,uqspd1bx7f6mq8ohj50u1k1k,1,94.8,69.9,2025-05-01T16:01:56.177Z,2025-05-01T16:58:22Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692955881,233,14,5692955815,56,Center,5692955817,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543857,14,6,1,1,1,c7jgkxx1czv5etn7snf1r6p2m,0,5.2,30.1,2025-05-01T16:01:56.177Z,2025-05-01T16:58:22Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692955897,233,12,5692955869,73,,5692955867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808543993,13,1,1,1,28,uqspd1bx7f6mq8ohj50u1k1k,0,99.5,99.5,2025-05-01T16:02:23.123Z,2025-05-01T16:02:45Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5692956649,212,23.4,5692956633,6,,5692956647,141,66.3,5692956643,140,93.6,5692956651,213,4.44,5692956639,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544011,15,12,1,1,32,c7jgkxx1czv5etn7snf1r6p2m,1,6.6,34.6,2025-05-01T16:02:27.080Z,2025-05-01T16:02:29Z,5o5f3xj6e86sw0pupxxx2nomi,O. Sæter,,,5692956745,141,7.6,5692956749,213,5.48,5692956743,140,23.6,5692956747,212,25.6,5692956741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544009,14,44,1,1,34,uqspd1bx7f6mq8ohj50u1k1k,1,74.5,90.3,2025-05-01T16:02:28.592Z,2025-05-01T18:18:44Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5692956727,56,Left,5692956771,233,16,5692956729,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544015,16,44,1,1,34,c7jgkxx1czv5etn7snf1r6p2m,0,25.5,9.7,2025-05-01T16:02:28.593Z,2025-05-01T18:18:44Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692956753,56,Back,5692956777,233,14,5692956755,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544017,15,1,1,1,34,uqspd1bx7f6mq8ohj50u1k1k,1,71.2,86.9,2025-05-01T16:02:28.848Z,2025-05-01T16:02:30Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5692956767,213,0.28,5692956761,140,79.3,5692956763,141,90.5,5692956765,212,8.9,5692956759,56,Left,5692956757,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544023,16,1,1,1,35,uqspd1bx7f6mq8ohj50u1k1k,1,79.5,90.9,2025-05-01T16:02:30.289Z,2025-05-01T16:02:33Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5692956839,1,,5692956829,56,Center,5692956827,157,,5692956835,212,15.1,5692956833,141,72.3,5692956837,213,5.29,5692956831,140,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544035,17,4,1,1,38,c7jgkxx1czv5etn7snf1r6p2m,1,16.0,24.0,2025-05-01T16:02:33.359Z,2025-05-01T16:02:40Z,5o5f3xj6e86sw0pupxxx2nomi,O. Sæter,,,5692956925,265,,5692956933,233,17,5692956919,13,,5692956923,152,,5692956927,285,,5692956921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544029,17,4,1,1,38,uqspd1bx7f6mq8ohj50u1k1k,0,84.0,76.0,2025-05-01T16:02:33.360Z,2025-05-01T16:02:40Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692956947,233,17,5692956895,265,,5692956897,286,,5692956889,13,,5692956893,152,,5692956891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544073,18,1,1,1,52,c7jgkxx1czv5etn7snf1r6p2m,1,24.2,19.2,2025-05-01T16:02:47.008Z,2025-05-01T16:02:48Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692957179,5,,5692957195,141,51.6,5692957191,140,13.8,5692957187,56,Back,5692957183,152,,5692957199,212,24.6,5692957201,213,2.03,5692957213,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544099,19,1,1,1,53,c7jgkxx1czv5etn7snf1r6p2m,1,12.9,51.8,2025-05-01T16:02:48.250Z,2025-05-01T16:02:53Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692957353,212,11.4,5692957351,141,35.1,5692957349,140,12.8,5692957355,213,4.70,5692957347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544131,20,1,1,1,58,c7jgkxx1czv5etn7snf1r6p2m,1,18.7,34.6,2025-05-01T16:02:52.977Z,2025-05-01T16:02:59Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692957535,141,63.3,5692957539,213,1.44,5692957533,140,21.1,5692957537,212,19.7,5692957531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544169,21,1,1,2,4,c7jgkxx1czv5etn7snf1r6p2m,1,34.4,63.9,2025-05-01T16:02:59.320Z,2025-05-01T16:03:05Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692957753,141,8.5,5692957751,140,58.7,5692957757,213,5.31,5692957755,212,45.5,5692957749,56,Right,5692957747,155,,5692957759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544183,22,1,1,2,11,c7jgkxx1czv5etn7snf1r6p2m,1,67.1,37.0,2025-05-01T16:03:05.704Z,2025-05-01T16:03:08Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692957839,212,8.8,5692957841,213,2.85,5692957835,140,59.1,5692957837,141,40.7,5692957833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544187,23,1,1,2,14,c7jgkxx1czv5etn7snf1r6p2m,1,59.1,40.7,2025-05-01T16:03:08.577Z,2025-05-01T16:03:09Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692957895,213,3.79,5692957889,140,46.3,5692957893,212,16.8,5692957891,141,25.8,5692957887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544195,24,1,1,2,15,c7jgkxx1czv5etn7snf1r6p2m,1,46.3,25.8,2025-05-01T16:03:09.727Z,2025-05-01T16:03:11Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692957923,141,55.4,5692957927,213,1.59,5692957921,140,46.0,5692957919,56,Back,5692957925,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544209,25,1,1,2,16,c7jgkxx1czv5etn7snf1r6p2m,1,46.0,55.4,2025-05-01T16:03:11.241Z,2025-05-01T16:03:13Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692958007,140,54.3,5692958009,141,92.1,5692958013,213,1.23,5692958011,212,26.4,5692958005,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544231,26,2,1,2,19,c7jgkxx1czv5etn7snf1r6p2m,1,55.3,95.1,2025-05-01T16:03:13.768Z,2025-05-01T16:03:21Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692958191,56,Left,5692958189,7,bapdoe78rj82j550otb5zemwa,5692958165,141,92.7,5692958163,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544243,18,55,1,2,19,uqspd1bx7f6mq8ohj50u1k1k,1,20.5,21.0,2025-05-01T16:03:13.769Z,2025-05-01T16:58:28Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5692959841,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544245,27,43,1,2,28,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-01T16:03:22.842Z,2025-05-01T16:03:24Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692958293,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544249,19,43,1,2,28,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-01T16:03:23.256Z,2025-05-01T16:03:27Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5692958387,144,56,5692958237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544415,20,1,1,2,57,uqspd1bx7f6mq8ohj50u1k1k,0,24.7,23.6,2025-05-01T16:03:51.504Z,2025-05-01T16:03:55Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5692959279,141,0.0,5692959285,1,,5692959277,140,81.5,5692959273,241,,5692959271,157,,5692959269,5,,5692959275,56,Right,5692959281,212,62.1,5692959283,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544417,21,5,1,3,0,uqspd1bx7f6mq8ohj50u1k1k,0,78.4,-1.8,2025-05-01T16:03:55.319Z,2025-05-01T16:58:31Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5692959469,233,31,5692959289,347,,5692959287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544435,31,5,1,3,0,c7jgkxx1czv5etn7snf1r6p2m,1,21.6,101.8,2025-05-01T16:03:55.319Z,2025-05-01T16:58:31Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692959403,56,Back,5692959423,233,21,5692959405,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544447,32,1,1,3,3,c7jgkxx1czv5etn7snf1r6p2m,1,26.9,100.0,2025-05-01T16:03:58.216Z,2025-05-01T16:04:00Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692959481,141,87.1,5692959483,212,15.0,5692959475,107,,5692959477,56,Back,5692959485,213,3.87,5692959479,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544461,33,1,1,3,5,c7jgkxx1czv5etn7snf1r6p2m,1,9.4,84.8,2025-05-01T16:04:00.032Z,2025-05-01T16:04:02Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692959541,141,89.7,5692959543,212,8.2,5692959545,213,0.42,5692959537,56,Back,5692959539,140,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544467,34,1,1,3,7,c7jgkxx1czv5etn7snf1r6p2m,1,15.5,90.0,2025-05-01T16:04:01.767Z,2025-05-01T16:04:03Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692959567,212,11.1,5692959561,56,Back,5692959563,140,6.0,5692959565,141,82.7,5692959569,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544485,35,1,1,3,8,c7jgkxx1czv5etn7snf1r6p2m,0,6.0,82.7,2025-05-01T16:04:03.049Z,2025-05-01T16:04:07Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692959647,1,,5692959641,141,88.4,5692959643,212,7.4,5692959635,157,,5692959799,286,,5692959645,213,0.55,5692959637,56,Back,5692959793,236,,5692959639,140,12.0,5692959795,233,22,,,,,,,,,,,,,,,,,,,,,,,
2808544517,22,74,1,3,8,uqspd1bx7f6mq8ohj50u1k1k,1,88.8,10.9,2025-05-01T16:04:03.050Z,2025-05-01T16:58:20Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692959805,233,35,5692959765,56,Right,5692959767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544521,23,5,1,3,12,uqspd1bx7f6mq8ohj50u1k1k,0,88.8,-2.0,2025-05-01T16:04:07.256Z,2025-05-01T16:58:32Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5692959811,347,,5692959809,56,Right,5692960203,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808544589,36,5,1,3,12,c7jgkxx1czv5etn7snf1r6p2m,1,11.2,102.0,2025-05-01T16:04:07.256Z,2025-05-01T16:58:32Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692960183,233,23,5692960157,347,,5692960155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
