id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2820370471,12,1,1,0,10,80hgdmpkvdrhw1ge9nks2kxvy,1,31.5,16.7,2025-05-31T16:46:40.193Z,2025-05-31T19:39:42Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758359307,1,,5758359295,157,,5758359305,213,6.24,5758359303,212,9.8,5758359299,140,40.8,5758359301,141,16.1,5758359297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370663,22,43,1,0,10,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-31T16:46:40.306Z,2025-05-31T16:49:13Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758361011,141,27.4,5758361005,157,0,5758361015,213,0.00,5758361013,212,8.1,5758361529,144,1,5758361009,140,36.6,5758361017,1,0,5758361007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370131,5,61,1,0,11,80hgdmpkvdrhw1ge9nks2kxvy,1,48.1,21.2,2025-05-31T16:46:40.545Z,2025-05-31T19:40:13Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758357367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370139,7,61,1,0,12,8q6cv8g4bd3xdl7m88kll16na,1,56.2,76.1,2025-05-31T16:46:41.798Z,2025-05-31T16:46:42Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758357409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370155,8,1,1,0,13,8q6cv8g4bd3xdl7m88kll16na,1,54.1,76.6,2025-05-31T16:46:42.693Z,2025-05-31T16:46:45Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758357505,140,57.6,5758357503,56,Center,5758357511,213,0.37,5758357509,212,3.9,5758357507,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370161,9,4,1,0,16,8q6cv8g4bd3xdl7m88kll16na,1,63.8,88.8,2025-05-31T16:46:45.477Z,2025-05-31T19:56:13Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758357559,13,,5758357567,286,,5758629395,294,,5758357609,233,6,5758357563,152,,5758357561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370171,6,4,1,0,16,80hgdmpkvdrhw1ge9nks2kxvy,0,36.2,11.2,2025-05-31T16:46:45.478Z,2025-05-31T19:56:16Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758357581,13,,5758357585,152,,5758357583,56,Back,5758629415,294,,5758357625,233,9,5758357589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370189,10,1,1,0,22,8q6cv8g4bd3xdl7m88kll16na,1,57.5,91.1,2025-05-31T16:46:52.213Z,2025-05-31T16:46:53Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758357717,56,Back,5758357719,140,37.4,5758357713,5,,5758357715,152,,5758357723,212,22.3,5758357725,213,3.47,5758357721,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370211,11,1,1,0,23,8q6cv8g4bd3xdl7m88kll16na,1,37.4,80.5,2025-05-31T16:46:53.221Z,2025-05-31T16:47:00Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5758357843,212,30.3,5758357845,213,3.73,5758357841,141,55.7,5758357839,140,13.4,5758357837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370225,12,1,1,0,30,8q6cv8g4bd3xdl7m88kll16na,1,16.6,54.5,2025-05-31T16:46:59.950Z,2025-05-31T16:47:03Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758357903,213,4.98,5758357901,212,31.1,5758357897,140,24.5,5758357899,141,10.4,5758357895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370237,13,1,1,0,33,8q6cv8g4bd3xdl7m88kll16na,1,26.2,9.7,2025-05-31T16:47:03.213Z,2025-05-31T16:47:05Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758357957,141,7.7,5758357959,212,17.2,5758357961,213,6.20,5758357955,140,42.5,5758357953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370243,14,1,1,0,35,8q6cv8g4bd3xdl7m88kll16na,1,42.8,8.5,2025-05-31T16:47:05.349Z,2025-05-31T16:54:41Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5758357983,140,35.1,5758357985,141,8.2,5758357981,56,Back,5758357987,212,8.1,5758357989,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370253,15,1,1,0,36,8q6cv8g4bd3xdl7m88kll16na,0,35.1,8.2,2025-05-31T16:47:06.301Z,2025-05-31T16:47:08Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758358057,213,6.22,5758358059,1,,5758358049,56,Right,5758358047,155,,5758358053,141,4.7,5758358055,212,36.1,5758358051,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370261,7,12,1,0,37,80hgdmpkvdrhw1ge9nks2kxvy,1,25.3,92.7,2025-05-31T16:47:06.472Z,2025-05-31T16:48:06Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758358079,213,0.63,5758358077,212,10.8,5758358163,167,,5758358071,56,Back,5758358107,15,,5758358075,141,100.0,5758358073,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370273,8,5,1,0,39,80hgdmpkvdrhw1ge9nks2kxvy,0,34.6,101.8,2025-05-31T16:47:09.245Z,2025-05-31T17:48:10Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758358139,56,Back,5758358493,233,16,5758358141,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370319,16,5,1,0,39,8q6cv8g4bd3xdl7m88kll16na,1,65.4,-1.8,2025-05-31T16:47:09.245Z,2025-05-31T17:48:10Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758358489,233,8,5758358477,347,,5758358475,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370327,17,1,1,0,50,8q6cv8g4bd3xdl7m88kll16na,1,66.0,0.0,2025-05-31T16:47:19.998Z,2025-05-31T16:47:21Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758358527,1,,5758358517,56,Center,5758358519,140,75.8,5758358523,212,23.0,5758358525,213,1.11,5758358521,141,28.9,5758358515,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370329,18,1,1,0,52,8q6cv8g4bd3xdl7m88kll16na,0,76.2,28.9,2025-05-31T16:47:21.493Z,2025-05-31T16:47:22Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758358539,212,4.5,5758358537,141,29.4,5758358535,140,80.5,5758358541,213,0.08,5758358533,56,Center,5758358531,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370343,19,1,1,0,54,8q6cv8g4bd3xdl7m88kll16na,1,72.5,21.5,2025-05-31T16:47:23.623Z,2025-05-31T16:51:11Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5758364411,212,9.6,5758364413,213,0.99,5758364405,56,Center,5758364409,141,33.3,5758364407,140,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370345,20,1,1,0,55,8q6cv8g4bd3xdl7m88kll16na,0,76.4,33.6,2025-05-31T16:47:24.954Z,2025-05-31T16:51:58Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5758365489,140,75.5,5758365491,141,22.9,5758365487,56,Center,5758365495,213,4.58,5758365493,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370355,10,61,1,0,59,80hgdmpkvdrhw1ge9nks2kxvy,0,34.1,93.5,2025-05-31T16:47:28.760Z,2025-05-31T16:47:28Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758358623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370365,11,5,1,0,59,80hgdmpkvdrhw1ge9nks2kxvy,0,34.2,101.7,2025-05-31T16:47:29.365Z,2025-05-31T17:48:11Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758358743,233,21,5758358657,347,,5758358655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370381,21,5,1,0,59,8q6cv8g4bd3xdl7m88kll16na,1,65.8,-1.7,2025-05-31T16:47:29.365Z,2025-05-31T17:48:11Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758358731,347,,5758358729,56,Right,5758358737,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370387,22,1,1,1,4,8q6cv8g4bd3xdl7m88kll16na,1,70.7,0.0,2025-05-31T16:47:33.798Z,2025-05-31T16:47:37Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758358761,140,53.0,5758358765,212,20.1,5758358763,141,9.4,5758358759,56,Right,5758358767,213,2.75,5758358757,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370395,23,1,1,1,7,8q6cv8g4bd3xdl7m88kll16na,1,54.1,8.6,2025-05-31T16:47:36.830Z,2025-05-31T16:47:39Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5758358803,213,2.19,5758358799,141,30.7,5758358797,140,43.8,5758358801,212,18.5,5758358795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370403,24,1,1,1,9,8q6cv8g4bd3xdl7m88kll16na,1,44.1,33.0,2025-05-31T16:47:39.390Z,2025-05-31T16:47:41Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5758358877,140,46.0,5758358879,141,73.2,5758358875,56,Back,5758358881,212,27.4,5758358883,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370405,25,1,1,1,12,8q6cv8g4bd3xdl7m88kll16na,1,45.8,81.2,2025-05-31T16:47:41.622Z,2025-05-31T16:47:43Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758358893,141,73.3,5758358897,213,5.79,5758358895,212,11.4,5758358891,140,55.4,5758358889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370427,26,1,1,1,14,8q6cv8g4bd3xdl7m88kll16na,1,56.1,73.6,2025-05-31T16:47:43.662Z,2025-05-31T16:47:47Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758359045,213,2.21,5758359043,212,14.7,5758359041,141,90.9,5758359037,56,Back,5758359039,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370441,27,1,1,1,18,8q6cv8g4bd3xdl7m88kll16na,1,47.8,78.7,2025-05-31T16:47:47.718Z,2025-05-31T16:47:50Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758359135,213,3.85,5758359133,212,15.4,5758359131,141,64.0,5758359129,140,36.7,5758359127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370459,28,1,1,1,20,8q6cv8g4bd3xdl7m88kll16na,1,36.9,64.2,2025-05-31T16:47:49.830Z,2025-05-31T16:47:52Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5758359221,56,Back,5758359225,141,35.8,5758359223,140,38.7,5758359227,212,19.4,5758359229,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370483,29,1,1,1,22,8q6cv8g4bd3xdl7m88kll16na,1,35.3,35.1,2025-05-31T16:47:52.406Z,2025-05-31T16:47:56Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5758359363,140,43.8,5758359365,141,7.9,5758359361,56,Back,5758359367,212,20.5,5758359369,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370519,30,1,1,1,26,8q6cv8g4bd3xdl7m88kll16na,1,41.1,15.0,2025-05-31T16:47:56.286Z,2025-05-31T16:48:01Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758359529,141,26.7,5758359527,140,78.5,5758359533,213,0.20,5758359535,1,,5758359531,212,40.1,5758359523,155,,5758359525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370521,31,61,1,1,31,8q6cv8g4bd3xdl7m88kll16na,0,78.4,27.1,2025-05-31T16:48:00.942Z,2025-05-31T16:48:01Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5758359551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370533,14,5,1,1,32,80hgdmpkvdrhw1ge9nks2kxvy,1,40.2,101.4,2025-05-31T16:48:02.207Z,2025-05-31T17:48:12Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758359593,56,Back,5758359595,347,,5758359779,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370525,32,5,1,1,32,8q6cv8g4bd3xdl7m88kll16na,0,59.8,-1.4,2025-05-31T16:48:02.207Z,2025-05-31T17:48:12Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5758359785,233,14,5758359563,56,Right,5758359565,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370527,13,43,1,1,32,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-31T16:48:02.361Z,2025-05-31T16:48:10Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758359567,56,Back,5758359801,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370577,15,1,1,1,42,80hgdmpkvdrhw1ge9nks2kxvy,1,37.0,100.0,2025-05-31T16:48:12.122Z,2025-05-31T16:48:14Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758359901,212,10.6,5758359903,213,4.35,5758359897,140,33.4,5758359899,141,86.9,5758359893,107,,5758359895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370597,16,1,1,1,44,80hgdmpkvdrhw1ge9nks2kxvy,1,36.1,89.6,2025-05-31T16:48:13.825Z,2025-05-31T16:48:17Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758360019,141,63.7,5758360017,140,20.1,5758360015,56,Back,5758360021,212,24.3,5758360023,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370609,17,1,1,1,48,80hgdmpkvdrhw1ge9nks2kxvy,1,23.3,66.9,2025-05-31T16:48:17.673Z,2025-05-31T16:48:20Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758360093,213,5.74,5758360085,56,Back,5758360091,212,30.0,5758360087,140,47.7,5758360089,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370621,18,1,1,1,50,80hgdmpkvdrhw1ge9nks2kxvy,1,37.3,31.5,2025-05-31T16:48:20.281Z,2025-05-31T16:48:22Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758360177,56,Right,5758360179,140,58.4,5758360181,141,5.5,5758360185,213,5.61,5758360183,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370629,19,1,1,1,53,80hgdmpkvdrhw1ge9nks2kxvy,1,58.8,11.3,2025-05-31T16:48:22.545Z,2025-05-31T16:48:24Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5758360243,213,2.56,5758360235,56,Right,5758360241,212,10.2,5758360237,140,50.7,5758360239,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370635,20,1,1,1,54,80hgdmpkvdrhw1ge9nks2kxvy,0,50.7,21.5,2025-05-31T16:48:24.033Z,2025-05-31T16:48:25Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758360269,56,Back,5758360275,212,18.0,5758360277,213,3.65,5758360273,141,8.6,5758360271,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370637,33,61,1,1,56,8q6cv8g4bd3xdl7m88kll16na,0,56.2,65.2,2025-05-31T16:48:26.014Z,2025-05-31T16:48:26Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5758360279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370651,21,1,1,1,59,80hgdmpkvdrhw1ge9nks2kxvy,0,38.1,33.1,2025-05-31T16:48:28.801Z,2025-05-31T16:48:30Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758360377,213,0.92,5758360365,56,Left,5758360379,1,,5758360361,155,,5758360375,212,48.6,5758360373,141,89.7,5758360369,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370697,34,1,1,2,1,8q6cv8g4bd3xdl7m88kll16na,1,28.5,26.4,2025-05-31T16:48:30.887Z,2025-05-31T16:48:40Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758360657,56,Back,5758360669,213,6.23,5758360659,140,42.9,5758360661,141,25.2,5758360665,212,15.1,5758360655,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370701,35,4,1,2,9,8q6cv8g4bd3xdl7m88kll16na,1,37.4,22.6,2025-05-31T16:48:39.097Z,2025-05-31T16:48:46Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5758360681,13,,5758360683,56,Back,5758360685,152,,5758360689,286,,5758360691,233,23,5758360751,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370691,23,4,1,2,9,80hgdmpkvdrhw1ge9nks2kxvy,0,62.6,77.4,2025-05-31T16:48:39.098Z,2025-05-31T16:49:48Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758360653,285,,5758362479,295,,5758360709,233,35,5758360645,13,,5758360649,152,,5758360647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370723,36,1,1,2,21,8q6cv8g4bd3xdl7m88kll16na,1,41.4,21.6,2025-05-31T16:48:50.538Z,2025-05-31T16:55:24Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758360817,56,Back,5758360819,140,22.4,5758360821,141,27.6,5758360825,213,2.94,5758370205,189,,5758360823,212,20.4,5758360815,152,,5758360813,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820370741,37,1,1,2,22,8q6cv8g4bd3xdl7m88kll16na,1,22.5,27.9,2025-05-31T16:48:51.430Z,2025-05-31T16:48:55Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5758360953,140,4.9,5758360963,213,2.36,5758360951,56,Back,5758360961,212,26.0,5758360957,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
