id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/13/value
2797298467,7,5,1,0,14,45v50owpvshpijizwwlcw4lni,0,101.1,41.7,2025-04-06T15:01:17.536Z,2025-04-06T17:14:19Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630833199,56,Center,5630835117,233,5,5630833201,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298877,6,1,1,0,37,btaf9fuj3xctycyjeqwereaow,0,4.6,41.6,2025-04-06T15:01:39.765Z,2025-04-06T17:20:20Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630835573,140,56.7,5630835585,74,,5630835579,213,6.26,5630835569,124,,5630835575,141,39.5,5630835581,1,,5630835577,212,54.7,5630835571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797327887,204,44,1,0,37,45v50owpvshpijizwwlcw4lni,1,35.5,66.8,2025-04-06T15:01:40.621Z,2025-04-06T17:20:46Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5631133177,233,434,5630996513,56,Back,5631133117,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797352431,434,44,1,0,38,btaf9fuj3xctycyjeqwereaow,0,64.5,33.2,2025-04-06T15:01:40.722Z,2025-04-06T17:48:56Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5631129677,286,,5631133187,233,204,5631129675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797352937,355,61,1,0,39,45v50owpvshpijizwwlcw4lni,1,34.8,72.1,2025-04-06T15:01:41.822Z,2025-04-06T17:49:00Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5631132367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797353451,356,61,1,0,43,45v50owpvshpijizwwlcw4lni,1,28.7,73.9,2025-04-06T15:01:45.622Z,2025-04-06T15:55:02Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5631135293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298893,7,50,1,0,47,btaf9fuj3xctycyjeqwereaow,1,64.7,26.4,2025-04-06T15:01:50.021Z,2025-04-06T17:11:06Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5631136059,233,8,5630835671,286,,5630835669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298947,8,7,1,0,47,45v50owpvshpijizwwlcw4lni,1,35.3,73.6,2025-04-06T15:01:50.022Z,2025-04-06T17:11:05Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5630835985,56,Back,5630835987,285,,5631136021,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797327927,205,1,1,0,50,45v50owpvshpijizwwlcw4lni,1,38.0,95.9,2025-04-06T15:01:53.382Z,2025-04-06T15:34:25Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5631015323,140,46.4,5631015329,213,5.95,5631015325,141,91.4,5631015327,212,9.3,5631015321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298969,9,1,1,0,52,45v50owpvshpijizwwlcw4lni,0,44.2,92.2,2025-04-06T15:01:54.722Z,2025-04-06T15:34:06Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5630836121,141,88.5,5630836119,140,55.7,5630836123,212,12.3,5630836125,213,6.08,5630836117,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299005,9,1,1,0,54,btaf9fuj3xctycyjeqwereaow,1,42.3,11.7,2025-04-06T15:01:57.077Z,2025-04-06T15:35:56Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5630836293,140,54.8,5630836295,141,11.7,5630836299,213,0.00,5630836297,212,13.1,5630836291,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299017,10,1,1,0,55,btaf9fuj3xctycyjeqwereaow,1,54.7,9.4,2025-04-06T15:01:58.261Z,2025-04-06T18:33:14Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5630836353,141,10.1,5631023345,156,,5630836345,56,Back,5630836349,140,47.2,5630836357,212,7.9,5630836361,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299067,11,1,1,0,56,btaf9fuj3xctycyjeqwereaow,1,45.6,24.7,2025-04-06T15:01:58.790Z,2025-04-06T15:02:02Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5630836651,56,Back,5630836657,212,36.9,5630836655,141,41.0,5630836659,213,2.84,5630836661,1,,5630836653,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299117,12,1,1,0,59,btaf9fuj3xctycyjeqwereaow,1,10.7,39.5,2025-04-06T15:02:02.565Z,2025-04-06T15:02:06Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630836867,140,19.6,5630836871,212,15.2,5630836865,56,Back,5630836869,141,21.8,5630836873,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299137,13,1,1,1,3,btaf9fuj3xctycyjeqwereaow,1,19.6,21.8,2025-04-06T15:02:06.582Z,2025-04-06T18:33:11Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5630836971,213,2.13,5630836967,141,41.2,5630836965,140,11.8,5630836969,212,15.5,5630836963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299199,14,1,1,1,5,btaf9fuj3xctycyjeqwereaow,0,11.8,41.2,2025-04-06T15:02:07.837Z,2025-04-06T15:02:12Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630837247,140,42.6,5630837241,157,,5630837255,1,,5630837245,56,Back,5630837249,141,19.2,5630837251,212,35.6,5630837253,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299259,10,1,1,1,8,45v50owpvshpijizwwlcw4lni,1,40.6,94.8,2025-04-06T15:02:11.544Z,2025-04-06T15:02:15Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5630837593,56,Left,5630837601,213,6.13,5630837595,140,54.7,5630837599,212,15.0,5630837597,141,91.5,5630837591,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299263,11,61,1,1,12,45v50owpvshpijizwwlcw4lni,0,54.7,91.5,2025-04-06T15:02:15.225Z,2025-04-06T15:37:41Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5630837623,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299303,15,1,1,1,13,btaf9fuj3xctycyjeqwereaow,1,34.8,22.4,2025-04-06T15:02:15.877Z,2025-04-06T15:56:20Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630837825,140,21.4,5630837829,212,15.2,5630837827,141,14.0,5630837831,213,3.53,5630837823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299341,16,1,1,1,14,btaf9fuj3xctycyjeqwereaow,1,21.4,14.0,2025-04-06T15:02:17.261Z,2025-04-06T15:14:54Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5630838029,212,20.9,5630838025,140,37.1,5630838027,141,32.8,5630838021,155,,5630838031,213,0.66,5630838023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299347,17,61,1,1,16,btaf9fuj3xctycyjeqwereaow,0,39.0,32.0,2025-04-06T15:02:19.375Z,2025-04-06T15:57:12Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5630838045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299351,12,3,1,1,17,45v50owpvshpijizwwlcw4lni,1,55.8,57.6,2025-04-06T15:02:20.375Z,2025-04-06T17:11:15Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5631144343,286,,5630838057,56,Center,5631144399,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354717,435,45,1,1,17,btaf9fuj3xctycyjeqwereaow,0,44.2,42.4,2025-04-06T15:02:20.375Z,2025-04-06T17:11:15Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5631142837,285,,5631142411,56,Back,5631144409,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299413,14,1,1,1,22,45v50owpvshpijizwwlcw4lni,1,62.4,34.0,2025-04-06T15:02:24.745Z,2025-04-06T15:02:26Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630838417,212,21.9,5630838419,213,3.10,5630838409,140,41.6,5630838413,141,35.4,5630838407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299461,15,1,1,1,23,45v50owpvshpijizwwlcw4lni,1,41.6,35.4,2025-04-06T15:02:26.360Z,2025-04-06T15:02:29Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630838715,141,51.5,5630838719,213,2.59,5630838717,212,20.9,5630838711,140,24.7,5630838707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299503,16,1,1,1,26,45v50owpvshpijizwwlcw4lni,1,24.8,49.7,2025-04-06T15:02:29.520Z,2025-04-06T15:02:32Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630838953,213,6.16,5630838947,140,34.7,5630838945,56,Back,5630838949,141,47.8,5630838951,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299545,17,1,1,1,29,45v50owpvshpijizwwlcw4lni,1,34.7,47.8,2025-04-06T15:02:31.888Z,2025-04-06T15:38:28Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630839193,140,30.4,5630839195,141,23.1,5630839199,213,4.45,5630839191,56,Back,5630839197,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299727,18,1,1,1,32,45v50owpvshpijizwwlcw4lni,1,29.4,18.3,2025-04-06T15:02:35.120Z,2025-04-06T15:02:46Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630840291,213,2.27,5630840287,141,36.9,5630840289,212,16.5,5630840285,140,19.3,5630840283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797338165,277,1,1,1,33,45v50owpvshpijizwwlcw4lni,1,18.7,39.3,2025-04-06T15:02:36.166Z,2025-04-06T15:40:58Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5631055715,212,16.6,5631055719,213,6.27,5631055713,141,39.1,5631055711,140,34.5,5631055709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299733,19,4,1,1,42,45v50owpvshpijizwwlcw4lni,1,35.8,40.2,2025-04-06T15:02:45.196Z,2025-04-06T18:09:07Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5630840383,233,18,5630840355,56,Back,5631763165,295,,5630840357,152,,5630840353,13,,5630840387,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299709,18,4,1,1,42,btaf9fuj3xctycyjeqwereaow,0,64.2,59.8,2025-04-06T15:02:45.197Z,2025-04-06T18:09:09Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630840241,56,Center,5630840247,285,,5630840409,233,19,5631763271,295,,5630840243,152,,5630840239,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299963,20,1,1,1,55,45v50owpvshpijizwwlcw4lni,1,35.1,30.9,2025-04-06T15:02:58.305Z,2025-04-06T15:03:01Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630841547,212,28.8,5630841541,56,Back,5630841549,213,1.59,5630841545,141,73.2,5630841537,5,,5630841539,152,,5630841543,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300023,21,1,1,1,59,45v50owpvshpijizwwlcw4lni,1,38.1,73.3,2025-04-06T15:03:01.800Z,2025-04-06T15:03:06Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5630841827,56,Back,5630841831,141,41.6,5630841835,213,4.74,5630841829,140,38.6,5630841833,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300103,22,1,1,2,3,45v50owpvshpijizwwlcw4lni,1,38.1,29.2,2025-04-06T15:03:05.888Z,2025-04-06T15:03:11Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630842315,212,27.3,5630842317,213,1.54,5630842311,140,38.8,5630842313,141,69.3,5630842309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300167,23,1,1,2,8,45v50owpvshpijizwwlcw4lni,1,54.1,67.8,2025-04-06T15:03:11.248Z,2025-04-06T15:03:15Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5630842713,140,78.3,5630842707,155,,5630842721,1,,5630842709,196,,5630842719,213,5.25,5630842715,141,4.6,5630842711,56,Right,5630842717,212,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300213,24,1,1,2,12,45v50owpvshpijizwwlcw4lni,1,78.7,4.4,2025-04-06T15:03:15.488Z,2025-04-06T15:03:17Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5630842907,141,5.2,5630842911,213,0.05,5630842905,140,89.6,5630842909,212,11.5,5630842903,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300267,25,1,1,2,14,45v50owpvshpijizwwlcw4lni,0,89.6,5.2,2025-04-06T15:03:17.360Z,2025-04-06T15:03:20Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5630843203,155,,5630843207,140,97.3,5630843221,213,1.31,5630843213,212,31.5,5630843201,2,,5630843209,141,50.0,5630843205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300317,19,12,1,2,18,btaf9fuj3xctycyjeqwereaow,1,3.4,48.1,2025-04-06T15:03:21.518Z,2025-04-06T15:03:23Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630843565,167,,5630843513,140,0.0,5630843515,141,40.7,5630843519,213,3.94,5630843517,212,7.0,5630843511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300327,20,6,1,2,19,btaf9fuj3xctycyjeqwereaow,0,0.2,44.2,2025-04-06T15:03:21.793Z,2025-04-06T17:11:20Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630843637,73,,5630843735,233,26,5630843635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300283,26,6,1,2,19,45v50owpvshpijizwwlcw4lni,1,99.8,55.8,2025-04-06T15:03:21.793Z,2025-04-06T17:11:19Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5630843481,73,,5630843479,56,Center,5630843687,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300901,27,1,1,2,57,45v50owpvshpijizwwlcw4lni,1,99.5,99.5,2025-04-06T15:04:00.424Z,2025-04-06T15:04:06Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630846541,212,18.7,5630846533,6,,5630846537,140,82.1,5630846539,141,93.5,5630846535,56,Left,5630846543,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300911,28,1,1,2,59,45v50owpvshpijizwwlcw4lni,1,82.1,93.5,2025-04-06T15:04:01.984Z,2025-04-06T15:04:03Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5630846637,56,Left,5630846641,141,93.2,5630846645,213,6.26,5630846643,212,8.5,5630846639,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300951,29,1,1,3,0,45v50owpvshpijizwwlcw4lni,1,90.2,93.2,2025-04-06T15:04:03.264Z,2025-04-06T15:04:08Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630846845,141,64.6,5630846849,213,4.73,5630846847,212,19.5,5630846841,56,Center,5630846839,155,,5630846843,140,90.6,5630846837,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797338175,278,1,1,3,2,45v50owpvshpijizwwlcw4lni,1,91.0,69.9,2025-04-06T15:04:05.326Z,2025-04-06T15:44:03Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5631071523,140,96.4,5631071529,213,0.12,5631071525,141,70.9,5631071521,56,Center,5631071527,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301015,31,1,1,3,3,45v50owpvshpijizwwlcw4lni,0,95.9,70.9,2025-04-06T15:04:06.456Z,2025-04-06T15:42:29Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5631065269,155,,5631065035,140,96.4,5631065039,212,12.2,5631065037,141,53.0,5631065033,56,Center,5631065041,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300987,21,12,1,3,4,btaf9fuj3xctycyjeqwereaow,1,7.4,53.0,2025-04-06T15:04:07.325Z,2025-04-06T15:04:09Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5630846993,141,38.2,5630847029,15,,5630847089,167,,5630846995,212,13.1,5630846989,56,Back,5630846991,140,0.0,5630846997,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301013,22,6,1,3,5,btaf9fuj3xctycyjeqwereaow,0,3.4,37.2,2025-04-06T15:04:08.617Z,2025-04-06T15:04:14Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5630847157,56,Back,5630847215,233,32,5630847159,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
