id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804541475,70,1,1,9,41,d8w1m5j3jbd1eva8524dv4a20,0,7.3,52.8,2025-04-21T15:10:02.689Z,2025-04-21T15:10:05Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5670703977,141,22.4,5670703971,157,,5670703983,1,,5670703973,56,Center,5670703981,213,5.98,5670703979,212,69.1,5670703975,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541555,80,1,1,9,43,eujf9nqky8c5jnahb2f76m86o,0,43.3,76.9,2025-04-21T15:10:04.416Z,2025-04-21T16:59:38Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670704481,213,5.44,5670704479,212,18.4,5670704475,140,55.0,5670704473,56,Center,5670704477,141,56.7,5670704471,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541615,71,1,1,9,44,d8w1m5j3jbd1eva8524dv4a20,0,44.6,26.5,2025-04-21T15:10:05.970Z,2025-04-21T16:59:22Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5670704807,3,,5670704817,213,6.19,5670704811,140,60.0,5670704813,141,24.3,5670704815,212,16.2,5670704809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541563,81,43,1,9,46,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-21T15:10:08.024Z,2025-04-21T16:58:56Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670704523,56,Center,5671289577,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541617,82,44,1,9,48,eujf9nqky8c5jnahb2f76m86o,1,41.2,73.1,2025-04-21T15:10:10.217Z,2025-04-21T17:12:37Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670704841,285,,5670704839,56,Back,5670705053,233,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541621,72,44,1,9,48,d8w1m5j3jbd1eva8524dv4a20,0,58.8,26.9,2025-04-21T15:10:10.218Z,2025-04-21T17:12:38Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5670704859,286,,5670705087,233,82,5670704857,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541627,83,8,1,9,49,eujf9nqky8c5jnahb2f76m86o,1,43.4,68.7,2025-04-21T15:10:10.649Z,2025-04-21T16:59:55Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670705015,15,,5670704887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541831,85,1,1,9,54,eujf9nqky8c5jnahb2f76m86o,1,56.6,33.4,2025-04-21T15:10:16.168Z,2025-04-21T17:00:23Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5670706101,213,3.38,5670706097,141,27.1,5670706093,56,Back,5670706095,140,39.5,5670706099,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541895,86,1,1,9,58,eujf9nqky8c5jnahb2f76m86o,1,39.3,27.4,2025-04-21T15:10:20.216Z,2025-04-21T15:10:22Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5670706401,141,59.3,5670706399,140,37.1,5670706397,56,Back,5670706403,212,21.8,5670706405,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804541965,87,1,1,10,0,eujf9nqky8c5jnahb2f76m86o,0,37.1,59.3,2025-04-21T15:10:22.311Z,2025-04-21T15:10:25Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670706845,141,10.3,5670706849,213,5.63,5670706839,155,,5670706841,56,Right,5670706847,212,54.8,5670706843,140,78.5,5670706851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542017,73,12,1,10,5,d8w1m5j3jbd1eva8524dv4a20,1,27.3,80.8,2025-04-21T15:10:26.563Z,2025-04-21T15:10:28Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5670707141,213,1.23,5670707133,56,Back,5670707137,141,100.0,5670707253,167,,5670707139,212,14.6,5670707135,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542025,74,5,1,10,5,d8w1m5j3jbd1eva8524dv4a20,0,29.6,101.3,2025-04-21T15:10:26.720Z,2025-04-21T17:39:59Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5670707169,347,,5670708701,233,88,5670707167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542267,88,5,1,10,5,eujf9nqky8c5jnahb2f76m86o,1,70.4,-1.3,2025-04-21T15:10:26.720Z,2025-04-21T17:39:59Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670708517,56,Right,5670708519,347,,5670708631,233,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542409,89,1,1,10,14,eujf9nqky8c5jnahb2f76m86o,1,73.3,0.0,2025-04-21T15:10:36.144Z,2025-04-21T15:10:39Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5670709205,141,11.3,5670709209,213,1.77,5670709195,56,Right,5670709203,140,71.6,5670709191,107,,5670709207,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542429,90,1,1,10,18,eujf9nqky8c5jnahb2f76m86o,0,71.6,8.5,2025-04-21T15:10:39.432Z,2025-04-21T15:10:43Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670709853,286,,5670709343,213,2.98,5670709849,233,75,5670709335,56,Right,5670709339,141,8.9,5670709337,140,70.0,5670709341,212,1.7,5670709847,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542511,75,74,1,10,18,d8w1m5j3jbd1eva8524dv4a20,1,39.7,93.8,2025-04-21T15:10:39.433Z,2025-04-21T17:13:05Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5670709901,233,90,5670709795,56,Back,5670709799,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542545,91,1,1,10,22,eujf9nqky8c5jnahb2f76m86o,1,70.0,9.1,2025-04-21T15:10:43.416Z,2025-04-21T15:10:44Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670710011,212,22.8,5670710007,140,48.3,5670710005,56,Back,5670710009,141,9.4,5670710013,213,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542625,92,1,1,10,22,eujf9nqky8c5jnahb2f76m86o,1,48.3,9.4,2025-04-21T15:10:44.272Z,2025-04-21T15:10:47Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5670710421,56,Back,5670710427,212,17.1,5670710423,140,42.8,5670710429,213,1.92,5670710425,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542695,93,1,1,10,25,eujf9nqky8c5jnahb2f76m86o,1,42.8,33.0,2025-04-21T15:10:47.256Z,2025-04-21T15:10:49Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670710881,212,22.6,5670710875,56,Back,5670710887,213,2.84,5670710879,141,43.0,5670710877,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542795,94,1,1,10,28,eujf9nqky8c5jnahb2f76m86o,0,23.0,32.7,2025-04-21T15:10:49.352Z,2025-04-21T15:10:52Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5670711489,212,56.0,5670711485,140,75.8,5670711493,1,,5670711483,56,Right,5670711481,155,,5670711491,213,6.14,5670711487,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542841,76,43,1,10,32,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-21T15:10:54.178Z,2025-04-21T15:11:00Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5670711813,15,0,5670712943,144,8,5670711723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804543025,95,4,1,10,35,eujf9nqky8c5jnahb2f76m86o,1,70.0,26.2,2025-04-21T15:10:56.705Z,2025-04-21T15:11:04Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5670712875,265,,5670713001,233,77,5670712873,152,,5670712869,13,,5670712877,286,,5670712871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804542945,77,4,1,10,35,d8w1m5j3jbd1eva8524dv4a20,0,30.0,73.8,2025-04-21T15:10:56.706Z,2025-04-21T15:11:04Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5670712463,285,,5670712455,13,,5670712459,152,,5670712457,56,Back,5670713059,233,95,5670712461,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804543849,78,27,1,11,6,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-21T15:11:27.793Z,2025-04-21T15:11:30Z,,,,,5670717301,233,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804543851,96,27,1,11,6,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-21T15:11:27.793Z,2025-04-21T18:05:18Z,,,,,5670717279,233,78,5671485721,53,7adevxj1o3gpqpmrv3f72v3oq,5671485719,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804543859,79,28,1,11,7,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-21T15:11:28.930Z,2025-04-21T17:39:54Z,,,,,5671406809,233,97,5670717265,55,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545059,97,28,1,11,7,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-21T15:11:28.930Z,2025-04-21T17:39:53Z,,,,,5670724351,55,96,5671406775,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545129,98,1,1,11,57,eujf9nqky8c5jnahb2f76m86o,0,63.8,28.8,2025-04-21T15:12:18.415Z,2025-04-21T16:02:23Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5670724713,56,Center,5670724719,212,36.7,5670724709,155,,5670724715,140,90.3,5670724721,213,0.71,5670724705,2,,5670724711,152,,5670724717,141,64.0,5670724707,5,5670724723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545135,80,12,1,11,58,d8w1m5j3jbd1eva8524dv4a20,1,13.5,49.0,2025-04-21T15:12:20.187Z,2025-04-21T15:12:32Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5670724779,140,20.5,5670724781,141,36.4,5670724777,56,Back,5670724785,213,5.42,5670724783,212,11.3,5670724869,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545273,99,1,1,12,2,eujf9nqky8c5jnahb2f76m86o,1,77.1,65.2,2025-04-21T15:12:23.879Z,2025-04-21T18:05:58Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670725637,213,5.21,5670725629,140,94.3,5670725625,56,Right,5670725621,155,,5670725633,141,16.2,5670725635,212,37.9,5670725639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545329,100,1,1,12,5,eujf9nqky8c5jnahb2f76m86o,1,90.0,13.8,2025-04-21T15:12:26.918Z,2025-04-21T15:12:30Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5670725965,56,Right,5670725969,141,10.9,5670725973,212,12.4,5670725967,140,78.3,5670725977,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545361,101,1,1,12,8,eujf9nqky8c5jnahb2f76m86o,1,78.5,12.3,2025-04-21T15:12:30.126Z,2025-04-21T16:02:13Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5670726183,56,Right,5670726197,141,10.6,5670726207,213,4.89,5670726203,212,1.2,5670726189,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545405,102,1,1,12,10,eujf9nqky8c5jnahb2f76m86o,0,79.6,10.3,2025-04-21T15:12:31.670Z,2025-04-21T15:12:32Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5670726399,56,Right,5670726393,2,,5670726407,141,14.3,5670726409,212,4.3,5670726397,155,,5670726413,213,0.68,5670726403,140,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545429,81,61,1,12,11,d8w1m5j3jbd1eva8524dv4a20,1,29.0,74.2,2025-04-21T15:12:32.753Z,2025-04-21T15:12:33Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5670726553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546081,82,12,1,12,12,d8w1m5j3jbd1eva8524dv4a20,1,15.2,61.2,2025-04-21T15:12:34.242Z,2025-04-21T15:12:57Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5670730203,56,Left,5670730213,213,0.39,5670730207,141,90.8,5670730209,212,52.8,5670730205,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804545925,103,1,1,12,19,eujf9nqky8c5jnahb2f76m86o,1,44.3,2.8,2025-04-21T15:12:40.334Z,2025-04-21T15:12:51Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5670729317,140,23.2,5670729323,213,2.36,5670729319,141,35.2,5670729321,212,31.2,5670729315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546039,104,1,1,12,30,eujf9nqky8c5jnahb2f76m86o,1,22.8,31.5,2025-04-21T15:12:51.574Z,2025-04-21T15:12:55Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5670729965,140,71.0,5670729969,212,50.7,5670729963,56,Center,5670729975,1,,5670729971,213,0.07,5670729967,141,36.4,5670729961,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546059,105,44,1,12,34,eujf9nqky8c5jnahb2f76m86o,1,67.5,43.4,2025-04-21T15:12:55.709Z,2025-04-21T17:12:38Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5670730055,286,,5670730053,56,Center,5670730525,233,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546095,83,44,1,12,34,d8w1m5j3jbd1eva8524dv4a20,0,32.5,56.6,2025-04-21T15:12:55.710Z,2025-04-21T17:12:39Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5670730663,233,105,5670730289,56,Back,5670730309,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546101,106,1,1,12,34,eujf9nqky8c5jnahb2f76m86o,1,71.1,36.6,2025-04-21T15:12:55.997Z,2025-04-21T15:12:58Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5670730357,212,5.6,5670730351,56,Center,5670730349,3,,5670730359,213,4.90,5670730355,141,28.5,5670730353,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546111,107,61,1,12,36,eujf9nqky8c5jnahb2f76m86o,0,72.1,28.5,2025-04-21T15:12:57.709Z,2025-04-21T15:12:58Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5670730433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546167,84,1,1,12,37,d8w1m5j3jbd1eva8524dv4a20,0,33.4,72.6,2025-04-21T15:12:59.274Z,2025-04-21T15:13:00Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5670730711,140,50.9,5670730713,141,71.2,5670730717,213,6.23,5670730715,212,18.4,5670730709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546259,108,1,1,12,41,eujf9nqky8c5jnahb2f76m86o,1,66.3,29.4,2025-04-21T15:13:02.518Z,2025-04-21T15:13:03Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5670731301,141,38.0,5670731299,140,62.8,5670731303,212,6.9,5670731297,56,Center,5670731305,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546305,109,1,1,12,42,eujf9nqky8c5jnahb2f76m86o,1,62.8,36.9,2025-04-21T15:13:03.421Z,2025-04-21T15:13:05Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670731637,141,18.6,5670731633,56,Right,5670731641,213,4.33,5670731635,140,58.0,5670731639,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546389,110,1,1,12,43,eujf9nqky8c5jnahb2f76m86o,1,58.0,18.6,2025-04-21T15:13:05.310Z,2025-04-21T15:13:08Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5670732025,56,Right,5670732029,141,6.7,5670732027,140,64.4,5670732031,212,10.5,5670732033,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546637,111,1,1,12,46,eujf9nqky8c5jnahb2f76m86o,1,62.2,9.4,2025-04-21T15:13:08.270Z,2025-04-21T15:13:17Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5670733489,141,57.5,5670733485,140,45.9,5670733495,1,,5670733493,213,2.05,5670733481,56,Back,5670733491,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546707,112,1,1,12,55,eujf9nqky8c5jnahb2f76m86o,1,55.6,66.0,2025-04-21T15:13:16.925Z,2025-04-21T15:13:19Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670733853,212,20.4,5670733855,213,4.45,5670733849,140,50.5,5670733851,141,37.0,5670733847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546749,113,1,1,12,57,eujf9nqky8c5jnahb2f76m86o,1,52.1,36.7,2025-04-21T15:13:19.133Z,2025-04-21T15:13:20Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5670734079,56,Right,5670734087,213,5.03,5670734081,140,56.6,5670734083,141,15.3,5670734085,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546795,114,1,1,12,59,eujf9nqky8c5jnahb2f76m86o,1,56.6,15.3,2025-04-21T15:13:20.557Z,2025-04-21T15:13:22Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5670734345,140,38.8,5670734349,212,20.3,5670734343,56,Back,5670734347,141,27.1,5670734351,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804546925,115,1,1,13,0,eujf9nqky8c5jnahb2f76m86o,1,38.8,27.1,2025-04-21T15:13:21.965Z,2025-04-21T15:13:26Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5670735011,212,23.1,5670735007,140,42.9,5670735009,141,60.5,5670735013,213,1.38,5670735003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547039,116,1,1,13,4,eujf9nqky8c5jnahb2f76m86o,1,44.9,56.3,2025-04-21T15:13:25.757Z,2025-04-21T15:13:29Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670735587,141,41.9,5670735591,213,5.62,5670735583,56,Center,5670735589,212,16.0,5670735585,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547159,117,1,1,13,7,eujf9nqky8c5jnahb2f76m86o,1,60.2,30.0,2025-04-21T15:13:29.269Z,2025-04-21T15:13:33Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670736145,140,72.8,5670736149,212,20.5,5670736147,141,7.0,5670736143,56,Right,5670736153,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547219,118,1,1,13,11,eujf9nqky8c5jnahb2f76m86o,0,72.9,7.3,2025-04-21T15:13:32.788Z,2025-04-21T15:13:35Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5670736431,155,,5670736443,1,,5670736441,213,1.02,5670736437,141,52.8,5670736433,56,Center,5670736439,212,36.3,5670736435,140,91.0,5670736429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547245,85,12,1,13,14,d8w1m5j3jbd1eva8524dv4a20,1,10.2,53.3,2025-04-21T15:13:35.802Z,2025-04-21T15:13:37Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5670736641,140,17.9,5670736647,213,0.71,5670736643,141,63.6,5670736645,212,10.7,5670736639,56,Back,5670736705,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547339,119,15,1,13,16,eujf9nqky8c5jnahb2f76m86o,1,88.3,41.0,2025-04-21T15:13:37.326Z,2025-04-21T15:14:48Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5670743463,458,,5670743475,230,97.5,5670737157,56,Center,5670742891,20,,5670743467,146,91.9,5670737153,22,,5670742903,82,,5670743453,102,47.4,5670737155,17,5670743477,231,47.7,5670743451,80,5670743565,233,5670743457,103,19,,,86,5670743471,147,43.0,,,,,,,,,,,,,,,
2804547311,86,10,1,13,16,d8w1m5j3jbd1eva8524dv4a20,1,8.1,57.0,2025-04-21T15:13:37.426Z,2025-04-21T15:14:20Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5670737015,56,Back,5670743623,233,119,5670737013,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547435,120,1,1,13,19,eujf9nqky8c5jnahb2f76m86o,1,76.8,31.3,2025-04-21T15:13:40.581Z,2025-04-21T16:01:31Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5670737797,56,Center,5670737793,3,,5670737811,213,0.95,5670737803,141,57.6,5670737807,212,22.1,5670737799,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547447,121,61,1,13,20,eujf9nqky8c5jnahb2f76m86o,0,89.3,57.3,2025-04-21T15:13:42.252Z,2025-04-21T15:13:42Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5670737881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547517,88,1,1,13,23,d8w1m5j3jbd1eva8524dv4a20,1,10.2,38.2,2025-04-21T15:13:44.483Z,2025-04-21T15:13:46Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5670738265,212,9.9,5670738263,141,48.8,5670738259,56,Back,5670738267,213,2.32,5670738261,140,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547609,89,1,1,13,24,d8w1m5j3jbd1eva8524dv4a20,0,3.7,48.8,2025-04-21T15:13:45.858Z,2025-04-21T15:13:49Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5670738905,213,5.79,5670738895,157,,5670738903,212,41.0,5670738899,140,38.0,5670738897,56,Back,5670738901,141,20.1,5670738907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547717,122,1,1,13,28,eujf9nqky8c5jnahb2f76m86o,1,53.3,78.7,2025-04-21T15:13:50.164Z,2025-04-21T15:13:54Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5670739451,141,94.4,5670739447,56,Left,5670739453,212,10.8,5670739455,213,1.41,5670739449,140,55.0,5670739445,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547863,124,1,1,13,33,eujf9nqky8c5jnahb2f76m86o,1,52.0,93.2,2025-04-21T15:13:54.333Z,2025-04-21T15:14:00Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5670740229,213,4.30,5670740225,141,79.0,5670740223,140,48.0,5670740227,212,10.5,5670740221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547881,125,50,1,13,34,eujf9nqky8c5jnahb2f76m86o,1,44.6,69.8,2025-04-21T15:13:55.885Z,2025-04-21T15:15:34Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5670740307,56,Back,5670752489,233,107,5670740309,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804550067,107,7,1,13,34,d8w1m5j3jbd1eva8524dv4a20,1,55.4,30.2,2025-04-21T15:13:55.886Z,2025-04-21T15:15:33Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5670752381,56,Center,5670752383,285,,5670752423,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804547895,91,1,1,13,38,d8w1m5j3jbd1eva8524dv4a20,1,57.8,19.8,2025-04-21T15:13:59.714Z,2025-04-21T15:14:01Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5670740403,140,60.0,5670740405,141,54.0,5670740409,213,1.47,5670740407,212,23.4,5670740401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804548001,92,1,1,13,39,d8w1m5j3jbd1eva8524dv4a20,1,60.2,54.2,2025-04-21T15:14:01.138Z,2025-04-21T15:14:05Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5670741007,141,89.4,5670741011,213,1.52,5670741003,56,Left,5670741005,140,61.3,5670741009,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
