id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2807225241,9,1,1,0,11,e5txudmuc2qpc460bs4lb5aff,0,79.1,3.4,2025-04-27T15:01:32.054Z,2025-04-27T15:01:32Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,5685497049,140,88.6,5685497057,213,1.22,5685497055,212,29.2,5685497047,56,Center,5685497045,155,,5685497051,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225541,6,1,1,0,30,d8w1m5j3jbd1eva8524dv4a20,0,19.7,51.3,2025-04-27T15:01:51.447Z,2025-04-27T15:01:54Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5685498779,213,6.24,5685498771,56,Center,5685498769,198,,5685498767,157,,5685498773,140,84.4,5685498775,141,47.3,5685498777,212,68.0,5685498781,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225545,10,12,1,0,33,e5txudmuc2qpc460bs4lb5aff,1,19.1,51.5,2025-04-27T15:01:54.422Z,2025-04-27T15:02:22Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685498873,15,,5685498815,140,38.5,5685498817,141,72.4,5685498813,56,Back,5685498821,213,0.61,5685498819,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225631,7,1,1,0,37,d8w1m5j3jbd1eva8524dv4a20,1,69.4,32.2,2025-04-27T15:01:58.544Z,2025-04-27T15:02:00Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685499283,56,Right,5685499291,213,4.69,5685499285,140,69.1,5685499287,141,9.2,5685499289,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225661,8,1,1,0,39,d8w1m5j3jbd1eva8524dv4a20,1,69.1,9.2,2025-04-27T15:01:59.951Z,2025-04-27T15:02:02Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685499453,212,7.8,5685499449,140,70.8,5685499455,213,1.34,5685499447,56,Right,5685499451,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225669,9,1,1,0,41,d8w1m5j3jbd1eva8524dv4a20,1,70.8,20.4,2025-04-27T15:02:02.207Z,2025-04-27T15:02:03Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685499545,213,1.88,5685499543,212,8.6,5685499539,140,68.3,5685499537,56,Center,5685499541,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225731,10,1,1,0,42,d8w1m5j3jbd1eva8524dv4a20,1,68.3,32.5,2025-04-27T15:02:03.487Z,2025-04-27T15:02:08Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685499879,56,Center,5685499883,141,34.2,5685499885,212,17.7,5685499887,213,3.08,5685499881,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225757,11,1,1,0,47,d8w1m5j3jbd1eva8524dv4a20,1,51.5,34.2,2025-04-27T15:02:08.623Z,2025-04-27T15:02:10Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685500021,213,0.80,5685500019,212,13.0,5685500017,141,47.9,5685500015,140,60.1,5685500013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225775,12,1,1,0,49,d8w1m5j3jbd1eva8524dv4a20,1,60.1,47.9,2025-04-27T15:02:10Z,2025-04-27T15:02:11Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685500123,212,20.3,5685500115,56,Center,5685500125,213,1.84,5685500119,140,54.9,5685500121,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225795,13,1,1,0,50,d8w1m5j3jbd1eva8524dv4a20,1,54.9,76.6,2025-04-27T15:02:11.319Z,2025-04-27T15:02:13Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685500283,212,11.2,5685500279,141,88.1,5685500275,56,Left,5685500277,140,62.6,5685500287,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225823,14,1,1,0,51,d8w1m5j3jbd1eva8524dv4a20,1,62.6,88.1,2025-04-27T15:02:12.799Z,2025-04-27T15:02:14Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685500435,212,16.7,5685500437,213,3.46,5685500429,140,47.5,5685500431,141,80.5,5685500427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225891,15,1,1,0,53,d8w1m5j3jbd1eva8524dv4a20,1,47.5,80.5,2025-04-27T15:02:14.551Z,2025-04-27T15:02:19Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685500795,1,,5685500789,141,49.6,5685500793,213,3.85,5685500791,212,32.2,5685500787,140,24.2,5685500785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225909,16,1,1,0,58,d8w1m5j3jbd1eva8524dv4a20,0,24.2,49.6,2025-04-27T15:02:19.271Z,2025-04-27T15:02:21Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5685500891,213,0.42,5685500883,56,Left,5685500885,140,77.5,5685500887,141,85.9,5685500889,212,61.2,5685500881,157,,5685500893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225923,11,12,1,1,1,e5txudmuc2qpc460bs4lb5aff,1,20.2,17.7,2025-04-27T15:02:22.206Z,2025-04-27T15:02:25Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685500973,141,15.3,5685500983,15,,5685500969,56,Back,5685500975,212,18.9,5685500977,213,6.20,5685500971,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225949,17,44,1,1,3,d8w1m5j3jbd1eva8524dv4a20,1,70.4,87.2,2025-04-27T15:02:24.094Z,2025-04-27T16:03:02Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685501225,233,12,5685501087,56,Left,5685501089,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225955,12,44,1,1,3,e5txudmuc2qpc460bs4lb5aff,0,29.6,12.8,2025-04-27T15:02:24.095Z,2025-04-27T16:03:02Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685501243,233,17,5685501107,285,,5685501105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225959,18,1,1,1,3,d8w1m5j3jbd1eva8524dv4a20,0,71.2,89.0,2025-04-27T15:02:24.120Z,2025-04-27T17:15:36Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685501121,212,10.7,5685501119,141,100.0,5685501117,140,77.5,5685501115,56,Left,5685501123,213,0.90,5685501113,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226105,13,5,1,1,5,e5txudmuc2qpc460bs4lb5aff,1,24.5,-1.2,2025-04-27T15:02:26.044Z,2025-04-27T16:03:14Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685501859,347,,5685501857,56,Back,5685501895,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225969,19,5,1,1,5,d8w1m5j3jbd1eva8524dv4a20,0,75.5,101.2,2025-04-27T15:02:26.044Z,2025-04-27T16:03:15Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685501927,233,13,5685501187,56,Left,5685501189,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226161,14,1,1,1,15,e5txudmuc2qpc460bs4lb5aff,1,27.7,0.0,2025-04-27T15:02:35.942Z,2025-04-27T15:02:40Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685502151,107,,5685502159,212,31.2,5685502163,1,,5685502155,140,22.1,5685502157,141,43.7,5685502161,213,1.76,5685502153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226185,15,1,1,1,18,e5txudmuc2qpc460bs4lb5aff,1,23.6,47.5,2025-04-27T15:02:39.246Z,2025-04-27T15:02:42Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685502323,140,29.6,5685502327,212,19.6,5685502325,141,74.8,5685502329,213,1.24,5685502321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226211,16,1,1,1,21,e5txudmuc2qpc460bs4lb5aff,0,25.1,82.6,2025-04-27T15:02:41.990Z,2025-04-27T15:02:43Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685502471,213,6.19,5685502469,212,33.4,5685502463,56,Center,5685502467,141,77.9,5685502465,140,56.8,5685502473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226265,20,12,1,1,25,d8w1m5j3jbd1eva8524dv4a20,1,33.9,10.0,2025-04-27T15:02:46.407Z,2025-04-27T15:02:48Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685502833,56,Back,5685502841,213,5.19,5685502903,167,,5685502837,141,0.0,5685502835,140,37.7,5685502839,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226395,17,5,1,1,26,e5txudmuc2qpc460bs4lb5aff,1,60.2,101.2,2025-04-27T15:02:47.182Z,2025-04-27T16:03:15Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685503607,233,21,5685503551,56,Left,5685503553,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226269,21,5,1,1,26,d8w1m5j3jbd1eva8524dv4a20,0,39.8,-1.2,2025-04-27T15:02:47.182Z,2025-04-27T16:03:16Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685502873,347,,5685503653,233,17,5685502871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226489,18,1,1,1,33,e5txudmuc2qpc460bs4lb5aff,1,58.1,100.0,2025-04-27T15:02:54.734Z,2025-04-27T15:03:00Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685504069,140,51.5,5685504071,141,91.4,5685504075,213,3.94,5685504073,212,10.0,5685504067,56,Left,5685504065,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226557,19,1,1,1,39,e5txudmuc2qpc460bs4lb5aff,1,53.9,90.9,2025-04-27T15:03:00.086Z,2025-04-27T15:03:04Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685504421,141,76.1,5685504429,213,4.15,5685504417,140,47.9,5685504425,212,11.9,5685504413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226637,20,1,1,1,43,e5txudmuc2qpc460bs4lb5aff,1,46.2,68.1,2025-04-27T15:03:03.901Z,2025-04-27T15:03:08Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,5685504889,213,4.69,5685504881,56,Back,5685504883,140,45.7,5685504887,212,25.6,5685504885,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226673,21,1,1,1,47,e5txudmuc2qpc460bs4lb5aff,1,49.2,25.3,2025-04-27T15:03:07.885Z,2025-04-27T15:03:10Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685505133,213,2.04,5685505129,141,55.1,5685505131,212,22.7,5685505127,140,39.5,5685505125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226747,22,1,1,1,49,e5txudmuc2qpc460bs4lb5aff,1,39.5,55.1,2025-04-27T15:03:10.342Z,2025-04-27T15:03:13Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,5685505437,213,1.13,5685505435,212,20.6,5685505431,140,47.9,5685505429,56,Back,5685505433,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226817,23,1,1,1,52,e5txudmuc2qpc460bs4lb5aff,1,51.7,83.6,2025-04-27T15:03:13.678Z,2025-04-27T15:03:18Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685505771,212,25.7,5685505763,155,,5685505769,141,87.5,5685505765,56,Left,5685505767,140,76.0,5685505773,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226879,24,1,1,1,57,e5txudmuc2qpc460bs4lb5aff,1,76.7,84.7,2025-04-27T15:03:18.742Z,2025-04-27T15:03:23Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685506077,56,Center,5685506081,141,74.1,5685506083,212,7.2,5685506079,140,76.7,5685506085,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226821,22,83,1,1,58,d8w1m5j3jbd1eva8524dv4a20,0,9.9,12.2,2025-04-27T15:03:19.078Z,2025-04-27T15:03:24Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685506135,399,bww0h67l7g6o9syrkp12s7pih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226883,25,1,1,2,2,e5txudmuc2qpc460bs4lb5aff,0,90.1,70.8,2025-04-27T15:03:23.309Z,2025-04-27T17:09:47Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,5685506093,56,Center,5685506099,212,13.2,5685506101,213,4.82,5685506095,140,91.5,5685506097,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227053,23,12,1,2,3,d8w1m5j3jbd1eva8524dv4a20,1,3.4,50.5,2025-04-27T15:03:23.982Z,2025-04-27T15:05:06Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685507163,212,34.0,5685507159,140,30.6,5685507165,213,5.71,5685507157,56,Back,5685507161,141,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807233085,106,61,1,2,9,e5txudmuc2qpc460bs4lb5aff,1,84.0,61.5,2025-04-27T15:03:30.122Z,2025-04-27T15:11:07Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685544839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227033,26,1,1,2,10,e5txudmuc2qpc460bs4lb5aff,1,53.7,69.4,2025-04-27T15:03:31.398Z,2025-04-27T15:03:36Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685507077,155,,5685507081,140,90.1,5685507089,1,,5685507085,212,38.3,5685507087,213,0.08,5685507083,141,73.9,5685507079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227045,27,1,1,2,15,e5txudmuc2qpc460bs4lb5aff,0,90.1,73.6,2025-04-27T15:03:36.181Z,2025-04-27T15:03:38Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685507133,140,91.8,5685507129,56,Center,5685507239,286,,5685507135,141,65.1,5685507143,213,5.01,5685507235,233,24,5685507139,212,6.0,5685507233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227063,24,74,1,2,15,d8w1m5j3jbd1eva8524dv4a20,1,3.4,37.3,2025-04-27T15:03:36.182Z,2025-04-27T17:08:09Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685507209,285,,5685507207,56,Back,5685507269,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227119,25,45,1,2,19,d8w1m5j3jbd1eva8524dv4a20,0,12.2,30.4,2025-04-27T15:03:40.205Z,2025-04-27T16:02:58Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685507535,285,,5685507533,56,Back,5685507625,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227109,28,3,1,2,19,e5txudmuc2qpc460bs4lb5aff,1,87.8,69.6,2025-04-27T15:03:40.205Z,2025-04-27T16:02:58Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685507465,286,,5685507577,233,25,5685507463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227151,29,1,1,2,19,e5txudmuc2qpc460bs4lb5aff,0,85.5,70.9,2025-04-27T15:03:40.701Z,2025-04-27T17:10:01Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685507695,56,Center,5685507697,140,87.9,5685507703,213,4.96,5685507701,212,10.2,5685507699,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227227,26,12,1,2,21,d8w1m5j3jbd1eva8524dv4a20,1,4.2,45.1,2025-04-27T15:03:42.478Z,2025-04-27T15:03:49Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685508131,56,Back,5685508137,212,32.6,5685508135,141,7.6,5685508139,213,5.39,5685508133,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227215,30,1,1,2,26,e5txudmuc2qpc460bs4lb5aff,0,67.8,83.9,2025-04-27T15:03:46.845Z,2025-04-27T15:03:47Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685508053,155,,5685508057,140,81.2,5685508055,56,Center,5685508061,212,25.1,5685508059,141,53.3,5685508063,213,5.31,5685508051,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227259,28,1,1,2,28,d8w1m5j3jbd1eva8524dv4a20,1,19.6,38.8,2025-04-27T15:03:49.486Z,2025-04-27T15:03:52Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685508277,141,30.4,5685508275,140,30.9,5685508281,213,5.83,5685508273,56,Back,5685508279,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227281,29,1,1,2,31,d8w1m5j3jbd1eva8524dv4a20,0,30.9,30.4,2025-04-27T15:03:51.990Z,2025-04-27T15:03:53Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,5685508395,213,4.78,5685508389,140,32.2,5685508391,141,0.0,5685508393,212,21.8,5685508387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227295,30,5,1,2,32,d8w1m5j3jbd1eva8524dv4a20,0,34.4,-1.6,2025-04-27T15:03:53.356Z,2025-04-27T16:03:16Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,5685508433,56,Back,5685508437,347,,5685509119,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227391,31,5,1,2,32,e5txudmuc2qpc460bs4lb5aff,1,65.6,101.6,2025-04-27T15:03:53.356Z,2025-04-27T16:03:16Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685509049,56,Left,5685509099,233,30,5685509051,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
