id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2820327471,12,12,1,0,39,crlocdyqyb1fdhck54qxs65rl,1,9.7,43.0,2025-05-31T14:01:46.401Z,2025-05-31T14:01:48Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758119645,212,17.1,5758119661,167,,5758119639,56,Back,5758119643,141,24.1,5758119647,213,3.99,5758119641,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327477,11,6,1,0,40,ew0hpuiweoltpsg5f51r2w64t,1,97.0,68.2,2025-05-31T14:01:46.938Z,2025-05-31T16:03:40Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5758119675,56,Center,5758119679,233,13,5758119677,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327473,13,6,1,0,40,crlocdyqyb1fdhck54qxs65rl,0,3.0,31.8,2025-05-31T14:01:46.938Z,2025-05-31T14:01:53Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758119687,233,11,5758119667,56,Back,5758119669,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327563,12,1,1,1,2,ew0hpuiweoltpsg5f51r2w64t,0,99.5,99.5,2025-05-31T14:02:09.630Z,2025-05-31T14:02:14Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758120161,1,,5758120149,140,100.0,5758120159,213,4.74,5758120147,56,Center,5758120155,212,52.9,5758120145,223,,5758120139,2,,5758120153,141,21.8,5758120143,155,5758120141,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327655,13,5,1,1,6,ew0hpuiweoltpsg5f51r2w64t,0,101.2,25.4,2025-05-31T14:02:13.813Z,2025-05-31T16:04:18Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758120689,233,14,5758120663,346,,5758120661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327649,14,5,1,1,6,crlocdyqyb1fdhck54qxs65rl,1,-1.2,74.6,2025-05-31T14:02:13.813Z,2025-05-31T16:04:18Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758120623,346,,5758120621,56,Back,5758120681,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327663,15,1,1,1,38,crlocdyqyb1fdhck54qxs65rl,1,4.5,44.6,2025-05-31T14:02:45.751Z,2025-05-31T14:02:50Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5758120719,1,,5758120717,213,5.88,5758120715,212,58.6,5758120723,74,,5758120707,124,,5758120713,141,10.6,5758120709,56,Right,5758120711,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327661,14,43,1,1,41,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-05-31T14:02:48.389Z,2025-05-31T14:03:37Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5758120703,56,Back,5758121975,144,44,5758120705,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327667,16,1,1,1,43,crlocdyqyb1fdhck54qxs65rl,1,55.8,10.6,2025-05-31T14:02:49.977Z,2025-05-31T14:02:51Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758120747,141,9.7,5758120749,212,8.3,5758120745,140,63.7,5758120741,168,,5758120751,213,6.21,5758120743,56,Right,5758120739,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327671,17,1,1,1,44,crlocdyqyb1fdhck54qxs65rl,0,63.1,9.5,2025-05-31T14:02:51.304Z,2025-05-31T14:05:25Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5758120775,140,70.0,5758120781,213,0.26,5758120773,56,Right,5758120779,212,7.5,5758120777,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327675,15,43,1,1,47,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-05-31T14:02:53.934Z,2025-05-31T14:15:14Z,5tnye4i4soi822vm0nncgoa,S. Westerlund,,,5758120813,140,31.6,5758120811,56,Back,5758143977,144,1,5758120815,141,77.0,5758120817,212,8.7,5758120819,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327687,17,1,1,1,49,ew0hpuiweoltpsg5f51r2w64t,1,34.6,94.2,2025-05-31T14:02:56.093Z,2025-05-31T14:15:28Z,5tnye4i4soi822vm0nncgoa,S. Westerlund,,,5758120859,56,Back,5758120865,212,7.2,5758120861,140,39.0,5758120867,213,5.41,5758120863,141,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331665,137,1,1,1,50,ew0hpuiweoltpsg5f51r2w64t,1,43.0,82.4,2025-05-31T14:02:57.246Z,2025-05-31T14:14:54Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5758143247,140,28.6,5758143249,141,70.9,5758143245,56,Back,5758143251,212,17.0,5758143253,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327699,18,1,1,1,50,ew0hpuiweoltpsg5f51r2w64t,1,20.8,37.4,2025-05-31T14:02:57.493Z,2025-05-31T14:03:00Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5758120925,56,Back,5758120933,213,5.03,5758120931,212,18.0,5758120927,140,26.2,5758120929,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327717,19,1,1,1,53,ew0hpuiweoltpsg5f51r2w64t,1,29.3,7.0,2025-05-31T14:03:00.750Z,2025-05-31T14:03:05Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758121025,212,7.3,5758121019,56,Back,5758121023,141,17.6,5758121021,140,30.5,5758121027,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327733,20,1,1,1,58,ew0hpuiweoltpsg5f51r2w64t,1,36.8,14.0,2025-05-31T14:03:05.588Z,2025-05-31T14:03:08Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758121073,140,58.6,5758121079,213,6.03,5758121077,212,23.7,5758121071,56,Right,5758121075,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327747,21,1,1,2,1,ew0hpuiweoltpsg5f51r2w64t,1,65.2,4.3,2025-05-31T14:03:08.357Z,2025-05-31T14:03:10Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758121147,140,57.7,5758121149,141,8.6,5758121145,56,Right,5758121153,213,2.79,5758121151,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327753,22,1,1,2,3,ew0hpuiweoltpsg5f51r2w64t,1,57.4,12.2,2025-05-31T14:03:10.644Z,2025-05-31T14:03:13Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758121177,141,27.6,5758121179,212,16.0,5758121173,56,Back,5758121181,213,2.43,5758121175,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327783,23,1,1,2,6,ew0hpuiweoltpsg5f51r2w64t,1,46.2,30.4,2025-05-31T14:03:13.213Z,2025-05-31T16:07:48Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5758121331,140,56.1,5758121337,213,0.39,5758121333,141,36.6,5758121329,56,Center,5758121335,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327829,24,1,1,2,12,ew0hpuiweoltpsg5f51r2w64t,1,55.0,36.1,2025-05-31T14:03:19.396Z,2025-05-31T16:07:42Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5758121541,212,11.7,5758121537,140,66.1,5758121543,213,0.03,5758121539,141,36.7,5758121535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332763,166,1,1,2,13,ew0hpuiweoltpsg5f51r2w64t,1,67.0,25.2,2025-05-31T14:03:20.434Z,2025-05-31T14:18:03Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5758150045,141,10.3,5758150041,56,Right,5758150043,140,70.9,5758150047,212,10.9,5758150049,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332771,168,1,1,2,14,ew0hpuiweoltpsg5f51r2w64t,1,57.0,5.4,2025-05-31T14:03:21.778Z,2025-05-31T14:18:17Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758150543,141,12.1,5758150539,56,Right,5758150547,213,0.15,5758150541,140,86.0,5758150545,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327809,18,4,1,2,15,crlocdyqyb1fdhck54qxs65rl,1,10.7,89.2,2025-05-31T14:03:22.503Z,2025-05-31T16:03:28Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758121453,56,Back,5758121451,294,,5758121455,152,,5758121457,285,,5758121449,13,,5758121659,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327831,25,4,1,2,15,ew0hpuiweoltpsg5f51r2w64t,0,89.3,10.8,2025-05-31T14:03:22.504Z,2025-05-31T16:03:28Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5758121593,13,,5758121683,233,18,5758121595,294,,5758121597,56,Right,5758121599,152,,5758121601,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327937,19,1,1,2,44,crlocdyqyb1fdhck54qxs65rl,1,16.0,88.7,2025-05-31T14:03:51.711Z,2025-05-31T14:03:56Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5758122249,157,,5758122259,212,56.8,5758122257,141,85.7,5758122247,5,,5758122261,213,6.25,5758122263,1,,5758122251,152,,5758122253,56,Left,5758122255,140,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,
2820327943,20,1,1,2,49,crlocdyqyb1fdhck54qxs65rl,1,70.1,87.1,2025-05-31T14:03:56.238Z,2025-05-31T14:03:57Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5758122289,141,93.8,5758122287,140,71.6,5758122285,56,Left,5758122293,213,1.24,5758122291,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327949,21,1,1,2,50,crlocdyqyb1fdhck54qxs65rl,1,71.3,92.4,2025-05-31T14:03:57.063Z,2025-05-31T14:03:58Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758122329,140,73.4,5758122327,56,Left,5758122335,213,5.04,5758122333,212,6.8,5758122331,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327967,22,1,1,2,51,crlocdyqyb1fdhck54qxs65rl,1,73.8,82.9,2025-05-31T14:03:58.638Z,2025-05-31T14:04:04Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758122425,56,Left,5758122433,213,1.56,5758122431,212,6.9,5758122429,141,93.0,5758122427,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327971,23,3,1,2,57,crlocdyqyb1fdhck54qxs65rl,1,83.2,89.2,2025-05-31T14:04:04.550Z,2025-05-31T14:04:09Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758122443,56,Left,5758122447,233,26,5758122445,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327969,26,45,1,2,57,ew0hpuiweoltpsg5f51r2w64t,0,16.8,10.8,2025-05-31T14:04:04.550Z,2025-05-31T14:04:11Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758122455,233,23,5758122441,285,,5758122439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327995,24,1,1,2,59,crlocdyqyb1fdhck54qxs65rl,0,87.3,90.0,2025-05-31T14:04:05.950Z,2025-05-31T14:04:11Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758122563,56,Center,5758122571,213,4.73,5758122565,140,87.7,5758122559,2,,5758122569,212,19.9,5758122567,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328033,27,12,1,3,3,ew0hpuiweoltpsg5f51r2w64t,1,5.6,51.5,2025-05-31T14:04:10.732Z,2025-05-31T14:04:14Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5758122763,140,8.6,5758122767,141,50.4,5758122771,213,6.05,5758122769,212,3.2,5758122759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328009,25,15,1,3,4,crlocdyqyb1fdhck54qxs65rl,1,88.3,55.1,2025-05-31T14:04:11.430Z,2025-05-31T16:15:49Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5758129019,233,28,5758128999,458,,5758129001,146,93.3,5758122643,22,,5758129005,230,98.0,5758128991,78,,5758128995,103,19,5758122647,56,Center,5758129003,147,5758122645,17,53.1,5758128997,215,5758128993,102,50.4,5758122971,20,5758129007,231,51.1,5758122975,82,,,,,,,,,,,,,
2820328039,28,10,1,3,4,ew0hpuiweoltpsg5f51r2w64t,1,7.3,46.8,2025-05-31T14:04:11.530Z,2025-05-31T14:07:43Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5758122799,56,Back,5758122797,94,,5758129027,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328027,26,6,1,3,7,crlocdyqyb1fdhck54qxs65rl,1,91.6,50.0,2025-05-31T14:04:14.128Z,2025-05-31T14:04:21Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5758122847,75,,5758122845,56,Center,5758122869,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328043,29,6,1,3,7,ew0hpuiweoltpsg5f51r2w64t,0,8.4,50.0,2025-05-31T14:04:14.128Z,2025-05-31T16:03:41Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5758122841,56,Back,5758122843,73,,5758122879,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328187,27,1,1,3,33,crlocdyqyb1fdhck54qxs65rl,0,99.5,0.5,2025-05-31T14:04:40.557Z,2025-05-31T15:06:56Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758123563,56,Center,5758123573,1,,5758123561,223,,5758123571,213,1.67,5758123565,140,96.4,5758123557,6,,5758123559,155,,5758123555,2,,5758123567,141,5758123569,212,49.6,,,,,,,,,,,,,33.5,,,,,,,,,,,,
