id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/17/value,qualifier/15/value
2813608025,5,1,1,0,12,uqspd1bx7f6mq8ohj50u1k1k,0,23.7,36.4,2025-05-11T15:00:58.205Z,2025-05-11T15:00:58Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5720771389,56,Back,5720771393,141,64.2,5720771399,1,,5720771395,212,22.5,5720771391,140,35.4,5720771397,213,0.99,5720771387,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608027,7,50,1,0,12,e5txudmuc2qpc460bs4lb5aff,1,66.2,40.6,2025-05-11T15:00:58.890Z,2025-05-11T15:01:07Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5720771407,286,,5720771405,56,Center,5720771655,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608065,8,7,1,0,12,uqspd1bx7f6mq8ohj50u1k1k,1,33.8,59.4,2025-05-11T15:00:58.891Z,2025-05-11T15:50:43Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5720771583,56,Back,5720771673,233,7,5720771585,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608039,7,1,1,0,13,uqspd1bx7f6mq8ohj50u1k1k,1,41.9,51.9,2025-05-11T15:00:59.948Z,2025-05-11T15:26:35Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5720890697,141,70.3,5720890693,56,Back,5720890701,213,1.15,5720890695,140,47.2,5720890699,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608135,10,1,1,0,17,uqspd1bx7f6mq8ohj50u1k1k,1,35.6,73.3,2025-05-11T15:01:03.836Z,2025-05-11T15:01:08Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5720771975,56,Back,5720771979,141,90.3,5720771983,213,2.19,5720771981,212,14.2,5720771977,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608177,11,1,1,0,21,uqspd1bx7f6mq8ohj50u1k1k,0,27.7,90.3,2025-05-11T15:01:07.204Z,2025-05-11T15:51:07Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720772187,1,,5720772177,56,Left,5720772183,212,76.5,5720772179,140,100.0,5720772175,155,,5720772185,213,0.02,5720772181,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608187,8,56,1,0,25,e5txudmuc2qpc460bs4lb5aff,1,2.5,15.2,2025-05-11T15:01:11.395Z,2025-05-11T17:23:07Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5720772223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608309,9,5,1,0,26,e5txudmuc2qpc460bs4lb5aff,1,-1.0,11.7,2025-05-11T15:01:12.913Z,2025-05-11T17:28:14Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5720772931,346,,5720772971,233,12,5720772929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608205,12,5,1,0,26,uqspd1bx7f6mq8ohj50u1k1k,0,101.0,88.3,2025-05-11T15:01:12.913Z,2025-05-11T17:28:14Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720772291,56,Left,5720772983,233,9,5720772293,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608555,10,1,1,0,52,e5txudmuc2qpc460bs4lb5aff,0,5.0,37.0,2025-05-11T15:01:38.515Z,2025-05-11T15:01:43Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5720774153,140,58.3,5720774161,1,,5720774163,74,,5720774151,56,Center,5720774149,124,,5720774155,141,36.6,5720774159,213,6.28,5720774157,212,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608571,13,1,1,0,56,uqspd1bx7f6mq8ohj50u1k1k,1,33.7,73.8,2025-05-11T15:01:42.877Z,2025-05-11T15:51:21Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5720774251,56,Back,5720774259,213,0.62,5720774255,141,85.4,5720774253,140,44.2,5720774257,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608593,14,1,1,0,58,uqspd1bx7f6mq8ohj50u1k1k,1,43.6,85.1,2025-05-11T15:01:44.903Z,2025-05-11T15:51:23Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5720774373,56,Left,5720774381,213,6.01,5720774375,140,57.7,5720774379,212,15.4,5720774377,141,79.0,5720998181,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608607,15,44,1,1,0,uqspd1bx7f6mq8ohj50u1k1k,1,59.6,75.0,2025-05-11T15:01:46.678Z,2025-05-11T17:29:16Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5720774441,286,,5720774529,233,11,5720774439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608617,11,44,1,1,0,e5txudmuc2qpc460bs4lb5aff,0,40.4,25.0,2025-05-11T15:01:46.679Z,2025-05-11T17:29:17Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5720774539,233,15,5720774507,56,Back,5720774509,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608613,16,1,1,1,1,uqspd1bx7f6mq8ohj50u1k1k,1,57.7,79.0,2025-05-11T15:01:47.021Z,2025-05-11T17:19:42Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5720774489,212,16.4,5720774485,141,95.4,5720774481,56,Left,5720774483,140,69.2,5720774491,213,0.75,5720774479,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608655,18,61,1,1,6,uqspd1bx7f6mq8ohj50u1k1k,0,85.9,94.8,2025-05-11T15:01:52.564Z,2025-05-11T15:01:52Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5720774715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813649787,488,61,1,1,7,uqspd1bx7f6mq8ohj50u1k1k,1,79.7,86.9,2025-05-11T15:01:52.955Z,2025-05-11T15:51:50Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5721000087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608743,12,1,1,1,10,e5txudmuc2qpc460bs4lb5aff,0,18.8,10.9,2025-05-11T15:01:56.355Z,2025-05-11T15:52:11Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5720775095,213,1.12,5720775091,141,25.9,5720775087,56,Back,5720775089,140,23.5,5720775119,156,,5720775093,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608775,13,1,1,1,11,e5txudmuc2qpc460bs4lb5aff,1,23.5,25.9,2025-05-11T15:01:57.739Z,2025-05-11T15:01:59Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5720775247,56,Back,5720775251,141,13.5,5720775255,213,5.11,5720775249,140,26.9,5720775253,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608783,14,3,1,1,12,e5txudmuc2qpc460bs4lb5aff,0,23.6,10.0,2025-05-11T15:01:58.893Z,2025-05-11T17:29:00Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5720775283,56,Back,5720775285,285,,5720902011,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608781,20,7,1,1,12,uqspd1bx7f6mq8ohj50u1k1k,0,76.4,90.0,2025-05-11T15:01:58.894Z,2025-05-11T17:29:00Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720775277,286,,5720775275,56,Left,5720902017,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813650375,360,61,1,1,13,e5txudmuc2qpc460bs4lb5aff,1,42.3,5.3,2025-05-11T15:01:58.955Z,2025-05-11T15:52:33Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5721003291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608899,15,45,1,1,15,e5txudmuc2qpc460bs4lb5aff,0,13.2,11.2,2025-05-11T15:02:00.955Z,2025-05-11T17:15:47Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5720904205,233,22,5720775817,285,,5720775815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608861,22,3,1,1,15,uqspd1bx7f6mq8ohj50u1k1k,1,86.8,88.8,2025-05-11T15:02:00.955Z,2025-05-11T17:15:46Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720775633,286,,5720904147,233,15,5720775631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608867,23,1,1,1,17,uqspd1bx7f6mq8ohj50u1k1k,0,92.7,89.4,2025-05-11T15:02:03.230Z,2025-05-11T15:02:04Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720775663,56,Left,5720775667,141,82.9,5720775671,213,4.19,5720775665,140,90.3,5720775669,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609177,18,8,1,1,20,e5txudmuc2qpc460bs4lb5aff,1,12.7,14.1,2025-05-11T15:02:06.140Z,2025-05-11T15:31:49Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5720909447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609001,17,4,1,1,22,e5txudmuc2qpc460bs4lb5aff,1,10.7,15.5,2025-05-11T15:02:08.173Z,2025-05-11T17:15:30Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5720776441,152,,5720776445,285,,5720776437,13,,5720776443,265,,5720910025,233,24,5720776439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608925,24,4,1,1,22,uqspd1bx7f6mq8ohj50u1k1k,0,89.3,84.5,2025-05-11T15:02:08.174Z,2025-05-11T17:19:45Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720776019,286,,5720776015,152,,5720910041,233,17,5720776011,13,,5720776013,56,Left,5720776017,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609363,19,1,1,1,50,e5txudmuc2qpc460bs4lb5aff,0,10.5,17.0,2025-05-11T15:02:36.900Z,2025-05-11T15:02:41Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5720778067,212,48.5,5720778071,1,,5720778057,157,,5720778055,5,,5720778059,152,,5720778063,140,56.7,5720778069,213,6.28,5720778065,141,16.7,5720778061,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609361,25,44,1,1,53,uqspd1bx7f6mq8ohj50u1k1k,1,39.3,86.9,2025-05-11T15:02:39.750Z,2025-05-11T17:29:17Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5720778051,56,Back,5720778225,233,20,5720778053,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609375,20,44,1,1,53,e5txudmuc2qpc460bs4lb5aff,0,60.7,13.1,2025-05-11T15:02:39.751Z,2025-05-11T17:29:18Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5720778137,56,Right,5720778241,233,25,5720778139,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609415,26,1,1,1,54,uqspd1bx7f6mq8ohj50u1k1k,0,32.7,92.9,2025-05-11T15:02:40.062Z,2025-05-11T15:52:53Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5720778325,212,12.5,5720778317,3,,5720778321,140,43.2,5720778327,213,0.50,5720778319,56,Back,5720778323,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609767,21,5,1,1,56,e5txudmuc2qpc460bs4lb5aff,1,54.0,-1.6,2025-05-11T15:02:42.221Z,2025-05-11T17:28:15Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5720780431,233,27,5720780411,56,Right,5720780413,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609421,27,5,1,1,56,uqspd1bx7f6mq8ohj50u1k1k,0,46.0,101.6,2025-05-11T15:02:42.221Z,2025-05-11T17:28:15Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5720780467,233,21,5720778343,56,Back,5720778345,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609857,22,1,1,2,23,e5txudmuc2qpc460bs4lb5aff,0,75.2,0.0,2025-05-11T15:03:09.702Z,2025-05-11T15:03:15Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5720780915,1,,5720780897,56,Center,5720780913,213,1.19,5720780893,107,,5720780903,141,34.5,5720780901,140,84.7,5720780909,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609849,28,44,1,2,28,uqspd1bx7f6mq8ohj50u1k1k,1,14.3,67.4,2025-05-11T15:03:14.047Z,2025-05-11T17:29:18Z,6cu5njaghdntn0z9b1i6yb71m,I. Jeličić,,,5720780873,285,,5720780871,56,Back,5720781079,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609869,23,44,1,2,28,e5txudmuc2qpc460bs4lb5aff,0,85.7,32.6,2025-05-11T15:03:14.048Z,2025-05-11T17:29:18Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5720780965,56,Center,5720781155,233,28,5720780967,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609861,29,12,1,2,28,uqspd1bx7f6mq8ohj50u1k1k,1,12.8,70.6,2025-05-11T15:03:14.257Z,2025-05-11T17:19:49Z,6cu5njaghdntn0z9b1i6yb71m,I. Jeličić,,,5720780929,140,36.7,5720780933,212,25.3,5720780987,15,,5720780935,213,6.17,5720780931,141,66.3,5720780927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609919,24,1,1,2,30,e5txudmuc2qpc460bs4lb5aff,1,65.9,34.5,2025-05-11T15:03:16.653Z,2025-05-11T16:02:47Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5720781233,141,36.3,5720781229,56,Center,5720781231,140,76.1,5720781235,212,10.8,5720781237,213,0.11,5720781227,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610059,25,1,1,2,31,e5txudmuc2qpc460bs4lb5aff,0,22.8,67.5,2025-05-11T15:03:17.036Z,2025-05-11T17:22:55Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5720782005,140,6.3,5720782011,212,19.7,5720782007,141,53.7,5720782015,213,3.64,5720782003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813609989,30,1,1,2,32,uqspd1bx7f6mq8ohj50u1k1k,0,32.1,79.6,2025-05-11T15:03:18.496Z,2025-05-11T17:19:51Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5720781579,213,5.63,5720781575,141,26.1,5720781571,56,Center,5720781581,1,,5720781573,140,77.8,5720781569,157,,5720781577,212,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610085,26,12,1,2,40,e5txudmuc2qpc460bs4lb5aff,1,6.2,62.0,2025-05-11T15:03:26.829Z,2025-05-11T15:03:29Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5720782167,213,1.15,5720782163,141,100.0,5720782159,56,Back,5720782161,140,17.7,5720782165,212,29.8,5720782195,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610093,27,5,1,2,41,e5txudmuc2qpc460bs4lb5aff,0,19.6,102.0,2025-05-11T15:03:27.255Z,2025-05-11T17:28:16Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5720782181,56,Back,5720782183,347,,5720782929,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610235,31,5,1,2,41,uqspd1bx7f6mq8ohj50u1k1k,1,80.4,-2.0,2025-05-11T15:03:27.255Z,2025-05-11T17:28:15Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5720782835,347,,5720782881,233,27,5720782833,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610275,32,1,1,2,54,uqspd1bx7f6mq8ohj50u1k1k,1,77.1,0.0,2025-05-11T15:03:40.068Z,2025-05-11T15:03:42Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5720783081,212,10.9,5720783073,107,,5720783079,141,11.6,5720783075,56,Right,5720783083,213,1.01,5720783077,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610295,33,1,1,2,56,uqspd1bx7f6mq8ohj50u1k1k,1,82.6,11.6,2025-05-11T15:03:42.312Z,2025-05-11T17:19:54Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5720783171,141,9.7,5720783175,213,3.42,5720783173,212,4.7,5720783167,56,Right,5720783169,140,78.3,5720783231,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610335,34,1,1,2,58,uqspd1bx7f6mq8ohj50u1k1k,1,78.3,9.7,2025-05-11T15:03:44.495Z,2025-05-11T15:03:45Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5720783383,140,76.0,5720783389,213,1.92,5720783385,141,19.4,5720783381,56,Right,5720783387,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813610349,35,1,1,2,59,uqspd1bx7f6mq8ohj50u1k1k,0,76.0,19.4,2025-05-11T15:03:45.198Z,2025-05-11T17:20:00Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5720783469,140,93.1,5720783471,141,10.9,5720783475,213,5.97,5720783473,212,18.9,5720783467,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
