id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2792670849,8,1,1,0,13,c7jgkxx1czv5etn7snf1r6p2m,0,94.2,88.1,2025-03-29T15:02:00.696Z,2025-03-29T15:02:01Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5605521935,56,Center,5605521939,141,71.1,5605521943,213,5.26,5605521941,212,13.5,5605521933,155,,5605521931,2,,5605521937,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671451,4,5,1,0,14,ew0hpuiweoltpsg5f51r2w64t,1,-1.0,34.0,2025-03-29T15:02:01.540Z,2025-03-29T16:29:01Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5605525081,233,9,5605524993,56,Back,5605524997,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671427,9,5,1,0,14,c7jgkxx1czv5etn7snf1r6p2m,0,101.0,66.0,2025-03-29T15:02:01.540Z,2025-03-29T16:29:01Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5605524901,56,Center,5605524903,346,,5605525133,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671597,5,1,1,0,32,ew0hpuiweoltpsg5f51r2w64t,1,4.3,60.8,2025-03-29T15:02:19.029Z,2025-03-29T15:03:05Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605525719,213,4.44,5605525709,124,,5605525717,212,7.1,5605525711,56,Back,5605525715,141,50.7,5605525725,237,,5605525713,140,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671687,6,1,1,0,35,ew0hpuiweoltpsg5f51r2w64t,1,7.1,52.2,2025-03-29T15:02:22.606Z,2025-03-29T17:51:17Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5605526213,140,20.4,5605526225,213,1.00,5605526215,141,84.5,5605526211,56,Back,5605526217,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671755,7,1,1,0,39,ew0hpuiweoltpsg5f51r2w64t,0,22.6,90.5,2025-03-29T15:02:26.598Z,2025-03-29T17:51:19Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605527147,1,,5605526523,140,63.6,5605526525,141,80.2,5605526527,212,43.6,5605526521,56,Left,5605526519,155,,5605526529,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671899,10,44,1,0,43,c7jgkxx1czv5etn7snf1r6p2m,1,35.2,21.5,2025-03-29T15:02:30.476Z,2025-03-29T17:14:10Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605527419,233,8,5605527227,56,Back,5605527229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671887,8,44,1,0,43,ew0hpuiweoltpsg5f51r2w64t,0,64.8,78.5,2025-03-29T15:02:30.477Z,2025-03-29T17:14:10Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5605527185,56,Center,5605527435,233,10,5605527187,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671969,11,1,1,0,44,c7jgkxx1czv5etn7snf1r6p2m,1,33.6,24.4,2025-03-29T15:02:31.009Z,2025-03-29T15:02:33Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605527553,140,39.8,5605527551,56,Back,5605527557,141,28.3,5605527549,3,,5605527559,212,7.0,5605527563,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671983,12,61,1,0,46,c7jgkxx1czv5etn7snf1r6p2m,0,41.4,27.2,2025-03-29T15:02:33.144Z,2025-03-29T15:02:33Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605527637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672047,9,1,1,0,47,ew0hpuiweoltpsg5f51r2w64t,1,42.1,85.3,2025-03-29T15:02:34.149Z,2025-03-29T17:51:21Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605527971,213,5.76,5605527965,140,65.4,5605527963,56,Center,5605527969,212,28.3,5605527973,1,,5605527961,157,,5605527967,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672061,10,44,1,0,48,ew0hpuiweoltpsg5f51r2w64t,1,64.1,66.4,2025-03-29T15:02:35.421Z,2025-03-29T17:14:11Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5605528049,286,,5605528223,233,13,5605528047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672067,13,44,1,0,48,c7jgkxx1czv5etn7snf1r6p2m,0,35.9,33.6,2025-03-29T15:02:35.422Z,2025-03-29T17:14:11Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605528057,56,Back,5605528255,233,10,5605528059,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672075,11,1,1,0,48,ew0hpuiweoltpsg5f51r2w64t,0,65.4,64.5,2025-03-29T15:02:35.573Z,2025-03-29T15:02:36Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5605528101,56,Center,5605528107,212,6.5,5605528099,168,,5605528097,3,,5605528109,213,6.08,5605528103,140,71.5,5605528105,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672179,15,1,1,0,50,c7jgkxx1czv5etn7snf1r6p2m,1,28.6,30.5,2025-03-29T15:02:37.255Z,2025-03-29T15:02:38Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605528603,140,35.2,5605528599,56,Back,5605528605,141,12.1,5605528611,213,5.22,5605528609,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672349,16,1,1,0,51,c7jgkxx1czv5etn7snf1r6p2m,1,35.2,12.1,2025-03-29T15:02:38.628Z,2025-03-29T15:02:43Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605529517,140,38.6,5605529521,212,3.6,5605529519,141,12.1,5605529515,56,Back,5605529523,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672363,17,1,1,0,56,c7jgkxx1czv5etn7snf1r6p2m,0,43.6,28.0,2025-03-29T15:02:43.759Z,2025-03-29T15:02:44Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605529615,213,6.04,5605529609,140,62.1,5605529607,56,Right,5605529611,141,20.9,5605529613,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672429,12,61,1,0,59,ew0hpuiweoltpsg5f51r2w64t,0,31.4,80.3,2025-03-29T15:02:46.733Z,2025-03-29T15:02:46Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605529953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672479,13,45,1,1,0,ew0hpuiweoltpsg5f51r2w64t,0,29.4,84.0,2025-03-29T15:02:47.504Z,2025-03-29T17:14:07Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605530181,285,,5605530179,56,Back,5605530427,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672503,18,3,1,1,0,c7jgkxx1czv5etn7snf1r6p2m,1,70.6,16.0,2025-03-29T15:02:47.504Z,2025-03-29T17:14:06Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605530369,233,13,5605530297,56,Right,5605530299,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672555,19,1,1,1,1,c7jgkxx1czv5etn7snf1r6p2m,0,71.2,14.3,2025-03-29T15:02:48.288Z,2025-03-29T15:02:50Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605530545,212,14.7,5605530539,56,Center,5605530543,141,34.6,5605530547,213,1.23,5605530541,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672679,14,1,1,1,5,ew0hpuiweoltpsg5f51r2w64t,0,21.4,59.6,2025-03-29T15:02:51.878Z,2025-03-29T15:10:52Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5605531233,212,25.6,5605531225,141,58.5,5605531213,56,Back,5605531219,140,45.8,5605531243,213,6.25,5605531251,1,,5605531207,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672939,20,1,1,1,7,c7jgkxx1czv5etn7snf1r6p2m,1,59.8,41.5,2025-03-29T15:02:54.727Z,2025-03-29T15:02:59Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605532551,212,11.3,5605532545,56,Center,5605532553,213,4.39,5605532547,140,56.4,5605532549,141,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672961,21,1,1,1,12,c7jgkxx1czv5etn7snf1r6p2m,1,55.5,23.2,2025-03-29T15:02:59.280Z,2025-03-29T15:03:00Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605532649,212,4.9,5605532645,140,59.7,5605532647,141,26.5,5605532651,213,0.47,5605532641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672999,22,1,1,1,13,c7jgkxx1czv5etn7snf1r6p2m,1,59.7,26.5,2025-03-29T15:02:59.960Z,2025-03-29T15:03:01Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605532845,56,Right,5605532851,212,7.7,5605532849,141,20.8,5605532847,140,53.4,5605532853,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673043,23,1,1,1,14,c7jgkxx1czv5etn7snf1r6p2m,1,53.4,20.8,2025-03-29T15:03:01.031Z,2025-03-29T15:03:02Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605533075,213,2.87,5605533067,56,Back,5605533073,212,10.8,5605533069,140,43.5,5605533071,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673137,24,1,1,1,15,c7jgkxx1czv5etn7snf1r6p2m,1,43.5,25.0,2025-03-29T15:03:02.719Z,2025-03-29T15:03:05Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605533569,213,1.83,5605533567,212,14.0,5605533561,56,Back,5605533565,141,44.9,5605533563,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673267,25,1,1,1,18,c7jgkxx1czv5etn7snf1r6p2m,1,42.2,51.0,2025-03-29T15:03:05.495Z,2025-03-29T15:03:08Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605534327,56,Left,5605534339,213,0.72,5605534331,141,86.0,5605534329,140,68.3,5605534341,1,,5605534335,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673443,26,1,1,1,21,c7jgkxx1czv5etn7snf1r6p2m,1,72.9,93.8,2025-03-29T15:03:08.705Z,2025-03-29T15:03:14Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5605535333,155,,5605535337,140,86.4,5605535331,2,,5605535335,56,Center,5605535339,141,55.8,5605535343,213,5.21,5605535341,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673529,27,44,1,1,24,c7jgkxx1czv5etn7snf1r6p2m,1,87.8,57.4,2025-03-29T15:03:11.100Z,2025-03-29T15:03:19Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5605535771,286,,5605535769,56,Center,5605535911,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673349,15,44,1,1,24,ew0hpuiweoltpsg5f51r2w64t,0,12.2,42.6,2025-03-29T15:03:11.101Z,2025-03-29T15:03:19Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605534765,56,Back,5605534767,285,,5605535989,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673537,28,1,1,1,24,c7jgkxx1czv5etn7snf1r6p2m,0,86.2,57.0,2025-03-29T15:03:11.104Z,2025-03-29T17:42:47Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5605543279,168,,5605543281,140,88.5,5605543289,213,5.55,5605535805,56,Center,5605543283,141,53.8,5605543285,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792692505,100,61,1,1,24,ew0hpuiweoltpsg5f51r2w64t,1,9.9,39.4,2025-03-29T15:03:11.209Z,2025-03-29T17:51:23Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605634849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673367,16,43,1,1,24,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-03-29T15:03:11.253Z,2025-03-29T15:03:12Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605535053,144,12,5605534889,213,0.00,5605534957,15,0,5605534887,212,0,5605534881,56,Back,5605534885,141,41.5,5605534883,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674405,29,1,1,1,29,c7jgkxx1czv5etn7snf1r6p2m,1,83.5,54.5,2025-03-29T15:03:16.655Z,2025-03-29T15:13:17Z,qer4hblafo04av0aajfecclx,I. Fossum,1.0,,5605540369,140,90.6,5605540375,212,11.0,5605567329,210,15,5605540371,141,42.7,5605567331,154,,5605540377,213,5.46,5605540365,56,Center,5605540363,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674435,30,44,1,1,30,c7jgkxx1czv5etn7snf1r6p2m,1,89.0,46.4,2025-03-29T15:03:17.324Z,2025-03-29T15:13:21Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5605540535,56,Center,5605658881,233,17,5605540537,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673515,17,44,1,1,30,ew0hpuiweoltpsg5f51r2w64t,0,11.0,53.6,2025-03-29T15:03:17.325Z,2025-03-29T15:13:19Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605535675,285,,5605658951,233,30,5605535673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674455,31,15,1,1,30,c7jgkxx1czv5etn7snf1r6p2m,1,91.7,47.2,2025-03-29T15:03:17.374Z,2025-03-29T17:16:55Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5605567381,29,,5605540615,56,Center,5605567389,55,29,5605567375,79,,5606811907,328,,5605567385,154,,5605567417,146,99.3,5605540611,22,,5605567405,103,24.7,5605540613,17,5606811891,15,5605567419,147,47.7,5605660911,233,18,5605567399,102,48.3,,,,,,,,,,,
2792673659,18,10,1,1,30,ew0hpuiweoltpsg5f51r2w64t,1,1.0,49.9,2025-03-29T15:03:17.474Z,2025-03-29T15:13:23Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5605536443,173,,5605536447,182,,5605536451,56,Back,5605536445,178,,5605660987,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674419,20,1,1,1,49,ew0hpuiweoltpsg5f51r2w64t,1,3.6,58.5,2025-03-29T15:03:36.493Z,2025-03-29T15:03:38Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5605540427,213,0.91,5605540421,141,66.0,5605540419,140,7.4,5605540517,189,,5605540413,123,,5605540425,212,6.5,5605540415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674521,21,1,1,1,51,ew0hpuiweoltpsg5f51r2w64t,1,7.4,66.0,2025-03-29T15:03:38.397Z,2025-03-29T15:03:40Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605540987,212,11.5,5605540979,140,5.6,5605540977,56,Back,5605540989,213,4.55,5605540983,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674623,22,1,1,1,53,ew0hpuiweoltpsg5f51r2w64t,1,5.9,49.3,2025-03-29T15:03:40.109Z,2025-03-29T15:03:42Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5605541571,213,4.89,5605541563,140,8.1,5605541569,212,13.1,5605541567,141,30.4,5605541561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674759,23,1,1,1,55,ew0hpuiweoltpsg5f51r2w64t,1,9.2,33.6,2025-03-29T15:03:42.741Z,2025-03-29T15:03:46Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5605542255,212,19.9,5605542249,140,17.6,5605542261,213,5.17,5605542251,141,7.3,5605542247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674957,24,1,1,2,3,ew0hpuiweoltpsg5f51r2w64t,1,16.5,7.6,2025-03-29T15:03:50.340Z,2025-03-29T15:03:51Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5605543377,140,8.7,5605543381,212,10.4,5605543383,213,2.47,5605543375,56,Back,5605543379,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674991,25,1,1,2,4,ew0hpuiweoltpsg5f51r2w64t,1,8.7,17.1,2025-03-29T15:03:51.660Z,2025-03-29T15:03:52Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5605543545,141,46.0,5605543539,56,Back,5605543549,212,19.8,5605543553,213,1.67,5605543541,140,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675127,26,1,1,2,5,ew0hpuiweoltpsg5f51r2w64t,1,6.8,46.0,2025-03-29T15:03:52.710Z,2025-03-29T15:03:56Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5605544189,141,85.0,5605544187,140,17.4,5605544193,213,1.17,5605544185,56,Back,5605544191,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675187,27,1,1,2,9,ew0hpuiweoltpsg5f51r2w64t,0,17.4,85.0,2025-03-29T15:03:55.932Z,2025-03-29T15:03:57Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605544521,213,5.99,5605544491,157,,5605544519,212,56.8,5605544505,140,69.1,5605544515,141,60.5,5605544495,56,Center,5605544525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675911,33,1,1,2,27,c7jgkxx1czv5etn7snf1r6p2m,1,12.4,52.6,2025-03-29T15:04:14.286Z,2025-03-29T15:05:50Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5605567997,189,,5605549711,287,,5605548275,213,0.51,5605548273,212,54.9,5605548269,140,58.0,5605548263,123,,5605548277,1,,5605548265,56,Left,5605548271,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,
