id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815272929,5,5,1,0,9,45v50owpvshpijizwwlcw4lni,1,25.2,-1.2,2025-05-16T16:02:05.013Z,2025-05-16T18:07:38Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,5730117507,56,Back,5730117567,233,7,5730117509,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272813,7,5,1,0,9,uqspd1bx7f6mq8ohj50u1k1k,0,74.8,101.2,2025-05-16T16:02:05.013Z,2025-05-16T18:07:39Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5730116803,347,,5730117571,233,5,5730116801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272945,6,1,1,0,30,45v50owpvshpijizwwlcw4lni,0,28.5,0.0,2025-05-16T16:02:25.910Z,2025-05-16T16:02:28Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730117587,107,,5730117595,212,18.3,5730117591,140,39.0,5730117593,141,20.7,5730117589,56,Back,5730117597,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272939,8,44,1,0,30,uqspd1bx7f6mq8ohj50u1k1k,1,58.8,79.6,2025-05-16T16:02:26.216Z,2025-05-16T18:05:19Z,15823p8n34f7coivq6wq687is,W. Igor,,5730117565,286,,5730117563,56,Left,5730117693,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272949,7,44,1,0,30,45v50owpvshpijizwwlcw4lni,0,41.2,20.4,2025-05-16T16:02:26.217Z,2025-05-16T18:05:19Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,5730117613,285,,5730117611,56,Back,5730117701,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272971,9,1,1,0,30,uqspd1bx7f6mq8ohj50u1k1k,1,55.1,79.9,2025-05-16T16:02:26.496Z,2025-05-16T16:02:30Z,15823p8n34f7coivq6wq687is,W. Igor,,5730117743,212,16.9,5730117739,140,69.4,5730117745,213,5.81,5730117741,141,68.5,5730117735,3,,5730117737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299039,443,1,1,0,31,uqspd1bx7f6mq8ohj50u1k1k,0,66.1,70.5,2025-05-16T16:02:26.861Z,2025-05-16T16:56:57Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,5730266167,212,8.9,5730266163,140,66.5,5730266165,141,83.6,5730266161,56,Left,5730266169,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272969,8,1,1,0,34,45v50owpvshpijizwwlcw4lni,0,26.2,12.5,2025-05-16T16:02:29.964Z,2025-05-16T16:52:34Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730117727,140,34.4,5730117731,212,13.6,5730117729,141,28.0,5730117733,213,0.89,5730117725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272975,10,43,1,0,34,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-16T16:02:30.200Z,2025-05-16T16:57:37Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5730117755,140,67.4,5730117761,213,1.75,5730117759,212,12.1,5730117753,56,Left,5730266735,144,1,5730117757,141,85.9,5730117981,286,0,5730117975,236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272993,11,8,1,0,36,uqspd1bx7f6mq8ohj50u1k1k,1,64.0,81.4,2025-05-16T16:02:32.224Z,2025-05-16T16:57:27Z,15823p8n34f7coivq6wq687is,W. Igor,,5730266599,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273009,12,1,1,0,36,uqspd1bx7f6mq8ohj50u1k1k,1,64.0,81.4,2025-05-16T16:02:32.320Z,2025-05-16T16:02:33Z,15823p8n34f7coivq6wq687is,W. Igor,,5730117901,212,11.4,5730117895,56,Left,5730117899,141,79.9,5730117903,213,6.19,5730117897,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273015,13,1,1,0,37,uqspd1bx7f6mq8ohj50u1k1k,1,74.4,78.1,2025-05-16T16:02:33.384Z,2025-05-16T16:02:34Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,5730117939,212,2.9,5730117941,213,1.94,5730117935,140,73.4,5730117933,56,Left,5730117937,141,82.1,5730117965,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273037,14,3,1,0,39,uqspd1bx7f6mq8ohj50u1k1k,0,74.6,84.4,2025-05-16T16:02:34.908Z,2025-05-16T18:04:52Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5730266857,233,9,5730263853,286,,5730118077,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273021,9,7,1,0,39,45v50owpvshpijizwwlcw4lni,1,25.4,15.6,2025-05-16T16:02:34.909Z,2025-05-16T18:04:52Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730117969,285,,5730117967,56,Back,5730266853,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273039,10,1,1,0,42,45v50owpvshpijizwwlcw4lni,1,29.7,17.9,2025-05-16T16:02:38.180Z,2025-05-16T16:02:39Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5730118095,212,6.5,5730118091,140,29.9,5730118093,141,8.3,5730118089,56,Back,5730118097,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273053,11,1,1,0,43,45v50owpvshpijizwwlcw4lni,1,29.9,8.3,2025-05-16T16:02:38.940Z,2025-05-16T16:02:40Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,5730118143,140,28.6,5730118147,212,7.5,5730118149,213,1.75,5730118145,141,19.1,5730118141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299147,444,83,1,0,44,uqspd1bx7f6mq8ohj50u1k1k,0,68.8,78.2,2025-05-16T16:02:39.861Z,2025-05-16T16:58:21Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5730267047,399,cv38uxcibt3cwwj54m9ydg86i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273055,12,50,1,0,44,45v50owpvshpijizwwlcw4lni,1,29.2,20.2,2025-05-16T16:02:40.060Z,2025-05-16T16:58:35Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5730118161,56,Back,5730267209,233,445,5730118163,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299177,445,7,1,0,44,uqspd1bx7f6mq8ohj50u1k1k,0,70.8,79.8,2025-05-16T16:02:40.061Z,2025-05-16T16:58:36Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5730267195,286,,5730267201,233,12,5730267193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815298609,461,61,1,0,45,45v50owpvshpijizwwlcw4lni,1,30.4,25.9,2025-05-16T16:02:40.861Z,2025-05-16T16:53:40Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5730263301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299209,446,1,1,0,46,uqspd1bx7f6mq8ohj50u1k1k,0,66.1,90.2,2025-05-16T16:02:41.861Z,2025-05-16T16:58:45Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5730267407,213,2.99,5730267399,56,Left,5730267413,236,,5730267403,141,91.1,5730267415,233,13,5730267405,212,3.9,5730267401,140,62.4,5730267419,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273087,13,74,1,0,46,45v50owpvshpijizwwlcw4lni,1,29.5,10.4,2025-05-16T16:02:41.862Z,2025-05-16T16:58:47Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,5730267427,233,446,5730263845,285,,5730118289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273089,14,4,1,0,48,45v50owpvshpijizwwlcw4lni,1,29.0,6.2,2025-05-16T16:02:43.956Z,2025-05-16T18:04:40Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730118315,13,,5730118319,152,,5730118317,56,Back,5730118449,233,18,5730118321,265,,5730118323,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273107,18,4,1,0,48,uqspd1bx7f6mq8ohj50u1k1k,0,71.0,93.8,2025-05-16T16:02:43.957Z,2025-05-16T18:04:41Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,5730118407,265,,5730118461,233,14,5730118403,56,Left,5730118401,13,,5730118405,152,,5730118409,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273135,15,1,1,0,57,45v50owpvshpijizwwlcw4lni,1,27.0,10.3,2025-05-16T16:02:53.189Z,2025-05-16T16:02:55Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730118663,141,30.6,5730118661,140,26.6,5730118659,56,Back,5730118665,212,13.8,5730118655,5,,5730118667,213,1.60,5730118657,152,,5730118679,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273157,16,1,1,1,0,45v50owpvshpijizwwlcw4lni,1,27.4,35.8,2025-05-16T16:02:56.092Z,2025-05-16T16:02:58Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,5730118793,212,18.8,5730118789,140,30.2,5730118787,56,Back,5730118795,213,1.41,5730118791,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273173,17,1,1,1,2,45v50owpvshpijizwwlcw4lni,1,28.5,66.0,2025-05-16T16:02:58.068Z,2025-05-16T16:02:59Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,5730118891,140,38.3,5730118895,212,10.8,5730118893,141,61.4,5730118897,213,5.99,5730118889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273181,18,1,1,1,3,45v50owpvshpijizwwlcw4lni,1,38.3,61.4,2025-05-16T16:02:59.396Z,2025-05-16T16:54:34Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,5730118927,212,11.5,5730118923,140,27.4,5730118925,141,63.6,5730118921,56,Back,5730118929,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273227,19,1,1,1,5,45v50owpvshpijizwwlcw4lni,1,27.4,62.3,2025-05-16T16:03:00.957Z,2025-05-16T16:03:05Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,5730119117,212,20.5,5730119111,56,Back,5730119115,141,32.4,5730119119,213,4.58,5730119113,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273253,20,1,1,1,9,45v50owpvshpijizwwlcw4lni,1,32.3,31.5,2025-05-16T16:03:05.293Z,2025-05-16T16:03:10Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,5730119239,140,35.4,5730119245,213,1.46,5730119241,141,74.2,5730119237,56,Back,5730119243,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273289,21,1,1,1,14,45v50owpvshpijizwwlcw4lni,1,36.3,69.4,2025-05-16T16:03:10.508Z,2025-05-16T16:03:15Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,5730119437,140,35.4,5730119443,213,4.68,5730119439,141,31.8,5730119441,212,25.6,5730119435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273299,22,1,1,1,18,45v50owpvshpijizwwlcw4lni,1,39.3,18.0,2025-05-16T16:03:14.812Z,2025-05-16T16:03:17Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,5730119483,141,5.0,5730119485,212,9.7,5730119481,140,43.1,5730119479,56,Back,5730119487,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273307,23,1,1,1,20,45v50owpvshpijizwwlcw4lni,1,42.5,5.6,2025-05-16T16:03:16.846Z,2025-05-16T16:03:18Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730119535,212,11.8,5730119531,140,53.7,5730119529,56,Right,5730119533,141,4.4,5730119537,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273313,24,1,1,1,22,45v50owpvshpijizwwlcw4lni,1,53.7,4.4,2025-05-16T16:03:18.572Z,2025-05-16T16:03:20Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,5730119581,213,1.19,5730119575,140,56.8,5730119579,212,8.7,5730119573,56,Right,5730119577,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273315,25,50,1,1,24,45v50owpvshpijizwwlcw4lni,1,58.4,17.6,2025-05-16T16:03:20.524Z,2025-05-16T18:04:53Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730119589,286,,5730119669,233,19,5730119587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273321,19,7,1,1,24,uqspd1bx7f6mq8ohj50u1k1k,1,41.6,82.4,2025-05-16T16:03:20.525Z,2025-05-16T18:04:53Z,15823p8n34f7coivq6wq687is,W. Igor,,5730119653,233,25,5730119623,285,,5730119621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273345,20,1,1,1,26,uqspd1bx7f6mq8ohj50u1k1k,1,40.9,84.5,2025-05-16T16:03:22.186Z,2025-05-16T16:03:24Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5730119717,56,Back,5730119729,213,5.24,5730119723,141,80.3,5730119727,212,3.3,5730119719,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273381,22,3,1,1,27,uqspd1bx7f6mq8ohj50u1k1k,0,46.0,79.5,2025-05-16T16:03:23.490Z,2025-05-16T18:04:54Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5730119909,56,Back,5730119911,286,,5730119917,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273341,26,7,1,1,27,45v50owpvshpijizwwlcw4lni,0,54.0,20.5,2025-05-16T16:03:23.491Z,2025-05-16T18:04:53Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5730119913,233,22,5730119691,56,Right,5730119693,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273371,21,1,1,1,28,uqspd1bx7f6mq8ohj50u1k1k,1,43.0,79.1,2025-05-16T16:03:24.016Z,2025-05-16T16:03:27Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5730119853,56,Back,5730119857,140,41.3,5730119861,141,73.5,5730119865,212,4.2,5730119869,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273393,23,3,1,1,31,uqspd1bx7f6mq8ohj50u1k1k,1,47.4,83.0,2025-05-16T16:03:26.900Z,2025-05-16T18:05:09Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5730120007,233,27,5730119971,286,,5730119969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273373,27,45,1,1,31,45v50owpvshpijizwwlcw4lni,0,52.6,17.0,2025-05-16T16:03:26.900Z,2025-05-16T18:05:10Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,5730119875,56,Right,5730120023,233,23,5730119877,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815275837,64,83,1,1,31,45v50owpvshpijizwwlcw4lni,0,44.1,11.4,2025-05-16T16:03:27.058Z,2025-05-16T16:08:09Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5730133759,399,94s19kazaywfzrg007vsha6wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273409,25,1,1,1,32,uqspd1bx7f6mq8ohj50u1k1k,1,57.0,80.9,2025-05-16T16:03:28.840Z,2025-05-16T16:03:31Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5730120079,140,60.4,5730120085,213,5.28,5730120081,141,72.7,5730120083,212,6.6,5730120077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273443,26,1,1,1,35,uqspd1bx7f6mq8ohj50u1k1k,1,68.5,70.0,2025-05-16T16:03:31.655Z,2025-05-16T16:03:36Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5730120283,141,52.5,5730120285,212,12.2,5730120281,140,65.8,5730120279,56,Center,5730120287,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273433,28,43,1,1,39,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-16T16:03:34.940Z,2025-05-16T16:03:49Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,5730121093,144,45,5730120227,56,Back,5730120229,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273437,29,83,1,1,39,45v50owpvshpijizwwlcw4lni,0,29.2,47.2,2025-05-16T16:03:35.124Z,2025-05-16T16:03:37Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,5730120323,399,bqcjd0macjc7hmtz7zx34ym6t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273445,27,61,1,1,40,uqspd1bx7f6mq8ohj50u1k1k,0,79.8,68.4,2025-05-16T16:03:35.904Z,2025-05-16T16:03:36Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5730120301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
