id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/15/value
2808316601,7,1,1,0,10,d8w1m5j3jbd1eva8524dv4a20,1,57.8,100.0,2025-04-30T16:00:25.351Z,2025-04-30T16:00:28Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5691637585,56,Left,5691637589,141,89.1,5691637593,213,3.99,5691637587,140,51.0,5691637583,107,,5691637591,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316603,8,1,1,0,14,d8w1m5j3jbd1eva8524dv4a20,0,47.9,88.4,2025-04-30T16:00:28.800Z,2025-04-30T16:00:30Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5691637615,213,5.20,5691637609,140,66.1,5691637607,56,Center,5691637605,155,,5691637617,1,,5691637613,212,40.4,5691637611,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316763,12,12,1,0,15,bsykw9d70ffqe9atosc92n1e9,1,22.6,68.3,2025-04-30T16:00:30.717Z,2025-05-01T07:29:47Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691643731,213,6.11,5691643725,140,43.2,5692382925,15,,5691643723,56,Back,5691643729,212,22.0,5691643727,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316617,9,1,1,0,19,d8w1m5j3jbd1eva8524dv4a20,0,49.3,44.5,2025-04-30T16:00:34.616Z,2025-04-30T16:16:17Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5691637733,213,5.50,5691637735,1,,5691637731,212,28.6,5691637725,56,Right,5691637723,157,,5691637729,141,14.9,5691637727,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316655,10,5,1,0,23,d8w1m5j3jbd1eva8524dv4a20,0,60.4,-1.2,2025-04-30T16:00:38.749Z,2025-04-30T16:11:02Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5691638085,347,,5691644471,233,13,5691638083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316771,13,5,1,0,23,bsykw9d70ffqe9atosc92n1e9,1,39.6,101.2,2025-04-30T16:00:38.749Z,2025-04-30T16:06:35Z,,,,,5691644463,56,Back,5691644487,233,10,5691644465,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316775,14,1,1,0,25,bsykw9d70ffqe9atosc92n1e9,1,36.9,100.0,2025-04-30T16:00:39.792Z,2025-04-30T16:07:03Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691645165,107,,5691645175,213,3.90,5691645167,56,Back,5691645169,140,26.6,5691645173,212,14.9,5691645171,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316777,15,1,1,0,26,bsykw9d70ffqe9atosc92n1e9,1,30.1,78.9,2025-04-30T16:00:40.825Z,2025-04-30T16:07:28Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5691645395,212,13.8,5691645397,213,1.00,5691645393,141,95.9,5691645389,56,Back,5691645391,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316779,16,1,1,0,27,bsykw9d70ffqe9atosc92n1e9,1,43.2,93.8,2025-04-30T16:00:41.861Z,2025-04-30T16:07:42Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691645851,213,3.16,5691645845,140,29.9,5691645849,212,14.0,5691645847,141,93.4,5691645843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316781,17,1,1,0,28,bsykw9d70ffqe9atosc92n1e9,1,20.2,96.3,2025-04-30T16:00:42.892Z,2025-04-30T16:08:01Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691646143,56,Back,5691646149,212,25.2,5691646147,141,67.9,5691646145,140,4.8,5691646151,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316787,18,1,1,0,29,bsykw9d70ffqe9atosc92n1e9,1,4.4,69.5,2025-04-30T16:00:43.924Z,2025-04-30T16:08:50Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5691646669,56,Back,5691646671,140,22.9,5691646673,141,31.1,5691646677,213,5.35,5691646679,1,,5691646675,212,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316791,19,1,1,0,30,bsykw9d70ffqe9atosc92n1e9,1,14.7,34.0,2025-04-30T16:00:44.954Z,2025-04-30T16:09:35Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5691647593,141,5.4,5691647589,56,Back,5691647597,213,5.36,5691647595,212,24.3,5691647591,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316793,20,1,1,0,42,bsykw9d70ffqe9atosc92n1e9,0,20.4,5.4,2025-04-30T16:00:56.980Z,2025-04-30T16:09:58Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691647821,56,Back,5691647825,141,5.8,5691648017,233,11,5691647827,212,6.4,5691647829,213,0.04,5691647823,140,26.5,5691648021,286,,5691648015,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316657,11,74,1,0,42,d8w1m5j3jbd1eva8524dv4a20,1,76.4,96.3,2025-04-30T16:00:56.981Z,2025-04-30T18:10:01Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691638087,56,Left,5691648025,233,20,5691638089,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316659,12,5,1,0,47,d8w1m5j3jbd1eva8524dv4a20,0,64.5,101.6,2025-04-30T16:01:02.504Z,2025-04-30T16:11:02Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691649173,233,109,5691638093,56,Left,5691638095,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318389,109,5,1,0,47,bsykw9d70ffqe9atosc92n1e9,1,35.5,-1.6,2025-04-30T16:01:02.504Z,2025-04-30T16:11:02Z,,,,,5691648855,56,Back,5691649153,233,12,5691648857,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316689,3,1,1,0,57,bsykw9d70ffqe9atosc92n1e9,1,29.5,0.0,2025-04-30T16:01:12.391Z,2025-04-30T16:02:47Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5691638231,141,39.8,5691638227,56,Back,5691638229,140,27.1,5691638233,212,28.1,5691640103,107,,5691638235,213,1.66,5691640105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316695,4,1,1,0,59,bsykw9d70ffqe9atosc92n1e9,1,27.1,40.3,2025-04-30T16:01:14.053Z,2025-04-30T16:11:37Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691638269,56,Back,5691638271,140,29.4,5691638275,212,15.2,5691638277,213,1.41,5691638273,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316707,5,1,1,1,2,bsykw9d70ffqe9atosc92n1e9,1,33.8,80.8,2025-04-30T16:01:17.213Z,2025-04-30T16:01:20Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5691638331,140,25.3,5691638329,56,Back,5691638333,141,86.5,5691638337,213,2.73,5691638335,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316721,6,1,1,1,5,bsykw9d70ffqe9atosc92n1e9,1,25.1,86.8,2025-04-30T16:01:20.293Z,2025-04-30T16:01:23Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691638425,141,72.9,5691638427,212,12.0,5691638429,213,5.37,5691638421,56,Back,5691638423,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316735,7,1,1,1,8,bsykw9d70ffqe9atosc92n1e9,1,35.8,64.2,2025-04-30T16:01:23.037Z,2025-04-30T16:01:27Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5691638515,140,41.7,5691638521,213,4.94,5691638513,56,Back,5691638519,212,27.4,5691638517,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316741,8,1,1,1,12,bsykw9d70ffqe9atosc92n1e9,1,43.0,23.4,2025-04-30T16:01:27.309Z,2025-04-30T16:01:29Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5691638551,56,Right,5691638553,140,59.9,5691638559,213,5.89,5691638557,212,19.2,5691638555,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316743,9,1,1,1,14,bsykw9d70ffqe9atosc92n1e9,0,59.9,12.6,2025-04-30T16:01:29.341Z,2025-04-30T16:01:30Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5691638569,212,16.0,5691638567,141,33.3,5691638563,56,Center,5691638571,213,1.07,5691638565,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316745,13,8,1,1,16,d8w1m5j3jbd1eva8524dv4a20,1,24.6,61.1,2025-04-30T16:01:30.927Z,2025-05-01T07:30:54Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5691638573,56,Back,5692383361,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316799,15,1,1,1,18,d8w1m5j3jbd1eva8524dv4a20,0,30.4,71.1,2025-04-30T16:01:33.224Z,2025-04-30T16:01:36Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5691638741,213,5.60,5691638731,155,,5691638735,140,63.0,5691638743,1,,5691638737,141,30.0,5691638739,212,44.2,5691638733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316821,22,1,1,1,24,bsykw9d70ffqe9atosc92n1e9,1,22.5,57.0,2025-04-30T16:01:39.341Z,2025-04-30T16:01:41Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691638811,212,19.1,5691638805,56,Back,5691638813,213,2.93,5691638809,141,62.9,5691638807,140,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316825,23,1,1,1,26,bsykw9d70ffqe9atosc92n1e9,1,4.7,62.9,2025-04-30T16:01:41.076Z,2025-04-30T16:01:42Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5691638843,140,10.3,5691638847,212,13.0,5691638849,213,1.10,5691638845,141,80.0,5691638841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316847,24,1,1,1,27,bsykw9d70ffqe9atosc92n1e9,1,10.3,80.0,2025-04-30T16:01:42.094Z,2025-04-30T16:01:47Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691638955,213,4.19,5691638947,56,Back,5691638949,140,5.3,5691638953,212,10.5,5691638951,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316849,25,61,1,1,32,bsykw9d70ffqe9atosc92n1e9,1,5.3,66.1,2025-04-30T16:01:47.755Z,2025-04-30T16:01:48Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5691638961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316871,26,1,1,1,36,bsykw9d70ffqe9atosc92n1e9,1,6.2,66.3,2025-04-30T16:01:50.909Z,2025-04-30T16:01:54Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691639055,212,18.4,5691639049,56,Back,5691639057,213,5.99,5691639053,141,58.5,5691639051,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316877,27,43,1,1,39,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-30T16:01:54.300Z,2025-04-30T16:02:35Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691639085,56,Back,5691639903,144,3,5691639087,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316891,28,1,1,1,41,bsykw9d70ffqe9atosc92n1e9,1,27.1,57.0,2025-04-30T16:01:56.148Z,2025-04-30T16:01:58Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5691639145,212,19.2,5691639147,213,4.78,5691639143,141,28.8,5691639139,56,Back,5691639141,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316907,29,1,1,1,43,bsykw9d70ffqe9atosc92n1e9,1,32.6,27.6,2025-04-30T16:01:58.389Z,2025-04-30T16:02:01Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5691639251,213,6.08,5691639245,140,40.0,5691639243,56,Back,5691639249,212,7.9,5691639247,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316921,30,1,1,1,46,bsykw9d70ffqe9atosc92n1e9,1,53.5,12.8,2025-04-30T16:02:01.612Z,2025-04-30T16:02:07Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691639341,213,2.49,5691639335,140,45.1,5691639333,56,Back,5691639337,141,22.7,5691639339,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316939,31,1,1,1,52,bsykw9d70ffqe9atosc92n1e9,1,46.7,47.5,2025-04-30T16:02:07.124Z,2025-04-30T16:02:11Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5691639421,56,Center,5691639423,140,58.6,5691639427,141,71.2,5691639429,212,20.4,5691639431,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316941,32,1,1,1,56,bsykw9d70ffqe9atosc92n1e9,1,65.4,78.5,2025-04-30T16:02:11.253Z,2025-04-30T16:02:13Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5691639451,212,21.8,5691639453,213,4.03,5691639447,140,52.3,5691639449,141,53.7,5691639445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316951,33,1,1,1,58,bsykw9d70ffqe9atosc92n1e9,1,54.4,55.8,2025-04-30T16:02:13.420Z,2025-04-30T16:02:15Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691639501,213,1.07,5691639495,140,59.2,5691639497,141,69.4,5691639499,212,10.5,5691639493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316967,34,1,1,2,0,bsykw9d70ffqe9atosc92n1e9,1,60.8,75.7,2025-04-30T16:02:15.549Z,2025-04-30T16:02:18Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5691639573,213,5.87,5691639571,212,10.7,5691639567,140,70.1,5691639569,141,69.4,5691639565,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316971,35,1,1,2,3,bsykw9d70ffqe9atosc92n1e9,1,70.3,69.4,2025-04-30T16:02:17.860Z,2025-04-30T16:19:06Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5691639585,213,1.83,5691639583,212,10.6,5691639581,141,84.5,5691639577,56,Left,5691639579,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319015,142,1,1,2,4,bsykw9d70ffqe9atosc92n1e9,1,61.1,83.0,2025-04-30T16:02:19.147Z,2025-04-30T16:15:00Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691652581,56,Back,5691652583,140,45.4,5691652589,213,3.73,5691652587,212,19.9,5691652585,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316975,16,43,1,2,5,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-30T16:02:20.304Z,2025-04-30T16:14:38Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5691652339,144,1,5691639613,56,Center,5691639619,212,22.3,5691639617,141,33.1,5691639615,140,59.5,5691639621,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316985,36,1,1,2,6,bsykw9d70ffqe9atosc92n1e9,1,50.3,77.3,2025-04-30T16:02:21.668Z,2025-04-30T16:02:23Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691639655,141,90.5,5691639659,213,0.47,5691639657,212,19.8,5691639651,56,Left,5691639653,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808316989,37,1,1,2,7,bsykw9d70ffqe9atosc92n1e9,0,67.2,90.6,2025-04-30T16:02:22.436Z,2025-05-01T07:32:40Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5691639677,56,Left,5691639679,140,76.5,5691639683,212,10.2,5691639681,141,86.3,5691639685,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808447637,680,61,1,2,8,d8w1m5j3jbd1eva8524dv4a20,1,24.3,6.1,2025-04-30T16:02:23.536Z,2025-05-01T07:32:37Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5692384017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
