id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793750867,19,43,1,0,17,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-03-30T15:02:46.999Z,2025-03-30T15:03:07Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,5611314483,141,61.2,5611314479,140,83.3,5611314475,56,Center,5611316141,144,1,5611314487,212,7.4,5611314491,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750881,20,43,1,0,19,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-03-30T15:02:48.701Z,2025-03-30T15:03:15Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,5611314543,56,Center,5611314541,17,0,5611314551,252,0,5611314539,22,0,5611317057,144,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793791693,272,43,1,1,0,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-03-30T15:02:49.853Z,2025-03-30T19:07:42Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5611537721,265,0,5611537715,13,0,5612502137,144,4,5611537835,233,359,5611537719,152,0,5611537839,286,0,5611537717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751855,6,1,1,2,0,d8w1m5j3jbd1eva8524dv4a20,1,14.6,39.1,2025-03-30T15:03:49.721Z,2025-03-30T15:53:28Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5611320089,140,10.8,5611320095,213,1.88,5611320093,212,12.9,5611320087,56,Back,5611320091,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751903,7,1,1,2,1,d8w1m5j3jbd1eva8524dv4a20,1,10.7,58.5,2025-03-30T15:03:50.936Z,2025-03-30T15:03:54Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5611320357,213,0.00,5611320353,141,58.8,5611320351,140,65.2,5611320347,157,,5611320349,56,Center,5611320355,212,57.2,5611320359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751909,8,44,1,2,4,d8w1m5j3jbd1eva8524dv4a20,1,51.7,54.8,2025-03-30T15:03:54.517Z,2025-03-30T15:03:59Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,5611320397,56,Center,5611320491,286,,5611320401,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751901,21,44,1,2,4,80hgdmpkvdrhw1ge9nks2kxvy,0,48.3,45.2,2025-03-30T15:03:54.518Z,2025-03-30T15:03:59Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,5611320421,285,,5611320423,233,8,5611320335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751975,9,1,1,2,5,d8w1m5j3jbd1eva8524dv4a20,0,65.2,58.8,2025-03-30T15:03:54.937Z,2025-03-30T15:53:35Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,5611629551,168,,5611320811,56,Center,5611320813,140,69.8,5611320817,212,7.1,5611320819,213,5.46,5611320815,141,51.2,5611320809,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751947,22,1,1,2,6,80hgdmpkvdrhw1ge9nks2kxvy,0,45.3,51.6,2025-03-30T15:03:56.196Z,2025-03-30T15:03:57Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,5611320623,141,58.7,5611320619,140,72.9,5611320615,56,Center,5611320627,212,29.4,5611320629,213,0.17,5611320611,157,,5611320631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752007,10,1,1,2,9,d8w1m5j3jbd1eva8524dv4a20,1,37.2,45.4,2025-03-30T15:03:59.049Z,2025-03-30T15:53:45Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5611320937,56,Back,5611320941,141,20.3,5611320935,3,,5611320939,140,41.7,5611320943,212,17.7,5611320945,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752047,11,1,1,2,12,d8w1m5j3jbd1eva8524dv4a20,0,40.6,20.0,2025-03-30T15:04:01.792Z,2025-03-30T15:04:04Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5611321171,56,Right,5611321173,140,93.9,5611321177,212,56.5,5611321179,213,6.14,5611321181,1,,5611321175,141,8.3,5611321169,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752791,12,5,1,2,15,d8w1m5j3jbd1eva8524dv4a20,0,66.2,-1.8,2025-03-30T15:04:05.261Z,2025-03-30T17:41:23Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5611325215,347,,5611428641,233,23,5611325213,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752131,23,5,1,2,15,80hgdmpkvdrhw1ge9nks2kxvy,1,33.8,101.8,2025-03-30T15:04:05.261Z,2025-03-30T17:41:23Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,5611321673,56,Back,5611321675,347,,5611428621,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752201,24,1,1,2,19,80hgdmpkvdrhw1ge9nks2kxvy,1,41.6,100.0,2025-03-30T15:04:08.685Z,2025-03-30T15:04:12Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,5611322057,140,9.2,5611322053,107,,5611322061,212,36.5,5611322063,213,3.51,5611322059,141,82.4,5611322067,1,,5611322055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752357,25,1,1,2,30,80hgdmpkvdrhw1ge9nks2kxvy,1,24.2,61.7,2025-03-30T15:04:19.710Z,2025-03-30T15:04:20Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,5611322813,212,9.6,5611322815,213,5.07,5611322811,141,48.4,5611322807,56,Back,5611322809,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752397,26,1,1,2,30,80hgdmpkvdrhw1ge9nks2kxvy,1,27.4,48.4,2025-03-30T15:04:20.509Z,2025-03-30T15:04:22Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,5611323009,141,27.9,5611323005,56,Back,5611323013,213,5.27,5611323007,140,35.6,5611323011,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752501,27,1,1,2,32,80hgdmpkvdrhw1ge9nks2kxvy,1,35.6,27.9,2025-03-30T15:04:22.269Z,2025-03-30T15:04:26Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,5611323563,212,15.1,5611323557,56,Back,5611323569,213,1.56,5611323561,141,50.1,5611323559,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752541,28,1,1,2,36,80hgdmpkvdrhw1ge9nks2kxvy,1,36.4,50.1,2025-03-30T15:04:25.724Z,2025-03-30T15:04:28Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,5611323785,212,15.1,5611323781,140,42.8,5611323783,141,70.0,5611323779,56,Back,5611323787,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752609,29,1,1,2,38,80hgdmpkvdrhw1ge9nks2kxvy,1,42.8,70.0,2025-03-30T15:04:27.869Z,2025-03-30T15:04:30Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,5611324069,212,26.1,5611324071,213,0.64,5611324065,140,62.8,5611324063,56,Left,5611324067,141,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752675,30,1,1,2,41,80hgdmpkvdrhw1ge9nks2kxvy,1,63.6,92.2,2025-03-30T15:04:30.741Z,2025-03-30T15:04:34Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,5611324503,56,Center,5611324505,140,51.7,5611324509,212,15.9,5611324511,213,3.81,5611324507,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752723,31,1,1,2,44,80hgdmpkvdrhw1ge9nks2kxvy,1,53.8,76.8,2025-03-30T15:04:34.404Z,2025-03-30T15:04:38Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,5611324769,141,92.9,5611324765,56,Left,5611324767,140,75.1,5611324773,213,0.46,5611324771,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752747,32,1,1,2,48,80hgdmpkvdrhw1ge9nks2kxvy,0,75.0,91.7,2025-03-30T15:04:38.341Z,2025-03-30T15:21:25Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,5611324891,212,0.9,5611324887,141,92.5,5611324879,56,Left,5611324883,140,74.3,5611325307,286,,5611324895,213,2.50,5611435693,233,14,5611325297,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752825,14,74,1,2,48,d8w1m5j3jbd1eva8524dv4a20,1,33.3,17.3,2025-03-30T15:04:38.342Z,2025-03-30T17:42:05Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,5611325381,56,Back,5611435583,285,,5611435737,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752905,15,5,1,2,51,d8w1m5j3jbd1eva8524dv4a20,0,25.7,-1.2,2025-03-30T15:04:40.925Z,2025-03-30T17:41:24Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5611325797,56,Back,5611428043,233,33,5611325799,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752843,33,5,1,2,51,80hgdmpkvdrhw1ge9nks2kxvy,1,74.3,101.2,2025-03-30T15:04:40.925Z,2025-03-30T17:41:24Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,5611325477,56,Left,5611325479,347,,5611428033,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752801,13,43,1,2,52,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-03-30T15:04:41.985Z,2025-03-30T15:04:45Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5611325561,144,74,5611325253,56,Back,5611325255,285,0,5611325327,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752955,34,1,1,2,54,80hgdmpkvdrhw1ge9nks2kxvy,1,75.1,100.0,2025-03-30T15:04:44.429Z,2025-03-30T15:04:50Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,5611326089,56,Left,5611326095,212,21.3,5611326099,1,,5611326097,213,3.57,5611326087,107,,5611326093,141,88.6,5611326091,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753015,35,1,1,3,0,80hgdmpkvdrhw1ge9nks2kxvy,1,58.1,84.6,2025-03-30T15:04:49.925Z,2025-03-30T15:04:52Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,5611326349,213,0.41,5611326345,141,94.9,5611326347,212,17.5,5611326341,56,Left,5611326343,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753141,36,1,1,3,3,80hgdmpkvdrhw1ge9nks2kxvy,1,75.2,95.1,2025-03-30T15:04:52.701Z,2025-03-30T15:04:58Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,5611326989,141,85.2,5611326985,56,Left,5611326991,212,18.7,5611326987,140,91.8,5611326993,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753159,37,1,1,3,8,80hgdmpkvdrhw1ge9nks2kxvy,0,98.3,77.4,2025-03-30T15:04:57.924Z,2025-03-30T15:04:58Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,5611327065,155,,5611327079,213,4.51,5611327069,56,Center,5611327075,141,51.1,5611327077,212,18.3,5611327063,2,,5611327073,140,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753281,17,1,1,3,13,d8w1m5j3jbd1eva8524dv4a20,0,8.0,55.5,2025-03-30T15:05:02.672Z,2025-03-30T15:05:04Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5611327667,56,Center,5611327671,141,60.5,5611327675,212,59.0,5611327669,140,64.1,5611327679,213,0.06,5611327665,199,,5611327683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753333,38,44,1,3,16,80hgdmpkvdrhw1ge9nks2kxvy,1,31.6,46.0,2025-03-30T15:05:05.735Z,2025-03-30T15:54:37Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,5611327929,285,,5611327923,56,Back,5611329497,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753523,18,44,1,3,16,d8w1m5j3jbd1eva8524dv4a20,0,68.4,54.0,2025-03-30T15:05:05.736Z,2025-03-30T15:54:36Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,5611328903,56,Center,5611328905,286,,5611329565,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753351,39,12,1,3,16,80hgdmpkvdrhw1ge9nks2kxvy,1,35.2,41.5,2025-03-30T15:05:06.364Z,2025-03-30T15:05:09Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,5611328055,212,22.5,5611328053,141,11.6,5611328051,140,44.3,5611328047,56,Back,5611328057,213,5.15,5611328071,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753445,41,1,1,3,20,80hgdmpkvdrhw1ge9nks2kxvy,1,47.9,16.9,2025-03-30T15:05:09.629Z,2025-03-30T15:05:11Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,5611328489,141,18.2,5611328485,56,Back,5611328491,212,13.9,5611328493,213,3.08,5611328487,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753501,42,1,1,3,21,80hgdmpkvdrhw1ge9nks2kxvy,1,34.4,19.6,2025-03-30T15:05:11.493Z,2025-03-30T15:05:14Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,5611328775,213,2.25,5611328769,140,14.9,5611328767,56,Back,5611328777,1,,5611328771,141,56.9,5611328773,212,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753651,43,1,1,3,24,80hgdmpkvdrhw1ge9nks2kxvy,1,21.1,60.9,2025-03-30T15:05:13.941Z,2025-03-30T15:05:22Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,5611329619,140,25.5,5611329621,141,67.9,5611329623,212,6.6,5611329617,56,Back,5611329625,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753707,44,1,1,3,32,80hgdmpkvdrhw1ge9nks2kxvy,1,43.0,64.6,2025-03-30T15:05:22.022Z,2025-03-30T15:05:25Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,5611329947,212,17.5,5611329937,56,Back,5611329943,141,38.9,5611329939,140,43.5,5611329949,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753833,45,1,1,3,35,80hgdmpkvdrhw1ge9nks2kxvy,1,44.4,35.7,2025-03-30T15:05:24.853Z,2025-03-30T15:05:33Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,5611330669,56,Right,5611330675,212,19.2,5611330671,140,58.2,5611330673,141,17.2,5611330677,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753929,46,1,1,3,43,80hgdmpkvdrhw1ge9nks2kxvy,1,65.0,28.8,2025-03-30T15:05:32.988Z,2025-03-30T15:05:37Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,5611331219,140,73.6,5611331217,56,Center,5611331223,212,9.9,5611331225,213,5.87,5611331221,141,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753937,47,61,1,3,47,80hgdmpkvdrhw1ge9nks2kxvy,0,70.2,23.2,2025-03-30T15:05:37.268Z,2025-03-30T15:05:37Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,5611331263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753963,20,4,1,3,49,d8w1m5j3jbd1eva8524dv4a20,1,34.1,77.1,2025-03-30T15:05:39.096Z,2025-03-30T15:55:00Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5611331447,286,,5611331443,152,,5611331833,233,48,5611331441,56,Back,5611331439,13,,5611331445,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793754007,48,4,1,3,49,80hgdmpkvdrhw1ge9nks2kxvy,0,65.9,22.9,2025-03-30T15:05:39.097Z,2025-03-30T18:00:44Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,5611331875,285,,5611331775,265,,5611331769,13,,5611331771,56,Center,5611331773,152,,5611331871,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793754265,21,1,1,4,3,d8w1m5j3jbd1eva8524dv4a20,1,21.3,75.4,2025-03-30T15:05:53.200Z,2025-03-30T15:05:56Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5611333347,140,26.8,5611333353,212,15.7,5611333343,152,,5611333341,5,,5611333359,213,5.09,5611333345,56,Back,5611333349,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793809555,340,1,1,4,4,d8w1m5j3jbd1eva8524dv4a20,1,35.9,53.7,2025-03-30T15:05:53.561Z,2025-03-30T15:55:19Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5611638435,140,23.7,5611638449,213,2.67,5611638437,141,63.4,5611638433,56,Back,5611638443,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793754287,22,1,1,4,7,d8w1m5j3jbd1eva8524dv4a20,1,10.9,34.9,2025-03-30T15:05:56.720Z,2025-03-30T15:05:58Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5611333487,56,Back,5611333493,212,15.8,5611333495,213,1.93,5611333491,141,56.6,5611333489,140,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
