id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2819769399,7,1,1,0,40,e5txudmuc2qpc460bs4lb5aff,1,46.6,0.0,2025-05-28T17:01:40.230Z,2025-05-28T17:01:48Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5754967513,141,18.2,5754967519,1,,5754967517,213,0.47,5754967507,107,,5754967509,56,Right,5754967515,212,29.9,5754967511,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769395,10,4,1,0,48,c7jgkxx1czv5etn7snf1r6p2m,1,29.2,84.5,2025-05-28T17:01:47.370Z,2025-05-28T19:10:22Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5754967581,294,,5754967499,56,Back,5754967647,233,8,5754967497,13,,5754967501,152,,5754967505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769403,8,4,1,0,48,e5txudmuc2qpc460bs4lb5aff,0,70.8,15.5,2025-05-28T17:01:47.371Z,2025-05-28T19:10:22Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5754967629,56,Right,5754967627,294,,5754967631,152,,5754967625,13,,5754967633,286,,5754967651,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769485,11,1,1,1,8,c7jgkxx1czv5etn7snf1r6p2m,1,29.6,89.4,2025-05-28T17:02:07.721Z,2025-05-28T17:55:41Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5754968041,152,,5754968045,140,58.1,5754968053,1,,5754968043,56,Center,5754968049,212,33.5,5754968047,141,67.3,5754968051,213,5.82,5754968037,5,,5754968039,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769493,12,44,1,1,11,c7jgkxx1czv5etn7snf1r6p2m,1,61.7,70.2,2025-05-28T17:02:10.970Z,2025-05-28T19:10:59Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5754968083,56,Center,5754968129,233,9,5754968085,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769495,9,44,1,1,11,e5txudmuc2qpc460bs4lb5aff,0,38.3,29.8,2025-05-28T17:02:10.971Z,2025-05-28T19:10:59Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5754968155,233,12,5754968087,56,Back,5754968089,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769499,13,1,1,1,12,c7jgkxx1czv5etn7snf1r6p2m,0,58.1,67.3,2025-05-28T17:02:11.555Z,2025-05-28T17:55:56Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5755052779,156,,5754968115,213,3.12,5754968113,212,5.7,5754968107,56,Center,5754968109,140,52.7,5754968111,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769533,11,1,1,1,16,e5txudmuc2qpc460bs4lb5aff,1,33.7,44.5,2025-05-28T17:02:15.622Z,2025-05-28T17:02:17Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5754968291,213,3.55,5754968289,212,14.1,5754968287,141,36.3,5754968283,56,Back,5754968285,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769555,12,1,1,1,18,e5txudmuc2qpc460bs4lb5aff,1,21.4,36.3,2025-05-28T17:02:17.390Z,2025-05-28T17:02:19Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5754968385,212,23.8,5754968379,56,Back,5754968381,140,26.3,5754968387,213,1.35,5754968383,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769565,13,1,1,1,20,e5txudmuc2qpc460bs4lb5aff,1,26.3,70.5,2025-05-28T17:02:19.398Z,2025-05-28T17:02:21Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5754968457,213,0.67,5754968453,141,87.4,5754968449,56,Back,5754968455,212,18.4,5754968451,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769575,14,1,1,1,21,e5txudmuc2qpc460bs4lb5aff,1,40.0,87.4,2025-05-28T17:02:21.158Z,2025-05-28T17:02:24Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5754968521,212,24.6,5754968515,56,Back,5754968523,213,3.13,5754968519,141,87.8,5754968517,140,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769597,15,1,1,1,24,e5txudmuc2qpc460bs4lb5aff,1,16.9,88.0,2025-05-28T17:02:23.909Z,2025-05-28T17:02:28Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5754968651,213,4.03,5754968647,141,66.3,5754968649,212,19.1,5754968645,140,5.4,5754968643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769611,16,1,1,1,28,e5txudmuc2qpc460bs4lb5aff,1,3.3,60.3,2025-05-28T17:02:27.870Z,2025-05-28T17:02:31Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5754968755,1,,5754968751,212,35.6,5754968747,140,16.8,5754968749,141,12.3,5754968753,213,5.12,5754968745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769623,17,1,1,1,31,e5txudmuc2qpc460bs4lb5aff,0,17.0,9.8,2025-05-28T17:02:31.205Z,2025-05-28T17:02:33Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5754968813,140,52.1,5754968809,157,,5754968817,212,38.7,5754968819,213,0.31,5754968815,141,27.4,5754968811,56,Center,5754968821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769651,14,1,1,1,34,c7jgkxx1czv5etn7snf1r6p2m,1,56.0,74.7,2025-05-28T17:02:34.121Z,2025-05-28T17:56:13Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5754968961,141,82.3,5754968965,213,0.51,5754968959,140,64.8,5754968957,56,Left,5754968963,212,10.6,5754968955,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769653,15,1,1,1,38,c7jgkxx1czv5etn7snf1r6p2m,0,64.8,82.3,2025-05-28T17:02:37.681Z,2025-05-28T18:03:22Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5754968971,56,Left,5754968979,213,0.00,5754968975,141,82.3,5754968977,212,6.7,5754968973,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769643,18,8,1,1,38,e5txudmuc2qpc460bs4lb5aff,1,26.5,28.0,2025-05-28T17:02:37.918Z,2025-05-28T17:02:38Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5754968923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769665,20,1,1,1,39,e5txudmuc2qpc460bs4lb5aff,1,26.5,28.0,2025-05-28T17:02:38.565Z,2025-05-28T17:02:41Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5754969059,213,4.88,5754969057,212,11.1,5754969053,140,28.3,5754969055,141,11.9,5754969051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769669,21,1,1,1,42,e5txudmuc2qpc460bs4lb5aff,0,25.1,8.0,2025-05-28T17:02:41.646Z,2025-05-28T17:02:43Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5754969071,213,6.12,5754969067,141,6.8,5754969069,212,5.0,5754969063,56,Back,5754969129,236,,5754969131,233,16,5754969135,286,,5754969065,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769675,16,74,1,1,42,c7jgkxx1czv5etn7snf1r6p2m,1,67.9,95.0,2025-05-28T17:02:41.647Z,2025-05-28T19:11:09Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5754969151,233,21,5754969101,285,,5754969099,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769687,17,5,1,1,44,c7jgkxx1czv5etn7snf1r6p2m,0,70.5,101.6,2025-05-28T17:02:43.686Z,2025-05-28T19:16:15Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5754969157,347,,5754969155,56,Left,5754969305,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769705,22,5,1,1,44,e5txudmuc2qpc460bs4lb5aff,1,29.5,-1.6,2025-05-28T17:02:43.686Z,2025-05-28T19:16:14Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5754969257,56,Back,5754969259,347,,5754969285,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769739,23,1,1,1,51,e5txudmuc2qpc460bs4lb5aff,1,29.2,0.0,2025-05-28T17:02:51.150Z,2025-05-28T17:02:55Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5754969455,56,Back,5754969463,213,1.90,5754969459,141,43.3,5754969453,107,,5754969457,140,19.1,5754969465,1,,5754969461,212,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769765,24,1,1,1,56,e5txudmuc2qpc460bs4lb5aff,1,19.5,49.1,2025-05-28T17:02:55.510Z,2025-05-28T17:02:58Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5754969583,56,Back,5754969589,212,21.1,5754969587,141,75.1,5754969585,140,30.4,5754969591,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769775,25,1,1,1,59,e5txudmuc2qpc460bs4lb5aff,1,28.6,78.1,2025-05-28T17:02:58.750Z,2025-05-28T17:03:01Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5754969639,212,9.4,5754969635,140,22.7,5754969637,141,67.8,5754969633,56,Back,5754969641,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769797,26,1,1,2,2,e5txudmuc2qpc460bs4lb5aff,0,22.7,67.8,2025-05-28T17:03:01.742Z,2025-05-28T17:03:06Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5754969741,141,38.0,5754969745,213,5.98,5754969735,155,,5754969743,212,68.6,5754969747,1,,5754969737,56,Center,5754969739,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769857,19,1,1,2,13,c7jgkxx1czv5etn7snf1r6p2m,1,13.1,49.6,2025-05-28T17:03:13.081Z,2025-05-28T17:03:16Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5754970009,141,76.9,5754970013,213,1.10,5754970007,140,22.2,5754970005,56,Back,5754970011,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769867,20,1,1,2,16,c7jgkxx1czv5etn7snf1r6p2m,1,24.4,77.9,2025-05-28T17:03:15.898Z,2025-05-28T17:57:10Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5754970079,141,62.4,5754970077,140,52.3,5754970073,155,,5754970081,212,31.1,5754970075,56,Center,5754970083,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819784535,462,61,1,2,17,c7jgkxx1czv5etn7snf1r6p2m,0,57.4,63.6,2025-05-28T17:03:16.234Z,2025-05-28T17:57:08Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5755053965,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769893,28,1,1,2,21,e5txudmuc2qpc460bs4lb5aff,1,36.6,50.7,2025-05-28T17:03:21.038Z,2025-05-28T17:03:25Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5754970189,140,68.3,5754970205,1,,5754970201,213,0.03,5754970197,212,33.3,5754970193,141,52.4,5754970185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769879,21,83,1,2,23,c7jgkxx1czv5etn7snf1r6p2m,0,28.9,62.0,2025-05-28T17:03:22.793Z,2025-05-28T17:03:29Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5754970295,399,95u4j4kg3w5wfpk8ilcimhfdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769903,29,1,1,2,25,e5txudmuc2qpc460bs4lb5aff,0,88.6,32.1,2025-05-28T17:03:25.190Z,2025-05-28T17:03:26Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5754970251,212,2.4,5754970263,286,,5754970249,141,34.2,5754970247,140,90.4,5754970257,236,,5754970259,233,22,5754970253,213,0.65,5754970245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769901,22,74,1,2,25,c7jgkxx1czv5etn7snf1r6p2m,1,8.3,71.2,2025-05-28T17:03:25.191Z,2025-05-28T17:03:27Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5754970243,285,,5754970281,233,29,5754970241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769915,30,61,1,2,29,e5txudmuc2qpc460bs4lb5aff,1,86.7,18.2,2025-05-28T17:03:28.613Z,2025-05-28T17:03:28Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5754970313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819769943,31,1,1,2,31,e5txudmuc2qpc460bs4lb5aff,1,88.0,16.7,2025-05-28T17:03:30.558Z,2025-05-28T17:03:42Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,1.0,,5754970489,1,,5754970483,141,67.2,5754970479,56,Center,5754970481,140,91.8,5754970819,154,,5754970487,213,1.46,5754970475,2,,5754970477,155,,5754970485,212,34.6,5754970817,210,15,,,,,,,,,,,,,,,,,,,,,,,
2819769947,32,15,1,2,33,e5txudmuc2qpc460bs4lb5aff,1,92.6,59.1,2025-05-28T17:03:32.621Z,2025-05-28T19:25:43Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5754970833,103,5.1,5754970581,15,,5754970825,154,,5754970507,22,,5754970865,233,23,5754970831,102,51.7,5754970827,55,31,5755157225,17,,5754970585,328,,5754970837,147,53.2,5754970821,78,5754970835,146,99.1,5754970511,56,Center,5754970823,29,,,,,,,,,,,,,
2819769933,23,10,1,2,33,c7jgkxx1czv5etn7snf1r6p2m,1,2.3,47.3,2025-05-28T17:03:32.721Z,2025-05-28T17:03:43Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5754970551,177,,5754970441,56,Back,5754970553,180,,5754970887,233,32,5754970437,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819770063,25,1,1,2,49,c7jgkxx1czv5etn7snf1r6p2m,0,8.5,45.7,2025-05-28T17:03:48.937Z,2025-05-28T17:58:02Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5754971223,56,Center,5755054687,189,,5754971227,141,41.6,5754971229,212,44.5,5754971231,213,6.22,5754971221,199,,5754971225,140,50.8,5754971233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819770385,42,61,1,2,52,e5txudmuc2qpc460bs4lb5aff,1,57.2,62.7,2025-05-28T17:03:51.774Z,2025-05-28T17:04:59Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5754973095,189,,5754972957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819770065,26,1,1,2,53,c7jgkxx1czv5etn7snf1r6p2m,1,18.2,64.2,2025-05-28T17:03:52.397Z,2025-05-28T17:58:16Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5755054903,213,5.96,5755054897,140,35.0,5755054899,141,55.6,5755054893,3,,5755054901,212,18.6,5755054895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819770067,27,1,1,2,59,c7jgkxx1czv5etn7snf1r6p2m,1,36.9,47.0,2025-05-28T17:03:58.545Z,2025-05-28T17:58:21Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5755054989,141,63.2,5755054987,140,33.8,5755054993,213,1.86,5755054985,56,Back,5755054991,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819770091,29,1,1,3,0,c7jgkxx1czv5etn7snf1r6p2m,1,37.4,72.4,2025-05-28T17:03:59.754Z,2025-05-28T17:04:02Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5754971353,212,10.7,5754971355,213,2.18,5754971351,141,85.3,5754971347,56,Back,5754971349,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819770097,30,1,1,3,2,c7jgkxx1czv5etn7snf1r6p2m,1,30.1,73.3,2025-05-28T17:04:02.105Z,2025-05-28T17:04:04Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5754971389,56,Back,5754971399,1,,5754971397,213,4.81,5754971393,141,14.7,5754971395,212,40.0,5754971391,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
