id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2807225765,9,1,1,0,19,ctvzi2jbl1q6xzq0s3sexj73g,1,58.1,92.1,2025-04-27T15:02:07.664Z,2025-04-27T15:02:10Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5685500055,140,64.3,5685500061,213,0.43,5685500057,141,96.5,5685500059,212,7.2,5685500053,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225817,10,1,1,0,21,ctvzi2jbl1q6xzq0s3sexj73g,1,58.6,86.5,2025-04-27T15:02:10.607Z,2025-04-27T15:02:14Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5685500387,140,71.6,5685500389,141,57.5,5685500385,56,Center,5685500393,213,5.32,5685500391,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225825,11,61,1,0,25,ctvzi2jbl1q6xzq0s3sexj73g,0,72.1,57.5,2025-04-27T15:02:14.160Z,2025-04-27T15:02:14Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5685500433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225867,3,12,1,0,26,4q0b35m26thti4c2on9a3npk0,1,20.6,53.6,2025-04-27T15:02:14.991Z,2025-04-27T16:03:50Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5685522437,233,12,5685500649,56,Back,5685500653,141,61.1,5685500651,140,29.2,5685500657,213,0.51,5685522435,397,,5685500655,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225833,12,74,1,0,26,ctvzi2jbl1q6xzq0s3sexj73g,1,72.6,59.1,2025-04-27T15:02:14.992Z,2025-04-27T15:08:29Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5685522403,397,,5685500479,285,,5685500477,56,Center,5685522983,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225901,13,1,1,0,28,ctvzi2jbl1q6xzq0s3sexj73g,1,73.0,42.2,2025-04-27T15:02:17.179Z,2025-04-27T15:02:21Z,3zg0pvrja75d3l44dq0lh4kb9,A. Helmersen,,,5685500865,140,91.5,5685500871,213,6.26,5685500867,141,41.6,5685500869,212,19.4,5685500863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225907,14,61,1,0,32,ctvzi2jbl1q6xzq0s3sexj73g,0,91.4,41.3,2025-04-27T15:02:20.929Z,2025-04-27T17:31:02Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5685500879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226003,4,12,1,0,33,4q0b35m26thti4c2on9a3npk0,1,12.0,65.4,2025-04-27T15:02:22.263Z,2025-04-27T15:03:45Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5685501415,167,,5685501367,56,Back,5685501369,140,0.0,5685501371,141,70.9,5685501373,212,14.5,5685501375,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226009,5,6,1,0,34,4q0b35m26thti4c2on9a3npk0,0,2.4,66.3,2025-04-27T15:02:23.082Z,2025-04-27T17:07:48Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5685501429,56,Back,5685508269,233,15,5685501431,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225917,15,6,1,0,34,ctvzi2jbl1q6xzq0s3sexj73g,1,97.6,33.7,2025-04-27T15:02:23.082Z,2025-04-27T17:07:48Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5685508231,233,5,5685502241,56,Center,5685502249,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226305,16,1,1,0,58,ctvzi2jbl1q6xzq0s3sexj73g,0,99.5,0.5,2025-04-27T15:02:47.512Z,2025-04-27T15:02:50Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685503065,155,,5685503075,212,27.7,5685503069,56,Center,5685503067,224,,5685503061,2,,5685503063,6,,5685503077,213,1.69,5685503073,141,41.0,5685503071,140,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226327,6,12,1,1,1,4q0b35m26thti4c2on9a3npk0,1,12.6,62.4,2025-04-27T15:02:49.830Z,2025-04-27T15:03:48Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685503219,15,,5685503177,140,25.0,5685503181,212,17.7,5685503179,141,80.0,5685503185,213,0.74,5685503175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226445,17,1,1,1,7,ctvzi2jbl1q6xzq0s3sexj73g,1,67.2,29.8,2025-04-27T15:02:55.727Z,2025-04-27T15:02:57Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5685503843,56,Center,5685503847,140,55.3,5685503849,141,33.1,5685503851,212,12.7,5685503853,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226503,18,1,1,1,8,ctvzi2jbl1q6xzq0s3sexj73g,1,55.3,33.1,2025-04-27T15:02:57.231Z,2025-04-27T15:03:01Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5685504129,56,Center,5685504135,212,8.9,5685504137,213,0.80,5685504133,141,42.4,5685504131,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226533,19,1,1,1,12,ctvzi2jbl1q6xzq0s3sexj73g,1,65.6,36.9,2025-04-27T15:03:00.984Z,2025-04-27T15:03:03Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5685504307,56,Right,5685504313,212,17.8,5685504311,141,13.5,5685504309,140,73.1,5685504315,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226593,20,1,1,1,14,ctvzi2jbl1q6xzq0s3sexj73g,1,75.1,12.2,2025-04-27T15:03:02.880Z,2025-04-27T15:03:06Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685504671,56,Right,5685504673,140,93.7,5685504677,212,19.8,5685504679,213,0.17,5685504675,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226597,21,3,1,1,16,ctvzi2jbl1q6xzq0s3sexj73g,0,88.6,18.1,2025-04-27T15:03:05.253Z,2025-04-27T17:31:04Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5685504697,286,,5685504693,56,Right,5685504953,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226615,7,7,1,1,16,4q0b35m26thti4c2on9a3npk0,1,11.4,81.9,2025-04-27T15:03:05.254Z,2025-04-27T17:11:58Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5685504791,285,,5685504787,167,,5685504895,233,21,5685504789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226633,8,6,1,1,18,4q0b35m26thti4c2on9a3npk0,0,13.3,81.5,2025-04-27T15:03:07.088Z,2025-04-27T17:07:49Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5685505449,233,22,5685505365,56,Back,5685505367,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226625,22,6,1,1,18,ctvzi2jbl1q6xzq0s3sexj73g,1,86.7,18.5,2025-04-27T15:03:07.088Z,2025-04-27T17:07:49Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5685505025,75,,5685505023,56,Right,5685505409,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226939,23,1,1,1,39,ctvzi2jbl1q6xzq0s3sexj73g,0,99.3,0.5,2025-04-27T15:03:28.369Z,2025-04-27T17:09:45Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685506541,213,1.74,5685506525,2,,5685506531,224,,5685506533,56,Center,5685506537,141,41.5,5685506539,212,28.3,5685506529,155,,5685506527,6,,5685506535,140,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226941,24,43,1,1,39,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-04-27T15:03:28.440Z,2025-04-27T15:11:08Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685545795,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227001,9,12,1,1,44,4q0b35m26thti4c2on9a3npk0,1,14.7,57.6,2025-04-27T15:03:33.086Z,2025-04-27T15:11:23Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5685506847,213,0.32,5685506845,212,28.8,5685506843,141,70.8,5685506841,140,40.8,5685506839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227023,25,15,1,1,46,ctvzi2jbl1q6xzq0s3sexj73g,1,80.3,50.5,2025-04-27T15:03:34.807Z,2025-04-28T00:18:29Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5685537179,82,,5685507027,18,,5685544643,233,10,5685544599,103,19,5687807409,78,,5685537175,20,,5687807411,328,,5685544603,458,,5685544607,147,49.8,5685507029,56,Center,5685544605,146,88.8,5685544597,102,48.9,5685544593,25,5685544611,231,50,5685544609,230,99.3,,,,,,,,,,,,,
2807227019,10,10,1,1,46,4q0b35m26thti4c2on9a3npk0,1,11.5,49.8,2025-04-27T15:03:34.907Z,2025-04-27T15:10:54Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685544661,233,25,5685539631,56,Back,5685539629,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227041,11,45,1,1,48,4q0b35m26thti4c2on9a3npk0,0,43.1,72.2,2025-04-27T15:03:36.792Z,2025-04-27T17:12:11Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5685507115,285,,5685507113,56,Back,5685507295,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227067,26,3,1,1,48,ctvzi2jbl1q6xzq0s3sexj73g,1,56.9,27.8,2025-04-27T15:03:36.792Z,2025-04-27T17:12:11Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5685507225,286,,5685507245,233,11,5685507223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227095,27,1,1,1,49,ctvzi2jbl1q6xzq0s3sexj73g,1,70.0,30.6,2025-04-27T15:03:37.751Z,2025-04-27T15:03:40Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5685507375,140,85.8,5685507379,212,19.6,5685507377,141,15.2,5685507381,213,5.72,5685507373,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227101,28,1,1,1,51,ctvzi2jbl1q6xzq0s3sexj73g,0,84.6,15.2,2025-04-27T15:03:39.807Z,2025-04-27T15:03:40Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685507417,141,25.2,5685507401,2,,5685507403,155,,5685507411,140,85.9,5685507407,56,Center,5685507491,233,12,5685507421,212,6.9,5685507423,213,1.37,5685507489,236,,5685507495,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227097,12,12,1,1,51,4q0b35m26thti4c2on9a3npk0,1,25.0,85.3,2025-04-27T15:03:39.907Z,2025-04-27T15:03:41Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685507395,56,Back,5685507393,185,,5685507531,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227125,13,6,1,1,52,4q0b35m26thti4c2on9a3npk0,0,20.6,81.0,2025-04-27T15:03:41.179Z,2025-04-27T15:03:48Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685507677,73,,5685507675,56,Back,5685507831,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227135,29,6,1,1,52,ctvzi2jbl1q6xzq0s3sexj73g,1,79.4,19.0,2025-04-27T15:03:41.179Z,2025-04-27T17:07:49Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685507821,233,13,5685507759,75,,5685507757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227449,30,1,1,2,12,ctvzi2jbl1q6xzq0s3sexj73g,0,99.5,0.5,2025-04-27T15:04:01.215Z,2025-04-27T15:04:04Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685509351,56,Center,5685509353,140,95.5,5685509359,213,1.73,5685509357,212,26.2,5685509347,155,,5685509349,224,,5685509343,2,,5685509355,141,38.5,5685509345,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227483,14,12,1,2,13,4q0b35m26thti4c2on9a3npk0,1,12.2,69.7,2025-04-27T15:04:02.542Z,2025-04-27T15:11:58Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685509539,212,20.6,5685509615,167,,5685509537,141,92.7,5685509533,56,Back,5685509541,213,2.28,5685509535,140,0.0,5685509545,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227559,16,5,1,2,16,4q0b35m26thti4c2on9a3npk0,0,9.4,100.7,2025-04-27T15:04:04.782Z,2025-04-27T17:12:51Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685509935,56,Back,5685509937,347,,5685550975,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227465,31,5,1,2,16,ctvzi2jbl1q6xzq0s3sexj73g,1,90.6,-0.7,2025-04-27T15:04:04.782Z,2025-04-27T17:12:51Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5685514821,347,,5685550947,233,16,5685509559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227641,32,1,1,2,27,ctvzi2jbl1q6xzq0s3sexj73g,1,91.8,0.0,2025-04-27T15:04:16.578Z,2025-04-27T15:05:17Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5685510385,141,4.3,5685510389,213,2.25,5685510803,107,,5685510387,212,4.7,5685510383,140,89.0,5685510381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227669,33,1,1,2,28,ctvzi2jbl1q6xzq0s3sexj73g,1,88.9,4.4,2025-04-27T15:04:17.415Z,2025-04-27T15:04:41Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5685510485,140,90.1,5685510491,213,5.79,5685510483,56,Right,5685510487,141,3.4,5685510489,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227677,34,3,1,2,30,ctvzi2jbl1q6xzq0s3sexj73g,0,87.4,6.1,2025-04-27T15:04:19.348Z,2025-04-27T17:31:05Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5685510577,233,17,5685510525,56,Right,5685510527,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227657,17,7,1,2,30,4q0b35m26thti4c2on9a3npk0,1,12.6,93.9,2025-04-27T15:04:19.349Z,2025-04-27T17:11:59Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5685510559,233,34,5685510449,167,,5685510453,285,,5685510451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227663,18,5,1,2,31,4q0b35m26thti4c2on9a3npk0,0,12.4,101.4,2025-04-27T15:04:20.383Z,2025-04-27T17:12:52Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5685510467,347,,5685510465,56,Back,5685510841,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227713,35,5,1,2,31,ctvzi2jbl1q6xzq0s3sexj73g,1,87.6,-1.4,2025-04-27T15:04:20.383Z,2025-04-27T17:12:52Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5685510751,347,,5685510749,56,Right,5685510831,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227877,36,1,1,2,40,ctvzi2jbl1q6xzq0s3sexj73g,1,93.1,0.0,2025-04-27T15:04:29.303Z,2025-04-27T15:04:34Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5685511605,212,7.1,5685511601,140,95.3,5685511603,141,8.8,5685511607,213,1.24,5685511597,107,,5685511599,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227885,37,3,1,2,45,ctvzi2jbl1q6xzq0s3sexj73g,0,89.4,5.2,2025-04-27T15:04:34.108Z,2025-04-27T15:04:41Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5685511775,233,19,5685511653,56,Right,5685511655,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227893,19,7,1,2,45,4q0b35m26thti4c2on9a3npk0,1,10.6,94.8,2025-04-27T15:04:34.109Z,2025-04-27T15:04:40Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5685511685,56,Back,5685511687,285,,5685511723,233,37,5685511683,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227971,20,5,1,2,46,4q0b35m26thti4c2on9a3npk0,0,8.4,101.2,2025-04-27T15:04:35.111Z,2025-04-27T15:04:47Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5685512277,233,38,5685512159,347,,5685512153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227977,38,5,1,2,46,ctvzi2jbl1q6xzq0s3sexj73g,1,91.6,-1.2,2025-04-27T15:04:35.111Z,2025-04-27T17:12:52Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5685512189,347,,5685512235,233,20,5685512187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
