id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2813466625,9,44,1,0,15,6oxoag5c6zbnn09wx08vz4iak,1,64.8,28.7,2025-05-11T12:31:57.278Z,2025-05-11T14:40:23Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720010681,286,,5720010679,56,Center,5720015017,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466695,9,44,1,0,15,c7jgkxx1czv5etn7snf1r6p2m,0,35.2,71.3,2025-05-11T12:31:57.279Z,2025-05-11T14:40:23Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5720013873,285,,5720013871,56,Back,5720015043,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466637,10,61,1,0,15,6oxoag5c6zbnn09wx08vz4iak,1,60.4,29.1,2025-05-11T12:31:57.340Z,2025-05-11T13:23:00Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720010699,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466241,7,43,1,0,16,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:31:58.523Z,2025-05-11T12:33:31Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5720014091,168,0,5720008557,56,Back,5720008565,213,6.00,5720015169,144,1,5720008563,212,8.7,5720008561,141,89.9,5720008559,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466215,7,27,1,0,30,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:32:12.480Z,2025-05-11T12:32:16Z,,,,5720008645,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466249,8,27,1,0,30,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:32:12.480Z,2025-05-11T12:34:02Z,,,,5720018061,41,Injury,5720018063,53,2u8ylwu9kogk0jorpe517812i,5720008703,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466221,8,28,1,0,30,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:32:12.894Z,2025-05-11T14:34:58Z,,,,5720654271,233,10,5720008441,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466745,10,28,1,0,30,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:32:12.894Z,2025-05-11T14:34:58Z,,,,5720654305,233,8,5720011377,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466777,12,1,1,1,8,c7jgkxx1czv5etn7snf1r6p2m,1,33.0,81.2,2025-05-11T12:32:51.100Z,2025-05-11T12:32:52Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720011595,56,Back,5720011599,141,75.1,5720011597,140,21.6,5720011601,212,12.7,5720011603,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466803,13,1,1,1,9,c7jgkxx1czv5etn7snf1r6p2m,1,21.6,75.1,2025-05-11T12:32:52.259Z,2025-05-11T12:33:58Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5720011771,56,Back,5720011773,140,9.5,5720011777,212,19.8,5720011779,213,4.02,5720011775,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466943,14,1,1,1,15,c7jgkxx1czv5etn7snf1r6p2m,1,8.4,50.1,2025-05-11T12:32:57.292Z,2025-05-11T12:33:00Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720012637,212,53.8,5720012629,155,,5720012633,140,54.6,5720012631,56,Right,5720012635,141,15.8,5720012639,213,5.84,5720012641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813466987,15,1,1,1,17,c7jgkxx1czv5etn7snf1r6p2m,0,54.6,15.8,2025-05-11T12:33:00.037Z,2025-05-11T12:33:02Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5720012861,3,,5720012863,168,,5720012867,140,66.2,5720012873,213,5.73,5720012869,141,4.7,5720012871,212,14.3,5720012865,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467013,12,43,1,1,21,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:33:03.342Z,2025-05-11T13:23:26Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720013015,56,Back,5720313001,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467119,13,4,1,1,23,6oxoag5c6zbnn09wx08vz4iak,1,36.6,91.6,2025-05-11T12:33:05.971Z,2025-05-11T13:23:25Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720013535,233,16,5720013477,152,,5720013475,56,Back,5720013473,13,,5720013479,265,,5720013481,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467089,16,4,1,1,23,c7jgkxx1czv5etn7snf1r6p2m,0,63.4,8.4,2025-05-11T12:33:05.972Z,2025-05-11T12:33:14Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5720013357,265,,5720013591,233,13,5720013351,13,,5720013353,56,Right,5720013355,152,,5720013359,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467401,14,1,1,1,44,6oxoag5c6zbnn09wx08vz4iak,1,36.7,82.3,2025-05-11T12:33:26.383Z,2025-05-11T13:23:39Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720014953,212,11.9,5720014951,141,72.0,5720014947,56,Back,5720314293,189,,5720014943,5,,5720014945,152,,5720014955,213,3.77,5720014949,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467423,15,1,1,1,45,6oxoag5c6zbnn09wx08vz4iak,1,27.5,72.0,2025-05-11T12:33:28.222Z,2025-05-11T13:23:40Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720015103,56,Back,5720015111,213,4.18,5720015107,141,50.0,5720314439,189,,5720015109,212,17.3,5720015105,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467505,16,1,1,1,47,6oxoag5c6zbnn09wx08vz4iak,1,19.1,49.9,2025-05-11T12:33:29.478Z,2025-05-11T12:33:36Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,5720015637,56,Back,5720015645,213,1.13,5720015641,141,65.8,5720015643,212,11.9,5720015639,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467575,17,1,1,1,53,6oxoag5c6zbnn09wx08vz4iak,1,34.8,68.8,2025-05-11T12:33:36.023Z,2025-05-11T12:33:39Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720015983,56,Back,5720015991,213,4.80,5720015989,212,20.3,5720015985,140,36.4,5720015987,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467625,18,1,1,1,57,6oxoag5c6zbnn09wx08vz4iak,1,47.4,48.4,2025-05-11T12:33:39.727Z,2025-05-11T12:33:43Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720016279,56,Back,5720016281,140,44.6,5720016283,141,67.9,5720016287,213,1.79,5720016285,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467677,19,1,1,2,1,6oxoag5c6zbnn09wx08vz4iak,1,43.5,68.2,2025-05-11T12:33:43.663Z,2025-05-11T12:33:47Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720016579,213,4.69,5720016575,141,46.3,5720016573,140,43.2,5720016571,56,Back,5720016577,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467725,20,1,1,2,4,6oxoag5c6zbnn09wx08vz4iak,0,44.9,31.9,2025-05-11T12:33:47.118Z,2025-05-11T12:33:50Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720016845,56,Right,5720016847,140,66.6,5720016851,212,28.5,5720016853,213,5.64,5720016849,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467781,17,8,1,2,5,c7jgkxx1czv5etn7snf1r6p2m,1,38.2,92.0,2025-05-11T12:33:48.188Z,2025-05-11T14:38:07Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720017127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813467801,18,5,1,2,8,c7jgkxx1czv5etn7snf1r6p2m,0,42.8,101.4,2025-05-11T12:33:50.854Z,2025-05-11T14:34:17Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720018897,233,21,5720017247,347,,5720017245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468055,21,5,1,2,8,6oxoag5c6zbnn09wx08vz4iak,1,57.2,-1.4,2025-05-11T12:33:50.854Z,2025-05-11T14:34:17Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720018681,347,,5720018679,56,Right,5720018843,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468275,19,27,1,2,25,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:34:07.680Z,2025-05-11T14:34:59Z,,,,5720654367,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468067,22,27,1,2,25,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:34:07.680Z,2025-05-11T14:34:59Z,,,,5720654339,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468811,20,28,1,2,25,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:34:08.033Z,2025-05-11T14:35:00Z,,,,5720654465,233,23,5720022783,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468075,23,28,1,2,25,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:34:08.033Z,2025-05-11T14:34:59Z,,,,5720018785,55,22,5720654419,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468837,24,1,1,3,5,6oxoag5c6zbnn09wx08vz4iak,1,47.0,0.0,2025-05-11T12:34:48.144Z,2025-05-11T12:34:51Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720022917,212,12.9,5720022909,107,,5720022915,141,10.0,5720022911,56,Back,5720022913,140,37.0,5720022919,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813468937,25,1,1,3,8,6oxoag5c6zbnn09wx08vz4iak,1,30.9,21.5,2025-05-11T12:34:51.015Z,2025-05-11T12:34:55Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720023423,141,56.4,5720023415,56,Back,5720023419,140,14.0,5720023427,212,29.6,5720023431,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469069,26,1,1,3,13,6oxoag5c6zbnn09wx08vz4iak,1,14.6,58.1,2025-05-11T12:34:55.343Z,2025-05-11T12:35:02Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,5720024117,140,24.4,5720024119,141,81.2,5720024115,56,Back,5720024123,213,0.99,5720024121,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469125,27,1,1,3,19,6oxoag5c6zbnn09wx08vz4iak,1,39.4,82.1,2025-05-11T12:35:01.984Z,2025-05-11T12:35:06Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720024441,140,41.3,5720024443,141,73.5,5720024439,56,Back,5720024447,213,5.04,5720024445,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469165,28,1,1,3,23,6oxoag5c6zbnn09wx08vz4iak,1,41.6,61.4,2025-05-11T12:35:06.136Z,2025-05-11T12:35:08Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720024649,212,14.3,5720024643,56,Back,5720024645,140,41.6,5720024647,141,40.4,5720024651,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469265,29,1,1,3,26,6oxoag5c6zbnn09wx08vz4iak,1,41.0,37.9,2025-05-11T12:35:08.287Z,2025-05-11T12:35:13Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720025165,213,1.44,5720025159,140,43.9,5720025163,212,24.1,5720025161,141,73.0,5720025157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469297,30,1,1,3,31,6oxoag5c6zbnn09wx08vz4iak,1,42.0,65.2,2025-05-11T12:35:13.464Z,2025-05-11T12:35:15Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720025347,56,Back,5720025353,212,10.9,5720025351,141,49.3,5720025355,213,4.83,5720025349,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469381,31,1,1,3,33,6oxoag5c6zbnn09wx08vz4iak,1,45.8,39.8,2025-05-11T12:35:15.543Z,2025-05-11T12:35:19Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720025751,56,Back,5720025753,140,47.0,5720025759,213,4.79,5720025757,212,16.7,5720025755,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469439,32,1,1,3,37,6oxoag5c6zbnn09wx08vz4iak,0,53.1,13.5,2025-05-11T12:35:19.384Z,2025-05-11T12:35:22Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720026075,1,,5720026067,140,80.7,5720026065,56,Center,5720026063,155,,5720026073,213,0.92,5720026071,212,47.7,5720026069,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469449,21,12,1,3,40,c7jgkxx1czv5etn7snf1r6p2m,1,11.0,35.2,2025-05-11T12:35:22.589Z,2025-05-11T12:35:25Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5720026119,213,1.69,5720026165,15,,5720026117,212,24.5,5720026107,56,Back,5720026111,140,8.2,5720026113,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469553,23,1,1,3,46,c7jgkxx1czv5etn7snf1r6p2m,0,4.3,86.6,2025-05-11T12:35:28.765Z,2025-05-11T12:35:29Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720026737,56,Back,5720026745,213,6.21,5720026741,141,83.5,5720026743,212,29.6,5720026739,140,32.4,5720026747,1,,5720026735,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469623,34,1,1,3,48,6oxoag5c6zbnn09wx08vz4iak,1,75.7,14.3,2025-05-11T12:35:30.814Z,2025-05-11T12:35:32Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720027063,212,10.4,5720027061,141,20.0,5720027057,56,Right,5720027059,140,84.9,5720027067,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469633,35,1,1,3,50,6oxoag5c6zbnn09wx08vz4iak,0,85.0,20.1,2025-05-11T12:35:32.320Z,2025-05-11T13:24:40Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,5720027129,56,Right,5720027131,140,81.5,5720027133,141,18.9,5720027137,213,3.36,5720027135,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469757,24,12,1,3,51,c7jgkxx1czv5etn7snf1r6p2m,1,22.1,78.1,2025-05-11T12:35:33.446Z,2025-05-11T12:35:38Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5720027767,56,Back,5720027775,213,1.35,5720027769,140,24.5,5720027771,141,94.5,5720027773,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813470877,36,83,1,3,54,c7jgkxx1czv5etn7snf1r6p2m,0,27.6,89.0,2025-05-11T12:35:36.678Z,2025-05-11T12:36:38Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720034119,399,ahe00hzfpxhe742i5db3mpe6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469723,36,1,1,3,54,6oxoag5c6zbnn09wx08vz4iak,0,85.4,9.5,2025-05-11T12:35:36.792Z,2025-05-11T12:35:37Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720027585,213,0.60,5720027577,56,Right,5720027583,212,4.0,5720027579,140,88.5,5720027581,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469759,25,61,1,3,56,c7jgkxx1czv5etn7snf1r6p2m,1,17.0,92.3,2025-05-11T12:35:38.404Z,2025-05-11T12:35:39Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720027777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469803,26,1,1,3,56,c7jgkxx1czv5etn7snf1r6p2m,0,16.9,89.7,2025-05-11T12:35:39.238Z,2025-05-11T14:37:59Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5720045709,212,5.0,5720045703,56,Back,5720045705,140,20.8,5720045707,141,93.8,5720045713,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469857,28,5,1,3,57,c7jgkxx1czv5etn7snf1r6p2m,0,19.4,101.6,2025-05-11T12:35:39.856Z,2025-05-11T14:34:18Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720028755,233,37,5720028239,347,,5720028237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813469931,37,5,1,3,57,6oxoag5c6zbnn09wx08vz4iak,1,80.6,-1.6,2025-05-11T12:35:39.856Z,2025-05-11T14:34:18Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720028665,56,Right,5720028713,233,28,5720028667,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
