id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815272679,8,1,1,0,16,eujf9nqky8c5jnahb2f76m86o,1,64.0,6.5,2025-05-16T16:01:48.714Z,2025-05-16T16:01:52Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730116075,212,5.2,5730116067,140,65.0,5730116065,56,Right,5730116071,141,14.0,5730116079,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272721,9,1,1,0,20,eujf9nqky8c5jnahb2f76m86o,1,66.3,10.7,2025-05-16T16:01:52.609Z,2025-05-16T16:01:56Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5730116249,140,66.6,5730116253,212,3.8,5730116251,141,5.2,5730116247,56,Right,5730116255,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272753,10,1,1,0,24,eujf9nqky8c5jnahb2f76m86o,1,66.6,5.2,2025-05-16T16:01:56.427Z,2025-05-16T16:02:00Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730116433,213,3.09,5730116427,140,43.0,5730116431,212,24.8,5730116425,56,Back,5730116429,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272755,11,3,1,0,26,eujf9nqky8c5jnahb2f76m86o,0,46.5,9.4,2025-05-16T16:01:58.561Z,2025-05-16T18:08:22Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5730266501,233,6,5730116445,56,Back,5730116491,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272735,6,7,1,0,26,ew0hpuiweoltpsg5f51r2w64t,1,53.5,90.6,2025-05-16T16:01:58.562Z,2025-05-16T18:08:22Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,5730266431,233,11,5730116333,285,,5730116331,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272747,7,5,1,0,26,ew0hpuiweoltpsg5f51r2w64t,0,37.0,101.8,2025-05-16T16:01:59.315Z,2025-05-16T18:08:38Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,5730116773,233,12,5730116405,347,,5730116403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272801,12,5,1,0,26,eujf9nqky8c5jnahb2f76m86o,1,63.0,-1.8,2025-05-16T16:01:59.315Z,2025-05-16T18:08:38Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5730116755,233,7,5730116737,347,,5730116735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272823,13,1,1,0,34,eujf9nqky8c5jnahb2f76m86o,1,57.8,0.0,2025-05-16T16:02:07.003Z,2025-05-16T16:02:10Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730116867,212,11.6,5730116865,141,8.9,5730116863,140,66.5,5730116859,107,,5730116869,213,0.66,5730116861,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272833,14,1,1,0,38,eujf9nqky8c5jnahb2f76m86o,1,67.5,8.6,2025-05-16T16:02:10.562Z,2025-05-16T16:02:11Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730116915,141,4.7,5730116917,212,2.8,5730116913,140,66.7,5730116919,213,4.41,5730116911,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272837,15,1,1,0,39,eujf9nqky8c5jnahb2f76m86o,0,66.7,4.7,2025-05-16T16:02:11.529Z,2025-05-16T16:02:15Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730117077,286,,5730116937,56,Right,5730116945,213,0.67,5730116943,212,4.9,5730117073,233,8,5730116941,141,9.2,5730116939,140,70.4,5730117071,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272859,8,74,1,0,39,ew0hpuiweoltpsg5f51r2w64t,1,25.4,89.9,2025-05-16T16:02:11.530Z,2025-05-16T18:08:33Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730117091,233,15,5730117029,56,Back,5730117033,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272863,16,83,1,0,42,eujf9nqky8c5jnahb2f76m86o,0,69.4,5.9,2025-05-16T16:02:14.801Z,2025-05-16T16:59:31Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5730117185,399,6c9jzebimd3c53gpxa35sxzah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272881,9,1,1,0,44,ew0hpuiweoltpsg5f51r2w64t,1,21.8,94.2,2025-05-16T16:02:16.427Z,2025-05-16T16:17:17Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730117175,212,7.3,5730117177,213,6.20,5730117169,56,Back,5730117173,141,93.3,5730117171,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272885,10,1,1,0,44,ew0hpuiweoltpsg5f51r2w64t,0,32.0,95.7,2025-05-16T16:02:16.793Z,2025-05-16T16:59:30Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730267983,286,,5730117187,56,Back,5730167849,213,2.84,5730267979,233,17,5730167847,212,4.6,5730167845,141,97.7,5730267977,236,,5730167843,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272875,17,74,1,0,44,eujf9nqky8c5jnahb2f76m86o,1,71.0,6.4,2025-05-16T16:02:16.794Z,2025-05-16T16:59:32Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730117137,56,Right,5730267997,233,10,5730267975,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272901,11,5,1,0,45,ew0hpuiweoltpsg5f51r2w64t,1,28.4,101.8,2025-05-16T16:02:17.746Z,2025-05-16T18:08:38Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730117315,233,18,5730117265,347,,5730117263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272883,18,5,1,0,45,eujf9nqky8c5jnahb2f76m86o,0,71.6,-1.8,2025-05-16T16:02:17.746Z,2025-05-16T18:08:39Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730117355,233,11,5730117181,56,Right,5730117183,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272979,12,1,1,0,55,ew0hpuiweoltpsg5f51r2w64t,1,31.4,100.0,2025-05-16T16:02:27.979Z,2025-05-16T16:19:07Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730117763,107,,5730117775,213,5.63,5730117773,212,17.5,5730117767,56,Back,5730117769,140,44.6,5730117771,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273003,13,1,1,0,58,ew0hpuiweoltpsg5f51r2w64t,1,47.5,84.8,2025-05-16T16:02:31.131Z,2025-05-16T17:32:19Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,5730388733,156,,5730117879,213,4.14,5730117869,56,Back,5730117873,140,44.0,5730117875,141,76.4,5730117877,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273017,14,1,1,1,0,ew0hpuiweoltpsg5f51r2w64t,0,47.9,73.2,2025-05-16T16:02:33.036Z,2025-05-16T18:20:01Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,5730117951,141,38.2,5730117949,140,72.9,5730117953,212,35.4,5730117945,155,,5730117947,56,Center,5730117957,1,,5730117955,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273075,19,12,1,1,2,eujf9nqky8c5jnahb2f76m86o,1,23.9,66.6,2025-05-16T16:02:34.938Z,2025-05-16T16:02:42Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730118233,141,51.5,5730118231,140,47.8,5730118229,56,Back,5730118235,212,27.1,5730118237,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273057,15,61,1,1,8,ew0hpuiweoltpsg5f51r2w64t,0,48.8,47.6,2025-05-16T16:02:40.900Z,2025-05-16T18:20:04Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730118169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273079,20,4,1,1,9,eujf9nqky8c5jnahb2f76m86o,1,51.0,56.2,2025-05-16T16:02:41.531Z,2025-05-16T18:07:55Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5730118301,233,16,5730118269,56,Center,5730118265,13,,5730118273,286,,5730118271,152,,5730118267,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273063,16,4,1,1,9,ew0hpuiweoltpsg5f51r2w64t,0,49.0,43.8,2025-05-16T16:02:41.532Z,2025-05-16T18:07:56Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730118283,285,,5730118279,56,Back,5730118277,295,,5730118311,233,20,5730118281,152,,5730118275,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273209,21,1,1,1,27,eujf9nqky8c5jnahb2f76m86o,1,53.2,63.4,2025-05-16T16:02:59.481Z,2025-05-16T16:03:03Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5730119043,141,8.9,5730119033,5,,5730119037,152,,5730119047,213,5.42,5730119035,155,,5730119045,212,48.6,5730119041,140,83.1,5730119039,56,Right,5730119049,1,,,,,,,,,,,,,,,,,,,,,,,,,
2815273213,22,61,1,1,30,eujf9nqky8c5jnahb2f76m86o,0,86.2,10.6,2025-05-16T16:03:02.874Z,2025-05-16T16:03:03Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730119053,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273235,17,44,1,1,30,ew0hpuiweoltpsg5f51r2w64t,1,11.3,87.8,2025-05-16T16:03:03.344Z,2025-05-16T18:10:50Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730119199,233,23,5730119165,56,Back,5730119167,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273215,23,44,1,1,30,eujf9nqky8c5jnahb2f76m86o,0,88.7,12.2,2025-05-16T16:03:03.345Z,2025-05-16T18:10:51Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730119055,56,Right,5730119209,233,17,5730119057,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273239,18,61,1,1,31,ew0hpuiweoltpsg5f51r2w64t,0,8.4,87.5,2025-05-16T16:03:04.135Z,2025-05-16T17:12:46Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730119169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273249,19,6,1,1,34,ew0hpuiweoltpsg5f51r2w64t,0,7.6,86.2,2025-05-16T16:03:06.626Z,2025-05-16T18:08:07Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730119235,73,,5730119233,56,Back,5730119297,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273231,24,6,1,1,34,eujf9nqky8c5jnahb2f76m86o,1,92.4,13.8,2025-05-16T16:03:06.626Z,2025-05-16T18:08:06Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730119185,56,Right,5730119187,75,,5730119269,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273461,25,1,1,2,1,eujf9nqky8c5jnahb2f76m86o,0,99.5,0.5,2025-05-16T16:03:33.906Z,2025-05-16T16:03:40Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730120441,213,1.73,5730120431,223,,5730120439,212,31.6,5730120429,155,,5730120433,56,Center,5730120427,6,,5730120425,2,,5730120435,140,94.7,5730120437,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,
2815273469,20,44,1,2,6,ew0hpuiweoltpsg5f51r2w64t,1,6.2,60.1,2025-05-16T16:03:38.724Z,2025-05-16T18:10:51Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,5730120577,233,26,5730120473,56,Back,5730120475,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273465,26,44,1,2,6,eujf9nqky8c5jnahb2f76m86o,0,93.8,39.9,2025-05-16T16:03:38.725Z,2025-05-16T18:10:51Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5730120451,56,Center,5730120595,233,20,5730120455,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273479,21,12,1,2,6,ew0hpuiweoltpsg5f51r2w64t,1,7.4,69.4,2025-05-16T16:03:38.765Z,2025-05-16T18:20:15Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,5730120511,56,Back,5730120519,213,0.27,5730120557,15,,5730120513,140,10.2,5730120517,212,3.1,5730120515,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273507,27,15,1,2,9,eujf9nqky8c5jnahb2f76m86o,1,89.2,30.1,2025-05-16T16:03:41.906Z,2025-05-16T18:41:00Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5730120633,56,Center,5730123845,103,19,5730123871,233,22,5730123855,231,46.2,5730120631,63,,5730123839,25,,5730123847,458,,5730123651,82,,5730123843,102,47.2,5730123851,147,35.4,5730123647,20,5730123841,80,5730123849,146,92.5,5730123853,230,99.0,,,,,,,,,,,
2815273529,22,10,1,2,9,ew0hpuiweoltpsg5f51r2w64t,1,9.8,63.4,2025-05-16T16:03:42.006Z,2025-05-16T18:20:14Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730123899,233,27,5730120751,56,Back,5730120749,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273957,34,61,1,2,10,eujf9nqky8c5jnahb2f76m86o,1,85.3,27.3,2025-05-16T16:03:42.425Z,2025-05-16T16:04:27Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5730122997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273551,28,1,1,2,11,eujf9nqky8c5jnahb2f76m86o,0,82.9,14.0,2025-05-16T16:03:43.426Z,2025-05-16T16:03:50Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730120877,212,30.9,5730120875,141,53.4,5730121153,233,24,5730120867,2,,5730120873,140,97.6,5730120869,155,,5730120879,213,1.05,5730120871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273577,23,44,1,2,13,ew0hpuiweoltpsg5f51r2w64t,1,2.6,46.3,2025-05-16T16:03:45.785Z,2025-05-16T16:03:49Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,5730121023,56,Back,5730121051,233,29,5730121025,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273567,29,44,1,2,13,eujf9nqky8c5jnahb2f76m86o,0,97.4,53.7,2025-05-16T16:03:45.786Z,2025-05-16T16:03:48Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730121073,233,23,5730120957,286,,5730120955,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273593,24,41,1,2,14,ew0hpuiweoltpsg5f51r2w64t,0,2.9,46.0,2025-05-16T16:03:46.420Z,2025-05-16T17:36:50Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,5730121125,141,12.3,5730121127,212,23.9,5730121129,213,5.00,5730121175,233,28,5730121123,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273605,30,1,1,2,17,eujf9nqky8c5jnahb2f76m86o,1,92.6,91.1,2025-05-16T16:03:49.489Z,2025-05-16T16:03:51Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5730121229,141,84.7,5730121233,213,3.70,5730121227,140,86.0,5730121225,56,Left,5730121231,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273641,31,1,1,2,18,eujf9nqky8c5jnahb2f76m86o,1,86.1,85.0,2025-05-16T16:03:51.097Z,2025-05-16T16:03:54Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5730121443,213,5.83,5730121435,56,Center,5730121437,140,96.8,5730121439,141,76.9,5730121441,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273645,32,1,1,2,20,eujf9nqky8c5jnahb2f76m86o,0,97.4,70.3,2025-05-16T16:03:52.497Z,2025-05-16T17:37:13Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5730121463,140,95.3,5730121461,56,Center,5730121469,213,4.45,5730121465,141,58.2,5730121467,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273671,25,12,1,2,21,ew0hpuiweoltpsg5f51r2w64t,1,9.1,43.6,2025-05-16T16:03:53.420Z,2025-05-16T16:06:50Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730121623,212,2.2,5730121619,140,7.9,5730121621,141,41.0,5730121617,56,Back,5730121625,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815275127,42,61,1,2,22,ew0hpuiweoltpsg5f51r2w64t,1,7.2,39.8,2025-05-16T16:03:55.027Z,2025-05-16T16:06:46Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730129583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273697,26,12,1,2,26,ew0hpuiweoltpsg5f51r2w64t,1,7.9,41.0,2025-05-16T16:03:58.485Z,2025-05-16T16:06:51Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,5730121729,140,5.9,5730121735,213,4.64,5730121747,167,,5730121733,212,28.2,5730121727,56,Back,5730121731,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273705,27,5,1,2,26,ew0hpuiweoltpsg5f51r2w64t,0,6.4,-0.8,2025-05-16T16:03:58.954Z,2025-05-16T18:08:40Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,5730123037,233,33,5730121745,347,,5730121743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273955,33,5,1,2,26,eujf9nqky8c5jnahb2f76m86o,1,93.6,100.8,2025-05-16T16:03:58.954Z,2025-05-16T18:08:39Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5730122989,347,,5730122985,56,Left,5730123019,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
