id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2796414617,4,44,1,2,21,c7jgkxx1czv5etn7snf1r6p2m,1,12.4,59.1,2025-04-05T16:02:52.079Z,2025-04-05T16:53:07Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5626299017,233,4,5626049645,285,,5626049643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414629,4,44,1,2,21,e5txudmuc2qpc460bs4lb5aff,0,87.4,40.8,2025-04-05T16:02:52.080Z,2025-04-05T16:53:07Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5626049703,56,Center,5626051285,286,,5626299361,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414625,5,12,1,2,21,c7jgkxx1czv5etn7snf1r6p2m,1,15.2,60.5,2025-04-05T16:02:52.642Z,2025-04-05T16:53:23Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5626049711,15,,5626049693,141,60.5,5626049691,140,16.2,5626049689,56,Back,5626049695,212,1.1,5626049697,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796461673,309,61,1,2,22,e5txudmuc2qpc460bs4lb5aff,1,84.4,44.5,2025-04-05T16:02:52.656Z,2025-04-05T16:53:18Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,1.0,,5626299925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415965,15,13,1,2,24,e5txudmuc2qpc460bs4lb5aff,1,82.0,54.3,2025-04-05T16:02:54.976Z,2025-04-05T18:54:38Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5626057989,103,83.3,5626301491,328,,5626057993,230,97.8,5626301485,29,,5626057987,102,53.4,5626057245,56,Center,5626301483,160,,5626057243,18,,5626057779,20,5626057985,74,5626301487,55,309,5626057995,231,50.7,,,,,,,,,,,,,,,,,,,,
2796414915,6,5,1,2,25,e5txudmuc2qpc460bs4lb5aff,0,101.4,53.4,2025-04-05T16:02:56.367Z,2025-04-05T16:53:59Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5626051217,56,Center,5626051219,346,,5626150701,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414637,5,43,1,2,26,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-05T16:02:57.367Z,2025-04-05T16:53:55Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5626049739,213,3.03,5626049731,56,Center,5626049733,140,78.9,5626049745,15,0,5626303495,144,12,5626049737,212,9.4,5626049735,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414851,6,5,1,2,27,c7jgkxx1czv5etn7snf1r6p2m,1,-1.4,46.6,2025-04-05T16:02:58.354Z,2025-04-05T16:53:59Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5626050891,56,Back,5626050893,346,,5626150683,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414941,7,1,1,2,48,c7jgkxx1czv5etn7snf1r6p2m,1,5.0,63.0,2025-04-05T16:03:18.707Z,2025-04-05T16:03:20Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5626051399,140,5.8,5626051405,213,4.90,5626051397,56,Back,5626051401,141,56.4,5626051403,212,4.6,5626051395,124,,5626051409,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414967,8,1,1,2,49,c7jgkxx1czv5etn7snf1r6p2m,1,7.3,58.2,2025-04-05T16:03:19.698Z,2025-04-05T16:03:22Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5626051535,1,,5626051523,157,,5626051529,141,61.5,5626051531,212,38.2,5626051525,56,Back,5626051533,213,0.06,5626051527,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414977,9,61,1,2,50,c7jgkxx1czv5etn7snf1r6p2m,0,43.6,61.5,2025-04-05T16:03:21.179Z,2025-04-05T18:35:01Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5626051567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414981,10,83,1,2,52,c7jgkxx1czv5etn7snf1r6p2m,0,43.6,61.5,2025-04-05T16:03:22.738Z,2025-04-05T16:53:50Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5626303061,399,16yy0mbn7y1vztd870gybmane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414985,7,3,1,2,52,e5txudmuc2qpc460bs4lb5aff,0,64.2,36.4,2025-04-05T16:03:23.144Z,2025-04-05T17:23:01Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5626304647,286,,5626304659,233,11,5626051585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415013,11,7,1,2,52,c7jgkxx1czv5etn7snf1r6p2m,0,35.8,63.6,2025-04-05T16:03:23.145Z,2025-04-05T17:23:00Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5626304653,233,7,5626051773,285,,5626051771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796462665,310,61,1,2,53,e5txudmuc2qpc460bs4lb5aff,1,56.7,35.5,2025-04-05T16:03:23.656Z,2025-04-05T16:54:19Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5626305067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415051,8,43,1,2,55,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-05T16:03:26.247Z,2025-04-05T16:54:49Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5626051967,285,0,5626307449,144,7,5626051965,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415091,13,1,1,2,56,c7jgkxx1czv5etn7snf1r6p2m,1,45.6,64.2,2025-04-05T16:03:27.322Z,2025-04-05T16:55:34Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5626052167,141,87.4,5626052165,140,44.3,5626052169,212,15.8,5626052171,213,1.66,5626052163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415061,9,43,1,2,56,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-05T16:03:27.463Z,2025-04-05T16:55:02Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5626308489,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415223,10,43,1,2,56,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-05T16:03:27.617Z,2025-04-05T16:55:04Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5626308701,144,1,5626052895,212,10.2,5626052897,213,5.14,5626052887,56,Right,5626052891,140,67.9,5626052893,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415183,14,1,1,2,58,c7jgkxx1czv5etn7snf1r6p2m,1,43.0,88.0,2025-04-05T16:03:29.258Z,2025-04-05T16:55:32Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626052677,141,82.9,5626052675,140,68.3,5626052681,213,6.15,5626052679,212,26.8,5626052673,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415193,15,1,1,3,2,c7jgkxx1czv5etn7snf1r6p2m,0,57.0,93.8,2025-04-05T16:03:33.555Z,2025-04-05T16:55:28Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5626052719,141,94.5,5626052717,140,62.9,5626052723,213,0.08,5626052715,56,Left,5626052721,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796463161,312,43,1,3,3,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-05T16:03:33.656Z,2025-04-05T16:54:57Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5626307803,56,Back,5626308071,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415229,11,8,1,3,4,e5txudmuc2qpc460bs4lb5aff,1,35.6,2.9,2025-04-05T16:03:34.695Z,2025-04-05T16:24:16Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5626052915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415243,16,5,1,3,5,c7jgkxx1czv5etn7snf1r6p2m,1,62.0,101.7,2025-04-05T16:03:35.667Z,2025-04-05T16:55:25Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5626053015,56,Left,5626053093,233,12,5626053017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415239,12,5,1,3,5,e5txudmuc2qpc460bs4lb5aff,0,38.0,-1.7,2025-04-05T16:03:36.511Z,2025-04-05T16:03:40Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5626053135,233,16,5626052983,56,Back,5626052985,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415433,17,1,1,3,14,c7jgkxx1czv5etn7snf1r6p2m,1,58.6,100.0,2025-04-05T16:03:44.940Z,2025-04-05T16:03:49Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626054183,140,47.0,5626054175,107,,5626054193,213,3.81,5626054189,212,15.5,5626054179,56,Back,5626054187,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415461,18,1,1,3,18,c7jgkxx1czv5etn7snf1r6p2m,1,44.4,86.9,2025-04-05T16:03:49.235Z,2025-04-05T16:03:51Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5626054399,212,18.2,5626054401,213,0.29,5626054397,141,94.5,5626054393,56,Left,5626054395,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415507,19,1,1,3,20,c7jgkxx1czv5etn7snf1r6p2m,1,61.0,94.5,2025-04-05T16:03:51.307Z,2025-04-05T16:03:53Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626054655,141,75.9,5626054651,56,Back,5626054653,140,44.6,5626054659,213,3.78,5626054657,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415577,20,1,1,3,22,c7jgkxx1czv5etn7snf1r6p2m,1,44.4,75.4,2025-04-05T16:03:53.459Z,2025-04-05T16:03:59Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5626055045,212,15.8,5626055041,140,57.7,5626055039,56,Left,5626055043,141,86.2,5626055047,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415593,21,50,1,3,26,c7jgkxx1czv5etn7snf1r6p2m,1,62.9,91.8,2025-04-05T16:03:57.063Z,2025-04-05T17:23:01Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626055127,286,,5626055201,233,13,5626055125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415575,13,7,1,3,26,e5txudmuc2qpc460bs4lb5aff,1,37.1,8.2,2025-04-05T16:03:57.064Z,2025-04-05T17:23:01Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5626055033,56,Back,5626055035,285,,5626055031,167,,5626055151,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415583,14,5,1,3,28,e5txudmuc2qpc460bs4lb5aff,0,36.8,-1.6,2025-04-05T16:03:58.816Z,2025-04-05T16:04:03Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5626055061,56,Back,5626055065,347,,5626055313,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415613,22,5,1,3,28,c7jgkxx1czv5etn7snf1r6p2m,1,63.2,101.6,2025-04-05T16:03:59.635Z,2025-04-05T16:04:03Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626055257,347,,5626055293,233,14,5626055255,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415767,23,1,1,3,35,c7jgkxx1czv5etn7snf1r6p2m,1,63.5,100.0,2025-04-05T16:04:06.045Z,2025-04-05T16:04:09Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626056151,1,,5626056145,141,81.2,5626056137,107,,5626056147,212,25.9,5626056141,56,Back,5626056143,140,42.6,5626056149,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415793,24,1,1,3,38,c7jgkxx1czv5etn7snf1r6p2m,1,41.3,81.1,2025-04-05T16:04:09.083Z,2025-04-05T16:04:11Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5626056313,140,38.2,5626056311,56,Back,5626056319,213,4.56,5626056315,141,50.0,5626056317,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415873,25,1,1,3,40,c7jgkxx1czv5etn7snf1r6p2m,1,35.4,43.4,2025-04-05T16:04:11.251Z,2025-04-05T16:04:17Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5626056745,141,10.3,5626056747,212,23.1,5626056743,140,40.2,5626056741,56,Back,5626056749,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415917,26,1,1,3,46,c7jgkxx1czv5etn7snf1r6p2m,1,43.8,6.7,2025-04-05T16:04:16.947Z,2025-04-05T16:04:19Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5626057009,141,23.3,5626057011,212,15.1,5626057005,56,Back,5626057013,213,2.29,5626057007,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415951,27,1,1,3,48,c7jgkxx1czv5etn7snf1r6p2m,1,36.2,27.3,2025-04-05T16:04:19.571Z,2025-04-05T16:04:21Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5626057183,141,60.0,5626057185,212,22.3,5626057181,140,34.3,5626057187,213,1.66,5626057179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415991,28,1,1,3,51,c7jgkxx1czv5etn7snf1r6p2m,1,30.5,61.5,2025-04-05T16:04:21.796Z,2025-04-05T16:04:24Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5626057383,212,22.5,5626057385,213,3.70,5626057381,141,43.9,5626057377,56,Back,5626057379,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416041,16,43,1,3,52,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-05T16:04:23.480Z,2025-04-05T16:55:49Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5626057725,346,0,5626057721,56,Center,5626311963,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416029,29,1,1,3,53,c7jgkxx1czv5etn7snf1r6p2m,1,12.0,43.7,2025-04-05T16:04:24.259Z,2025-04-05T16:04:27Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5626057599,212,32.3,5626057593,56,Back,5626057591,155,,5626057601,213,1.01,5626057603,1,,5626057597,141,83.8,5626057595,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416109,30,1,1,3,56,c7jgkxx1czv5etn7snf1r6p2m,1,28.4,92.3,2025-04-05T16:04:26.867Z,2025-04-05T16:04:32Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5626058099,3,,5626058103,140,22.0,5626058101,56,Back,5626058107,212,9.2,5626058111,213,3.90,5626058105,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416159,31,1,1,4,1,c7jgkxx1czv5etn7snf1r6p2m,1,18.3,91.8,2025-04-05T16:04:32.107Z,2025-04-05T16:04:36Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5626058459,213,5.95,5626058451,56,Center,5626058453,140,58.4,5626058461,1,,5626058449,155,,5626058457,212,44.6,5626058455,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416171,32,44,1,4,5,c7jgkxx1czv5etn7snf1r6p2m,1,61.0,68.6,2025-04-05T16:04:36.199Z,2025-04-05T18:52:27Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5626058515,56,Center,5626058517,286,,5626058581,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416163,17,44,1,4,5,e5txudmuc2qpc460bs4lb5aff,0,39.0,31.4,2025-04-05T16:04:36.200Z,2025-04-05T16:56:00Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5626058483,285,,5626058481,56,Back,5626058619,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416181,33,61,1,4,6,c7jgkxx1czv5etn7snf1r6p2m,1,58.4,70.2,2025-04-05T16:04:37.001Z,2025-04-05T18:52:15Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5626058563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416191,18,1,1,4,6,e5txudmuc2qpc460bs4lb5aff,0,36.8,41.5,2025-04-05T16:04:37.601Z,2025-04-05T16:04:38Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5626058621,157,,5626058623,56,Center,5626058629,212,37.3,5626058631,213,0.56,5626058625,140,67.0,5626058633,1,,5626058627,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416885,41,1,1,4,8,c7jgkxx1czv5etn7snf1r6p2m,1,32.7,28.5,2025-04-05T16:04:38.924Z,2025-04-05T16:05:20Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5626062647,213,4.89,5626062637,3,,5626062643,141,19.7,5626062639,56,Back,5626062641,140,33.7,5626062645,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416317,35,1,1,4,13,c7jgkxx1czv5etn7snf1r6p2m,1,53.9,26.1,2025-04-05T16:04:43.723Z,2025-04-05T16:57:40Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5626059367,213,1.03,5626059357,56,Center,5626059363,141,44.0,5626059365,212,14.2,5626059361,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
