id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2809532379,4,12,1,0,9,8q6cv8g4bd3xdl7m88kll16na,1,27.2,69.9,2025-05-03T16:01:27.640Z,2025-05-03T16:01:31Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698354107,15,,5698354063,212,14.6,5698354057,56,Back,5698354061,141,79.5,5698354065,213,0.46,5698354059,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809532419,8,1,1,0,10,6oxoag5c6zbnn09wx08vz4iak,1,63.3,15.8,2025-05-03T16:01:28.250Z,2025-05-03T16:01:30Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5698354267,212,11.4,5698354263,141,30.9,5698354255,56,Center,5698354259,140,68.1,5698354271,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809532421,9,61,1,0,11,6oxoag5c6zbnn09wx08vz4iak,0,67.5,30.0,2025-05-03T16:01:29.938Z,2025-05-03T16:01:30Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5698354285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809532461,5,1,1,0,13,8q6cv8g4bd3xdl7m88kll16na,0,22.6,74.9,2025-05-03T16:01:31.249Z,2025-05-03T16:01:34Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5698354553,1,,5698354545,140,60.3,5698354549,212,40.6,5698354543,56,Left,5698354551,213,0.23,5698354541,157,,5698354547,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809532495,10,1,1,0,18,6oxoag5c6zbnn09wx08vz4iak,0,30.0,11.7,2025-05-03T16:01:36.442Z,2025-05-03T16:01:37Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698354755,140,57.6,5698354759,212,29.0,5698354761,213,6.23,5698354753,56,Right,5698354763,1,,5698354757,141,9.5,5698354751,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809532511,6,43,1,0,20,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-03T16:01:38.032Z,2025-05-03T16:01:45Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698355049,286,0,5698354865,1,0,5698354859,141,81.6,5698354855,56,Back,5698354857,140,48.0,5698354863,213,6.01,5698355043,233,11,5698355473,144,1,5698354853,157,0,5698354861,212,4.5,5698355041,236,0,,,,,,,,,,,,,,,,,,
2809532535,11,4,1,0,22,6oxoag5c6zbnn09wx08vz4iak,1,57.5,6.0,2025-05-03T16:01:40.274Z,2025-05-03T18:05:59Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5698356239,286,,5698356235,152,,5698356233,13,,5698355033,56,Right,5698356237,265,,5698356271,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809532555,7,4,1,0,22,8q6cv8g4bd3xdl7m88kll16na,0,42.5,94.0,2025-05-03T16:01:40.275Z,2025-05-03T18:06:00Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698356293,233,11,5698355207,56,Back,5698355213,285,,5698355209,152,,5698355205,13,,5698355211,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533003,12,1,1,0,50,6oxoag5c6zbnn09wx08vz4iak,1,55.3,8.9,2025-05-03T16:02:08.755Z,2025-05-03T16:02:14Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698357743,213,2.76,5698357733,152,,5698357731,5,,5698357737,140,43.3,5698357741,212,13.6,5698357735,56,Back,5698357739,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533015,13,1,1,0,56,6oxoag5c6zbnn09wx08vz4iak,1,41.3,20.0,2025-05-03T16:02:14.274Z,2025-05-03T16:02:15Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698357815,213,1.90,5698357807,56,Back,5698357809,140,31.5,5698357813,212,31.4,5698357811,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533027,14,1,1,0,57,6oxoag5c6zbnn09wx08vz4iak,1,32.0,62.1,2025-05-03T16:02:15.665Z,2025-05-03T18:16:40Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698357873,213,4.95,5698357867,140,37.1,5698357871,212,22.8,5698357869,141,29.5,5698357865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533059,15,1,1,0,59,6oxoag5c6zbnn09wx08vz4iak,1,35.3,29.4,2025-05-03T16:02:17.610Z,2025-05-03T16:02:19Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698358043,56,Back,5698358049,212,10.7,5698358045,140,38.8,5698358047,141,14.7,5698358051,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533079,16,1,1,1,0,6oxoag5c6zbnn09wx08vz4iak,1,39.3,14.0,2025-05-03T16:02:18.810Z,2025-05-03T16:02:20Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698358209,141,23.0,5698358213,213,2.49,5698358205,56,Back,5698358211,212,10.1,5698358207,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533095,17,1,1,1,2,6oxoag5c6zbnn09wx08vz4iak,0,31.8,21.0,2025-05-03T16:02:20.642Z,2025-05-03T16:02:22Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698358283,140,64.7,5698358287,212,34.8,5698358281,56,Right,5698358279,155,,5698358289,213,6.17,5698358291,1,,5698358285,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533125,8,1,1,1,4,8q6cv8g4bd3xdl7m88kll16na,1,21.0,92.0,2025-05-03T16:02:22.655Z,2025-05-03T16:02:24Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698358499,140,25.6,5698358505,213,5.10,5698358495,3,,5698358497,56,Back,5698358501,141,74.4,5698358503,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533171,10,1,1,1,7,8q6cv8g4bd3xdl7m88kll16na,0,25.1,70.5,2025-05-03T16:02:25.015Z,2025-05-03T16:02:28Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5698358801,56,Center,5698358807,212,55.8,5698358803,140,73.3,5698358799,155,,5698358811,1,,5698358805,141,35.8,5698358809,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533279,19,1,1,1,15,6oxoag5c6zbnn09wx08vz4iak,0,19.9,63.0,2025-05-03T16:02:33.345Z,2025-05-03T16:02:37Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5698359563,140,86.6,5698359567,212,72.8,5698359561,56,Center,5698359569,213,6.01,5698359571,1,,5698359565,141,34.0,5698359559,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533309,11,43,1,1,20,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-03T16:02:38.975Z,2025-05-03T16:02:44Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5698360091,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533577,13,1,1,1,36,8q6cv8g4bd3xdl7m88kll16na,1,5.8,54.5,2025-05-03T16:02:54.606Z,2025-05-03T16:02:59Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5698361287,56,Back,5698361295,213,4.92,5698361293,212,28.4,5698361289,140,11.5,5698361291,141,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533601,14,1,1,1,40,8q6cv8g4bd3xdl7m88kll16na,0,12.2,10.6,2025-05-03T16:02:58.766Z,2025-05-03T16:03:00Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698361453,212,54.1,5698361433,157,,5698361455,213,0.26,5698361457,1,,5698361447,141,31.1,5698361437,56,Center,5698361441,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533657,20,1,1,1,42,6oxoag5c6zbnn09wx08vz4iak,1,37.1,73.3,2025-05-03T16:03:00.449Z,2025-05-03T16:03:03Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698361725,140,58.9,5698361729,212,24.3,5698361717,3,,5698361727,141,61.5,5698361721,56,Center,5698361731,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533669,21,1,1,1,45,6oxoag5c6zbnn09wx08vz4iak,0,58.4,60.6,2025-05-03T16:03:03.242Z,2025-05-03T18:16:39Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5698361787,141,56.0,5698361781,168,,5698361791,213,5.96,5698361789,212,10.0,5698361783,56,Center,5698361785,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533765,15,1,1,1,47,8q6cv8g4bd3xdl7m88kll16na,0,30.1,56.9,2025-05-03T16:03:05.638Z,2025-05-03T16:03:08Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5698362281,56,Left,5698362287,212,43.4,5698362279,157,,5698362283,140,59.9,5698362291,1,,5698362289,213,0.77,5698362285,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533769,16,5,1,1,50,8q6cv8g4bd3xdl7m88kll16na,0,59.4,101.2,2025-05-03T16:03:08.364Z,2025-05-03T18:09:45Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5698362305,56,Left,5698363167,233,22,5698362307,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533899,22,5,1,1,50,6oxoag5c6zbnn09wx08vz4iak,1,40.6,-1.2,2025-05-03T16:03:08.364Z,2025-05-03T18:09:44Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5698363103,56,Back,5698363105,347,,5698363127,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533927,23,1,1,2,0,6oxoag5c6zbnn09wx08vz4iak,0,42.4,0.0,2025-05-03T16:03:18.113Z,2025-05-03T16:03:19Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698363245,56,Right,5698363253,213,0.53,5698363243,107,,5698363249,141,11.9,5698363251,212,18.8,5698363247,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533941,17,8,1,2,3,8q6cv8g4bd3xdl7m88kll16na,1,39.9,91.7,2025-05-03T16:03:21.021Z,2025-05-03T16:05:04Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698363315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809533969,18,61,1,2,5,8q6cv8g4bd3xdl7m88kll16na,1,38.6,83.0,2025-05-03T16:03:23.363Z,2025-05-03T16:03:23Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5698363475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534079,20,1,1,2,6,8q6cv8g4bd3xdl7m88kll16na,1,31.3,78.3,2025-05-03T16:03:24.758Z,2025-05-03T16:03:28Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5698363935,212,31.6,5698363929,56,Back,5698363937,213,3.79,5698363931,140,7.4,5698363933,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534115,21,1,1,2,10,8q6cv8g4bd3xdl7m88kll16na,1,11.6,52.7,2025-05-03T16:03:28.358Z,2025-05-03T16:03:30Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5698364149,140,17.5,5698364153,212,13.1,5698364151,141,69.6,5698364155,213,1.08,5698364147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534163,22,1,1,2,11,8q6cv8g4bd3xdl7m88kll16na,1,11.1,69.3,2025-05-03T16:03:29.893Z,2025-05-03T16:03:33Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5698364401,56,Back,5698364407,212,15.8,5698364403,140,15.2,5698364409,213,1.30,5698364405,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534181,23,1,1,2,15,8q6cv8g4bd3xdl7m88kll16na,0,16.7,94.2,2025-05-03T16:03:33.173Z,2025-05-03T16:03:35Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698364507,56,Back,5698364511,141,94.4,5698364515,213,0.01,5698364513,212,19.2,5698364509,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534193,24,1,1,2,17,6oxoag5c6zbnn09wx08vz4iak,0,63.9,4.4,2025-05-03T16:03:35.057Z,2025-05-03T16:03:35Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698364563,141,8.6,5698364565,212,8.1,5698364567,213,0.36,5698364559,56,Right,5698364561,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534287,24,1,1,2,17,8q6cv8g4bd3xdl7m88kll16na,0,30.0,93.3,2025-05-03T16:03:35.909Z,2025-05-03T16:03:42Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698365035,1,,5698365023,140,71.7,5698365029,212,46.5,5698365033,213,5.94,5698365027,141,70.1,5698365021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534339,26,1,1,2,23,6oxoag5c6zbnn09wx08vz4iak,1,25.1,34.0,2025-05-03T16:03:41.138Z,2025-05-03T16:03:45Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5698365377,140,36.7,5698365385,213,0.19,5698365373,56,Back,5698365383,212,12.4,5698365381,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534385,27,1,1,2,27,6oxoag5c6zbnn09wx08vz4iak,1,40.0,57.5,2025-05-03T16:03:45.041Z,2025-05-03T16:03:48Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698365645,141,73.5,5698365643,140,39.2,5698365649,213,1.65,5698365641,56,Back,5698365647,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534417,28,1,1,2,29,6oxoag5c6zbnn09wx08vz4iak,1,41.0,69.1,2025-05-03T16:03:47.857Z,2025-05-03T16:03:51Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698365859,141,37.4,5698365855,56,Back,5698365863,213,4.72,5698365857,140,41.2,5698365861,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534457,29,1,1,2,33,6oxoag5c6zbnn09wx08vz4iak,1,42.3,36.0,2025-05-03T16:03:51.440Z,2025-05-03T16:03:54Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698366087,140,46.3,5698366093,213,4.94,5698366091,212,19.0,5698366089,141,8.8,5698366085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534489,30,1,1,2,36,6oxoag5c6zbnn09wx08vz4iak,1,47.8,9.5,2025-05-03T16:03:54.241Z,2025-05-03T16:03:57Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698366285,56,Back,5698366289,141,21.2,5698366291,212,12.3,5698366293,213,2.44,5698366287,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534505,31,1,1,2,38,6oxoag5c6zbnn09wx08vz4iak,1,39.8,22.8,2025-05-03T16:03:56.897Z,2025-05-03T16:03:58Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698366379,141,8.2,5698366381,212,10.3,5698366375,56,Back,5698366383,213,4.97,5698366377,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534583,32,1,1,2,40,6oxoag5c6zbnn09wx08vz4iak,1,40.4,9.4,2025-05-03T16:03:58.753Z,2025-05-03T16:04:03Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698366805,213,6.25,5698366799,140,52.9,5698366803,212,13.1,5698366797,56,Right,5698366801,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534589,33,4,1,2,44,6oxoag5c6zbnn09wx08vz4iak,1,47.0,9.2,2025-05-03T16:04:02.801Z,2025-05-03T18:06:00Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5698366895,265,,5698366893,152,,5698366889,13,,5698366897,286,,5698366891,56,Back,5698367169,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534629,25,4,1,2,44,8q6cv8g4bd3xdl7m88kll16na,0,53.0,90.8,2025-05-03T16:04:02.802Z,2025-05-03T18:06:01Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5698367277,233,33,5698367137,56,Left,5698367141,265,,5698367135,13,,5698367139,152,,5698367143,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534745,34,1,1,2,52,6oxoag5c6zbnn09wx08vz4iak,1,41.9,9.1,2025-05-03T16:04:10.609Z,2025-05-03T16:04:13Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698367669,152,,5698367677,212,19.0,5698367671,56,Back,5698367725,189,,5698367673,140,35.4,5698367667,5,,5698367679,213,1.94,5698367675,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534815,35,1,1,2,55,6oxoag5c6zbnn09wx08vz4iak,1,35.3,34.3,2025-05-03T16:04:13.833Z,2025-05-03T16:04:17Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698368085,140,38.3,5698368091,213,1.39,5698368089,212,18.0,5698368081,56,Back,5698368087,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534853,36,1,1,2,58,6oxoag5c6zbnn09wx08vz4iak,1,38.5,62.9,2025-05-03T16:04:16.872Z,2025-05-03T16:04:19Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698368297,140,39.5,5698368301,212,19.5,5698368295,56,Back,5698368299,141,34.2,5698368303,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809534917,37,1,1,3,0,6oxoag5c6zbnn09wx08vz4iak,1,39.2,33.6,2025-05-03T16:04:18.792Z,2025-05-03T16:04:22Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698368573,140,39.6,5698368571,56,Back,5698368577,212,16.6,5698368579,213,4.74,5698368575,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809535025,38,1,1,3,4,6oxoag5c6zbnn09wx08vz4iak,1,36.8,9.4,2025-05-03T16:04:22.249Z,2025-05-03T16:08:20Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,1.0,,5698369321,212,51.8,5698369327,1,,5698369323,213,0.21,5698369311,56,Center,5698369317,141,25.3,5698387711,210,15,5698369309,155,,5698369313,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
