id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2823888647,8,1,1,0,15,e5txudmuc2qpc460bs4lb5aff,1,29.6,17.0,2025-06-22T17:15:31.400Z,2025-06-22T17:15:36Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778130105,140,31.4,5778130107,141,30.7,5778130109,212,9.5,5778130111,213,1.37,5778130103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888669,9,1,1,0,19,e5txudmuc2qpc460bs4lb5aff,1,30.8,24.4,2025-06-22T17:15:36.072Z,2025-06-22T17:15:41Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778130231,1,,5778130221,56,Right,5778130223,140,65.0,5778130219,155,,5778130229,213,6.02,5778130227,212,37.2,5778130225,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888671,10,61,1,0,20,e5txudmuc2qpc460bs4lb5aff,0,65.0,10.0,2025-06-22T17:15:36.497Z,2025-06-22T17:31:14Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778130235,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888737,4,5,1,0,24,bsykw9d70ffqe9atosc92n1e9,1,34.8,101.4,2025-06-22T17:15:41.134Z,2025-06-22T19:19:36Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5778130571,347,,5778130573,233,11,5778130569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888679,11,5,1,0,24,e5txudmuc2qpc460bs4lb5aff,0,65.2,-1.4,2025-06-22T17:15:41.134Z,2025-06-22T19:19:36Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778130577,233,4,5778130275,347,,5778130273,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888745,5,1,1,0,39,bsykw9d70ffqe9atosc92n1e9,0,23.6,100.0,2025-06-22T17:15:55.814Z,2025-06-22T17:15:57Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778130615,212,23.1,5778130613,141,93.9,5778130611,140,45.1,5778130607,107,,5778130609,56,Back,5778130617,213,6.07,5778130619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888767,12,1,1,0,43,e5txudmuc2qpc460bs4lb5aff,1,45.1,12.8,2025-06-22T17:15:59.584Z,2025-06-22T17:16:02Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778130715,3,,5778130725,213,0.02,5778130723,212,11.3,5778130721,141,13.1,5778130719,140,55.9,5778130717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888771,13,44,1,0,44,e5txudmuc2qpc460bs4lb5aff,1,63.3,9.0,2025-06-22T17:16:00.956Z,2025-06-22T19:17:51Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5778130737,233,6,5778130735,286,,5778130733,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888753,6,44,1,0,44,bsykw9d70ffqe9atosc92n1e9,0,36.7,91.0,2025-06-22T17:16:00.957Z,2025-06-22T19:17:51Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778130649,56,Back,5778130755,233,13,5778130651,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888775,14,1,1,0,45,e5txudmuc2qpc460bs4lb5aff,1,55.9,13.1,2025-06-22T17:16:01.296Z,2025-06-22T19:12:22Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5778130765,140,63.4,5778130769,212,7.9,5778130771,213,6.18,5778130767,141,11.9,5778130763,56,Right,5778130761,168,,5778130759,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888793,15,1,1,0,47,e5txudmuc2qpc460bs4lb5aff,1,63.4,11.9,2025-06-22T17:16:04.272Z,2025-06-22T19:28:18Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778130873,212,7.3,5778130869,140,58.8,5778130871,141,20.0,5778130867,56,Right,5778130875,213,2.29,5778149209,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888805,17,1,1,0,49,e5txudmuc2qpc460bs4lb5aff,0,83.5,12.3,2025-06-22T17:16:05.776Z,2025-06-22T19:30:15Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778130925,155,,5778130935,213,1.26,5778130927,56,Center,5778130929,140,89.5,5778130923,2,,5778130931,141,41.5,5778130933,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888797,7,12,1,0,51,bsykw9d70ffqe9atosc92n1e9,1,9.3,54.2,2025-06-22T17:16:07.412Z,2025-06-22T17:16:09Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5778130887,212,32.6,5778130889,213,1.46,5778130885,141,100.0,5778130883,140,12.7,5778130881,56,Back,5778130937,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888803,8,5,1,0,52,bsykw9d70ffqe9atosc92n1e9,0,14.6,102.0,2025-06-22T17:16:08.646Z,2025-06-22T19:19:37Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5778130921,347,,5778131071,233,18,5778130919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888821,18,5,1,0,52,e5txudmuc2qpc460bs4lb5aff,1,85.4,-2.0,2025-06-22T17:16:08.646Z,2025-06-22T19:19:37Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778131025,347,,5778131065,233,8,5778131023,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888899,19,1,1,1,22,e5txudmuc2qpc460bs4lb5aff,0,86.6,0.0,2025-06-22T17:16:38.800Z,2025-06-22T17:16:41Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778131509,141,39.2,5778131507,140,86.7,5778131503,107,,5778131513,213,1.57,5778131511,212,28.0,5778131515,1,,5778131505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888909,9,12,1,1,26,bsykw9d70ffqe9atosc92n1e9,1,9.3,52.7,2025-06-22T17:16:42.660Z,2025-06-22T19:30:13Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5778131569,15,,5778131567,213,6.24,5778131561,140,28.7,5778131563,141,51.5,5778131559,56,Back,5778131565,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888915,20,1,1,1,28,e5txudmuc2qpc460bs4lb5aff,0,62.9,46.7,2025-06-22T17:16:44.504Z,2025-06-22T17:16:45Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778131595,56,Right,5778131599,141,18.5,5778131597,140,75.9,5778131601,212,23.5,5778131603,213,5.33,5778131593,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888927,10,61,1,1,31,bsykw9d70ffqe9atosc92n1e9,1,26.0,74.4,2025-06-22T17:16:47.978Z,2025-06-22T19:30:12Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5778131669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888931,21,1,1,1,33,e5txudmuc2qpc460bs4lb5aff,0,59.9,13.5,2025-06-22T17:16:49.320Z,2025-06-22T17:16:49Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778131683,141,16.7,5778131679,56,Right,5778131681,140,71.2,5778131687,213,0.18,5778131685,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888937,11,61,1,1,34,bsykw9d70ffqe9atosc92n1e9,1,27.5,91.1,2025-06-22T17:16:50.819Z,2025-06-22T19:30:10Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5778131713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888949,12,3,1,1,35,bsykw9d70ffqe9atosc92n1e9,0,38.8,78.5,2025-06-22T17:16:51.311Z,2025-06-22T19:30:08Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5778131755,56,Back,5778131757,286,,5778131763,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888941,22,7,1,1,35,e5txudmuc2qpc460bs4lb5aff,0,61.2,21.5,2025-06-22T17:16:51.312Z,2025-06-22T19:17:29Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778131725,56,Center,5778131727,285,,5778131759,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888973,23,1,1,1,38,e5txudmuc2qpc460bs4lb5aff,1,40.5,20.9,2025-06-22T17:16:54.984Z,2025-06-22T17:16:58Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5778131861,213,2.75,5778131853,56,Back,5778131859,212,31.1,5778131857,141,38.2,5778131855,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888987,24,1,1,1,42,e5txudmuc2qpc460bs4lb5aff,0,11.6,45.5,2025-06-22T17:16:58.768Z,2025-06-22T17:17:03Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5778131959,1,,5778131957,213,0.27,5778131951,140,57.8,5778131953,141,64.9,5778131947,157,,5778131949,56,Center,5778131955,212,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888989,13,44,1,1,44,bsykw9d70ffqe9atosc92n1e9,1,41.2,34.6,2025-06-22T17:17:00.587Z,2025-06-22T17:36:21Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5778131965,285,,5778131963,56,Back,5778132001,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888991,25,44,1,1,44,e5txudmuc2qpc460bs4lb5aff,0,58.8,65.4,2025-06-22T17:17:00.588Z,2025-06-22T17:36:22Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778131971,286,,5778132007,233,13,5778131969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888993,14,12,1,1,44,bsykw9d70ffqe9atosc92n1e9,1,30.5,32.9,2025-06-22T17:17:00.955Z,2025-06-22T19:43:21Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5778329647,15,,5778131979,212,3.8,5778131981,213,0.24,5778131977,141,34.2,5778131975,140,34.0,5778131973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888997,26,61,1,1,46,e5txudmuc2qpc460bs4lb5aff,1,57.8,64.9,2025-06-22T17:17:02.682Z,2025-06-22T17:36:19Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778131989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823888995,15,3,1,1,46,bsykw9d70ffqe9atosc92n1e9,0,38.0,33.4,2025-06-22T17:17:02.961Z,2025-06-22T17:17:04Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5778131983,56,Back,5778131987,211,,5778131985,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889003,27,1,1,1,48,e5txudmuc2qpc460bs4lb5aff,0,45.5,72.0,2025-06-22T17:17:04.976Z,2025-06-22T17:17:07Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5778132037,3,,5778132039,56,Center,5778132045,212,20.5,5778132047,213,6.15,5778132041,140,64.9,5778132043,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889001,16,44,1,1,50,bsykw9d70ffqe9atosc92n1e9,1,33.0,27.4,2025-06-22T17:17:06.603Z,2025-06-22T19:30:06Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778132035,285,,5778132033,56,Back,5778132067,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889007,28,44,1,1,50,e5txudmuc2qpc460bs4lb5aff,0,67.0,72.6,2025-06-22T17:17:06.604Z,2025-06-22T17:17:08Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5778132065,286,,5778132071,233,16,5778132063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889005,17,1,1,1,50,bsykw9d70ffqe9atosc92n1e9,0,30.9,23.0,2025-06-22T17:17:06.810Z,2025-06-22T19:30:05Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778132061,213,0.23,5778132059,212,3.3,5778132057,141,24.1,5778132055,140,34.0,5778132053,56,Back,5778132051,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889013,29,1,1,1,53,e5txudmuc2qpc460bs4lb5aff,1,58.7,55.5,2025-06-22T17:17:09.609Z,2025-06-22T17:38:55Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778132115,141,63.4,5778132119,213,0.52,5778132117,212,10.9,5778132111,56,Center,5778132113,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889027,19,83,1,1,53,bsykw9d70ffqe9atosc92n1e9,0,25.2,19.8,2025-06-22T17:17:10.234Z,2025-06-22T19:30:02Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778132193,399,bww0h67l7g6o9syrkp12s7pih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889015,30,1,1,1,54,e5txudmuc2qpc460bs4lb5aff,1,68.9,69.9,2025-06-22T17:17:10.895Z,2025-06-22T17:37:39Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5778153833,56,Center,5778153839,212,12.6,5778153837,141,59.3,5778153841,213,5.68,5778153835,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889019,31,1,1,1,54,e5txudmuc2qpc460bs4lb5aff,1,68.2,58.9,2025-06-22T17:17:11.064Z,2025-06-22T17:39:18Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5778155541,212,14.8,5778155543,213,0.71,5778155535,56,Center,5778155537,140,78.9,5778155539,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893255,227,61,1,1,55,e5txudmuc2qpc460bs4lb5aff,0,75.5,73.4,2025-06-22T17:17:12.222Z,2025-06-22T17:40:40Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778157123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889025,18,61,1,1,56,bsykw9d70ffqe9atosc92n1e9,0,27.0,21.2,2025-06-22T17:17:13.130Z,2025-06-22T19:29:57Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778132159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889035,32,1,1,1,57,e5txudmuc2qpc460bs4lb5aff,1,69.9,70.5,2025-06-22T17:17:13.531Z,2025-06-22T17:17:15Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5778132185,212,9.3,5778132187,213,0.65,5778132179,56,Center,5778132183,141,78.8,5778132181,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893487,231,83,1,2,0,bsykw9d70ffqe9atosc92n1e9,0,15.4,22.3,2025-06-22T17:17:16.442Z,2025-06-22T17:41:44Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778158575,399,ci3c5x4u4g1n4y9p63av1txx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889045,33,1,1,2,0,e5txudmuc2qpc460bs4lb5aff,1,82.2,76.3,2025-06-22T17:17:17.128Z,2025-06-22T17:17:20Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5778132245,212,11.1,5778132239,56,Left,5778132247,213,2.90,5778132243,141,80.2,5778132241,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889049,34,1,1,2,4,e5txudmuc2qpc460bs4lb5aff,1,71.5,79.6,2025-06-22T17:17:20.427Z,2025-06-22T17:17:21Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5778132269,141,87.2,5778132273,213,0.61,5778132271,212,9.0,5778132267,140,78.5,5778132265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889051,35,1,1,2,5,e5txudmuc2qpc460bs4lb5aff,0,84.6,75.2,2025-06-22T17:17:21.353Z,2025-06-22T17:41:07Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5778132283,212,10.2,5778132281,141,87.7,5778132277,56,Left,5778132279,140,79.2,5778132285,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889067,21,1,1,2,8,bsykw9d70ffqe9atosc92n1e9,1,16.5,11.0,2025-06-22T17:17:24.507Z,2025-06-22T19:29:58Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778132375,212,12.8,5778132369,56,Back,5778132373,141,19.2,5778132371,140,27.5,5778132377,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889077,22,43,1,2,9,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-06-22T17:17:26.003Z,2025-06-22T17:42:25Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5778132425,56,Back,5778159341,144,1,5778132427,140,32.5,5778132429,141,9.1,5778132431,212,9.8,5778132433,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823889081,23,1,1,2,11,bsykw9d70ffqe9atosc92n1e9,0,32.7,9.1,2025-06-22T17:17:27.314Z,2025-06-22T19:30:00Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5778132457,56,Right,5778132459,140,53.6,5778132455,155,,5778132465,213,0.32,5778132463,212,23.1,5778132461,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
