id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2810399973,7,61,1,0,18,d8w1m5j3jbd1eva8524dv4a20,0,75.8,80.9,2025-05-04T15:01:41.721Z,2025-05-04T15:01:42Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703066999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400009,6,1,1,0,19,45v50owpvshpijizwwlcw4lni,1,20.4,26.8,2025-05-04T15:01:42.245Z,2025-05-04T15:56:19Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703067219,140,25.3,5703067223,212,5.2,5703067217,56,Back,5703067221,141,27.9,5703067225,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400017,7,1,1,0,21,45v50owpvshpijizwwlcw4lni,1,25.5,27.9,2025-05-04T15:01:44.932Z,2025-05-04T15:56:12Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703067271,212,5.6,5703067265,56,Back,5703067267,140,25.1,5703067273,213,4.64,5703067269,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400025,8,1,1,0,22,45v50owpvshpijizwwlcw4lni,1,25.1,19.7,2025-05-04T15:01:45.589Z,2025-05-04T15:56:45Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703067329,212,5.1,5703067331,213,3.87,5703067327,141,14.7,5703067325,140,21.5,5703067321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810461613,517,1,1,0,23,45v50owpvshpijizwwlcw4lni,1,21.9,27.9,2025-05-04T15:01:46.033Z,2025-05-04T15:56:45Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703401311,212,4.7,5703401305,56,Back,5703401309,141,21.0,5703401313,213,4.78,5703401307,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400077,9,1,1,0,23,45v50owpvshpijizwwlcw4lni,1,21.5,14.7,2025-05-04T15:01:46.333Z,2025-05-04T15:01:49Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5703067569,140,35.6,5703067567,56,Back,5703067571,141,19.5,5703067575,213,0.22,5703067573,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400089,10,4,1,0,25,45v50owpvshpijizwwlcw4lni,1,35.0,16.8,2025-05-04T15:01:48.788Z,2025-05-04T16:00:36Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5703067643,152,,5703067639,13,,5703067647,286,,5703067727,233,8,5703067645,265,,5703067641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400081,8,4,1,0,25,d8w1m5j3jbd1eva8524dv4a20,0,65.0,83.2,2025-05-04T15:01:48.789Z,2025-05-04T16:00:36Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5703067681,265,,5703067675,13,,5703067677,56,Left,5703067679,152,,5703067683,285,,5703067751,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400203,11,1,1,0,32,45v50owpvshpijizwwlcw4lni,1,37.4,20.1,2025-05-04T15:01:55.812Z,2025-05-04T15:58:14Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703068445,5,,5703068451,56,Back,5703068455,141,51.5,5703068461,213,1.15,5703068449,152,,5703407597,189,,5703068457,212,23.3,5703068453,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400251,12,1,1,0,36,45v50owpvshpijizwwlcw4lni,1,63.9,70.5,2025-05-04T15:01:59.716Z,2025-05-04T15:02:03Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5703068749,140,71.2,5703068747,56,Left,5703068751,141,86.6,5703068755,213,0.96,5703068753,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400279,13,1,1,0,40,45v50owpvshpijizwwlcw4lni,1,74.7,77.6,2025-05-04T15:02:03.244Z,2025-05-04T15:02:04Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5703068903,140,67.5,5703068907,212,8.5,5703068909,213,3.62,5703068901,56,Center,5703068905,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400323,14,1,1,0,41,45v50owpvshpijizwwlcw4lni,1,67.5,71.7,2025-05-04T15:02:04.477Z,2025-05-04T15:02:07Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703069121,212,11.5,5703069115,56,Center,5703069123,213,3.17,5703069119,141,71.2,5703069117,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400405,15,1,1,0,43,45v50owpvshpijizwwlcw4lni,1,58.3,69.0,2025-05-04T15:02:06.860Z,2025-05-04T15:02:11Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703069579,56,Center,5703069587,213,4.89,5703069583,141,43.4,5703069585,212,17.7,5703069581,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400471,16,1,1,0,47,45v50owpvshpijizwwlcw4lni,1,61.3,40.3,2025-05-04T15:02:10.885Z,2025-05-04T15:02:14Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703069923,141,59.1,5703069927,213,1.57,5703069919,56,Center,5703069921,140,61.3,5703069925,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400525,17,1,1,0,51,45v50owpvshpijizwwlcw4lni,1,64.6,61.5,2025-05-04T15:02:14.669Z,2025-05-04T15:02:17Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703070211,213,4.73,5703070197,56,Center,5703070205,141,38.6,5703070201,140,64.8,5703070209,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400573,18,1,1,0,54,45v50owpvshpijizwwlcw4lni,1,64.4,30.6,2025-05-04T15:02:17.213Z,2025-05-04T15:02:19Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703070507,140,78.2,5703070513,213,5.47,5703070509,141,8.2,5703070505,56,Right,5703070511,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400605,19,1,1,0,56,45v50owpvshpijizwwlcw4lni,0,78.2,8.2,2025-05-04T15:02:19.780Z,2025-05-04T15:02:21Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5703070701,213,1.58,5703070695,140,78.1,5703070697,141,19.1,5703070693,56,Right,5703070699,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400593,9,1,1,0,57,d8w1m5j3jbd1eva8524dv4a20,0,20.9,73.8,2025-05-04T15:02:20.801Z,2025-05-04T15:09:55Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5703097169,213,0.54,5703097167,212,4.4,5703097163,140,24.5,5703070649,56,Back,5703097165,141,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810407513,99,61,1,0,57,45v50owpvshpijizwwlcw4lni,1,75.4,20.9,2025-05-04T15:02:20.880Z,2025-05-04T18:06:28Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703109763,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400625,20,43,1,0,59,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-04T15:02:22.388Z,2025-05-04T16:00:34Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703070819,213,0.50,5703070807,56,Center,5703070809,140,77.1,5703070813,212,6.5,5703416585,144,1,5703070811,141,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400631,10,1,1,0,59,d8w1m5j3jbd1eva8524dv4a20,1,29.8,78.1,2025-05-04T15:02:23.001Z,2025-05-04T15:06:48Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703070853,213,4.46,5703070849,141,62.3,5703070847,140,27.2,5703070845,56,Back,5703070851,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400647,12,1,1,1,0,d8w1m5j3jbd1eva8524dv4a20,1,27.2,62.3,2025-05-04T15:02:23.464Z,2025-05-04T15:02:24Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5703070923,56,Back,5703070935,213,0.71,5703070927,140,37.5,5703070929,141,76.1,5703070933,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400657,13,61,1,1,0,d8w1m5j3jbd1eva8524dv4a20,0,37.5,76.1,2025-05-04T15:02:23.512Z,2025-05-04T15:06:54Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703070989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400699,22,1,1,1,3,45v50owpvshpijizwwlcw4lni,1,67.4,23.1,2025-05-04T15:02:26.124Z,2025-05-04T15:02:27Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703071247,140,46.9,5703071253,213,2.61,5703071249,141,41.8,5703071251,212,25.0,5703071245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400745,23,1,1,1,4,45v50owpvshpijizwwlcw4lni,1,46.9,41.8,2025-05-04T15:02:27.540Z,2025-05-04T15:02:30Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703071479,56,Center,5703071483,141,67.3,5703071487,213,1.20,5703071485,212,18.6,5703071481,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400777,24,1,1,1,7,45v50owpvshpijizwwlcw4lni,1,56.2,66.0,2025-05-04T15:02:30.693Z,2025-05-04T15:02:32Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703071691,141,55.1,5703071695,213,4.24,5703071693,212,8.3,5703071687,140,52.6,5703071685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400827,25,1,1,1,9,45v50owpvshpijizwwlcw4lni,1,53.0,51.6,2025-05-04T15:02:32.692Z,2025-05-04T15:02:35Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703071993,141,34.6,5703071997,213,4.91,5703071989,56,Center,5703071995,212,11.8,5703071991,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400941,26,1,1,1,13,45v50owpvshpijizwwlcw4lni,1,61.7,33.6,2025-05-04T15:02:36.997Z,2025-05-04T15:02:43Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703072637,213,1.73,5703072633,141,60.3,5703072629,56,Center,5703072635,212,18.4,5703072631,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810400971,27,1,1,1,20,45v50owpvshpijizwwlcw4lni,1,69.1,73.3,2025-05-04T15:02:43.069Z,2025-05-04T15:02:44Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703072791,213,1.32,5703072785,140,71.0,5703072789,212,8.0,5703072787,141,84.7,5703072783,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401029,28,1,1,1,21,45v50owpvshpijizwwlcw4lni,1,73.4,83.5,2025-05-04T15:02:44.621Z,2025-05-04T15:02:47Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5703073121,56,Left,5703073125,141,92.9,5703073123,140,81.8,5703073127,212,10.9,5703073129,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401111,29,1,1,1,24,45v50owpvshpijizwwlcw4lni,1,79.8,87.4,2025-05-04T15:02:47.132Z,2025-05-04T15:02:53Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703073571,212,15.2,5703073567,140,66.6,5703073563,56,Center,5703073569,141,78.2,5703073573,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401141,30,1,1,1,29,45v50owpvshpijizwwlcw4lni,1,65.0,77.0,2025-05-04T15:02:52.908Z,2025-05-04T15:02:54Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703073717,141,50.9,5703073713,56,Center,5703073719,212,17.7,5703073715,140,64.8,5703073721,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401199,31,1,1,1,31,45v50owpvshpijizwwlcw4lni,1,64.9,50.7,2025-05-04T15:02:54.501Z,2025-05-04T15:02:59Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703074039,212,13.3,5703074037,141,70.2,5703074041,213,1.61,5703074035,140,64.4,5703074033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401225,32,1,1,1,35,45v50owpvshpijizwwlcw4lni,1,65.7,71.7,2025-05-04T15:02:58.852Z,2025-05-04T16:01:37Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703074167,140,75.9,5703074173,213,0.89,5703074169,141,91.1,5703074171,212,17.0,5703074165,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401277,33,1,1,1,37,45v50owpvshpijizwwlcw4lni,0,81.9,91.4,2025-05-04T15:03:00.427Z,2025-05-04T16:01:40Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703074393,56,Center,5703074389,2,,5703074401,213,5.05,5703074399,212,17.5,5703074397,141,67.1,5703074395,140,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810465171,356,12,1,1,38,d8w1m5j3jbd1eva8524dv4a20,1,12.2,33.6,2025-05-04T15:03:01.033Z,2025-05-04T16:01:42Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5703420763,15,,5703420773,213,1.55,5703420771,212,28.6,5703420765,56,Back,5703420767,140,12.9,5703420769,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401343,34,15,1,1,43,45v50owpvshpijizwwlcw4lni,1,81.1,31.5,2025-05-04T15:03:06.540Z,2025-05-04T18:28:10Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5703080927,147,49.1,5703080925,146,98.6,5703080919,102,49.2,5703074787,22,,5703075061,72,,5703074789,18,,5703080921,103,12.0,5703420713,458,,5703081021,233,14,5703074791,56,Center,5703080923,215,5703080911,78,,,,,,,,,,,,,,,,
2810401357,14,10,1,1,43,d8w1m5j3jbd1eva8524dv4a20,1,3.0,50.4,2025-05-04T15:03:06.640Z,2025-05-04T15:04:14Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5703074877,56,Back,5703074871,173,,5703081037,233,34,5703074875,182,,5703075135,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401511,35,1,1,1,49,45v50owpvshpijizwwlcw4lni,1,78.0,4.9,2025-05-04T15:03:12.574Z,2025-05-04T15:03:17Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703075701,212,40.4,5703075705,1,,5703075697,140,40.1,5703075703,213,2.96,5703075699,141,15.5,5703075695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401659,36,1,1,1,59,45v50owpvshpijizwwlcw4lni,1,46.1,43.1,2025-05-04T15:03:22.036Z,2025-05-04T15:03:25Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703076539,213,1.53,5703076537,212,11.8,5703076533,140,46.6,5703076535,141,60.5,5703076531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401777,37,1,1,2,2,45v50owpvshpijizwwlcw4lni,1,46.9,60.3,2025-05-04T15:03:25.508Z,2025-05-04T15:03:32Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703077163,213,4.61,5703077161,212,14.9,5703077157,140,45.4,5703077159,141,38.5,5703077155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401815,38,1,1,2,8,45v50owpvshpijizwwlcw4lni,1,57.0,35.1,2025-05-04T15:03:31.828Z,2025-05-04T15:03:35Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703077401,140,56.6,5703077399,56,Center,5703077405,212,20.6,5703077403,141,65.4,5703077407,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401871,39,1,1,2,11,45v50owpvshpijizwwlcw4lni,1,61.6,72.0,2025-05-04T15:03:34.868Z,2025-05-04T15:03:40Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703077793,141,95.1,5703077797,213,0.92,5703077787,56,Left,5703077791,140,72.9,5703077795,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401915,40,1,1,2,16,45v50owpvshpijizwwlcw4lni,1,72.9,79.7,2025-05-04T15:03:39.876Z,2025-05-04T15:03:42Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5703078085,212,19.7,5703078081,140,66.0,5703078079,56,Center,5703078083,141,52.7,5703078087,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810401961,41,1,1,2,19,45v50owpvshpijizwwlcw4lni,1,67.3,40.4,2025-05-04T15:03:42.715Z,2025-05-04T15:03:45Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703078363,140,76.8,5703078367,212,24.2,5703078369,213,5.14,5703078361,56,Right,5703078365,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810402001,42,1,1,2,22,45v50owpvshpijizwwlcw4lni,1,77.2,7.0,2025-05-04T15:03:45.275Z,2025-05-04T15:03:48Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5703078605,141,12.8,5703078601,56,Right,5703078609,213,2.78,5703078607,212,11.0,5703078603,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
