id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId
2797297663,8,43,1,0,12,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-06T15:00:26.175Z,2025-04-06T15:00:56Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5630831225,144,5,5630829139,56,Back,5630829143,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297771,5,3,1,0,21,d8w1m5j3jbd1eva8524dv4a20,1,92.6,28.5,2025-04-06T15:00:35.365Z,2025-04-06T17:04:29Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,,5630829797,233,9,5630829763,56,Center,5630829765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297765,9,45,1,0,21,ew0hpuiweoltpsg5f51r2w64t,0,7.4,71.5,2025-04-06T15:00:35.365Z,2025-04-06T17:04:30Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5630829733,285,,5630829823,233,5,5630829731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297801,6,1,1,0,22,d8w1m5j3jbd1eva8524dv4a20,0,94.1,27.0,2025-04-06T15:00:36.372Z,2025-04-06T15:00:38Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,,5630829887,140,91.7,5630829889,141,43.4,5630829893,213,1.79,5630829891,212,11.4,5630829885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297847,10,12,1,0,24,ew0hpuiweoltpsg5f51r2w64t,1,4.1,57.3,2025-04-06T15:00:38.457Z,2025-04-06T15:55:14Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5631135797,141,68.1,5631135793,167,,5630830111,56,Back,5631135801,213,2.28,5631135795,140,0.0,5631135799,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297809,7,6,1,0,25,d8w1m5j3jbd1eva8524dv4a20,1,94.9,42.6,2025-04-06T15:00:38.935Z,2025-04-06T17:04:51Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,,5630829997,75,,5630829995,56,Center,5631154883,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297857,11,6,1,0,25,ew0hpuiweoltpsg5f51r2w64t,0,5.1,57.4,2025-04-06T15:00:38.935Z,2025-04-06T17:04:51Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5630830245,73,,5631154891,233,7,5630830243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298335,8,1,1,0,54,d8w1m5j3jbd1eva8524dv4a20,0,99.5,0.5,2025-04-06T15:01:08.460Z,2025-04-06T15:01:11Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5630832399,141,56.4,5630832405,1,,5630832389,6,,5630832393,224,,5630832391,155,,5630832395,56,Center,5630832387,2,,5630832403,213,1.80,5630832401,212,39.0,5630832397,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298381,12,12,1,0,59,ew0hpuiweoltpsg5f51r2w64t,1,10.5,45.7,2025-04-06T15:01:13.502Z,2025-04-06T15:56:03Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5630832687,56,Back,5630832695,213,5.63,5630832719,15,,5630832689,140,32.7,5630832691,141,19.2,5630832693,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298485,14,1,1,1,6,ew0hpuiweoltpsg5f51r2w64t,1,40.7,8.0,2025-04-06T15:01:20.440Z,2025-04-06T15:56:19Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5630833313,213,1.19,5630833305,56,Back,5630833311,212,9.9,5630833307,140,44.2,5630833309,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298535,15,1,1,1,8,ew0hpuiweoltpsg5f51r2w64t,1,44.2,24.1,2025-04-06T15:01:22.239Z,2025-04-06T15:01:26Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5630833643,56,Back,5630833651,213,4.04,5630833649,212,13.6,5630833647,141,8.5,5630833645,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298609,16,1,1,1,11,ew0hpuiweoltpsg5f51r2w64t,1,38.5,14.9,2025-04-06T15:01:25.831Z,2025-04-06T15:01:30Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5630834045,141,35.5,5630834039,56,Back,5630834043,140,23.9,5630834049,212,20.8,5630834051,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298655,17,1,1,1,16,ew0hpuiweoltpsg5f51r2w64t,1,27.8,38.0,2025-04-06T15:01:30.295Z,2025-04-06T15:01:34Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5630834287,212,13.9,5630834285,141,58.5,5630834283,140,28.0,5630834281,56,Back,5630834289,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298683,18,1,1,1,20,ew0hpuiweoltpsg5f51r2w64t,1,36.2,61.1,2025-04-06T15:01:34.094Z,2025-04-06T15:01:36Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5630834461,212,22.7,5630834463,213,5.09,5630834455,56,Back,5630834459,141,30.1,5630834457,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298725,19,1,1,1,22,ew0hpuiweoltpsg5f51r2w64t,1,43.6,28.2,2025-04-06T15:01:36.455Z,2025-04-06T15:01:40Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5630834739,213,5.76,5630834735,212,31.5,5630834727,140,69.6,5630834723,56,Right,5630834731,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298749,20,1,1,1,23,ew0hpuiweoltpsg5f51r2w64t,1,64.2,5.8,2025-04-06T15:01:37.879Z,2025-04-06T15:56:46Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5630834895,212,10.6,5630834891,140,71.8,5630834897,213,0.72,5630834893,141,16.0,5630834889,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354835,392,1,1,1,24,ew0hpuiweoltpsg5f51r2w64t,1,73.3,19.2,2025-04-06T15:01:37.893Z,2025-04-06T15:57:12Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5631143055,213,5.50,5631143047,56,Right,5631144587,155,,5631143049,140,81.5,5631143053,212,12.1,5631143051,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298777,21,43,1,1,27,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-06T15:01:41.791Z,2025-04-06T15:57:03Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5630835099,212,9.6,5630835089,56,Right,5631143873,144,1,5630835091,140,75.7,5630835101,213,0.43,5630835095,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298813,22,43,1,1,30,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-06T15:01:44.239Z,2025-04-06T15:57:04Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5630835295,140,88.9,5630835297,141,16.4,5631143949,144,1,5630835301,213,6.02,5630835299,212,13.7,5630835293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298847,23,1,1,1,32,ew0hpuiweoltpsg5f51r2w64t,0,88.9,16.4,2025-04-06T15:01:46.631Z,2025-04-06T15:01:49Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5630835475,1,,5630835465,141,83.0,5630835457,2,,5630835463,140,91.5,5630835461,56,Left,5630835459,155,,5630835469,212,45.4,5630835473,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298895,10,1,1,1,35,d8w1m5j3jbd1eva8524dv4a20,0,4.9,8.8,2025-04-06T15:01:49.548Z,2025-04-06T15:01:50Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5630835679,140,21.4,5630835685,213,0.08,5630835677,56,Back,5630835683,212,17.4,5630835681,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298933,25,1,1,1,38,ew0hpuiweoltpsg5f51r2w64t,1,74.0,91.2,2025-04-06T15:01:52.391Z,2025-04-06T15:01:53Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5630835893,56,Left,5630835903,212,12.1,5630835899,141,90.8,5630835907,213,6.26,5630835895,140,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298989,26,1,1,1,40,ew0hpuiweoltpsg5f51r2w64t,1,90.9,85.3,2025-04-06T15:01:54.583Z,2025-04-06T15:01:57Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5630836225,213,2.18,5630836217,56,Left,5630836219,140,88.4,5630836223,212,4.6,5630836221,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299013,27,1,1,1,43,ew0hpuiweoltpsg5f51r2w64t,1,96.5,89.9,2025-04-06T15:01:57.439Z,2025-04-06T15:01:58Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5630836315,56,Center,5630836325,212,9.9,5630836329,213,4.35,5630836319,140,93.2,5630836323,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299049,28,1,1,1,44,ew0hpuiweoltpsg5f51r2w64t,1,93.1,75.6,2025-04-06T15:01:58.504Z,2025-04-06T15:02:01Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5630836569,213,2.32,5630836565,141,83.9,5630836567,212,7.7,5630836563,140,88.1,5630836561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299055,29,1,1,1,47,ew0hpuiweoltpsg5f51r2w64t,0,87.4,85.3,2025-04-06T15:02:01.262Z,2025-04-06T15:02:01Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5630836589,2,,5630836591,155,,5630836593,56,Center,5630836599,212,8.2,5630836601,213,5.04,5630836597,141,73.8,5630836595,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299081,11,61,1,1,48,d8w1m5j3jbd1eva8524dv4a20,1,11.6,18.8,2025-04-06T15:02:02.638Z,2025-04-06T17:03:33Z,6685o2ur8lnocqbwtxit8jdas,I. Camara,,,5630836713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299157,30,1,1,1,49,ew0hpuiweoltpsg5f51r2w64t,1,89.7,49.3,2025-04-06T15:02:03.383Z,2025-04-06T17:03:34Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,1.0,,5630837059,140,79.7,5631155651,210,15,5631155653,154,,5630837063,212,15.9,5630837061,141,31.8,5630837057,56,Center,5630837065,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299165,31,15,1,1,50,ew0hpuiweoltpsg5f51r2w64t,1,85.2,32.5,2025-04-06T15:02:04.079Z,2025-04-06T17:25:11Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5631155693,63,,5631155697,29,,5630837115,22,,5631155701,55,30,5630838987,146,87.6,5630838993,231,48.6,5630838991,230,100,5630838983,103,19,5630838981,102,48.1,5631155705,328,,5631155699,154,5630837119,56,Center,5631579585,80,5630838813,20,5631157969,233,12,5630838989,147,35.0,5630838817,82,,,,,,,,,
2797299129,12,10,1,1,50,d8w1m5j3jbd1eva8524dv4a20,1,9.7,63.9,2025-04-06T15:02:04.179Z,2025-04-06T16:00:34Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5631158001,233,31,5630836919,56,Back,5630836917,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299177,32,15,1,1,53,ew0hpuiweoltpsg5f51r2w64t,1,75.4,44.6,2025-04-06T15:02:07.257Z,2025-04-06T17:25:27Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5631157737,233,13,5630838263,20,,5630838267,82,,5630838455,103,19,5630838457,458,,5630837149,56,Center,5630838465,231,48.7,5630838459,146,84.6,5630838463,230,98.5,5630838461,147,47.3,5630837147,18,5630838453,102,51.8,5630838451,78,5630837145,22,,,,,,,,,,,,,,,,,
2797299183,13,10,1,1,53,d8w1m5j3jbd1eva8524dv4a20,1,14.6,53.3,2025-04-06T15:02:07.357Z,2025-04-06T16:00:33Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5631157781,233,32,5630837173,94,,5630837175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299195,14,6,1,1,57,d8w1m5j3jbd1eva8524dv4a20,0,15.6,51.8,2025-04-06T15:02:11.428Z,2025-04-06T15:02:15Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5630837443,233,33,5630837299,73,,5630837297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299201,33,6,1,1,57,ew0hpuiweoltpsg5f51r2w64t,1,84.4,48.2,2025-04-06T15:02:11.428Z,2025-04-06T17:04:51Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5630837389,233,14,5630837367,73,,5630837365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299605,34,1,1,2,23,ew0hpuiweoltpsg5f51r2w64t,0,99.7,0.5,2025-04-06T15:02:37.047Z,2025-04-06T17:03:45Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5630839583,141,56.2,5630839577,56,Center,5630839591,1,,5630839589,213,1.78,5630839575,224,,5630839587,212,38.7,5630839569,2,,5630839573,155,,5630839571,6,,5630839579,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299659,15,12,1,2,24,d8w1m5j3jbd1eva8524dv4a20,1,7.8,54.6,2025-04-06T15:02:38.564Z,2025-04-06T15:02:42Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5630839935,140,6.9,5630839941,213,1.65,5630839939,212,12.7,5630839933,56,Back,5630839937,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299683,16,12,1,2,28,d8w1m5j3jbd1eva8524dv4a20,1,6.9,73.2,2025-04-06T15:02:42.565Z,2025-04-06T15:02:44Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5630840141,167,,5630840053,56,Back,5630840057,141,100.0,5630840061,213,0.41,5630840059,212,47.7,5630840055,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299691,17,5,1,2,30,d8w1m5j3jbd1eva8524dv4a20,0,53.1,101.2,2025-04-06T15:02:43.989Z,2025-04-06T17:05:03Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5630840095,347,,5630840091,56,Left,5630841147,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299865,35,5,1,2,30,ew0hpuiweoltpsg5f51r2w64t,1,46.9,-1.2,2025-04-06T15:02:43.989Z,2025-04-06T17:05:03Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5630841081,233,17,5630841039,56,Back,5630841041,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300051,36,1,1,2,50,ew0hpuiweoltpsg5f51r2w64t,1,40.0,0.0,2025-04-06T15:03:04.766Z,2025-04-06T15:03:08Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5630842025,212,31.4,5630842017,107,,5630842027,213,1.87,5630842019,56,Back,5630842029,1,,5630842023,141,42.1,5630842021,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300097,37,1,1,2,54,ew0hpuiweoltpsg5f51r2w64t,1,29.8,62.0,2025-04-06T15:03:08.254Z,2025-04-06T15:03:11Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5630842277,212,22.3,5630842273,140,41.6,5630842271,56,Back,5630842279,213,0.98,5630842275,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300191,38,1,1,2,57,ew0hpuiweoltpsg5f51r2w64t,1,58.3,90.2,2025-04-06T15:03:10.974Z,2025-04-06T15:03:16Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5630842839,212,10.8,5630842841,213,0.31,5630842833,56,Left,5630842835,140,68.1,5630842837,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300145,18,43,1,3,0,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-06T15:03:14.636Z,2025-04-06T15:03:32Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5630843449,399,4vp5w5ahxvyk2iu4ymm9ksl7u,5630844343,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300207,39,4,1,3,2,ew0hpuiweoltpsg5f51r2w64t,1,68.6,90.9,2025-04-06T15:03:16.798Z,2025-04-06T15:03:23Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5630843235,13,,5630843241,152,,5630843239,56,Left,5630843287,233,19,5630843237,295,,5630843245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300199,19,4,1,3,2,d8w1m5j3jbd1eva8524dv4a20,0,31.4,9.1,2025-04-06T15:03:16.799Z,2025-04-06T15:03:22Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5630843101,13,,5630843109,56,Back,5630843117,285,,5630843359,233,39,5630843105,295,,5630843113,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300527,40,1,1,3,18,ew0hpuiweoltpsg5f51r2w64t,1,63.4,89.3,2025-04-06T15:03:32.878Z,2025-04-06T16:01:23Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5630844549,213,4.68,5630844533,152,,5630844551,1,,5630844541,140,62.2,5630844529,5,,5630844537,56,Center,5630844545,141,33.1,5630844547,212,38.2,5631161871,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
