id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value
2804416553,8,1,1,0,15,c7jgkxx1czv5etn7snf1r6p2m,1,38.3,76.1,2025-04-21T12:31:22.110Z,2025-04-21T12:37:28Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5670008275,213,5.36,5670008267,56,Back,5670008263,5,,5670008273,212,10.3,5670008265,152,,5670008269,140,44.2,5670008271,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416567,9,1,1,0,17,c7jgkxx1czv5etn7snf1r6p2m,1,44.0,64.3,2025-04-21T12:31:23.763Z,2025-04-21T12:37:30Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5670008355,213,4.67,5670008347,56,Back,5670008353,212,12.0,5670008349,140,43.5,5670008351,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416573,10,1,1,0,18,c7jgkxx1czv5etn7snf1r6p2m,1,43.5,46.7,2025-04-21T12:31:25.259Z,2025-04-21T12:31:26Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5670008377,141,61.5,5670008375,140,43.3,5670008381,213,1.59,5670008379,212,10.1,5670008373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416591,11,1,1,0,19,c7jgkxx1czv5etn7snf1r6p2m,1,42.6,60.8,2025-04-21T12:31:26.252Z,2025-04-21T12:31:28Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5670008453,212,8.2,5670008449,140,42.1,5670008451,141,48.7,5670008455,213,4.65,5670008447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416609,12,1,1,0,22,c7jgkxx1czv5etn7snf1r6p2m,1,41.1,39.7,2025-04-21T12:31:28.628Z,2025-04-21T12:31:31Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5670008561,56,Right,5670008567,212,33.5,5670008563,140,65.8,5670008565,141,8.5,5670008569,213,5.60,5670008571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416613,13,61,1,0,24,c7jgkxx1czv5etn7snf1r6p2m,0,65.8,8.0,2025-04-21T12:31:30.916Z,2025-04-21T12:31:31Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5670008579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416657,4,1,1,0,26,8q6cv8g4bd3xdl7m88kll16na,0,27.0,93.3,2025-04-21T12:31:33.398Z,2025-04-21T12:31:36Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5670008827,1,,5670008821,141,87.5,5670008819,140,86.5,5670008815,157,,5670008823,212,62.6,5670008817,56,Left,5670008825,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416699,14,1,1,0,34,c7jgkxx1czv5etn7snf1r6p2m,0,13.2,12.0,2025-04-21T12:31:41.203Z,2025-04-21T12:31:44Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5670009049,141,34.8,5670009043,56,Center,5670009055,1,,5670009045,140,70.9,5670009053,213,0.25,5670009041,157,,5670009051,212,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416763,6,1,1,0,42,8q6cv8g4bd3xdl7m88kll16na,1,33.8,53.9,2025-04-21T12:31:48.447Z,2025-04-21T12:31:52Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5670009435,56,Back,5670009439,141,15.3,5670009437,140,41.1,5670009441,212,27.3,5670009443,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416779,7,1,1,0,45,8q6cv8g4bd3xdl7m88kll16na,1,41.1,15.2,2025-04-21T12:31:51.990Z,2025-04-21T12:31:54Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5670009521,212,12.3,5670009515,140,29.4,5670009517,141,17.0,5670009525,213,3.04,5670009513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416807,8,1,1,0,47,8q6cv8g4bd3xdl7m88kll16na,1,29.4,17.0,2025-04-21T12:31:54.165Z,2025-04-21T12:31:57Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5670009663,141,39.5,5670009667,212,30.2,5670009671,213,2.61,5670009659,140,4.6,5670009655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416823,9,1,1,0,50,8q6cv8g4bd3xdl7m88kll16na,1,6.8,39.8,2025-04-21T12:31:57.222Z,2025-04-21T12:31:59Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5670009755,213,6.12,5670009747,56,Back,5670009753,212,17.0,5670009749,140,22.8,5670009751,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416833,10,1,1,0,52,8q6cv8g4bd3xdl7m88kll16na,1,22.8,35.8,2025-04-21T12:31:59.134Z,2025-04-21T12:32:03Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5670009819,212,13.1,5670009813,56,Back,5670009815,140,16.9,5670009817,141,18.9,5670009821,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416837,11,1,1,0,56,8q6cv8g4bd3xdl7m88kll16na,0,17.6,16.5,2025-04-21T12:32:02.910Z,2025-04-21T12:32:04Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5670009853,141,37.4,5670009849,56,Back,5670009857,213,0.48,5670009851,140,43.5,5670009859,1,,5670009855,212,30.7,5670009847,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416859,15,1,1,0,58,c7jgkxx1czv5etn7snf1r6p2m,1,57.2,62.6,2025-04-21T12:32:04.699Z,2025-04-21T12:32:09Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5670010003,141,64.9,5670009997,3,,5670010007,213,0.09,5670010001,140,73.5,5670010005,212,17.2,5670009999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416857,12,83,1,1,2,8q6cv8g4bd3xdl7m88kll16na,0,18.7,28.2,2025-04-21T12:32:08.534Z,2025-04-21T12:32:12Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5670010217,399,ec0e15kwv2vre5gnldajcwq8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416917,17,1,1,1,2,c7jgkxx1czv5etn7snf1r6p2m,1,85.6,67.2,2025-04-21T12:32:09.259Z,2025-04-21T12:32:15Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5670010331,212,14.8,5670010327,140,81.2,5670010329,141,87.8,5670010333,213,1.89,5670010325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417115,18,1,1,1,8,c7jgkxx1czv5etn7snf1r6p2m,1,94.5,72.7,2025-04-21T12:32:15.147Z,2025-04-21T12:33:22Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,1.0,,5670013425,154,,5670011619,213,4.95,5670011615,141,50.9,5670011617,212,15.2,5670011611,56,Center,5670013423,210,16,5670011613,140,97.9,5670013427,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417263,19,16,1,1,9,c7jgkxx1czv5etn7snf1r6p2m,1,98.7,50.9,2025-04-21T12:32:15.595Z,2025-04-21T12:33:23Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5670013445,72,,5670012829,375,01:09.058,5670012587,56,Center,5670013463,103,1.9,5670013449,29,,5670013479,231,55.1,5670013471,328,,5670012825,374,2025-04-21 13:32:15.505,5670012583,22,5670013467,214,5670013447,78,5670013477,230,99.5,5670013451,154,5670013453,55,18,5670012585,16,5670013459,102,50.0,,,,,,,,
2804417335,13,1,1,2,7,8q6cv8g4bd3xdl7m88kll16na,1,50.2,50.0,2025-04-21T12:33:13.677Z,2025-04-21T12:35:42Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5670013029,141,29.5,5670013035,279,G,5670013025,56,Back,5670013033,213,3.69,5670021221,189,,5670013027,140,28.4,5670013031,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417353,14,1,1,2,8,8q6cv8g4bd3xdl7m88kll16na,1,28.4,29.5,2025-04-21T12:33:15.133Z,2025-04-21T12:35:45Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5670013151,140,41.2,5670013157,213,5.60,5670013153,141,13.4,5670021345,189,,5670013147,56,Back,5670013155,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417369,15,1,1,2,10,8q6cv8g4bd3xdl7m88kll16na,1,42.3,11.7,2025-04-21T12:33:16.805Z,2025-04-21T12:33:19Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5670013251,56,Right,5670013257,212,14.5,5670013253,140,56.1,5670013259,213,0.04,5670013255,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417379,16,1,1,2,12,8q6cv8g4bd3xdl7m88kll16na,1,59.6,9.5,2025-04-21T12:33:19.045Z,2025-04-21T12:33:20Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5670013323,213,0.48,5670013315,56,Right,5670013319,141,16.5,5670013321,212,10.3,5670013317,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417387,17,1,1,2,13,8q6cv8g4bd3xdl7m88kll16na,1,68.3,16.5,2025-04-21T12:33:19.997Z,2025-04-21T12:40:58Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5670013363,213,5.75,5670013357,140,71.6,5670013361,212,4.0,5670013355,56,Right,5670013359,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417437,20,43,1,2,20,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-04-21T12:33:26.698Z,2025-04-21T12:40:06Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5670035033,144,61,5670013711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417477,18,1,1,2,20,8q6cv8g4bd3xdl7m88kll16na,0,91.8,29.5,2025-04-21T12:33:27.094Z,2025-04-21T13:32:20Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5670013903,212,11.5,5670013901,141,45.4,5670013907,213,1.22,5670013897,56,Center,5670013895,155,,5670013899,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443969,418,61,1,2,21,8q6cv8g4bd3xdl7m88kll16na,1,85.5,61.8,2025-04-21T12:33:27.447Z,2025-04-21T13:32:18Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5670167431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417483,21,12,1,2,23,c7jgkxx1czv5etn7snf1r6p2m,1,8.7,43.9,2025-04-21T12:33:29.498Z,2025-04-21T15:25:16Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5670013959,56,Back,5670013977,15,,5670013965,212,12.1,5670013961,140,18.4,5670013967,213,5.71,5670013963,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444155,419,61,1,2,24,8q6cv8g4bd3xdl7m88kll16na,1,84.4,67.5,2025-04-21T12:33:30.447Z,2025-04-21T13:32:43Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5670168375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417513,19,61,1,2,25,8q6cv8g4bd3xdl7m88kll16na,1,89.5,56.3,2025-04-21T12:33:31.868Z,2025-04-21T13:32:47Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5670014097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417527,20,61,1,2,27,8q6cv8g4bd3xdl7m88kll16na,0,82.1,59.1,2025-04-21T12:33:33.525Z,2025-04-21T13:32:49Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5670014201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417565,23,1,1,2,27,c7jgkxx1czv5etn7snf1r6p2m,1,26.8,34.8,2025-04-21T12:33:33.578Z,2025-04-21T12:33:37Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5670014405,141,48.2,5670014409,213,0.96,5670014407,212,11.1,5670014401,56,Back,5670014403,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417577,24,1,1,2,31,c7jgkxx1czv5etn7snf1r6p2m,1,31.0,60.8,2025-04-21T12:33:38.426Z,2025-04-21T12:33:40Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5670014541,213,1.05,5670014537,141,93.3,5670014533,56,Back,5670014539,212,25.4,5670014535,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417585,25,1,1,2,33,c7jgkxx1czv5etn7snf1r6p2m,1,43.0,92.7,2025-04-21T12:33:39.554Z,2025-04-21T12:33:40Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5670014587,212,19.6,5670014581,56,Back,5670014585,141,84.1,5670014591,213,3.44,5670014583,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417591,26,1,1,2,34,c7jgkxx1czv5etn7snf1r6p2m,0,25.2,84.1,2025-04-21T12:33:40.594Z,2025-04-21T12:33:41Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5670014623,212,11.2,5670014619,140,35.0,5670014625,213,0.41,5670014621,141,90.6,5670014617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417639,22,1,1,2,38,8q6cv8g4bd3xdl7m88kll16na,1,64.1,19.4,2025-04-21T12:33:44.557Z,2025-04-21T12:33:46Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5670014883,56,Center,5670014889,212,11.6,5670014891,213,0.98,5670014885,140,70.3,5670014887,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417669,23,1,1,2,39,8q6cv8g4bd3xdl7m88kll16na,1,70.3,33.6,2025-04-21T12:33:45.828Z,2025-04-21T12:33:48Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5670015065,140,75.8,5670015071,213,5.10,5670015069,212,15.2,5670015067,141,12.9,5670015063,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417715,24,1,1,2,41,8q6cv8g4bd3xdl7m88kll16na,1,76.9,11.3,2025-04-21T12:33:48.429Z,2025-04-21T12:34:04Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,1.0,5670016195,210,15,5670015329,56,Center,5670015325,155,,5670015335,212,30.3,5670015331,140,89.1,5670015337,213,1.13,5670015323,2,,5670016197,154,,5670015333,141,,,,,,,,,,,,,,,,,,51.6,,,,,,,
2804417719,25,15,1,2,45,8q6cv8g4bd3xdl7m88kll16na,1,93.0,52.3,2025-04-21T12:33:51.564Z,2025-04-21T15:34:12Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5670015361,56,Center,5670016227,103,30.4,5670016231,147,50.5,5670016215,79,,5670015359,17,,5670016217,29,,5670015759,15,,5670016225,102,49.9,5670900107,214,5670016269,233,5670016221,55,5670016219,154,,5670015357,22,5670015765,328,,5670016229,146,,,,,27,24,99.5,,,,
2804417725,27,10,1,2,45,c7jgkxx1czv5etn7snf1r6p2m,1,1.9,50.1,2025-04-21T12:33:51.664Z,2025-04-21T12:38:02Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5670028847,175,,5670015393,56,Back,5670028849,181,,5670016281,233,25,5670015391,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417729,26,6,1,2,46,8q6cv8g4bd3xdl7m88kll16na,1,94.7,50.6,2025-04-21T12:33:52.925Z,2025-04-21T13:34:22Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5670015547,75,,5670015651,233,28,5670015545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417751,28,6,1,2,46,c7jgkxx1czv5etn7snf1r6p2m,0,5.3,49.4,2025-04-21T12:33:52.925Z,2025-04-21T13:34:22Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5670015659,233,26,5670015599,73,,5670015595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804418027,27,1,1,3,10,8q6cv8g4bd3xdl7m88kll16na,1,99.5,0.5,2025-04-21T12:34:17.260Z,2025-04-21T12:34:41Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5670017283,213,1.75,5670017279,212,23.9,5670017275,141,35.1,5670017249,6,,5670017271,140,95.4,5670017247,2,,5670017265,56,Center,5670017259,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804418037,28,61,1,3,11,8q6cv8g4bd3xdl7m88kll16na,0,95.4,35.1,2025-04-21T12:34:18.188Z,2025-04-21T12:34:43Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5670017315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804418041,29,12,1,3,14,c7jgkxx1czv5etn7snf1r6p2m,1,5.7,61.8,2025-04-21T12:34:20.889Z,2025-04-21T12:34:22Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5670017347,140,10.2,5670017351,212,4.7,5670017349,141,62.0,5670017345,56,Back,5670017353,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804418055,29,61,1,3,14,8q6cv8g4bd3xdl7m88kll16na,1,92.2,34.0,2025-04-21T12:34:21.161Z,2025-04-21T14:42:57Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5670017431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804418067,30,5,1,3,15,8q6cv8g4bd3xdl7m88kll16na,0,101.4,33.2,2025-04-21T12:34:22.353Z,2025-04-21T13:33:45Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5670017541,233,30,5670017495,346,,5670017493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804418061,30,5,1,3,15,c7jgkxx1czv5etn7snf1r6p2m,1,-1.4,66.8,2025-04-21T12:34:22.353Z,2025-04-21T13:33:45Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5670017459,56,Back,5670017461,346,,5670017507,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
