id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792901993,4,1,1,0,35,e5txudmuc2qpc460bs4lb5aff,0,29.2,76.1,2025-03-29T17:02:00.130Z,2025-03-29T17:02:03Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5606736079,152,,5606736081,56,Center,5606736085,141,62.7,5606736075,5,,5606736089,213,6.08,5606736077,157,,5606736091,1,,5606736083,140,72.2,5606736087,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902023,8,44,1,0,38,6oxoag5c6zbnn09wx08vz4iak,1,25.0,36.3,2025-03-29T17:02:02.441Z,2025-03-29T18:02:57Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5606736371,233,5,5606736245,285,,5606736243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902003,5,44,1,0,38,e5txudmuc2qpc460bs4lb5aff,0,75.0,63.7,2025-03-29T17:02:02.442Z,2025-03-29T18:02:57Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606736133,56,Center,5606736403,233,8,5606736135,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902027,9,12,1,0,38,6oxoag5c6zbnn09wx08vz4iak,1,20.1,34.8,2025-03-29T17:02:03.106Z,2025-03-29T18:03:17Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5606736341,15,,5606736267,212,9.0,5606736263,140,28.4,5606736265,141,31.8,5606736261,56,Back,5606736269,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902021,6,1,1,0,39,e5txudmuc2qpc460bs4lb5aff,0,71.0,67.1,2025-03-29T17:02:03.675Z,2025-03-29T18:03:17Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606736227,141,61.5,5606736223,140,71.4,5606736219,56,Center,5606736235,213,4.82,5606736231,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902077,10,8,1,0,42,6oxoag5c6zbnn09wx08vz4iak,1,28.4,36.0,2025-03-29T17:02:06.290Z,2025-03-29T17:50:18Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5606736557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902173,7,1,1,0,48,e5txudmuc2qpc460bs4lb5aff,1,78.4,91.2,2025-03-29T17:02:13.147Z,2025-03-29T17:02:14Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606737103,141,91.7,5606737107,212,9.9,5606737109,213,3.11,5606737101,140,69.0,5606737097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902175,8,1,1,0,50,e5txudmuc2qpc460bs4lb5aff,0,67.2,91.7,2025-03-29T17:02:14.313Z,2025-03-29T17:02:17Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606737145,140,70.9,5606737141,56,Left,5606737151,213,0.21,5606737333,286,,5606737149,212,4.0,5606737321,236,,5606737325,233,11,5606737147,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902201,11,74,1,0,50,6oxoag5c6zbnn09wx08vz4iak,1,28.8,12.0,2025-03-29T17:02:14.314Z,2025-03-29T18:03:12Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5606737353,233,8,5606737303,56,Back,5606737305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902225,12,12,1,0,53,6oxoag5c6zbnn09wx08vz4iak,1,28.5,11.9,2025-03-29T17:02:17.652Z,2025-03-29T17:50:13Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5606737451,213,4.39,5606737441,141,0.0,5606737447,212,10.0,5606737435,140,25.5,5606737531,167,,5606737431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902411,9,5,1,0,53,e5txudmuc2qpc460bs4lb5aff,1,75.1,101.5,2025-03-29T17:02:18.055Z,2025-03-29T19:27:04Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606738487,56,Left,5606738489,347,,5606738565,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902237,13,5,1,0,53,6oxoag5c6zbnn09wx08vz4iak,0,24.9,-1.5,2025-03-29T17:02:18.055Z,2025-03-29T19:27:05Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5606737493,56,Back,5606737495,347,,5606738617,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902737,10,1,1,1,27,e5txudmuc2qpc460bs4lb5aff,1,81.2,100.0,2025-03-29T17:02:51.332Z,2025-03-29T17:52:31Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5606740457,1,,5606740453,212,23.3,5606740447,56,Center,5606740449,140,87.3,5606740445,107,,5606740455,213,4.99,5606740451,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902747,11,44,1,1,29,e5txudmuc2qpc460bs4lb5aff,1,92.5,57.1,2025-03-29T17:02:54.105Z,2025-03-29T18:02:58Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606740575,233,14,5606740499,286,,5606740497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902757,14,44,1,1,29,6oxoag5c6zbnn09wx08vz4iak,0,7.5,42.9,2025-03-29T17:02:54.106Z,2025-03-29T18:02:58Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606740553,285,,5606740609,233,11,5606740551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902905,12,1,1,1,30,e5txudmuc2qpc460bs4lb5aff,1,89.8,58.5,2025-03-29T17:02:54.361Z,2025-03-29T17:03:13Z,dkuinrikn3htd1kilcsce2bit,E. Holten,1.0,,5606741937,210,13,5606741351,212,16.2,5606741345,140,88.8,5606741341,168,,5606741339,3,,5606741939,154,,5606741347,141,34.8,5606741343,56,Center,5606741353,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792902913,13,13,1,1,40,e5txudmuc2qpc460bs4lb5aff,1,90.5,38.9,2025-03-29T17:03:04.873Z,2025-03-29T19:28:11Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606741951,15,,5606741955,29,,5607601961,17,,5606741967,328,,5606741393,56,Center,5606741965,103,4.2,5606741957,154,,5606741963,102,60.7,5606741959,55,12,5606741971,231,46.9,5606741679,160,5606741969,230,99.1,5607601963,73,,,,,,,,,,,,,,,,,
2792902917,14,5,1,1,42,e5txudmuc2qpc460bs4lb5aff,0,101.0,45.0,2025-03-29T17:03:06.185Z,2025-03-29T19:27:06Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606741409,346,,5606741407,56,Center,5607068669,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903007,15,5,1,1,42,6oxoag5c6zbnn09wx08vz4iak,1,-1.0,55.0,2025-03-29T17:03:06.185Z,2025-03-29T19:27:05Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606741931,56,Back,5607068527,233,14,5606741933,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903085,16,1,1,1,48,6oxoag5c6zbnn09wx08vz4iak,0,3.2,53.1,2025-03-29T17:03:13.099Z,2025-03-29T17:03:17Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5606742309,141,63.4,5606742317,1,,5606742313,213,0.11,5606742321,74,,5606742305,56,Center,5606742303,124,,5606742307,140,62.4,5606742311,212,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903117,15,1,1,1,53,e5txudmuc2qpc460bs4lb5aff,0,35.0,36.4,2025-03-29T17:03:17.841Z,2025-03-29T17:52:56Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5606742463,213,0.08,5606742453,157,,5606742457,140,58.5,5606742459,141,39.4,5606742455,56,Center,5606742465,1,,5606742461,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903131,17,44,1,1,55,6oxoag5c6zbnn09wx08vz4iak,1,41.8,57.4,2025-03-29T17:03:19.976Z,2025-03-29T18:02:58Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5606742563,56,Back,5606742565,285,,5606742613,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903125,16,44,1,1,55,e5txudmuc2qpc460bs4lb5aff,0,58.2,42.6,2025-03-29T17:03:19.977Z,2025-03-29T18:02:59Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606742495,286,,5606742629,233,17,5606742493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903147,18,1,1,1,55,6oxoag5c6zbnn09wx08vz4iak,0,42.6,52.4,2025-03-29T17:03:20.050Z,2025-03-29T18:03:19Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5606742673,212,13.5,5606742669,140,54.2,5606742667,56,Center,5606742665,3,,5606742671,141,43.9,5606742675,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903167,17,1,1,1,58,e5txudmuc2qpc460bs4lb5aff,0,45.4,67.4,2025-03-29T17:03:22.490Z,2025-03-29T17:53:14Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606742767,157,,5606742773,141,36.4,5606742777,213,5.58,5606742771,140,69.3,5606742775,212,32.8,5606742769,56,Center,5606742779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903191,19,12,1,2,1,6oxoag5c6zbnn09wx08vz4iak,1,24.4,58.7,2025-03-29T17:03:25.987Z,2025-03-29T17:51:38Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5606742899,56,Back,5606742903,141,59.1,5606742907,213,0.03,5606742925,15,,5606742901,140,32.2,5606742905,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903289,18,1,1,2,6,e5txudmuc2qpc460bs4lb5aff,1,70.8,49.2,2025-03-29T17:03:30.339Z,2025-03-29T17:53:30Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606743577,1,,5606743559,56,Left,5606743573,213,0.94,5606743563,140,88.7,5606743569,212,32.1,5606743565,141,87.4,5607018213,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903317,19,1,1,2,9,e5txudmuc2qpc460bs4lb5aff,1,88.7,87.4,2025-03-29T17:03:33.657Z,2025-03-29T17:03:34Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606743705,56,Left,5606743713,213,4.57,5606743711,212,4.3,5606743709,141,81.1,5606743707,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903357,20,1,1,2,10,e5txudmuc2qpc460bs4lb5aff,1,88.1,80.9,2025-03-29T17:03:34.625Z,2025-03-29T17:03:36Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606743843,141,74.0,5606743847,213,4.39,5606743839,56,Center,5606743841,140,86.6,5606743845,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903365,21,1,1,2,12,e5txudmuc2qpc460bs4lb5aff,0,86.2,73.5,2025-03-29T17:03:36.761Z,2025-03-29T17:03:39Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606743875,141,71.5,5606743871,56,Center,5606744073,233,20,5606744077,286,,5606744071,236,,5606743879,213,4.11,5606743877,212,1.7,5606743873,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903399,20,74,1,2,12,6oxoag5c6zbnn09wx08vz4iak,1,18.1,40.9,2025-03-29T17:03:36.762Z,2025-03-29T18:03:12Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5606744049,56,Back,5606744083,233,21,5606744051,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903449,22,1,1,2,17,6oxoag5c6zbnn09wx08vz4iak,1,24.0,18.6,2025-03-29T17:03:41.594Z,2025-03-29T17:03:42Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5606744331,56,Back,5606744335,141,14.0,5606744339,213,3.79,5606744333,140,20.1,5606744337,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903471,23,1,1,2,18,6oxoag5c6zbnn09wx08vz4iak,0,13.9,10.7,2025-03-29T17:03:42.331Z,2025-03-29T17:53:04Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5606744397,140,16.5,5606744399,141,15.6,5606744403,213,0.88,5606744401,212,4.3,5606744395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903551,23,1,1,2,19,e5txudmuc2qpc460bs4lb5aff,1,63.0,86.8,2025-03-29T17:03:44.051Z,2025-03-29T17:03:46Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606744803,212,13.4,5606744797,56,Left,5606744799,140,75.4,5606744801,141,91.7,5606744805,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903595,24,1,1,2,22,e5txudmuc2qpc460bs4lb5aff,1,76.1,93.4,2025-03-29T17:03:46.450Z,2025-03-29T17:03:50Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606745105,212,19.0,5606745101,140,59.2,5606745099,56,Left,5606745107,213,3.50,5606745103,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903667,25,1,1,2,25,e5txudmuc2qpc460bs4lb5aff,1,39.6,78.8,2025-03-29T17:03:49.905Z,2025-03-29T17:03:55Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606745495,213,4.64,5606745491,141,31.4,5606745487,56,Back,5606745497,1,,5606745489,140,37.5,5606745493,212,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903703,26,1,1,2,30,e5txudmuc2qpc460bs4lb5aff,1,39.3,19.1,2025-03-29T17:03:54.977Z,2025-03-29T17:03:57Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5606745683,213,2.29,5606745675,56,Back,5606745681,212,25.1,5606745679,141,47.0,5606745677,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792903759,27,1,1,2,33,e5txudmuc2qpc460bs4lb5aff,0,24.0,46.7,2025-03-29T17:03:57.785Z,2025-03-29T17:04:01Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5606745979,140,88.0,5606745981,141,28.5,5606745977,56,Center,5606745985,213,6.10,5606745983,212,68.3,5606745975,157,,5606745987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904183,25,1,1,2,58,6oxoag5c6zbnn09wx08vz4iak,1,9.7,43.1,2025-03-29T17:04:22.387Z,2025-03-29T17:04:24Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5606748001,212,11.4,5606747995,141,31.5,5606747981,240,,5606747991,140,17.6,5606747987,56,Back,5606748003,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904219,26,1,1,2,59,6oxoag5c6zbnn09wx08vz4iak,0,23.6,27.1,2025-03-29T17:04:24.066Z,2025-03-29T17:04:27Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606748211,213,0.07,5606748199,56,Center,5606748209,212,41.9,5606748197,155,,5606748213,1,,5606748201,140,63.4,5606748205,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904267,28,43,1,3,2,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-03-29T17:04:26.602Z,2025-03-29T17:04:33Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5606748477,233,27,5606748457,285,0,5606748847,144,44,5606748455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904429,29,4,1,3,2,e5txudmuc2qpc460bs4lb5aff,1,39.7,70.5,2025-03-29T17:04:26.602Z,2025-03-29T18:02:49Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606749363,152,,5606749353,13,,5607024747,233,27,5606749357,294,,5606749365,286,,5606749361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904229,27,4,1,3,2,6oxoag5c6zbnn09wx08vz4iak,0,60.3,29.5,2025-03-29T17:04:26.603Z,2025-03-29T18:02:50Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5606749595,13,,5606750275,294,,5606749599,152,,5607024759,233,29,5606748263,56,Center,5606749601,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904341,28,43,1,3,7,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-03-29T17:04:32.036Z,2025-03-29T17:04:50Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5606748991,13,0,5606750537,144,4,5606748995,152,0,5606748999,285,0,5606748993,56,Center,5606749441,233,29,5606748997,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904775,30,1,1,3,25,e5txudmuc2qpc460bs4lb5aff,1,39.4,78.3,2025-03-29T17:04:50.153Z,2025-03-29T17:04:55Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606751021,1,,5606751005,5,,5606751013,140,80.3,5606751017,212,43.2,5606751009,152,,5606751019,213,0.11,5606751011,56,Left,5606751015,141,85.0,5606751007,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792955565,316,61,1,3,30,e5txudmuc2qpc460bs4lb5aff,1,81.1,85.2,2025-03-29T17:04:54.177Z,2025-03-29T17:54:25Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5607022743,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792904781,31,61,1,3,30,e5txudmuc2qpc460bs4lb5aff,0,80.4,85.0,2025-03-29T17:04:54.905Z,2025-03-29T17:04:55Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606751043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
