id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2797425561,6,5,1,0,15,4q0b35m26thti4c2on9a3npk0,1,53.4,-1.8,2025-04-06T17:15:30.018Z,2025-04-06T19:29:25Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5631535779,233,6,5631535753,56,Right,5631535755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797425537,6,5,1,0,15,bsykw9d70ffqe9atosc92n1e9,0,46.6,101.8,2025-04-06T17:15:30.018Z,2025-04-06T17:15:35Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631535843,233,6,5631535611,347,,5631535609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797425893,7,1,1,0,37,4q0b35m26thti4c2on9a3npk0,1,57.6,0.0,2025-04-06T17:15:52.732Z,2025-04-06T17:15:57Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631537655,107,,5631537667,1,,5631537659,140,34.9,5631537661,141,29.4,5631537657,56,Back,5631537665,213,2.43,5631537663,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797425957,8,1,1,0,42,4q0b35m26thti4c2on9a3npk0,1,30.5,40.4,2025-04-06T17:15:56.859Z,2025-04-06T17:16:01Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5631538031,213,3.46,5631538027,141,28.7,5631538025,140,7.3,5631538023,56,Back,5631538029,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797425977,9,1,1,0,46,4q0b35m26thti4c2on9a3npk0,1,10.0,13.8,2025-04-06T17:16:01.122Z,2025-04-06T19:52:13Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5631538143,212,55.8,5631538145,213,6.21,5631538141,141,7.6,5631538137,56,Right,5631538139,140,63.0,5631538147,1,,5631538135,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426101,10,44,1,0,50,4q0b35m26thti4c2on9a3npk0,1,63.6,8.2,2025-04-06T17:16:05.407Z,2025-04-06T19:23:33Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5631538799,286,,5631538881,233,7,5631538797,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426041,7,44,1,0,50,bsykw9d70ffqe9atosc92n1e9,0,36.4,91.8,2025-04-06T17:16:05.408Z,2025-04-06T19:23:33Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631538923,233,10,5631538465,285,,5631538463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426117,11,61,1,0,54,4q0b35m26thti4c2on9a3npk0,1,65.5,6.0,2025-04-06T17:16:09.224Z,2025-04-06T17:16:09Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5631538851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426125,8,5,1,0,55,bsykw9d70ffqe9atosc92n1e9,1,23.3,101.2,2025-04-06T17:16:10.055Z,2025-04-06T18:23:52Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631538907,347,,5631538905,56,Back,5631538995,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426137,12,5,1,0,55,4q0b35m26thti4c2on9a3npk0,0,76.7,-1.2,2025-04-06T17:16:10.055Z,2025-04-06T19:29:25Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5631539017,233,8,5631538983,56,Right,5631538985,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426387,9,1,1,1,11,bsykw9d70ffqe9atosc92n1e9,0,12.8,100.0,2025-04-06T17:16:25.978Z,2025-04-06T17:16:26Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631540405,141,99.6,5631540403,140,26.7,5631540399,107,,5631540407,212,14.7,5631540401,56,Back,5631540409,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426409,13,61,1,1,12,4q0b35m26thti4c2on9a3npk0,1,64.9,3.7,2025-04-06T17:16:27.418Z,2025-04-06T17:16:30Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5631540507,56,Right,5631540797,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426479,10,5,1,1,13,bsykw9d70ffqe9atosc92n1e9,1,30.7,100.9,2025-04-06T17:16:28.328Z,2025-04-06T19:29:26Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631540869,347,,5631540937,233,14,5631540867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426433,14,5,1,1,13,4q0b35m26thti4c2on9a3npk0,0,69.3,-0.9,2025-04-06T17:16:28.328Z,2025-04-06T19:29:26Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5631540965,233,10,5631540615,56,Right,5631540617,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426513,11,1,1,1,16,bsykw9d70ffqe9atosc92n1e9,1,25.2,100.0,2025-04-06T17:16:30.936Z,2025-04-06T17:16:32Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631541049,107,,5631541059,213,3.78,5631541051,56,Back,5631541053,140,13.8,5631541055,141,88.3,5631541057,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426571,12,1,1,1,18,bsykw9d70ffqe9atosc92n1e9,1,10.0,82.1,2025-04-06T17:16:32.816Z,2025-04-06T17:16:36Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631541397,212,25.1,5631541391,56,Back,5631541393,140,3.5,5631541395,141,46.6,5631541399,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426619,13,1,1,1,21,bsykw9d70ffqe9atosc92n1e9,0,3.6,45.5,2025-04-06T17:16:36.016Z,2025-04-06T18:21:31Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5631541669,56,Back,5631541679,1,,5631541667,157,,5631541671,140,45.7,5631541677,213,6.00,5631541673,141,26.8,5631541675,212,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426629,15,1,1,1,23,4q0b35m26thti4c2on9a3npk0,0,56.9,68.4,2025-04-06T17:16:38.651Z,2025-04-06T17:16:40Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5631541761,140,71.6,5631541757,3,,5631541763,141,52.4,5631541775,213,5.67,5631541769,212,18.9,5631541759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426675,14,1,1,1,26,bsykw9d70ffqe9atosc92n1e9,1,38.0,29.8,2025-04-06T17:16:41.368Z,2025-04-06T17:16:42Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631542009,212,9.9,5631542003,56,Back,5631542005,140,37.2,5631542001,3,,5631542011,213,1.66,5631542007,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426685,15,1,1,1,27,bsykw9d70ffqe9atosc92n1e9,0,36.5,42.1,2025-04-06T17:16:42.288Z,2025-04-06T17:17:37Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631542049,141,34.2,5631542051,212,12.6,5631542053,213,5.84,5631542045,56,Back,5631542043,3,,5631542047,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426733,17,1,1,1,29,4q0b35m26thti4c2on9a3npk0,1,71.4,51.2,2025-04-06T17:16:43.924Z,2025-04-06T17:16:46Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5631542331,141,85.6,5631542327,56,Left,5631542333,212,27.8,5631542335,213,2.14,5631542329,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426771,18,1,1,1,31,4q0b35m26thti4c2on9a3npk0,1,57.1,84.4,2025-04-06T17:16:45.867Z,2025-04-06T17:16:47Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5631542525,56,Center,5631542533,213,4.10,5631542531,212,8.9,5631542529,141,73.7,5631542527,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426789,19,1,1,1,32,4q0b35m26thti4c2on9a3npk0,1,52.2,73.7,2025-04-06T17:16:47.467Z,2025-04-06T17:16:48Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5631542641,213,5.60,5631542637,141,66.9,5631542639,212,7.3,5631542635,140,57.6,5631542633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426839,20,1,1,1,33,4q0b35m26thti4c2on9a3npk0,0,57.7,67.6,2025-04-06T17:16:48.460Z,2025-04-06T17:16:51Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5631542923,141,100.0,5631542927,212,26.8,5631542917,56,Left,5631542919,140,70.5,5631542929,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427075,16,5,1,1,36,bsykw9d70ffqe9atosc92n1e9,1,29.6,-1.8,2025-04-06T17:16:51.119Z,2025-04-06T19:29:26Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631544123,56,Back,5631544125,347,,5631544153,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797426847,21,5,1,1,36,4q0b35m26thti4c2on9a3npk0,0,70.4,101.8,2025-04-06T17:16:51.119Z,2025-04-06T19:51:57Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5631544193,233,16,5631542977,56,Left,5631542979,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427151,17,1,1,1,48,bsykw9d70ffqe9atosc92n1e9,0,29.0,0.0,2025-04-06T17:17:02.952Z,2025-04-06T17:17:07Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631544559,107,,5631544577,1,,5631544567,212,34.6,5631544565,141,8.0,5631544563,140,61.3,5631544561,56,Right,5631544571,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427111,22,44,1,1,50,4q0b35m26thti4c2on9a3npk0,1,37.7,82.6,2025-04-06T17:17:04.844Z,2025-04-06T19:23:33Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5631544313,285,,5631544739,233,18,5631544311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427157,18,44,1,1,50,bsykw9d70ffqe9atosc92n1e9,0,62.3,17.4,2025-04-06T17:17:04.845Z,2025-04-06T19:23:34Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5631544745,233,22,5631544605,56,Right,5631544607,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427141,23,1,1,1,50,4q0b35m26thti4c2on9a3npk0,1,36.2,66.9,2025-04-06T17:17:05.100Z,2025-04-06T17:17:06Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5631544499,3,,5631544507,212,4.4,5631544509,213,5.39,5631544505,141,61.9,5631544503,140,38.8,5631544501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427171,24,1,1,1,51,4q0b35m26thti4c2on9a3npk0,1,38.8,61.9,2025-04-06T17:17:06.099Z,2025-04-06T17:17:07Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5631544667,141,51.2,5631544671,213,5.57,5631544661,3,,5631544665,140,46.8,5631544663,56,Back,5631544669,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427183,25,1,1,1,52,4q0b35m26thti4c2on9a3npk0,0,47.5,51.2,2025-04-06T17:17:07.435Z,2025-04-06T17:17:09Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5631544769,212,18.6,5631544763,56,Center,5631544765,140,63.3,5631544767,141,38.8,5631544771,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427269,19,1,1,1,55,bsykw9d70ffqe9atosc92n1e9,1,44.6,47.3,2025-04-06T17:17:10.584Z,2025-04-06T17:17:15Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631545303,56,Left,5631545309,140,58.3,5631545317,213,1.06,5631545315,212,29.3,5631545311,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427279,20,3,1,2,0,bsykw9d70ffqe9atosc92n1e9,0,62.6,84.6,2025-04-06T17:17:15.408Z,2025-04-06T17:17:20Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5631545483,233,26,5631545343,56,Left,5631545345,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427293,26,7,1,2,0,4q0b35m26thti4c2on9a3npk0,1,37.4,15.4,2025-04-06T17:17:15.409Z,2025-04-06T17:17:26Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631545391,285,,5631545389,56,Back,5631545443,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427333,27,43,1,2,2,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-04-06T17:17:17.283Z,2025-04-06T18:22:27Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631545639,140,36.1,5631545657,286,0,5631815739,144,1,5631545643,212,1.3,5631545645,213,6.12,5631545651,236,0,5631545641,141,13.8,5631545637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427355,28,4,1,2,3,4q0b35m26thti4c2on9a3npk0,1,38.2,13.4,2025-04-06T17:17:18.294Z,2025-04-06T19:22:57Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631545797,286,,5631545993,295,,5631545789,13,,5631545791,56,Back,5631545793,152,,5631546353,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427323,21,4,1,2,3,bsykw9d70ffqe9atosc92n1e9,0,61.8,86.6,2025-04-06T17:17:18.295Z,2025-04-06T19:22:57Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631546167,13,,5631546317,285,,5631546169,295,,5631546387,233,28,5631545561,56,Left,5631546171,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427675,29,1,1,2,23,4q0b35m26thti4c2on9a3npk0,1,36.5,9.8,2025-04-06T17:17:38.428Z,2025-04-06T17:17:48Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631547369,141,11.0,5631547701,189,,5631547371,212,58.1,5631547361,155,,5631547375,1,,5631547373,213,0.01,5631547363,152,,5631547365,56,Right,5631547359,5,5631547367,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427689,30,50,1,2,26,4q0b35m26thti4c2on9a3npk0,1,91.2,8.4,2025-04-06T17:17:41.647Z,2025-04-06T19:23:14Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5631547465,233,22,5631547421,56,Right,5631547423,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427669,22,7,1,2,26,bsykw9d70ffqe9atosc92n1e9,1,8.8,91.6,2025-04-06T17:17:41.648Z,2025-04-06T19:23:14Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631547335,56,Back,5631547435,233,30,5631547333,167,,5631547337,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427681,23,5,1,2,28,bsykw9d70ffqe9atosc92n1e9,0,6.0,101.0,2025-04-06T17:17:42.849Z,2025-04-06T17:17:47Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631547397,347,,5631547391,56,Back,5631547537,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427707,31,5,1,2,28,4q0b35m26thti4c2on9a3npk0,1,94.0,-1.0,2025-04-06T17:17:42.849Z,2025-04-06T19:29:27Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5631547527,233,23,5631547523,56,Right,5631547525,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427783,32,1,1,2,34,4q0b35m26thti4c2on9a3npk0,0,83.0,0.0,2025-04-06T17:17:49.132Z,2025-04-06T17:17:51Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5631547971,212,15.6,5631547967,140,69.6,5631547963,107,,5631547965,56,Right,5631547973,213,2.70,5631547969,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427825,24,3,1,2,39,bsykw9d70ffqe9atosc92n1e9,0,28.6,93.2,2025-04-06T17:17:53.861Z,2025-04-06T19:52:09Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5631548179,285,,5631548271,233,33,5631548177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427827,33,7,1,2,39,4q0b35m26thti4c2on9a3npk0,0,71.4,6.8,2025-04-06T17:17:53.862Z,2025-04-06T19:51:55Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5631548185,56,Right,5631548187,286,,5631548213,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427837,25,61,1,2,39,bsykw9d70ffqe9atosc92n1e9,1,27.4,94.2,2025-04-06T17:17:54.254Z,2025-04-06T19:51:58Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5631548253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797427881,34,1,1,2,40,4q0b35m26thti4c2on9a3npk0,1,69.6,8.2,2025-04-06T17:17:55.060Z,2025-04-06T19:52:03Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5631548495,140,71.9,5631548493,56,Right,5631548497,141,18.0,5631548507,213,1.22,5631548501,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
