id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2793754063,55,61,1,0,8,45v50owpvshpijizwwlcw4lni,1,24.6,31.5,2025-03-30T15:00:26.013Z,2025-03-30T15:05:53Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611332059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748535,5,1,1,0,9,45v50owpvshpijizwwlcw4lni,0,24.5,31.5,2025-03-30T15:00:27.597Z,2025-03-30T15:06:04Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611301853,141,31.9,5611301857,213,0.04,5611301859,1,,5611301847,157,,5611301855,212,7.3,5611301851,140,31.4,5611301849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748549,7,1,1,0,11,doohk95o6e8pkqah8vkop51dg,1,67.2,65.5,2025-03-30T15:00:28.972Z,2025-03-30T15:00:29Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5611301937,141,78.7,5611301939,212,9.5,5611301935,140,64.3,5611301941,213,1.90,5611301933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748569,8,1,1,0,11,doohk95o6e8pkqah8vkop51dg,1,64.3,78.7,2025-03-30T15:00:29.572Z,2025-03-30T16:01:53Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611302039,141,62.9,5611302041,212,11.3,5611302037,140,67.5,5611302043,213,5.02,5611302035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748621,9,1,1,0,13,doohk95o6e8pkqah8vkop51dg,1,65.9,67.7,2025-03-30T15:00:31.388Z,2025-03-30T15:00:34Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5611302343,56,Back,5611302345,140,39.6,5611302349,212,27.8,5611302347,141,72.4,5611302351,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748629,10,1,1,0,16,doohk95o6e8pkqah8vkop51dg,1,58.0,85.4,2025-03-30T15:00:34.702Z,2025-03-30T16:01:46Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611672301,213,3.62,5611672299,212,19.4,5611672293,56,Back,5611672295,140,41.6,5611672297,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748659,11,1,1,0,17,doohk95o6e8pkqah8vkop51dg,1,39.6,72.4,2025-03-30T15:00:35.621Z,2025-03-30T15:00:39Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611302573,141,51.8,5611302571,140,21.9,5611302575,212,23.3,5611302577,213,3.79,5611302569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748733,12,1,1,0,23,doohk95o6e8pkqah8vkop51dg,1,26.5,48.3,2025-03-30T15:00:41.373Z,2025-03-30T15:00:45Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5611302923,56,Left,5611302929,212,51.0,5611302921,155,,5611302931,213,0.43,5611302933,1,,5611302927,141,79.6,5611302925,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748745,13,44,1,0,27,doohk95o6e8pkqah8vkop51dg,1,71.3,78.1,2025-03-30T15:00:45.005Z,2025-03-30T17:19:48Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5611303241,233,6,5611303005,56,Center,5611303007,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748787,6,44,1,0,27,45v50owpvshpijizwwlcw4lni,0,28.7,21.9,2025-03-30T15:00:45.006Z,2025-03-30T17:19:49Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611303221,56,Back,5611303297,233,13,5611303223,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748775,14,1,1,0,27,doohk95o6e8pkqah8vkop51dg,0,70.6,79.4,2025-03-30T15:00:45.228Z,2025-03-30T15:00:47Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5611303151,3,,5611303159,56,Left,5611303165,212,9.9,5611303167,213,0.10,5611303155,168,,5611303163,141,80.9,5611303161,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748843,7,1,1,0,31,45v50owpvshpijizwwlcw4lni,0,20.7,15.6,2025-03-30T15:00:49.637Z,2025-03-30T15:00:52Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611303485,56,Center,5611303487,140,60.1,5611303495,1,,5611303489,141,32.8,5611303491,212,43.0,5611303493,213,0.28,5611303483,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748829,15,44,1,0,32,doohk95o6e8pkqah8vkop51dg,1,39.3,64.6,2025-03-30T15:00:50.452Z,2025-03-30T17:19:49Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611303433,285,,5611303431,56,Back,5611303701,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748853,8,44,1,0,32,45v50owpvshpijizwwlcw4lni,0,60.7,35.4,2025-03-30T15:00:50.453Z,2025-03-30T17:19:49Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5611303559,56,Center,5611303561,286,,5611303719,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748863,16,1,1,0,32,doohk95o6e8pkqah8vkop51dg,0,38.3,60.5,2025-03-30T15:00:50.581Z,2025-03-30T15:00:52Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611303623,141,47.4,5611303619,140,47.2,5611303615,3,,5611303631,213,5.52,5611303617,56,Back,5611303627,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748945,9,50,1,0,34,45v50owpvshpijizwwlcw4lni,1,53.6,55.0,2025-03-30T15:00:52.714Z,2025-03-30T17:19:30Z,e0j0uakuzduvis9wqsocngwrt,M. Kaasa,,,5611304131,56,Center,5611649119,233,452,5611648827,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793811361,452,7,1,0,35,doohk95o6e8pkqah8vkop51dg,1,46.4,45.0,2025-03-30T15:00:52.715Z,2025-03-30T17:19:30Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5611648883,233,9,5611648805,285,,5611648803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748985,17,43,1,0,37,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-03-30T15:00:55.404Z,2025-03-30T15:57:09Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5611304335,213,4.25,5611649035,144,1,5611304325,56,Back,5611304329,141,6.9,5611304327,140,34.2,5611304333,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749001,18,1,1,0,41,doohk95o6e8pkqah8vkop51dg,0,39.7,7.4,2025-03-30T15:00:58.812Z,2025-03-30T15:01:20Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611304405,141,14.1,5611304401,140,63.0,5611304407,212,24.9,5611304397,56,Right,5611304411,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749159,11,1,1,0,45,45v50owpvshpijizwwlcw4lni,1,52.8,90.2,2025-03-30T15:01:03.229Z,2025-03-30T15:57:27Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611305193,56,Back,5611305195,140,28.7,5611305197,141,82.0,5611305199,212,25.9,5611305201,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749259,12,1,1,0,50,45v50owpvshpijizwwlcw4lni,1,27.9,77.5,2025-03-30T15:01:07.894Z,2025-03-30T15:01:14Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611305883,212,26.3,5611305877,140,29.2,5611305879,141,38.9,5611305875,56,Back,5611305887,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749321,13,1,1,0,56,45v50owpvshpijizwwlcw4lni,1,39.6,33.0,2025-03-30T15:01:14.597Z,2025-03-30T15:01:18Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611306237,141,64.9,5611306231,56,Back,5611306235,140,43.4,5611306243,212,22.1,5611306247,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749369,14,1,1,1,0,45v50owpvshpijizwwlcw4lni,1,43.7,69.3,2025-03-30T15:01:18.054Z,2025-03-30T15:57:44Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611306537,141,54.5,5611306539,212,19.7,5611306535,140,27.6,5611306541,213,3.68,5611306533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749445,15,1,1,1,3,45v50owpvshpijizwwlcw4lni,1,27.6,52.8,2025-03-30T15:01:21.542Z,2025-03-30T15:01:27Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5611307049,141,76.0,5611307051,212,16.4,5611307053,213,1.30,5611307047,140,31.8,5611307045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749505,16,1,1,1,9,45v50owpvshpijizwwlcw4lni,1,44.0,74.2,2025-03-30T15:01:27.573Z,2025-03-30T15:01:32Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611307433,196,,5611307445,1,,5611307431,155,,5611307439,141,10.0,5611307441,212,47.3,5611307443,213,5.11,5611307435,56,Right,5611307437,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749543,17,1,1,1,14,45v50owpvshpijizwwlcw4lni,1,62.5,14.6,2025-03-30T15:01:32.653Z,2025-03-30T15:01:35Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611307641,213,0.94,5611307633,56,Center,5611307637,141,22.2,5611307639,212,6.4,5611307635,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749557,18,1,1,1,17,45v50owpvshpijizwwlcw4lni,1,66.1,22.2,2025-03-30T15:01:35.341Z,2025-03-30T15:58:01Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611307707,141,14.7,5611307705,140,61.1,5611307709,212,7.3,5611307711,213,3.91,5611307703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749581,19,1,1,1,18,45v50owpvshpijizwwlcw4lni,1,61.1,14.7,2025-03-30T15:01:36.109Z,2025-03-30T15:01:37Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611307817,213,1.70,5611307809,141,25.6,5611307807,140,60.2,5611307805,56,Center,5611307813,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749599,20,1,1,1,19,45v50owpvshpijizwwlcw4lni,1,60.2,25.6,2025-03-30T15:01:36.925Z,2025-03-30T15:58:07Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611307943,141,10.3,5611307939,56,Right,5611307947,213,4.64,5611307945,212,10.4,5611307941,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749675,21,1,1,1,20,45v50owpvshpijizwwlcw4lni,1,59.5,10.3,2025-03-30T15:01:37.973Z,2025-03-30T15:01:42Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611308349,56,Right,5611308351,140,68.5,5611308355,141,14.4,5611308359,212,9.9,5611308361,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749689,22,61,1,1,24,45v50owpvshpijizwwlcw4lni,0,67.4,13.8,2025-03-30T15:01:42.334Z,2025-03-30T15:01:42Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5611308415,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749725,20,1,1,1,24,doohk95o6e8pkqah8vkop51dg,1,34.8,85.5,2025-03-30T15:01:42.537Z,2025-03-30T15:01:44Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611308573,56,Back,5611308581,213,5.63,5611308577,141,76.7,5611308579,212,9.9,5611308575,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749733,21,43,1,1,26,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-03-30T15:01:44.621Z,2025-03-30T16:02:28Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5611675083,144,3,5611308621,56,Back,5611308627,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749741,22,3,1,1,27,doohk95o6e8pkqah8vkop51dg,0,43.7,79.0,2025-03-30T15:01:44.949Z,2025-03-30T17:19:31Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5611308657,56,Back,5611308659,286,,5611675345,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749737,23,7,1,1,27,45v50owpvshpijizwwlcw4lni,0,56.3,21.0,2025-03-30T15:01:44.950Z,2025-03-30T17:19:30Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5611308639,56,Right,5611308641,285,,5611675339,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749865,23,1,1,1,30,doohk95o6e8pkqah8vkop51dg,1,38.2,79.7,2025-03-30T15:01:47.756Z,2025-03-30T15:01:54Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5611309325,141,21.3,5611309327,212,39.9,5611309331,1,,5611309329,213,4.80,5611309319,56,Back,5611309323,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793749905,24,1,1,1,36,doohk95o6e8pkqah8vkop51dg,1,48.9,20.7,2025-03-30T15:01:53.836Z,2025-03-30T15:01:56Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611309569,213,2.69,5611309561,56,Back,5611309563,140,33.5,5611309567,212,18.0,5611309565,141,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750055,25,1,1,1,38,doohk95o6e8pkqah8vkop51dg,1,33.2,32.9,2025-03-30T15:01:56.348Z,2025-03-30T15:02:06Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611310407,213,2.50,5611310399,56,Back,5611310401,140,16.4,5611310405,212,21.9,5611310403,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750089,26,1,1,1,48,doohk95o6e8pkqah8vkop51dg,0,23.4,49.2,2025-03-30T15:02:05.740Z,2025-03-30T15:02:09Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5611310581,56,Right,5611310591,1,,5611310589,213,5.67,5611310583,140,62.4,5611310579,155,,5611310585,141,7.2,5611310587,212,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750073,24,44,1,1,49,45v50owpvshpijizwwlcw4lni,1,37.3,90.4,2025-03-30T15:02:07.181Z,2025-03-30T17:19:50Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611310689,233,27,5611310479,285,,5611310477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750095,27,44,1,1,49,doohk95o6e8pkqah8vkop51dg,0,62.7,9.6,2025-03-30T15:02:07.182Z,2025-03-30T17:19:50Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5611310629,56,Right,5611310765,233,24,5611310631,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750125,25,1,1,1,49,45v50owpvshpijizwwlcw4lni,0,36.8,86.6,2025-03-30T15:02:07.574Z,2025-03-30T15:02:11Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611310837,213,0.51,5611310835,212,21.0,5611310833,141,100.0,5611310827,56,Left,5611310829,140,54.3,5611310825,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750155,28,56,1,1,50,doohk95o6e8pkqah8vkop51dg,1,43.8,2.1,2025-03-30T15:02:07.789Z,2025-03-30T17:47:46Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611310985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750137,26,5,1,1,52,45v50owpvshpijizwwlcw4lni,0,56.4,101.4,2025-03-30T15:02:10.413Z,2025-03-30T17:20:15Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611310883,347,,5611312391,233,29,5611310881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750401,29,5,1,1,52,doohk95o6e8pkqah8vkop51dg,1,43.6,-1.4,2025-03-30T15:02:10.413Z,2025-03-30T17:20:15Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611312361,233,26,5611312325,56,Back,5611312327,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750427,30,1,1,2,7,doohk95o6e8pkqah8vkop51dg,1,47.2,0.0,2025-03-30T15:02:25.548Z,2025-03-30T15:02:27Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611312483,212,17.6,5611312475,107,,5611312481,141,6.9,5611312477,56,Right,5611312479,140,63.0,5611312485,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793750447,31,1,1,2,9,doohk95o6e8pkqah8vkop51dg,1,62.3,4.5,2025-03-30T15:02:27.284Z,2025-03-30T15:02:53Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5611312617,56,Right,5611312619,140,57.9,5611312623,212,6.8,5611312625,213,2.32,5611312621,141,11.8,5611314883,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
