id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793886827,8,44,1,0,20,ctvzi2jbl1q6xzq0s3sexj73g,1,57.5,74.2,2025-03-30T17:16:10.589Z,2025-03-30T18:17:14Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,5612063569,233,4,5612063507,286,,5612063505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886815,4,44,1,0,20,eujf9nqky8c5jnahb2f76m86o,0,42.5,25.8,2025-03-30T17:16:10.590Z,2025-03-30T18:17:15Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5612063465,285,,5612063579,233,8,5612063463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886853,9,1,1,0,20,ctvzi2jbl1q6xzq0s3sexj73g,1,57.0,77.2,2025-03-30T17:16:11.309Z,2025-03-30T19:42:06Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,5612063639,213,0.10,5612063635,141,78.8,5612063629,3,,5612063637,212,11.0,5612063631,56,Center,5612063633,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886857,10,1,1,0,22,ctvzi2jbl1q6xzq0s3sexj73g,0,67.4,78.8,2025-03-30T17:16:13.189Z,2025-03-30T19:45:25Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,5612063677,213,0.43,5612063671,140,80.1,5612063679,1,,5612063675,212,14.6,5612063673,141,87.7,5612063669,56,Left,5612063667,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886873,5,1,1,0,23,eujf9nqky8c5jnahb2f76m86o,0,24.0,12.8,2025-03-30T17:16:14.197Z,2025-03-30T17:16:15Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612063773,1,,5612063765,140,70.7,5612063769,212,49.0,5612063761,157,,5612063767,141,13.8,5612063771,213,0.01,5612063763,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886899,11,1,1,0,25,ctvzi2jbl1q6xzq0s3sexj73g,0,35.7,83.3,2025-03-30T17:16:16.077Z,2025-03-30T17:16:16Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612063867,3,,5612063869,56,Back,5612063873,141,88.1,5612063875,212,6.7,5612063871,140,41.3,5612063877,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886969,7,1,1,0,28,eujf9nqky8c5jnahb2f76m86o,1,69.1,18.2,2025-03-30T17:16:18.788Z,2025-03-30T17:16:22Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612064253,212,23.8,5612064245,56,Back,5612064249,140,48.2,5612064251,141,4.7,5612064257,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886981,8,1,1,0,31,eujf9nqky8c5jnahb2f76m86o,0,48.2,4.7,2025-03-30T17:16:22.164Z,2025-03-30T17:16:23Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5612064367,286,,5612064323,213,3.14,5612064317,140,47.0,5612064357,236,,5612064359,233,12,5612064315,56,Back,5612064319,141,4.7,5612064321,212,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793886989,12,74,1,0,31,ctvzi2jbl1q6xzq0s3sexj73g,1,64.3,93.2,2025-03-30T17:16:22.165Z,2025-03-30T18:17:22Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,5612064341,56,Left,5612064399,233,8,5612064343,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887005,13,3,1,0,33,ctvzi2jbl1q6xzq0s3sexj73g,0,44.4,94.2,2025-03-30T17:16:24.316Z,2025-03-30T19:45:21Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,5612064671,233,9,5612064441,56,Back,5612064443,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887041,9,7,1,0,33,eujf9nqky8c5jnahb2f76m86o,1,55.6,5.8,2025-03-30T17:16:24.317Z,2025-03-30T17:16:30Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612064657,233,13,5612064611,56,Right,5612064613,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887105,10,1,1,0,35,eujf9nqky8c5jnahb2f76m86o,1,45.3,4.1,2025-03-30T17:16:26.092Z,2025-03-30T17:16:30Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5612064889,56,Back,5612064891,140,30.1,5612064897,213,2.75,5612064895,212,17.3,5612064893,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887109,11,43,1,0,38,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-03-30T17:16:29.244Z,2025-03-30T17:16:42Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,5612065863,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887125,12,1,1,0,39,eujf9nqky8c5jnahb2f76m86o,0,30.2,13.8,2025-03-30T17:16:29.604Z,2025-03-30T17:16:33Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,5612065005,56,Right,5612065009,141,9.7,5612065011,212,49.8,5612065013,213,6.23,5612065015,1,,5612065003,157,,5612065007,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887137,14,44,1,0,41,ctvzi2jbl1q6xzq0s3sexj73g,1,23.2,90.8,2025-03-30T17:16:31.788Z,2025-03-30T18:17:15Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612065037,56,Back,5612065195,233,13,5612065039,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887141,13,44,1,0,41,eujf9nqky8c5jnahb2f76m86o,0,76.8,9.2,2025-03-30T17:16:31.789Z,2025-03-30T18:17:15Z,342b6q9d0ghvvizc2s6801ses,S. Jonassen,,5612065045,56,Right,5612065047,286,,5612065239,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887167,15,1,1,0,41,ctvzi2jbl1q6xzq0s3sexj73g,1,24.4,91.5,2025-03-30T17:16:32.348Z,2025-03-30T17:16:33Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612065169,140,30.4,5612065173,212,7.2,5612065165,3,,5612065167,56,Back,5612065171,141,96.6,5612065175,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887193,16,3,1,0,42,ctvzi2jbl1q6xzq0s3sexj73g,0,28.9,94.9,2025-03-30T17:16:32.524Z,2025-03-30T18:17:07Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612065315,285,,5612065313,56,Back,5612065703,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887263,14,7,1,0,42,eujf9nqky8c5jnahb2f76m86o,0,71.1,5.1,2025-03-30T17:16:32.525Z,2025-03-30T18:11:05Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612065625,286,,5612065695,233,16,5612065623,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793921127,486,61,1,0,44,ctvzi2jbl1q6xzq0s3sexj73g,1,23.0,89.9,2025-03-30T17:16:34.500Z,2025-03-30T18:11:09Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612259975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887229,17,83,1,0,46,ctvzi2jbl1q6xzq0s3sexj73g,0,21.2,93.8,2025-03-30T17:16:36.860Z,2025-03-30T17:16:43Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612065791,399,egd6w206242dh7aowfzmwyane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887277,15,61,1,0,48,eujf9nqky8c5jnahb2f76m86o,0,81.2,4.9,2025-03-30T17:16:39.485Z,2025-03-30T17:16:40Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612065671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887301,16,5,1,0,49,eujf9nqky8c5jnahb2f76m86o,0,78.2,-1.5,2025-03-30T17:16:40.292Z,2025-03-30T20:01:17Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612065783,56,Right,5612065787,347,,5612065859,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887297,18,5,1,0,49,ctvzi2jbl1q6xzq0s3sexj73g,1,21.8,101.5,2025-03-30T17:16:40.292Z,2025-03-30T20:01:17Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612065767,56,Back,5612065769,347,,5612065815,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887505,19,1,1,1,2,ctvzi2jbl1q6xzq0s3sexj73g,1,24.5,100.0,2025-03-30T17:16:52.574Z,2025-03-30T17:16:56Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612066847,212,19.6,5612066841,56,Back,5612066845,141,87.4,5612066849,213,5.80,5612066839,107,,5612066843,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887515,20,44,1,1,6,ctvzi2jbl1q6xzq0s3sexj73g,1,41.5,90.2,2025-03-30T17:16:56.764Z,2025-03-30T18:17:16Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,5612066911,56,Back,5612066913,285,,5612066967,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887521,17,44,1,1,6,eujf9nqky8c5jnahb2f76m86o,0,58.5,9.8,2025-03-30T17:16:56.765Z,2025-03-30T18:17:16Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612066987,233,20,5612066943,56,Right,5612066945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887545,21,1,1,1,6,ctvzi2jbl1q6xzq0s3sexj73g,0,41.0,87.4,2025-03-30T17:16:56.852Z,2025-03-30T19:45:23Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,5612067073,140,52.3,5612067069,168,,5612067067,3,,5612067071,56,Left,5612067077,212,11.9,5612067079,213,6.24,5612067075,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887591,19,1,1,1,8,eujf9nqky8c5jnahb2f76m86o,1,46.6,4.6,2025-03-30T17:16:58.517Z,2025-03-30T18:11:30Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,5612067353,212,12.3,5612067349,140,55.3,5612067347,56,Right,5612067357,213,0.73,5612067351,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887611,20,1,1,1,12,eujf9nqky8c5jnahb2f76m86o,1,55.3,16.7,2025-03-30T17:17:02.804Z,2025-03-30T17:17:03Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612067453,212,8.1,5612067443,56,Center,5612067455,213,1.04,5612067449,141,27.0,5612067445,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887677,21,1,1,1,12,eujf9nqky8c5jnahb2f76m86o,1,59.2,27.0,2025-03-30T17:17:03.477Z,2025-03-30T17:17:10Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5612067811,213,1.71,5612067805,140,56.0,5612067809,212,24.0,5612067807,141,62.0,5612067803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887687,22,1,1,1,19,eujf9nqky8c5jnahb2f76m86o,1,47.0,67.3,2025-03-30T17:17:09.828Z,2025-03-30T17:17:11Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,5612067849,56,Back,5612067855,212,17.2,5612067857,213,3.67,5612067851,140,32.9,5612067853,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887727,23,1,1,1,20,eujf9nqky8c5jnahb2f76m86o,1,32.9,54.5,2025-03-30T17:17:11.092Z,2025-03-30T17:17:13Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5612068019,140,70.1,5612068015,155,,5612068021,141,5.8,5612068027,1,,5612068025,213,5.58,5612068017,56,Right,5612068023,212,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887739,24,1,1,1,23,eujf9nqky8c5jnahb2f76m86o,0,70.1,5.8,2025-03-30T17:17:13.579Z,2025-03-30T17:17:14Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612068101,141,13.8,5612068103,212,10.7,5612068095,3,,5612068099,140,78.9,5612068097,56,Right,5612068105,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887785,22,1,1,1,24,ctvzi2jbl1q6xzq0s3sexj73g,0,24.1,73.3,2025-03-30T17:17:15.429Z,2025-03-30T17:17:17Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612068369,213,0.00,5612068365,141,73.3,5612068361,56,Back,5612068367,212,16.7,5612068371,1,,5612068359,157,,5612068363,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887791,25,8,1,1,26,eujf9nqky8c5jnahb2f76m86o,1,64.8,20.6,2025-03-30T17:17:17.220Z,2025-03-30T17:17:47Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,5612068403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887875,23,1,1,1,28,ctvzi2jbl1q6xzq0s3sexj73g,0,23.8,57.5,2025-03-30T17:17:19.061Z,2025-03-30T17:17:22Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,5612068811,157,,5612068817,141,73.8,5612068821,213,0.64,5612068819,212,18.7,5612068815,140,38.1,5612068813,56,Back,5612068823,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887879,26,1,1,1,30,eujf9nqky8c5jnahb2f76m86o,0,65.1,21.0,2025-03-30T17:17:21.188Z,2025-03-30T18:12:09Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,5612068845,212,16.6,5612068849,1,,5612068839,56,Center,5612068837,157,,5612068841,140,70.3,5612068847,213,1.23,5612068843,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887929,25,1,1,1,33,ctvzi2jbl1q6xzq0s3sexj73g,1,38.1,66.9,2025-03-30T17:17:23.970Z,2025-03-30T17:17:26Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,5612069153,141,32.7,5612069149,56,Center,5612069155,212,30.4,5612069157,213,5.41,5612069151,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887979,26,1,1,1,35,ctvzi2jbl1q6xzq0s3sexj73g,1,58.6,29.4,2025-03-30T17:17:26.308Z,2025-03-30T17:17:30Z,cegoeac3l2owi83zdvu30tj6y,O. Didrik Blomberg,,5612069453,56,Center,5612069461,213,0.73,5612069459,212,5.9,5612069455,140,62.8,5612069457,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793887995,27,61,1,1,36,ctvzi2jbl1q6xzq0s3sexj73g,1,62.8,35.2,2025-03-30T17:17:26.765Z,2025-03-30T19:45:16Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,5612069499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888027,28,1,1,1,40,eujf9nqky8c5jnahb2f76m86o,1,37.0,63.4,2025-03-30T17:17:31.148Z,2025-03-30T17:17:32Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612069669,213,3.28,5612069665,141,61.2,5612069667,212,10.8,5612069661,140,26.8,5612069657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888065,29,1,1,1,42,eujf9nqky8c5jnahb2f76m86o,1,26.9,62.6,2025-03-30T17:17:32.764Z,2025-03-30T17:17:35Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5612069859,141,92.3,5612069855,56,Back,5612069861,212,20.4,5612069863,213,1.43,5612069857,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888087,30,1,1,1,45,eujf9nqky8c5jnahb2f76m86o,1,29.6,92.3,2025-03-30T17:17:35.533Z,2025-03-30T17:17:37Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,5612069987,140,34.8,5612069993,213,5.11,5612069989,141,73.0,5612069985,56,Back,5612069991,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888125,31,1,1,1,46,eujf9nqky8c5jnahb2f76m86o,1,34.8,73.0,2025-03-30T17:17:36.844Z,2025-03-30T17:17:38Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5612070195,212,16.0,5612070191,140,38.2,5612070197,213,1.35,5612070189,56,Back,5612070193,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888129,32,1,1,1,47,eujf9nqky8c5jnahb2f76m86o,0,37.5,95.7,2025-03-30T17:17:38.404Z,2025-03-30T17:17:42Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612070521,286,,5612070233,212,6.8,5612070227,56,Back,5612070235,213,5.98,5612070231,141,92.7,5612070229,140,43.7,5612070513,233,29,5612070509,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888173,29,74,1,1,47,ctvzi2jbl1q6xzq0s3sexj73g,1,64.3,7.0,2025-03-30T17:17:38.405Z,2025-03-30T18:17:23Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,5612070471,285,,5612070467,56,Right,5612070549,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888141,33,1,1,1,49,eujf9nqky8c5jnahb2f76m86o,0,39.1,94.7,2025-03-30T17:17:39.661Z,2025-03-30T17:17:40Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612070295,56,Back,5612070299,141,92.4,5612070303,213,3.46,5612070297,140,34.6,5612070301,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793888155,28,61,1,1,50,ctvzi2jbl1q6xzq0s3sexj73g,1,58.9,7.1,2025-03-30T17:17:40.537Z,2025-03-30T17:17:40Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,5612070371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
