id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807240077,6,61,1,0,11,ew0hpuiweoltpsg5f51r2w64t,1,5.6,49.4,2025-04-27T15:16:39.758Z,2025-04-27T15:17:01Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685578627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239817,3,12,1,0,11,ew0hpuiweoltpsg5f51r2w64t,1,5.7,47.0,2025-04-27T15:16:40.464Z,2025-04-27T15:16:42Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685577119,141,44.0,5685577121,212,7.7,5685577183,167,,5685577115,140,0.0,5685577111,56,Back,5685577123,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239821,4,6,1,0,12,ew0hpuiweoltpsg5f51r2w64t,0,0.0,46.6,2025-04-27T15:16:40.847Z,2025-04-27T17:50:41Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5686318573,233,11,5685577221,73,,5685577219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239997,11,6,1,0,12,doohk95o6e8pkqah8vkop51dg,1,100.0,53.4,2025-04-27T15:16:40.847Z,2025-04-27T17:50:40Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5686318519,233,4,5685578205,56,Center,5685578207,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239991,10,43,1,0,21,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-27T15:16:50.238Z,2025-04-27T17:27:21Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5685578099,56,Center,5685578101,346,0,5686318793,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240337,12,1,1,0,43,doohk95o6e8pkqah8vkop51dg,0,99.5,99.5,2025-04-27T15:17:12.286Z,2025-04-27T15:17:15Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685580169,212,33.0,5685580167,141,51.8,5685580159,155,,5685580157,6,,5685580171,213,4.52,5685580161,223,,5685580165,140,93.6,5685580155,2,,5685580163,56,Center,5685580173,1,,,,,,,,,,,,,,,,,,,,,,,,,
2807240393,7,12,1,0,47,ew0hpuiweoltpsg5f51r2w64t,1,7.5,45.1,2025-04-27T15:17:16.543Z,2025-04-27T15:17:18Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685580579,167,,5685580387,141,41.6,5685580389,212,8.4,5685580383,56,Back,5685580491,15,,5685580385,140,0.0,5685580391,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240427,8,6,1,0,48,ew0hpuiweoltpsg5f51r2w64t,0,0.0,37.8,2025-04-27T15:17:17.359Z,2025-04-27T17:50:42Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685580631,73,,5685580629,56,Back,5685580675,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240407,13,6,1,0,48,doohk95o6e8pkqah8vkop51dg,1,100.0,62.2,2025-04-27T15:17:17.359Z,2025-04-27T17:50:41Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685580553,56,Center,5685580555,73,,5685580643,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240821,14,1,1,1,6,doohk95o6e8pkqah8vkop51dg,0,99.5,99.5,2025-04-27T15:17:35.151Z,2025-04-27T15:17:39Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685582621,2,,5685582625,155,,5685582637,213,4.74,5685582623,6,,5685582639,1,,5685582633,141,36.2,5685582627,223,,5685582629,56,Center,5685582631,140,100.0,5685582635,212,43.1,,,,,,,,,,,,,,,,,,,,,,,,
2807241365,9,5,1,1,10,ew0hpuiweoltpsg5f51r2w64t,1,-0.7,62.0,2025-04-27T15:17:39.023Z,2025-04-27T17:49:46Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685585641,233,15,5685585577,346,,5685585575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241301,15,5,1,1,10,doohk95o6e8pkqah8vkop51dg,0,100.7,38.0,2025-04-27T15:17:39.023Z,2025-04-27T17:49:46Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685585279,56,Center,5685585283,346,,5685585659,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241393,10,1,1,1,41,ew0hpuiweoltpsg5f51r2w64t,1,4.6,62.4,2025-04-27T15:18:10.391Z,2025-04-27T15:18:12Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685585745,124,,5685585755,213,4.50,5685585751,141,51.6,5685585763,237,,5685585753,212,7.5,5685585749,140,3.1,5685585747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241401,11,1,1,1,42,ew0hpuiweoltpsg5f51r2w64t,1,3.1,51.6,2025-04-27T15:18:11.047Z,2025-04-27T15:18:12Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5685585817,213,1.28,5685585813,141,72.9,5685585809,56,Back,5685585815,212,15.1,5685585811,140,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241459,12,1,1,1,43,ew0hpuiweoltpsg5f51r2w64t,1,9.1,77.6,2025-04-27T15:18:12.375Z,2025-04-27T15:18:17Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685586249,56,Back,5685586259,212,18.7,5685586255,141,93.0,5685586251,140,23.8,5685586265,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241473,13,61,1,1,48,ew0hpuiweoltpsg5f51r2w64t,0,25.6,95.6,2025-04-27T15:18:16.855Z,2025-04-27T15:18:17Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685586323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241711,14,5,1,1,49,ew0hpuiweoltpsg5f51r2w64t,0,29.6,100.7,2025-04-27T15:18:17.825Z,2025-04-27T17:49:48Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685587597,56,Back,5685587599,347,,5685647687,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241677,16,5,1,1,49,doohk95o6e8pkqah8vkop51dg,1,70.4,-0.7,2025-04-27T15:18:17.825Z,2025-04-27T17:49:47Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5685647673,233,14,5685587391,347,,5685587389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241715,17,1,1,2,0,doohk95o6e8pkqah8vkop51dg,1,61.9,0.0,2025-04-27T15:18:29.066Z,2025-04-27T15:18:31Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685587621,140,64.6,5685587625,141,14.2,5685587613,107,,5685587617,56,Right,5685587629,212,10.9,5685587633,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241727,18,61,1,2,1,doohk95o6e8pkqah8vkop51dg,0,64.7,14.5,2025-04-27T15:18:30.224Z,2025-04-27T17:28:36Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5685587659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241721,15,8,1,2,2,ew0hpuiweoltpsg5f51r2w64t,1,30.4,88.4,2025-04-27T15:18:31.119Z,2025-04-27T15:18:31Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5685587637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241841,16,1,1,2,3,ew0hpuiweoltpsg5f51r2w64t,0,23.8,72.6,2025-04-27T15:18:32.207Z,2025-04-27T17:30:17Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685588243,140,46.1,5685588249,213,0.12,5685588241,56,Back,5685588245,141,76.9,5685588247,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241883,21,1,1,2,3,doohk95o6e8pkqah8vkop51dg,0,58.5,21.7,2025-04-27T15:18:32.303Z,2025-04-27T18:00:06Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5685588495,213,5.46,5685588491,141,7.7,5685588485,56,Right,5685588489,140,66.9,5685588493,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300667,387,50,1,2,8,doohk95o6e8pkqah8vkop51dg,1,68.8,24.8,2025-04-27T15:18:36.585Z,2025-04-27T17:54:39Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5686332459,286,,5686332509,233,17,5685912521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241893,17,7,1,2,8,ew0hpuiweoltpsg5f51r2w64t,0,31.2,75.2,2025-04-27T15:18:36.586Z,2025-04-27T17:54:38Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685588555,285,,5686332471,233,387,5685588553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242075,23,3,1,2,11,doohk95o6e8pkqah8vkop51dg,1,72.4,16.4,2025-04-27T15:18:40.076Z,2025-04-27T18:00:05Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5686338205,233,629,5685589487,56,Right,5686338203,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807316919,629,45,1,2,11,ew0hpuiweoltpsg5f51r2w64t,0,30.0,84.1,2025-04-27T15:18:40.076Z,2025-04-27T17:31:23Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5686003191,56,Back,5686338227,233,23,5686003799,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241951,22,1,1,2,15,doohk95o6e8pkqah8vkop51dg,1,64.0,7.7,2025-04-27T15:18:43.752Z,2025-04-27T18:00:04Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685588837,213,1.34,5685588833,141,14.8,5685588829,56,Right,5685588835,212,5.0,5685588831,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242087,24,1,1,2,21,doohk95o6e8pkqah8vkop51dg,0,94.6,26.5,2025-04-27T15:18:50.200Z,2025-04-27T17:59:44Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685589559,2,,5685589569,212,11.4,5685589567,141,43.0,5685589563,56,Center,5685589561,155,,5685589571,213,1.76,5685589565,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242069,18,12,1,2,22,ew0hpuiweoltpsg5f51r2w64t,1,3.6,49.7,2025-04-27T15:18:51.381Z,2025-04-27T15:18:53Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685589471,15,,5685589429,56,Back,5685589433,141,60.8,5685589431,140,21.1,5685589435,212,19.9,5685589437,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242147,19,1,1,2,24,ew0hpuiweoltpsg5f51r2w64t,1,21.1,60.8,2025-04-27T15:18:53.231Z,2025-04-27T15:18:56Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5685589889,3,,5685589899,213,2.59,5685589897,212,9.2,5685589895,141,67.9,5685589891,56,Back,5685589893,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242197,20,12,1,2,27,ew0hpuiweoltpsg5f51r2w64t,1,13.4,67.6,2025-04-27T15:18:55.935Z,2025-04-27T16:35:33Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685590191,56,Back,5685590195,141,82.4,5685590197,212,31.7,5685590193,140,42.0,5685590201,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242191,26,44,1,2,30,doohk95o6e8pkqah8vkop51dg,1,59.8,14.2,2025-04-27T15:18:58.632Z,2025-04-27T17:54:49Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685590161,56,Right,5685590165,286,,5685590351,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242199,21,44,1,2,30,ew0hpuiweoltpsg5f51r2w64t,0,40.2,85.8,2025-04-27T15:18:58.633Z,2025-04-27T17:54:49Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5685590401,233,26,5685590237,56,Back,5685590239,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242203,27,1,1,2,30,doohk95o6e8pkqah8vkop51dg,0,62.9,8.6,2025-04-27T15:18:58.673Z,2025-04-27T15:18:59Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685590267,213,0.09,5685590265,212,10.6,5685590261,140,73.0,5685590257,3,,5685590259,56,Right,5685590263,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242227,22,1,1,2,32,ew0hpuiweoltpsg5f51r2w64t,0,32.9,75.7,2025-04-27T15:19:00.696Z,2025-04-27T16:35:52Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5686017171,1,,5685590417,141,79.0,5685590419,212,7.3,5685590413,56,Back,5685590421,213,0.31,5686017169,157,,5685590415,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242235,28,61,1,2,32,doohk95o6e8pkqah8vkop51dg,0,61.1,12.8,2025-04-27T15:19:00.736Z,2025-04-27T15:19:01Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685590461,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242261,23,1,1,2,32,ew0hpuiweoltpsg5f51r2w64t,0,27.3,72.6,2025-04-27T15:19:01.472Z,2025-04-27T16:35:59Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685590613,141,100.0,5685590611,140,57.0,5685590615,212,37.0,5685590609,56,Left,5685590617,213,0.57,5685590619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242269,24,5,1,2,34,ew0hpuiweoltpsg5f51r2w64t,0,55.5,102.0,2025-04-27T15:19:03.508Z,2025-04-27T17:49:48Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685590657,56,Left,5685590659,347,,5685591211,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242341,29,5,1,2,34,doohk95o6e8pkqah8vkop51dg,1,44.5,-2.0,2025-04-27T15:19:03.508Z,2025-04-27T17:49:48Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685591083,56,Back,5685591155,233,24,5685591085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242539,30,1,1,2,49,doohk95o6e8pkqah8vkop51dg,0,52.5,0.0,2025-04-27T15:19:18.440Z,2025-04-27T15:19:24Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685592191,140,71.9,5685592195,212,20.7,5685592193,141,3.4,5685592187,107,,5685592197,213,0.17,5685592189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242551,25,61,1,2,55,ew0hpuiweoltpsg5f51r2w64t,0,18.7,87.2,2025-04-27T15:19:24.376Z,2025-04-27T15:19:24Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685592249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242565,26,45,1,2,56,ew0hpuiweoltpsg5f51r2w64t,0,23.4,91.9,2025-04-27T15:19:25.120Z,2025-04-27T15:19:27Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685592337,56,Back,5685592339,285,,5685592541,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242587,31,3,1,2,56,doohk95o6e8pkqah8vkop51dg,1,79.0,10.4,2025-04-27T15:19:25.120Z,2025-04-27T15:19:27Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5685592441,56,Right,5685592443,286,,5685592499,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242637,32,1,1,2,57,doohk95o6e8pkqah8vkop51dg,1,71.9,3.4,2025-04-27T15:19:26.552Z,2025-04-27T15:19:29Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5685592725,56,Right,5685592737,212,17.0,5685592729,140,87.9,5685592733,141,6.8,5685592741,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807313761,607,43,1,2,58,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-27T15:19:27.578Z,2025-04-27T16:30:55Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685986323,144,61,5685985457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242711,33,1,1,3,0,doohk95o6e8pkqah8vkop51dg,1,95.6,6.8,2025-04-27T15:19:29.337Z,2025-04-27T15:19:42Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,1.0,,5685593125,140,95.2,5685593123,56,Center,5685593129,212,34.3,5685594015,154,,5685594009,210,15,5685593133,1,,5685593119,2,,5685593121,155,,5685593127,141,57.3,5685593131,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,
2807242719,34,15,1,3,3,doohk95o6e8pkqah8vkop51dg,1,95.2,57.3,2025-04-27T15:19:32.481Z,2025-04-27T15:19:43Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5685593171,56,Center,5685594133,233,27,5685593167,22,,5685593547,15,,5685594055,154,,5685594071,147,52.5,5685594061,102,50.3,5685594053,29,,5685593551,328,,5685594057,55,33,5685594069,146,99.1,5685593169,61,5685594063,103,9.5,5685594051,78,,,,,,,,,,,,,,
2807242769,27,10,1,3,3,ew0hpuiweoltpsg5f51r2w64t,1,1.7,47.1,2025-04-27T15:19:32.581Z,2025-04-27T15:26:37Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5685594181,233,34,5685593397,56,Back,5685593697,181,,5685593395,182,,5685593695,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
