id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815272559,4,1,1,0,21,d8w1m5j3jbd1eva8524dv4a20,1,19.7,0.0,2025-05-16T16:01:34.287Z,2025-05-16T16:01:38Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5730115453,141,16.2,5730115457,212,19.9,5730115449,140,34.8,5730115445,56,Back,5730115443,107,,5730115461,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272567,5,61,1,0,23,d8w1m5j3jbd1eva8524dv4a20,0,34.8,16.2,2025-05-16T16:01:36.071Z,2025-05-16T16:48:42Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5730115477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272571,8,1,1,0,25,c7jgkxx1czv5etn7snf1r6p2m,1,62.5,96.6,2025-05-16T16:01:37.859Z,2025-05-16T18:31:24Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730115493,3,,5730115503,213,5.40,5730115495,56,Left,5730115499,141,90.8,5730115501,212,5.1,5730115497,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815302035,579,1,1,0,26,c7jgkxx1czv5etn7snf1r6p2m,1,68.0,69.5,2025-05-16T16:01:38.966Z,2025-05-16T17:06:28Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5730284879,212,8.0,5730284875,140,70.2,5730284873,56,Center,5730284881,213,5.01,5730284877,141,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272591,10,1,1,0,27,c7jgkxx1czv5etn7snf1r6p2m,1,67.1,87.4,2025-05-16T16:01:40.276Z,2025-05-16T18:31:26Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5730115601,212,19.4,5730115597,140,70.4,5730115599,141,59.4,5730115603,213,4.89,5730115595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272623,11,1,1,0,28,c7jgkxx1czv5etn7snf1r6p2m,1,72.7,50.7,2025-05-16T16:01:41.474Z,2025-05-16T18:31:30Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5730115747,212,19.8,5730115743,140,53.9,5730115745,141,51.8,5730115749,213,3.10,5730115741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272655,12,43,1,0,31,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-16T16:01:44.682Z,2025-05-16T18:19:00Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730115903,56,Center,5730115905,140,67.3,5730115907,141,27.0,5730538341,144,1,5730115911,213,5.47,5730115909,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272659,13,4,1,0,35,c7jgkxx1czv5etn7snf1r6p2m,1,66.6,26.1,2025-05-16T16:01:48.723Z,2025-05-16T18:29:52Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730115949,152,,5730582513,295,,5730276193,233,6,5730115953,286,,5730115947,56,Center,5730115945,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272703,6,4,1,0,35,d8w1m5j3jbd1eva8524dv4a20,0,33.4,73.9,2025-05-16T16:01:48.724Z,2025-05-16T18:29:55Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730116169,56,Back,5730116179,285,,5730276245,233,13,5730116167,13,,5730116173,152,,5730582719,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272919,14,1,1,1,10,c7jgkxx1czv5etn7snf1r6p2m,1,68.9,21.3,2025-05-16T16:02:23.498Z,2025-05-16T16:02:24Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730117441,141,70.0,5730117437,56,Center,5730117433,155,,5730117435,152,,5730117431,5,,5730117439,140,92.3,5730117447,1,,5730117443,212,41.2,5730117445,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272951,15,1,1,1,11,c7jgkxx1czv5etn7snf1r6p2m,0,92.3,70.0,2025-05-16T16:02:24.354Z,2025-05-16T18:38:10Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5730117621,141,50.9,5730117617,56,Center,5730117615,3,,5730117619,140,91.4,5730117623,212,13.0,5730117625,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815272959,16,43,1,1,14,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-16T16:02:26.899Z,2025-05-16T18:30:53Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730118621,75,0,5730118639,230,97.7,5730118625,154,0,5730118623,29,0,5730586879,144,13,5730117663,17,0,5730118637,147,47.3,5730117665,56,Center,5730118439,153,0,5730118617,24,0,5730118631,102,38.2,5730118635,146,92.4,5730118633,103,16.7,5730118627,55,15,5730118641,231,49.8,5730118619,72,0,,,,,
2815272987,7,12,1,1,16,d8w1m5j3jbd1eva8524dv4a20,1,4.7,74.4,2025-05-16T16:02:29.134Z,2025-05-16T18:37:30Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5730117817,56,Back,5730117819,140,22.9,5730117821,141,96.0,5730117825,213,0.66,5730117823,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273001,9,1,1,1,19,d8w1m5j3jbd1eva8524dv4a20,0,22.9,96.0,2025-05-16T16:02:32.494Z,2025-05-16T16:02:36Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730117861,56,Back,5730118011,236,,5730118013,233,17,5730117871,213,5.95,5730117867,212,4.6,5730117863,140,27.0,5730118017,286,,5730117865,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273023,17,74,1,1,19,c7jgkxx1czv5etn7snf1r6p2m,1,69.9,7.6,2025-05-16T16:02:32.495Z,2025-05-16T17:13:48Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5730117987,56,Right,5730117989,285,,5730118039,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273041,10,5,1,1,22,d8w1m5j3jbd1eva8524dv4a20,1,24.4,101.5,2025-05-16T16:02:35.639Z,2025-05-16T16:02:40Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730118101,56,Back,5730118103,347,,5730118133,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273033,18,5,1,1,22,c7jgkxx1czv5etn7snf1r6p2m,0,75.6,-1.5,2025-05-16T16:02:35.639Z,2025-05-16T18:20:05Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730118057,56,Right,5730118059,347,,5730118153,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273143,11,1,1,1,40,d8w1m5j3jbd1eva8524dv4a20,1,15.4,100.0,2025-05-16T16:02:53.024Z,2025-05-16T16:02:56Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5730118709,140,29.1,5730118711,141,88.0,5730118707,56,Back,5730118705,107,,5730118715,213,5.72,5730118713,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273171,12,1,1,1,43,d8w1m5j3jbd1eva8524dv4a20,1,25.3,90.2,2025-05-16T16:02:55.951Z,2025-05-16T16:02:59Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730118877,141,78.1,5730118875,140,24.3,5730118873,56,Back,5730118881,213,4.59,5730118879,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273151,19,83,1,1,43,c7jgkxx1czv5etn7snf1r6p2m,0,62.9,13.1,2025-05-16T16:02:56.322Z,2025-05-16T17:13:53Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730313415,399,b402113ae9zjswote8zxlzmc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273191,13,1,1,1,44,d8w1m5j3jbd1eva8524dv4a20,0,28.7,85.9,2025-05-16T16:02:57.127Z,2025-05-16T16:03:33Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730118965,56,Left,5730118973,213,0.44,5730118967,140,50.2,5730120159,155,,5730118971,212,24.9,5730118969,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273199,14,5,1,1,45,d8w1m5j3jbd1eva8524dv4a20,0,47.6,101.2,2025-05-16T16:02:58.402Z,2025-05-16T18:20:06Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730119001,347,,5730118999,56,Back,5730119025,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273175,20,5,1,1,45,c7jgkxx1czv5etn7snf1r6p2m,1,52.4,-1.2,2025-05-16T16:02:58.402Z,2025-05-16T18:20:05Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730118901,56,Right,5730119003,233,14,5730118903,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273441,21,1,1,2,21,c7jgkxx1czv5etn7snf1r6p2m,1,51.4,0.0,2025-05-16T16:03:34.242Z,2025-05-16T18:21:33Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730120271,141,14.1,5730120269,140,35.3,5730120267,56,Back,5730120273,212,19.7,5730120275,213,2.60,5730120265,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273521,22,1,1,2,23,c7jgkxx1czv5etn7snf1r6p2m,1,33.8,20.4,2025-05-16T16:03:35.842Z,2025-05-16T16:03:43Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5730120727,213,1.12,5730120721,140,45.1,5730120719,56,Back,5730120725,212,27.0,5730120723,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273553,23,1,1,2,30,c7jgkxx1czv5etn7snf1r6p2m,1,55.9,67.6,2025-05-16T16:03:43.034Z,2025-05-16T16:03:46Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5730120891,141,95.4,5730120893,212,28.5,5730120887,56,Left,5730120889,140,76.2,5730120895,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273559,24,50,1,2,33,c7jgkxx1czv5etn7snf1r6p2m,1,74.0,96.6,2025-05-16T16:03:46.042Z,2025-05-16T17:18:51Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730120919,286,,5730121149,233,15,5730120915,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273579,15,7,1,2,33,d8w1m5j3jbd1eva8524dv4a20,1,26.0,3.4,2025-05-16T16:03:46.043Z,2025-05-16T16:03:55Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5730121027,167,,5730121057,233,24,5730121029,56,Back,5730121033,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273615,16,5,1,2,34,d8w1m5j3jbd1eva8524dv4a20,0,25.9,-1.7,2025-05-16T16:03:46.931Z,2025-05-16T18:20:06Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5730121293,56,Back,5730121335,233,25,5730121295,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273587,25,5,1,2,34,c7jgkxx1czv5etn7snf1r6p2m,1,74.1,101.7,2025-05-16T16:03:46.931Z,2025-05-16T18:20:06Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730121087,347,,5730121309,233,16,5730121083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273679,26,1,1,2,45,c7jgkxx1czv5etn7snf1r6p2m,1,73.1,100.0,2025-05-16T16:03:58.762Z,2025-05-16T16:05:09Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730124889,141,96.3,5730124893,213,5.03,5730124887,140,74.1,5730124883,107,,5730124885,56,Left,5730124891,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273687,27,1,1,2,46,c7jgkxx1czv5etn7snf1r6p2m,1,72.1,86.5,2025-05-16T16:03:58.914Z,2025-05-16T17:20:12Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730338875,213,2.42,5730338865,56,Left,5730338867,140,66.4,5730338869,141,94.2,5730338871,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273759,31,4,1,2,50,c7jgkxx1czv5etn7snf1r6p2m,1,83.6,96.6,2025-05-16T16:04:03.730Z,2025-05-16T17:03:53Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730122089,233,17,5730121969,265,,5730121963,13,,5730121965,56,Left,5730121971,286,,5730121967,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273787,17,4,1,2,50,d8w1m5j3jbd1eva8524dv4a20,0,16.4,3.4,2025-05-16T16:04:03.731Z,2025-05-16T17:03:53Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5730122069,265,,5730122065,56,Back,5730122063,13,,5730122067,152,,5730122071,285,,5730122097,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274075,32,1,1,3,22,c7jgkxx1czv5etn7snf1r6p2m,0,86.5,94.1,2025-05-16T16:04:35.746Z,2025-05-16T18:31:40Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5730123711,5,,5730123723,212,39.0,5730123725,213,5.12,5730123721,141,41.5,5730123713,155,,5730123715,152,,5730123719,140,100.0,5730123709,2,,5730123727,1,,5730123717,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2815274227,18,5,1,3,29,d8w1m5j3jbd1eva8524dv4a20,1,-1.2,59.3,2025-05-16T16:04:41.995Z,2025-05-16T18:20:07Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5730124575,346,,5730124595,233,33,5730124573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274105,33,5,1,3,29,c7jgkxx1czv5etn7snf1r6p2m,0,101.2,40.7,2025-05-16T16:04:41.995Z,2025-05-16T18:20:07Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5730123895,56,Center,5730123897,346,,5730124599,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274321,19,1,1,3,56,d8w1m5j3jbd1eva8524dv4a20,1,3.9,51.6,2025-05-16T16:05:09.038Z,2025-05-16T16:05:13Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5730125071,74,,5730125057,56,Center,5730125067,1,,5730125063,212,60.0,5730125065,213,0.22,5730125055,124,,5730125061,141,71.2,5730125059,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274327,20,44,1,4,0,d8w1m5j3jbd1eva8524dv4a20,1,59.2,69.4,2025-05-16T16:05:13.406Z,2025-05-16T16:05:17Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730125099,56,Center,5730125101,286,,5730125125,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274325,34,44,1,4,0,c7jgkxx1czv5etn7snf1r6p2m,0,40.8,30.6,2025-05-16T16:05:13.407Z,2025-05-16T16:05:19Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730125093,285,,5730125139,233,20,5730125091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274363,21,1,1,4,0,d8w1m5j3jbd1eva8524dv4a20,1,59.6,71.2,2025-05-16T16:05:13.742Z,2025-05-16T16:05:18Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730125317,140,71.0,5730125309,168,,5730125321,141,72.6,5730125305,3,,5730125325,213,0.08,5730125323,212,12.0,5730125313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274369,22,1,1,4,2,d8w1m5j3jbd1eva8524dv4a20,0,71.0,72.6,2025-05-16T16:05:15.454Z,2025-05-16T16:05:19Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730125349,140,80.6,5730125353,212,10.1,5730125355,213,6.19,5730125339,3,,5730125351,141,71.2,5730125347,56,Center,5730125343,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274371,35,1,1,4,3,c7jgkxx1czv5etn7snf1r6p2m,1,32.8,22.7,2025-05-16T16:05:15.898Z,2025-05-16T16:05:19Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5730125369,1,,5730125361,140,66.8,5730125359,56,Right,5730125365,212,36.3,5730125363,141,12.9,5730125357,157,,5730125367,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274381,37,1,1,4,6,c7jgkxx1czv5etn7snf1r6p2m,1,66.6,9.8,2025-05-16T16:05:19.378Z,2025-05-16T16:05:20Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5730125435,141,20.6,5730125437,212,7.5,5730125439,213,1.78,5730125429,56,Right,5730125431,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274391,38,1,1,4,7,c7jgkxx1czv5etn7snf1r6p2m,0,64.8,21.2,2025-05-16T16:05:20.546Z,2025-05-16T16:05:21Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5730125467,155,,5730125477,213,1.44,5730125469,56,Center,5730125471,140,67.7,5730125475,212,22.9,5730125473,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274403,23,8,1,4,10,d8w1m5j3jbd1eva8524dv4a20,1,36.0,51.2,2025-05-16T16:05:23.279Z,2025-05-16T16:09:02Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5730125545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274451,39,12,1,4,15,c7jgkxx1czv5etn7snf1r6p2m,1,31.6,27.0,2025-05-16T16:05:28.346Z,2025-05-16T16:05:29Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5730125835,141,22.2,5730125833,140,39.0,5730125873,15,,5730125837,212,8.4,5730125831,56,Back,5730125839,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
