id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2804529075,8,1,1,0,13,e5txudmuc2qpc460bs4lb5aff,1,68.1,25.8,2025-04-21T15:01:07.117Z,2025-04-21T15:01:08Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5670637403,141,15.9,5670637401,140,60.5,5670637407,213,3.84,5670637399,56,Right,5670637405,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529081,9,1,1,0,14,e5txudmuc2qpc460bs4lb5aff,1,60.5,15.9,2025-04-21T15:01:08.044Z,2025-04-21T15:01:08Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5670637451,141,23.9,5670637453,212,7.8,5670637447,56,Center,5670637455,213,0.77,5670637449,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529089,10,1,1,0,14,e5txudmuc2qpc460bs4lb5aff,1,65.8,23.9,2025-04-21T15:01:08.708Z,2025-04-21T15:01:09Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5670637505,213,3.99,5670637501,141,15.3,5670637503,212,7.8,5670637497,56,Right,5670637499,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529123,11,1,1,0,15,e5txudmuc2qpc460bs4lb5aff,1,60.9,15.3,2025-04-21T15:01:09.532Z,2025-04-21T15:01:14Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5670637687,141,29.1,5670637689,212,28.0,5670637685,140,35.8,5670637691,213,2.80,5670637683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529165,12,1,1,0,20,e5txudmuc2qpc460bs4lb5aff,1,34.3,25.8,2025-04-21T15:01:14.100Z,2025-04-21T15:01:19Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5670637895,141,49.4,5670637893,140,12.8,5670637891,56,Back,5670637897,212,27.7,5670637899,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529169,13,79,1,0,25,e5txudmuc2qpc460bs4lb5aff,0,0.0,0.0,2025-04-21T15:01:19.269Z,2025-04-21T15:01:19Z,,,,,5670637905,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529435,5,43,1,0,52,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-04-21T15:01:46.732Z,2025-04-21T15:01:57Z,,,,,5670639241,344,0,5670639747,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529461,14,43,1,0,53,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-21T15:01:47.796Z,2025-04-21T15:01:55Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5670639371,347,0,5670639617,144,5,5670639369,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529919,6,79,1,1,27,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-04-21T15:02:21.380Z,2025-04-21T15:02:21Z,,,,,5670641583,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530079,7,1,1,1,31,btaf9fuj3xctycyjeqwereaow,1,48.3,86.0,2025-04-21T15:02:25.587Z,2025-04-21T15:02:30Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5670642343,155,,5670642357,1,,5670642345,196,,5670642355,213,4.40,5670642349,140,35.9,5670642353,212,42.9,5670642351,141,25.9,5670642347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530125,8,1,1,1,36,btaf9fuj3xctycyjeqwereaow,1,33.7,24.9,2025-04-21T15:02:30.186Z,2025-04-21T15:02:33Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5670642607,212,14.6,5670642605,141,46.3,5670642609,213,1.53,5670642597,56,Back,5670642601,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530153,9,1,1,1,39,btaf9fuj3xctycyjeqwereaow,1,34.2,46.3,2025-04-21T15:02:32.874Z,2025-04-21T15:02:35Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5670642745,56,Back,5670642753,213,6.24,5670642751,212,9.5,5670642747,140,43.2,5670642749,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530179,10,1,1,1,41,btaf9fuj3xctycyjeqwereaow,1,43.6,49.3,2025-04-21T15:02:35.379Z,2025-04-21T15:02:37Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5670642881,140,49.8,5670642883,141,73.3,5670642879,56,Back,5670642885,212,17.6,5670642887,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530215,11,1,1,1,43,btaf9fuj3xctycyjeqwereaow,1,49.8,73.3,2025-04-21T15:02:37.691Z,2025-04-21T15:02:40Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5670643111,141,47.6,5670643115,212,18.7,5670643119,213,4.35,5670643107,56,Back,5670643109,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530257,12,1,1,1,46,btaf9fuj3xctycyjeqwereaow,1,43.5,47.6,2025-04-21T15:02:40.298Z,2025-04-21T15:02:43Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5670643301,140,57.7,5670643303,141,15.2,5670643309,213,5.31,5670643305,212,26.6,5670643299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530573,13,1,1,1,49,btaf9fuj3xctycyjeqwereaow,1,54.5,11.1,2025-04-21T15:02:43.018Z,2025-04-21T15:03:04Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5670645001,1,,5670644991,56,Back,5670644993,140,35.2,5670644995,141,52.8,5670644999,213,2.19,5670644997,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530371,15,79,1,1,58,e5txudmuc2qpc460bs4lb5aff,0,0.0,0.0,2025-04-21T15:02:52.443Z,2025-04-21T15:02:52Z,,,,,5670643959,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530581,14,79,1,2,10,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-04-21T15:03:04.210Z,2025-04-21T15:03:04Z,,,,,5670645045,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804609209,373,1,1,2,12,btaf9fuj3xctycyjeqwereaow,1,43.4,34.9,2025-04-21T15:03:05.837Z,2025-04-21T15:56:08Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5671082743,56,Left,5671082745,140,65.6,5671082749,212,38.4,5671082747,141,79.7,5671082753,1,,5671082751,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530619,15,1,1,2,13,btaf9fuj3xctycyjeqwereaow,0,59.6,83.2,2025-04-21T15:03:07.138Z,2025-04-21T15:56:08Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5670645261,140,72.3,5670645265,141,83.3,5670645257,56,Left,5670645269,213,0.01,5670645253,155,,5670645267,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530649,17,1,1,2,14,e5txudmuc2qpc460bs4lb5aff,1,24.0,10.3,2025-04-21T15:03:07.983Z,2025-04-21T15:03:09Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5670645405,56,Back,5670645411,212,13.5,5670645413,213,0.25,5670645407,140,36.5,5670645409,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530659,18,1,1,2,15,e5txudmuc2qpc460bs4lb5aff,1,36.5,15.2,2025-04-21T15:03:09.723Z,2025-04-21T15:03:10Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5670645497,141,21.8,5670645499,212,10.7,5670645495,140,27.3,5670645511,156,,5670645491,56,Back,5670645501,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530695,19,4,1,2,18,e5txudmuc2qpc460bs4lb5aff,1,35.4,27.3,2025-04-21T15:03:12.257Z,2025-04-21T17:10:59Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5670645709,265,,5670647793,233,16,5670645707,152,,5670647799,286,,5670645703,13,,5670645705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530693,16,4,1,2,18,btaf9fuj3xctycyjeqwereaow,0,64.6,72.7,2025-04-21T15:03:12.258Z,2025-04-21T17:11:00Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5670645975,13,,5670645987,265,,5670647725,285,,5670647879,233,19,5670645983,152,,5670645979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531369,20,1,1,2,46,e5txudmuc2qpc460bs4lb5aff,1,26.5,27.4,2025-04-21T15:03:40.675Z,2025-04-21T15:03:43Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5670649137,213,2.65,5670649125,5,,5670649129,56,Back,5670649135,212,14.2,5670649131,140,14.6,5670649133,141,37.3,5670649127,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531505,21,1,1,2,49,e5txudmuc2qpc460bs4lb5aff,0,19.0,44.3,2025-04-21T15:03:43.475Z,2025-04-21T15:03:49Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5670649955,140,72.6,5670649951,157,,5670649953,56,Left,5670649957,141,100.0,5670649961,213,0.60,5670649963,1,,5670649959,212,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531657,17,5,1,2,54,btaf9fuj3xctycyjeqwereaow,1,27.8,-1.0,2025-04-21T15:03:48.570Z,2025-04-21T17:16:04Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5670650743,347,,5670650741,56,Back,5670650773,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531515,22,5,1,2,54,e5txudmuc2qpc460bs4lb5aff,0,72.2,101.0,2025-04-21T15:03:48.570Z,2025-04-21T17:16:05Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5670650025,347,,5670650837,233,17,5670650021,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531693,18,1,1,3,1,btaf9fuj3xctycyjeqwereaow,1,32.0,0.0,2025-04-21T15:03:55.588Z,2025-04-21T15:03:57Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5670650977,213,0.94,5670650969,56,Back,5670650979,1,,5670650967,107,,5670650975,212,24.3,5670650971,140,45.6,5670650973,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531709,19,1,1,3,3,btaf9fuj3xctycyjeqwereaow,1,45.6,27.6,2025-04-21T15:03:57.266Z,2025-04-21T15:56:34Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5670651099,156,,5670651047,56,Back,5670651051,141,15.6,5670651053,212,16.4,5670651049,140,32.1,5670651055,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531833,20,1,1,3,6,btaf9fuj3xctycyjeqwereaow,1,35.7,16.8,2025-04-21T15:04:00.618Z,2025-04-21T15:04:04Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5670651675,212,49.7,5670651673,141,81.1,5670651671,140,13.1,5670651683,1,,5670651669,56,Back,5670651679,213,2.07,5670651667,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531961,21,1,1,3,12,btaf9fuj3xctycyjeqwereaow,1,8.6,83.0,2025-04-21T15:04:06.834Z,2025-04-21T15:04:08Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5670652349,141,52.7,5670652345,56,Back,5670652353,213,4.54,5670652351,212,20.9,5670652347,140,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532101,22,1,1,3,14,btaf9fuj3xctycyjeqwereaow,1,5.1,52.7,2025-04-21T15:04:08.306Z,2025-04-21T15:04:14Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5670653079,56,Back,5670653085,212,24.2,5670653087,213,4.89,5670653083,141,17.7,5670653081,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532191,23,1,1,3,20,btaf9fuj3xctycyjeqwereaow,1,9.1,17.7,2025-04-21T15:04:14.018Z,2025-04-21T15:04:40Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5670653585,141,6.8,5670653593,213,6.13,5670653581,56,Right,5670653583,140,53.6,5670653597,1,,5670656683,155,,5670653589,212,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532199,24,61,1,3,22,btaf9fuj3xctycyjeqwereaow,0,53.6,6.8,2025-04-21T15:04:16.250Z,2025-04-21T17:12:33Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5670653635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532281,24,4,1,3,26,e5txudmuc2qpc460bs4lb5aff,1,58.9,92.4,2025-04-21T15:04:20.371Z,2025-04-21T17:11:00Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5670654125,56,Left,5670654123,13,,5670654127,152,,5670654133,286,,5670654129,265,,5670654227,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532287,25,4,1,3,26,btaf9fuj3xctycyjeqwereaow,0,41.1,7.6,2025-04-21T15:04:20.372Z,2025-04-21T17:11:00Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5670654185,285,,5670654179,56,Back,5670654305,233,24,5670654181,152,,5670654183,265,,5670654177,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533183,25,1,1,3,57,e5txudmuc2qpc460bs4lb5aff,1,53.3,88.1,2025-04-21T15:04:51.762Z,2025-04-21T15:04:57Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5670658599,152,,5670658611,1,,5670658605,141,82.3,5670658597,155,,5670658603,140,94.8,5670658601,56,Left,5670658607,212,43.8,5670658609,213,6.19,5670658595,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533233,26,1,1,4,3,e5txudmuc2qpc460bs4lb5aff,1,96.1,80.5,2025-04-21T15:04:57.306Z,2025-04-21T15:04:58Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5670658855,140,93.1,5670658853,56,Left,5670658857,141,85.4,5670658861,213,2.33,5670658859,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533257,27,1,1,4,4,e5txudmuc2qpc460bs4lb5aff,0,93.1,85.4,2025-04-21T15:04:58.722Z,2025-04-21T15:04:59Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5670658973,140,92.8,5670658971,56,Center,5670658967,155,,5670658979,213,4.70,5670658961,2,,5670658975,141,44.8,5670658977,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533441,26,12,1,4,5,btaf9fuj3xctycyjeqwereaow,1,10.7,47.9,2025-04-21T15:04:59.553Z,2025-04-21T15:05:06Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5670660011,141,37.1,5670660013,212,12.7,5670660007,56,Back,5670660015,213,5.67,5670660009,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533343,28,15,1,4,6,e5txudmuc2qpc460bs4lb5aff,1,82.8,67.3,2025-04-21T15:05:00.045Z,2025-04-21T16:04:14Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5671112151,458,,5670659437,56,Center,5671112147,103,19,5671112143,78,,5670659433,22,,5671112145,102,50.0,5671112243,233,32,5670659435,18,,5671112159,231,51.3,5671112155,147,59.2,5671112149,328,5671112153,146,90.8,5671103903,20,5671112157,230,98.8,5671103907,82,,,,,,,,,,,,
2804533979,32,10,1,4,6,btaf9fuj3xctycyjeqwereaow,1,9.2,40.8,2025-04-21T15:05:00.145Z,2025-04-21T16:04:14Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5671112259,233,28,5670662831,56,Back,5670662829,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533447,27,83,1,4,9,btaf9fuj3xctycyjeqwereaow,0,12.0,43.1,2025-04-21T15:05:02.873Z,2025-04-21T15:57:08Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5670682453,399,7j35sfip0xb51mpa91wzikrh0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533435,29,61,1,4,11,e5txudmuc2qpc460bs4lb5aff,0,77.5,66.2,2025-04-21T15:05:05.754Z,2025-04-21T16:04:49Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5670659989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533539,28,1,1,4,11,btaf9fuj3xctycyjeqwereaow,1,24.9,30.5,2025-04-21T15:05:05.755Z,2025-04-21T16:05:32Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5670660511,56,Back,5671117927,141,25.8,5671117931,213,5.95,5671117929,212,9.9,5671117925,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533619,30,1,1,4,15,btaf9fuj3xctycyjeqwereaow,0,24.9,29.2,2025-04-21T15:05:09.762Z,2025-04-21T15:05:12Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5670660913,212,10.1,5670660905,140,34.5,5670660915,213,6.28,5670660901,56,Back,5670660909,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804533561,30,61,1,4,16,e5txudmuc2qpc460bs4lb5aff,1,64.6,80.0,2025-04-21T15:05:10.418Z,2025-04-21T15:05:10Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5670660617,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
