id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2820719469,5,5,1,0,10,btaf9fuj3xctycyjeqwereaow,1,70.4,101.6,2025-06-01T15:05:43.162Z,2025-06-01T17:14:10Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5760325787,233,4,5760325767,56,Left,5760325769,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719483,6,1,1,0,20,btaf9fuj3xctycyjeqwereaow,1,76.5,100.0,2025-06-01T15:05:53.209Z,2025-06-01T15:05:55Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760325841,107,,5760325851,213,5.18,5760325849,212,12.2,5760325845,140,81.7,5760325843,56,Left,5760325847,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719485,7,1,1,0,21,btaf9fuj3xctycyjeqwereaow,1,81.7,85.0,2025-06-01T15:05:54.856Z,2025-06-01T18:25:54Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5760325859,56,Left,5760325863,141,88.0,5760325865,212,7.5,5760325869,213,2.87,5760325861,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719495,8,1,1,0,22,btaf9fuj3xctycyjeqwereaow,1,74.8,88.0,2025-06-01T15:05:55.329Z,2025-06-01T15:05:59Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760325925,212,25.0,5760325921,140,58.9,5760325923,141,60.6,5760325919,56,Center,5760325927,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719503,9,1,1,0,26,btaf9fuj3xctycyjeqwereaow,1,61.9,56.7,2025-06-01T15:05:59.104Z,2025-06-01T15:06:01Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760325975,140,73.3,5760325979,212,22.0,5760325977,141,29.5,5760325981,213,5.29,5760325973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719543,10,1,1,0,27,btaf9fuj3xctycyjeqwereaow,1,69.5,35.7,2025-06-01T15:06:00.912Z,2025-06-01T15:06:09Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5760326247,141,8.0,5760326243,56,Right,5760326251,213,5.36,5760326249,212,23.6,5760326245,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719549,11,1,1,0,36,btaf9fuj3xctycyjeqwereaow,0,75.9,19.5,2025-06-01T15:06:09.041Z,2025-06-01T15:06:13Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760326407,2,,5760326271,155,,5760326281,213,0.88,5760326279,212,42.2,5760326275,140,100.0,5760326283,1,,5760326277,141,67.2,5760326273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719557,5,5,1,0,36,eujf9nqky8c5jnahb2f76m86o,1,-1.4,34.4,2025-06-01T15:06:09.864Z,2025-06-01T15:11:55Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5760326399,233,12,5760326327,56,Back,5760326329,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719565,12,5,1,0,36,btaf9fuj3xctycyjeqwereaow,0,101.4,65.6,2025-06-01T15:06:09.864Z,2025-06-01T17:14:11Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760326367,56,Center,5760326369,346,,5760326443,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719731,7,1,1,0,59,eujf9nqky8c5jnahb2f76m86o,0,3.9,41.9,2025-06-01T15:06:32.624Z,2025-06-01T15:06:36Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760327405,74,,5760327399,212,44.0,5760327395,140,41.6,5760327391,124,,5760327401,213,5.83,5760327397,141,13.5,5760327393,56,Back,5760327403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719735,13,61,1,1,4,btaf9fuj3xctycyjeqwereaow,1,57.8,67.5,2025-06-01T15:06:37.553Z,2025-06-01T18:25:59Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5760327411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719761,14,61,1,1,8,btaf9fuj3xctycyjeqwereaow,0,40.1,85.3,2025-06-01T15:06:41.336Z,2025-06-01T15:06:41Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760327541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719805,8,5,1,1,8,eujf9nqky8c5jnahb2f76m86o,1,58.5,-1.8,2025-06-01T15:06:41.505Z,2025-06-01T17:14:11Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760327789,233,15,5760327749,56,Right,5760327751,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719775,15,5,1,1,8,btaf9fuj3xctycyjeqwereaow,0,41.5,101.8,2025-06-01T15:06:41.505Z,2025-06-01T17:14:12Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760327595,56,Back,5760327597,347,,5760327809,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719823,9,1,1,1,13,eujf9nqky8c5jnahb2f76m86o,1,65.8,0.0,2025-06-01T15:06:46.794Z,2025-06-01T15:06:49Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760327833,212,33.4,5760327837,1,,5760327825,107,,5760327829,140,34.6,5760327831,141,7.4,5760327827,56,Back,5760327835,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719845,10,1,1,1,15,eujf9nqky8c5jnahb2f76m86o,1,34.6,7.4,2025-06-01T15:06:48.888Z,2025-06-01T15:06:52Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760327969,140,11.9,5760327971,141,33.6,5760327967,56,Back,5760327975,213,2.50,5760327973,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719879,11,1,1,1,19,eujf9nqky8c5jnahb2f76m86o,1,12.6,37.0,2025-06-01T15:06:52.128Z,2025-06-01T15:06:56Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760328141,56,Back,5760328151,1,,5760328149,213,1.33,5760328145,141,89.7,5760328143,140,21.1,5760328147,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719891,12,1,1,1,23,eujf9nqky8c5jnahb2f76m86o,1,20.5,90.6,2025-06-01T15:06:56.265Z,2025-06-01T15:06:58Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5760328233,212,13.8,5760328229,140,23.3,5760328231,141,70.8,5760328227,56,Back,5760328235,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719903,13,1,1,1,25,eujf9nqky8c5jnahb2f76m86o,1,23.3,70.8,2025-06-01T15:06:58.736Z,2025-06-01T15:07:00Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5760328321,212,11.5,5760328317,140,28.9,5760328323,213,5.25,5760328315,56,Back,5760328319,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719905,14,1,1,1,27,eujf9nqky8c5jnahb2f76m86o,1,28.9,56.3,2025-06-01T15:07:00.376Z,2025-06-01T15:07:03Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760328337,213,3.24,5760328333,141,52.7,5760328329,56,Back,5760328335,212,25.6,5760328355,156,,5760328331,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719953,15,1,1,1,30,eujf9nqky8c5jnahb2f76m86o,0,4.6,52.7,2025-06-01T15:07:03.625Z,2025-06-01T15:07:07Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760328607,212,61.5,5760328603,140,59.0,5760328599,155,,5760328611,1,,5760328609,213,0.38,5760328605,141,86.3,5760328601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719987,18,1,1,1,37,btaf9fuj3xctycyjeqwereaow,0,37.2,17.9,2025-06-01T15:07:10.642Z,2025-06-01T15:07:11Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760328751,141,18.0,5760328755,213,0.01,5760328749,140,48.3,5760328747,56,Back,5760328753,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720005,17,1,1,1,38,eujf9nqky8c5jnahb2f76m86o,1,46.0,90.2,2025-06-01T15:07:11.529Z,2025-06-01T15:07:13Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760328831,213,5.42,5760328827,141,73.2,5760328823,56,Center,5760328829,212,15.3,5760328825,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719999,19,43,1,1,38,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-01T15:07:11.730Z,2025-06-01T15:07:16Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760328803,212,17.1,5760328797,56,Right,5760328799,140,60.3,5760328805,213,0.05,5760328801,141,17.9,5760328921,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720019,18,1,1,1,40,eujf9nqky8c5jnahb2f76m86o,0,55.5,73.2,2025-06-01T15:07:13.177Z,2025-06-01T15:07:15Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760328911,140,73.9,5760328909,56,Right,5760328919,1,,5760328915,212,42.0,5760328907,155,,5760328913,141,18.3,5760328917,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720039,21,1,1,1,45,btaf9fuj3xctycyjeqwereaow,0,16.5,82.9,2025-06-01T15:07:18.633Z,2025-06-01T15:07:19Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760329007,56,Back,5760329011,141,75.7,5760329009,140,41.9,5760329015,213,6.10,5760329013,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720051,20,1,1,1,47,eujf9nqky8c5jnahb2f76m86o,1,44.6,17.7,2025-06-01T15:07:20.985Z,2025-06-01T15:07:22Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760329071,56,Center,5760329075,141,23.6,5760329079,213,0.27,5760329077,212,15.2,5760329073,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720057,21,1,1,1,48,eujf9nqky8c5jnahb2f76m86o,1,58.7,23.4,2025-06-01T15:07:21.944Z,2025-06-01T15:07:23Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760329109,141,17.4,5760329111,212,18.3,5760329105,56,Back,5760329107,140,41.7,5760329129,156,,5760329113,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720069,22,1,1,1,50,eujf9nqky8c5jnahb2f76m86o,1,42.9,17.4,2025-06-01T15:07:23.262Z,2025-06-01T15:07:24Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760329179,213,0.51,5760329175,141,27.6,5760329171,56,Center,5760329177,212,14.2,5760329173,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720079,23,1,1,1,51,eujf9nqky8c5jnahb2f76m86o,1,54.7,27.6,2025-06-01T15:07:24.113Z,2025-06-01T15:07:27Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760329225,140,37.1,5760329229,212,18.6,5760329231,213,3.03,5760329227,141,30.7,5760329223,56,Back,5760329251,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720131,24,1,1,1,54,eujf9nqky8c5jnahb2f76m86o,1,37.6,30.7,2025-06-01T15:07:27.192Z,2025-06-01T15:07:29Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5760329513,213,4.69,5760329501,56,Back,5760329509,212,8.3,5760329505,141,18.5,5760329503,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720147,25,1,1,1,56,eujf9nqky8c5jnahb2f76m86o,1,38.4,14.4,2025-06-01T15:07:29.321Z,2025-06-01T18:26:11Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760329589,212,6.7,5760329585,140,42.2,5760329591,213,5.35,5760329587,141,6.5,5760329583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720161,26,1,1,1,57,eujf9nqky8c5jnahb2f76m86o,1,42.2,6.5,2025-06-01T15:07:30.944Z,2025-06-01T15:07:31Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760329643,56,Back,5760329647,141,11.9,5760329651,213,1.54,5760329649,212,3.7,5760329645,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720211,27,1,1,1,58,eujf9nqky8c5jnahb2f76m86o,1,42.3,11.9,2025-06-01T15:07:31.617Z,2025-06-01T15:07:37Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760329907,140,74.4,5760329905,56,Right,5760329911,212,33.8,5760329909,141,9.2,5760329915,1,,5760329913,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720225,28,1,1,2,4,eujf9nqky8c5jnahb2f76m86o,1,78.5,11.7,2025-06-01T15:07:37.305Z,2025-06-01T15:07:39Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5760329975,212,13.1,5760329969,56,Right,5760329971,140,90.9,5760329973,141,13.1,5760329977,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720231,29,43,1,2,6,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-01T15:07:39.393Z,2025-06-01T15:07:46Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760330021,213,1.43,5760330079,286,0,5760330075,233,22,5760330017,141,18.3,5760330013,56,Right,5760330015,140,90.5,5760330019,212,3.1,5760330291,144,1,5760330073,236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720247,30,1,1,2,7,eujf9nqky8c5jnahb2f76m86o,0,90.9,15.8,2025-06-01T15:07:40.152Z,2025-06-01T15:07:47Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760330141,213,1.63,5760330139,212,1.8,5760330135,140,90.8,5760330329,286,,5760330131,56,Right,5760330325,233,22,5760330137,141,18.5,5760330323,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720235,22,74,1,2,7,btaf9fuj3xctycyjeqwereaow,1,13.2,73.5,2025-06-01T15:07:40.153Z,2025-06-01T15:07:47Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760330335,233,30,5760330035,56,Back,5760330037,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720257,31,1,1,2,8,eujf9nqky8c5jnahb2f76m86o,0,91.0,13.2,2025-06-01T15:07:41.921Z,2025-06-01T15:07:43Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760330197,141,42.7,5760330193,56,Center,5760330201,213,1.28,5760330191,155,,5760330189,2,,5760330199,212,20.9,5760330195,140,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720363,24,1,1,2,21,btaf9fuj3xctycyjeqwereaow,1,8.3,54.0,2025-06-01T15:07:54.281Z,2025-06-01T15:07:59Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5760330761,56,Back,5760330765,141,73.2,5760330769,213,1.25,5760330759,123,,5760330767,212,13.8,5760330763,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720381,25,1,1,2,25,btaf9fuj3xctycyjeqwereaow,1,19.7,73.9,2025-06-01T15:07:58.776Z,2025-06-01T15:08:02Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760330901,56,Back,5760330903,140,27.1,5760330907,212,11.6,5760330905,141,86.6,5760330911,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720401,26,1,1,2,28,btaf9fuj3xctycyjeqwereaow,1,30.2,88.3,2025-06-01T15:08:01.833Z,2025-06-01T15:08:04Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760331007,141,82.1,5760331003,140,42.8,5760331011,212,13.9,5760330997,56,Back,5760331013,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720407,27,61,1,2,31,btaf9fuj3xctycyjeqwereaow,0,42.8,82.1,2025-06-01T15:08:04.321Z,2025-06-01T15:08:04Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5760331041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720437,33,1,1,2,35,eujf9nqky8c5jnahb2f76m86o,1,73.6,32.7,2025-06-01T15:08:08.153Z,2025-06-01T15:08:09Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760331213,140,75.3,5760331217,212,10.4,5760331219,213,1.40,5760331215,141,47.8,5760331211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720453,34,1,1,2,36,eujf9nqky8c5jnahb2f76m86o,1,75.3,46.7,2025-06-01T15:08:09.697Z,2025-06-01T15:08:12Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760331305,56,Center,5760331311,212,8.6,5760331309,141,59.1,5760331307,140,73.8,5760331313,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720463,35,1,1,2,38,eujf9nqky8c5jnahb2f76m86o,1,72.3,59.1,2025-06-01T15:08:11.825Z,2025-06-01T15:08:14Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760331369,212,12.6,5760331365,140,68.4,5760331367,141,41.6,5760331371,213,4.38,5760331363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720477,36,1,1,2,40,eujf9nqky8c5jnahb2f76m86o,1,68.4,41.6,2025-06-01T15:08:13.986Z,2025-06-01T15:08:16Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760331451,141,14.0,5760331455,213,4.91,5760331449,140,72.0,5760331453,212,19.1,5760331447,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
