id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value
2819798953,6,1,1,0,12,ctvzi2jbl1q6xzq0s3sexj73g,1,35.3,89.3,2025-05-28T19:00:58.338Z,2025-05-28T19:01:00Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5755135925,213,0.40,5755135923,212,7.5,5755135919,140,41.9,5755135917,56,Back,5755135921,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819798957,7,1,1,0,13,ctvzi2jbl1q6xzq0s3sexj73g,1,41.8,93.6,2025-05-28T19:00:59.966Z,2025-05-28T19:01:02Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5755135961,56,Back,5755135967,212,19.3,5755135973,156,,5755135969,213,3.26,5755135963,140,23.5,5755135965,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819798963,8,1,1,0,16,ctvzi2jbl1q6xzq0s3sexj73g,1,23.0,89.7,2025-05-28T19:01:02.262Z,2025-05-28T19:01:07Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5755135997,56,Back,5755136001,141,58.2,5755136005,213,4.05,5755136003,212,27.1,5755135999,140,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819798967,9,1,1,0,21,ctvzi2jbl1q6xzq0s3sexj73g,1,10.1,50.3,2025-05-28T19:01:07.391Z,2025-05-28T19:01:10Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5755136031,56,Back,5755136037,212,16.9,5755136039,213,4.75,5755136033,140,10.7,5755136035,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819798975,10,1,1,0,24,ctvzi2jbl1q6xzq0s3sexj73g,1,14.5,23.0,2025-05-28T19:01:10.158Z,2025-05-28T19:01:12Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5755136087,213,4.93,5755136085,212,13.0,5755136083,141,4.3,5755136081,140,17.2,5755136079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799015,11,1,1,0,26,ctvzi2jbl1q6xzq0s3sexj73g,1,17.2,4.3,2025-05-28T19:01:12.349Z,2025-05-28T19:01:24Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5755136293,212,16.9,5755136295,213,6.21,5755136289,141,2.6,5755136287,140,33.3,5755136285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799017,12,4,1,0,33,ctvzi2jbl1q6xzq0s3sexj73g,1,26.2,11.6,2025-05-28T19:01:19.810Z,2025-05-28T21:19:53Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5755136327,152,,5755136331,285,,5755136325,56,Back,5755136323,13,,5755136335,233,8,5755136329,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819798999,8,4,1,0,33,bsykw9d70ffqe9atosc92n1e9,0,73.8,88.4,2025-05-28T19:01:19.811Z,2025-05-28T19:01:30Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5755136355,233,12,5755136257,265,,5755136255,152,,5755136253,56,Left,5755136251,13,,5755136259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799079,13,1,1,0,58,ctvzi2jbl1q6xzq0s3sexj73g,1,13.6,18.0,2025-05-28T19:01:44.998Z,2025-05-28T19:01:49Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5755136741,140,26.7,5755136735,5,,5755136737,152,,5755136747,213,5.93,5755136739,56,Back,5755136743,141,10.6,5755136745,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799085,14,1,1,1,2,ctvzi2jbl1q6xzq0s3sexj73g,1,25.2,10.1,2025-05-28T19:01:48.812Z,2025-05-28T19:01:50Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5755136779,212,13.4,5755136775,140,13.6,5755136773,56,Back,5755136777,141,18.2,5755136781,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799095,15,1,1,1,4,ctvzi2jbl1q6xzq0s3sexj73g,1,14.7,18.0,2025-05-28T19:01:50.716Z,2025-05-28T19:01:54Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5755136829,212,53.6,5755136821,157,,5755136833,1,,5755136825,140,65.1,5755136823,56,Right,5755136831,213,6.13,5755136827,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799097,16,44,1,1,7,ctvzi2jbl1q6xzq0s3sexj73g,1,65.0,8.9,2025-05-28T19:01:53.251Z,2025-05-28T21:13:30Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5755136847,233,9,5755136845,286,,5755136843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799093,9,44,1,1,7,bsykw9d70ffqe9atosc92n1e9,0,35.0,91.1,2025-05-28T19:01:53.252Z,2025-05-28T21:13:31Z,8csmi6krrz8ju4085n6dgekt1,V. Vevatne,,,5755136863,233,16,5755136815,285,,5755136813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799115,17,1,1,1,7,ctvzi2jbl1q6xzq0s3sexj73g,1,65.1,5.6,2025-05-28T19:01:53.516Z,2025-05-28T21:14:28Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5755136941,140,65.2,5755136937,3,,5755136947,213,1.56,5755136939,56,Right,5755136943,141,18.0,5755136945,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799119,18,1,1,1,9,ctvzi2jbl1q6xzq0s3sexj73g,1,59.3,34.8,2025-05-28T19:01:55.211Z,2025-05-28T19:17:09Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5755150467,141,21.5,5755150471,213,5.17,5755150469,212,10.1,5755150463,56,Center,5755150465,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799123,19,1,1,1,12,ctvzi2jbl1q6xzq0s3sexj73g,1,64.5,22.7,2025-05-28T19:01:58.644Z,2025-05-28T19:17:26Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5755150791,141,8.0,5755150787,56,Right,5755150789,140,74.2,5755150795,213,5.51,5755150793,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799125,20,1,1,1,16,ctvzi2jbl1q6xzq0s3sexj73g,1,81.2,6.8,2025-05-28T19:02:02.789Z,2025-05-28T19:17:50Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5755151247,213,2.04,5755151241,141,22.1,5755151239,140,76.2,5755151237,56,Center,5755151243,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799127,21,1,1,1,19,ctvzi2jbl1q6xzq0s3sexj73g,0,75.4,10.5,2025-05-28T19:02:05.804Z,2025-05-28T19:18:16Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5755151701,2,,5755151715,1,,5755151713,213,1.14,5755151709,141,55.6,5755151711,212,33.7,5755151707,140,88.8,5755151705,56,Center,5755151703,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799137,10,44,1,1,19,bsykw9d70ffqe9atosc92n1e9,1,9.0,40.9,2025-05-28T19:02:05.831Z,2025-05-28T21:20:07Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5755153271,233,222,5755137023,56,Back,5755137025,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819801775,222,44,1,1,19,ctvzi2jbl1q6xzq0s3sexj73g,0,91.0,59.1,2025-05-28T19:02:05.832Z,2025-05-28T21:13:31Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5755153255,56,Center,5755153275,233,10,5755153257,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799139,11,12,1,1,20,bsykw9d70ffqe9atosc92n1e9,1,6.7,39.4,2025-05-28T19:02:06.291Z,2025-05-28T21:20:09Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5755137051,56,Back,5755137057,212,4.0,5755137065,15,,5755137059,213,5.78,5755137053,140,10.0,5755137055,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819801785,224,1,1,1,21,ctvzi2jbl1q6xzq0s3sexj73g,1,83.8,39.5,2025-05-28T19:02:07.912Z,2025-05-28T19:20:51Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5755153989,212,6.0,5755153987,141,45.6,5755153983,56,Center,5755153991,213,0.77,5755153985,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819801779,223,1,1,1,21,ctvzi2jbl1q6xzq0s3sexj73g,0,85.0,40.7,2025-05-28T19:02:07.975Z,2025-05-28T19:21:08Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5755154215,3,,5755154221,141,45.8,5755154217,56,Center,5755154219,140,87.9,5755154223,212,4.6,5755154225,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799147,12,12,1,1,23,bsykw9d70ffqe9atosc92n1e9,1,8.1,47.5,2025-05-28T19:02:09.251Z,2025-05-28T21:20:04Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5755137113,140,16.6,5755137119,213,5.07,5755137115,141,12.6,5755137111,56,Back,5755137117,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799153,22,61,1,1,26,ctvzi2jbl1q6xzq0s3sexj73g,0,71.5,85.1,2025-05-28T19:02:12.476Z,2025-05-28T19:02:12Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5755137155,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819802205,151,1,1,1,27,bsykw9d70ffqe9atosc92n1e9,1,27.3,13.3,2025-05-28T19:02:13.251Z,2025-05-28T19:23:10Z,aeq6jlhgxpnkywoc20kp8tvu2,H. Haugen,,,5755155633,213,3.42,5755155629,141,9.6,5755155627,140,18.9,5755155631,212,9.2,5755155625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799161,13,1,1,1,28,bsykw9d70ffqe9atosc92n1e9,0,12.3,8.6,2025-05-28T19:02:14.251Z,2025-05-28T21:20:08Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5755137197,1,,5755137193,212,3.6,5755137195,213,0.00,5755137189,140,15.7,5755137259,286,,5755137191,141,8.6,5755137185,157,,5755137255,233,23,5755137253,236,5755137187,56,Back,,,,,,,,,,,,,,,,,,,,,,
2819799173,23,74,1,1,28,ctvzi2jbl1q6xzq0s3sexj73g,1,89.2,91.5,2025-05-28T19:02:14.252Z,2025-05-28T21:10:29Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5755137269,233,13,5755137239,285,,5755137237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799183,14,5,1,1,30,bsykw9d70ffqe9atosc92n1e9,1,4.4,-0.4,2025-05-28T19:02:16.795Z,2025-05-28T21:15:30Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5755137305,56,Back,5755137337,233,24,5755137307,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799179,24,5,1,1,30,ctvzi2jbl1q6xzq0s3sexj73g,0,95.6,100.4,2025-05-28T19:02:16.795Z,2025-05-28T21:20:26Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5755137343,233,14,5755137289,56,Left,5755137291,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799225,15,79,1,1,41,bsykw9d70ffqe9atosc92n1e9,0,0.0,0.0,2025-05-28T19:02:27.836Z,2025-05-28T19:02:28Z,,,,,5755137579,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799293,25,79,1,2,5,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-05-28T19:02:51.919Z,2025-05-28T19:02:52Z,,,,,5755137917,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799303,16,5,1,2,7,bsykw9d70ffqe9atosc92n1e9,1,-1.6,23.2,2025-05-28T19:02:53.059Z,2025-05-28T21:15:31Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5755137967,56,Back,5755156125,233,31,5755137969,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799443,31,5,1,2,7,ctvzi2jbl1q6xzq0s3sexj73g,0,101.6,76.8,2025-05-28T19:02:53.059Z,2025-05-28T21:15:32Z,,,,,5755156121,56,Center,5755156129,233,16,5755156123,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799309,17,1,1,2,8,bsykw9d70ffqe9atosc92n1e9,0,5.0,37.0,2025-05-28T19:02:54.355Z,2025-05-28T19:02:55Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5755138003,212,62.0,5755138005,213,0.00,5755137995,124,,5755138007,1,,5755137997,56,Center,5755137999,140,64.0,5755138009,74,,5755138001,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799445,32,61,1,2,12,ctvzi2jbl1q6xzq0s3sexj73g,1,27.2,59.9,2025-05-28T19:02:58.243Z,2025-05-28T19:24:33Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5755156523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799371,27,1,1,2,26,ctvzi2jbl1q6xzq0s3sexj73g,1,11.5,45.2,2025-05-28T19:03:12.419Z,2025-05-28T21:14:25Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5755138335,212,25.1,5755138333,141,75.2,5755138337,213,0.95,5755138329,56,Back,5755138327,123,,5755138331,140,25.4,5755156693,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799375,28,1,1,2,31,ctvzi2jbl1q6xzq0s3sexj73g,0,18.5,81.7,2025-05-28T19:03:17.139Z,2025-05-28T19:03:18Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5755138357,1,,5755138349,140,58.8,5755138355,213,6.05,5755138353,212,43.5,5755138351,141,66.9,5755138345,157,,5755138347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799395,29,4,1,2,31,ctvzi2jbl1q6xzq0s3sexj73g,1,63.7,62.0,2025-05-28T19:03:17.929Z,2025-05-28T21:09:52Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5755138451,152,,5755138449,56,Center,5755138445,13,,5755138447,294,,5755138453,286,,5755138475,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799373,18,4,1,2,31,bsykw9d70ffqe9atosc92n1e9,0,36.3,38.0,2025-05-28T19:03:17.930Z,2025-05-28T21:09:52Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5755138463,294,,5755138465,152,,5755138341,56,Back,5755138461,13,,5755138343,285,,5755138483,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799439,30,1,1,2,45,ctvzi2jbl1q6xzq0s3sexj73g,1,56.4,56.2,2025-05-28T19:03:31.986Z,2025-05-28T19:25:40Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5755157111,140,42.9,5755157157,152,,5755157199,189,,5755157117,213,3.75,5755157113,141,41.7,5755157109,56,Back,5755157115,212,17.3,5755157155,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819802599,284,1,1,2,46,ctvzi2jbl1q6xzq0s3sexj73g,1,46.7,40.5,2025-05-28T19:03:32.232Z,2025-05-28T19:27:15Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5755157955,56,Back,5755157957,140,48.1,5755157961,212,15.4,5755157963,213,1.48,5755157959,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819802601,285,1,1,2,51,ctvzi2jbl1q6xzq0s3sexj73g,1,51.9,66.0,2025-05-28T19:03:37.359Z,2025-05-28T19:27:34Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5755158151,56,Back,5755158157,212,17.3,5755158153,140,45.4,5755158159,213,4.31,5755158155,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799455,33,1,1,2,57,ctvzi2jbl1q6xzq0s3sexj73g,0,56.0,43.6,2025-05-28T19:03:43.691Z,2025-05-28T19:03:45Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5755138753,140,89.3,5755138755,141,65.1,5755138761,1,,5755138749,155,,5755138757,212,37.9,5755138759,213,0.40,5755138751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799481,20,1,1,3,2,bsykw9d70ffqe9atosc92n1e9,1,8.3,34.0,2025-05-28T19:03:48.171Z,2025-05-28T19:03:52Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5755138887,213,5.57,5755138877,123,,5755138883,141,14.6,5755138885,212,20.1,5755138881,140,22.8,5755138879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819799487,21,1,1,3,6,bsykw9d70ffqe9atosc92n1e9,1,33.0,13.2,2025-05-28T19:03:52.220Z,2025-05-28T19:03:56Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5755138941,213,6.10,5755138933,56,Right,5755138939,212,23.1,5755138935,140,54.6,5755138937,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
