id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/16/value
2815273047,6,1,1,0,13,e5txudmuc2qpc460bs4lb5aff,1,68.0,100.0,2025-05-16T16:02:33.306Z,2025-05-16T16:02:39Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5730118119,56,Left,5730118129,1,,5730118121,140,87.8,5730118127,213,5.84,5730118117,107,,5730118125,212,23.0,5730118123,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273051,7,3,1,0,17,e5txudmuc2qpc460bs4lb5aff,0,85.2,86.8,2025-05-16T16:02:36.787Z,2025-05-16T18:14:36Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5730118139,286,,5730118137,56,Left,5730118165,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273045,6,7,1,0,17,4q0b35m26thti4c2on9a3npk0,1,14.8,13.2,2025-05-16T16:02:36.788Z,2025-05-16T18:14:36Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730118113,285,,5730118157,233,7,5730118109,167,,5730118111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273049,7,6,1,0,19,4q0b35m26thti4c2on9a3npk0,0,15.2,14.0,2025-05-16T16:02:39.126Z,2025-05-16T16:02:47Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730118287,233,8,5730118207,73,,5730118205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273067,8,6,1,0,19,e5txudmuc2qpc460bs4lb5aff,1,84.8,86.0,2025-05-16T16:02:39.126Z,2025-05-16T18:14:25Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5730118257,56,Left,5730118259,73,,5730118261,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273275,9,1,1,0,50,e5txudmuc2qpc460bs4lb5aff,0,99.5,99.5,2025-05-16T16:03:10.330Z,2025-05-16T16:03:13Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5730119403,1,,5730119401,213,4.74,5730119399,212,47.7,5730119387,6,,5730119385,2,,5730119391,223,,5730119395,140,100.0,5730119393,56,Center,5730119389,155,5730119397,141,29.4,,,,,,,,,,,,,,,,,,,,,,
2815273411,8,5,1,0,54,4q0b35m26thti4c2on9a3npk0,1,-0.8,74.0,2025-05-16T16:03:13.737Z,2025-05-16T18:13:35Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5730120089,56,Back,5730120091,346,,5730120107,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273309,10,5,1,0,54,e5txudmuc2qpc460bs4lb5aff,0,100.8,26.0,2025-05-16T16:03:13.737Z,2025-05-16T18:13:35Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5730119553,346,,5730120137,233,8,5730119551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273427,9,1,1,1,12,4q0b35m26thti4c2on9a3npk0,1,4.4,54.2,2025-05-16T16:03:31.695Z,2025-05-16T16:03:34Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5730120201,237,,5730120187,124,,5730120191,140,9.8,5730120189,56,Back,5730120197,213,5.07,5730120195,212,16.4,5730120193,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273439,10,1,1,1,14,4q0b35m26thti4c2on9a3npk0,1,9.7,31.9,2025-05-16T16:03:33.988Z,2025-05-16T16:03:35Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730120261,213,1.95,5730120253,56,Back,5730120255,140,4.1,5730120257,141,53.9,5730120259,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273453,11,1,1,1,16,4q0b35m26thti4c2on9a3npk0,1,4.1,54.0,2025-05-16T16:03:35.740Z,2025-05-16T16:03:37Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5730120379,141,53.9,5730120375,56,Back,5730120383,213,6.28,5730120377,140,24.1,5730120381,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273519,12,1,1,1,17,4q0b35m26thti4c2on9a3npk0,1,24.1,53.9,2025-05-16T16:03:37.556Z,2025-05-16T16:03:43Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5730120711,141,40.0,5730120715,213,3.72,5730120713,212,17.4,5730120709,140,10.2,5730120707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273575,13,1,1,1,23,4q0b35m26thti4c2on9a3npk0,1,13.8,51.5,2025-05-16T16:03:42.859Z,2025-05-16T16:03:47Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730121007,141,67.9,5730121003,56,Back,5730121005,140,7.8,5730121013,213,2.09,5730121009,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273621,14,1,1,1,27,4q0b35m26thti4c2on9a3npk0,1,10.6,63.4,2025-05-16T16:03:47.099Z,2025-05-16T16:03:53Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5730121327,140,29.1,5730121325,56,Back,5730121337,1,,5730121333,213,5.24,5730121331,212,38.6,5730121329,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273677,15,1,1,1,33,4q0b35m26thti4c2on9a3npk0,1,35.4,13.7,2025-05-16T16:03:52.932Z,2025-05-16T16:03:58Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730121649,56,Back,5730121651,140,26.8,5730121657,213,2.18,5730121655,212,15.8,5730121653,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273715,16,1,1,1,39,4q0b35m26thti4c2on9a3npk0,1,27.0,37.7,2025-05-16T16:03:58.684Z,2025-05-16T16:04:01Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730121773,140,35.7,5730121779,213,0.59,5730121775,141,46.6,5730121777,212,11.0,5730121771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273725,17,50,1,1,41,4q0b35m26thti4c2on9a3npk0,1,33.3,52.8,2025-05-16T16:04:00.907Z,2025-05-16T18:14:37Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5730122043,233,11,5730121805,56,Back,5730122047,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273773,11,7,1,1,41,e5txudmuc2qpc460bs4lb5aff,1,66.7,47.2,2025-05-16T16:04:00.908Z,2025-05-16T18:14:37Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5730520459,286,,5730121973,56,Center,5730122029,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273739,18,43,1,1,42,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-16T16:04:02.203Z,2025-05-16T16:04:16Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5730122577,144,56,5730121853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273795,13,1,1,1,44,e5txudmuc2qpc460bs4lb5aff,0,70.0,45.4,2025-05-16T16:04:04.667Z,2025-05-16T16:04:58Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5730122121,140,80.8,5730122123,141,82.7,5730122125,212,27.8,5730122119,56,Left,5730122127,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273801,14,43,1,1,48,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-05-16T16:04:07.802Z,2025-05-16T16:04:56Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5730122279,233,19,5730122159,56,Left,5730124371,144,3,5730122161,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273815,19,8,1,1,48,4q0b35m26thti4c2on9a3npk0,1,18.8,17.0,2025-05-16T16:04:07.803Z,2025-05-16T16:06:55Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730122227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273829,21,1,1,1,50,4q0b35m26thti4c2on9a3npk0,0,19.7,15.9,2025-05-16T16:04:10.397Z,2025-05-16T16:04:12Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730122309,213,0.05,5730122369,286,,5730122305,141,16.7,5730122303,140,30.5,5730122363,236,,5730122365,233,15,5730122307,212,11.4,5730122301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273833,15,74,1,1,50,e5txudmuc2qpc460bs4lb5aff,1,69.9,92.0,2025-05-16T16:04:10.398Z,2025-05-16T18:14:37Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5730122337,285,,5730122335,56,Left,5730122391,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273845,16,5,1,1,52,e5txudmuc2qpc460bs4lb5aff,0,80.4,101.6,2025-05-16T16:04:12.566Z,2025-05-16T18:13:36Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5730122409,347,,5730122559,233,22,5730122407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273859,22,5,1,1,52,4q0b35m26thti4c2on9a3npk0,1,19.6,-1.6,2025-05-16T16:04:12.566Z,2025-05-16T16:04:15Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730122505,233,16,5730122477,347,,5730122475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273927,23,1,1,2,0,4q0b35m26thti4c2on9a3npk0,1,20.0,0.0,2025-05-16T16:04:20.445Z,2025-05-16T16:07:16Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5730122861,141,23.3,5730122865,213,1.57,5730122863,212,16.7,5730122855,107,,5730122857,56,Back,5730122859,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273937,24,1,1,2,1,4q0b35m26thti4c2on9a3npk0,1,20.0,23.3,2025-05-16T16:04:20.971Z,2025-05-16T16:04:21Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5730122911,56,Back,5730122919,213,5.46,5730122913,140,27.8,5730122915,141,10.4,5730122917,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273943,25,1,1,2,2,4q0b35m26thti4c2on9a3npk0,1,27.8,10.4,2025-05-16T16:04:21.709Z,2025-05-16T16:04:22Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5730122937,140,29.4,5730122935,56,Back,5730122939,141,36.1,5730122943,213,1.47,5730122941,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273951,26,1,1,2,2,4q0b35m26thti4c2on9a3npk0,1,29.5,36.3,2025-05-16T16:04:22.517Z,2025-05-16T16:04:23Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5730122971,56,Back,5730122977,212,14.1,5730122979,213,4.73,5730122975,141,15.5,5730122973,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815273987,27,1,1,2,3,4q0b35m26thti4c2on9a3npk0,1,29.7,15.5,2025-05-16T16:04:23.404Z,2025-05-16T16:07:17Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5730123141,56,Back,5730123155,1,,5730123145,141,70.5,5730123143,140,24.0,5730123151,213,1.73,5730123147,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274021,28,4,1,2,12,4q0b35m26thti4c2on9a3npk0,1,54.1,71.8,2025-05-16T16:04:32.027Z,2025-05-16T18:14:16Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5730123391,152,,5730123437,233,17,5730123395,286,,5730123387,13,,5730123393,265,,5730123389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274029,17,4,1,2,12,e5txudmuc2qpc460bs4lb5aff,0,45.9,28.2,2025-05-16T16:04:32.028Z,2025-05-16T18:14:17Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5730123453,233,28,5730123431,285,,5730123429,265,,5730123427,152,,5730123423,13,,5730123425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274117,29,1,1,2,26,4q0b35m26thti4c2on9a3npk0,1,53.1,81.4,2025-05-16T16:04:45.764Z,2025-05-16T16:09:18Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5730123959,213,4.21,5730123947,5,,5730123953,140,43.7,5730123955,141,55.1,5730123957,212,20.4,5730137889,189,,5730123949,152,,5730123951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274129,30,1,1,2,27,4q0b35m26thti4c2on9a3npk0,1,43.7,55.1,2025-05-16T16:04:47.059Z,2025-05-16T16:04:50Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730124031,213,5.03,5730124027,212,20.3,5730124023,140,49.7,5730124025,141,26.7,5730124021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274185,31,1,1,2,30,4q0b35m26thti4c2on9a3npk0,1,52.2,28.3,2025-05-16T16:04:50.210Z,2025-05-16T16:04:56Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730124307,56,Back,5730124309,140,45.7,5730124315,213,1.96,5730124313,212,18.1,5730124311,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274211,32,1,1,2,36,4q0b35m26thti4c2on9a3npk0,1,51.3,52.4,2025-05-16T16:04:55.916Z,2025-05-16T16:04:58Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730124495,140,61.7,5730124499,212,22.7,5730124493,56,Left,5730124497,141,81.7,5730124501,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274251,33,1,1,2,39,4q0b35m26thti4c2on9a3npk0,1,61.8,81.8,2025-05-16T16:04:58.730Z,2025-05-16T16:05:06Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5730124723,140,77.6,5730124725,141,85.9,5730124727,212,16.8,5730124721,56,Left,5730124729,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274279,34,1,1,2,46,4q0b35m26thti4c2on9a3npk0,1,89.9,85.4,2025-05-16T16:05:05.954Z,2025-05-16T16:05:08Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5730124859,56,Left,5730124867,213,0.97,5730124863,141,94.7,5730124865,212,7.7,5730124861,140,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274291,35,1,1,2,49,4q0b35m26thti4c2on9a3npk0,1,94.0,94.7,2025-05-16T16:05:08.706Z,2025-05-16T16:05:10Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5730124929,213,3.22,5730124923,140,76.5,5730124925,141,92.7,5730124927,212,18.4,5730124921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274307,36,1,1,2,50,4q0b35m26thti4c2on9a3npk0,1,76.5,92.6,2025-05-16T16:05:10.298Z,2025-05-16T16:07:35Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5730124993,141,73.9,5730124995,212,13.5,5730124989,56,Center,5730124997,213,4.36,5730124991,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274319,37,1,1,2,52,4q0b35m26thti4c2on9a3npk0,0,71.0,76.0,2025-05-16T16:05:12.578Z,2025-05-16T16:05:13Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730125053,213,5.90,5730125051,212,12.0,5730125049,141,69.4,5730125045,56,Center,5730125047,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274339,18,1,1,2,55,e5txudmuc2qpc460bs4lb5aff,0,18.1,51.0,2025-05-16T16:05:15.312Z,2025-05-16T16:05:52Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5730125169,140,39.4,5730125171,141,54.3,5730125167,56,Back,5730125173,212,22.5,5730125175,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274385,38,1,1,2,57,4q0b35m26thti4c2on9a3npk0,1,55.9,60.0,2025-05-16T16:05:17.386Z,2025-05-16T16:05:21Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730125447,141,26.2,5730125449,212,23.9,5730125445,140,62.0,5730125443,56,Center,5730125451,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274401,39,1,1,3,1,4q0b35m26thti4c2on9a3npk0,1,62.0,26.2,2025-05-16T16:05:21.025Z,2025-05-16T16:05:23Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730125541,213,2.21,5730125539,212,14.9,5730125533,56,Center,5730125535,140,53.5,5730125537,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274445,40,1,1,3,3,4q0b35m26thti4c2on9a3npk0,1,53.5,43.4,2025-05-16T16:05:23.090Z,2025-05-16T16:05:28Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730125799,213,1.10,5730125797,212,23.0,5730125795,141,73.5,5730125793,140,63.5,5730125791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274479,41,1,1,3,8,4q0b35m26thti4c2on9a3npk0,1,62.0,75.7,2025-05-16T16:05:28.490Z,2025-05-16T16:05:32Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5730125985,212,17.3,5730125983,141,53.4,5730125979,56,Center,5730125981,140,54.1,5730125991,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274507,42,1,1,3,12,4q0b35m26thti4c2on9a3npk0,1,54.1,53.4,2025-05-16T16:05:32.306Z,2025-05-16T16:05:35Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5730126111,141,28.0,5730126113,212,17.4,5730126115,213,4.81,5730126109,140,55.7,5730126107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274537,43,1,1,3,16,4q0b35m26thti4c2on9a3npk0,1,55.7,28.0,2025-05-16T16:05:35.722Z,2025-05-16T16:05:40Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5730126261,140,68.9,5730126267,213,5.57,5730126265,212,18.3,5730126263,141,10.4,5730126259,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
