id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value
2807225179,6,1,1,0,22,btaf9fuj3xctycyjeqwereaow,1,38.8,43.4,2025-04-27T15:01:26.259Z,2025-04-27T15:01:30Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5685496767,56,Left,5685496775,213,1.04,5685496769,140,52.9,5685496773,212,29.5,5685496771,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225279,7,1,1,0,26,btaf9fuj3xctycyjeqwereaow,1,56.4,80.5,2025-04-27T15:01:30.298Z,2025-04-27T15:01:34Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5685497227,141,72.6,5685497229,212,16.5,5685497231,213,3.47,5685497225,140,41.5,5685497223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225315,8,1,1,0,30,btaf9fuj3xctycyjeqwereaow,1,48.7,65.1,2025-04-27T15:01:34.178Z,2025-04-27T15:01:37Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5685497445,56,Back,5685497451,212,13.8,5685497453,213,4.53,5685497447,140,46.3,5685497449,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225339,9,1,1,0,32,btaf9fuj3xctycyjeqwereaow,1,48.0,37.4,2025-04-27T15:01:36.890Z,2025-04-27T15:01:40Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5685497617,213,5.25,5685497615,212,19.8,5685497609,56,Right,5685497613,141,12.3,5685497611,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225363,10,1,1,0,35,btaf9fuj3xctycyjeqwereaow,1,57.2,17.6,2025-04-27T15:01:39.242Z,2025-04-27T15:01:42Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5685497759,141,56.0,5685497763,213,2.06,5685497761,212,29.5,5685497757,140,44.1,5685497755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225395,11,1,1,0,38,btaf9fuj3xctycyjeqwereaow,1,44.8,60.9,2025-04-27T15:01:42.250Z,2025-04-27T15:01:44Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5685497955,212,20.8,5685497951,141,87.1,5685497949,140,55.1,5685497959,213,1.03,5685497947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225433,12,1,1,0,40,btaf9fuj3xctycyjeqwereaow,1,56.1,90.9,2025-04-27T15:01:44.665Z,2025-04-27T15:01:47Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5685498149,141,90.2,5685498141,56,Left,5685498155,213,6.19,5685498151,212,5.0,5685498145,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225455,13,1,1,0,43,btaf9fuj3xctycyjeqwereaow,1,60.5,90.2,2025-04-27T15:01:47.521Z,2025-04-27T15:02:01Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5685498255,141,88.3,5685498253,140,53.4,5685498251,56,Left,5685498257,212,7.6,5685498259,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225499,14,1,1,0,45,btaf9fuj3xctycyjeqwereaow,1,53.3,88.1,2025-04-27T15:01:49.865Z,2025-04-27T15:01:51Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5685498537,141,78.4,5685498545,213,3.63,5685498533,140,41.6,5685498543,212,13.9,5685498531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225583,15,1,1,0,47,btaf9fuj3xctycyjeqwereaow,0,41.8,80.5,2025-04-27T15:01:51.465Z,2025-04-27T15:01:57Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5685499025,1,,5685499013,155,,5685499021,212,32.0,5685499023,213,6.27,5685499015,56,Left,5685499019,141,79.7,5685499017,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225639,6,5,1,0,53,crlocdyqyb1fdhck54qxs65rl,1,-1.0,20.2,2025-04-27T15:01:57.514Z,2025-04-27T15:02:05Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5685499335,56,Back,5685499397,233,16,5685499337,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225637,16,5,1,0,53,btaf9fuj3xctycyjeqwereaow,0,101.0,79.8,2025-04-27T15:01:57.514Z,2025-04-27T17:08:15Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5685499331,346,,5685499417,233,6,5685499329,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226027,7,1,1,1,21,crlocdyqyb1fdhck54qxs65rl,1,4.1,50.1,2025-04-27T15:02:25.153Z,2025-04-27T15:02:31Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5685501465,140,66.8,5685501477,74,,5685501467,141,15.5,5685501469,212,69.9,5685501461,124,,5685501463,56,Right,5685501473,1,,5685501471,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226035,8,44,1,1,26,crlocdyqyb1fdhck54qxs65rl,1,62.4,10.4,2025-04-27T15:02:30.296Z,2025-04-27T17:07:48Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5685501499,56,Right,5685501591,233,17,5685501501,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226019,17,44,1,1,26,btaf9fuj3xctycyjeqwereaow,0,37.6,89.6,2025-04-27T15:02:30.297Z,2025-04-27T17:07:48Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5685501433,56,Back,5685501435,285,,5685501631,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226047,9,1,1,1,26,crlocdyqyb1fdhck54qxs65rl,0,66.8,15.5,2025-04-27T15:02:30.489Z,2025-04-27T15:11:31Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5685501541,3,,5685501549,141,15.9,5685501547,140,70.0,5685501553,213,0.08,5685501551,212,3.4,5685501545,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226073,10,1,1,1,26,crlocdyqyb1fdhck54qxs65rl,0,58.5,10.7,2025-04-27T15:02:30.801Z,2025-04-27T16:00:24Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5685550545,56,Right,5685812741,236,,5685550551,212,0.5,5685812743,233,18,5685550553,213,5.19,5685812747,286,,5685550549,141,10.1,5685550547,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226029,18,74,1,1,26,btaf9fuj3xctycyjeqwereaow,1,40.1,92.6,2025-04-27T15:02:30.802Z,2025-04-27T17:07:22Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5685501481,56,Back,5685812709,285,,5685812769,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226083,19,50,1,1,29,btaf9fuj3xctycyjeqwereaow,1,37.6,92.2,2025-04-27T15:02:33.976Z,2025-04-27T17:07:26Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5685501753,56,Back,5685813169,233,11,5685813145,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226077,11,7,1,1,29,crlocdyqyb1fdhck54qxs65rl,1,62.4,7.8,2025-04-27T15:02:33.977Z,2025-04-27T17:07:25Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5685813161,285,,5685551959,56,Right,5685813157,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226103,12,1,1,1,31,crlocdyqyb1fdhck54qxs65rl,1,73.8,17.9,2025-04-27T15:02:35.250Z,2025-04-27T15:02:36Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5685501837,140,78.9,5685501847,213,0.82,5685501843,212,7.9,5685501833,56,Center,5685501841,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226151,13,1,1,1,31,crlocdyqyb1fdhck54qxs65rl,1,78.9,26.4,2025-04-27T15:02:35.905Z,2025-04-27T15:02:39Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5685502089,213,5.04,5685502081,140,81.3,5685502077,56,Right,5685502087,212,7.8,5685502085,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226159,14,1,1,1,35,crlocdyqyb1fdhck54qxs65rl,0,97.2,25.8,2025-04-27T15:02:39.392Z,2025-04-27T15:02:42Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5685502129,141,29.5,5685502127,140,94.7,5685502367,236,,5685502133,213,2.38,5685502369,233,20,5685502131,212,3.6,5685502373,286,,5685502125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226183,20,74,1,1,35,btaf9fuj3xctycyjeqwereaow,1,2.6,67.8,2025-04-27T15:02:39.393Z,2025-04-27T17:07:22Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5685502317,56,Back,5685502423,233,14,5685502319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226175,15,6,1,1,37,crlocdyqyb1fdhck54qxs65rl,1,96.4,31.2,2025-04-27T15:02:41.128Z,2025-04-27T17:09:05Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5685502447,56,Center,5685502449,75,,5685502539,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226195,21,6,1,1,37,btaf9fuj3xctycyjeqwereaow,0,3.6,68.8,2025-04-27T15:02:41.128Z,2025-04-27T17:09:06Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5685502493,73,,5685502489,56,Back,5685502559,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226655,16,1,1,2,1,crlocdyqyb1fdhck54qxs65rl,0,99.5,0.5,2025-04-27T15:03:05.625Z,2025-04-27T15:03:08Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5685504985,6,,5685504997,212,29.7,5685504983,2,,5685504999,213,1.77,5685504987,155,,5685504995,141,43.3,5685504989,223,,5685504993,140,94.0,5685504991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226649,22,12,1,2,3,btaf9fuj3xctycyjeqwereaow,1,4.9,50.3,2025-04-27T15:03:07.825Z,2025-04-27T15:50:50Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5685504965,213,5.13,5685504957,56,Back,5685504961,141,33.1,5685504963,212,12.8,5685504959,140,9.9,5685505021,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226775,17,1,1,2,10,crlocdyqyb1fdhck54qxs65rl,0,94.8,87.5,2025-04-27T15:03:14.577Z,2025-04-27T15:47:40Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5685505561,155,,5685505559,2,,5685505563,56,Center,5685505565,140,96.4,5685505571,213,4.77,5685505569,212,29.5,5685505567,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226791,23,12,1,2,12,btaf9fuj3xctycyjeqwereaow,1,6.9,50.7,2025-04-27T15:03:16.344Z,2025-04-27T15:03:18Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5685505635,140,10.9,5685505637,141,44.2,5685505633,56,Back,5685505639,212,6.1,5685505641,213,5.47,5685505667,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226797,18,1,1,2,12,crlocdyqyb1fdhck54qxs65rl,0,94.3,53.4,2025-04-27T15:03:16.984Z,2025-04-27T15:03:17Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5685505687,213,4.73,5685505677,141,38.5,5685505673,140,94.5,5685505671,56,Center,5685505669,3,,5685505681,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226815,24,12,1,2,14,btaf9fuj3xctycyjeqwereaow,1,11.7,52.8,2025-04-27T15:03:18.210Z,2025-04-27T15:03:20Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5685505757,213,1.62,5685505749,56,Back,5685505777,15,,5685505751,140,11.5,5685505753,141,58.8,5685505755,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226859,25,12,1,2,15,btaf9fuj3xctycyjeqwereaow,1,11.5,58.8,2025-04-27T15:03:20.001Z,2025-04-27T17:56:34Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5685505945,213,4.89,5685505935,141,16.5,5685505927,56,Back,5685505939,212,29.2,5685505931,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226899,19,1,1,2,17,crlocdyqyb1fdhck54qxs65rl,1,77.4,77.5,2025-04-27T15:03:21.985Z,2025-04-27T15:03:25Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5685506203,140,70.2,5685506209,213,3.97,5685506201,56,Center,5685506207,212,11.2,5685506205,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226917,20,1,1,2,21,crlocdyqyb1fdhck54qxs65rl,1,70.2,65.4,2025-04-27T15:03:25.161Z,2025-04-27T15:03:26Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5685506285,213,1.25,5685506281,141,84.8,5685506283,212,13.9,5685506279,140,74.4,5685506277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226927,21,1,1,2,21,crlocdyqyb1fdhck54qxs65rl,1,74.4,84.8,2025-04-27T15:03:25.841Z,2025-04-27T15:03:26Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5685506353,212,10.5,5685506351,141,88.4,5685506347,56,Left,5685506355,213,0.24,5685506349,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226931,22,1,1,2,22,crlocdyqyb1fdhck54qxs65rl,0,84.2,88.7,2025-04-27T15:03:26.753Z,2025-04-27T15:03:53Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5685506419,140,83.7,5685506425,213,4.68,5685506421,141,67.3,5685506417,56,Center,5685506423,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226949,26,61,1,2,25,btaf9fuj3xctycyjeqwereaow,0,12.9,30.6,2025-04-27T15:03:29.609Z,2025-04-27T17:56:30Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5685506585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226975,23,1,1,2,27,crlocdyqyb1fdhck54qxs65rl,1,85.8,75.0,2025-04-27T15:03:31.673Z,2025-04-27T15:48:06Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,,5685756617,140,90.2,5685756623,213,1.10,5685756621,212,10.3,5685756615,56,Left,5685756619,141,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227027,25,1,1,2,30,crlocdyqyb1fdhck54qxs65rl,1,88.2,89.0,2025-04-27T15:03:34.369Z,2025-04-27T15:04:33Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,1.0,,5685507061,213,4.83,5685511487,154,,5685507059,212,27.0,5685507057,141,49.6,5685507045,155,,5685507051,56,Center,5685511485,210,13,5685507043,2,,5685507055,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227051,26,44,1,2,30,crlocdyqyb1fdhck54qxs65rl,1,93.2,47.6,2025-04-27T15:03:34.536Z,2025-04-27T17:07:49Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5685508559,233,28,5685507155,286,,5685507153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227275,28,44,1,2,30,btaf9fuj3xctycyjeqwereaow,0,6.8,52.4,2025-04-27T15:03:34.537Z,2025-04-27T17:07:49Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5685508569,233,26,5685508339,56,Back,5685508341,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227061,27,13,1,2,30,crlocdyqyb1fdhck54qxs65rl,1,92.9,45.8,2025-04-27T15:03:34.609Z,2025-04-27T17:29:24Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5686328775,73,,5685511529,102,60.8,5685511537,231,49.3,5685511517,15,,5685511533,328,,5685511531,103,33.3,5685511525,55,25,5685507197,17,,5685507199,56,Center,5685511515,25,5685511535,230,99.1,5685511521,29,5685511523,154,,,,,,,,,,,,,,,,,,
2807227089,27,5,1,2,31,btaf9fuj3xctycyjeqwereaow,1,-1.3,40.4,2025-04-27T15:03:35.377Z,2025-04-27T17:08:16Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5685507441,233,28,5685507365,56,Back,5685507367,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227075,28,5,1,2,31,crlocdyqyb1fdhck54qxs65rl,0,101.3,59.6,2025-04-27T15:03:35.377Z,2025-04-27T17:08:16Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5685507265,56,Center,5685507497,233,27,5685507267,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227377,29,1,1,2,52,btaf9fuj3xctycyjeqwereaow,0,4.4,43.3,2025-04-27T15:03:56.496Z,2025-04-27T15:04:00Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5685508949,140,44.9,5685508957,1,,5685508961,74,,5685508947,56,Back,5685508955,213,0.58,5685508945,124,,5685508951,141,84.2,5685508953,212,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227357,29,44,1,2,53,crlocdyqyb1fdhck54qxs65rl,1,52.5,14.4,2025-04-27T15:03:57.297Z,2025-04-27T17:07:50Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5685509185,233,30,5685509189,286,,5685508839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
