id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823624867,6,43,1,0,11,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-06-21T16:01:37.529Z,2025-06-21T16:01:42Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5776650653,56,Back,5776650655,347,0,5776650695,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624893,8,1,1,0,23,ctvzi2jbl1q6xzq0s3sexj73g,1,31.9,21.2,2025-06-21T16:01:49.297Z,2025-06-21T16:01:50Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776650779,140,26.0,5776650781,141,34.2,5776650773,5,,5776650777,56,Back,5776650785,213,2.18,5776650783,212,10.8,5776650775,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624897,9,1,1,0,24,ctvzi2jbl1q6xzq0s3sexj73g,1,26.0,34.2,2025-06-21T16:01:50.279Z,2025-06-21T16:01:52Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5776650813,213,1.60,5776650807,140,25.6,5776650811,212,16.7,5776650805,56,Back,5776650809,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624905,10,1,1,0,26,ctvzi2jbl1q6xzq0s3sexj73g,1,24.1,62.7,2025-06-21T16:01:52.622Z,2025-06-21T16:01:56Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776650851,140,14.4,5776650855,212,12.3,5776650853,141,52.5,5776650857,213,3.74,5776650849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624911,11,1,1,0,30,ctvzi2jbl1q6xzq0s3sexj73g,1,13.5,46.3,2025-06-21T16:01:56.183Z,2025-06-21T16:01:59Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5776650891,141,7.1,5776650895,213,5.05,5776650887,56,Back,5776650893,212,28.2,5776650889,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624919,12,1,1,0,33,ctvzi2jbl1q6xzq0s3sexj73g,1,24.3,8.8,2025-06-21T16:01:59.184Z,2025-06-21T16:02:00Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5776650927,56,Back,5776650931,141,7.6,5776650935,213,6.18,5776650929,140,31.7,5776650933,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624925,13,1,1,0,34,ctvzi2jbl1q6xzq0s3sexj73g,1,32.4,7.6,2025-06-21T16:02:00.823Z,2025-06-21T16:02:03Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776650947,56,Back,5776650953,212,8.9,5776650955,213,0.92,5776650951,141,18.0,5776650949,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624935,14,1,1,0,36,ctvzi2jbl1q6xzq0s3sexj73g,0,39.0,18.0,2025-06-21T16:02:02.951Z,2025-06-21T16:02:07Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776650989,213,6.26,5776650979,155,,5776650985,141,16.5,5776650981,56,Right,5776650987,212,47.8,5776650983,140,84.5,5776650991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624943,8,1,1,0,45,6oxoag5c6zbnn09wx08vz4iak,1,17.1,96.0,2025-06-21T16:02:11.420Z,2025-06-21T16:02:14Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776651039,212,44.4,5776651041,213,6.09,5776651031,157,,5776651035,140,58.6,5776651043,1,,5776651033,56,Left,5776651037,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624949,9,1,1,0,48,6oxoag5c6zbnn09wx08vz4iak,1,60.0,84.4,2025-06-21T16:02:14.838Z,2025-06-21T16:02:18Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5776651087,213,5.79,5776651083,141,76.1,5776651085,212,11.9,5776651081,140,70.0,5776651079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624951,10,1,1,0,52,6oxoag5c6zbnn09wx08vz4iak,1,70.0,76.1,2025-06-21T16:02:18.332Z,2025-06-21T16:02:19Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5776651103,213,0.46,5776651099,141,86.6,5776651101,212,16.1,5776651095,56,Left,5776651093,168,,5776651097,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624957,11,3,1,0,54,6oxoag5c6zbnn09wx08vz4iak,0,82.8,88.4,2025-06-21T16:02:20.740Z,2025-06-21T20:59:06Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776651123,56,Left,5776651125,286,,5776651151,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624955,15,7,1,0,54,ctvzi2jbl1q6xzq0s3sexj73g,0,17.2,11.6,2025-06-21T16:02:20.741Z,2025-06-21T20:59:05Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5776651121,285,,5776651119,56,Back,5776651127,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624961,12,3,1,0,56,6oxoag5c6zbnn09wx08vz4iak,0,82.3,88.6,2025-06-21T16:02:22.611Z,2025-06-21T20:59:06Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776651187,233,16,5776651163,286,,5776651161,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624965,16,7,1,0,56,ctvzi2jbl1q6xzq0s3sexj73g,1,17.7,11.4,2025-06-21T16:02:22.612Z,2025-06-21T20:59:06Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776651183,233,12,5776651169,285,,5776651167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624971,13,83,1,0,58,6oxoag5c6zbnn09wx08vz4iak,0,87.1,89.1,2025-06-21T16:02:24.780Z,2025-06-21T16:02:26Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5776651225,399,b2ibeioms7t9vb3au7tpqys4p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624973,18,1,1,0,58,ctvzi2jbl1q6xzq0s3sexj73g,0,18.8,13.5,2025-06-21T16:02:24.983Z,2025-06-21T16:02:25Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776651199,56,Back,5776651201,140,24.6,5776651205,212,6.1,5776651203,141,13.7,5776651207,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823633243,390,83,1,1,0,ctvzi2jbl1q6xzq0s3sexj73g,0,24.3,6.5,2025-06-21T16:02:26.131Z,2025-06-21T17:03:18Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776698429,399,195m3d6cnwm71j1d2rjo25sdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624981,14,50,1,1,1,6oxoag5c6zbnn09wx08vz4iak,1,79.0,87.8,2025-06-21T16:02:27.596Z,2025-06-21T16:02:31Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776651293,233,19,5776651243,56,Left,5776651245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624987,19,7,1,1,1,ctvzi2jbl1q6xzq0s3sexj73g,0,21.0,12.2,2025-06-21T16:02:27.597Z,2025-06-21T18:11:10Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776651279,233,14,5776651263,56,Back,5776651265,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823633363,481,61,1,1,2,6oxoag5c6zbnn09wx08vz4iak,1,28.8,48.2,2025-06-21T16:02:28.131Z,2025-06-21T17:03:52Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776698865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625009,15,5,1,1,5,6oxoag5c6zbnn09wx08vz4iak,0,79.0,100.8,2025-06-21T16:02:31.854Z,2025-06-21T20:59:14Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776651393,347,,5776697357,233,20,5776651391,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823624995,20,5,1,1,5,ctvzi2jbl1q6xzq0s3sexj73g,1,21.0,-0.8,2025-06-21T16:02:31.854Z,2025-06-21T20:59:14Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776651317,347,,5776651315,56,Back,5776697347,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625003,21,1,1,1,13,ctvzi2jbl1q6xzq0s3sexj73g,0,20.7,0.0,2025-06-21T16:02:40.063Z,2025-06-21T16:02:41Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5776651365,140,30.3,5776651361,107,,5776651367,141,14.7,5776651363,56,Back,5776651369,212,14.8,5776651371,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625011,16,1,1,1,16,6oxoag5c6zbnn09wx08vz4iak,0,71.1,66.6,2025-06-21T16:02:42.636Z,2025-06-21T16:07:15Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5776651403,212,8.7,5776651397,56,Center,5776651395,3,,5776651401,141,67.0,5776651405,213,0.03,5776651399,140,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625013,22,1,1,1,16,ctvzi2jbl1q6xzq0s3sexj73g,0,26.0,18.0,2025-06-21T16:02:42.887Z,2025-06-21T18:11:12Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776651413,141,20.9,5776651407,157,,5776651417,213,0.23,5776651411,140,33.9,5776651415,212,8.5,5776651419,1,,5776651409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625021,17,1,1,1,18,6oxoag5c6zbnn09wx08vz4iak,1,73.4,68.2,2025-06-21T16:02:44.581Z,2025-06-21T16:07:54Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5776651451,3,,5776651461,213,5.45,5776651455,140,79.3,5776651453,56,Center,5776651457,141,58.2,5776651459,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625039,19,1,1,1,19,6oxoag5c6zbnn09wx08vz4iak,1,76.8,61.7,2025-06-21T16:02:45.691Z,2025-06-21T16:02:49Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5776651551,213,3.41,5776651545,140,57.6,5776651543,56,Center,5776651547,141,53.6,5776651549,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625049,20,1,1,1,23,6oxoag5c6zbnn09wx08vz4iak,1,52.9,40.0,2025-06-21T16:02:49.709Z,2025-06-21T16:02:51Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776651593,212,16.2,5776651587,56,Back,5776651591,141,59.1,5776651595,213,2.21,5776651589,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625059,21,1,1,1,25,6oxoag5c6zbnn09wx08vz4iak,1,46.9,59.3,2025-06-21T16:02:51.476Z,2025-06-21T16:02:53Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776651627,141,79.3,5776651623,56,Back,5776651625,140,46.4,5776651629,212,13.6,5776651631,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625063,22,1,1,1,27,6oxoag5c6zbnn09wx08vz4iak,1,43.2,77.9,2025-06-21T16:02:53.684Z,2025-06-21T16:02:56Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5776651691,213,0.65,5776651689,212,11.4,5776651683,56,Left,5776651687,141,88.1,5776651685,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625067,23,1,1,1,30,6oxoag5c6zbnn09wx08vz4iak,0,55.4,93.9,2025-06-21T16:02:56.277Z,2025-06-21T16:03:00Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5776651707,140,81.1,5776651713,213,5.96,5776651703,155,,5776651705,56,Left,5776651711,212,28.5,5776651709,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625065,23,44,1,1,32,ctvzi2jbl1q6xzq0s3sexj73g,1,19.6,18.4,2025-06-21T16:02:58.736Z,2025-06-21T18:05:33Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5776651745,233,24,5776651701,285,,5776651699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625069,24,44,1,1,32,6oxoag5c6zbnn09wx08vz4iak,0,80.4,81.6,2025-06-21T16:02:58.737Z,2025-06-21T18:05:33Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5776651751,233,23,5776651717,56,Left,5776651719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625071,24,12,1,1,33,ctvzi2jbl1q6xzq0s3sexj73g,1,20.8,16.5,2025-06-21T16:02:59.297Z,2025-06-21T16:03:00Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5776651725,141,22.1,5776651721,56,Back,5776651727,212,5.1,5776651723,140,24.0,5776651729,213,0.85,5776651731,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625075,25,50,1,1,34,6oxoag5c6zbnn09wx08vz4iak,1,84.4,74.0,2025-06-21T16:03:00.544Z,2025-06-21T20:59:07Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5776651755,56,Center,5776651757,286,,5776651787,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625079,25,7,1,1,34,ctvzi2jbl1q6xzq0s3sexj73g,1,15.6,26.0,2025-06-21T16:03:00.545Z,2025-06-21T20:59:07Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776651783,233,25,5776651781,285,,5776651779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625099,27,1,1,1,45,ctvzi2jbl1q6xzq0s3sexj73g,1,12.0,48.7,2025-06-21T16:03:11.328Z,2025-06-21T16:03:13Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5776651867,212,34.6,5776651863,140,28.6,5776651865,141,92.7,5776651861,56,Back,5776651869,213,1.04,5776651859,123,,5776651875,287,,5776651871,1,,5776651877,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625105,28,1,1,1,49,ctvzi2jbl1q6xzq0s3sexj73g,1,27.4,89.4,2025-06-21T16:03:15.491Z,2025-06-21T16:03:16Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5776651909,140,30.3,5776651913,212,8.8,5776651907,56,Back,5776651911,141,77.3,5776651915,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625109,29,1,1,1,50,ctvzi2jbl1q6xzq0s3sexj73g,1,30.3,77.3,2025-06-21T16:03:16.359Z,2025-06-21T16:03:17Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5776651927,140,26.4,5776651925,56,Back,5776651931,212,10.2,5776651933,213,1.98,5776651929,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625113,30,1,1,1,51,ctvzi2jbl1q6xzq0s3sexj73g,1,26.4,91.1,2025-06-21T16:03:17.288Z,2025-06-21T16:03:18Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5776651967,213,3.52,5776651963,141,83.3,5776651965,212,14.3,5776651961,140,13.8,5776651959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625119,31,1,1,1,51,ctvzi2jbl1q6xzq0s3sexj73g,1,13.8,83.3,2025-06-21T16:03:18.103Z,2025-06-21T16:03:21Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776652001,212,17.0,5776652003,213,4.39,5776651999,141,59.6,5776651997,140,8.7,5776651995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625141,32,1,1,1,55,ctvzi2jbl1q6xzq0s3sexj73g,0,9.2,55.1,2025-06-21T16:03:21.264Z,2025-06-21T16:03:26Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5776652137,1,,5776652133,212,60.8,5776652129,140,66.1,5776652135,213,6.10,5776652131,141,38.6,5776652125,157,,5776652127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625147,26,1,1,2,0,6oxoag5c6zbnn09wx08vz4iak,1,30.3,57.8,2025-06-21T16:03:26.533Z,2025-06-21T16:03:27Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776652157,141,51.5,5776652153,56,Back,5776652161,213,3.32,5776652155,140,7.1,5776652159,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625163,28,1,1,2,5,6oxoag5c6zbnn09wx08vz4iak,1,7.4,48.2,2025-06-21T16:03:31.813Z,2025-06-21T16:03:32Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776652223,141,14.7,5776652219,56,Back,5776652227,213,5.15,5776652221,140,17.6,5776652225,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823625171,29,1,1,2,6,6oxoag5c6zbnn09wx08vz4iak,1,17.6,14.7,2025-06-21T16:03:32.638Z,2025-06-21T16:03:36Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776652269,56,Back,5776652277,213,0.93,5776652273,141,30.9,5776652275,212,13.8,5776652271,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
