id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823857199,6,1,1,0,13,doohk95o6e8pkqah8vkop51dg,1,74.1,79.4,2025-06-22T15:01:34.187Z,2025-06-22T15:01:37Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777952115,141,71.8,5777952113,140,76.8,5777952111,56,Center,5777952117,212,5.9,5777952119,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857207,7,1,1,0,16,doohk95o6e8pkqah8vkop51dg,1,74.3,73.3,2025-06-22T15:01:37.178Z,2025-06-22T15:01:41Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5777952171,212,9.1,5777952173,213,2.16,5777952165,56,Left,5777952167,140,69.5,5777952169,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857209,8,1,1,0,20,doohk95o6e8pkqah8vkop51dg,1,69.5,84.2,2025-06-22T15:01:41.483Z,2025-06-22T15:08:50Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5777952181,141,93.5,5777952183,212,6.4,5777952185,213,1.69,5777952177,56,Left,5777952179,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857211,9,1,1,0,21,doohk95o6e8pkqah8vkop51dg,1,68.8,93.5,2025-06-22T15:01:42.643Z,2025-06-22T15:01:43Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777952193,56,Left,5777952195,140,76.1,5777952201,213,6.13,5777952199,212,7.8,5777952197,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857229,10,1,1,0,22,doohk95o6e8pkqah8vkop51dg,1,76.1,91.8,2025-06-22T15:01:43.698Z,2025-06-22T15:09:05Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5777952289,56,Left,5777952291,140,58.8,5777952295,212,19.0,5777952297,213,3.44,5777952293,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823859823,108,1,1,0,23,doohk95o6e8pkqah8vkop51dg,1,36.3,90.6,2025-06-22T15:01:44.538Z,2025-06-22T15:12:30Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777967691,213,0.01,5777967683,56,Left,5777967685,140,57.8,5777967689,212,22.6,5777967687,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857235,11,1,1,0,29,doohk95o6e8pkqah8vkop51dg,1,66.2,88.7,2025-06-22T15:01:50.563Z,2025-06-22T15:12:42Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777952321,213,4.05,5777952317,141,56.8,5777952319,212,27.5,5777952313,56,Center,5777952315,140,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857243,12,1,1,0,32,doohk95o6e8pkqah8vkop51dg,1,56.7,53.6,2025-06-22T15:01:52.898Z,2025-06-22T15:01:56Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5777952369,213,5.18,5777952367,212,21.2,5777952361,56,Center,5777952363,140,65.8,5777952365,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857255,13,1,1,0,35,doohk95o6e8pkqah8vkop51dg,1,64.2,27.4,2025-06-22T15:01:56.106Z,2025-06-22T15:02:01Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5777952421,140,53.2,5777952419,56,Center,5777952425,212,29.5,5777952423,141,67.3,5777952427,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857275,14,1,1,0,40,doohk95o6e8pkqah8vkop51dg,1,54.3,67.8,2025-06-22T15:02:01.258Z,2025-06-22T15:02:04Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777952521,56,Left,5777952523,140,70.0,5777952525,141,87.8,5777952529,213,0.69,5777952527,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857281,15,1,1,0,43,doohk95o6e8pkqah8vkop51dg,0,70.0,87.8,2025-06-22T15:02:04.554Z,2025-06-22T15:02:05Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5777952569,141,35.5,5777952575,1,,5777952561,2,,5777952565,56,Center,5777952571,212,42.4,5777952567,140,91.9,5777952563,155,,5777952573,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857295,7,12,1,0,46,eujf9nqky8c5jnahb2f76m86o,1,9.3,70.2,2025-06-22T15:02:07.175Z,2025-06-22T15:02:09Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5777952647,213,0.53,5777952639,56,Back,5777952657,15,,5777952645,212,16.0,5777952641,140,22.5,5777952643,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857319,9,3,1,0,48,eujf9nqky8c5jnahb2f76m86o,0,20.9,84.2,2025-06-22T15:02:08.849Z,2025-06-22T16:03:19Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777952775,233,16,5777952753,285,,5777952751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857307,16,7,1,0,48,doohk95o6e8pkqah8vkop51dg,0,79.1,15.8,2025-06-22T15:02:08.850Z,2025-06-22T16:03:19Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5777952695,286,,5777952693,56,Right,5777952757,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857311,8,43,1,0,48,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-22T15:02:09.505Z,2025-06-22T15:02:14Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777952717,212,0,5777952713,140,22.1,5777952719,213,3.14,5777952711,56,Back,5777952807,144,12,5777952715,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857359,10,5,1,0,50,eujf9nqky8c5jnahb2f76m86o,1,17.0,101.8,2025-06-22T15:02:11.372Z,2025-06-22T16:03:56Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777952959,56,Back,5777952993,233,17,5777952961,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857325,17,5,1,0,50,doohk95o6e8pkqah8vkop51dg,0,83.0,-1.8,2025-06-22T15:02:11.372Z,2025-06-22T15:02:22Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5777952789,56,Right,5777952791,347,,5777953011,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857459,11,1,1,1,33,eujf9nqky8c5jnahb2f76m86o,1,16.8,100.0,2025-06-22T15:02:54.631Z,2025-06-22T16:02:35Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5777953585,213,6.14,5777953583,212,18.6,5777953575,107,,5777953581,141,97.4,5777953579,140,34.3,5777953577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857465,12,44,1,1,36,eujf9nqky8c5jnahb2f76m86o,1,26.6,95.4,2025-06-22T15:02:57.080Z,2025-06-22T16:02:36Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777953611,233,18,5777953607,56,Back,5777953609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857463,18,44,1,1,36,doohk95o6e8pkqah8vkop51dg,0,73.4,4.6,2025-06-22T15:02:57.081Z,2025-06-22T15:03:02Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777953597,286,,5777953593,56,Right,5777953617,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857485,13,1,1,1,36,eujf9nqky8c5jnahb2f76m86o,1,32.4,95.6,2025-06-22T15:02:57.577Z,2025-06-22T16:02:38Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777953719,213,4.88,5777953711,56,Back,5777953715,141,77.8,5777953717,212,12.3,5777953709,3,,5777953713,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857489,14,1,1,1,37,eujf9nqky8c5jnahb2f76m86o,0,32.3,77.6,2025-06-22T15:02:58.846Z,2025-06-22T16:02:39Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5777953735,56,Back,5777953775,233,19,5777953741,212,4.7,5777953739,141,72.6,5777953779,286,,5777953773,236,,5777953743,213,5.48,5777953737,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857483,19,74,1,1,37,doohk95o6e8pkqah8vkop51dg,1,65.1,27.9,2025-06-22T15:02:58.847Z,2025-06-22T15:03:04Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777953707,285,,5777953705,56,Center,5777953789,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857493,15,44,1,1,39,eujf9nqky8c5jnahb2f76m86o,1,34.6,65.5,2025-06-22T15:03:00.783Z,2025-06-22T16:03:40Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777953757,56,Back,5777953759,285,,5777973653,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857501,20,44,1,1,39,doohk95o6e8pkqah8vkop51dg,0,65.4,34.5,2025-06-22T15:03:00.784Z,2025-06-22T16:03:40Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5777973659,233,15,5777973649,56,Center,5777973651,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857495,16,1,1,1,40,eujf9nqky8c5jnahb2f76m86o,0,28.8,75.9,2025-06-22T15:03:01.015Z,2025-06-22T16:02:42Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777953767,141,79.7,5777953769,212,12.2,5777953761,3,,5777953763,56,Back,5777953771,213,0.21,5777953765,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857505,21,1,1,1,43,doohk95o6e8pkqah8vkop51dg,1,53.4,32.9,2025-06-22T15:03:04.728Z,2025-06-22T15:17:26Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777974927,141,49.9,5777974929,212,17.9,5777974931,213,0.70,5777974925,140,66.4,5777974921,3,,5777974923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857507,22,1,1,1,44,doohk95o6e8pkqah8vkop51dg,1,65.2,53.2,2025-06-22T15:03:04.931Z,2025-06-22T15:17:40Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777975259,213,0.13,5777975251,56,Center,5777975249,168,,5777975255,141,54.6,5777975257,212,7.6,5777975253,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857525,24,1,1,1,44,doohk95o6e8pkqah8vkop51dg,0,75.0,34.9,2025-06-22T15:03:05.059Z,2025-06-22T15:18:47Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5777953891,140,82.0,5777953893,141,28.2,5777953895,212,8.6,5777953897,213,5.73,5777953887,155,,5777953889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857527,17,1,1,1,45,eujf9nqky8c5jnahb2f76m86o,0,17.4,69.0,2025-06-22T15:03:06.806Z,2025-06-22T16:02:43Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5777953909,213,0.27,5777953905,141,73.2,5777953901,56,Back,5777953907,212,10.7,5777953899,3,,5777953903,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857513,23,8,1,1,46,doohk95o6e8pkqah8vkop51dg,1,72.9,38.0,2025-06-22T15:03:07.035Z,2025-06-22T17:12:19Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5777978641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857529,18,43,1,1,47,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-22T15:03:08.150Z,2025-06-22T15:03:28Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777953915,140,24.7,5777953913,56,Back,5777953919,212,3.2,5777953917,141,75.3,5777954457,144,1,5777953921,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857563,26,1,1,1,47,doohk95o6e8pkqah8vkop51dg,1,89.2,30.6,2025-06-22T15:03:08.418Z,2025-06-22T15:20:14Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5777954063,212,11.1,5777954061,141,31.5,5777954065,213,3.09,5777954059,140,78.6,5777954057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857549,25,1,1,1,49,doohk95o6e8pkqah8vkop51dg,0,90.7,24.7,2025-06-22T15:03:10.018Z,2025-06-22T15:20:43Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5777954017,213,1.85,5777954009,56,Center,5777954011,140,89.4,5777954013,141,31.8,5777954015,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862507,194,61,1,1,50,eujf9nqky8c5jnahb2f76m86o,1,15.4,65.4,2025-06-22T15:03:11.427Z,2025-06-22T15:22:51Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5777982763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857551,19,83,1,1,52,eujf9nqky8c5jnahb2f76m86o,0,25.3,72.0,2025-06-22T15:03:13.111Z,2025-06-22T16:02:45Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777954169,399,4e7x4ulb3mcxgnue8c9exvazu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863041,219,1,1,1,53,doohk95o6e8pkqah8vkop51dg,0,81.5,25.2,2025-06-22T15:03:14.446Z,2025-06-22T15:24:36Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5777985415,141,29.7,5777985411,56,Center,5777985413,140,79.1,5777985417,212,4.0,5777985419,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857565,27,43,1,1,54,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-06-22T15:03:15.290Z,2025-06-22T15:25:05Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777954073,141,26.5,5777954077,213,5.51,5777954071,140,80.4,5777986207,144,1,5777954075,212,4.0,5777954069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863465,217,12,1,1,54,eujf9nqky8c5jnahb2f76m86o,1,11.8,62.0,2025-06-22T15:03:15.398Z,2025-06-22T15:26:24Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777988425,140,21.8,5777988423,56,Back,5777988427,141,67.7,5777988429,212,11.2,5777988431,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863481,218,12,1,1,54,eujf9nqky8c5jnahb2f76m86o,1,13.7,67.1,2025-06-22T15:03:15.668Z,2025-06-22T15:26:33Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777988631,56,Back,5777988633,140,26.5,5777988635,141,64.0,5777988639,213,6.13,5777988637,212,13.6,5777988649,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857581,28,1,1,1,57,doohk95o6e8pkqah8vkop51dg,0,60.5,22.7,2025-06-22T15:03:18.427Z,2025-06-22T15:03:19Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777954179,212,25.6,5777954181,213,0.98,5777954175,140,74.1,5777954171,157,,5777954177,141,53.9,5777954183,1,,5777954173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857611,21,1,1,1,59,eujf9nqky8c5jnahb2f76m86o,0,27.4,43.3,2025-06-22T15:03:20.486Z,2025-06-22T16:02:50Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777954347,141,49.9,5777954349,212,21.8,5777954351,213,0.21,5777954345,140,47.7,5777954343,56,Back,5777954341,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857607,29,44,1,2,1,doohk95o6e8pkqah8vkop51dg,1,54.3,46.4,2025-06-22T15:03:21.907Z,2025-06-22T16:03:41Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777954325,286,,5777954323,56,Center,5777954395,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857613,22,44,1,2,1,eujf9nqky8c5jnahb2f76m86o,0,45.7,53.6,2025-06-22T15:03:21.908Z,2025-06-22T16:03:41Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5777954403,233,29,5777954357,285,,5777954355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857617,30,1,1,2,1,doohk95o6e8pkqah8vkop51dg,0,57.6,40.4,2025-06-22T15:03:22.147Z,2025-06-22T15:03:24Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777954377,141,56.6,5777954379,212,17.1,5777954373,56,Center,5777954371,3,,5777954375,140,70.0,5777954381,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857585,20,1,1,2,2,eujf9nqky8c5jnahb2f76m86o,1,20.2,14.8,2025-06-22T15:03:23.816Z,2025-06-22T16:02:49Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777954203,141,15.4,5777954197,157,,5777954207,213,0.20,5777954201,140,22.1,5777954205,212,2.0,5777954199,56,Back,5777954209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857627,31,83,1,2,3,doohk95o6e8pkqah8vkop51dg,0,70.0,56.6,2025-06-22T15:03:24.706Z,2025-06-22T15:35:03Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5778001155,399,172cxj9mocjk4cor42kjka3mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
