id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/8/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2820717947,3,8,1,0,14,d8w1m5j3jbd1eva8524dv4a20,1,49.7,73.8,2025-06-01T15:01:14.899Z,2025-06-01T15:01:15Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760317021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820717967,5,1,1,0,16,d8w1m5j3jbd1eva8524dv4a20,1,57.5,72.6,2025-06-01T15:01:16.919Z,2025-06-01T15:11:36Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5760317111,141,75.9,5760317115,213,2.99,5760317109,140,43.3,5760317107,56,Back,5760317113,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820717977,6,1,1,0,17,d8w1m5j3jbd1eva8524dv4a20,1,43.3,75.9,2025-06-01T15:01:17.841Z,2025-06-01T15:01:19Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760317179,141,83.8,5760317175,140,65.6,5760317187,213,0.23,5760317171,56,Left,5760317183,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820717989,7,1,1,0,18,d8w1m5j3jbd1eva8524dv4a20,0,65.6,83.8,2025-06-01T15:01:18.918Z,2025-06-01T15:01:20Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5760317229,140,60.2,5760317227,56,Center,5760317231,141,63.1,5760317235,213,4.33,5760317233,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820717983,9,1,1,0,19,ctvzi2jbl1q6xzq0s3sexj73g,0,42.5,26.5,2025-06-01T15:01:19.534Z,2025-06-01T15:03:10Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5760317209,1,,5760317207,213,0.31,5760317205,212,6.5,5760317201,140,48.4,5760317203,141,29.4,5760317199,56,Back,5760317197,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738205,388,61,1,0,20,d8w1m5j3jbd1eva8524dv4a20,1,55.5,76.9,2025-06-01T15:01:20.352Z,2025-06-01T16:04:11Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5760433085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718005,8,1,1,0,21,d8w1m5j3jbd1eva8524dv4a20,0,44.1,59.1,2025-06-01T15:01:21.934Z,2025-06-01T15:01:22Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5760317331,157,,5760317333,56,Back,5760317343,1,,5760317339,212,23.3,5760317337,141,29.5,5760317335,140,32.9,5760317341,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718035,10,1,1,0,23,ctvzi2jbl1q6xzq0s3sexj73g,1,60.5,65.5,2025-06-01T15:01:24.006Z,2025-06-01T15:01:27Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760317491,213,5.54,5760317483,56,Center,5760317489,212,12.8,5760317487,141,52.8,5760317485,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718047,11,1,1,0,26,ctvzi2jbl1q6xzq0s3sexj73g,1,69.5,52.8,2025-06-01T15:01:27.159Z,2025-06-01T15:04:17Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5760317577,213,5.66,5760317575,212,26.4,5760317571,140,89.9,5760317569,56,Center,5760317573,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718051,12,1,1,0,28,ctvzi2jbl1q6xzq0s3sexj73g,0,87.3,17.6,2025-06-01T15:01:28.926Z,2025-06-01T15:12:57Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760317605,56,Center,5760317611,141,61.7,5760317613,212,30.6,5760317609,140,93.0,5760317603,155,,5760317601,2,,5760317615,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718055,9,12,1,0,29,d8w1m5j3jbd1eva8524dv4a20,1,8.5,54.3,2025-06-01T15:01:29.918Z,2025-06-01T15:01:35Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5760317645,141,29.1,5760317649,213,4.89,5760317647,212,17.4,5760317643,140,11.5,5760317665,15,,5760317641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718083,13,1,1,0,32,ctvzi2jbl1q6xzq0s3sexj73g,1,92.9,66.0,2025-06-01T15:01:32.623Z,2025-06-01T15:08:01Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,1.0,,5760317841,213,4.72,5760317835,140,93.0,5760330783,210,13,5760317839,212,9.5,5760317837,141,52.1,5760317833,56,Center,5760330785,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718087,14,13,1,0,33,ctvzi2jbl1q6xzq0s3sexj73g,1,92.7,55.0,2025-06-01T15:01:34.118Z,2025-06-01T17:19:14Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760317859,56,Center,5760327517,29,,5760326135,20,,5760646939,391,,5760327515,75,,5760327527,103,26.4,5760327531,328,,5760327525,102,36.0,5760317857,17,5760327521,55,13,5760327519,154,5760327535,231,53.2,5760317855,22,5760327529,214,5760327533,230,99.5,,,,,,,,,,,,,,,,
2820718169,10,5,1,0,34,d8w1m5j3jbd1eva8524dv4a20,1,-1.2,62.2,2025-06-01T15:01:34.789Z,2025-06-01T17:12:10Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5760318349,56,Back,5760318385,233,15,5760318351,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718103,15,5,1,0,34,ctvzi2jbl1q6xzq0s3sexj73g,0,101.2,37.8,2025-06-01T15:01:34.789Z,2025-06-01T17:12:10Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760318403,233,10,5760317933,346,,5760317931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718187,11,1,1,0,50,d8w1m5j3jbd1eva8524dv4a20,1,3.8,51.0,2025-06-01T15:01:51.087Z,2025-06-01T15:07:49Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760318451,140,12.2,5760318453,141,87.4,5760330251,189,,5760318457,213,1.23,5760318455,212,26.3,5760318461,237,,5760318449,56,Back,5760318447,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718191,12,1,1,0,51,d8w1m5j3jbd1eva8524dv4a20,1,12.2,87.4,2025-06-01T15:01:52.126Z,2025-06-01T15:07:42Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760330167,189,,5760318465,56,Back,5760318473,213,0.07,5760318471,212,17.3,5760318469,141,89.1,5760318467,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718197,13,1,1,0,53,d8w1m5j3jbd1eva8524dv4a20,0,28.6,89.1,2025-06-01T15:01:53.670Z,2025-06-01T15:07:47Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760318497,141,97.2,5760318499,212,19.2,5760318501,213,0.29,5760330143,189,,5760318495,140,46.1,5760318493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718193,16,8,1,0,58,ctvzi2jbl1q6xzq0s3sexj73g,1,56.4,12.3,2025-06-01T15:01:58.967Z,2025-06-01T15:01:59Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760318477,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718227,14,5,1,0,59,d8w1m5j3jbd1eva8524dv4a20,1,38.6,101.2,2025-06-01T15:01:59.791Z,2025-06-01T17:12:10Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760318653,347,,5760318671,233,17,5760318651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718201,17,5,1,0,59,ctvzi2jbl1q6xzq0s3sexj73g,0,61.4,-1.2,2025-06-01T15:01:59.791Z,2025-06-01T17:12:11Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760318681,233,14,5760318509,347,,5760318507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718253,15,1,1,1,2,d8w1m5j3jbd1eva8524dv4a20,1,34.5,100.0,2025-06-01T15:02:03.302Z,2025-06-01T15:02:10Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760318823,213,4.71,5760318815,56,Back,5760318817,140,34.5,5760318819,141,81.7,5760318821,212,13.8,5760318813,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718259,16,1,1,1,9,d8w1m5j3jbd1eva8524dv4a20,1,31.3,84.1,2025-06-01T15:02:10.174Z,2025-06-01T15:02:11Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5760318855,141,56.9,5760318879,189,,5760318857,212,25.9,5760318859,213,3.94,5760318853,140,14.0,5760318851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718287,17,1,1,1,13,d8w1m5j3jbd1eva8524dv4a20,1,14.0,56.9,2025-06-01T15:02:14.279Z,2025-06-01T15:02:16Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760319023,212,56.7,5760319015,157,,5760319019,140,65.0,5760319017,56,Left,5760319021,141,84.2,5760319025,213,0.33,5760319027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718291,18,1,1,1,15,d8w1m5j3jbd1eva8524dv4a20,0,58.8,70.1,2025-06-01T15:02:15.942Z,2025-06-01T15:16:46Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5760319047,212,3.7,5760319049,213,0.40,5760319045,141,72.2,5760349355,236,,5760349361,286,,5760319041,56,Center,5760319043,140,62.0,5760349357,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723519,131,74,1,1,15,ctvzi2jbl1q6xzq0s3sexj73g,1,36.9,22.1,2025-06-01T15:02:15.943Z,2025-06-01T17:10:41Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760349341,285,,5760349407,233,18,5760349339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718315,19,1,1,1,19,d8w1m5j3jbd1eva8524dv4a20,1,45.0,58.5,2025-06-01T15:02:19.781Z,2025-06-01T15:02:21Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760319187,140,44.3,5760319191,212,15.6,5760319189,141,81.4,5760319185,56,Back,5760319193,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718319,20,1,1,1,20,d8w1m5j3jbd1eva8524dv4a20,1,44.3,81.4,2025-06-01T15:02:20.933Z,2025-06-01T15:02:22Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760319223,212,14.9,5760319221,141,71.5,5760319217,56,Center,5760319219,140,57.0,5760319225,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718335,21,1,1,1,21,d8w1m5j3jbd1eva8524dv4a20,1,57.0,71.5,2025-06-01T15:02:21.807Z,2025-06-01T15:02:24Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760319313,141,84.7,5760319309,56,Left,5760319311,140,62.3,5760319315,212,10.6,5760319317,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718345,18,45,1,1,23,ctvzi2jbl1q6xzq0s3sexj73g,0,37.0,19.4,2025-06-01T15:02:23.773Z,2025-06-01T15:17:46Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760351595,233,22,5760319383,56,Back,5760319385,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718337,22,3,1,1,23,d8w1m5j3jbd1eva8524dv4a20,1,63.0,80.6,2025-06-01T15:02:23.773Z,2025-06-01T15:17:47Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760319323,286,,5760351609,233,18,5760319321,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724055,133,61,1,1,24,d8w1m5j3jbd1eva8524dv4a20,1,53.1,55.4,2025-06-01T15:02:24.913Z,2025-06-01T15:18:12Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760352453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718353,23,61,1,1,26,d8w1m5j3jbd1eva8524dv4a20,0,65.2,80.8,2025-06-01T15:02:26.680Z,2025-06-01T15:02:26Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5760319425,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718373,20,1,1,1,28,ctvzi2jbl1q6xzq0s3sexj73g,1,29.9,11.3,2025-06-01T15:02:28.839Z,2025-06-01T15:02:30Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760319521,212,8.2,5760319519,141,14.3,5760319517,140,22.3,5760319515,56,Back,5760319523,213,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718377,21,1,1,1,29,ctvzi2jbl1q6xzq0s3sexj73g,1,22.3,14.3,2025-06-01T15:02:29.958Z,2025-06-01T15:02:31Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760319557,141,10.3,5760319559,212,9.0,5760319553,56,Back,5760319555,140,30.5,5760319561,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718383,22,1,1,1,30,ctvzi2jbl1q6xzq0s3sexj73g,0,29.1,10.7,2025-06-01T15:02:30.445Z,2025-06-01T15:02:55Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760319581,56,Back,5760319583,140,31.1,5760319589,213,0.19,5760319587,212,2.1,5760320325,236,,5760320331,286,,5760319585,141,11.3,5760320327,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718417,24,74,1,1,30,d8w1m5j3jbd1eva8524dv4a20,1,65.5,88.7,2025-06-01T15:02:30.446Z,2025-06-01T15:02:55Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760320339,233,22,5760319793,285,,5760319789,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718405,23,1,1,1,32,ctvzi2jbl1q6xzq0s3sexj73g,1,29.8,11.0,2025-06-01T15:02:32.671Z,2025-06-01T15:02:34Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760319725,213,1.70,5760319723,212,6.6,5760319721,141,20.7,5760319719,140,29.0,5760319717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718409,24,1,1,1,34,ctvzi2jbl1q6xzq0s3sexj73g,0,28.9,20.0,2025-06-01T15:02:34.366Z,2025-06-01T15:02:35Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760319735,56,Right,5760319741,212,35.0,5760319743,213,6.06,5760319737,140,61.4,5760319739,141,8.6,5760319733,157,,5760319745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718445,26,1,1,1,39,d8w1m5j3jbd1eva8524dv4a20,1,36.8,89.6,2025-06-01T15:02:39.611Z,2025-06-01T15:02:42Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760319903,212,24.7,5760319901,141,56.9,5760319905,213,4.26,5760319897,56,Back,5760319899,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718453,27,1,1,1,41,d8w1m5j3jbd1eva8524dv4a20,1,26.6,56.9,2025-06-01T15:02:41.958Z,2025-06-01T15:02:43Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760319943,56,Back,5760319945,140,27.1,5760319951,213,1.54,5760319949,212,16.1,5760319947,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718471,28,1,1,1,42,d8w1m5j3jbd1eva8524dv4a20,1,27.1,80.5,2025-06-01T15:02:43.348Z,2025-06-01T15:02:46Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760320055,141,97.4,5760320053,140,32.7,5760320051,56,Back,5760320057,212,12.9,5760320059,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718481,29,1,1,1,45,d8w1m5j3jbd1eva8524dv4a20,0,32.7,97.4,2025-06-01T15:02:45.933Z,2025-06-01T15:02:47Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760320085,140,61.2,5760320083,56,Left,5760320087,141,89.7,5760320091,213,6.11,5760320089,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718487,25,1,1,1,48,ctvzi2jbl1q6xzq0s3sexj73g,1,48.7,10.7,2025-06-01T15:02:48.415Z,2025-06-01T16:08:12Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760320121,56,Right,5760440941,141,18.4,5760440943,212,16.0,5760440945,213,0.33,5760440939,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718511,27,1,1,1,49,ctvzi2jbl1q6xzq0s3sexj73g,1,61.4,9.7,2025-06-01T15:02:50.103Z,2025-06-01T15:02:52Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5760320261,213,1.81,5760320253,56,Center,5760320255,140,57.7,5760320257,141,32.8,5760320259,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718541,28,1,1,1,52,ctvzi2jbl1q6xzq0s3sexj73g,1,61.2,35.4,2025-06-01T15:02:52.431Z,2025-06-01T15:02:57Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760320411,140,77.5,5760320409,56,Right,5760320413,141,8.0,5760320417,213,5.46,5760320415,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
