id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2796164017,9,1,1,0,18,ctvzi2jbl1q6xzq0s3sexj73g,1,61.7,77.0,2025-04-05T14:06:45.895Z,2025-04-05T14:06:52Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624722517,140,52.2,5624722523,213,4.02,5624722519,141,59.4,5624722515,56,Center,5624722521,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164111,10,1,1,0,24,ctvzi2jbl1q6xzq0s3sexj73g,1,54.4,52.8,2025-04-05T14:06:51.846Z,2025-04-05T14:06:54Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624723051,141,70.6,5624723049,140,59.2,5624723045,56,Center,5624723057,213,1.18,5624723055,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164241,11,1,1,0,26,ctvzi2jbl1q6xzq0s3sexj73g,1,62.8,71.8,2025-04-05T14:06:54.246Z,2025-04-05T14:06:56Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624723741,56,Left,5624723747,141,82.4,5624723749,212,8.7,5624723745,140,67.4,5624723751,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164227,3,83,1,0,28,crlocdyqyb1fdhck54qxs65rl,0,28.0,22.5,2025-04-05T14:06:56.021Z,2025-04-05T14:06:58Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5624724421,399,55ashhvkh23ypnct70f9dgvkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164341,12,1,1,0,28,ctvzi2jbl1q6xzq0s3sexj73g,1,66.5,82.6,2025-04-05T14:06:56.182Z,2025-04-05T14:06:58Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5624724259,56,Center,5624724263,140,65.2,5624724273,213,4.44,5624724265,141,75.3,5624724269,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164545,13,1,1,0,30,ctvzi2jbl1q6xzq0s3sexj73g,1,62.3,81.1,2025-04-05T14:06:58.232Z,2025-04-05T14:07:02Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624725391,56,Back,5624725393,140,43.9,5624725397,212,23.2,5624725399,213,3.73,5624725395,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164733,14,1,1,0,35,ctvzi2jbl1q6xzq0s3sexj73g,1,45.4,64.8,2025-04-05T14:07:02.782Z,2025-04-05T14:07:06Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624726327,140,51.4,5624726333,213,1.04,5624726329,141,80.6,5624726325,56,Left,5624726331,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796164867,15,1,1,0,39,ctvzi2jbl1q6xzq0s3sexj73g,1,58.2,80.6,2025-04-05T14:07:06.262Z,2025-04-05T14:07:09Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624727007,213,3.87,5624726995,140,46.6,5624727005,212,16.3,5624727001,141,64.6,5624726991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796165049,16,1,1,0,41,ctvzi2jbl1q6xzq0s3sexj73g,0,50.4,61.4,2025-04-05T14:07:08.678Z,2025-04-05T14:07:13Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624728079,140,100.0,5624728077,56,Center,5624728081,141,76.1,5624728083,212,53.4,5624728085,213,0.19,5624728087,1,,5624728071,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796166327,4,5,1,0,45,crlocdyqyb1fdhck54qxs65rl,1,-1.0,23.8,2025-04-05T14:07:13.084Z,2025-04-05T17:23:31Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5624734673,56,Back,5624734751,233,17,5624734675,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796165199,17,5,1,0,45,ctvzi2jbl1q6xzq0s3sexj73g,0,101.0,76.2,2025-04-05T14:07:13.084Z,2025-04-05T17:23:31Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624734847,233,4,5624728845,346,,5624728843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796166469,5,1,1,1,11,crlocdyqyb1fdhck54qxs65rl,0,5.1,60.0,2025-04-05T14:07:39.068Z,2025-04-05T14:07:42Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5624735495,141,54.9,5624735499,213,6.20,5624735497,212,41.0,5624735493,140,44.0,5624735505,74,,5624735501,1,,5624735489,124,,5624735491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796166537,18,61,1,1,16,ctvzi2jbl1q6xzq0s3sexj73g,0,54.1,53.1,2025-04-05T14:07:43.693Z,2025-04-05T14:07:43Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5624735863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796166699,6,1,1,1,16,crlocdyqyb1fdhck54qxs65rl,1,36.2,46.0,2025-04-05T14:07:44.020Z,2025-04-05T14:07:46Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5624736597,212,8.5,5624736599,213,1.43,5624736593,141,58.4,5624736591,140,37.3,5624736589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796166871,7,1,1,1,18,crlocdyqyb1fdhck54qxs65rl,1,36.6,65.2,2025-04-05T14:07:46.171Z,2025-04-05T14:07:49Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5624737471,213,1.39,5624737459,56,Back,5624737463,140,39.2,5624737467,141,86.6,5624737469,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796167225,8,1,1,1,21,crlocdyqyb1fdhck54qxs65rl,1,47.3,94.4,2025-04-05T14:07:49.188Z,2025-04-05T14:08:06Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,1.0,,5624739311,213,5.84,5624739293,56,Center,5624739295,140,75.3,5624739303,212,32.5,5624739297,141,73.9,5624739291,155,,5624742033,210,13,5624739317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796167245,9,13,1,1,28,crlocdyqyb1fdhck54qxs65rl,1,94.9,69.9,2025-04-05T14:07:55.364Z,2025-04-05T16:49:14Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5624742127,55,8,5624742131,102,58.0,5624742139,231,52.7,5624742135,215,,5624739383,56,Center,5624742133,103,83.3,5626281761,65,,5624739379,22,,5624740533,72,5624742117,77,5624742137,230,99.7,5624742121,29,,,,,,,,,,,,,,,,,,,
2796167449,10,5,1,1,28,crlocdyqyb1fdhck54qxs65rl,0,101.3,61.2,2025-04-05T14:07:55.989Z,2025-04-05T17:23:32Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5624740381,56,Center,5624742849,233,19,5624740383,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796167893,19,5,1,1,28,ctvzi2jbl1q6xzq0s3sexj73g,1,-1.3,38.8,2025-04-05T14:07:55.989Z,2025-04-05T17:23:32Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5624742789,233,10,5624742707,56,Back,5624742709,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796167947,20,1,1,1,42,ctvzi2jbl1q6xzq0s3sexj73g,1,3.9,50.4,2025-04-05T14:08:09.326Z,2025-04-05T14:08:21Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5624743027,140,7.9,5624743023,56,Back,5624743047,237,,5624743033,141,66.4,5624743039,213,1.20,5624743019,124,,5624743037,212,11.7,5624745517,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796167993,21,1,1,1,43,ctvzi2jbl1q6xzq0s3sexj73g,1,7.9,66.4,2025-04-05T14:08:10.860Z,2025-04-05T14:08:24Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624743219,140,9.3,5624743215,56,Back,5624746287,189,,5624743225,212,6.8,5624743227,213,4.93,5624743223,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168035,22,1,1,1,44,ctvzi2jbl1q6xzq0s3sexj73g,1,9.3,56.7,2025-04-05T14:08:11.542Z,2025-04-05T14:08:12Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5624743517,141,42.2,5624743523,212,12.1,5624743527,213,5.33,5624743509,56,Back,5624743513,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168101,23,1,1,1,45,ctvzi2jbl1q6xzq0s3sexj73g,1,16.0,42.2,2025-04-05T14:08:12.534Z,2025-04-05T14:08:14Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5624743877,212,8.2,5624743879,213,2.97,5624743875,141,44.2,5624743873,140,8.3,5624743871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168285,24,1,1,1,46,ctvzi2jbl1q6xzq0s3sexj73g,1,7.7,46.1,2025-04-05T14:08:13.925Z,2025-04-05T14:08:18Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5624744793,212,26.5,5624744795,213,1.64,5624744787,56,Back,5624744789,140,6.0,5624744791,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168317,25,1,1,1,50,ctvzi2jbl1q6xzq0s3sexj73g,0,6.7,87.7,2025-04-05T14:08:18.029Z,2025-04-05T14:08:19Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624744929,56,Back,5624745111,236,,5624744931,140,8.3,5624744935,212,1.7,5624744937,213,0.28,5624745115,233,11,5624744933,141,88.4,5624745121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168337,11,74,1,1,50,crlocdyqyb1fdhck54qxs65rl,1,84.1,12.9,2025-04-05T14:08:18.030Z,2025-04-05T16:10:21Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5624745205,233,25,5624745029,56,Right,5624745031,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168379,12,5,1,1,52,crlocdyqyb1fdhck54qxs65rl,0,88.2,-1.2,2025-04-05T14:08:19.421Z,2025-04-05T17:23:32Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5624745243,56,Right,5624745245,347,,5624745723,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168411,26,5,1,1,52,ctvzi2jbl1q6xzq0s3sexj73g,1,11.8,101.2,2025-04-05T14:08:19.421Z,2025-04-05T14:08:24Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624745609,233,12,5624745447,347,,5624745445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796169007,27,1,1,2,2,ctvzi2jbl1q6xzq0s3sexj73g,1,15.6,100.0,2025-04-05T14:08:29.720Z,2025-04-05T14:08:33Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624748497,213,5.67,5624748495,212,17.9,5624748493,141,86.3,5624748489,56,Back,5624748487,107,,5624748491,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796169327,28,1,1,2,5,ctvzi2jbl1q6xzq0s3sexj73g,1,29.2,74.4,2025-04-05T14:08:33.076Z,2025-04-05T14:08:38Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5624750191,212,31.4,5624750187,141,28.2,5624750183,140,29.0,5624750181,56,Back,5624750193,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796169547,29,1,1,2,11,ctvzi2jbl1q6xzq0s3sexj73g,1,46.2,9.7,2025-04-05T14:08:38.373Z,2025-04-05T14:08:43Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5624751403,212,19.5,5624751407,213,6.18,5624751395,56,Right,5624751399,141,6.8,5624751397,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796169623,30,1,1,2,15,ctvzi2jbl1q6xzq0s3sexj73g,0,72.3,12.3,2025-04-05T14:08:42.957Z,2025-04-05T14:08:44Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5624751781,56,Center,5624751791,213,0.42,5624751783,140,91.4,5624751789,212,22.0,5624751785,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796169875,14,1,1,2,18,crlocdyqyb1fdhck54qxs65rl,0,12.0,72.3,2025-04-05T14:08:45.462Z,2025-04-05T14:08:48Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5624752941,141,100.0,5624752943,212,25.0,5624752945,213,0.89,5624752939,140,27.1,5624752937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796169893,15,5,1,2,20,crlocdyqyb1fdhck54qxs65rl,0,26.8,100.8,2025-04-05T14:08:47.269Z,2025-04-05T17:23:33Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5624753027,56,Back,5624754267,233,31,5624753031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170087,31,5,1,2,20,ctvzi2jbl1q6xzq0s3sexj73g,1,73.2,-0.8,2025-04-05T14:08:47.269Z,2025-04-05T17:23:33Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5624754081,347,,5624754079,56,Right,5624754185,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170217,32,1,1,2,25,ctvzi2jbl1q6xzq0s3sexj73g,1,73.7,0.0,2025-04-05T14:08:53.173Z,2025-04-05T14:08:56Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5624754763,107,,5624754777,213,2.86,5624754773,212,16.4,5624754765,56,Right,5624754767,140,58.7,5624754771,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170395,33,1,1,2,28,ctvzi2jbl1q6xzq0s3sexj73g,1,58.7,5.8,2025-04-05T14:08:56.013Z,2025-04-05T14:08:59Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5624755663,56,Center,5624755667,141,22.5,5624755665,140,55.3,5624755669,212,11.9,5624755671,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170553,34,1,1,2,31,ctvzi2jbl1q6xzq0s3sexj73g,1,55.6,29.5,2025-04-05T14:08:59.085Z,2025-04-05T14:09:01Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624756407,212,26.4,5624756397,56,Center,5624756409,213,1.48,5624756405,141,68.1,5624756401,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170777,35,1,1,2,34,ctvzi2jbl1q6xzq0s3sexj73g,1,60.1,72.0,2025-04-05T14:09:01.508Z,2025-04-05T14:09:06Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624757551,141,97.1,5624757549,140,72.5,5624757547,56,Left,5624757553,212,21.5,5624757555,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170929,36,1,1,2,39,ctvzi2jbl1q6xzq0s3sexj73g,1,77.7,92.3,2025-04-05T14:09:06.293Z,2025-04-05T14:09:09Z,cegoeac3l2owi83zdvu30tj6y,O. Didrik Blomberg,,,5624758271,212,14.0,5624758259,56,Left,5624758269,141,86.5,5624758273,213,3.43,5624758265,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170993,37,1,1,2,42,ctvzi2jbl1q6xzq0s3sexj73g,1,61.0,80.9,2025-04-05T14:09:09.364Z,2025-04-05T14:09:10Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624758579,140,52.5,5624758577,56,Center,5624758581,141,62.3,5624758587,213,4.10,5624758583,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171187,38,1,1,2,43,ctvzi2jbl1q6xzq0s3sexj73g,1,52.0,57.5,2025-04-05T14:09:10.604Z,2025-04-05T14:09:15Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624759651,56,Center,5624759659,213,4.83,5624759655,141,23.3,5624759657,212,23.4,5624759653,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171413,39,1,1,2,48,ctvzi2jbl1q6xzq0s3sexj73g,1,59.9,20.4,2025-04-05T14:09:15.293Z,2025-04-05T14:09:20Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5624760941,141,5.9,5624760933,56,Right,5624760937,140,71.2,5624760943,212,15.4,5624760945,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171537,40,1,1,2,53,ctvzi2jbl1q6xzq0s3sexj73g,1,64.1,18.2,2025-04-05T14:09:20.308Z,2025-04-05T14:09:23Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5624761601,140,55.3,5624761599,56,Center,5624761605,212,14.8,5624761607,213,2.25,5624761603,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171649,41,1,1,2,55,ctvzi2jbl1q6xzq0s3sexj73g,1,56.9,39.7,2025-04-05T14:09:22.876Z,2025-04-05T14:09:25Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5624762143,140,65.8,5624762147,212,19.3,5624762149,213,1.07,5624762145,141,64.6,5624762141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171819,42,1,1,2,58,ctvzi2jbl1q6xzq0s3sexj73g,1,66.2,67.2,2025-04-05T14:09:25.436Z,2025-04-05T14:09:29Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5624763111,212,21.8,5624763107,140,77.9,5624763109,141,93.6,5624763103,56,Left,5624763113,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171917,43,1,1,3,2,ctvzi2jbl1q6xzq0s3sexj73g,1,77.3,83.2,2025-04-05T14:09:29.668Z,2025-04-05T14:09:31Z,cegoeac3l2owi83zdvu30tj6y,O. Didrik Blomberg,,,5624763563,213,5.74,5624763553,56,Center,5624763561,212,9.6,5624763555,140,85.1,5624763559,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
