id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value
2807362221,9,1,1,0,36,bsykw9d70ffqe9atosc92n1e9,1,28.6,37.3,2025-04-27T17:16:04.726Z,2025-04-27T17:16:07Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5686252569,141,9.8,5686252565,56,Right,5686252567,140,52.0,5686252571,212,30.9,5686252573,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362281,10,1,1,0,38,bsykw9d70ffqe9atosc92n1e9,1,58.3,8.3,2025-04-27T17:16:07.407Z,2025-04-27T17:16:10Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5686252883,212,8.4,5686252877,56,Right,5686252881,141,5.5,5686252885,213,6.05,5686252879,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362305,11,1,1,0,41,bsykw9d70ffqe9atosc92n1e9,0,66.0,5.5,2025-04-27T17:16:09.899Z,2025-04-27T17:16:11Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5686252991,141,18.2,5686252987,56,Right,5686252993,212,9.0,5686252989,140,68.5,5686252997,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362327,10,8,1,0,43,80hgdmpkvdrhw1ge9nks2kxvy,1,26.7,81.8,2025-04-27T17:16:12.034Z,2025-04-27T17:16:12Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5686253093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362375,12,1,1,0,45,bsykw9d70ffqe9atosc92n1e9,1,58.3,12.8,2025-04-27T17:16:13.487Z,2025-04-27T17:16:14Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5686253329,213,1.09,5686253325,141,23.4,5686253323,140,61.9,5686253327,212,8.1,5686253321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362475,13,1,1,0,46,bsykw9d70ffqe9atosc92n1e9,1,61.9,23.4,2025-04-27T17:16:14.750Z,2025-04-27T17:16:19Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5686253893,140,87.3,5686253897,212,27.8,5686253891,56,Right,5686253899,213,6.00,5686253889,155,,5686253895,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362527,14,1,1,0,50,bsykw9d70ffqe9atosc92n1e9,1,87.3,12.0,2025-04-27T17:16:19.390Z,2025-04-27T17:16:21Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5686254185,141,15.0,5686254181,56,Right,5686254187,212,3.1,5686254189,213,2.42,5686254183,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362535,15,1,1,0,52,bsykw9d70ffqe9atosc92n1e9,0,85.1,15.0,2025-04-27T17:16:21.239Z,2025-04-27T17:16:21Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5686254237,56,Center,5686254245,213,1.26,5686254241,141,26.1,5686254239,140,87.4,5686254243,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362557,11,12,1,0,53,80hgdmpkvdrhw1ge9nks2kxvy,1,7.1,65.7,2025-04-27T17:16:21.458Z,2025-04-27T17:16:23Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5686254399,56,Back,5686254405,212,6.6,5686254401,140,12.5,5686254407,213,0.55,5686254403,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362565,12,61,1,0,54,80hgdmpkvdrhw1ge9nks2kxvy,1,12.1,71.8,2025-04-27T17:16:23.322Z,2025-04-27T18:20:12Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5686254433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362597,14,1,1,0,56,80hgdmpkvdrhw1ge9nks2kxvy,1,11.6,63.6,2025-04-27T17:16:24.522Z,2025-04-27T18:20:16Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5686254551,56,Back,5686254555,141,71.2,5686254559,213,2.20,5686254553,140,8.0,5686254557,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362615,15,1,1,0,56,80hgdmpkvdrhw1ge9nks2kxvy,0,7.4,70.9,2025-04-27T17:16:25.298Z,2025-04-27T18:20:18Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5686254667,140,24.6,5686254663,157,,5686254671,212,18.2,5686254673,213,6.16,5686254669,141,67.6,5686254675,1,,5686254665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362695,16,1,1,0,58,bsykw9d70ffqe9atosc92n1e9,1,74.8,30.4,2025-04-27T17:16:26.686Z,2025-04-27T17:16:30Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5686255075,140,72.3,5686255079,212,12.1,5686255071,3,,5686255077,141,47.8,5686255073,56,Center,5686255081,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362643,16,43,1,0,58,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-27T17:16:27.346Z,2025-04-27T17:16:32Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5686254783,56,Back,5686255243,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362733,17,1,1,1,2,bsykw9d70ffqe9atosc92n1e9,1,71.4,51.0,2025-04-27T17:16:30.775Z,2025-04-27T17:16:32Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5686255285,212,15.6,5686255279,140,57.7,5686255281,141,42.2,5686255289,213,3.54,5686255275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362763,18,1,1,1,3,bsykw9d70ffqe9atosc92n1e9,1,57.7,42.2,2025-04-27T17:16:32.062Z,2025-04-27T17:16:33Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5686255455,212,12.6,5686255457,213,5.10,5686255449,56,Center,5686255453,141,25.0,5686255451,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362823,19,1,1,1,4,bsykw9d70ffqe9atosc92n1e9,1,62.2,25.0,2025-04-27T17:16:33.094Z,2025-04-27T17:16:36Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5686255807,212,10.1,5686255803,140,71.6,5686255809,213,6.07,5686255805,141,21.9,5686255801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362867,20,1,1,1,7,bsykw9d70ffqe9atosc92n1e9,1,71.2,21.3,2025-04-27T17:16:36.158Z,2025-04-27T17:16:37Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5686256043,140,75.2,5686256047,212,5.4,5686256041,56,Center,5686256049,213,0.67,5686256045,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362847,17,45,1,1,8,80hgdmpkvdrhw1ge9nks2kxvy,0,21.4,75.6,2025-04-27T17:16:37.138Z,2025-04-27T18:20:20Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5686256145,233,21,5686255931,56,Back,5686255933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807362883,21,3,1,1,8,bsykw9d70ffqe9atosc92n1e9,1,78.6,24.4,2025-04-27T17:16:37.138Z,2025-04-27T17:16:42Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5686256091,286,,5686256107,233,17,5686256089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363005,22,1,1,1,9,bsykw9d70ffqe9atosc92n1e9,1,76.1,27.0,2025-04-27T17:16:38.086Z,2025-04-27T17:16:43Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5686256665,212,18.2,5686256667,213,1.65,5686256659,56,Center,5686256663,141,53.7,5686256661,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807364243,23,83,1,1,10,80hgdmpkvdrhw1ge9nks2kxvy,0,21.8,67.6,2025-04-27T17:16:38.730Z,2025-04-27T17:17:49Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5686263897,399,18paxu0ihqdu4kbd2ddi5z1t5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363017,23,1,1,1,11,bsykw9d70ffqe9atosc92n1e9,0,72.8,58.5,2025-04-27T17:16:40.349Z,2025-04-27T19:35:16Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5686256757,141,100.0,5686256753,140,93.2,5686278087,1,,5686256751,56,Left,5686256759,212,35.6,5686256761,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363031,24,43,1,1,13,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-27T17:16:42.310Z,2025-04-27T17:20:02Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5686277567,144,61,5686256799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363165,18,5,1,1,15,80hgdmpkvdrhw1ge9nks2kxvy,1,7.6,-0.6,2025-04-27T17:16:43.477Z,2025-04-27T19:28:09Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5686888019,233,25,5686257571,347,,5686257569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363051,25,5,1,1,15,bsykw9d70ffqe9atosc92n1e9,0,92.0,100.7,2025-04-27T17:16:43.477Z,2025-04-27T19:28:09Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5686256883,56,Left,5686888029,233,18,5686256887,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363207,19,1,1,1,21,80hgdmpkvdrhw1ge9nks2kxvy,1,9.8,0.0,2025-04-27T17:16:49.585Z,2025-04-27T17:16:51Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5686257771,56,Back,5686257777,212,11.8,5686257773,140,4.4,5686257769,107,,5686257775,141,13.7,5686257779,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363259,20,1,1,1,22,80hgdmpkvdrhw1ge9nks2kxvy,0,5.5,11.6,2025-04-27T17:16:51.017Z,2025-04-27T17:16:52Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5686258001,141,5.9,5686258003,212,34.7,5686257997,56,Back,5686258007,1,,5686258005,213,6.17,5686257995,157,,5686257999,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363289,21,5,1,1,25,80hgdmpkvdrhw1ge9nks2kxvy,0,44.0,-1.2,2025-04-27T17:16:53.890Z,2025-04-27T19:28:09Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5686258791,233,26,5686258161,347,,5686258159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363369,26,5,1,1,25,bsykw9d70ffqe9atosc92n1e9,1,56.0,101.2,2025-04-27T17:16:53.890Z,2025-04-27T19:28:09Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5686258633,347,,5686258747,233,21,5686258631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363469,27,1,1,1,31,bsykw9d70ffqe9atosc92n1e9,1,53.5,100.0,2025-04-27T17:17:00.157Z,2025-04-27T17:17:03Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5686259189,56,Back,5686259195,212,21.1,5686259197,213,3.77,5686259193,141,83.3,5686259187,107,,5686259191,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363567,28,1,1,1,34,bsykw9d70ffqe9atosc92n1e9,1,38.3,76.1,2025-04-27T17:17:02.855Z,2025-04-27T17:17:07Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5686259687,212,26.0,5686259689,213,4.64,5686259683,140,36.4,5686259685,141,38.0,5686259681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363613,29,1,1,1,38,bsykw9d70ffqe9atosc92n1e9,1,43.0,38.9,2025-04-27T17:17:07.270Z,2025-04-27T17:17:09Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5686259965,140,43.9,5686259969,212,16.5,5686259967,141,63.1,5686259963,56,Back,5686259971,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363661,30,1,1,1,41,bsykw9d70ffqe9atosc92n1e9,1,43.9,63.1,2025-04-27T17:17:09.704Z,2025-04-27T17:17:12Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5686260275,140,54.5,5686260279,212,18.2,5686260281,213,0.91,5686260273,56,Left,5686260277,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363745,31,1,1,1,43,bsykw9d70ffqe9atosc92n1e9,1,55.2,86.0,2025-04-27T17:17:12.326Z,2025-04-27T17:17:17Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5686260743,56,Left,5686260747,141,89.6,5686260745,140,59.8,5686260751,213,0.47,5686260749,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363781,32,1,1,1,48,bsykw9d70ffqe9atosc92n1e9,1,60.2,91.4,2025-04-27T17:17:16.837Z,2025-04-27T17:17:18Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5686260973,212,17.5,5686260977,213,3.40,5686260969,140,44.1,5686260971,141,84.7,5686260967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363751,22,83,1,1,48,80hgdmpkvdrhw1ge9nks2kxvy,0,32.1,21.5,2025-04-27T17:17:17.162Z,2025-04-27T17:17:23Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5686261489,399,18paxu0ihqdu4kbd2ddi5z1t5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363801,33,1,1,1,50,bsykw9d70ffqe9atosc92n1e9,1,44.1,84.7,2025-04-27T17:17:18.582Z,2025-04-27T17:17:19Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5686261099,141,66.9,5686261101,212,16.1,5686261097,140,34.0,5686261095,56,Back,5686261103,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363883,34,1,1,1,51,bsykw9d70ffqe9atosc92n1e9,1,33.6,63.0,2025-04-27T17:17:19.669Z,2025-04-27T17:17:23Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5686261539,141,23.1,5686261535,56,Back,5686261541,212,27.2,5686261537,140,35.2,5686261543,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363915,35,1,1,1,54,bsykw9d70ffqe9atosc92n1e9,1,36.9,17.4,2025-04-27T17:17:23.166Z,2025-04-27T17:17:24Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5686261703,212,23.1,5686261699,140,58.5,5686261707,213,0.20,5686261697,56,Center,5686261701,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807363967,36,1,1,1,56,bsykw9d70ffqe9atosc92n1e9,1,58.5,23.7,2025-04-27T17:17:24.736Z,2025-04-27T17:17:28Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5686261973,212,10.7,5686261967,56,Right,5686261969,140,56.2,5686261975,213,4.49,5686261971,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
