id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820774153,6,1,1,0,19,45v50owpvshpijizwwlcw4lni,1,68.0,63.4,2025-06-01T17:16:00.173Z,2025-06-01T19:46:32Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5760634973,213,1.31,5760634969,141,72.7,5760634965,56,Center,5760634963,168,,5760634971,212,6.5,5760634967,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776677,25,3,1,0,20,45v50owpvshpijizwwlcw4lni,0,69.8,81.2,2025-06-01T17:16:01.166Z,2025-06-01T17:43:31Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5760654833,286,,5760654831,56,Left,5760655101,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776681,37,7,1,0,20,bsykw9d70ffqe9atosc92n1e9,1,30.2,18.8,2025-06-01T17:16:01.167Z,2025-06-01T17:43:31Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5760654995,285,,5760654993,56,Back,5760656435,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774303,6,1,1,0,23,bsykw9d70ffqe9atosc92n1e9,1,32.6,27.7,2025-06-01T17:16:04.064Z,2025-06-01T19:46:50Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5760635793,212,54.0,5760635789,140,62.9,5760635795,213,0.94,5760635797,1,,5760635787,56,Left,5760635791,141,91.8,5760635783,155,,5760635785,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774327,7,1,1,0,29,bsykw9d70ffqe9atosc92n1e9,1,83.2,86.9,2025-06-01T17:16:10.152Z,2025-06-01T17:16:22Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,1.0,,5760635927,213,5.17,5760635923,141,59.6,5760636629,154,,5760635925,212,20.6,5760635919,56,Center,5760636627,210,13,5760635921,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774335,8,13,1,0,30,bsykw9d70ffqe9atosc92n1e9,1,87.8,57.9,2025-06-01T17:16:11.633Z,2025-06-01T17:16:23Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5760636659,231,49.6,5760636647,154,,5760636643,83,,5760636645,29,,5760636649,55,7,5760635971,17,,5760635969,22,,5760635973,56,Center,5760636657,230,98.8,5760636655,103,18.1,5760636653,102,58.7,5760636287,20,,,,,,,,,,,,,,,,,,,
2820774531,7,5,1,0,33,45v50owpvshpijizwwlcw4lni,1,-0.8,39.3,2025-06-01T17:16:13.678Z,2025-06-01T18:41:25Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5760637009,346,,5760637007,56,Back,5760637067,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774387,9,5,1,0,33,bsykw9d70ffqe9atosc92n1e9,0,100.8,60.7,2025-06-01T17:16:13.678Z,2025-06-01T18:41:25Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5760636253,346,,5760636251,56,Center,5760637089,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774759,8,1,1,0,59,45v50owpvshpijizwwlcw4lni,0,4.4,58.5,2025-06-01T17:16:39.709Z,2025-06-01T17:16:43Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5760638207,140,54.5,5760638217,74,,5760638215,1,,5760638203,124,,5760638213,213,0.32,5760638205,56,Left,5760638209,141,83.8,5760638211,212,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774805,10,1,1,1,2,bsykw9d70ffqe9atosc92n1e9,1,32.0,20.7,2025-06-01T17:16:43.449Z,2025-06-01T17:16:47Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5760638471,56,Center,5760638479,213,0.03,5760638473,140,66.5,5760638481,1,,5760638469,3,,5760638475,141,22.5,5760638477,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774841,12,1,1,1,8,bsykw9d70ffqe9atosc92n1e9,0,73.5,40.0,2025-06-01T17:16:49.025Z,2025-06-01T17:16:51Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5760638689,213,1.09,5760638687,212,13.5,5760638681,56,Center,5760638683,140,79.4,5760638685,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774921,10,1,1,1,14,45v50owpvshpijizwwlcw4lni,0,20.0,45.2,2025-06-01T17:16:55.229Z,2025-06-01T17:16:58Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5760639135,1,,5760639123,157,,5760639133,213,5.82,5760639125,56,Right,5760639131,212,58.4,5760639129,141,6.8,5760639127,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774967,13,1,1,1,17,bsykw9d70ffqe9atosc92n1e9,1,26.2,91.1,2025-06-01T17:16:58.633Z,2025-06-01T17:17:03Z,8csmi6krrz8ju4085n6dgekt1,V. Vevatne,,,5760639417,140,4.2,5760639425,1,,5760639415,56,Back,5760639423,213,3.92,5760639419,141,57.5,5760639421,212,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820774983,14,1,1,1,21,bsykw9d70ffqe9atosc92n1e9,1,4.2,57.5,2025-06-01T17:17:02.456Z,2025-06-01T19:46:06Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5760639501,140,68.5,5760639499,56,Center,5760663573,155,,5760639509,1,,5760639505,212,68.9,5760639503,141,77.8,5760639507,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820779057,88,1,1,1,23,bsykw9d70ffqe9atosc92n1e9,0,49.4,93.2,2025-06-01T17:17:04.423Z,2025-06-01T17:24:55Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5760663921,168,,5760663931,213,6.06,5760663929,212,14.1,5760663923,56,Left,5760663925,140,62.5,5760663927,141,88.7,5760664001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775003,11,1,1,1,24,45v50owpvshpijizwwlcw4lni,1,30.8,15.8,2025-06-01T17:17:05.088Z,2025-06-01T17:17:07Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5760639621,213,2.73,5760639613,56,Back,5760639615,140,9.2,5760639619,212,24.8,5760639617,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775081,13,1,1,1,27,45v50owpvshpijizwwlcw4lni,1,8.8,30.6,2025-06-01T17:17:08.237Z,2025-06-01T17:17:14Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5760640055,141,8.6,5760640051,56,Back,5760640053,140,18.1,5760640059,213,5.29,5760640057,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775093,14,1,1,1,33,45v50owpvshpijizwwlcw4lni,0,21.9,8.6,2025-06-01T17:17:13.821Z,2025-06-01T17:17:15Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5760640157,141,22.2,5760640159,212,39.5,5760640161,213,0.24,5760640163,1,,5760640153,56,Center,5760640151,155,,5760640155,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775133,16,1,1,1,34,bsykw9d70ffqe9atosc92n1e9,1,44.8,81.5,2025-06-01T17:17:15.497Z,2025-06-01T17:17:17Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5760640369,212,8.2,5760640367,141,74.7,5760640371,213,5.68,5760640363,56,Center,5760640359,3,,5760640365,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775143,17,1,1,1,36,bsykw9d70ffqe9atosc92n1e9,0,51.2,74.7,2025-06-01T17:17:16.785Z,2025-06-01T17:17:18Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5760640445,213,5.93,5760640443,212,22.1,5760640441,141,63.4,5760640437,56,Center,5760640439,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775177,15,1,1,1,39,45v50owpvshpijizwwlcw4lni,0,27.6,34.5,2025-06-01T17:17:19.949Z,2025-06-01T19:46:34Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5760640627,140,47.2,5760640629,141,56.3,5760640631,212,25.4,5760640625,56,Back,5760640633,213,0.62,5760640623,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775203,18,1,1,1,40,bsykw9d70ffqe9atosc92n1e9,1,55.9,46.1,2025-06-01T17:17:21.481Z,2025-06-01T17:17:23Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5760640757,212,10.8,5760640755,141,56.0,5760640753,140,64.0,5760640749,3,,5760640759,213,0.67,5760640751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775221,20,1,1,1,41,bsykw9d70ffqe9atosc92n1e9,1,64.0,56.0,2025-06-01T17:17:22.552Z,2025-06-01T17:17:24Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5760640835,212,13.9,5760640831,140,65.5,5760640833,141,76.3,5760640829,56,Center,5760640837,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775273,21,1,1,1,43,bsykw9d70ffqe9atosc92n1e9,1,65.5,76.3,2025-06-01T17:17:23.960Z,2025-06-01T17:17:29Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5760641113,212,14.6,5760641111,141,81.8,5760641115,213,0.26,5760641107,56,Left,5760641109,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775301,22,1,1,1,48,bsykw9d70ffqe9atosc92n1e9,1,92.3,73.5,2025-06-01T17:17:28.928Z,2025-06-01T17:26:02Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5760641235,213,4.39,5760641233,212,7.5,5760641227,56,Center,5760667001,195,,5760641231,141,63.0,5760641229,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775331,23,1,1,1,50,bsykw9d70ffqe9atosc92n1e9,1,90.0,63.0,2025-06-01T17:17:31.432Z,2025-06-01T17:17:42Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,1.0,,5760641311,141,63.7,5760641921,154,,5760641319,213,3.11,5760641919,210,15,5760641305,56,Center,5760641315,212,13.1,5760641307,140,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775339,24,15,1,1,52,bsykw9d70ffqe9atosc92n1e9,1,77.5,63.7,2025-06-01T17:17:32.856Z,2025-06-01T17:17:43Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5760641957,146,86.2,5760641357,18,,5760641355,22,,5760641705,20,,5760641949,103,19,5760641963,231,50.9,5760641937,55,23,5760641945,102,47.8,5760641933,154,,5760641709,82,,5760641959,147,57.6,5760641993,233,16,5760641929,80,5760641359,56,Center,5760641961,230,98.9,5760641931,29,,,,,,,,
2820775355,16,10,1,1,52,45v50owpvshpijizwwlcw4lni,1,13.8,42.4,2025-06-01T17:17:32.956Z,2025-06-01T17:17:43Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5760642023,233,24,5760641439,56,Back,5760641437,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775361,17,6,1,1,53,45v50owpvshpijizwwlcw4lni,0,10.6,26.7,2025-06-01T17:17:33.918Z,2025-06-01T17:43:27Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5760641545,56,Back,5760668245,233,25,5760641547,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775353,25,6,1,1,53,bsykw9d70ffqe9atosc92n1e9,1,89.4,73.3,2025-06-01T17:17:33.918Z,2025-06-01T17:43:27Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5760641487,73,,5760641601,233,17,5760641485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775913,26,1,1,2,19,bsykw9d70ffqe9atosc92n1e9,1,99.5,99.5,2025-06-01T17:18:00.464Z,2025-06-01T17:19:04Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,1.0,5760644789,141,57.8,5760644793,213,4.54,5760644791,212,28.8,5760644779,6,,5760644777,2,,5760645711,210,16,5760644781,155,,5760644787,140,94.8,5760644783,223,,5760645713,154,,5760645715,25,,5760644785,56,Center,,,,,,,,,,,,,,,,,,
2820776125,28,44,1,2,24,bsykw9d70ffqe9atosc92n1e9,1,94.5,54.8,2025-06-01T17:18:04.680Z,2025-06-01T17:43:35Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5760646161,286,,5760646159,56,Center,5760671325,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820780293,94,44,1,2,24,45v50owpvshpijizwwlcw4lni,0,5.5,45.2,2025-06-01T17:18:04.681Z,2025-06-01T17:43:36Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5760670221,56,Back,5760670225,285,,5760670335,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820775925,27,16,1,2,24,bsykw9d70ffqe9atosc92n1e9,1,94.7,55.1,2025-06-01T17:18:05.601Z,2025-06-01T17:18:53Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5760645741,102,53.5,5760645731,76,,5760645163,375,02:24.543,5760645159,374,2025-06-01 18:18:05.208,5760645733,29,,5760645743,103,5.7,5760645735,154,,5760645745,230,98.8,5760645747,231,50,5760645737,55,26,5760645157,328,,5760644861,16,,5760645153,15,5760644863,56,Center,5760645151,25,,,,,,,,,,,
2820776079,18,1,1,3,12,45v50owpvshpijizwwlcw4lni,1,50.2,49.7,2025-06-01T17:18:53.109Z,2025-06-01T17:18:56Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5760645875,213,3.18,5760645869,140,28.3,5760645867,56,Back,5760645873,212,23.0,5760645871,141,48.4,5760645877,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776135,19,1,1,3,15,45v50owpvshpijizwwlcw4lni,1,28.8,34.9,2025-06-01T17:18:56.005Z,2025-06-01T17:19:02Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5760646221,141,55.5,5760646219,140,28.4,5760646225,213,1.60,5760646223,212,14.0,5760646217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776143,20,1,1,3,21,45v50owpvshpijizwwlcw4lni,0,50.9,53.9,2025-06-01T17:19:02.413Z,2025-06-01T17:19:03Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5760646283,213,0.04,5760646287,1,,5760646279,212,37.9,5760646275,141,56.3,5760646269,56,Center,5760646273,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776393,31,1,1,3,40,bsykw9d70ffqe9atosc92n1e9,0,18.0,53.4,2025-06-01T17:19:21.176Z,2025-06-01T17:19:24Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5760647711,141,15.9,5760647713,212,61.7,5760647705,157,,5760647715,213,5.86,5760647717,1,,5760647709,140,71.5,5760647707,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776425,21,1,1,3,46,45v50owpvshpijizwwlcw4lni,1,26.7,87.4,2025-06-01T17:19:26.717Z,2025-06-01T19:45:33Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5760647943,3,,5760647955,212,7.9,5760647951,140,34.2,5760647953,141,88.3,5760647947,56,Back,5760647957,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776445,22,1,1,3,47,45v50owpvshpijizwwlcw4lni,1,34.2,88.3,2025-06-01T17:19:28.261Z,2025-06-01T19:46:30Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5760648047,141,85.6,5760648043,56,Back,5760648045,140,39.5,5760648039,3,,5760648049,212,5.9,5760648041,168,,5760648051,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820781095,111,1,1,3,47,45v50owpvshpijizwwlcw4lni,0,38.7,86.1,2025-06-01T17:19:28.427Z,2025-06-01T17:30:16Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5760675657,141,83.2,5760675653,56,Back,5760675655,140,40.3,5760675659,212,2.6,5760675661,213,5.42,5760675813,3,,5760675651,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776447,32,1,1,3,47,bsykw9d70ffqe9atosc92n1e9,0,65.9,23.6,2025-06-01T17:19:28.584Z,2025-06-01T17:29:00Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5760648067,213,5.21,5760648059,56,Right,5760648065,212,9.4,5760648057,3,,5760648063,141,11.4,5760648061,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820781587,119,1,1,3,50,45v50owpvshpijizwwlcw4lni,1,39.3,92.2,2025-06-01T17:19:31.402Z,2025-06-01T17:31:09Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5760677523,212,10.1,5760677525,213,4.43,5760677515,3,,5760677517,56,Back,5760677521,141,77.9,5760677519,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776485,23,1,1,3,51,45v50owpvshpijizwwlcw4lni,1,40.2,66.1,2025-06-01T17:19:32.397Z,2025-06-01T19:46:48Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5760648335,212,9.9,5760648331,140,44.6,5760648333,141,53.3,5760648329,56,Back,5760648337,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820776529,24,1,1,3,52,45v50owpvshpijizwwlcw4lni,0,44.6,52.8,2025-06-01T17:19:33.317Z,2025-06-01T17:19:37Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5760648667,1,,5760648655,140,73.7,5760648651,157,,5760648653,56,Center,5760648663,213,5.96,5760648659,212,32.2,5760648657,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
