id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2823857279,7,1,1,0,17,uqspd1bx7f6mq8ohj50u1k1k,1,52.8,26.7,2025-06-22T15:02:01.515Z,2025-06-22T15:02:05Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5777952553,141,9.2,5777952549,56,Right,5777952551,140,59.2,5777952555,212,13.7,5777952557,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857293,8,1,1,0,20,uqspd1bx7f6mq8ohj50u1k1k,0,61.9,7.1,2025-06-22T15:02:04.914Z,2025-06-22T17:15:31Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5777952629,212,28.8,5777952623,56,Center,5777952619,2,,5777952631,213,0.97,5777952627,141,42.1,5777952621,155,,5777952625,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857299,5,8,1,0,23,c7jgkxx1czv5etn7snf1r6p2m,1,25.4,51.8,2025-06-22T15:02:07.737Z,2025-06-22T15:02:07Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777952655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857305,7,1,1,0,24,c7jgkxx1czv5etn7snf1r6p2m,0,25.4,51.8,2025-06-22T15:02:08.417Z,2025-06-22T15:02:08Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777952683,56,Back,5777952689,212,8.8,5777952691,213,0.10,5777952687,141,53.1,5777952685,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857315,9,8,1,0,26,uqspd1bx7f6mq8ohj50u1k1k,1,73.6,38.8,2025-06-22T15:02:10.497Z,2025-06-22T17:15:27Z,15823p8n34f7coivq6wq687is,W. Igor,,,5777952729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857339,8,1,1,0,27,c7jgkxx1czv5etn7snf1r6p2m,1,35.0,47.9,2025-06-22T15:02:12.177Z,2025-06-22T15:02:15Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5777952847,212,20.1,5777952849,213,5.06,5777952843,140,41.6,5777952845,141,20.1,5777952841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857343,9,3,1,0,30,c7jgkxx1czv5etn7snf1r6p2m,1,37.6,26.2,2025-06-22T15:02:15.218Z,2025-06-22T15:03:26Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5777952859,286,,5777952861,233,10,5777952857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857337,10,45,1,0,30,uqspd1bx7f6mq8ohj50u1k1k,0,62.4,73.8,2025-06-22T15:02:15.218Z,2025-06-22T15:02:16Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5777952837,56,Center,5777952865,233,9,5777952839,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857347,10,1,1,0,31,c7jgkxx1czv5etn7snf1r6p2m,1,39.4,21.2,2025-06-22T15:02:15.777Z,2025-06-22T15:02:17Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5777952883,140,46.6,5777952889,213,1.13,5777952887,212,17.6,5777952881,56,Back,5777952885,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857349,11,1,1,0,32,c7jgkxx1czv5etn7snf1r6p2m,1,46.6,44.6,2025-06-22T15:02:16.497Z,2025-06-22T15:02:17Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5777952903,212,8.1,5777952901,141,35.4,5777952899,140,41.7,5777952905,213,4.02,5777952897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857357,12,1,1,0,32,c7jgkxx1czv5etn7snf1r6p2m,1,41.7,35.4,2025-06-22T15:02:16.856Z,2025-06-22T15:02:20Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5777952953,212,18.1,5777952951,141,59.1,5777952949,140,33.9,5777952955,213,2.04,5777952947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857367,13,1,1,0,35,c7jgkxx1czv5etn7snf1r6p2m,1,31.3,59.7,2025-06-22T15:02:20.337Z,2025-06-22T15:02:23Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777953033,141,54.3,5777953029,56,Back,5777953031,140,40.2,5777953035,212,10.0,5777953037,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857369,14,1,1,0,39,c7jgkxx1czv5etn7snf1r6p2m,0,41.8,55.7,2025-06-22T15:02:23.864Z,2025-06-22T15:02:24Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5777953053,1,,5777953041,155,,5777953045,140,77.9,5777953049,212,44.1,5777953051,213,5.75,5777953043,56,Center,5777953047,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857387,11,1,1,0,41,uqspd1bx7f6mq8ohj50u1k1k,0,26.6,77.5,2025-06-22T15:02:26.258Z,2025-06-22T15:02:28Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777953133,141,100.0,5777953137,213,1.05,5777953129,56,Back,5777953135,212,18.7,5777953127,3,,5777953131,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857391,12,5,1,0,43,uqspd1bx7f6mq8ohj50u1k1k,0,34.8,101.4,2025-06-22T15:02:28.153Z,2025-06-22T17:04:24Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777953153,347,,5777953151,56,Back,5777953207,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857401,15,5,1,0,43,c7jgkxx1czv5etn7snf1r6p2m,1,65.2,-1.4,2025-06-22T15:02:28.153Z,2025-06-22T17:04:24Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5777953203,233,12,5777953187,56,Right,5777953189,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857419,16,1,1,0,47,c7jgkxx1czv5etn7snf1r6p2m,1,64.2,0.0,2025-06-22T15:02:31.928Z,2025-06-22T15:02:37Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777953305,213,2.97,5777953301,141,4.6,5777953295,107,,5777953299,140,43.9,5777953303,212,21.6,5777953307,1,,5777953297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857431,17,1,1,0,53,c7jgkxx1czv5etn7snf1r6p2m,1,44.8,20.9,2025-06-22T15:02:37.889Z,2025-06-22T15:02:40Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777953353,56,Back,5777953361,213,2.09,5777953359,212,26.8,5777953357,141,55.1,5777953355,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857433,18,1,1,0,56,c7jgkxx1czv5etn7snf1r6p2m,1,34.4,56.4,2025-06-22T15:02:40.640Z,2025-06-22T15:02:42Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777953369,140,38.4,5777953367,56,Back,5777953373,212,12.9,5777953371,141,74.4,5777953375,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857437,19,1,1,0,58,c7jgkxx1czv5etn7snf1r6p2m,1,38.4,74.5,2025-06-22T15:02:42.680Z,2025-06-22T15:02:46Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777953395,213,4.42,5777953391,141,63.3,5777953387,56,Back,5777953389,140,36.2,5777953393,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857443,20,1,1,1,1,c7jgkxx1czv5etn7snf1r6p2m,1,33.9,50.6,2025-06-22T15:02:46.360Z,2025-06-22T15:02:50Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777953471,213,1.09,5777953463,56,Back,5777953469,212,15.8,5777953465,140,40.8,5777953467,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857447,21,1,1,1,5,c7jgkxx1czv5etn7snf1r6p2m,1,44.4,59.9,2025-06-22T15:02:50.320Z,2025-06-22T15:02:53Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777953505,212,13.3,5777953507,213,4.18,5777953501,140,38.0,5777953499,56,Back,5777953503,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857473,22,1,1,1,9,c7jgkxx1czv5etn7snf1r6p2m,1,42.3,42.7,2025-06-22T15:02:53.608Z,2025-06-22T15:02:59Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777953645,56,Back,5777953647,140,43.7,5777953653,213,1.49,5777953649,141,70.5,5777953651,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857481,23,1,1,1,14,c7jgkxx1czv5etn7snf1r6p2m,1,46.1,66.7,2025-06-22T15:02:59.208Z,2025-06-22T15:03:01Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777953697,141,47.3,5777953695,140,43.1,5777953701,213,4.48,5777953699,212,13.6,5777953693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857503,24,1,1,1,16,c7jgkxx1czv5etn7snf1r6p2m,1,43.6,44.6,2025-06-22T15:03:01.184Z,2025-06-22T15:03:04Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777953819,141,23.4,5777953821,212,29.7,5777953823,213,5.78,5777953817,140,68.3,5777953815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857521,25,1,1,1,20,c7jgkxx1czv5etn7snf1r6p2m,0,71.5,24.6,2025-06-22T15:03:04.816Z,2025-06-22T15:03:06Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5777953873,155,,5777953885,1,,5777953879,141,76.0,5777953881,212,41.3,5777953877,140,92.4,5777953883,213,1.01,5777953875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857543,13,12,1,1,22,uqspd1bx7f6mq8ohj50u1k1k,1,20.6,28.3,2025-06-22T15:03:06.626Z,2025-06-22T15:03:11Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5777953985,56,Back,5777953987,140,32.9,5777953991,212,12.9,5777953989,141,28.8,5777953993,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857571,15,1,1,1,27,uqspd1bx7f6mq8ohj50u1k1k,1,32.9,28.8,2025-06-22T15:03:11.922Z,2025-06-22T15:03:17Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5777954109,56,Center,5777954113,141,21.3,5777954117,213,6.05,5777954115,212,21.8,5777954111,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857591,16,1,1,1,32,uqspd1bx7f6mq8ohj50u1k1k,1,68.9,31.3,2025-06-22T15:03:17.074Z,2025-06-22T15:03:20Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5777954253,212,18.8,5777954247,56,Center,5777954251,141,44.8,5777954249,140,84.5,5777954255,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857601,17,3,1,1,35,uqspd1bx7f6mq8ohj50u1k1k,0,87.0,45.8,2025-06-22T15:03:20.118Z,2025-06-22T15:03:22Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5777954319,233,26,5777954287,286,,5777954285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857593,26,7,1,1,35,c7jgkxx1czv5etn7snf1r6p2m,0,13.0,54.2,2025-06-22T15:03:20.119Z,2025-06-22T17:15:30Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777954261,285,,5777954259,56,Back,5777954299,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857639,27,12,1,1,36,c7jgkxx1czv5etn7snf1r6p2m,1,10.8,40.6,2025-06-22T15:03:20.831Z,2025-06-22T15:18:33Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777954473,140,9.7,5777954479,213,4.46,5777954477,212,4.7,5777954475,141,33.9,5777954471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861287,143,61,1,1,37,c7jgkxx1czv5etn7snf1r6p2m,1,20.1,47.4,2025-06-22T15:03:21.402Z,2025-06-22T15:17:49Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5777975485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857631,18,1,1,1,38,uqspd1bx7f6mq8ohj50u1k1k,1,74.8,63.1,2025-06-22T15:03:22.513Z,2025-06-22T15:20:21Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5777954429,212,17.8,5777954423,56,Center,5777954431,213,0.36,5777954425,140,90.6,5777954427,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861919,163,1,1,1,40,uqspd1bx7f6mq8ohj50u1k1k,1,79.2,71.4,2025-06-22T15:03:24.427Z,2025-06-22T15:20:31Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5777979611,56,Center,5777979615,141,74.2,5777979617,212,17.6,5777979619,213,0.11,5777979613,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857633,19,1,1,1,41,uqspd1bx7f6mq8ohj50u1k1k,0,90.6,72.4,2025-06-22T15:03:25.945Z,2025-06-22T15:20:43Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777954439,141,62.9,5777954443,213,4.71,5777954441,212,6.5,5777954437,140,90.6,5777954435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857657,28,8,1,1,41,c7jgkxx1czv5etn7snf1r6p2m,1,9.7,33.9,2025-06-22T15:03:26.015Z,2025-06-22T15:22:03Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5777954557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862379,172,1,1,1,42,c7jgkxx1czv5etn7snf1r6p2m,0,5.8,34.6,2025-06-22T15:03:26.476Z,2025-06-22T15:23:21Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777983629,236,,5777983635,286,,5777982851,56,Back,5777982861,1,,5777982857,212,3.5,5777982855,141,34.4,5777983631,233,162,5777982849,157,,5777982853,140,9.1,5777982859,213,6.24,,,,,,,,,,,,,,,,,,,,,,,
2823861905,162,74,1,1,42,uqspd1bx7f6mq8ohj50u1k1k,1,97.0,63.6,2025-06-22T15:03:26.477Z,2025-06-22T17:01:04Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5777983667,233,172,5777983627,285,,5777981847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857641,20,3,1,1,44,uqspd1bx7f6mq8ohj50u1k1k,0,84.2,71.8,2025-06-22T15:03:29.313Z,2025-06-22T15:03:34Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5777954483,56,Center,5777954485,286,,5777954609,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857661,29,7,1,1,44,c7jgkxx1czv5etn7snf1r6p2m,1,15.8,28.2,2025-06-22T15:03:29.314Z,2025-06-22T15:10:51Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5777954571,56,Back,5777954605,233,20,5777954573,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857699,31,1,1,1,48,c7jgkxx1czv5etn7snf1r6p2m,1,23.1,22.2,2025-06-22T15:03:33.152Z,2025-06-22T15:03:39Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5777954783,212,26.6,5777954781,141,52.7,5777954785,213,0.89,5777954779,140,39.0,5777954777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857703,32,1,1,1,55,c7jgkxx1czv5etn7snf1r6p2m,1,38.0,63.0,2025-06-22T15:03:39.671Z,2025-06-22T17:15:28Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5777954799,212,16.8,5777954793,56,Back,5777954801,213,2.14,5777954795,140,29.4,5777954797,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857731,33,1,1,1,59,c7jgkxx1czv5etn7snf1r6p2m,1,25.9,79.1,2025-06-22T15:03:44.199Z,2025-06-22T15:03:46Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777954959,141,56.1,5777954961,212,15.7,5777954963,213,4.63,5777954955,56,Back,5777954957,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857775,34,1,1,2,1,c7jgkxx1czv5etn7snf1r6p2m,1,24.7,56.1,2025-06-22T15:03:45.991Z,2025-06-22T15:03:51Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777955161,141,38.3,5777955159,140,25.5,5777955165,213,4.78,5777955157,56,Back,5777955163,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857787,35,1,1,2,6,c7jgkxx1czv5etn7snf1r6p2m,1,26.9,37.9,2025-06-22T15:03:51.095Z,2025-06-22T15:03:54Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777955263,212,20.3,5777955259,140,37.5,5777955261,141,62.9,5777955265,213,0.99,5777955257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857803,36,1,1,2,10,c7jgkxx1czv5etn7snf1r6p2m,1,42.0,59.1,2025-06-22T15:03:54.583Z,2025-06-22T15:03:58Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777955353,212,8.7,5777955349,140,40.7,5777955351,141,71.8,5777955355,213,1.73,5777955347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
