id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2807225483,13,1,1,0,40,uqspd1bx7f6mq8ohj50u1k1k,1,66.7,91.1,2025-04-27T15:01:47.480Z,2025-04-27T15:01:50Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685498409,213,4.04,5685498399,56,Center,5685498403,140,53.6,5685498405,141,65.5,5685498407,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225521,14,1,1,0,43,uqspd1bx7f6mq8ohj50u1k1k,1,56.3,59.7,2025-04-27T15:01:50.295Z,2025-04-27T15:01:52Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685498665,140,56.6,5685498667,141,34.5,5685498663,56,Center,5685498669,212,17.1,5685498671,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225559,15,1,1,0,45,uqspd1bx7f6mq8ohj50u1k1k,1,56.6,34.5,2025-04-27T15:01:52.767Z,2025-04-27T15:01:55Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685498887,141,5.9,5685498893,213,5.31,5685498891,212,23.5,5685498881,56,Right,5685498885,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225617,16,1,1,0,47,uqspd1bx7f6mq8ohj50u1k1k,1,69.2,5.9,2025-04-27T15:01:55.120Z,2025-04-27T15:01:59Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5685499197,141,24.0,5685499199,212,19.7,5685499203,213,2.47,5685499195,140,54.5,5685499193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225655,17,1,1,0,51,uqspd1bx7f6mq8ohj50u1k1k,1,58.9,27.0,2025-04-27T15:01:58.856Z,2025-04-27T15:02:02Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685499419,212,20.9,5685499413,140,55.2,5685499415,141,57.2,5685499421,213,1.76,5685499409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225675,18,1,1,0,54,uqspd1bx7f6mq8ohj50u1k1k,1,54.4,55.1,2025-04-27T15:02:01.839Z,2025-04-27T15:02:04Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685499557,140,56.4,5685499559,141,30.7,5685499555,56,Center,5685499563,213,4.84,5685499561,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225741,19,1,1,0,56,uqspd1bx7f6mq8ohj50u1k1k,1,57.5,30.1,2025-04-27T15:02:04.079Z,2025-04-27T15:02:09Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685499919,140,68.7,5685499923,212,18.9,5685499921,141,8.3,5685499915,56,Right,5685499925,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225749,20,4,1,1,1,uqspd1bx7f6mq8ohj50u1k1k,1,74.8,5.2,2025-04-27T15:02:08.959Z,2025-04-27T17:10:57Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5685499981,13,,5685499985,152,,5685499983,56,Right,5685499987,265,,5685500267,233,9,5685499989,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807225767,9,4,1,1,1,8q6cv8g4bd3xdl7m88kll16na,0,25.2,94.8,2025-04-27T15:02:08.960Z,2025-04-27T17:10:57Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685500281,233,20,5685500135,13,,5685500141,265,,5685500143,285,,5685500139,152,,5685500137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226137,21,1,1,1,29,uqspd1bx7f6mq8ohj50u1k1k,0,72.6,5.9,2025-04-27T15:02:36.191Z,2025-04-27T15:02:38Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5685501983,2,,5685501985,5,,5685501999,141,31.0,5685501989,152,,5685502001,212,28.1,5685502003,213,0.65,5685501991,56,Center,5685501993,140,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226167,10,12,1,1,32,8q6cv8g4bd3xdl7m88kll16na,1,9.9,58.5,2025-04-27T15:02:39.455Z,2025-04-27T15:02:41Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685502187,212,16.7,5685502181,56,Back,5685502185,141,76.3,5685502183,140,20.8,5685502189,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226199,12,1,1,1,35,8q6cv8g4bd3xdl7m88kll16na,0,20.0,72.4,2025-04-27T15:02:42.503Z,2025-04-27T15:02:43Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5685502405,140,20.6,5685502401,157,,5685502407,141,71.2,5685502409,212,1.0,5685502411,213,5.37,5685502497,286,,5685502403,56,Back,5685502491,233,22,5685502413,1,5685502487,236,,,,,,,,,,,,,,,,,,,,,,,
2807226205,22,74,1,1,35,uqspd1bx7f6mq8ohj50u1k1k,1,71.1,40.7,2025-04-27T15:02:42.504Z,2025-04-27T18:22:10Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685502433,285,,5685502535,233,12,5685502427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226329,13,1,1,1,40,8q6cv8g4bd3xdl7m88kll16na,0,34.4,12.0,2025-04-27T15:02:47.999Z,2025-04-27T15:02:51Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5685503197,141,17.9,5685503199,212,48.0,5685503203,1,,5685503195,140,80.0,5685503201,213,0.08,5685503193,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226375,24,1,1,1,44,uqspd1bx7f6mq8ohj50u1k1k,1,13.8,83.0,2025-04-27T15:02:51.749Z,2025-04-27T15:02:53Z,15823p8n34f7coivq6wq687is,W. Igor,,,5685503413,140,4.2,5685503423,213,4.21,5685503411,56,Back,5685503415,141,56.0,5685503421,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226439,25,1,1,1,46,uqspd1bx7f6mq8ohj50u1k1k,0,4.2,56.0,2025-04-27T15:02:53.526Z,2025-04-27T15:02:58Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5685503823,1,,5685503813,56,Center,5685503815,140,50.9,5685503811,157,,5685503821,213,0.15,5685503819,212,49.6,5685503817,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226443,14,44,1,1,49,8q6cv8g4bd3xdl7m88kll16na,1,50.2,34.0,2025-04-27T15:02:56.760Z,2025-04-27T17:21:48Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685503965,233,26,5685503841,56,Center,5686288035,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226453,26,44,1,1,49,uqspd1bx7f6mq8ohj50u1k1k,0,49.8,66.0,2025-04-27T15:02:56.761Z,2025-04-27T17:21:49Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5685503871,56,Back,5685503979,233,14,5685503983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226457,15,1,1,1,49,8q6cv8g4bd3xdl7m88kll16na,0,52.1,35.4,2025-04-27T15:02:57.143Z,2025-04-27T15:02:57Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685503897,213,0.53,5685503891,140,57.8,5685503895,212,7.0,5685503893,141,40.6,5685503889,56,Center,5685503887,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226523,27,1,1,1,52,uqspd1bx7f6mq8ohj50u1k1k,1,37.2,59.9,2025-04-27T15:02:59.327Z,2025-04-27T15:03:02Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5685504281,213,4.27,5685504275,140,30.4,5685504277,141,37.9,5685504273,56,Back,5685504279,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226591,28,1,1,1,55,uqspd1bx7f6mq8ohj50u1k1k,1,33.2,38.2,2025-04-27T15:03:02.399Z,2025-04-27T15:03:06Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685504659,56,Back,5685504667,213,0.00,5685504661,140,42.9,5685504665,212,10.2,5685504663,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226705,29,1,1,1,58,uqspd1bx7f6mq8ohj50u1k1k,1,45.5,35.8,2025-04-27T15:03:05.815Z,2025-04-27T15:03:11Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5685505257,141,61.5,5685505255,140,41.8,5685505259,212,17.9,5685505253,56,Back,5685505261,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226767,30,1,1,2,4,uqspd1bx7f6mq8ohj50u1k1k,1,48.0,51.5,2025-04-27T15:03:11.382Z,2025-04-27T15:03:14Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685505519,141,36.0,5685505517,140,50.8,5685505523,213,4.98,5685505521,212,10.9,5685505515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226887,31,1,1,2,7,uqspd1bx7f6mq8ohj50u1k1k,1,58.5,32.1,2025-04-27T15:03:14.671Z,2025-04-27T15:03:24Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685506149,141,84.2,5685506147,140,90.6,5685506151,212,48.9,5685506155,1,,5685506153,213,0.81,5685506143,155,,5685506145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226895,32,1,1,2,17,uqspd1bx7f6mq8ohj50u1k1k,0,93.8,88.7,2025-04-27T15:03:24.167Z,2025-04-27T15:03:35Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5685506193,140,92.9,5685506191,56,Left,5685506195,141,83.5,5685506979,236,,5685506981,233,16,5685506985,286,,5685506945,2,,5685506199,213,4.45,5685506197,212,,,,3.7,,,,,,,,,,,,,,,,,,,,,
2807226901,16,12,1,2,17,8q6cv8g4bd3xdl7m88kll16na,1,2.3,12.3,2025-04-27T15:03:24.267Z,2025-04-27T15:03:35Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5685506779,185,,5685506213,56,Back,5685507021,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226919,17,6,1,2,18,8q6cv8g4bd3xdl7m88kll16na,0,4.2,14.0,2025-04-27T15:03:25.519Z,2025-04-27T17:11:07Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5685506319,73,,5685506477,233,33,5685506317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807226915,33,6,1,2,18,uqspd1bx7f6mq8ohj50u1k1k,1,95.8,86.0,2025-04-27T15:03:25.519Z,2025-04-27T15:03:43Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5685506409,233,17,5685506361,73,,5685506359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227279,34,1,1,2,41,uqspd1bx7f6mq8ohj50u1k1k,0,99.5,99.5,2025-04-27T15:03:49.047Z,2025-04-27T15:03:54Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5685508361,6,,5685508365,223,,5685508363,155,,5685508377,1,,5685508367,56,Center,5685508369,140,90.5,5685508359,2,,5685508373,212,47.8,5685508375,213,5685508371,141,30.6,4.51,,,,,,,,,,,,,,,,,,,,,
2807227303,18,44,1,2,45,8q6cv8g4bd3xdl7m88kll16na,1,8.2,69.4,2025-04-27T15:03:53.133Z,2025-04-27T15:03:58Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5685508489,56,Back,5685508491,285,,5685508563,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227289,35,44,1,2,45,uqspd1bx7f6mq8ohj50u1k1k,0,91.8,30.6,2025-04-27T15:03:53.134Z,2025-04-27T15:04:00Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685508583,233,18,5685508425,56,Center,5685508427,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227309,19,12,1,2,46,8q6cv8g4bd3xdl7m88kll16na,1,6.3,69.6,2025-04-27T15:03:53.323Z,2025-04-27T15:04:06Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5685508553,15,,5685508519,56,Back,5685508523,141,89.4,5685508525,212,16.0,5685508527,213,2.14,5685508521,140,0.0,5685508937,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227365,20,6,1,2,48,8q6cv8g4bd3xdl7m88kll16na,0,2.4,81.9,2025-04-27T15:03:55.320Z,2025-04-27T17:11:07Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5685509041,233,36,5685508975,56,Back,5685508977,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227321,36,6,1,2,48,uqspd1bx7f6mq8ohj50u1k1k,1,97.6,18.1,2025-04-27T15:03:55.320Z,2025-04-27T17:11:07Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5685509009,233,20,5685508637,75,,5685508635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227673,37,1,1,3,12,uqspd1bx7f6mq8ohj50u1k1k,0,99.5,0.5,2025-04-27T15:04:19.374Z,2025-04-27T15:04:21Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685510505,2,,5685510519,212,28.0,5685510517,141,38.8,5685510507,6,,5685510509,155,,5685510513,56,Center,5685510521,213,1.95,5685510515,140,89.6,5685510511,223,,,,,,,,,,,,,,,,,,,,,,,,,
2807227693,21,12,1,3,14,8q6cv8g4bd3xdl7m88kll16na,1,5.0,57.9,2025-04-27T15:04:22.143Z,2025-04-27T15:04:57Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5685510627,141,67.2,5685510631,213,0.41,5685510619,56,Back,5685510629,212,15.9,5685510623,140,18.9,5685510641,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227777,23,61,1,3,21,8q6cv8g4bd3xdl7m88kll16na,0,26.2,92.3,2025-04-27T15:04:28.759Z,2025-04-27T15:04:28Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5685511147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227803,24,5,1,3,22,8q6cv8g4bd3xdl7m88kll16na,0,29.8,101.4,2025-04-27T15:04:29.422Z,2025-04-27T18:22:16Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5685511249,56,Back,5685511343,233,38,5685511251,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227813,38,5,1,3,22,uqspd1bx7f6mq8ohj50u1k1k,1,70.2,-1.4,2025-04-27T15:04:29.422Z,2025-04-27T15:04:34Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5685511301,233,24,5685511283,56,Right,5685511285,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807227861,25,43,1,3,25,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-27T15:04:32.815Z,2025-04-27T15:04:35Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685511743,144,45,5685511495,285,0,5685511493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
