id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2807228491,10,5,1,3,30,6oxoag5c6zbnn09wx08vz4iak,1,74.8,-1.7,2025-04-27T15:05:09.356Z,2025-04-27T17:54:13Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685515151,347,,5685515213,233,8,5685515149,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807228553,11,1,1,3,42,6oxoag5c6zbnn09wx08vz4iak,1,75.1,0.0,2025-04-27T15:05:20.675Z,2025-04-27T15:05:25Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685515479,212,23.4,5685515477,141,30.9,5685515471,107,,5685515473,56,Center,5685515481,213,1.27,5685515475,140,81.7,5685515483,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807228565,12,1,1,3,46,6oxoag5c6zbnn09wx08vz4iak,1,82.6,33.4,2025-04-27T15:05:25.011Z,2025-04-27T15:05:26Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685515575,213,1.98,5685515571,141,55.2,5685515567,56,Center,5685515573,212,16.2,5685515569,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807228647,13,1,1,3,47,6oxoag5c6zbnn09wx08vz4iak,1,76.4,55.2,2025-04-27T15:05:26.419Z,2025-04-27T15:05:31Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685515973,140,82.5,5685515971,56,Center,5685515979,213,1.16,5685515977,212,16.1,5685515975,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807228737,14,1,1,3,53,6oxoag5c6zbnn09wx08vz4iak,0,88.2,82.4,2025-04-27T15:05:31.731Z,2025-04-27T15:05:35Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685516399,141,33.7,5685516397,140,100.0,5685516391,2,,5685516403,213,5.11,5685516401,212,35.9,5685516393,155,,5685516395,56,Center,5685516405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807228843,9,5,1,3,54,eujf9nqky8c5jnahb2f76m86o,1,-1.1,61.2,2025-04-27T15:05:33.187Z,2025-04-27T17:54:14Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5685516947,346,,5685517825,233,15,5685516945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807228985,15,5,1,3,54,6oxoag5c6zbnn09wx08vz4iak,0,101.1,38.8,2025-04-27T15:05:33.187Z,2025-04-27T17:54:14Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685517861,233,9,5685517775,56,Center,5685517777,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229249,10,1,1,4,22,eujf9nqky8c5jnahb2f76m86o,0,4.5,57.5,2025-04-27T15:06:01.417Z,2025-04-27T15:06:06Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5685519221,1,,5685519207,56,Back,5685519209,140,49.5,5685519217,213,0.34,5685519225,74,,5685519211,141,81.7,5685519205,124,,5685519213,212,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229243,16,44,1,4,26,6oxoag5c6zbnn09wx08vz4iak,1,46.0,15.4,2025-04-27T15:06:05.156Z,2025-04-27T15:11:42Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685519395,233,11,5685519195,56,Back,5685519197,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229273,11,44,1,4,26,eujf9nqky8c5jnahb2f76m86o,0,54.0,84.6,2025-04-27T15:06:05.157Z,2025-04-27T15:11:42Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685519461,286,,5685519269,56,Left,5685519457,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229265,17,1,1,4,27,6oxoag5c6zbnn09wx08vz4iak,0,38.5,10.7,2025-04-27T15:06:05.476Z,2025-04-27T15:06:06Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685519251,3,,5685519257,141,9.1,5685519259,212,9.2,5685519253,56,Back,5685519261,213,6.16,5685519255,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229387,12,1,1,4,29,eujf9nqky8c5jnahb2f76m86o,1,36.6,82.0,2025-04-27T15:06:07.523Z,2025-04-27T15:06:12Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5685519873,141,91.8,5685519869,56,Left,5685519877,213,0.34,5685519871,140,54.5,5685519875,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229397,13,3,1,4,33,eujf9nqky8c5jnahb2f76m86o,0,68.1,95.4,2025-04-27T15:06:11.618Z,2025-04-27T15:11:40Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685519915,56,Left,5685519917,286,,5685519995,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229381,18,7,1,4,33,6oxoag5c6zbnn09wx08vz4iak,1,31.9,4.6,2025-04-27T15:06:11.619Z,2025-04-27T15:11:40Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685519941,233,13,5685519843,56,Back,5685519841,167,,5685519845,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229533,14,5,1,4,34,eujf9nqky8c5jnahb2f76m86o,1,70.2,102.0,2025-04-27T15:06:12.507Z,2025-04-27T17:54:15Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685520671,347,,5685520715,233,19,5685520667,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229391,19,5,1,4,34,6oxoag5c6zbnn09wx08vz4iak,0,29.8,-2.0,2025-04-27T15:06:12.507Z,2025-04-27T17:54:15Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685520759,233,14,5685519897,347,,5685519895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229599,15,1,1,4,43,eujf9nqky8c5jnahb2f76m86o,1,65.5,100.0,2025-04-27T15:06:21.833Z,2025-04-27T15:06:24Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5685520981,212,11.2,5685520975,56,Left,5685520983,213,5.46,5685520977,140,72.8,5685520979,141,89.9,5685520973,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229649,16,1,1,4,46,eujf9nqky8c5jnahb2f76m86o,1,81.0,89.0,2025-04-27T15:06:24.617Z,2025-04-27T15:06:27Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685521233,56,Center,5685521235,140,92.2,5685521239,212,16.8,5685521241,213,5.49,5685521237,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229661,17,1,1,4,47,eujf9nqky8c5jnahb2f76m86o,0,92.2,71.4,2025-04-27T15:06:26.225Z,2025-04-27T17:41:06Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5685521315,140,92.0,5685521321,212,1.2,5685521311,56,Center,5685521319,141,69.6,5685521323,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229685,20,12,1,4,48,6oxoag5c6zbnn09wx08vz4iak,1,3.4,28.3,2025-04-27T15:06:26.627Z,2025-04-27T15:06:30Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685521493,212,21.8,5685521487,56,Back,5685521489,140,18.2,5685521495,213,5.51,5685521491,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229703,21,12,1,4,51,6oxoag5c6zbnn09wx08vz4iak,1,2.7,9.7,2025-04-27T15:06:29.836Z,2025-04-27T15:06:31Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685521613,141,24.0,5685521609,56,Back,5685521615,212,10.8,5685521611,140,7.1,5685521617,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229733,22,12,1,4,53,6oxoag5c6zbnn09wx08vz4iak,1,7.1,24.0,2025-04-27T15:06:31.476Z,2025-04-27T15:06:33Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685521843,56,Back,5685521851,213,5.19,5685521845,140,13.8,5685521847,141,4.0,5685521849,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229783,23,1,1,4,54,6oxoag5c6zbnn09wx08vz4iak,1,17.2,4.1,2025-04-27T15:06:33.324Z,2025-04-27T15:06:37Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685522111,140,35.1,5685522115,212,20.2,5685522117,213,0.37,5685522113,141,14.9,5685522109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229837,24,1,1,4,58,6oxoag5c6zbnn09wx08vz4iak,1,33.7,21.0,2025-04-27T15:06:37.332Z,2025-04-27T15:06:41Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685522425,140,43.7,5685522427,141,34.0,5685522431,213,0.70,5685522429,212,13.7,5685522423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229955,25,4,1,5,8,6oxoag5c6zbnn09wx08vz4iak,1,40.2,35.2,2025-04-27T15:06:46.843Z,2025-04-27T15:58:31Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685523157,13,,5685523159,56,Back,5685523165,286,,5685523327,233,18,5685805987,295,,5685523161,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807229961,18,4,1,5,8,eujf9nqky8c5jnahb2f76m86o,0,59.8,64.8,2025-04-27T15:06:46.844Z,2025-04-27T15:11:39Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5685523387,233,25,5685523295,56,Center,5685523299,285,,5685523297,152,,5685523291,13,,5685523293,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230029,26,1,1,5,11,6oxoag5c6zbnn09wx08vz4iak,1,39.0,29.2,2025-04-27T15:06:49.955Z,2025-04-27T15:06:51Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685523523,212,10.2,5685523515,152,,5685523521,141,34.9,5685523513,5,,5685523525,213,0.39,5685523519,140,48.0,5685523517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230065,27,1,1,5,12,6oxoag5c6zbnn09wx08vz4iak,1,48.0,34.9,2025-04-27T15:06:51.228Z,2025-04-27T15:06:53Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685523733,213,1.89,5685523727,140,41.1,5685523729,141,67.3,5685523731,212,23.2,5685523725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230103,28,1,1,5,14,6oxoag5c6zbnn09wx08vz4iak,1,41.3,68.1,2025-04-27T15:06:53.107Z,2025-04-27T15:06:57Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685523985,140,62.2,5685523991,213,0.67,5685523983,56,Left,5685523989,212,28.0,5685523987,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230171,29,1,1,5,18,6oxoag5c6zbnn09wx08vz4iak,1,61.6,93.5,2025-04-27T15:06:56.932Z,2025-04-27T15:07:01Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5685524423,56,Back,5685524425,140,40.6,5685524429,212,28.9,5685524431,213,3.84,5685524427,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230205,30,1,1,5,23,6oxoag5c6zbnn09wx08vz4iak,1,52.1,64.8,2025-04-27T15:07:01.651Z,2025-04-27T15:07:04Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685524633,212,17.9,5685524629,140,50.7,5685524635,213,4.63,5685524631,141,38.6,5685524627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230267,31,1,1,5,25,6oxoag5c6zbnn09wx08vz4iak,1,51.2,36.7,2025-04-27T15:07:04.268Z,2025-04-27T15:07:08Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685525043,1,,5685525035,140,74.6,5685525041,213,5.52,5685525033,56,Right,5685525039,212,34.0,5685525037,141,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230291,32,1,1,5,29,6oxoag5c6zbnn09wx08vz4iak,1,74.6,2.2,2025-04-27T15:07:08.204Z,2025-04-27T15:07:10Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685525185,140,71.6,5685525191,213,1.90,5685525183,56,Right,5685525187,141,15.8,5685525189,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230297,33,50,1,5,31,6oxoag5c6zbnn09wx08vz4iak,1,67.7,21.4,2025-04-27T15:07:09.920Z,2025-04-27T15:11:41Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685525215,286,,5685525213,56,Center,5685525259,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230283,19,7,1,5,31,eujf9nqky8c5jnahb2f76m86o,1,32.3,78.6,2025-04-27T15:07:09.921Z,2025-04-27T15:11:41Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5685525241,233,33,5685525145,56,Back,5685525147,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230323,20,1,1,5,31,eujf9nqky8c5jnahb2f76m86o,1,32.4,77.9,2025-04-27T15:07:10.281Z,2025-04-27T15:07:12Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5685525343,141,93.0,5685525347,213,1.18,5685525339,56,Back,5685525341,140,36.4,5685525345,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230383,22,61,1,5,38,eujf9nqky8c5jnahb2f76m86o,0,36.6,93.0,2025-04-27T15:07:16.617Z,2025-04-27T15:07:16Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685525633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230405,23,61,1,5,39,eujf9nqky8c5jnahb2f76m86o,1,37.2,95.0,2025-04-27T15:07:18.367Z,2025-04-27T15:07:18Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685525739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807230423,34,5,1,5,41,6oxoag5c6zbnn09wx08vz4iak,1,48.9,-1.4,2025-04-27T15:07:19.474Z,2025-04-27T17:54:16Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685525843,56,Back,5686467157,233,648,5685525845,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807400535,648,5,1,5,41,eujf9nqky8c5jnahb2f76m86o,0,51.1,101.4,2025-04-27T15:07:19.474Z,2025-04-27T17:54:16Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5686467197,233,34,5686467145,56,Left,5686467147,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
