id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2807031621,7,1,1,0,16,45v50owpvshpijizwwlcw4lni,0,92.0,31.3,2025-04-27T12:30:34.265Z,2025-04-27T12:30:35Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5684449389,236,,5684449393,233,6,5684449339,140,92.1,5684449337,56,Center,5684449345,213,1.53,5684449401,286,,5684449341,141,34.9,5684449343,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807031625,6,74,1,0,16,c7jgkxx1czv5etn7snf1r6p2m,1,8.7,67.8,2025-04-27T12:30:34.266Z,2025-04-27T15:16:57Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5684449351,56,Back,5684449357,285,,5684449407,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807031635,7,6,1,0,17,c7jgkxx1czv5etn7snf1r6p2m,0,8.4,66.8,2025-04-27T12:30:35.457Z,2025-04-27T14:56:28Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5684449565,233,8,5684449513,73,,5684449511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807031641,8,6,1,0,17,45v50owpvshpijizwwlcw4lni,1,91.6,33.2,2025-04-27T12:30:35.457Z,2025-04-27T14:56:27Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5684449503,56,Center,5684449505,75,,5684449529,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032031,9,1,1,0,40,45v50owpvshpijizwwlcw4lni,1,99.5,0.5,2025-04-27T12:30:58.424Z,2025-04-27T12:33:27Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,5684451471,6,,5684451477,56,Right,5684451481,141,19.4,5684451485,213,2.13,5684451479,140,91.9,5684451483,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032061,10,1,1,0,44,45v50owpvshpijizwwlcw4lni,1,87.7,16.4,2025-04-27T12:31:02.560Z,2025-04-27T12:31:04Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,5684451639,141,15.8,5684451637,140,83.0,5684451641,212,5.0,5684451643,213,3.22,5684451635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032085,11,1,1,0,46,45v50owpvshpijizwwlcw4lni,1,83.5,16.2,2025-04-27T12:31:04.376Z,2025-04-27T12:31:07Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,5684451801,140,90.4,5684451803,141,9.1,5684451813,213,5.70,5684451799,56,Right,5684451809,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032097,12,1,1,0,48,45v50owpvshpijizwwlcw4lni,1,88.3,8.6,2025-04-27T12:31:06.824Z,2025-04-27T12:31:07Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,5684451883,56,Right,5684451889,212,7.7,5684451885,140,81.0,5684451887,141,9.5,5684451891,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032157,13,1,1,0,50,45v50owpvshpijizwwlcw4lni,1,77.9,11.0,2025-04-27T12:31:08.264Z,2025-04-27T12:31:11Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,5684452147,213,2.17,5684452143,141,25.8,5684452145,212,12.2,5684452141,140,71.3,5684452139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032175,14,1,1,0,53,45v50owpvshpijizwwlcw4lni,1,70.5,23.0,2025-04-27T12:31:11.176Z,2025-04-27T12:35:53Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684452211,212,20.5,5684452213,213,5.79,5684452209,141,8.8,5684452207,140,87.7,5684452205,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032203,15,1,1,0,56,45v50owpvshpijizwwlcw4lni,0,88.3,10.6,2025-04-27T12:31:13.960Z,2025-04-27T12:35:56Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,5684452367,56,Center,5684452369,140,97.1,5684452373,212,27.4,5684452371,141,48.5,5684452375,213,1.23,5684452365,155,,5684452363,2,,5684452711,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032245,8,41,1,0,57,c7jgkxx1czv5etn7snf1r6p2m,1,9.5,54.3,2025-04-27T12:31:15.715Z,2025-04-27T12:31:19Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5684452669,212,22.9,5684452667,141,69.0,5684452671,213,0.45,5684452753,233,15,5684452665,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032259,9,12,1,1,0,c7jgkxx1czv5etn7snf1r6p2m,1,29.1,69.0,2025-04-27T12:31:18.332Z,2025-04-27T13:22:26Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5684452737,56,Back,5684453459,15,,5684452739,140,30.9,5684452743,212,2.1,5684452745,213,0.49,5684452741,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032273,16,1,1,1,1,45v50owpvshpijizwwlcw4lni,0,71.5,23.3,2025-04-27T12:31:19.216Z,2025-04-27T12:38:36Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,5684452829,141,27.0,5684452827,140,79.7,5684452833,213,0.28,5684452823,3,,5684452831,212,9.0,5684452825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032395,10,4,1,1,9,c7jgkxx1czv5etn7snf1r6p2m,1,23.2,72.2,2025-04-27T12:31:27.847Z,2025-04-27T13:22:27Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5684453543,13,,5684453545,56,Back,5684453551,285,,5684453547,152,,5684791305,294,,5684453601,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032373,17,4,1,1,9,45v50owpvshpijizwwlcw4lni,0,76.8,27.8,2025-04-27T12:31:27.848Z,2025-04-27T14:42:24Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,5684453635,233,10,5684453427,56,Center,5684453425,13,,5685375719,294,,5684453429,152,,5684453433,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032511,11,1,1,1,16,c7jgkxx1czv5etn7snf1r6p2m,1,26.6,69.1,2025-04-27T12:31:34.261Z,2025-04-27T13:22:37Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5684454119,140,25.1,5684454117,56,Back,5684454123,212,17.6,5684454113,5,,5684454125,213,4.62,5684454115,152,,5684454121,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032599,12,1,1,1,18,c7jgkxx1czv5etn7snf1r6p2m,1,26.7,37.4,2025-04-27T12:31:36.707Z,2025-04-27T12:31:41Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5684454589,213,1.58,5684454583,140,26.5,5684454585,141,60.2,5684454587,212,15.5,5684454581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032641,13,1,1,1,23,c7jgkxx1czv5etn7snf1r6p2m,1,28.0,71.8,2025-04-27T12:31:41.787Z,2025-04-27T12:31:44Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5684454817,213,1.26,5684454809,56,Back,5684454813,141,85.7,5684454811,140,30.9,5684454815,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032759,14,1,1,1,26,c7jgkxx1czv5etn7snf1r6p2m,1,30.9,85.7,2025-04-27T12:31:44.490Z,2025-04-27T12:31:51Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5684455351,56,Left,5684455357,212,28.4,5684455355,141,90.8,5684455359,213,0.12,5684455353,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032693,18,83,1,1,29,45v50owpvshpijizwwlcw4lni,0,44.5,16.7,2025-04-27T12:31:47.664Z,2025-04-27T12:39:43Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684455749,399,4xnll2f9tb69wrezm04ayg76y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032773,15,3,1,1,32,c7jgkxx1czv5etn7snf1r6p2m,1,37.6,87.2,2025-04-27T12:31:50.680Z,2025-04-27T14:56:54Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5684455423,286,,5684455421,56,Back,5684455563,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032753,19,45,1,1,32,45v50owpvshpijizwwlcw4lni,0,62.4,12.8,2025-04-27T12:31:50.680Z,2025-04-27T14:56:54Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,5684455337,56,Right,5684455579,233,15,5684455339,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032783,16,1,1,1,33,c7jgkxx1czv5etn7snf1r6p2m,0,38.6,92.9,2025-04-27T12:31:51.719Z,2025-04-27T13:22:49Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5684455499,286,,5684455469,140,32.8,5684455493,236,,5684455467,56,Back,5684455495,233,20,5684455475,213,3.06,5684455471,141,93.6,5684455473,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032767,20,74,1,1,33,45v50owpvshpijizwwlcw4lni,1,65.6,13.7,2025-04-27T12:31:51.720Z,2025-04-27T12:31:53Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,5684455385,285,,5684455537,233,16,5684455383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032825,17,5,1,1,35,c7jgkxx1czv5etn7snf1r6p2m,1,39.1,101.0,2025-04-27T12:31:53.209Z,2025-04-27T14:57:30Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5684455753,233,21,5684455697,56,Back,5684455701,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807032801,21,5,1,1,35,45v50owpvshpijizwwlcw4lni,0,60.9,-1.0,2025-04-27T12:31:53.209Z,2025-04-27T14:57:30Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,5684455767,233,17,5684455545,347,,5684455543,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033055,18,1,1,1,52,c7jgkxx1czv5etn7snf1r6p2m,1,35.2,100.0,2025-04-27T12:32:10.643Z,2025-04-27T12:32:30Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5684457001,141,88.7,5684457005,212,40.0,5684456997,140,72.5,5684456995,56,Left,5684456991,107,,5684457009,213,6.08,5684457013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033067,19,61,1,1,53,c7jgkxx1czv5etn7snf1r6p2m,1,70.0,83.6,2025-04-27T12:32:11.094Z,2025-04-27T14:43:14Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,5684457041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033081,20,61,1,1,54,c7jgkxx1czv5etn7snf1r6p2m,0,70.0,83.6,2025-04-27T12:32:12.331Z,2025-04-27T14:43:15Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5684457083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033091,22,1,1,1,57,45v50owpvshpijizwwlcw4lni,1,39.3,17.9,2025-04-27T12:32:15.631Z,2025-04-27T12:44:36Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5684457139,212,8.7,5684457129,56,Back,5684457133,140,34.7,5684457137,141,28.5,5684457141,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033129,23,1,1,1,59,45v50owpvshpijizwwlcw4lni,0,34.7,28.2,2025-04-27T12:32:17.656Z,2025-04-27T12:46:08Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,5684457365,56,Right,5684457363,157,,5684457373,213,5.96,5684457371,212,30.1,5684457375,1,,5684457367,140,61.9,5684457369,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033145,21,44,1,2,2,c7jgkxx1czv5etn7snf1r6p2m,1,34.4,84.8,2025-04-27T12:32:20.647Z,2025-04-27T12:32:27Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5684457449,233,24,5684457443,285,,5684457441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033135,24,44,1,2,2,45v50owpvshpijizwwlcw4lni,0,65.6,15.2,2025-04-27T12:32:20.648Z,2025-04-27T12:32:30Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,5684457471,233,21,5684457393,286,,5684457391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033225,22,12,1,2,3,c7jgkxx1czv5etn7snf1r6p2m,1,31.6,80.6,2025-04-27T12:32:21.234Z,2025-04-27T14:43:36Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5684457883,15,,5684457863,141,100.0,5684457861,140,37.8,5684457865,212,15.0,5684457859,56,Back,5684457997,167,,5684457867,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033233,23,5,1,2,4,c7jgkxx1czv5etn7snf1r6p2m,0,38.6,100.9,2025-04-27T12:32:22.551Z,2025-04-27T14:57:31Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5684457913,347,,5684457911,56,Back,5684458017,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033163,25,5,1,2,4,45v50owpvshpijizwwlcw4lni,1,61.4,-0.9,2025-04-27T12:32:22.551Z,2025-04-27T14:57:31Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,5684457547,347,,5684457545,56,Right,5684457945,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033335,26,1,1,2,15,45v50owpvshpijizwwlcw4lni,1,56.7,0.0,2025-04-27T12:32:33.208Z,2025-04-27T12:32:35Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684458493,213,1.24,5684458491,212,8.7,5684458487,140,59.4,5684458489,141,10.1,5684458485,56,Right,5684458483,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033351,27,1,1,2,17,45v50owpvshpijizwwlcw4lni,0,58.0,10.0,2025-04-27T12:32:35.592Z,2025-04-27T12:32:36Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5684458561,213,3.24,5684458553,56,Back,5684458559,212,10.4,5684458557,141,8.5,5684458555,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033389,24,50,1,2,19,c7jgkxx1czv5etn7snf1r6p2m,1,64.0,89.4,2025-04-27T12:32:37.510Z,2025-04-27T14:56:34Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5684458809,233,28,5684458773,286,,5684458771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033377,28,7,1,2,19,45v50owpvshpijizwwlcw4lni,1,36.0,10.6,2025-04-27T12:32:37.511Z,2025-04-27T14:56:34Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684458801,233,24,5684458715,56,Back,5684458717,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033399,29,1,1,2,20,45v50owpvshpijizwwlcw4lni,1,38.7,4.6,2025-04-27T12:32:38.128Z,2025-04-27T12:32:40Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684458849,213,0.84,5684458843,140,41.7,5684458847,212,4.7,5684458845,141,9.8,5684458841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033429,30,1,1,2,22,45v50owpvshpijizwwlcw4lni,1,39.9,6.8,2025-04-27T12:32:40.201Z,2025-04-27T12:32:42Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,5684459003,141,7.7,5684458999,56,Back,5684459005,212,5.7,5684459001,140,45.3,5684459007,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033441,31,4,1,2,24,45v50owpvshpijizwwlcw4lni,1,39.4,9.2,2025-04-27T12:32:42.423Z,2025-04-27T14:56:10Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,5684459263,233,25,5684459177,56,Back,5684459175,294,,5684459181,286,,5684459173,13,,5684459179,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033437,25,4,1,2,24,c7jgkxx1czv5etn7snf1r6p2m,0,60.6,90.8,2025-04-27T12:32:42.424Z,2025-04-27T14:56:10Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5684459209,294,,5684459207,13,,5684459211,56,Left,5684459215,285,,5684459213,152,,5684459299,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033709,32,1,1,2,39,45v50owpvshpijizwwlcw4lni,1,43.1,9.2,2025-04-27T12:32:57.400Z,2025-04-27T12:33:02Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684460603,56,Back,5684460605,140,30.5,5684460601,152,,5684460599,5,,5684460613,213,2.16,5684460609,212,24.0,5684460607,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033739,33,1,1,2,44,45v50owpvshpijizwwlcw4lni,1,30.5,38.9,2025-04-27T12:33:01.951Z,2025-04-27T12:33:03Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,5684460785,212,11.5,5684460781,140,32.6,5684460783,141,55.5,5684460779,56,Back,5684460787,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033749,34,1,1,2,45,45v50owpvshpijizwwlcw4lni,1,31.4,51.3,2025-04-27T12:33:03.375Z,2025-04-27T12:33:04Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,5684460853,140,35.8,5684460851,56,Back,5684460855,141,23.1,5684460861,212,19.7,5684460865,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807033779,35,1,1,2,46,45v50owpvshpijizwwlcw4lni,1,36.4,18.8,2025-04-27T12:33:04.529Z,2025-04-27T12:33:06Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,5684461011,140,59.0,5684461025,213,0.04,5684461015,141,20.1,5684461009,56,Right,5684461019,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
