id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2793750975,3,61,1,1,15,btaf9fuj3xctycyjeqwereaow,0,46.1,75.4,2025-03-30T15:02:54.441Z,2025-03-30T15:58:54Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611315069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793806197,430,1,1,1,16,4q0b35m26thti4c2on9a3npk0,0,55.1,34.9,2025-03-30T15:02:55.410Z,2025-03-30T17:39:18Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5611619491,213,0.05,5611619487,141,36.0,5611619481,3,,5611619485,140,69.7,5611619489,212,15.3,5611619483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751109,5,1,1,1,19,btaf9fuj3xctycyjeqwereaow,1,45.7,80.5,2025-03-30T15:02:58.761Z,2025-03-30T15:03:02Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611315681,213,3.58,5611315677,141,72.3,5611315675,140,34.5,5611315673,56,Back,5611315679,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751189,6,1,1,1,22,btaf9fuj3xctycyjeqwereaow,0,20.5,76.9,2025-03-30T15:03:01.960Z,2025-03-30T15:03:07Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611316127,212,58.8,5611316119,157,,5611316125,141,76.0,5611316121,56,Center,5611316123,140,76.5,5611316129,213,6.27,5611316131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751279,7,1,1,1,27,4q0b35m26thti4c2on9a3npk0,1,38.2,28.9,2025-03-30T15:03:07.290Z,2025-03-30T15:03:11Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5611316645,141,44.3,5611316647,212,30.8,5611316641,56,Back,5611316643,140,10.6,5611316649,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751331,8,1,1,1,32,4q0b35m26thti4c2on9a3npk0,0,13.4,46.1,2025-03-30T15:03:11.515Z,2025-03-30T15:03:14Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611316941,1,,5611316937,212,53.4,5611316933,140,63.5,5611316939,213,0.17,5611316935,141,59.6,5611316931,56,Center,5611316929,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751409,7,12,1,1,39,btaf9fuj3xctycyjeqwereaow,1,28.0,46.9,2025-03-30T15:03:18.825Z,2025-03-30T15:59:26Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611317461,212,33.8,5611317455,56,Center,5611317457,140,60.0,5611317459,141,51.6,5611317463,213,0.09,5611317475,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751443,8,61,1,1,41,btaf9fuj3xctycyjeqwereaow,0,52.3,49.5,2025-03-30T15:03:20.497Z,2025-03-30T15:59:38Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5611661959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793807863,431,1,1,1,43,4q0b35m26thti4c2on9a3npk0,0,44.0,63.3,2025-03-30T15:03:22.410Z,2025-03-30T15:53:30Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611628967,213,0.94,5611628959,56,Left,5611628961,140,57.0,5611628957,157,,5611628965,212,23.0,5611628963,141,90.6,5611628969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751515,10,1,1,1,43,btaf9fuj3xctycyjeqwereaow,1,43.5,26.4,2025-03-30T15:03:23.376Z,2025-03-30T15:03:25Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611318039,212,22.2,5611318033,56,Back,5611318035,140,32.2,5611318041,213,2.13,5611318037,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751729,11,1,1,1,46,btaf9fuj3xctycyjeqwereaow,1,31.3,62.0,2025-03-30T15:03:25.624Z,2025-03-30T15:03:40Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611319309,140,31.4,5611319319,213,4.72,5611319305,56,Back,5611319311,141,37.6,5611319317,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751771,12,1,1,2,1,btaf9fuj3xctycyjeqwereaow,1,51.5,37.4,2025-03-30T15:03:40.537Z,2025-03-30T15:03:44Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611319605,141,60.0,5611319607,212,15.4,5611319601,56,Center,5611319609,213,1.60,5611319603,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751821,13,1,1,2,5,btaf9fuj3xctycyjeqwereaow,1,55.1,61.7,2025-03-30T15:03:44.600Z,2025-03-30T15:03:48Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611319883,140,66.7,5611319889,213,0.87,5611319887,212,18.9,5611319881,56,Left,5611319885,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751913,14,1,1,2,8,btaf9fuj3xctycyjeqwereaow,1,74.3,85.1,2025-03-30T15:03:48.386Z,2025-03-30T15:03:56Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611320425,56,Center,5611320433,212,34.7,5611320429,141,50.1,5611320427,140,50.2,5611320441,1,,5611320437,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793751967,15,1,1,2,16,btaf9fuj3xctycyjeqwereaow,1,62.5,39.5,2025-03-30T15:03:55.984Z,2025-03-30T15:03:59Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611320771,212,11.1,5611320769,141,54.3,5611320773,213,2.01,5611320765,56,Center,5611320767,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752037,16,1,1,2,20,btaf9fuj3xctycyjeqwereaow,1,60.6,58.4,2025-03-30T15:03:59.457Z,2025-03-30T15:04:03Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611321113,140,81.9,5611321119,213,0.69,5611321115,141,85.6,5611321117,212,29.0,5611321111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752057,17,1,1,2,24,btaf9fuj3xctycyjeqwereaow,1,81.5,90.0,2025-03-30T15:04:03.672Z,2025-03-30T15:04:04Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611321279,140,83.1,5611321281,141,81.4,5611321277,56,Left,5611321285,213,4.99,5611321283,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752101,18,1,1,2,25,btaf9fuj3xctycyjeqwereaow,0,83.1,81.4,2025-03-30T15:04:04.728Z,2025-03-30T16:00:22Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611321497,56,Left,5611321503,212,7.3,5611321499,140,76.8,5611321505,213,2.71,5611321501,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752115,19,43,1,2,27,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-03-30T15:04:07.368Z,2025-03-30T16:00:24Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611665117,144,61,5611321579,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752145,9,4,1,2,30,4q0b35m26thti4c2on9a3npk0,1,18.5,14.1,2025-03-30T15:04:09.905Z,2025-03-30T19:04:30Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611631697,233,21,5611322009,13,,5612488977,294,,5611322013,152,,5611322017,285,,5611322011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752305,21,4,1,2,30,btaf9fuj3xctycyjeqwereaow,0,81.5,85.9,2025-03-30T15:04:09.906Z,2025-03-30T23:43:08Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611322619,56,Left,5611631739,233,9,5611322625,286,,5613284349,294,,5611322621,152,,5611322617,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752223,20,43,1,2,34,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-03-30T15:04:14.098Z,2025-03-30T15:04:21Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611322167,347,0,5611322165,56,Left,5611322941,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752787,10,1,1,2,55,4q0b35m26thti4c2on9a3npk0,0,14.4,10.6,2025-03-30T15:04:35.315Z,2025-03-30T15:04:42Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611325177,5,,5611325181,152,,5611325185,140,59.1,5611325209,1,,5611325183,56,Center,5611325189,212,49.1,5611325191,213,0.30,5611325187,141,31.6,5611325179,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752769,22,44,1,3,0,btaf9fuj3xctycyjeqwereaow,1,41.9,68.8,2025-03-30T15:04:40.312Z,2025-03-30T17:43:03Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611325331,233,11,5611325057,56,Back,5611325059,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752795,11,44,1,3,0,4q0b35m26thti4c2on9a3npk0,0,58.1,31.2,2025-03-30T15:04:40.313Z,2025-03-30T17:43:03Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611325237,56,Center,5611325239,286,,5611325417,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752777,23,1,1,3,1,btaf9fuj3xctycyjeqwereaow,0,43.4,69.7,2025-03-30T15:04:40.793Z,2025-03-30T15:04:41Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611325127,212,7.4,5611325119,3,,5611325121,56,Back,5611325125,141,76.0,5611325129,213,0.62,5611325123,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752829,12,1,1,3,3,4q0b35m26thti4c2on9a3npk0,0,71.2,55.0,2025-03-30T15:04:42.517Z,2025-03-30T15:54:52Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611636199,140,75.2,5611636203,212,4.2,5611636197,3,,5611636201,141,54.4,5611636205,213,6.19,5611325401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752841,24,1,1,3,4,btaf9fuj3xctycyjeqwereaow,0,44.9,68.7,2025-03-30T15:04:43.784Z,2025-03-30T17:41:00Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611325455,56,Center,5611325467,212,30.7,5611325463,141,44.9,5611325459,140,69.8,5611325453,157,,5611325475,1,,5611325471,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793809323,433,1,1,3,5,4q0b35m26thti4c2on9a3npk0,1,60.3,53.6,2025-03-30T15:04:44.410Z,2025-03-30T17:40:57Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611637307,141,69.4,5611637311,212,14.0,5611637305,140,51.7,5611637313,213,2.27,5611637303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793752941,13,1,1,3,6,4q0b35m26thti4c2on9a3npk0,1,54.1,58.1,2025-03-30T15:04:45.522Z,2025-03-30T15:55:16Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611326003,213,0.97,5611325999,212,23.0,5611325987,56,Left,5611325995,141,85.9,5611325991,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753041,14,1,1,3,9,4q0b35m26thti4c2on9a3npk0,1,61.9,82.3,2025-03-30T15:04:48.811Z,2025-03-30T15:04:53Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611326457,140,59.6,5611326461,212,8.9,5611326463,213,4.44,5611326455,56,Center,5611326459,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753163,15,1,1,3,14,4q0b35m26thti4c2on9a3npk0,1,56.9,63.9,2025-03-30T15:04:53.418Z,2025-03-30T15:04:58Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611327083,140,69.9,5611327089,213,0.81,5611327085,141,85.0,5611327081,56,Left,5611327087,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793809925,434,1,1,3,16,4q0b35m26thti4c2on9a3npk0,1,51.4,79.7,2025-03-30T15:04:55.410Z,2025-03-30T15:55:35Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611640565,213,0.44,5611640557,56,Left,5611640561,141,90.0,5611640563,212,16.3,5611640559,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753179,16,50,1,3,18,4q0b35m26thti4c2on9a3npk0,1,63.5,91.0,2025-03-30T15:04:57.456Z,2025-03-30T17:35:26Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611327129,56,Left,5611327131,286,,5611327235,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753153,25,7,1,3,18,btaf9fuj3xctycyjeqwereaow,1,36.5,9.0,2025-03-30T15:04:57.457Z,2025-03-30T17:35:26Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611327175,233,16,5611327041,56,Back,5611327039,167,,5611327045,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753299,17,5,1,3,19,4q0b35m26thti4c2on9a3npk0,1,60.2,101.4,2025-03-30T15:04:58.528Z,2025-03-30T17:26:40Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611327749,56,Left,5611327795,233,26,5611327753,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753173,26,5,1,3,19,btaf9fuj3xctycyjeqwereaow,0,39.8,-1.4,2025-03-30T15:04:58.528Z,2025-03-30T17:26:40Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611327121,56,Back,5611327123,347,,5611327863,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753417,18,1,1,3,25,4q0b35m26thti4c2on9a3npk0,1,63.9,100.0,2025-03-30T15:05:04.795Z,2025-03-30T15:05:10Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611328353,1,,5611328347,141,74.4,5611328341,107,,5611328345,140,47.3,5611328351,213,3.96,5611328343,56,Back,5611328349,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753449,19,1,1,3,30,4q0b35m26thti4c2on9a3npk0,1,47.3,74.4,2025-03-30T15:05:10.177Z,2025-03-30T15:55:48Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611328499,56,Back,5611328511,213,3.77,5611328505,141,53.6,5611328509,212,24.1,5611328503,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793810251,435,1,1,3,31,4q0b35m26thti4c2on9a3npk0,1,31.4,65.7,2025-03-30T15:05:10.410Z,2025-03-30T15:55:57Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611642497,213,3.89,5611642487,140,11.7,5611642485,56,Back,5611642493,212,28.3,5611642489,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753533,20,1,1,3,32,4q0b35m26thti4c2on9a3npk0,0,21.8,49.1,2025-03-30T15:05:11.738Z,2025-03-30T15:05:15Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611328987,140,75.3,5611328985,56,Center,5611328991,212,56.2,5611328995,1,,5611328983,157,,5611328989,141,47.2,5611328993,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753561,27,12,1,3,35,btaf9fuj3xctycyjeqwereaow,1,33.6,41.0,2025-03-30T15:05:15.376Z,2025-03-30T15:05:17Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611329155,212,9.5,5611329151,141,52.7,5611329159,213,0.99,5611329147,140,38.6,5611329145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793810597,436,61,1,3,36,4q0b35m26thti4c2on9a3npk0,1,73.2,45.8,2025-03-30T15:05:15.410Z,2025-03-30T15:56:19Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5611644485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793754177,28,12,1,3,37,btaf9fuj3xctycyjeqwereaow,1,34.2,52.7,2025-03-30T15:05:16.832Z,2025-03-30T15:05:51Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611332817,56,Center,5611332823,212,36.3,5611332819,140,68.7,5611332821,141,54.9,5611332825,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793810843,437,1,1,3,40,4q0b35m26thti4c2on9a3npk0,1,40.6,51.2,2025-03-30T15:05:19.410Z,2025-03-30T15:56:35Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611645795,140,55.3,5611645797,141,39.7,5611645791,3,,5611645801,213,5.81,5611645799,212,17.3,5611645793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753721,21,1,1,3,43,4q0b35m26thti4c2on9a3npk0,1,56.1,33.0,2025-03-30T15:05:23.293Z,2025-03-30T15:57:00Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611330033,213,5.39,5611330027,140,67.4,5611330025,56,Right,5611330031,212,18.9,5611330029,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753733,22,1,1,3,46,4q0b35m26thti4c2on9a3npk0,1,68.0,10.7,2025-03-30T15:05:25.602Z,2025-03-30T15:05:26Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5611330109,212,16.2,5611330097,56,Center,5611330113,213,2.48,5611330099,140,55.8,5611330105,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753921,23,1,1,3,47,4q0b35m26thti4c2on9a3npk0,1,55.7,25.5,2025-03-30T15:05:26.665Z,2025-03-30T15:05:36Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611331161,141,41.9,5611331165,213,1.09,5611331157,56,Center,5611331163,212,12.6,5611331159,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793753987,24,1,1,3,57,4q0b35m26thti4c2on9a3npk0,1,52.3,55.5,2025-03-30T15:05:36.513Z,2025-03-30T15:05:40Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5611331559,212,10.6,5611331553,56,Back,5611331561,213,3.98,5611331555,140,45.6,5611331557,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
