Date,Team,Opponent,Match,timeMin,timeSec,x,y,endX,endY,Gamestate,typeId,Cross,keyPass,assist,Cutback,playerName,playerId,xG_within_5_seconds,Goal_within_5_seconds,outcome,LeftSide,RightSide,xGA,seq_xG,EarlyCrossRight,EarlyCrossLeft,GoldenZoneRight,GoldenZoneLeft,ChipZoneRight,ChipZoneLeft,NearPost,Center,FarPost
2026-03-06,AaB,Aarhus Fremad,AaB 0-1 Aarhus Fremad,60,23,90.7,17.1,92.2,48.8,0,1,1,,,0,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,1,0
2026-03-06,Aarhus Fremad,AaB,AaB 0-1 Aarhus Fremad,67,59,97.7,69.9,96.7,67.6,0,1,0,,,1,M. Agnarsson,9w1wpf3tocn27ed1oaaoe5zsa,0.0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0
2026-03-06,AaB,Aarhus Fremad,AaB 0-1 Aarhus Fremad,68,47,76.7,86.1,90.8,51.7,0,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2026-03-06,AaB,Aarhus Fremad,AaB 0-1 Aarhus Fremad,73,43,77.3,12.6,88.7,48.0,0,1,1,,,0,M. Kallesøe,a6ymx4wkrn260rtpb360nsiqd,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2026-03-06,Aarhus Fremad,AaB,AaB 0-1 Aarhus Fremad,75,42,86.8,10.7,86.4,41.9,0,1,1,,,0,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0
2026-03-06,AaB,Aarhus Fremad,AaB 0-1 Aarhus Fremad,82,40,96.1,78.3,97.9,49.2,0,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0,1,0
2026-03-06,Aarhus Fremad,AaB,AaB 0-1 Aarhus Fremad,84,43,77.8,88.7,84.6,46.4,0,1,1,,,0,L. Riisgaard,btbcy3kby79fi3ulyi9is6j8,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2026-03-06,Aarhus Fremad,AaB,AaB 0-1 Aarhus Fremad,86,18,71.4,86.3,100.0,23.3,0,1,1,,,0,L. Callø,9delpquqv81o7ftrgefb0wpp0,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2026-03-06,AaB,Aarhus Fremad,AaB 0-1 Aarhus Fremad,87,10,96.3,25.6,96.8,48.2,0,1,1,,,0,V. Møller,5521epytthhw9afm2r3jn3384,0.0,0,0,0,1,0.0,0.0,0,0,0,0,1,0,0,1,0
2025-08-15,Horsens,AaB,AaB 0-2 Horsens,7,33,76.3,88.9,97.7,50.0,0,1,1,,,0,I. Miličević,9cg2dx19fx5be3zewtmx97e95,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2025-08-15,Horsens,AaB,AaB 0-2 Horsens,11,21,86.6,84.1,93.3,41.5,0,1,1,,,0,I. Miličević,9cg2dx19fx5be3zewtmx97e95,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,0,1
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,38,55,71.2,83.8,87.5,51.5,-1,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,41,22,71.4,73.5,90.4,34.6,-1,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,42,52,77.2,89.4,91.4,54.5,-1,1,1,,,0,B. Pudel,8vi3l756ez0e96k7muvg4ekbu,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,50,23,80.6,10.6,92.7,45.2,-1,1,1,,,0,M. Bomholt,ejixz16616b7krftxyzv9yiac,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,52,22,70.5,14.6,94.4,72.6,-1,1,1,,,0,O. Ross,5lz41celw55rz3zh8pohclw5w,0.0,0,1,0,1,0.0,0.0,1,0,0,0,0,0,0,0,1
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,52,27,93.3,75.1,94.0,46.3,-1,1,1,,,0,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2025-08-15,Horsens,AaB,AaB 0-2 Horsens,50,9,85.3,85.1,88.9,54.5,1,1,1,,,0,I. Miličević,9cg2dx19fx5be3zewtmx97e95,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,59,31,75.6,82.3,100.0,35.5,-1,1,1,,,0,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,62,54,84.1,89.1,92.9,52.4,-2,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2025-08-15,AaB,Horsens,AaB 0-2 Horsens,93,26,67.7,81.4,100.0,40.0,-2,1,1,,,0,M. Bomholt,ejixz16616b7krftxyzv9yiac,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,0,36,88.1,12.5,93.4,53.3,0,1,1,,,0,M. Bomholt,ejixz16616b7krftxyzv9yiac,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,1,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,7,57,98.9,36.0,97.8,45.1,0,1,0,,,1,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,0,1,0.0,0.0,0,0,0,0,1,0,0,1,0
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,16,4,79.2,16.1,85.2,31.0,0,1,1,,,0,P. Texel,f044eq5rxmsnz0gun55t9kqy2,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,1,0,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,20,14,92.2,16.2,91.2,39.2,0,1,1,,,0,M. Bomholt,ejixz16616b7krftxyzv9yiac,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,32,8,78.3,86.9,91.3,36.6,1,1,1,,,0,N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,32,25,90.4,12.0,92.9,33.7,1,1,1,,,0,M. Saaby,423hv4unq5vvnp7kecv6wp3is,0.0445184148848056,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,33,12,87.8,73.9,92.3,46.4,1,1,1,1.0,,0,M. Olsen,4zpmxlmdfa5wx79cr0q14pfx1,0.6435944288969039,0,1,1,0,0.2346539348363876,0.6435944288969039,0,0,0,1,0,0,0,1,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,41,30,82.6,85.1,92.0,42.5,-1,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,42,47,87.5,87.4,86.4,68.7,1,1,1,,,0,A. Nørager,8ewvm6ux4yvpwgrzjkc1chqwa,0.0,0,0,1,0,0.0,0.1601054295897483,0,0,0,1,0,0,1,0,0
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,47,52,94.0,88.4,84.8,61.4,1,1,1,,,0,M. Olsen,4zpmxlmdfa5wx79cr0q14pfx1,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,56,8,86.0,10.1,87.7,44.6,-1,1,1,1.0,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0583666823804378,0,1,0,1,0.0583666823804378,0.0583666823804378,0,0,1,0,0,0,1,0,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,63,4,83.3,11.3,92.9,54.0,-2,1,1,,,0,A. Andersson,8ynqwlysks0dvn46ja7zq5vit,0.0,0,1,0,1,0.0,0.3068734407424927,0,0,1,0,0,0,0,1,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,68,36,69.8,10.0,100.0,73.2,-2,1,1,,,0,A. Andersson,8ynqwlysks0dvn46ja7zq5vit,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,1
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,80,24,73.1,14.4,84.6,47.4,-3,1,1,1.0,,0,V. Møller,5521epytthhw9afm2r3jn3384,0.0140269668772816,0,1,0,1,0.0140269668772816,0.0140269668772816,1,0,0,0,0,0,0,1,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,83,28,70.0,25.6,89.1,46.9,-3,1,1,,,0,V. Møller,5521epytthhw9afm2r3jn3384,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,85,57,92.0,87.1,89.5,51.9,3,1,1,,,0,A. Nørager,8ewvm6ux4yvpwgrzjkc1chqwa,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2025-11-22,Kolding,AaB,AaB 0-3 Kolding,86,2,75.1,11.7,88.0,49.9,3,1,1,1.0,,0,P. Texel,f044eq5rxmsnz0gun55t9kqy2,0.1222165003418922,0,1,0,1,0.1222165003418922,0.1222165003418922,1,0,0,0,0,0,0,1,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,92,37,81.6,18.8,87.0,48.5,-3,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0993710756301879,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2025-11-22,AaB,Kolding,AaB 0-3 Kolding,93,13,91.8,83.5,94.0,33.0,-3,1,1,,,0,V. Møller,5521epytthhw9afm2r3jn3384,0.0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,0,0,1
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,23,35,89.8,82.9,96.3,49.9,1,1,1,,,0,J. Kolawole,djm3hebvv79jo679zzd2b71g4,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,29,28,84.2,72.6,89.1,54.5,-1,1,1,,,0,J. Adedeji,4sgxth7onhb5mu29bgyupby3u,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,33,3,87.2,12.5,91.3,49.3,1,1,1,1.0,,0,P. Bjur,6m4anciafmzc24s44xszymbc9,0.0954702347517013,0,1,0,1,0.0954702347517013,0.0954702347517013,0,0,1,0,0,0,0,1,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,44,45,84.9,12.5,86.8,33.9,-1,1,1,,,0,N. Arnórsson,brinkgys7026490q3ixx6h9uc,0.0463738963007926,0,1,0,1,0.0,0.0463738963007926,0,0,1,0,0,0,1,0,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,46,58,87.3,10.3,93.0,53.5,1,1,1,,,0,M. Hansen,cod92jjb3qqrg6n1tu15ciwpg,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,1,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,52,28,82.7,87.8,93.5,51.1,1,1,1,,,0,S. Eng Strand,f5gja2wqjlm60rideia16jpm2,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,53,57,87.7,12.3,94.5,60.5,1,1,1,,,0,P. Tjørnelund,37mo55lynu3blqnb8k9ln8k16,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,54,43,87.4,89.7,95.9,48.9,1,1,1,1.0,,0,A. Lausen,ate1ymumg2iwzn8uyyf3ts222,0.2926730513572693,0,1,1,0,0.2926730513572693,0.3404348865151405,0,0,0,1,0,0,0,1,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,63,9,67.4,88.9,89.0,60.6,1,1,1,,,0,J. Kolawole,djm3hebvv79jo679zzd2b71g4,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,64,56,77.2,12.2,90.3,50.0,-1,1,1,,,0,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,65,7,77.2,12.8,88.3,50.7,-1,1,1,,,0,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,65,23,78.4,15.0,89.0,37.6,-1,1,1,,,0,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,1,0,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,68,39,71.6,85.8,90.8,54.4,1,1,1,1.0,,0,P. Bjur,6m4anciafmzc24s44xszymbc9,0.0968118533492088,0,1,1,0,0.0968118533492088,0.0968118533492088,0,1,0,0,0,0,0,1,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,75,2,93.0,17.9,92.7,45.4,-1,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,1,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,77,55,79.4,88.9,88.4,58.2,-1,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0,0,1,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,79,48,73.5,74.2,91.6,31.8,-1,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,80,31,77.9,86.8,84.9,66.3,-1,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,85,21,77.3,18.8,83.1,29.2,-1,1,1,,1.0,0,W. Thomsen,14ur60ict5k3l9nv02o7psw0k,0.1517772078514099,1,1,0,1,0.1517772078514099,0.1517772078514099,1,0,0,0,0,0,1,0,0
2026-03-21,AaB,Esbjerg,AaB 1-1 Esbjerg,89,0,78.3,12.0,94.2,44.9,0,1,1,,,0,A. Andersson,8ynqwlysks0dvn46ja7zq5vit,0.0,0,1,0,1,0.0,0.0428347438573837,1,0,0,0,0,0,1,0,0
2026-03-21,Esbjerg,AaB,AaB 1-1 Esbjerg,90,55,86.4,84.8,96.0,56.9,0,1,1,,,0,S. Eng Strand,f5gja2wqjlm60rideia16jpm2,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,3,40,86.0,89.9,88.6,69.5,0,1,1,,,0,O. Ross,5lz41celw55rz3zh8pohclw5w,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,4,14,71.2,81.1,90.4,58.4,0,1,1,,,0,O. Ross,5lz41celw55rz3zh8pohclw5w,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,5,45,95.1,15.5,94.3,67.8,0,1,1,,,0,M. Pedersen,9xub4z9b3bog8wqhn5yfihecp,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,14,1,86.1,85.0,93.1,64.8,0,1,1,,,0,O. Ross,5lz41celw55rz3zh8pohclw5w,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,16,33,87.1,88.0,92.0,51.9,0,1,1,,1.0,0,V. Rasmussen,dwuxps3jv2852642q000wep6,0.1481746435165405,1,1,1,0,0.1481746435165405,0.1481746435165405,0,0,0,1,0,0,0,1,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,20,41,74.8,20.5,90.0,40.4,1,1,1,1.0,,0,E. Søgaard,cflwegqpzch8y30pb3dhigqnd,0.1668381094932556,0,1,0,1,0.1668381094932556,0.4053889513015747,1,0,0,0,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,20,49,96.6,31.9,95.7,42.3,1,1,0,,,1,M. Bruhn,8gqvlydur0v4cpmz1ozqkejh0,0.2385508418083191,0,1,0,1,0.0,0.4053889513015747,0,0,0,0,1,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,22,44,76.5,14.4,100.0,65.7,1,1,1,,,0,M. Nielsen,8q8yol44e42o9hwttlopznvh0,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,1
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,26,8,93.9,82.4,91.7,55.0,1,1,1,,,0,L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,0.0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,33,57,80.3,10.1,91.2,39.7,1,1,1,,,0,M. Nielsen,8q8yol44e42o9hwttlopznvh0,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,34,5,85.9,24.8,85.5,67.7,1,1,1,,,0,O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,0.0,0,1,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,40,14,98.0,69.1,95.8,62.9,-1,1,0,,,1,K. John,5vrsflxiv2dgfa8199a2qxsve,0.0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,41,20,95.3,70.3,94.5,67.2,1,1,0,,,1,L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,0.0,0,0,1,0,0.0,0.050353318452835,0,0,0,0,0,1,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,42,23,86.0,86.0,90.7,48.7,1,1,1,,,0,M. Pedersen,9xub4z9b3bog8wqhn5yfihecp,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,45,57,73.4,79.7,100.0,40.4,-1,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,48,55,90.2,15.0,95.2,64.8,-1,1,1,,,0,E. Makolli,697f50qoetodmfe8ybcuey2ac,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,52,34,90.8,79.6,91.5,70.5,-1,1,1,,,0,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,0.0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,54,23,81.5,86.6,89.9,48.4,1,1,1,,,0,L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,0.0567987896502018,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,57,38,85.9,19.1,85.6,42.1,1,1,1,,,0,O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,60,19,88.9,22.7,90.8,56.6,1,1,1,,,0,E. Søgaard,cflwegqpzch8y30pb3dhigqnd,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,68,20,67.1,79.4,91.4,31.8,0,1,1,,,0,L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,0.0,0,1,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,68,38,71.2,20.9,86.0,51.9,0,1,1,,,0,M. Jacobsen,6bv0j0ezhh9u5u5hqz64p790q,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,83,47,77.8,19.0,83.9,39.7,0,1,1,,,0,O. Meedom,4dmz3u7j1eoz4ofr1o8tbxedw,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,1,0,0
2025-08-01,Hobro,AaB,AaB 1-1 Hobro,84,12,90.9,20.3,90.7,60.7,0,1,1,,,0,O. Meedom,4dmz3u7j1eoz4ofr1o8tbxedw,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-08-01,AaB,Hobro,AaB 1-1 Hobro,91,3,82.6,10.3,95.9,56.6,0,1,1,,,0,F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,1
2025-10-02,AaB,HB Køge,AaB 2-1 HB Køge,5,49,86.2,13.8,87.6,66.0,0,1,1,,,0,O. Ross,5lz41celw55rz3zh8pohclw5w,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-10-02,HB Køge,AaB,AaB 2-1 HB Køge,8,36,91.7,11.1,92.7,42.8,0,1,1,,,0,S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0
2025-10-02,HB Køge,AaB,AaB 2-1 HB Køge,9,28,70.8,22.8,85.8,47.0,0,1,1,,,0,M. Jensen,619s1phj5bkgkug3aszc1y9cl,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
2025-10-02,AaB,HB Køge,AaB 2-1 HB Køge,9,55,78.8,90.0,85.0,63.4,0,1,1,,,0,N. Arnórsson,brinkgys7026490q3ixx6h9uc,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0
2025-10-02,HB Køge,AaB,AaB 2-1 HB Køge,13,34,77.1,18.2,100.0,69.7,0,1,1,,,0,B. Alkhoudari,6orujbbswf771s9rv0dcd8kd0,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,1
2025-10-02,AaB,HB Køge,AaB 2-1 HB Køge,20,20,76.0,78.5,92.7,57.8,0,1,1,,,0,V. Møller,5521epytthhw9afm2r3jn3384,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0
2025-10-02,AaB,HB Køge,AaB 2-1 HB Køge,23,10,83.3,12.2,94.1,56.3,0,1,1,,,0,K. Hansen,48sqqhgtmfmpqb3602iirspd6,0.0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1
2025-10-02,AaB,HB Køge,AaB 2-1 HB Køge,32,3,75.8,19.5,89.7,52.8,0,1,1,,,0,A. Andersson,8ynqwlysks0dvn46ja7zq5vit,0.0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,1,0
