id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2816381297,8,1,1,0,21,cftj6g399tknheudaxsdpfdgb,1,38.0,8.2,2025-05-18T12:00:36.425Z,2025-05-18T12:00:38Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5736135045,56,Back,5736135053,213,2.00,5736135051,212,14.9,5736135047,140,32.1,5736135049,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381317,9,1,1,0,23,cftj6g399tknheudaxsdpfdgb,1,32.4,28.6,2025-05-18T12:00:38.549Z,2025-05-18T12:00:41Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5736135167,213,5.09,5736135159,56,Back,5736135163,141,5.3,5736135165,212,17.1,5736135161,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381331,10,1,1,0,25,cftj6g399tknheudaxsdpfdgb,1,40.7,5.8,2025-05-18T12:00:41.145Z,2025-05-18T12:00:43Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5736135239,141,2.3,5736135237,140,60.1,5736135241,212,20.5,5736135243,213,6.17,5736135235,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381401,14,1,1,0,26,cftj6g399tknheudaxsdpfdgb,1,54.1,3.1,2025-05-18T12:00:41.685Z,2025-05-18T12:08:37Z,195o7hchielt14ic49r3k06sq,Serginho,,,5736155251,212,11.5,5736155247,140,63.2,5736155245,56,Right,5736155253,213,0.59,5736155249,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381351,11,1,1,0,27,cftj6g399tknheudaxsdpfdgb,1,59.5,11.1,2025-05-18T12:00:43.215Z,2025-05-18T12:08:36Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5736135351,56,Center,5736135355,141,26.6,5736135357,212,12.1,5736135353,140,53.8,5736135359,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381373,12,43,1,0,32,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-05-18T12:00:47.455Z,2025-05-18T12:08:35Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5736135461,213,2.35,5736135459,212,14.8,5736135455,140,52.6,5736135453,56,Center,5736157981,144,1,5736135457,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381395,13,1,1,0,35,cftj6g399tknheudaxsdpfdgb,1,54.0,32.3,2025-05-18T12:00:50.577Z,2025-05-18T15:39:38Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5736135589,213,1.83,5736135583,140,47.9,5736135587,212,25.4,5736135585,141,68.5,5736135581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391521,200,1,1,0,36,cftj6g399tknheudaxsdpfdgb,1,53.9,90.3,2025-05-18T12:00:51.736Z,2025-05-18T12:18:50Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5736191073,213,0.28,5736191069,212,13.8,5736191067,141,95.9,5736191063,140,66.5,5736191061,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381421,15,1,1,0,39,cftj6g399tknheudaxsdpfdgb,1,56.1,94.4,2025-05-18T12:00:55.025Z,2025-05-18T12:00:56Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5736135717,56,Left,5736135721,141,93.6,5736135719,140,79.5,5736135725,213,6.26,5736135723,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381459,16,1,1,0,41,cftj6g399tknheudaxsdpfdgb,1,84.8,93.2,2025-05-18T12:00:56.729Z,2025-05-18T12:01:00Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5736135835,56,Left,5736135837,140,96.3,5736135843,213,5.62,5736135839,141,79.3,5736135841,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381467,17,1,1,0,44,cftj6g399tknheudaxsdpfdgb,1,96.6,81.7,2025-05-18T12:01:00.161Z,2025-05-18T12:01:01Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5736135899,212,11.1,5736135893,56,Left,5736135897,141,93.3,5736135901,213,2.36,5736135895,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381497,18,1,1,0,46,cftj6g399tknheudaxsdpfdgb,1,89.4,94.1,2025-05-18T12:01:01.435Z,2025-05-18T12:01:05Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5736136063,141,91.8,5736136067,213,3.26,5736136059,56,Left,5736136065,212,13.1,5736136061,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381517,19,1,1,0,50,cftj6g399tknheudaxsdpfdgb,1,73.8,91.2,2025-05-18T12:01:05.811Z,2025-05-18T12:01:09Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5736136223,141,78.1,5736136227,212,24.9,5736136219,56,Center,5736136221,140,51.7,5736136229,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381529,20,1,1,0,53,cftj6g399tknheudaxsdpfdgb,1,51.1,67.3,2025-05-18T12:01:09.192Z,2025-05-18T12:01:11Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5736136289,56,Center,5736136291,140,52.5,5736136295,212,23.8,5736136297,213,4.77,5736136293,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381559,21,1,1,0,56,cftj6g399tknheudaxsdpfdgb,1,52.8,31.8,2025-05-18T12:01:11.513Z,2025-05-18T12:01:13Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5736136461,141,11.3,5736136465,213,5.00,5736136459,140,56.7,5736136457,56,Right,5736136463,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381571,22,1,1,0,58,cftj6g399tknheudaxsdpfdgb,1,56.7,11.3,2025-05-18T12:01:13.616Z,2025-05-18T12:01:16Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5736136527,56,Right,5736136535,213,1.24,5736136531,141,20.6,5736136529,140,58.8,5736136533,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606993,642,83,1,1,0,c165yjiny1qnmfdvefxvflnkc,1,31.1,67.7,2025-05-18T12:01:15.801Z,2025-05-18T15:40:38Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5737298941,399,5f3wfx327z9hef9k9l37c90wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381573,23,1,1,1,1,cftj6g399tknheudaxsdpfdgb,0,61.5,25.0,2025-05-18T12:01:16.785Z,2025-05-18T12:01:20Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5736136549,56,Center,5736136623,236,,5736136625,233,4,5736136555,212,3.0,5736136551,140,63.8,5736136629,286,,5736136557,213,5.65,5736136553,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381585,4,74,1,1,1,c165yjiny1qnmfdvefxvflnkc,1,28.5,70.0,2025-05-18T12:01:16.786Z,2025-05-18T12:27:14Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5736136603,285,,5736136639,233,23,5736136601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381597,24,1,1,1,4,cftj6g399tknheudaxsdpfdgb,0,64.3,23.7,2025-05-18T12:01:19.521Z,2025-05-18T12:01:33Z,195o7hchielt14ic49r3k06sq,Serginho,,,5736136687,3,,5736136695,141,23.6,5736136691,56,Center,5736137187,236,,5736136699,213,6.27,5736136697,212,5.8,5736136693,140,69.8,5736137189,233,5,5736137193,286,5736136689,168,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381591,5,74,1,1,4,c165yjiny1qnmfdvefxvflnkc,1,27.5,70.2,2025-05-18T12:01:19.522Z,2025-05-18T12:27:14Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5736136653,285,,5736137211,233,24,5736136651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381603,6,1,1,1,5,c165yjiny1qnmfdvefxvflnkc,0,27.1,69.3,2025-05-18T12:01:20.792Z,2025-05-18T12:01:23Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5736136731,157,,5736136735,140,29.3,5736136733,56,Back,5736136737,141,67.8,5736136743,1,,5736136751,236,,5736136757,286,,5736136739,212,2.5,5736136753,233,5736136741,213,25,5.87,,,,,,,,,,,,,,,,,,,,,,,,
2816381599,25,74,1,1,5,cftj6g399tknheudaxsdpfdgb,1,67.4,25.5,2025-05-18T12:01:20.793Z,2025-05-18T12:01:23Z,195o7hchielt14ic49r3k06sq,Serginho,,,5736136799,233,6,5736136707,56,Center,5736136709,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381615,26,44,1,1,7,cftj6g399tknheudaxsdpfdgb,1,66.5,32.0,2025-05-18T12:01:22.432Z,2025-05-18T12:27:10Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5736136831,286,,5736136829,56,Center,5736136867,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381617,7,44,1,1,7,c165yjiny1qnmfdvefxvflnkc,0,33.5,68.0,2025-05-18T12:01:22.433Z,2025-05-18T12:27:10Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5736136843,285,,5736136873,233,26,5736136841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381621,27,1,1,1,7,cftj6g399tknheudaxsdpfdgb,0,62.0,31.0,2025-05-18T12:01:22.544Z,2025-05-18T12:01:23Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5736136853,140,65.0,5736136857,212,3.2,5736136855,141,30.4,5736136851,56,Center,5736136859,213,6.15,5736136849,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381627,8,1,1,1,8,c165yjiny1qnmfdvefxvflnkc,0,29.4,73.3,2025-05-18T12:01:23.643Z,2025-05-18T12:01:25Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5736136897,140,71.5,5736136893,157,,5736136903,213,6.24,5736136905,1,,5736136895,56,Center,5736136901,212,44.3,5736136899,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381763,10,61,1,1,17,c165yjiny1qnmfdvefxvflnkc,0,82.5,94.4,2025-05-18T12:01:32.498Z,2025-05-18T12:01:44Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5736137639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381679,9,5,1,1,18,c165yjiny1qnmfdvefxvflnkc,0,101.0,67.8,2025-05-18T12:01:33.432Z,2025-05-18T12:26:55Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5736137913,233,28,5736137887,346,,5736137277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381771,28,5,1,1,18,cftj6g399tknheudaxsdpfdgb,1,-1.0,32.2,2025-05-18T12:01:33.432Z,2025-05-18T12:26:54Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5736137679,56,Back,5736137889,233,9,5736137681,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381787,29,1,1,1,29,cftj6g399tknheudaxsdpfdgb,1,4.3,43.3,2025-05-18T12:01:44.359Z,2025-05-18T15:41:40Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5736137755,213,5.73,5736137751,141,11.1,5736137747,56,Back,5736137757,1,,5736137745,124,,5736137753,212,41.8,5736137749,140,38.2,5736137761,237,,5737304803,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381799,30,1,1,1,30,cftj6g399tknheudaxsdpfdgb,1,38.2,11.1,2025-05-18T12:01:45.855Z,2025-05-18T12:01:47Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5736137807,213,1.83,5736137803,141,46.1,5736137801,140,32.1,5736137805,212,24.6,5736137799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381829,31,1,1,1,32,cftj6g399tknheudaxsdpfdgb,1,34.9,47.0,2025-05-18T12:01:47.434Z,2025-05-18T12:43:49Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5736137983,141,88.4,5736137979,56,Back,5736137987,213,1.20,5736137981,140,45.3,5736137985,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381839,32,1,1,1,34,cftj6g399tknheudaxsdpfdgb,1,44.9,88.6,2025-05-18T12:01:49.704Z,2025-05-18T12:01:53Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5736138055,140,37.0,5736138061,213,4.21,5736138057,141,66.6,5736138059,212,17.1,5736138053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381855,33,1,1,1,37,cftj6g399tknheudaxsdpfdgb,1,37.5,64.6,2025-05-18T12:01:53.008Z,2025-05-18T12:01:55Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5736138129,213,0.03,5736138123,140,59.8,5736138127,212,23.4,5736138125,141,65.7,5736138121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381929,34,1,1,1,40,cftj6g399tknheudaxsdpfdgb,1,59.2,65.8,2025-05-18T12:01:55.280Z,2025-05-18T12:02:05Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5736138559,141,89.6,5736138557,140,90.1,5736138563,213,0.46,5736138561,212,36.3,5736138565,1,,5736138555,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381933,35,1,1,1,49,cftj6g399tknheudaxsdpfdgb,0,95.4,71.2,2025-05-18T12:02:05.134Z,2025-05-18T12:02:06Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5736138587,155,,5736138597,213,4.11,5736138593,141,69.4,5736138639,286,,5736138591,140,94.6,5736138595,212,1.5,5736138589,56,Center,5736138633,236,,5736138635,233,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
2816381939,11,74,1,1,49,c165yjiny1qnmfdvefxvflnkc,1,6.0,29.7,2025-05-18T12:02:05.135Z,2025-05-18T12:27:14Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5736138621,56,Back,5736138659,233,35,5736138623,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381945,12,6,1,1,51,c165yjiny1qnmfdvefxvflnkc,0,5.8,30.2,2025-05-18T12:02:06.698Z,2025-05-18T15:42:22Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5736138691,56,Back,5736138729,233,36,5736138693,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381953,36,6,1,1,51,cftj6g399tknheudaxsdpfdgb,1,94.2,69.8,2025-05-18T12:02:06.698Z,2025-05-18T12:27:05Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5736138699,56,Center,5736138719,233,12,5736138701,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382213,37,1,1,2,24,cftj6g399tknheudaxsdpfdgb,0,99.5,99.5,2025-05-18T12:02:39.912Z,2025-05-18T15:42:30Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5736140089,140,90.2,5736140077,6,,5736140073,2,,5737309977,72,,5736140083,155,,5736140093,212,30.6,5736140087,56,Center,5736140085,224,,5736140091,141,5736140095,213,56.9,4.39,,,,,,,,,,,,,,,,,,,,,,,,
2816382269,13,12,1,2,29,c165yjiny1qnmfdvefxvflnkc,1,7.0,40.3,2025-05-18T12:02:44.298Z,2025-05-18T15:43:17Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5736140333,212,41.0,5736140327,56,Back,5736140329,140,31.5,5736140331,141,87.2,5736140335,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382273,14,83,1,2,31,c165yjiny1qnmfdvefxvflnkc,0,35.4,81.5,2025-05-18T12:02:46.386Z,2025-05-18T15:43:38Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5736140505,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382281,38,1,1,2,32,cftj6g399tknheudaxsdpfdgb,1,64.6,11.3,2025-05-18T12:02:47.704Z,2025-05-18T12:02:50Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5736140377,56,Right,5736140379,140,83.2,5736140383,212,19.6,5736140381,141,12.6,5736140385,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382299,39,1,1,2,35,cftj6g399tknheudaxsdpfdgb,0,91.4,12.6,2025-05-18T12:02:50.414Z,2025-05-18T15:48:24Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5736140453,140,100.0,5736140457,212,22.4,5736140447,2,,5736140455,141,41.9,5736140451,56,Center,5736140459,213,1.10,5737343107,20,,5737343105,224,,5736140449,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382475,15,5,1,2,37,c165yjiny1qnmfdvefxvflnkc,1,-1.0,60.7,2025-05-18T12:02:52.934Z,2025-05-18T12:26:55Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5736141361,346,,5736141649,233,40,5736141359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382535,40,5,1,2,37,cftj6g399tknheudaxsdpfdgb,0,101.0,39.3,2025-05-18T12:02:52.934Z,2025-05-18T12:26:55Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5736141641,56,Center,5736141661,233,15,5736141643,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
