id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId
2751448303,19,3,1,0,59,b3r6d8ydtmtjckam6pku9y400,0,43.2,67.5,2024-11-24T17:03:37.304Z,2024-11-24T20:44:51Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5381682655,465,,5381064419,56,Back,5381064423,286,,5381965231,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448291,10,7,1,0,59,anga7587r1zv4ey71ge9zxol3,1,56.8,32.5,2024-11-24T17:03:37.305Z,2024-11-24T20:44:51Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5381064365,56,Center,5381064367,285,,5381965213,233,19,5381682789,383,,5381961469,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448319,12,1,1,1,2,anga7587r1zv4ey71ge9zxol3,0,56.4,10.6,2024-11-24T17:03:39.513Z,2024-11-24T17:03:41Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5381064511,213,0.47,5381064621,286,,5381064505,140,57.8,5381064615,236,,5381064503,56,Right,5381064509,212,1.6,5381064507,141,11.7,5381064617,233,20,5381064501,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448333,20,74,1,1,2,b3r6d8ydtmtjckam6pku9y400,1,37.2,91.5,2024-11-24T17:03:39.514Z,2024-11-24T17:08:31Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5381064575,56,Back,5381064577,285,,5381064645,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448499,13,5,1,1,3,anga7587r1zv4ey71ge9zxol3,1,69.4,-1.2,2024-11-24T17:03:40.728Z,2024-11-24T17:08:29Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5381065537,347,,5381065535,56,Right,5381065547,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448353,21,5,1,1,3,b3r6d8ydtmtjckam6pku9y400,0,30.6,101.2,2024-11-24T17:03:40.728Z,2024-11-24T17:08:30Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5381064685,56,Back,5381064689,347,,5381065581,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448607,14,1,1,1,24,anga7587r1zv4ey71ge9zxol3,1,68.9,0.0,2024-11-24T17:04:01.992Z,2024-11-24T17:04:04Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5381066071,140,69.8,5381066073,141,15.6,5381066069,56,Right,5381066077,213,1.49,5381066075,212,11.8,5381066067,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448615,15,61,1,1,26,anga7587r1zv4ey71ge9zxol3,0,70.2,13.5,2024-11-24T17:04:03.944Z,2024-11-24T17:04:04Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5381066097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448677,22,1,1,1,27,b3r6d8ydtmtjckam6pku9y400,0,30.2,84.3,2024-11-24T17:04:04.819Z,2024-11-24T17:04:08Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5381066453,212,5.3,5381066447,56,Back,5381066445,157,,5381066451,141,87.5,5381066449,140,34.8,5381066457,1,,5381066455,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448681,16,1,1,1,30,anga7587r1zv4ey71ge9zxol3,0,68.5,10.3,2024-11-24T17:04:07.401Z,2024-11-24T19:27:06Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5381066483,56,Right,5381066489,212,9.2,5381066491,213,6.11,5381066485,140,77.1,5381066479,3,,5381066487,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448733,23,1,1,1,31,b3r6d8ydtmtjckam6pku9y400,0,25.1,87.3,2024-11-24T17:04:09.370Z,2024-11-24T19:27:16Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5381066749,56,Back,5381066755,212,13.4,5381066757,213,0.41,5381066747,157,,5381066753,141,95.1,5381066751,140,36.8,5381066759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751558825,787,44,1,1,33,anga7587r1zv4ey71ge9zxol3,1,63.3,7.8,2024-11-24T17:04:10.953Z,2024-11-24T19:27:38Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5381687855,233,1017,5381687849,56,Right,5381687853,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751558821,1017,44,1,1,33,b3r6d8ydtmtjckam6pku9y400,0,36.7,92.2,2024-11-24T17:04:10.954Z,2024-11-24T19:27:38Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5381687893,233,787,5381687833,56,Back,5381687835,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448747,17,1,1,1,33,anga7587r1zv4ey71ge9zxol3,0,63.1,5.9,2024-11-24T17:04:11.240Z,2024-11-24T17:04:12Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5381066841,141,15.8,5381066843,212,14.2,5381066839,140,75.0,5381066845,213,0.49,5381066835,3,,5381066837,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448769,24,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,29.5,83.6,2024-11-24T17:04:12.691Z,2024-11-24T17:04:14Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5381066955,141,94.1,5381066953,140,24.8,5381066957,212,8.7,5381066961,213,2.18,5381066949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448779,25,43,1,1,36,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-11-24T17:04:14.066Z,2024-11-24T19:27:45Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5381688397,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448841,26,1,1,1,37,b3r6d8ydtmtjckam6pku9y400,1,24.8,94.7,2024-11-24T17:04:14.483Z,2024-11-24T17:04:17Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5381067349,212,8.7,5381067343,56,Back,5381067345,140,32.6,5381067351,213,0.34,5381067347,141,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448847,27,4,1,1,40,b3r6d8ydtmtjckam6pku9y400,1,32.0,96.6,2024-11-24T17:04:17.794Z,2024-11-24T17:04:22Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5381067481,152,,5381067477,56,Back,5381067475,13,,5381067483,265,,5381067485,285,,5381067501,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448845,18,4,1,1,40,anga7587r1zv4ey71ge9zxol3,0,68.0,3.4,2024-11-24T17:04:17.795Z,2024-11-24T17:04:22Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5381067427,56,Right,5381067561,233,27,5381067431,265,,5381067425,13,,5381067429,152,,5381067433,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751448987,28,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,1,27.3,88.1,2024-11-24T17:04:24.002Z,2024-11-24T19:28:06Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5381068141,212,33.3,5381068133,152,,5381068139,141,44.2,5381068135,56,Back,5381068131,5,,5381068143,213,4.25,5381068145,1,,5381068137,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449059,29,1,1,1,48,b3r6d8ydtmtjckam6pku9y400,1,12.4,40.3,2024-11-24T17:04:25.784Z,2024-11-24T19:28:18Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5381068535,56,Back,5381068537,140,27.6,5381068543,213,5.51,5381068539,141,17.5,5381068541,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449087,30,1,1,1,55,b3r6d8ydtmtjckam6pku9y400,1,34.0,31.7,2024-11-24T17:04:32.578Z,2024-11-24T19:28:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5381068709,213,1.52,5381068703,140,35.2,5381068705,141,66.0,5381068701,56,Back,5381068707,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449181,31,1,1,1,57,b3r6d8ydtmtjckam6pku9y400,1,37.6,65.3,2024-11-24T17:04:34.882Z,2024-11-24T17:04:39Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5381069185,213,0.89,5381069179,140,53.8,5381069177,56,Left,5381069181,141,96.2,5381069183,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449195,32,1,1,2,1,b3r6d8ydtmtjckam6pku9y400,1,54.2,96.3,2024-11-24T17:04:38.945Z,2024-11-24T17:04:40Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5381069299,140,54.3,5381069303,212,8.0,5381069301,141,84.6,5381069297,56,Left,5381069305,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449225,33,1,1,2,3,b3r6d8ydtmtjckam6pku9y400,1,54.0,84.5,2024-11-24T17:04:40.562Z,2024-11-24T17:04:42Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5381069465,141,62.7,5381069469,213,4.06,5381069463,140,43.3,5381069467,212,18.6,5381069461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449287,34,1,1,2,4,b3r6d8ydtmtjckam6pku9y400,1,43.3,62.7,2024-11-24T17:04:42.386Z,2024-11-24T17:04:45Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5381069743,56,Back,5381069749,212,24.3,5381069751,213,4.89,5381069745,140,47.4,5381069747,141,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449333,35,1,1,2,8,b3r6d8ydtmtjckam6pku9y400,1,47.4,27.5,2024-11-24T17:04:45.426Z,2024-11-24T17:04:48Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5381070025,56,Center,5381070033,213,0.14,5381070029,141,31.6,5381070027,140,66.8,5381070031,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449355,36,1,1,2,10,b3r6d8ydtmtjckam6pku9y400,0,66.3,30.2,2024-11-24T17:04:48.322Z,2024-11-24T17:04:50Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5381070185,155,,5381070187,56,Center,5381070193,212,26.9,5381070191,141,48.7,5381070189,140,88.9,5381070195,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449367,19,52,1,2,13,anga7587r1zv4ey71ge9zxol3,1,7.0,53.6,2024-11-24T17:04:50.791Z,2024-11-24T19:28:48Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5381692385,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449553,21,1,1,2,25,anga7587r1zv4ey71ge9zxol3,1,12.6,51.9,2024-11-24T17:05:02.536Z,2024-11-24T17:05:04Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5381071165,140,31.1,5381071167,141,36.6,5381071169,212,22.0,5381071163,56,Back,5381071171,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449591,22,1,1,2,27,anga7587r1zv4ey71ge9zxol3,1,29.0,35.7,2024-11-24T17:05:04.664Z,2024-11-24T17:05:07Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5381071389,141,28.6,5381071393,213,3.45,5381071387,140,14.7,5381071385,56,Back,5381071391,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751449641,23,1,1,2,29,anga7587r1zv4ey71ge9zxol3,0,14.8,28.5,2024-11-24T17:05:07Z,2024-11-24T17:05:10Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5381071641,157,,5381071647,141,32.1,5381071653,1,,5381071643,56,Center,5381071649,212,48.5,5381071651,213,0.05,5381071645,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
