id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2818171503,9,1,1,0,19,36g6ifzjliec1jqnbtf7yesme,0,44.6,3.4,2025-05-24T13:00:45.754Z,2025-05-24T13:00:49Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5746091161,213,0.97,5746091157,141,58.5,5746091151,155,,5746091163,1,,5746091155,140,68.8,5746091159,212,45.3,5746091153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171519,4,1,1,0,24,anga7587r1zv4ey71ge9zxol3,1,37.0,36.4,2025-05-24T13:00:50.195Z,2025-05-24T13:00:52Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746091239,212,12.3,5746091233,56,Back,5746091235,140,28.9,5746091241,213,2.34,5746091237,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171543,5,1,1,0,26,anga7587r1zv4ey71ge9zxol3,1,26.7,39.2,2025-05-24T13:00:52.682Z,2025-05-24T13:00:56Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746091361,213,4.85,5746091357,141,13.8,5746091355,140,28.9,5746091359,212,17.4,5746091353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171545,6,1,1,0,29,anga7587r1zv4ey71ge9zxol3,0,25.9,10.0,2025-05-24T13:00:55.882Z,2025-05-24T13:00:57Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746091369,157,,5746091419,236,,5746091371,56,Back,5746091377,212,5.5,5746091421,233,10,5746091375,141,10.6,5746091425,286,,5746091381,1,,5746091379,213,0.07,5746091373,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171547,10,74,1,0,29,36g6ifzjliec1jqnbtf7yesme,1,76.5,88.9,2025-05-24T13:00:55.883Z,2025-05-24T13:58:38Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746091383,56,Left,5746091427,233,6,5746091385,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171549,7,61,1,0,30,anga7587r1zv4ey71ge9zxol3,1,26.7,8.0,2025-05-24T13:00:56.710Z,2025-05-24T13:00:56Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746091387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171599,12,1,1,0,33,36g6ifzjliec1jqnbtf7yesme,1,71.3,73.5,2025-05-24T13:00:59.834Z,2025-05-24T13:01:03Z,5521epytthhw9afm2r3jn3384,V. Møller,,,5746091635,213,5.53,5746091625,141,63.0,5746091621,56,Center,5746091629,212,10.4,5746091623,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171605,9,83,1,0,34,anga7587r1zv4ey71ge9zxol3,0,24.9,42.1,2025-05-24T13:01:00.899Z,2025-05-24T17:31:51Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746091681,399,5lz41celw55rz3zh8pohclw5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171597,8,83,1,0,35,anga7587r1zv4ey71ge9zxol3,0,25.5,37.3,2025-05-24T13:01:01.682Z,2025-05-24T17:31:52Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746091685,399,5lz41celw55rz3zh8pohclw5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171601,13,61,1,0,36,36g6ifzjliec1jqnbtf7yesme,1,78.5,63.0,2025-05-24T13:01:02.949Z,2025-05-24T13:01:03Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5746091647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171607,14,61,1,0,37,36g6ifzjliec1jqnbtf7yesme,0,75.2,60.6,2025-05-24T13:01:03.010Z,2025-05-24T17:31:54Z,5521epytthhw9afm2r3jn3384,V. Møller,,,5746091665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171675,11,1,1,0,48,anga7587r1zv4ey71ge9zxol3,1,7.5,56.0,2025-05-24T13:01:14.339Z,2025-05-24T13:01:16Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5746091975,141,30.6,5746091973,140,14.2,5746091979,213,5.10,5746091977,212,18.6,5746091971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171715,12,1,1,0,52,anga7587r1zv4ey71ge9zxol3,0,21.9,28.2,2025-05-24T13:01:18.331Z,2025-05-24T13:01:22Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746092229,212,56.1,5746092223,141,49.1,5746092233,1,,5746092211,155,,5746092231,213,0.26,5746092219,140,73.6,5746092215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171727,15,44,1,0,56,36g6ifzjliec1jqnbtf7yesme,1,25.2,50.2,2025-05-24T13:01:21.977Z,2025-05-24T13:58:31Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746092297,56,Back,5746092299,285,,5746092325,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171719,13,44,1,0,56,anga7587r1zv4ey71ge9zxol3,0,74.8,49.8,2025-05-24T13:01:21.978Z,2025-05-24T13:58:31Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5746092255,286,,5746092333,233,15,5746092253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171735,16,12,1,0,56,36g6ifzjliec1jqnbtf7yesme,1,23.0,49.1,2025-05-24T13:01:22.353Z,2025-05-24T17:32:16Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746092355,141,49.7,5746092351,56,Back,5746092359,213,0.10,5746092357,212,4.1,5746092353,140,26.9,5746092371,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172717,39,83,1,0,57,anga7587r1zv4ey71ge9zxol3,0,67.5,40.7,2025-05-24T13:01:23.457Z,2025-05-24T13:03:31Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746097773,399,ejixz16616b7krftxyzv9yiac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171743,17,1,1,0,59,36g6ifzjliec1jqnbtf7yesme,1,29.6,53.0,2025-05-24T13:01:25.322Z,2025-05-24T17:32:55Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746109927,213,1.62,5746109923,141,61.7,5746109921,140,29.3,5746092405,56,Back,5746109925,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171745,14,43,1,1,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-24T13:01:25.971Z,2025-05-24T17:32:40Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5746110009,233,18,5746092409,56,Center,5746092411,286,0,5747275289,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171749,18,1,1,1,0,36g6ifzjliec1jqnbtf7yesme,0,27.5,59.3,2025-05-24T13:01:25.972Z,2025-05-24T17:32:51Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746092437,56,Back,5747275671,212,2.6,5747275673,213,2.98,5747275669,141,59.9,5747275667,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174023,64,61,1,1,1,anga7587r1zv4ey71ge9zxol3,1,72.6,34.0,2025-05-24T13:01:27.802Z,2025-05-24T13:05:35Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5746104627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171779,20,1,1,1,2,36g6ifzjliec1jqnbtf7yesme,1,18.3,65.2,2025-05-24T13:01:28.474Z,2025-05-24T13:01:30Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746092565,140,3.2,5746092571,213,3.75,5746092569,212,19.3,5746092563,56,Back,5746092567,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171785,21,1,1,1,3,36g6ifzjliec1jqnbtf7yesme,0,3.9,49.9,2025-05-24T13:01:29.057Z,2025-05-24T17:33:02Z,3tka46re2gsi9uw7pbxx5m0pg,B. Pedersen,,,5746092609,213,0.35,5746092603,140,57.1,5746092605,141,79.9,5746092611,1,,5746092601,56,Left,5746092607,212,59.5,5746092599,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171823,16,1,1,1,8,anga7587r1zv4ey71ge9zxol3,1,34.2,11.3,2025-05-24T13:01:34.042Z,2025-05-24T13:01:35Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746092783,56,Back,5746092789,141,23.1,5746092795,213,1.93,5746092785,140,31.3,5746092793,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171843,17,1,1,1,9,anga7587r1zv4ey71ge9zxol3,1,30.9,23.0,2025-05-24T13:01:35.522Z,2025-05-24T13:01:38Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746092897,213,0.33,5746092891,140,40.7,5746092893,141,28.2,5746092889,56,Back,5746092895,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171863,18,1,1,1,12,anga7587r1zv4ey71ge9zxol3,1,38.2,37.6,2025-05-24T13:01:38.370Z,2025-05-24T13:01:40Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746092997,141,67.8,5746093001,213,1.93,5746092995,140,30.9,5746092999,212,21.9,5746092993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171911,19,1,1,1,14,anga7587r1zv4ey71ge9zxol3,1,29.4,67.2,2025-05-24T13:01:40.730Z,2025-05-24T13:01:47Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746093249,212,17.7,5746093243,56,Back,5746093245,140,36.0,5746093247,141,91.1,5746093251,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171919,20,1,1,1,21,anga7587r1zv4ey71ge9zxol3,1,40.5,92.4,2025-05-24T13:01:47.282Z,2025-05-24T13:01:49Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746093297,213,3.99,5746093291,140,31.9,5746093293,141,77.3,5746093289,56,Back,5746093295,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171927,21,1,1,1,22,anga7587r1zv4ey71ge9zxol3,1,32.4,73.6,2025-05-24T13:01:48.898Z,2025-05-24T17:33:14Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746093349,212,29.8,5746093343,56,Back,5747277569,189,,5746093345,140,29.4,5746093351,213,4.61,5746093347,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171985,22,1,1,1,30,anga7587r1zv4ey71ge9zxol3,0,32.9,13.7,2025-05-24T13:01:56.059Z,2025-05-24T13:01:58Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746093679,56,Center,5746093687,213,0.27,5746093681,140,71.4,5746093685,212,42.0,5746093677,155,,5746093683,141,30.3,5746093689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172009,22,12,1,1,33,36g6ifzjliec1jqnbtf7yesme,1,23.1,73.8,2025-05-24T13:01:59.905Z,2025-05-24T17:33:22Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746093839,56,Back,5746093849,213,5.97,5746093843,141,72.9,5746093841,140,24.9,5746093855,15,,5746093845,212,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172007,23,3,1,1,34,anga7587r1zv4ey71ge9zxol3,0,68.8,30.4,2025-05-24T13:02:00.754Z,2025-05-24T17:33:31Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746093833,56,Center,5746093955,233,23,5746093835,286,,5747278815,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172015,23,7,1,1,34,36g6ifzjliec1jqnbtf7yesme,0,31.2,69.6,2025-05-24T13:02:00.755Z,2025-05-24T17:33:29Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746093937,233,23,5747278693,178,,5746093889,56,Back,5747278691,385,,5746093891,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172027,24,61,1,1,35,anga7587r1zv4ey71ge9zxol3,1,67.5,28.8,2025-05-24T13:02:01.268Z,2025-05-24T17:33:34Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746093961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172053,25,1,1,1,37,36g6ifzjliec1jqnbtf7yesme,1,25.1,71.7,2025-05-24T13:02:03.625Z,2025-05-24T13:02:05Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746094097,213,3.53,5746094091,140,11.2,5746094093,141,62.9,5746094095,212,15.8,5746094089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172069,26,1,1,1,38,36g6ifzjliec1jqnbtf7yesme,1,11.2,62.9,2025-05-24T13:02:04.761Z,2025-05-24T13:02:08Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746094185,155,,5746094193,212,28.2,5746094189,140,30.4,5746094195,213,0.77,5746094191,141,91.8,5746094187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172067,25,83,1,1,40,anga7587r1zv4ey71ge9zxol3,0,71.1,6.1,2025-05-24T13:02:06.298Z,2025-05-24T17:33:46Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746094297,399,8bi1tlz62rjwyak4pnnzgp562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172071,27,61,1,1,41,36g6ifzjliec1jqnbtf7yesme,0,31.5,91.8,2025-05-24T13:02:07.393Z,2025-05-24T13:02:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746094199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172149,26,5,1,1,43,anga7587r1zv4ey71ge9zxol3,1,68.7,-1.2,2025-05-24T13:02:09.385Z,2025-05-24T13:16:33Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746094587,347,,5746094585,56,Right,5746094623,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172083,28,5,1,1,43,36g6ifzjliec1jqnbtf7yesme,0,31.3,101.2,2025-05-24T13:02:09.385Z,2025-05-24T13:16:34Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746094245,56,Back,5746094633,233,26,5746094249,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172169,27,1,1,1,52,anga7587r1zv4ey71ge9zxol3,0,68.9,0.0,2025-05-24T13:02:18.050Z,2025-05-24T13:02:19Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746094703,213,0.63,5746094695,56,Right,5746094699,141,5.5,5746094693,107,,5746094701,212,7.9,5746094697,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172177,29,8,1,1,53,36g6ifzjliec1jqnbtf7yesme,1,25.0,93.6,2025-05-24T13:02:19.186Z,2025-05-24T17:34:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746094725,56,Back,5747281245,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172219,31,1,1,1,57,36g6ifzjliec1jqnbtf7yesme,1,28.6,82.6,2025-05-24T13:02:23.099Z,2025-05-24T13:02:24Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746094855,56,Back,5746094861,212,23.4,5746094863,213,5.81,5746094857,140,48.5,5746094859,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172229,32,1,1,1,58,36g6ifzjliec1jqnbtf7yesme,0,48.4,67.0,2025-05-24T13:02:24.697Z,2025-05-24T13:02:25Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5746094891,141,77.0,5746094893,212,9.9,5746094915,156,,5746094889,140,41.6,5746094887,56,Back,5746094895,213,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172251,28,1,1,1,59,anga7587r1zv4ey71ge9zxol3,1,54.0,22.7,2025-05-24T13:02:25.786Z,2025-05-24T13:02:28Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746095019,56,Back,5746095027,213,2.69,5746095021,140,22.7,5746095025,212,36.6,5746095029,1,,5746095023,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172299,30,1,1,2,4,anga7587r1zv4ey71ge9zxol3,1,24.3,44.3,2025-05-24T13:02:30.362Z,2025-05-24T13:02:32Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5746095295,141,24.9,5746095299,212,13.9,5746095293,140,28.4,5746095301,213,5.03,5746095291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
