id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2704584037,19,1,1,0,41,c165yjiny1qnmfdvefxvflnkc,0,75.3,82.0,2024-07-29T17:02:12.793Z,2024-07-29T19:43:50Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124383887,213,5.12,5124383881,140,76.1,5124383885,212,2.1,5124383941,286,,5124383879,56,Left,5124383937,233,7,5124383935,236,,5124383883,141,79.1,5124612129,224,5124383877,155,5124383875,2,5124612131,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584045,7,12,1,0,41,9qsmopgutr7ut5g6workk8w4i,1,20.1,24.6,2024-07-29T17:02:12.893Z,2024-07-29T17:02:18Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5124383931,185,,5124383957,233,19,5124383933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584051,8,5,1,0,42,9qsmopgutr7ut5g6workk8w4i,0,14.0,-1.2,2024-07-29T17:02:13.801Z,2024-07-29T17:07:06Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5124384017,233,20,5124383975,56,Back,5124383977,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584059,20,5,1,0,42,c165yjiny1qnmfdvefxvflnkc,1,86.0,101.2,2024-07-29T17:02:13.801Z,2024-07-29T17:02:21Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124383997,56,Left,5124384001,233,8,5124383999,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584069,21,1,1,0,52,c165yjiny1qnmfdvefxvflnkc,1,81.0,100.0,2024-07-29T17:02:24.056Z,2024-07-29T17:02:25Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384061,213,4.24,5124384059,212,7.1,5124384055,140,77.9,5124384057,141,92.0,5124384051,107,,5124384053,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584071,22,1,1,0,54,c165yjiny1qnmfdvefxvflnkc,1,77.9,92.0,2024-07-29T17:02:25.592Z,2024-07-29T17:02:27Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5124384073,212,4.5,5124384067,56,Left,5124384069,140,81.0,5124384071,141,96.5,5124384075,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584077,23,1,1,0,55,c165yjiny1qnmfdvefxvflnkc,1,80.7,96.6,2024-07-29T17:02:26.921Z,2024-07-29T17:02:29Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384099,213,6.16,5124384091,56,Left,5124384095,141,93.3,5124384097,212,18.3,5124384093,140,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584079,24,1,1,0,57,c165yjiny1qnmfdvefxvflnkc,0,98.0,93.3,2024-07-29T17:02:29.160Z,2024-07-29T19:44:03Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5124384139,233,9,5124612463,72,,5124384109,140,96.7,5124384103,2,,5124384113,212,2.1,5124384137,236,,5124384115,213,4.02,5124384111,141,90.9,5124384107,56,5124384105,155,5124384143,286,5124612461,224,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584083,9,12,1,0,57,9qsmopgutr7ut5g6workk8w4i,1,5.9,11.7,2024-07-29T17:02:29.260Z,2024-07-29T17:02:33Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5124384133,185,,5124384157,233,24,5124384135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584087,10,5,1,0,59,9qsmopgutr7ut5g6workk8w4i,0,6.6,-1.0,2024-07-29T17:02:30.793Z,2024-07-29T17:07:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5124384233,233,25,5124384163,56,Back,5124384165,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584099,25,5,1,0,59,c165yjiny1qnmfdvefxvflnkc,1,93.4,101.0,2024-07-29T17:02:30.793Z,2024-07-29T17:02:48Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5124384205,347,,5124384203,56,Left,5124384225,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584109,26,1,1,1,16,c165yjiny1qnmfdvefxvflnkc,1,91.3,100.0,2024-07-29T17:02:47.530Z,2024-07-29T17:02:49Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384249,212,6.9,5124384247,141,92.4,5124384245,140,88.3,5124384241,107,,5124384243,56,Left,5124384251,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584113,27,1,1,1,16,c165yjiny1qnmfdvefxvflnkc,1,88.3,92.4,2024-07-29T17:02:48.425Z,2024-07-29T17:02:49Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124384279,213,0.30,5124384277,212,3.9,5124384275,141,94.1,5124384271,56,Left,5124384273,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584117,28,1,1,1,18,c165yjiny1qnmfdvefxvflnkc,0,94.0,92.3,2024-07-29T17:02:49.770Z,2024-07-29T19:44:18Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384359,236,,5124612853,224,,5124384299,140,94.0,5124384309,213,4.71,5124384297,56,Left,5124384307,212,1.0,5124384365,286,,5124384361,233,11,5124384289,2,5124612855,72,5124384303,141,,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584119,11,12,1,1,18,9qsmopgutr7ut5g6workk8w4i,1,6.1,10.1,2024-07-29T17:02:49.870Z,2024-07-29T17:02:52Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5124384313,185,,5124384315,56,Back,5124384325,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584121,12,5,1,1,19,9qsmopgutr7ut5g6workk8w4i,0,6.6,-1.6,2024-07-29T17:02:51.162Z,2024-07-29T17:07:07Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5124384331,347,,5124384355,233,29,5124384329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584123,29,5,1,1,19,c165yjiny1qnmfdvefxvflnkc,1,93.4,101.6,2024-07-29T17:02:51.162Z,2024-07-29T17:02:54Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384333,56,Left,5124384335,347,,5124384349,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584133,30,1,1,1,25,c165yjiny1qnmfdvefxvflnkc,1,93.0,100.0,2024-07-29T17:02:56.572Z,2024-07-29T17:02:59Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384409,212,7.9,5124384405,140,89.6,5124384401,107,,5124384407,141,91.7,5124384411,213,4.24,5124384403,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584137,31,1,1,1,26,c165yjiny1qnmfdvefxvflnkc,1,89.6,91.7,2024-07-29T17:02:58.306Z,2024-07-29T17:03:05Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5124384421,212,4.2,5124384419,141,96.2,5124384417,140,92.4,5124384415,56,Left,5124384423,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584139,32,1,1,1,28,c165yjiny1qnmfdvefxvflnkc,1,92.5,96.9,2024-07-29T17:02:59.594Z,2024-07-29T17:03:06Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384433,212,2.6,5124384435,213,3.14,5124384431,141,96.9,5124384427,56,Left,5124384429,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584141,33,1,1,1,29,c165yjiny1qnmfdvefxvflnkc,0,90.0,96.9,2024-07-29T17:03:00.681Z,2024-07-29T19:44:50Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124384439,2,,5124384451,213,4.81,5124613133,72,,5124613645,233,891,5124384441,155,,5124384445,140,90.2,5124384447,141,93.9,5124613131,224,,5124384443,56,5124613643,236,5124613649,286,5124384449,212,Left,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704624727,891,12,1,1,29,9qsmopgutr7ut5g6workk8w4i,1,13.9,6.4,2024-07-29T17:03:00.781Z,2024-07-29T19:45:15Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5124613653,233,33,5124613625,56,Back,5124613623,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584149,14,5,1,1,31,9qsmopgutr7ut5g6workk8w4i,0,15.2,-1.2,2024-07-29T17:03:03.466Z,2024-07-29T17:07:07Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5124384465,56,Back,5124384467,347,,5124387593,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584145,34,5,1,1,31,c165yjiny1qnmfdvefxvflnkc,1,84.8,101.2,2024-07-29T17:03:03.466Z,2024-07-29T17:07:07Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124384459,347,,5124384457,56,Left,5124387589,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584151,35,1,1,1,35,c165yjiny1qnmfdvefxvflnkc,1,89.0,100.0,2024-07-29T17:03:06.538Z,2024-07-29T17:08:20Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124384473,140,86.0,5124384469,107,,5124384479,213,4.31,5124384475,141,90.6,5124384477,212,8.1,5124384471,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584153,36,1,1,1,36,c165yjiny1qnmfdvefxvflnkc,1,86.0,90.6,2024-07-29T17:03:08.226Z,2024-07-29T18:08:34Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124384483,56,Left,5124384491,213,0.26,5124384525,156,,5124384489,212,8.6,5124384487,141,93.9,5124384485,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584157,15,43,1,1,36,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-29T17:03:08.227Z,2024-07-29T17:56:50Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5124387633,285,0,5124384511,56,Back,5124437353,144,74,5124387643,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584155,37,1,1,1,38,c165yjiny1qnmfdvefxvflnkc,0,97.4,97.5,2024-07-29T17:03:10.508Z,2024-07-29T19:45:25Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124614773,224,,5124384515,233,13,5124384507,213,4.31,5124384499,56,Left,5124384505,212,1.3,5124384501,140,96.9,5124384519,286,,5124384497,155,,5124384495,2,5124614775,72,5124384503,141,5124384513,236,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
