id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797912877,8,1,1,0,10,9qsmopgutr7ut5g6workk8w4i,0,83.7,15.4,2025-04-07T17:02:16.675Z,2025-04-07T21:23:25Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634202269,141,39.4,5634202267,140,93.2,5634202271,212,19.1,5634202273,213,1.02,5634202265,56,Center,5634202263,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912871,4,52,1,0,11,5rz9enoyknpg8ji78za5b82p0,1,5.0,68.1,2025-04-07T17:02:17.973Z,2025-04-07T20:22:38Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5635030605,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912901,5,1,1,0,15,5rz9enoyknpg8ji78za5b82p0,1,9.6,54.8,2025-04-07T17:02:22.038Z,2025-04-07T17:02:24Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634202405,140,34.0,5634202403,56,Back,5634202401,123,,5634202409,212,28.8,5634202407,141,35.3,5634202411,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912921,6,1,1,0,17,5rz9enoyknpg8ji78za5b82p0,1,34.0,35.3,2025-04-07T17:02:24.109Z,2025-04-07T17:02:27Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634202591,212,17.7,5634202593,213,4.58,5634202587,140,31.8,5634202589,141,9.5,5634202585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912931,7,1,1,0,22,5rz9enoyknpg8ji78za5b82p0,1,30.1,13.4,2025-04-07T17:02:28.709Z,2025-04-07T17:02:29Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634202649,212,14.8,5634202647,141,29.5,5634202645,140,20.6,5634202651,213,2.31,5634202641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912947,8,1,1,0,22,5rz9enoyknpg8ji78za5b82p0,1,20.6,29.5,2025-04-07T17:02:29.333Z,2025-04-07T17:02:31Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634202725,56,Back,5634202733,213,2.15,5634202731,212,19.6,5634202727,140,10.4,5634202729,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912975,9,1,1,0,24,5rz9enoyknpg8ji78za5b82p0,1,10.4,53.7,2025-04-07T17:02:31.270Z,2025-04-07T17:02:35Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634202857,212,30.9,5634202849,56,Back,5634202851,140,26.5,5634202853,141,91.8,5634202859,213,0.99,5634202847,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912981,10,4,1,0,29,5rz9enoyknpg8ji78za5b82p0,1,33.7,86.8,2025-04-07T17:02:35.717Z,2025-04-07T17:54:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634202893,13,,5634203061,233,9,5634202895,295,,5634202899,152,,5634202901,286,,5634202897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797912995,9,4,1,0,29,9qsmopgutr7ut5g6workk8w4i,0,66.3,13.2,2025-04-07T17:02:35.718Z,2025-04-07T17:54:18Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5634203035,13,,5634203039,56,Right,5634203043,285,,5634203041,152,,5634203037,295,,5634203065,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913041,11,1,1,0,35,5rz9enoyknpg8ji78za5b82p0,1,33.4,89.0,2025-04-07T17:02:42.197Z,2025-04-07T20:24:27Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634203201,5,,5634203203,152,,5634203205,56,Back,5635036687,189,,5634203209,141,77.9,5634203211,212,9.2,5634203207,140,28.4,5634203213,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913077,12,1,1,0,37,5rz9enoyknpg8ji78za5b82p0,0,28.7,77.7,2025-04-07T17:02:43.621Z,2025-04-07T17:02:49Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634203413,56,Right,5634203411,196,,5634203415,140,100.0,5634203423,1,,5634203421,213,5.68,5634203419,212,92.4,5634203409,155,,5634203417,141,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913149,10,5,1,0,42,9qsmopgutr7ut5g6workk8w4i,1,-1.5,96.0,2025-04-07T17:02:49.535Z,2025-04-07T18:04:01Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634203839,56,Back,5634203841,346,,5634204165,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913209,13,5,1,0,42,5rz9enoyknpg8ji78za5b82p0,0,101.5,4.0,2025-04-07T17:02:49.535Z,2025-04-07T18:04:01Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634204127,346,,5634204123,56,Right,5634204169,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913185,11,1,1,0,57,9qsmopgutr7ut5g6workk8w4i,1,3.6,42.2,2025-04-07T17:03:04.420Z,2025-04-07T17:03:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634204009,212,6.1,5634204005,140,4.3,5634204003,56,Back,5634204001,124,,5634204011,213,1.45,5634204007,141,51.1,5634204015,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913217,12,1,1,1,0,9qsmopgutr7ut5g6workk8w4i,0,8.2,53.4,2025-04-07T17:03:07.061Z,2025-04-07T20:24:37Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5634204179,56,Back,5634204189,1,,5634204185,212,35.8,5634204183,141,67.1,5634204181,140,41.1,5635037265,157,,5634204187,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913221,14,1,1,1,2,5rz9enoyknpg8ji78za5b82p0,0,56.8,27.8,2025-04-07T17:03:09.030Z,2025-04-07T17:03:10Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634204217,213,4.63,5634204215,212,19.9,5634204213,141,0.0,5634204211,140,55.3,5634204207,3,,5634204209,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913263,13,5,1,1,4,9qsmopgutr7ut5g6workk8w4i,1,43.2,101.2,2025-04-07T17:03:10.860Z,2025-04-07T18:04:01Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5634204441,233,15,5634204409,347,,5634204407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913225,15,5,1,1,4,5rz9enoyknpg8ji78za5b82p0,0,56.8,-1.2,2025-04-07T17:03:10.860Z,2025-04-07T18:04:01Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634204483,233,13,5634204225,347,,5634204223,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913289,14,1,1,1,7,9qsmopgutr7ut5g6workk8w4i,0,40.6,100.0,2025-04-07T17:03:14.004Z,2025-04-07T17:51:13Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634204609,1,,5634204589,107,,5634204605,213,5.76,5634204595,140,73.6,5634204601,212,40.0,5634204591,56,Center,5634204597,141,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798062079,960,59,1,1,9,5rz9enoyknpg8ji78za5b82p0,1,23.7,21.0,2025-04-07T17:03:16.460Z,2025-04-07T20:25:22Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5635039883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913327,17,1,1,1,12,5rz9enoyknpg8ji78za5b82p0,1,25.9,16.3,2025-04-07T17:03:19.119Z,2025-04-07T17:03:21Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634204797,212,17.4,5634204787,157,,5634204799,213,5.81,5634204791,56,Back,5634204801,1,,5634204793,140,40.7,5634204795,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913353,18,1,1,1,15,5rz9enoyknpg8ji78za5b82p0,1,40.7,4.7,2025-04-07T17:03:21.646Z,2025-04-07T17:03:25Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634204929,212,9.1,5634204923,56,Back,5634204925,140,49.1,5634204931,213,0.25,5634204927,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913347,15,83,1,1,17,9qsmopgutr7ut5g6workk8w4i,0,65.8,76.8,2025-04-07T17:03:24.350Z,2025-04-07T17:03:26Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634204977,399,3uytpqx0e0jr6zgbfl1znsm7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913357,19,3,1,1,18,5rz9enoyknpg8ji78za5b82p0,0,45.3,8.4,2025-04-07T17:03:24.798Z,2025-04-07T20:25:22Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5634205083,233,16,5634204939,56,Back,5634204941,286,,5635039913,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913377,16,7,1,1,18,9qsmopgutr7ut5g6workk8w4i,1,54.7,91.6,2025-04-07T17:03:24.799Z,2025-04-07T20:25:33Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5635040557,178,,5634205079,233,19,5634205077,285,,5635040735,384,,5634205075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913381,17,3,1,1,20,9qsmopgutr7ut5g6workk8w4i,1,60.9,90.2,2025-04-07T17:03:27.583Z,2025-04-07T20:25:40Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634205099,56,Left,5634205113,233,20,5634205101,286,,5635040999,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913373,20,45,1,1,20,5rz9enoyknpg8ji78za5b82p0,0,39.1,9.8,2025-04-07T17:03:27.583Z,2025-04-07T17:54:22Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634205119,233,17,5634205049,285,,5634205047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913385,19,1,1,1,23,9qsmopgutr7ut5g6workk8w4i,0,65.7,81.9,2025-04-07T17:03:30.053Z,2025-04-07T17:03:31Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634205105,140,70.7,5634205103,56,Left,5634205107,141,79.9,5634205111,213,6.03,5634205109,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913421,21,1,1,1,24,5rz9enoyknpg8ji78za5b82p0,1,24.2,18.8,2025-04-07T17:03:30.935Z,2025-04-07T17:03:36Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634205309,1,,5634205297,56,Back,5634205303,212,21.9,5634205301,141,11.8,5634205305,213,6.06,5634205295,157,,5634205299,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913427,22,61,1,1,30,5rz9enoyknpg8ji78za5b82p0,0,44.6,11.8,2025-04-07T17:03:36.696Z,2025-04-07T17:03:37Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5634205329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913459,20,1,1,1,31,9qsmopgutr7ut5g6workk8w4i,1,59.2,85.7,2025-04-07T17:03:37.885Z,2025-04-07T17:03:40Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5634205497,212,23.9,5634205499,213,3.06,5634205491,56,Back,5634205493,140,36.5,5634205495,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913491,21,1,1,1,33,9qsmopgutr7ut5g6workk8w4i,1,26.2,97.1,2025-04-07T17:03:39.901Z,2025-04-07T20:26:05Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5634205677,1,,5634205667,56,Back,5634205669,140,3.0,5634205675,213,3.86,5634205673,212,32.4,5634205671,141,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913539,22,1,1,1,37,9qsmopgutr7ut5g6workk8w4i,1,9.3,68.3,2025-04-07T17:03:44.365Z,2025-04-07T17:03:50Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5634205957,213,0.35,5634205943,157,,5634205945,56,Back,5634205959,1,,5634205951,140,44.3,5634205953,141,88.1,5634205955,212,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913547,23,61,1,1,43,9qsmopgutr7ut5g6workk8w4i,1,44.2,88.1,2025-04-07T17:03:50.457Z,2025-04-07T17:03:50Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5634205965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913575,24,1,1,1,44,9qsmopgutr7ut5g6workk8w4i,1,44.2,88.1,2025-04-07T17:03:51.365Z,2025-04-07T17:03:54Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634206115,212,3.7,5634206113,141,93.5,5634206111,140,43.7,5634206109,56,Back,5634206117,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913595,25,1,1,1,45,9qsmopgutr7ut5g6workk8w4i,1,43.7,93.5,2025-04-07T17:03:52.469Z,2025-04-07T17:52:37Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634206197,213,4.71,5634206193,141,86.9,5634206191,140,43.7,5634206189,56,Back,5634206195,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913599,26,4,1,1,46,9qsmopgutr7ut5g6workk8w4i,1,41.8,83.6,2025-04-07T17:03:52.926Z,2025-04-07T17:04:00Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5634206229,56,Back,5634206233,265,,5634206231,152,,5634206235,286,,5634206227,13,,5634206237,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913567,23,4,1,1,46,5rz9enoyknpg8ji78za5b82p0,0,58.2,16.4,2025-04-07T17:03:52.927Z,2025-04-07T17:04:01Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634206093,265,,5634206091,152,,5634206089,56,Right,5634206095,285,,5634206087,13,,5634206267,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913605,24,43,1,1,51,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-07T17:03:58.535Z,2025-04-07T17:04:01Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634206411,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913701,27,1,1,2,2,9qsmopgutr7ut5g6workk8w4i,1,38.2,81.5,2025-04-07T17:04:09.102Z,2025-04-07T17:52:35Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5634206769,212,4.1,5634206771,213,6.25,5634206765,140,42.1,5634414385,152,,5634206763,56,Back,5634414383,5,,5634206767,141,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913707,28,1,1,2,3,9qsmopgutr7ut5g6workk8w4i,1,42.1,81.3,2025-04-07T17:04:09.629Z,2025-04-07T17:04:10Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5634206807,213,2.49,5634206801,140,37.7,5634206803,141,86.5,5634206805,212,5.8,5634206799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913723,29,1,1,2,3,9qsmopgutr7ut5g6workk8w4i,1,37.7,86.5,2025-04-07T17:04:10.206Z,2025-04-07T17:04:11Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5634206887,212,17.5,5634206889,213,0.18,5634206885,141,91.2,5634206883,140,54.1,5634206881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913759,30,1,1,2,5,9qsmopgutr7ut5g6workk8w4i,1,54.1,91.2,2025-04-07T17:04:11.742Z,2025-04-07T17:04:17Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634207115,56,Back,5634207123,213,3.41,5634207119,141,84.8,5634207121,212,16.1,5634207117,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913777,31,1,1,2,11,9qsmopgutr7ut5g6workk8w4i,1,44.0,85.3,2025-04-07T17:04:17.830Z,2025-04-07T17:04:22Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5634207225,141,49.9,5634207221,56,Back,5634207223,140,34.6,5634207227,212,26.0,5634207229,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797913797,32,1,1,2,15,9qsmopgutr7ut5g6workk8w4i,1,34.5,46.4,2025-04-07T17:04:21.902Z,2025-04-07T17:04:25Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634207349,141,78.6,5634207345,56,Back,5634207347,140,39.3,5634207351,212,22.5,5634207353,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
