id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2716215969,9,1,1,0,14,aljua8crr0vkwit0j3m59jw9j,1,29.3,83.9,2024-09-01T12:01:12.622Z,2024-09-01T12:01:17Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188456361,140,7.5,5188456363,141,54.6,5188456359,56,Back,5188456365,212,30.3,5188456367,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216013,10,1,1,0,19,aljua8crr0vkwit0j3m59jw9j,0,8.0,52.7,2024-09-01T12:01:17.407Z,2024-09-01T12:01:21Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188456611,140,52.7,5188456613,141,13.1,5188456619,1,,5188456609,56,Right,5188456615,212,54.1,5188456617,213,5.76,5188456607,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216033,3,44,1,0,23,cftj6g399tknheudaxsdpfdgb,1,48.0,84.4,2024-09-01T12:01:21.230Z,2024-09-01T12:01:24Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188456693,56,Back,5188456739,233,11,5188456695,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216019,11,44,1,0,23,aljua8crr0vkwit0j3m59jw9j,0,52.0,15.6,2024-09-01T12:01:21.231Z,2024-09-01T12:01:25Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5188456631,56,Right,5188456633,286,,5188456763,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216083,4,1,1,0,23,cftj6g399tknheudaxsdpfdgb,0,49.3,80.8,2024-09-01T12:01:21.374Z,2024-09-01T13:04:19Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188456951,140,59.4,5188456953,141,100.0,5188456949,56,Left,5188456955,212,17.0,5188456957,213,0.90,5188456947,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216087,5,5,1,0,24,cftj6g399tknheudaxsdpfdgb,0,56.4,100.8,2024-09-01T12:01:22.158Z,2024-09-01T13:03:56Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188456971,56,Left,5188456973,347,,5188458005,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216287,12,5,1,0,24,aljua8crr0vkwit0j3m59jw9j,1,43.6,-0.8,2024-09-01T12:01:22.158Z,2024-09-01T13:03:55Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5188457957,56,Back,5188457959,347,,5188458001,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216305,13,1,1,0,38,aljua8crr0vkwit0j3m59jw9j,1,25.1,0.0,2024-09-01T12:01:36.366Z,2024-09-01T12:03:20Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188458043,141,29.9,5188458041,140,10.0,5188465295,1,,5188465425,189,,5188458037,107,,5188458045,212,26.6,5188458047,213,2.21,5188458039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216337,14,43,1,0,39,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-01T12:01:37.278Z,2024-09-01T12:03:18Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188465909,144,1,5188458209,140,14.1,5188458213,212,34.4,5188458211,141,48.4,5188458215,213,2.26,5188458217,1,0,5188458207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216427,15,1,1,0,41,aljua8crr0vkwit0j3m59jw9j,1,14.1,48.2,2024-09-01T12:01:39.022Z,2024-09-01T12:01:45Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188458707,56,Back,5188458717,212,15.2,5188458709,140,24.6,5188458719,213,0.76,5188458713,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216469,16,1,1,0,47,aljua8crr0vkwit0j3m59jw9j,1,32.0,68.4,2024-09-01T12:01:45.310Z,2024-09-01T12:01:48Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188458877,56,Back,5188458885,213,4.44,5188458883,212,19.2,5188458881,141,41.2,5188458879,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216503,17,1,1,0,49,aljua8crr0vkwit0j3m59jw9j,1,26.5,38.6,2024-09-01T12:01:47.886Z,2024-09-01T12:01:50Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188459041,140,29.6,5188459043,141,8.6,5188459039,56,Back,5188459045,212,20.7,5188459047,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216545,18,1,1,0,53,aljua8crr0vkwit0j3m59jw9j,0,31.7,6.7,2024-09-01T12:01:51.343Z,2024-09-01T12:01:53Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188459253,141,29.4,5188459251,140,71.4,5188459259,1,,5188459249,56,Center,5188459257,213,0.35,5188459255,212,44.5,5188459247,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216581,6,1,1,0,57,cftj6g399tknheudaxsdpfdgb,1,32.1,69.9,2024-09-01T12:01:54.974Z,2024-09-01T12:01:56Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188459417,3,,5188459423,141,74.7,5188459421,140,39.9,5188459427,213,0.38,5188459419,56,Back,5188459425,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216619,7,1,1,0,59,cftj6g399tknheudaxsdpfdgb,1,39.9,74.7,2024-09-01T12:01:57.182Z,2024-09-01T12:01:58Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188459565,3,,5188459567,56,Back,5188459575,213,3.51,5188459569,140,29.9,5188459573,212,11.2,5188459571,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216627,8,44,1,0,59,cftj6g399tknheudaxsdpfdgb,1,28.3,64.8,2024-09-01T12:01:57.517Z,2024-09-01T13:01:09Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188459609,56,Back,5188459671,233,19,5188459611,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216601,19,44,1,0,59,aljua8crr0vkwit0j3m59jw9j,0,71.7,35.2,2024-09-01T12:01:57.518Z,2024-09-01T13:01:09Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5188459493,286,,5188459675,233,8,5188459491,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216651,9,1,1,1,1,cftj6g399tknheudaxsdpfdgb,0,29.9,68.8,2024-09-01T12:01:59.015Z,2024-09-01T13:04:27Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188459755,213,0.32,5188459749,140,35.7,5188459747,56,Back,5188459745,3,,5188459751,141,71.8,5188459753,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216665,20,1,1,1,1,aljua8crr0vkwit0j3m59jw9j,1,65.9,26.1,2024-09-01T12:01:59.502Z,2024-09-01T12:02:01Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188459841,140,65.5,5188459843,141,35.2,5188459839,56,Center,5188459847,213,1.64,5188459845,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216697,21,1,1,1,3,aljua8crr0vkwit0j3m59jw9j,0,65.5,35.2,2024-09-01T12:02:01.454Z,2024-09-01T12:02:02Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188459951,56,Center,5188459967,213,0.25,5188459955,140,89.4,5188459959,141,44.5,5188459963,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216671,10,43,1,1,4,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-01T12:02:02.872Z,2024-09-01T12:02:24Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188459865,56,Back,5188461911,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216777,12,1,1,1,9,cftj6g399tknheudaxsdpfdgb,1,11.7,54.0,2024-09-01T12:02:07.869Z,2024-09-01T12:02:08Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5188460395,56,Back,5188460397,140,14.2,5188460393,123,,5188460401,212,9.7,5188460403,213,4.99,5188460399,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216791,13,1,1,1,11,cftj6g399tknheudaxsdpfdgb,1,14.2,40.3,2024-09-01T12:02:09.150Z,2024-09-01T12:02:09Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188460465,213,1.93,5188460459,140,10.8,5188460457,56,Back,5188460461,141,54.2,5188460463,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216825,14,1,1,1,12,cftj6g399tknheudaxsdpfdgb,1,10.9,54.2,2024-09-01T12:02:10.238Z,2024-09-01T12:02:10Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5188460595,213,6.05,5188460583,140,19.0,5188460581,56,Back,5188460589,212,8.7,5188460585,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216889,15,1,1,1,14,cftj6g399tknheudaxsdpfdgb,1,18.9,47.6,2024-09-01T12:02:12.093Z,2024-09-01T12:02:13Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188460947,1,,5188460945,213,5.09,5188460939,140,30.4,5188460935,155,,5188460937,56,Back,5188460943,212,33.0,5188460941,141,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216973,16,1,1,1,17,cftj6g399tknheudaxsdpfdgb,1,30.1,2.2,2024-09-01T12:02:15.005Z,2024-09-01T12:02:19Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188461441,140,52.5,5188461443,141,11.6,5188461445,212,24.4,5188461447,213,0.27,5188461439,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216985,17,1,1,1,18,cftj6g399tknheudaxsdpfdgb,0,53.0,11.7,2024-09-01T12:02:16.397Z,2024-09-01T12:52:00Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188461523,286,,5188461495,140,55.7,5188461517,236,,5188461497,141,12.2,5188461501,213,0.12,5188461493,56,Right,5188461519,233,22,5188461499,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216935,22,74,1,1,18,aljua8crr0vkwit0j3m59jw9j,1,43.5,95.7,2024-09-01T12:02:16.398Z,2024-09-01T12:02:20Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5188461223,285,,5188461221,56,Back,5188461547,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217091,18,5,1,1,19,cftj6g399tknheudaxsdpfdgb,1,56.2,-1.6,2024-09-01T12:02:17.167Z,2024-09-01T13:03:56Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188462089,233,23,5188462025,56,Right,5188462027,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716216949,23,5,1,1,19,aljua8crr0vkwit0j3m59jw9j,0,43.8,101.6,2024-09-01T12:02:17.167Z,2024-09-01T13:03:56Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5188461303,56,Back,5188462125,233,18,5188461305,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217131,19,1,1,1,28,cftj6g399tknheudaxsdpfdgb,1,54.0,0.0,2024-09-01T12:02:26.717Z,2024-09-01T12:02:28Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188462261,107,,5188462263,56,Center,5188462271,213,1.69,5188462269,212,20.6,5188462267,141,29.1,5188462265,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217185,20,1,1,1,30,cftj6g399tknheudaxsdpfdgb,0,45.0,38.6,2024-09-01T12:02:28.469Z,2024-09-01T12:02:33Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188462493,140,43.9,5188462491,56,Back,5188462501,213,1.61,5188462503,1,,5188462495,141,86.9,5188462499,212,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217275,25,1,1,1,37,aljua8crr0vkwit0j3m59jw9j,1,81.8,16.5,2024-09-01T12:02:35.214Z,2024-09-01T12:02:37Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5188462913,141,32.5,5188462901,56,Center,5188462919,212,11.9,5188462923,213,2.00,5188462907,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217287,26,1,1,1,39,aljua8crr0vkwit0j3m59jw9j,0,76.5,26.8,2024-09-01T12:02:37.087Z,2024-09-01T12:02:52Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188462989,212,19.5,5188462983,56,Center,5188462979,2,,5188462985,140,88.5,5188462987,141,48.7,5188462991,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217325,21,12,1,1,41,cftj6g399tknheudaxsdpfdgb,1,11.8,54.2,2024-09-01T12:02:39.726Z,2024-09-01T12:02:41Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188463161,140,26.0,5188463163,141,23.6,5188463159,56,Back,5188463167,213,5.33,5188463165,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217369,23,4,1,1,48,cftj6g399tknheudaxsdpfdgb,1,34.2,23.9,2024-09-01T12:02:46.221Z,2024-09-01T13:01:01Z,195o7hchielt14ic49r3k06sq,Serginho,,,5188463469,13,,5188463473,56,Back,5188463471,295,,5188463547,286,,5188463543,233,27,5188463475,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217385,27,4,1,1,48,aljua8crr0vkwit0j3m59jw9j,0,65.8,76.1,2024-09-01T12:02:46.222Z,2024-09-01T13:01:01Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188463549,233,23,5188463527,13,,5188463535,285,,5188463529,295,,5188463531,56,Center,5188463533,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217801,24,1,1,2,16,cftj6g399tknheudaxsdpfdgb,1,37.4,25.8,2024-09-01T12:03:14.093Z,2024-09-01T12:03:15Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188465481,141,15.0,5188465489,213,5.68,5188465471,152,,5188465473,56,Back,5188465469,5,,5188465477,140,47.5,5188465485,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217883,25,1,1,2,18,cftj6g399tknheudaxsdpfdgb,1,48.3,14.3,2024-09-01T12:03:16.253Z,2024-09-01T12:03:19Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188465961,212,14.5,5188465955,56,Right,5188465957,140,59.2,5188465963,213,5.62,5188465959,141,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217913,26,1,1,2,22,cftj6g399tknheudaxsdpfdgb,1,47.5,6.5,2024-09-01T12:03:20.813Z,2024-09-01T12:03:21Z,195o7hchielt14ic49r3k06sq,Serginho,,,5188466089,140,29.4,5188466095,213,2.67,5188466087,56,Back,5188466093,212,21.4,5188466091,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716217971,27,1,1,2,24,cftj6g399tknheudaxsdpfdgb,1,27.2,17.3,2024-09-01T12:03:22.701Z,2024-09-01T12:03:25Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188466363,213,2.41,5188466359,141,41.5,5188466361,212,24.5,5188466355,56,Back,5188466357,140,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218013,28,1,1,2,28,cftj6g399tknheudaxsdpfdgb,0,8.0,46.4,2024-09-01T12:03:26.302Z,2024-09-01T12:03:27Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5188466531,155,,5188466547,212,42.2,5188466541,141,88.3,5188466551,213,0.74,5188466553,1,,5188466535,56,Back,5188466537,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218025,28,1,1,2,29,aljua8crr0vkwit0j3m59jw9j,0,64.9,7.6,2024-09-01T12:03:27.741Z,2024-09-01T12:03:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188466617,140,69.0,5188466627,212,10.3,5188466623,141,21.3,5188466611,56,Center,5188466631,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218085,29,1,1,2,32,cftj6g399tknheudaxsdpfdgb,0,34.8,73.3,2024-09-01T12:03:30.525Z,2024-09-01T12:03:32Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5188466859,140,35.8,5188466899,233,29,5188466865,213,1.17,5188466903,286,,5188466863,212,2.7,5188466861,141,76.9,5188466857,56,Back,5188466897,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218059,29,74,1,2,32,aljua8crr0vkwit0j3m59jw9j,1,70.3,22.1,2024-09-01T12:03:30.526Z,2024-09-01T12:05:25Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5188466913,233,29,5188466763,285,,5188466761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218123,30,50,1,2,36,cftj6g399tknheudaxsdpfdgb,1,44.8,96.4,2024-09-01T12:03:34.621Z,2024-09-01T13:00:56Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188467131,286,,5188467129,56,Back,5188713285,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218137,30,7,1,2,36,aljua8crr0vkwit0j3m59jw9j,1,55.2,3.6,2024-09-01T12:03:34.622Z,2024-09-01T13:00:56Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188467269,233,30,5188467233,285,,5188467231,56,Right,5188467227,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218139,31,5,1,2,37,cftj6g399tknheudaxsdpfdgb,1,46.0,101.8,2024-09-01T12:03:35.254Z,2024-09-01T12:53:28Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188467481,233,31,5188467247,56,Back,5188467249,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
