id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2742792691,15,5,1,0,34,aljua8crr0vkwit0j3m59jw9j,1,41.8,-1.4,2024-11-02T16:02:02.819Z,2024-11-02T18:05:09Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5333886043,347,,5333886041,56,Back,5333886151,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742792913,16,1,1,0,45,aljua8crr0vkwit0j3m59jw9j,0,46.4,0.0,2024-11-02T16:02:14.370Z,2024-11-02T19:02:31Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5333887155,107,,5334251963,189,,5333887171,1,,5333887163,212,32.7,5333887157,56,Back,5333887161,141,27.0,5333887159,140,21.4,5333887167,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742792923,8,3,1,0,48,9w3sjm5ml4sjr2v81oxzdrt8v,0,79.8,74.4,2024-11-02T16:02:17.074Z,2024-11-02T19:02:37Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5333887237,286,,5333887235,56,Center,5333887441,233,17,5335147677,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742792949,17,7,1,0,48,aljua8crr0vkwit0j3m59jw9j,1,20.2,25.6,2024-11-02T16:02:17.075Z,2024-11-02T19:02:35Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5333887389,285,,5334253383,14,,5335147495,384,,5333887419,233,8,5333887387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793065,18,52,1,0,50,aljua8crr0vkwit0j3m59jw9j,1,11.9,40.0,2024-11-02T16:02:19.058Z,2024-11-02T19:02:42Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5335147965,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793001,9,43,1,0,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-02T16:02:20.406Z,2024-11-02T16:35:51Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5333887663,56,Center,5334254495,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793155,19,1,1,0,55,aljua8crr0vkwit0j3m59jw9j,1,11.2,40.4,2024-11-02T16:02:23.475Z,2024-11-02T16:02:25Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5333888497,140,18.4,5333888495,56,Back,5333888493,123,,5333888503,213,5.39,5333888501,212,12.1,5333888499,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793189,20,1,1,0,57,aljua8crr0vkwit0j3m59jw9j,1,19.6,29.1,2024-11-02T16:02:25.715Z,2024-11-02T16:02:27Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5333888633,140,4.2,5333888637,212,20.1,5333888631,56,Back,5333888639,213,2.50,5333888635,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793425,21,1,1,0,58,aljua8crr0vkwit0j3m59jw9j,1,3.7,47.5,2024-11-02T16:02:27.251Z,2024-11-02T16:02:36Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5333889661,212,14.0,5333889663,213,0.83,5333889657,140,12.7,5333889655,56,Back,5333889659,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793523,22,1,1,1,7,aljua8crr0vkwit0j3m59jw9j,1,26.2,60.5,2024-11-02T16:02:36.131Z,2024-11-02T16:02:40Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5333890169,213,4.78,5333890163,140,27.6,5333890161,56,Back,5333890165,141,28.2,5333890167,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793547,23,1,1,1,11,aljua8crr0vkwit0j3m59jw9j,1,38.9,33.9,2024-11-02T16:02:39.810Z,2024-11-02T16:02:41Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5333890331,140,20.2,5333890333,141,52.4,5333890337,213,2.57,5333890329,56,Back,5333890335,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793651,24,1,1,1,12,aljua8crr0vkwit0j3m59jw9j,1,19.5,53.1,2024-11-02T16:02:41.012Z,2024-11-02T16:02:46Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5333890901,213,1.33,5333890899,212,8.4,5333890893,56,Back,5333890895,140,21.4,5333890897,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793715,25,1,1,1,17,aljua8crr0vkwit0j3m59jw9j,1,34.5,68.7,2024-11-02T16:02:46.066Z,2024-11-02T16:02:49Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5333891229,213,4.58,5333891223,140,31.5,5333891221,56,Back,5333891225,141,33.0,5333891227,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793849,26,1,1,1,20,aljua8crr0vkwit0j3m59jw9j,1,41.6,32.5,2024-11-02T16:02:49.379Z,2024-11-02T16:02:54Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5333891895,140,80.1,5333891897,141,54.8,5333891905,1,,5333891901,212,43.2,5333891903,213,0.36,5333891891,155,,5333891893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793865,27,61,1,1,25,aljua8crr0vkwit0j3m59jw9j,0,80.1,54.8,2024-11-02T16:02:54.146Z,2024-11-02T16:02:54Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5333891971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742793873,10,61,1,1,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.2,49.9,2024-11-02T16:02:54.498Z,2024-11-02T16:38:56Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5333892001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794017,28,13,1,1,28,aljua8crr0vkwit0j3m59jw9j,1,85.3,55.6,2024-11-02T16:02:56.427Z,2024-11-02T19:03:25Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5333894231,458,,5333892753,56,Center,5333892749,22,,5333894223,103,43.1,5333894233,230,95.9,5333893131,72,,5333892751,17,,5333894221,102,58.8,5333894237,231,51.6,5333894219,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794039,11,5,1,1,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.6,45.9,2024-11-02T16:03:00.178Z,2024-11-02T18:05:11Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5333892853,346,,5333892935,233,29,5333892849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794045,29,5,1,1,31,aljua8crr0vkwit0j3m59jw9j,0,101.6,54.1,2024-11-02T16:03:00.178Z,2024-11-02T18:05:12Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5333892883,56,Center,5333893001,233,11,5333892885,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794705,12,1,1,1,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,5.2,45.2,2024-11-02T16:03:18.979Z,2024-11-02T19:04:14Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5333896083,74,,5333896081,1,,5333896075,141,8.5,5333896077,212,76.0,5333896067,124,,5333896079,213,5.95,5335155727,189,,5333896071,56,Right,5333896073,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742871947,346,56,1,1,53,aljua8crr0vkwit0j3m59jw9j,1,30.8,97.5,2024-11-02T16:03:21.670Z,2024-11-02T16:40:00Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5334300723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794779,13,5,1,1,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.9,-1.7000000000000002,2024-11-02T16:03:25.283Z,2024-11-02T18:05:13Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5333896395,56,Right,5333896493,233,30,5333896397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794721,30,5,1,1,56,aljua8crr0vkwit0j3m59jw9j,1,29.1,101.7,2024-11-02T16:03:25.283Z,2024-11-02T16:03:43Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5333896463,233,13,5333896161,347,,5333896159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794819,31,1,1,1,58,aljua8crr0vkwit0j3m59jw9j,1,25.9,100.0,2024-11-02T16:03:26.484Z,2024-11-02T19:04:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5333896593,213,3.83,5333896585,141,88.7,5333896575,107,,5333896581,140,15.8,5333896589,212,13.7,5333896577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794829,32,1,1,1,59,aljua8crr0vkwit0j3m59jw9j,1,17.1,89.3,2024-11-02T16:03:28.019Z,2024-11-02T19:04:33Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5333896659,212,13.6,5333896655,140,30.0,5335157483,155,,5333896653,56,Back,5333896661,213,0.08,5333896657,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794933,33,61,1,2,1,aljua8crr0vkwit0j3m59jw9j,0,30.0,90.8,2024-11-02T16:03:29.875Z,2024-11-02T19:04:27Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5333897133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794991,14,5,1,2,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.8,-1.8,2024-11-02T16:03:31.291Z,2024-11-02T18:05:15Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5333897357,347,,5333897355,56,Right,5333897381,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742794951,34,5,1,2,2,aljua8crr0vkwit0j3m59jw9j,0,29.2,101.8,2024-11-02T16:03:31.291Z,2024-11-02T16:03:36Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5333897215,347,,5333897481,233,14,5333897211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742795445,15,1,1,2,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.8,0.0,2024-11-02T16:03:44.418Z,2024-11-02T16:40:27Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5333899431,141,8.6,5333899433,212,19.6,5333899427,56,Back,5333899425,107,,5333899429,140,48.3,5333899435,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742795579,16,1,1,2,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.2,18.6,2024-11-02T16:03:47.410Z,2024-11-02T16:03:51Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5333900055,56,Back,5333900057,140,31.7,5333900063,213,2.13,5333900061,212,24.7,5333900059,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742795669,17,1,1,2,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.5,50.7,2024-11-02T16:03:51.283Z,2024-11-02T16:03:54Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5333900415,141,27.1,5333900419,213,4.43,5333900417,212,16.7,5333900411,56,Back,5333900413,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742795819,18,1,1,2,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.9,29.5,2024-11-02T16:03:53.634Z,2024-11-02T16:03:57Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5333901187,141,58.2,5333901185,140,37.0,5333901191,213,1.07,5333901183,56,Back,5333901189,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742795873,19,1,1,2,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.9,60.5,2024-11-02T16:03:55.523Z,2024-11-02T19:05:07Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5333901469,212,12.1,5333901457,56,Back,5333901463,141,62.9,5333901461,140,24.5,5333901475,213,3.01,5335160555,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742795945,20,1,1,2,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.7,62.9,2024-11-02T16:03:59.314Z,2024-11-02T16:04:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5333901861,140,30.2,5333901863,141,74.8,5333901871,213,0.95,5333901867,212,9.9,5333901859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742796003,21,1,1,2,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.8,71.2,2024-11-02T16:04:02.338Z,2024-11-02T16:04:03Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5333902137,141,60.3,5333902135,140,27.3,5333902141,213,4.05,5333902133,56,Back,5333902139,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742796133,22,1,1,2,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.6,56.7,2024-11-02T16:04:03.683Z,2024-11-02T16:04:07Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5333902759,213,4.74,5333902751,56,Back,5333902753,140,28.0,5333902755,141,35.1,5333902757,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742796241,23,1,1,2,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.3,30.5,2024-11-02T16:04:07.170Z,2024-11-02T16:41:28Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5333903287,212,27.2,5333903285,141,46.6,5333903281,56,Center,5333903283,140,63.0,5333903289,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
