id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2784785147,5,1,1,0,10,77tfx9me4aaqhzv78bmgsy9bg,0,19.9,88.4,2025-03-07T18:00:18.003Z,2025-03-07T20:36:52Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5562371475,212,41.0,5562371467,157,,5562371479,1,,5562371471,140,55.1,5562371477,213,5.84,5562371473,141,62.3,5562371469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785161,7,1,1,0,13,c165yjiny1qnmfdvefxvflnkc,0,52.4,48.2,2025-03-07T18:00:21.589Z,2025-03-07T18:00:23Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562371533,140,72.1,5562371529,3,,5562371539,213,0.47,5562371535,141,63.8,5562371531,56,Center,5562371537,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785195,7,1,1,0,15,77tfx9me4aaqhzv78bmgsy9bg,1,23.3,27.6,2025-03-07T18:00:23.724Z,2025-03-07T18:00:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562371683,56,Back,5562371685,140,33.4,5562371689,212,10.6,5562371687,141,27.0,5562371681,3,,5562371691,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785221,9,1,1,0,18,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,20.6,2025-03-07T18:00:26.875Z,2025-03-07T18:00:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562371813,213,2.49,5562371807,140,22.0,5562371811,212,18.5,5562371805,56,Back,5562371809,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785243,10,1,1,0,20,77tfx9me4aaqhzv78bmgsy9bg,1,22.1,36.7,2025-03-07T18:00:28.459Z,2025-03-07T18:00:31Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562371911,56,Back,5562371913,140,30.3,5562371917,212,16.0,5562371919,213,5.28,5562371915,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785263,11,1,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,1,31.8,17.9,2025-03-07T18:00:31.770Z,2025-03-07T18:00:34Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562372021,56,Back,5562372027,212,11.1,5562372023,140,40.8,5562372025,141,9.2,5562372029,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785317,12,1,1,0,26,77tfx9me4aaqhzv78bmgsy9bg,1,36.9,8.9,2025-03-07T18:00:34.411Z,2025-03-07T18:00:42Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562372327,212,31.8,5562372321,56,Back,5562372329,213,1.94,5562372325,141,52.5,5562372323,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785327,13,1,1,0,34,77tfx9me4aaqhzv78bmgsy9bg,1,36.9,48.1,2025-03-07T18:00:42.635Z,2025-03-07T18:00:45Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562372427,56,Back,5562372431,141,19.8,5562372433,212,19.3,5562372435,213,4.80,5562372429,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785335,14,1,1,0,36,77tfx9me4aaqhzv78bmgsy9bg,1,37.0,16.7,2025-03-07T18:00:44.891Z,2025-03-07T18:00:48Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562372531,213,5.96,5562372527,141,5.2,5562372523,56,Right,5562372525,140,59.3,5562372529,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785355,15,1,1,0,40,77tfx9me4aaqhzv78bmgsy9bg,1,58.3,8.6,2025-03-07T18:00:48.523Z,2025-03-07T18:00:51Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562372621,140,43.3,5562372631,213,2.40,5562372615,56,Back,5562372629,212,21.4,5562372625,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785371,16,1,1,0,43,77tfx9me4aaqhzv78bmgsy9bg,1,43.5,31.9,2025-03-07T18:00:51.754Z,2025-03-07T18:00:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562372705,56,Center,5562372709,141,69.9,5562372713,213,1.14,5562372707,140,54.7,5562372711,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785379,17,1,1,0,47,77tfx9me4aaqhzv78bmgsy9bg,0,55.3,72.9,2025-03-07T18:00:55.594Z,2025-03-07T18:00:57Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5562372753,141,36.6,5562372757,213,5.54,5562372747,155,,5562372751,140,80.7,5562372749,56,Center,5562372759,1,,5562372755,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785395,8,12,1,0,49,c165yjiny1qnmfdvefxvflnkc,1,24.2,70.4,2025-03-07T18:00:57.798Z,2025-03-07T18:01:23Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562372823,15,,5562372817,141,80.9,5562372819,212,18.1,5562372815,140,40.0,5562372821,213,0.41,5562372813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785407,18,1,1,0,53,77tfx9me4aaqhzv78bmgsy9bg,1,65.7,16.8,2025-03-07T18:01:01.674Z,2025-03-07T18:01:02Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562372913,212,8.7,5562372911,141,22.1,5562372907,56,Center,5562372909,140,73.2,5562372915,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785411,19,1,1,0,54,77tfx9me4aaqhzv78bmgsy9bg,1,73.2,22.1,2025-03-07T18:01:02.507Z,2025-03-07T18:01:03Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562372975,156,,5562372939,141,15.3,5562372941,212,5.4,5562372935,56,Right,5562372937,140,70.5,5562372943,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785427,20,1,1,0,56,77tfx9me4aaqhzv78bmgsy9bg,1,70.0,13.7,2025-03-07T18:01:04.410Z,2025-03-07T18:01:05Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562373021,212,12.9,5562373019,141,22.1,5562373015,56,Center,5562373023,213,2.68,5562373017,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785445,21,1,1,0,57,77tfx9me4aaqhzv78bmgsy9bg,1,58.9,21.8,2025-03-07T18:01:05.418Z,2025-03-07T18:01:08Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5562373115,213,1.37,5562373109,140,61.3,5562373111,141,39.7,5562373107,56,Center,5562373113,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785463,22,1,1,1,0,77tfx9me4aaqhzv78bmgsy9bg,1,62.7,39.8,2025-03-07T18:01:08.011Z,2025-03-07T18:01:10Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5562373215,140,56.5,5562373219,212,18.4,5562373221,213,1.93,5562373213,56,Center,5562373217,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785485,23,1,1,1,2,77tfx9me4aaqhzv78bmgsy9bg,1,57.1,64.2,2025-03-07T18:01:10.298Z,2025-03-07T18:01:13Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5562373351,141,86.2,5562373347,56,Left,5562373353,212,20.2,5562373355,213,0.83,5562373349,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785505,24,1,1,1,5,77tfx9me4aaqhzv78bmgsy9bg,1,71.3,88.6,2025-03-07T18:01:13.754Z,2025-03-07T18:01:16Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5562373423,140,55.8,5562373429,213,3.62,5562373425,141,76.3,5562373427,212,18.3,5562373421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785521,25,1,1,1,8,77tfx9me4aaqhzv78bmgsy9bg,1,55.6,75.4,2025-03-07T18:01:16.058Z,2025-03-07T18:01:18Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5562373501,213,4.56,5562373497,141,48.5,5562373499,212,18.5,5562373495,140,52.9,5562373493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785555,26,1,1,1,10,77tfx9me4aaqhzv78bmgsy9bg,1,54.0,44.9,2025-03-07T18:01:18.394Z,2025-03-07T18:01:22Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562373625,140,81.9,5562373629,212,37.9,5562373633,1,,5562373623,56,Right,5562373631,213,5.60,5562373627,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785559,27,1,1,1,14,77tfx9me4aaqhzv78bmgsy9bg,0,87.1,11.7,2025-03-07T18:01:22.842Z,2025-03-07T18:01:23Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562373653,213,1.47,5562373647,140,87.4,5562373651,212,3.2,5562373649,141,16.4,5562373645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785563,9,8,1,1,15,c165yjiny1qnmfdvefxvflnkc,1,13.4,82.5,2025-03-07T18:01:23.398Z,2025-03-07T20:37:37Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5563229875,384,,5562373655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785587,11,1,1,1,17,c165yjiny1qnmfdvefxvflnkc,1,19.5,71.3,2025-03-07T18:01:25.893Z,2025-03-07T18:01:27Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5562373807,140,10.3,5562373811,212,9.7,5562373813,213,3.12,5562373809,141,71.6,5562373805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785603,12,1,1,1,19,c165yjiny1qnmfdvefxvflnkc,1,9.2,72.2,2025-03-07T18:01:27.141Z,2025-03-07T18:01:29Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562373857,141,93.5,5562373853,56,Back,5562373861,213,1.66,5562373859,212,14.5,5562373855,140,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785631,13,1,1,1,21,c165yjiny1qnmfdvefxvflnkc,0,9.7,90.3,2025-03-07T18:01:29.029Z,2025-03-07T18:01:31Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562373989,56,Back,5562373991,140,18.3,5562373997,213,0.68,5562373993,141,100.0,5562373995,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785635,14,5,1,1,23,c165yjiny1qnmfdvefxvflnkc,0,17.8,100.8,2025-03-07T18:01:31.135Z,2025-03-07T18:01:35Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562374079,233,28,5562374011,56,Back,5562374013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785643,28,5,1,1,23,77tfx9me4aaqhzv78bmgsy9bg,1,82.2,-0.8,2025-03-07T18:01:31.135Z,2025-03-07T18:53:35Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562374039,347,,5562374037,56,Right,5562374045,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785673,29,1,1,1,27,77tfx9me4aaqhzv78bmgsy9bg,1,83.4,0.0,2025-03-07T18:01:35.067Z,2025-03-07T18:01:36Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562374173,213,2.67,5562374169,141,7.6,5562374165,56,Right,5562374163,107,,5562374171,212,14.0,5562374167,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785687,30,1,1,1,28,77tfx9me4aaqhzv78bmgsy9bg,1,72.2,6.7,2025-03-07T18:01:36.378Z,2025-03-07T18:01:37Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5562374255,213,6.20,5562374249,140,79.5,5562374247,56,Right,5562374251,141,5.8,5562374253,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785707,31,1,1,1,29,77tfx9me4aaqhzv78bmgsy9bg,1,79.3,5.5,2025-03-07T18:01:37.514Z,2025-03-07T18:01:39Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562374315,213,3.05,5562374309,140,71.9,5562374307,56,Right,5562374311,141,6.5,5562374313,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785741,32,1,1,1,31,77tfx9me4aaqhzv78bmgsy9bg,1,73.5,4.7,2025-03-07T18:01:39.178Z,2025-03-07T18:01:42Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5562374483,212,24.9,5562374473,56,Center,5562374485,213,2.22,5562374475,140,59.2,5562374479,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785791,33,1,1,1,34,77tfx9me4aaqhzv78bmgsy9bg,1,60.2,36.9,2025-03-07T18:01:42.251Z,2025-03-07T18:01:47Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5562374733,141,29.5,5562374735,212,31.7,5562374729,56,Center,5562374737,213,6.12,5562374727,155,,5562374731,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785823,34,1,1,1,38,77tfx9me4aaqhzv78bmgsy9bg,1,89.9,8.2,2025-03-07T18:01:46.770Z,2025-03-07T20:38:06Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562374905,212,9.8,5562374903,141,7.6,5562374907,213,3.18,5562374901,140,80.6,5562374899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784943403,1039,3,1,1,42,77tfx9me4aaqhzv78bmgsy9bg,0,80.1,4.9,2025-03-07T18:01:49.969Z,2025-03-07T20:38:21Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5563234187,464,,5563234183,56,Right,5563234185,286,,5563234189,467,3ylgelxr6ssp42hidfnchqp2i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785825,35,4,1,1,43,77tfx9me4aaqhzv78bmgsy9bg,1,81.0,5.4,2025-03-07T18:01:51.514Z,2025-03-07T18:01:54Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562374949,265,,5562374945,56,Right,5562374943,13,,5562374951,286,,5562374947,152,,5562374953,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785829,15,4,1,1,43,c165yjiny1qnmfdvefxvflnkc,0,19.0,94.6,2025-03-07T18:01:51.515Z,2025-03-07T18:01:53Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5562374935,265,,5562374929,13,,5562374933,152,,5562374971,233,35,5562374931,56,Back,5562374937,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785893,36,1,1,1,49,77tfx9me4aaqhzv78bmgsy9bg,1,81.7,6.5,2025-03-07T18:01:57.785Z,2025-03-07T18:02:07Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562375231,152,,5562375237,141,10.7,5562375233,56,Right,5562375239,212,17.2,5562375229,5,,5562375235,140,65.5,5562375241,213,2.98,5562375697,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785911,37,1,1,1,51,77tfx9me4aaqhzv78bmgsy9bg,1,65.5,10.4,2025-03-07T18:01:59.577Z,2025-03-07T18:02:01Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562375349,56,Right,5562375355,212,14.5,5562375353,141,4.9,5562375357,213,6.02,5562375351,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785933,38,1,1,1,53,77tfx9me4aaqhzv78bmgsy9bg,0,75.1,7.2,2025-03-07T18:02:01.274Z,2025-03-07T20:38:38Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562375471,2,,5563235765,223,,5562375477,140,96.3,5562375483,213,0.90,5562375485,1,,5562375481,212,35.7,5562375473,155,,5562375475,56,Center,5562375479,141,48.3,5563235767,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785949,16,52,1,1,55,c165yjiny1qnmfdvefxvflnkc,1,6.9,57.0,2025-03-07T18:02:03.661Z,2025-03-07T20:38:40Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5563235863,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786145,18,1,1,2,10,c165yjiny1qnmfdvefxvflnkc,1,7.6,47.2,2025-03-07T18:02:18.533Z,2025-03-07T18:57:48Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5562376461,140,46.2,5562376459,56,Back,5562376455,157,,5562376467,213,0.34,5562376463,141,68.6,5562376469,1,,5562376465,212,43.1,5562376457,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784816343,331,61,1,2,13,c165yjiny1qnmfdvefxvflnkc,0,45.5,56.3,2025-03-07T18:02:20.898Z,2025-03-07T20:38:55Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5562538655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
