id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2731508245,7,1,1,0,19,77tfx9me4aaqhzv78bmgsy9bg,1,46.4,72.9,2024-10-06T12:02:13.882Z,2024-10-06T12:02:17Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272154067,213,4.76,5272154059,141,35.5,5272154063,212,25.5,5272154057,140,47.6,5272154055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508265,8,1,1,0,22,77tfx9me4aaqhzv78bmgsy9bg,1,47.6,35.5,2024-10-06T12:02:17.082Z,2024-10-06T12:02:18Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272154163,213,1.25,5272154155,56,Center,5272154161,212,21.8,5272154157,140,54.2,5272154159,141,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508317,9,1,1,0,24,77tfx9me4aaqhzv78bmgsy9bg,1,53.7,67.1,2024-10-06T12:02:18.714Z,2024-10-06T12:02:21Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272154397,140,68.9,5272154399,141,50.7,5272154395,56,Center,5272154401,212,19.5,5272154403,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508341,10,1,1,0,26,77tfx9me4aaqhzv78bmgsy9bg,1,68.4,50.0,2024-10-06T12:02:21.290Z,2024-10-06T12:02:22Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5272154539,212,5.0,5272154533,56,Center,5272154537,141,53.9,5272154535,140,72.4,5272154541,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508391,11,1,1,0,27,77tfx9me4aaqhzv78bmgsy9bg,1,72.4,53.9,2024-10-06T12:02:22.474Z,2024-10-06T12:02:25Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5272154805,56,Center,5272154807,140,68.8,5272154811,212,10.1,5272154813,213,4.33,5272154809,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731790915,1302,61,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,1,71.3,35.7,2024-10-06T12:02:23.329Z,2024-10-06T15:48:37Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5273686689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508397,12,1,1,0,30,77tfx9me4aaqhzv78bmgsy9bg,1,68.1,36.6,2024-10-06T12:02:24.514Z,2024-10-06T12:52:02Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5272451441,141,29.3,5272154841,56,Center,5272451445,213,3.75,5272451443,212,8.7,5272451439,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508385,3,43,1,0,30,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-10-06T12:02:24.515Z,2024-10-06T12:50:31Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5272443763,144,7,5272154887,233,12,5272154779,285,0,5272154777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508473,13,1,1,0,33,77tfx9me4aaqhzv78bmgsy9bg,1,57.5,33.2,2024-10-06T12:02:28.378Z,2024-10-06T12:52:08Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272155297,213,2.01,5272155295,212,21.4,5272155291,140,48.9,5272155293,141,61.8,5272155289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508531,14,1,1,0,36,77tfx9me4aaqhzv78bmgsy9bg,1,49.9,61.8,2024-10-06T12:02:31.306Z,2024-10-06T12:02:35Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272155573,140,55.1,5272155575,141,34.0,5272155579,213,4.99,5272155577,212,19.7,5272155571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508591,15,1,1,0,41,77tfx9me4aaqhzv78bmgsy9bg,1,55.1,34.0,2024-10-06T12:02:35.563Z,2024-10-06T12:02:38Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272155855,56,Right,5272155861,212,17.7,5272155859,141,10.1,5272155857,140,61.8,5272155863,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508693,16,1,1,0,43,77tfx9me4aaqhzv78bmgsy9bg,1,61.8,13.1,2024-10-06T12:02:38.026Z,2024-10-06T12:02:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5272156347,213,1.71,5272156345,212,32.4,5272156341,140,57.5,5272156339,56,Center,5272156349,1,,5272156343,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508765,17,1,1,0,48,77tfx9me4aaqhzv78bmgsy9bg,1,61.9,69.2,2024-10-06T12:02:42.522Z,2024-10-06T12:02:47Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272156719,56,Center,5272156735,213,4.49,5272156723,140,56.4,5272156731,212,26.7,5272156727,141,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508813,18,1,1,0,52,77tfx9me4aaqhzv78bmgsy9bg,1,56.4,30.8,2024-10-06T12:02:47.066Z,2024-10-06T12:02:49Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272156953,1,,5272156943,56,Right,5272156949,212,41.4,5272156947,141,2.5,5272156945,140,91.3,5272156951,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508871,19,1,1,0,55,77tfx9me4aaqhzv78bmgsy9bg,1,87.5,7.0,2024-10-06T12:02:49.866Z,2024-10-06T12:52:43Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5272157227,212,7.7,5272157229,213,2.66,5272157225,141,12.2,5272157223,140,81.0,5272157221,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508905,20,1,1,0,57,77tfx9me4aaqhzv78bmgsy9bg,1,75.8,19.7,2024-10-06T12:02:52.283Z,2024-10-06T12:02:53Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272157383,212,9.9,5272157377,56,Center,5272157379,140,79.9,5272157385,213,1.12,5272157381,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508947,21,1,1,0,59,77tfx9me4aaqhzv78bmgsy9bg,0,80.2,32.6,2024-10-06T12:02:53.564Z,2024-10-06T12:02:55Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5272157571,212,16.8,5272157565,140,95.2,5272157567,141,23.8,5272157575,213,5.92,5272157563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509053,5,1,1,1,1,aljua8crr0vkwit0j3m59jw9j,0,8.1,70.2,2024-10-06T12:02:55.882Z,2024-10-06T12:03:00Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5272158161,213,0.39,5272158159,212,50.4,5272158153,56,Left,5272158163,1,,5272158151,157,,5272158155,140,52.6,5272158157,141,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509079,22,1,1,1,6,77tfx9me4aaqhzv78bmgsy9bg,1,46.6,5.3,2024-10-06T12:03:00.650Z,2024-10-06T12:03:01Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272158293,1,,5272158281,157,,5272158287,141,4.6,5272158289,212,14.1,5272158285,140,60.0,5272158283,56,Right,5272158291,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509119,23,1,1,1,7,77tfx9me4aaqhzv78bmgsy9bg,1,60.0,4.6,2024-10-06T12:03:01.867Z,2024-10-06T12:03:04Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272158495,56,Right,5272158497,140,66.8,5272158501,212,7.1,5272158491,3,,5272158499,141,4.6,5272158493,168,,5272158503,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509193,24,1,1,1,9,77tfx9me4aaqhzv78bmgsy9bg,0,65.0,6.8,2024-10-06T12:03:03.978Z,2024-10-06T13:01:18Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5272158843,56,Center,5272158845,140,57.1,5272158847,141,30.2,5272158849,212,17.9,5272158851,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509149,6,61,1,1,10,aljua8crr0vkwit0j3m59jw9j,0,36.0,74.8,2024-10-06T12:03:05.146Z,2024-10-06T15:50:01Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5272158635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731792913,562,83,1,1,11,aljua8crr0vkwit0j3m59jw9j,1,40.6,70.6,2024-10-06T12:03:06.130Z,2024-10-06T15:50:10Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5273697301,399,5r1v2w303bvj0vv1893qr5d5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509237,26,1,1,1,13,77tfx9me4aaqhzv78bmgsy9bg,1,57.5,37.6,2024-10-06T12:03:07.738Z,2024-10-06T12:03:09Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5272159059,212,13.4,5272159057,141,37.4,5272159055,140,44.7,5272159061,213,3.15,5272159053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509275,27,1,1,1,14,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,38.6,2024-10-06T12:03:09.097Z,2024-10-06T12:03:11Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272159309,140,45.5,5272159313,141,23.8,5272159315,212,10.1,5272159305,56,Back,5272159317,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509335,28,1,1,1,17,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,23.8,2024-10-06T12:03:11.514Z,2024-10-06T12:03:15Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272159633,213,5.60,5272159631,212,24.2,5272159627,140,63.4,5272159629,141,1.3,5272159625,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509361,29,1,1,1,20,77tfx9me4aaqhzv78bmgsy9bg,1,61.7,2.8,2024-10-06T12:03:15.146Z,2024-10-06T12:03:17Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5272159763,141,7.9,5272159761,140,46.6,5272159759,56,Back,5272159765,212,16.2,5272159767,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509437,30,1,1,1,23,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,14.0,2024-10-06T12:03:17.513Z,2024-10-06T12:03:23Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272160185,213,1.70,5272160173,56,Back,5272160179,141,46.9,5272160175,140,43.2,5272160183,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509499,31,1,1,1,28,77tfx9me4aaqhzv78bmgsy9bg,1,51.3,50.3,2024-10-06T12:03:23.370Z,2024-10-06T12:03:26Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272160513,141,26.8,5272160509,56,Center,5272160511,140,57.7,5272160517,213,5.11,5272160515,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509519,32,1,1,1,32,77tfx9me4aaqhzv78bmgsy9bg,1,57.6,26.9,2024-10-06T12:03:26.874Z,2024-10-06T12:03:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272160643,212,7.8,5272160639,140,56.7,5272160641,141,38.3,5272160645,213,1.69,5272160637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509565,33,1,1,1,34,77tfx9me4aaqhzv78bmgsy9bg,1,58.1,39.8,2024-10-06T12:03:28.602Z,2024-10-06T12:03:31Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5272160875,140,57.4,5272160877,141,66.9,5272160873,56,Center,5272160879,212,18.4,5272160881,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509583,34,1,1,1,37,77tfx9me4aaqhzv78bmgsy9bg,1,58.8,68.4,2024-10-06T12:03:31.690Z,2024-10-06T12:03:32Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272161021,140,77.2,5272161025,212,22.1,5272161027,213,0.51,5272161019,56,Left,5272161023,141,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509593,35,1,1,1,38,77tfx9me4aaqhzv78bmgsy9bg,1,77.2,84.3,2024-10-06T12:03:32.650Z,2024-10-06T12:03:34Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5272161081,56,Left,5272161079,168,,5272161087,212,12.0,5272161085,141,97.1,5272161083,140,85.1,5272161089,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509673,36,1,1,1,42,77tfx9me4aaqhzv78bmgsy9bg,1,79.3,86.1,2024-10-06T12:03:37.338Z,2024-10-06T12:03:39Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5272161491,140,69.8,5272161495,212,10.2,5272161497,213,3.33,5272161489,56,Left,5272161493,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509709,37,1,1,1,44,77tfx9me4aaqhzv78bmgsy9bg,1,70.0,83.1,2024-10-06T12:03:39.274Z,2024-10-06T12:03:41Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272161699,213,0.08,5272161693,140,75.0,5272161691,56,Left,5272161697,212,5.3,5272161695,141,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509755,38,1,1,1,46,77tfx9me4aaqhzv78bmgsy9bg,1,76.3,88.5,2024-10-06T12:03:41.290Z,2024-10-06T12:03:44Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5272162011,213,0.57,5272162005,140,83.7,5272162007,141,95.9,5272162003,56,Left,5272162009,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509803,39,1,1,1,49,77tfx9me4aaqhzv78bmgsy9bg,1,79.8,95.3,2024-10-06T12:03:43.978Z,2024-10-06T12:03:47Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5272162241,56,Left,5272162245,141,90.3,5272162247,212,15.5,5272162249,213,3.36,5272162243,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509865,40,1,1,1,52,77tfx9me4aaqhzv78bmgsy9bg,1,64.2,83.0,2024-10-06T12:03:46.891Z,2024-10-06T12:03:51Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5272162621,141,52.1,5272162619,140,55.4,5272162617,56,Center,5272162623,212,23.0,5272162625,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509921,41,1,1,1,56,77tfx9me4aaqhzv78bmgsy9bg,1,55.3,52.1,2024-10-06T12:03:50.955Z,2024-10-06T12:03:54Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272162925,56,Center,5272162927,140,61.1,5272162929,141,37.1,5272162931,212,11.9,5272162933,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731565223,683,1,1,1,57,77tfx9me4aaqhzv78bmgsy9bg,1,57.8,38.6,2024-10-06T12:03:51.494Z,2024-10-06T12:54:22Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272463059,56,Center,5272463061,140,62.5,5272463067,213,0.90,5272463065,212,8.0,5272463063,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731565527,684,1,1,1,58,77tfx9me4aaqhzv78bmgsy9bg,1,63.1,43.6,2024-10-06T12:03:52.494Z,2024-10-06T12:54:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5272464813,56,Center,5272464817,141,43.2,5272464821,213,3.17,5272464819,212,10.0,5272464815,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509939,42,43,1,1,59,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-10-06T12:03:54.489Z,2024-10-06T12:54:46Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5272163057,141,47.6,5272163055,140,56.4,5272163053,56,Center,5272163059,212,9.0,5272163061,213,2.21,5272464723,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509979,43,1,1,2,0,77tfx9me4aaqhzv78bmgsy9bg,1,54.4,48.4,2024-10-06T12:03:55.433Z,2024-10-06T12:03:57Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5272163239,141,65.0,5272163243,213,1.21,5272163241,212,12.0,5272163235,56,Center,5272163237,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
