id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2706904923,6,61,1,0,13,c165yjiny1qnmfdvefxvflnkc,1,51.7,59.5,2024-08-09T17:00:44.957Z,2024-08-09T20:14:04Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137284509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706904943,7,1,1,0,15,c165yjiny1qnmfdvefxvflnkc,1,54.3,55.2,2024-08-09T17:00:46.870Z,2024-08-09T20:14:09Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5137284609,140,32.1,5137284615,213,2.95,5137284607,56,Back,5137284611,141,61.7,5137284613,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706904991,8,1,1,0,17,c165yjiny1qnmfdvefxvflnkc,1,31.9,61.8,2024-08-09T17:00:48.863Z,2024-08-09T17:00:55Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137284833,140,8.8,5137284831,56,Back,5137284835,141,46.5,5137284837,212,26.4,5137284839,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905019,9,1,1,0,23,c165yjiny1qnmfdvefxvflnkc,0,10.1,46.6,2024-08-09T17:00:54.926Z,2024-08-09T17:00:57Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137284959,212,58.1,5137284957,141,25.6,5137284963,1,,5137284961,213,6.03,5137284955,140,63.7,5137284951,157,,5137284953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905037,6,1,1,0,26,59as3grjvj19voay31j3yfgni,0,36.8,68.5,2024-08-09T17:00:57.735Z,2024-08-09T17:01:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137285041,213,0.17,5137285033,141,73.8,5137285029,140,57.4,5137285021,3,,5137285025,56,Center,5137285037,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905047,10,1,1,0,28,c165yjiny1qnmfdvefxvflnkc,1,44.6,20.5,2024-08-09T17:01:00.127Z,2024-08-09T20:14:28Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137285111,141,29.0,5137285113,212,18.4,5137285109,140,61.2,5137285115,213,0.32,5137285107,56,Center,5137285105,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905061,11,1,1,0,31,c165yjiny1qnmfdvefxvflnkc,0,61.2,29.0,2024-08-09T17:01:02.926Z,2024-08-09T20:14:35Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137285191,141,0.0,5137285193,212,33.2,5137990161,155,,5137285195,213,5.63,5137285197,1,,5137285187,56,Right,5137285189,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905111,7,5,1,0,33,59as3grjvj19voay31j3yfgni,1,16.5,101.2,2024-08-09T17:01:05.071Z,2024-08-09T17:32:58Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137285475,347,,5137285489,233,12,5137285473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905063,12,5,1,0,33,c165yjiny1qnmfdvefxvflnkc,0,83.5,-1.2,2024-08-09T17:01:05.071Z,2024-08-09T17:32:58Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137285505,233,7,5137285199,56,Right,5137285201,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905153,8,1,1,0,46,59as3grjvj19voay31j3yfgni,1,24.7,100.0,2024-08-09T17:01:18.423Z,2024-08-09T17:01:23Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137285675,141,87.1,5137285671,56,Back,5137285673,140,41.6,5137285679,213,5.79,5137285677,212,20.1,5137285669,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905155,9,50,1,0,51,59as3grjvj19voay31j3yfgni,1,42.8,85.6,2024-08-09T17:01:23.078Z,2024-08-09T17:37:57Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137285791,233,13,5137285687,286,,5137285685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905177,13,7,1,0,51,c165yjiny1qnmfdvefxvflnkc,1,57.2,14.4,2024-08-09T17:01:23.079Z,2024-08-09T20:14:54Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5137285773,233,9,5137285765,56,Right,5137990911,384,,5137285767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905183,14,1,1,0,52,c165yjiny1qnmfdvefxvflnkc,0,64.0,3.3,2024-08-09T17:01:23.926Z,2024-08-09T20:15:00Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5137285789,1,,5137285779,56,Center,5137285787,213,0.87,5137285777,157,,5137285785,212,20.1,5137285781,140,76.4,5137285783,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905191,10,1,1,0,54,59as3grjvj19voay31j3yfgni,1,22.1,74.2,2024-08-09T17:01:26.406Z,2024-08-09T20:15:07Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137285819,141,82.2,5137285817,140,27.6,5137285821,212,7.9,5137285823,213,0.76,5137285815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905199,11,1,1,0,56,59as3grjvj19voay31j3yfgni,1,26.3,82.1,2024-08-09T17:01:27.814Z,2024-08-09T17:01:29Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137285861,141,88.6,5137285863,212,13.4,5137285865,213,2.80,5137285859,140,14.3,5137285857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905229,12,1,1,0,58,59as3grjvj19voay31j3yfgni,0,14.3,88.6,2024-08-09T17:01:29.623Z,2024-08-09T17:01:33Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137286023,157,,5137286025,56,Back,5137286031,212,35.4,5137286033,213,5.97,5137286029,141,72.7,5137286035,1,,5137286027,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905241,15,1,1,1,2,c165yjiny1qnmfdvefxvflnkc,0,55.5,27.1,2024-08-09T17:01:34.046Z,2024-08-09T21:39:09Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137286103,56,Center,5137286101,3,,5137286111,213,2.42,5137286107,141,30.5,5137286109,212,3.5,5137286105,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905251,13,3,1,1,3,59as3grjvj19voay31j3yfgni,0,50.8,67.8,2024-08-09T17:01:35.517Z,2024-08-09T21:38:53Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5137993111,286,,5138094253,233,16,5137286151,56,Center,5137993443,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905243,16,7,1,1,3,c165yjiny1qnmfdvefxvflnkc,0,49.2,32.2,2024-08-09T17:01:35.518Z,2024-08-09T21:38:53Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5138094249,233,13,5137286115,56,Back,5137993679,385,,5137993213,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706931401,407,1,1,1,4,59as3grjvj19voay31j3yfgni,0,52.6,62.0,2024-08-09T17:01:35.564Z,2024-08-09T20:16:10Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137427417,140,68.4,5137427419,141,68.1,5137427415,56,Center,5137993971,155,,5137427421,212,17.1,5137427423,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905259,17,1,1,1,5,c165yjiny1qnmfdvefxvflnkc,1,33.8,34.4,2024-08-09T17:01:36.926Z,2024-08-09T20:16:18Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137286201,212,14.2,5137286203,213,4.73,5137286197,140,34.0,5137286199,141,13.5,5137286193,3,,5137286195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905287,19,1,1,1,8,c165yjiny1qnmfdvefxvflnkc,0,33.9,9.6,2024-08-09T17:01:40.206Z,2024-08-09T20:16:24Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137286359,212,54.3,5137286357,141,15.4,5137286363,1,,5137286361,213,0.07,5137286355,140,85.5,5137286351,157,,5137286353,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905297,14,59,1,1,10,59as3grjvj19voay31j3yfgni,1,14.7,85.3,2024-08-09T17:01:41.774Z,2024-08-09T20:16:27Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137286411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905303,15,12,1,1,11,59as3grjvj19voay31j3yfgni,1,14.7,85.3,2024-08-09T17:01:43.174Z,2024-08-09T20:16:28Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137286427,56,Back,5137286435,213,0.94,5137286445,167,,5137286429,140,22.6,5137286431,141,100.0,5137286433,212,14.1,5137286479,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905307,16,5,1,1,14,59as3grjvj19voay31j3yfgni,0,20.4,101.8,2024-08-09T17:01:45.678Z,2024-08-09T17:32:59Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137286519,233,20,5137286441,56,Back,5137286443,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905323,20,5,1,1,14,c165yjiny1qnmfdvefxvflnkc,1,79.6,-1.8,2024-08-09T17:01:45.678Z,2024-08-09T17:32:59Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137286497,56,Right,5137286499,347,,5137286501,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905469,21,1,1,1,36,c165yjiny1qnmfdvefxvflnkc,1,78.0,0.0,2024-08-09T17:02:07.710Z,2024-08-09T17:02:11Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137287285,140,41.8,5137287291,213,2.96,5137287281,107,,5137287293,1,,5137287283,56,Back,5137287287,141,8.6,5137287289,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905505,22,1,1,1,39,c165yjiny1qnmfdvefxvflnkc,1,41.8,8.6,2024-08-09T17:02:10.973Z,2024-08-09T17:02:15Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137287469,1,,5137287467,213,2.40,5137287461,140,14.9,5137287463,141,46.5,5137287465,212,38.2,5137287459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905541,23,1,1,1,43,c165yjiny1qnmfdvefxvflnkc,1,14.9,46.5,2024-08-09T17:02:15.085Z,2024-08-09T17:02:20Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137287637,212,21.8,5137287625,56,Back,5137287629,140,23.7,5137287641,213,1.13,5137287633,141,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905563,24,1,1,1,49,c165yjiny1qnmfdvefxvflnkc,1,21.6,86.2,2024-08-09T17:02:20.861Z,2024-08-09T17:02:26Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137287769,212,21.8,5137287765,140,42.0,5137287767,141,92.3,5137287771,213,0.19,5137287763,56,Back,5137287761,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905567,17,83,1,1,53,59as3grjvj19voay31j3yfgni,0,54.7,3.4,2024-08-09T17:02:25.486Z,2024-08-09T17:04:35Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137291697,399,6xjbcik3a56d0vqy4vrq5eokp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905573,25,1,1,1,54,c165yjiny1qnmfdvefxvflnkc,0,42.6,92.4,2024-08-09T17:02:26.349Z,2024-08-09T20:16:59Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5137287803,140,35.2,5137287801,56,Back,5137287805,141,89.7,5137287809,213,3.37,5137287899,233,18,5137287807,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905589,18,8,1,1,54,59as3grjvj19voay31j3yfgni,1,64.5,10.9,2024-08-09T17:02:26.350Z,2024-08-09T20:17:03Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137996479,384,,5137287875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905603,20,1,1,1,58,59as3grjvj19voay31j3yfgni,1,66.5,23.7,2024-08-09T17:02:29.942Z,2024-08-09T20:17:08Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5137287945,56,Right,5137287949,141,19.5,5137287947,140,65.1,5137287953,213,4.24,5137287951,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905633,21,1,1,1,59,59as3grjvj19voay31j3yfgni,1,63.2,18.2,2024-08-09T17:02:30.622Z,2024-08-09T20:17:17Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137288069,212,18.4,5137288065,140,79.9,5137288067,141,26.2,5137288071,213,0.30,5137288063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905649,22,1,1,2,0,59as3grjvj19voay31j3yfgni,1,90.7,34.0,2024-08-09T17:02:31.638Z,2024-08-09T20:17:42Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,1.0,,5137288133,56,Center,5137288141,213,2.46,5137288135,140,87.6,5137288971,210,15,5137288973,154,,5137288139,212,4.2,5137288137,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905653,23,15,1,2,1,59as3grjvj19voay31j3yfgni,1,87.4,43.6,2024-08-09T17:02:32.657Z,2024-08-09T20:17:43Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5137289007,230,97.8,5137288995,55,22,5137288991,29,,5137288147,17,,5137288825,72,,5137289005,147,45.1,5137997631,76,,5137288145,22,,5137289001,103,15.3,5137289009,231,47.7,5137288993,154,5137288149,56,Center,5137289017,233,26,5137288999,102,54.5,5137288829,82,5137289003,146,88.6,,,,,,,,,,
2706905645,26,10,1,2,1,c165yjiny1qnmfdvefxvflnkc,1,11.9,55.8,2024-08-09T17:02:32.757Z,2024-08-09T20:17:48Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137289035,233,23,5137288117,94,,5137288119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905663,27,12,1,2,2,c165yjiny1qnmfdvefxvflnkc,1,11.2,53.2,2024-08-09T17:02:34.286Z,2024-08-09T20:18:01Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137288197,141,62.2,5137288201,213,0.24,5137288195,140,34.9,5137288199,212,25.6,5137288193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905677,24,1,1,2,6,59as3grjvj19voay31j3yfgni,1,69.9,38.5,2024-08-09T17:02:37.822Z,2024-08-09T20:18:46Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5137288275,141,35.8,5137288271,56,Center,5137288273,140,75.8,5137288279,213,6.00,5137288277,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905683,25,1,1,2,7,59as3grjvj19voay31j3yfgni,1,76.2,36.3,2024-08-09T17:02:38.702Z,2024-08-09T20:18:48Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137288295,140,82.9,5137288299,212,10.1,5137288297,141,47.0,5137288293,56,Center,5137288301,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905697,26,1,1,2,8,59as3grjvj19voay31j3yfgni,1,82.8,47.7,2024-08-09T17:02:39.599Z,2024-08-09T20:18:50Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,1.0,,5137288371,141,44.4,5137288373,212,4.7,5137288375,213,3.64,5137289471,210,15,5137289473,154,,5137475707,156,,5137288367,56,Center,5137288369,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905703,28,15,1,2,8,59as3grjvj19voay31j3yfgni,1,79.1,45.4,2024-08-09T17:02:39.937Z,2024-08-09T20:18:52Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137289505,146,82.7,5137289487,29,,5137289147,72,,5137288393,56,Center,5137289501,328,,5137289485,76,,5137289507,147,46.8,5137289513,233,29,5137289489,154,,5137289497,103,19,5137288391,18,5137289503,82,,5137289495,102,53.3,5137289509,230,98.2,5137288389,22,5137289511,231,49.1,5137289491,55,26,,,,,,,
2706905733,29,10,1,2,8,c165yjiny1qnmfdvefxvflnkc,1,18.6,54.2,2024-08-09T17:02:40.037Z,2024-08-09T20:18:55Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137289531,233,28,5137288597,94,,5137288599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905689,28,6,1,2,11,c165yjiny1qnmfdvefxvflnkc,0,0.0,44.1,2024-08-09T17:02:42.565Z,2024-08-09T20:19:21Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137289625,73,,5137290413,233,29,5137288331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706905721,29,6,1,2,11,59as3grjvj19voay31j3yfgni,1,100.0,55.9,2024-08-09T17:02:42.565Z,2024-08-09T17:37:48Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137288499,56,Center,5137290409,233,28,5137288501,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
