id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2804456643,5,1,1,0,13,9qsmopgutr7ut5g6workk8w4i,0,31.8,66.6,2025-04-21T14:02:31.534Z,2025-04-21T16:50:19Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5671271877,1,,5671271869,157,,5670238649,140,30.4,5670238655,213,4.39,5670238651,141,60.2,5670238653,212,4.6,5670238647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804456627,7,3,1,0,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.4,47.0,2025-04-21T14:02:32.149Z,2025-04-21T17:55:17Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670238571,286,,5670238569,56,Center,5671457689,464,,5670261199,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804456649,6,7,1,0,13,9qsmopgutr7ut5g6workk8w4i,1,30.6,53.0,2025-04-21T14:02:32.150Z,2025-04-21T17:55:20Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5671457877,384,,5670261187,233,7,5670261147,285,,5671457881,178,,5670261145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804456661,7,1,1,0,15,9qsmopgutr7ut5g6workk8w4i,0,32.3,64.6,2025-04-21T14:02:33.878Z,2025-04-21T14:10:06Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670264501,56,Back,5670264503,140,38.7,5670264507,212,12.8,5670264509,213,5.26,5670264505,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804675519,734,3,1,0,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.3,53.9,2025-04-21T14:02:34.502Z,2025-04-21T17:55:39Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5671458827,286,,5671458823,56,Center,5671458829,465,,5671458831,233,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804675515,1000,45,1,0,16,9qsmopgutr7ut5g6workk8w4i,0,36.7,46.1,2025-04-21T14:02:34.502Z,2025-04-21T17:55:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5671458835,233,734,5671458807,56,Back,5671458809,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804456815,8,1,1,0,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.5,38.8,2025-04-21T14:02:36.557Z,2025-04-21T14:51:50Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670239453,56,Center,5670239457,141,52.5,5670239455,140,77.2,5670239459,212,18.9,5670239461,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804456805,9,8,1,0,21,9qsmopgutr7ut5g6workk8w4i,1,24.8,51.3,2025-04-21T14:02:39.327Z,2025-04-21T17:55:45Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670239409,56,Back,5671459191,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457039,11,1,1,0,23,9qsmopgutr7ut5g6workk8w4i,1,32.5,63.0,2025-04-21T14:02:41.703Z,2025-04-21T14:02:48Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670240577,212,14.0,5670240563,56,Back,5670240573,141,83.5,5670240579,213,1.52,5670240567,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457121,12,1,1,0,30,9qsmopgutr7ut5g6workk8w4i,1,55.0,92.3,2025-04-21T14:02:48.383Z,2025-04-21T14:02:52Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5670241013,213,3.21,5670241003,56,Back,5670241009,212,10.5,5670241007,141,91.2,5670241005,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457223,13,1,1,0,34,9qsmopgutr7ut5g6workk8w4i,1,46.4,85.3,2025-04-21T14:02:52.391Z,2025-04-21T14:02:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670241617,140,54.5,5670241621,212,14.0,5670241623,213,5.37,5670241615,56,Center,5670241619,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457355,14,1,1,0,37,9qsmopgutr7ut5g6workk8w4i,1,55.2,67.9,2025-04-21T14:02:56.183Z,2025-04-21T14:03:06Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670242369,56,Center,5670242371,140,58.8,5670242377,213,0.44,5670242373,141,70.5,5670242375,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457295,9,27,1,0,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-21T14:02:57.171Z,2025-04-21T14:03:03Z,,,,,5670242063,201,,5670242595,233,15,5670242065,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457371,15,27,1,0,38,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-21T14:02:57.171Z,2025-04-21T14:03:02Z,,,,,5670242551,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457467,10,28,1,0,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-21T14:03:02.182Z,2025-04-21T14:03:06Z,,,,,5670243025,55,9,5670243143,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457403,16,28,1,0,43,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-21T14:03:02.182Z,2025-04-21T14:03:06Z,,,,,5670243077,233,10,5670242647,55,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457503,17,68,1,0,48,9qsmopgutr7ut5g6workk8w4i,1,58.8,70.5,2025-04-21T14:03:07.127Z,2025-04-21T14:03:09Z,,,,,5670243431,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457569,11,68,1,0,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,40.5,31.9,2025-04-21T14:03:09.942Z,2025-04-21T14:03:12Z,,,,,5670243937,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457713,18,1,1,0,54,9qsmopgutr7ut5g6workk8w4i,1,53.3,64.9,2025-04-21T14:03:12.431Z,2025-04-21T14:03:14Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670244177,212,14.5,5670244173,140,44.7,5670244171,56,Back,5670244175,141,48.2,5670244179,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457829,19,1,1,0,56,9qsmopgutr7ut5g6workk8w4i,1,45.6,48.4,2025-04-21T14:03:14.591Z,2025-04-21T14:03:18Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670244645,212,12.1,5670244639,140,44.3,5670244643,141,66.1,5670244647,213,1.68,5670244633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804457903,20,1,1,0,59,9qsmopgutr7ut5g6workk8w4i,1,38.7,71.4,2025-04-21T14:03:18.192Z,2025-04-21T14:03:21Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670245049,141,92.6,5670245053,213,0.79,5670245051,212,20.3,5670245045,56,Left,5670245047,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458001,21,1,1,1,2,9qsmopgutr7ut5g6workk8w4i,1,46.7,91.5,2025-04-21T14:03:20.983Z,2025-04-21T14:03:25Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5670245635,56,Back,5670245637,140,39.0,5670245639,141,79.3,5670245643,213,3.94,5670245641,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458075,22,1,1,1,6,9qsmopgutr7ut5g6workk8w4i,1,38.1,80.8,2025-04-21T14:03:25.072Z,2025-04-21T14:03:28Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670246037,141,86.8,5670246041,212,7.5,5670246029,56,Back,5670246033,140,44.1,5670246043,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458135,23,1,1,1,9,9qsmopgutr7ut5g6workk8w4i,1,43.1,85.0,2025-04-21T14:03:28.008Z,2025-04-21T14:03:30Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5670246341,140,37.0,5670246347,213,3.04,5670246343,141,86.0,5670246345,212,6.4,5670246339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458233,24,1,1,1,12,9qsmopgutr7ut5g6workk8w4i,1,31.7,83.0,2025-04-21T14:03:30.784Z,2025-04-21T14:03:33Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670246797,213,3.84,5670246789,140,14.3,5670246793,141,60.5,5670246783,56,Back,5670246795,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458283,25,1,1,1,15,9qsmopgutr7ut5g6workk8w4i,1,14.0,60.5,2025-04-21T14:03:33.392Z,2025-04-21T14:03:35Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5670247137,213,4.98,5670247125,140,18.5,5670247123,56,Back,5670247133,212,17.7,5670247129,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458357,26,1,1,1,17,9qsmopgutr7ut5g6workk8w4i,1,20.6,32.8,2025-04-21T14:03:35.848Z,2025-04-21T14:03:39Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670247547,140,9.2,5670247545,56,Back,5670247551,212,20.0,5670247553,213,2.21,5670247549,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458487,27,1,1,1,20,9qsmopgutr7ut5g6workk8w4i,1,9.2,58.7,2025-04-21T14:03:39.128Z,2025-04-21T14:03:43Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5670248225,212,22.8,5670248219,56,Back,5670248221,140,13.3,5670248227,213,4.90,5670248223,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458499,28,61,1,1,25,9qsmopgutr7ut5g6workk8w4i,0,22.5,18.0,2025-04-21T14:03:43.400Z,2025-04-21T14:03:43Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670248275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458587,12,4,1,1,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.0,83.2,2025-04-21T14:03:44.647Z,2025-04-21T14:03:50Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670248821,13,,5670248823,56,Left,5670248829,286,,5670248827,265,,5670248867,233,29,5670248825,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804458531,29,4,1,1,26,9qsmopgutr7ut5g6workk8w4i,0,25.0,16.8,2025-04-21T14:03:44.648Z,2025-04-21T14:03:49Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670248585,152,,5670248587,265,,5670248911,233,12,5670248589,285,,5670248583,56,Back,5670248581,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459389,13,1,1,1,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,76.4,89.1,2025-04-21T14:04:17.824Z,2025-04-21T17:56:33Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5670253225,140,91.8,5671461843,224,,5670253211,155,,5670253235,213,5.25,5671461845,72,,5670253215,152,,5670253205,2,,5670253229,141,49.4,5670253233,212,31.5,5670253207,5,5670253221,56,Center,,,,,,,,,,,,,,,,,,,,,,
2804459431,30,12,1,2,1,9qsmopgutr7ut5g6workk8w4i,1,8.1,55.4,2025-04-21T14:04:19.619Z,2025-04-21T14:04:21Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670253475,212,14.5,5670253469,140,20.8,5670253545,15,,5670253479,213,0.40,5670253473,141,63.7,5670253465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459553,14,1,1,2,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.6,27.6,2025-04-21T14:04:23.032Z,2025-04-21T14:04:24Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5670254089,56,Center,5670254097,212,22.8,5670254093,141,34.8,5670254091,140,59.4,5670254101,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459751,15,1,1,2,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.4,34.8,2025-04-21T14:04:24.488Z,2025-04-21T14:04:31Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670255183,56,Back,5670255187,141,67.9,5670255185,140,34.1,5670255191,213,2.44,5670255189,212,34.8,5670255193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459819,16,1,1,2,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.8,71.7,2025-04-21T14:04:31.296Z,2025-04-21T14:04:34Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5670255583,155,,5670255587,140,69.9,5670255595,1,,5670255591,212,35.8,5670255585,56,Center,5670255589,141,73.2,5670255593,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459867,31,8,1,2,17,9qsmopgutr7ut5g6workk8w4i,1,33.9,29.7,2025-04-21T14:04:35.929Z,2025-04-21T17:57:07Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670255877,56,Back,5671463743,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459905,17,83,1,2,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.6,43.4,2025-04-21T14:04:38.120Z,2025-04-21T14:04:41Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5670256387,399,d2itdjj8bx0aztqggfgv7amay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804459955,33,1,1,2,21,9qsmopgutr7ut5g6workk8w4i,1,46.3,65.8,2025-04-21T14:04:40.139Z,2025-04-21T14:04:42Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670256361,56,Back,5670256363,140,33.3,5670256369,212,18.1,5670256371,213,2.42,5670256365,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460199,34,1,1,2,23,9qsmopgutr7ut5g6workk8w4i,1,30.4,84.7,2025-04-21T14:04:42.099Z,2025-04-21T14:04:50Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670257581,140,13.8,5670257583,141,61.2,5670257579,56,Back,5670257587,213,3.88,5670257585,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460257,35,1,1,2,32,9qsmopgutr7ut5g6workk8w4i,1,16.2,61.2,2025-04-21T14:04:50.479Z,2025-04-21T14:04:53Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5670257907,213,0.09,5670257905,212,37.9,5670257881,155,,5670257895,140,52.2,5670257901,141,66.0,5670257887,56,Center,5670257909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460343,36,1,1,2,35,9qsmopgutr7ut5g6workk8w4i,1,52.2,66.0,2025-04-21T14:04:53.309Z,2025-04-21T14:04:57Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5670258379,212,9.4,5670258381,213,3.89,5670258375,140,45.6,5670258377,141,56.6,5670258373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460383,37,1,1,2,39,9qsmopgutr7ut5g6workk8w4i,1,54.1,46.1,2025-04-21T14:04:57.489Z,2025-04-21T14:04:59Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670258595,140,51.3,5670258601,213,4.55,5670258599,212,18.6,5670258593,56,Right,5670258597,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460479,38,1,1,2,41,9qsmopgutr7ut5g6workk8w4i,1,53.4,16.1,2025-04-21T14:04:59.809Z,2025-04-21T14:05:03Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670259121,212,11.0,5670259117,140,62.9,5670259123,213,5.85,5670259115,56,Right,5670259119,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460521,39,1,1,2,45,9qsmopgutr7ut5g6workk8w4i,1,64.0,13.5,2025-04-21T14:05:03.729Z,2025-04-21T14:05:05Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670259357,141,20.0,5670259353,140,66.7,5670259349,56,Right,5670259361,213,1.00,5670259359,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460549,40,1,1,2,47,9qsmopgutr7ut5g6workk8w4i,0,65.7,14.0,2025-04-21T14:05:05.249Z,2025-04-21T14:05:06Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670259531,141,0.0,5670259525,56,Right,5670259533,212,10.5,5670259529,140,67.8,5670259535,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460789,18,5,1,2,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.2,101.5,2025-04-21T14:05:05.841Z,2025-04-21T15:14:39Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5670260799,347,,5670260859,233,41,5670260797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460559,41,5,1,2,47,9qsmopgutr7ut5g6workk8w4i,0,66.8,-1.5,2025-04-21T14:05:05.841Z,2025-04-21T15:14:40Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670259587,56,Right,5670260903,233,18,5670259589,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804460823,19,1,1,2,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.8,100.0,2025-04-21T14:05:14.298Z,2025-04-21T14:05:16Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5670260981,141,73.8,5670260979,140,28.4,5670260983,212,19.0,5670260975,107,,5670260993,189,,5670260977,56,Back,5670260985,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
