id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2752936775,9,1,1,0,16,9qsmopgutr7ut5g6workk8w4i,1,29.9,8.6,2024-11-29T18:02:01.200Z,2024-11-29T18:02:02Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389275213,141,28.2,5389275217,213,2.06,5389275211,140,23.2,5389275209,56,Back,5389275215,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936823,10,1,1,0,17,9qsmopgutr7ut5g6workk8w4i,1,23.1,30.0,2024-11-29T18:02:02.480Z,2024-11-29T18:02:08Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389275459,213,2.34,5389275455,141,60.5,5389275451,56,Back,5389275453,140,4.1,5389275457,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936829,11,1,1,0,22,9qsmopgutr7ut5g6workk8w4i,0,4.1,60.9,2024-11-29T18:02:07.920Z,2024-11-29T18:02:08Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5389275481,140,38.6,5389275477,157,,5389275489,1,,5389275485,212,38.7,5389275479,56,Back,5389275483,141,80.8,5389275487,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936837,3,8,1,0,23,36g6ifzjliec1jqnbtf7yesme,1,59.8,26.7,2024-11-29T18:02:08.384Z,2024-11-29T20:35:49Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5389938855,385,,5389275517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936883,12,1,1,0,24,9qsmopgutr7ut5g6workk8w4i,1,24.9,83.6,2024-11-29T18:02:09.608Z,2024-11-29T20:36:01Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5389275749,213,0.72,5389275745,141,94.5,5389275741,56,Back,5389275743,140,33.0,5389275747,212,11.3,5389275739,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936899,13,1,1,0,28,9qsmopgutr7ut5g6workk8w4i,1,25.6,91.8,2024-11-29T18:02:13.319Z,2024-11-29T20:36:08Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5389275837,212,32.6,5389275833,140,3.9,5389275841,1,,5389275835,141,57.5,5389275839,213,3.94,5389275831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936919,14,1,1,0,31,9qsmopgutr7ut5g6workk8w4i,1,4.6,55.7,2024-11-29T18:02:16.256Z,2024-11-29T18:02:20Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5389275961,212,23.2,5389275957,140,14.2,5389275963,213,5.16,5389275955,56,Back,5389275959,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936961,15,1,1,0,34,9qsmopgutr7ut5g6workk8w4i,1,27.7,14.3,2024-11-29T18:02:19.887Z,2024-11-29T18:02:28Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389276177,213,0.17,5389276173,141,17.4,5389276169,56,Back,5389276171,140,39.2,5389276175,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936969,16,1,1,0,40,9qsmopgutr7ut5g6workk8w4i,1,46.9,9.5,2024-11-29T18:02:26.031Z,2024-11-29T20:36:21Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389276203,56,Back,5389276207,141,10.0,5389276205,140,36.5,5389276209,212,10.9,5389276211,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936971,17,1,1,0,41,9qsmopgutr7ut5g6workk8w4i,1,36.5,10.0,2024-11-29T18:02:26.911Z,2024-11-29T20:36:20Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389276223,213,1.28,5389276219,141,22.5,5389276215,56,Back,5389276217,140,38.9,5389276221,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936977,18,1,1,0,42,9qsmopgutr7ut5g6workk8w4i,1,38.9,22.5,2024-11-29T18:02:27.600Z,2024-11-29T20:36:19Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389276257,56,Back,5389276263,212,9.2,5389276265,213,4.40,5389276261,141,9.7,5389276259,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936987,19,1,1,0,43,9qsmopgutr7ut5g6workk8w4i,1,36.2,9.7,2024-11-29T18:02:28.223Z,2024-11-29T20:36:18Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389276287,140,43.8,5389276291,212,9.2,5389276293,213,0.52,5389276289,141,16.4,5389276285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936991,20,1,1,0,44,9qsmopgutr7ut5g6workk8w4i,1,43.8,16.4,2024-11-29T18:02:29.943Z,2024-11-29T20:10:45Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389276309,140,33.8,5389276311,141,21.8,5389276315,213,2.81,5389276307,56,Back,5389276313,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936997,21,1,1,0,45,9qsmopgutr7ut5g6workk8w4i,0,33.8,21.8,2024-11-29T18:02:30.775Z,2024-11-29T20:10:44Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389276335,212,17.5,5389276331,140,50.5,5389276329,56,Center,5389276333,141,21.6,5389276337,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752965949,365,8,1,0,46,36g6ifzjliec1jqnbtf7yesme,1,40.4,83.5,2024-11-29T18:02:31.071Z,2024-11-29T20:36:32Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5389431071,56,Back,5389942203,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937019,22,61,1,0,47,9qsmopgutr7ut5g6workk8w4i,1,49.5,19.5,2024-11-29T18:02:32.431Z,2024-11-29T20:36:34Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389276451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937033,4,1,1,0,49,36g6ifzjliec1jqnbtf7yesme,1,26.2,62.3,2024-11-29T18:02:34.153Z,2024-11-29T20:36:43Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5389276531,56,Back,5389276529,3,,5389276535,141,84.4,5389276539,213,1.72,5389276537,212,15.2,5389276533,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937067,6,1,1,0,52,36g6ifzjliec1jqnbtf7yesme,0,22.3,95.1,2024-11-29T18:02:37.438Z,2024-11-29T18:02:41Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5389276673,157,,5389276681,212,33.1,5389276677,140,46.2,5389276685,1,,5389276679,141,63.4,5389276675,56,Back,5389276683,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937099,24,1,1,0,57,9qsmopgutr7ut5g6workk8w4i,1,54.6,42.1,2024-11-29T18:02:42.447Z,2024-11-29T18:02:46Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5389276839,140,65.0,5389276835,155,,5389276843,212,24.4,5389276837,56,Center,5389276845,213,1.11,5389276841,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937111,25,1,1,1,1,9qsmopgutr7ut5g6workk8w4i,1,65.3,67.0,2024-11-29T18:02:46.735Z,2024-11-29T18:02:48Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5389276897,141,47.6,5389276893,56,Center,5389276901,213,4.35,5389276899,212,14.1,5389276895,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937123,26,1,1,1,3,9qsmopgutr7ut5g6workk8w4i,1,60.4,46.6,2024-11-29T18:02:48.623Z,2024-11-29T18:02:50Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389276951,141,41.6,5389276955,213,5.64,5389276947,56,Center,5389276949,140,64.7,5389276953,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937127,7,43,1,1,4,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-29T18:02:49.230Z,2024-11-29T20:37:08Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,5389945029,144,83,5389277031,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937135,27,1,1,1,4,9qsmopgutr7ut5g6workk8w4i,1,64.7,40.0,2024-11-29T18:02:50.031Z,2024-11-29T18:02:51Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389277009,213,2.88,5389277005,141,42.4,5389277001,56,Center,5389277007,212,6.3,5389277003,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937153,28,1,1,1,6,9qsmopgutr7ut5g6workk8w4i,1,58.9,42.4,2024-11-29T18:02:51.199Z,2024-11-29T18:02:53Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389277095,141,20.6,5389277099,213,4.61,5389277091,56,Right,5389277097,212,14.9,5389277093,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937167,29,1,1,1,8,9qsmopgutr7ut5g6workk8w4i,1,57.1,19.4,2024-11-29T18:02:53.295Z,2024-11-29T18:02:55Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389277189,140,71.1,5389277191,141,22.1,5389277195,213,0.12,5389277193,212,14.8,5389277187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937189,30,1,1,1,10,9qsmopgutr7ut5g6workk8w4i,1,73.7,26.1,2024-11-29T18:02:55.215Z,2024-11-29T18:02:58Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389277303,212,17.6,5389277299,140,75.4,5389277305,213,1.47,5389277301,141,51.8,5389277297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937191,31,50,1,1,11,9qsmopgutr7ut5g6workk8w4i,1,77.6,51.3,2024-11-29T18:02:56.718Z,2024-11-29T20:37:16Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5389277309,56,Center,5389277311,286,,5389277365,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937197,8,7,1,1,11,36g6ifzjliec1jqnbtf7yesme,1,22.4,48.7,2024-11-29T18:02:56.719Z,2024-11-29T21:51:18Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5389277337,56,Back,5390173871,178,,5389277339,285,,5389945661,384,,5389277359,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937211,9,12,1,1,12,36g6ifzjliec1jqnbtf7yesme,1,13.0,47.3,2024-11-29T18:02:57.886Z,2024-11-29T20:37:21Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5389277431,141,100.0,5389277429,140,27.1,5389277435,213,1.19,5389277441,167,,5389277427,56,Back,5389277433,212,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937213,10,5,1,1,14,36g6ifzjliec1jqnbtf7yesme,0,24.9,101.6,2024-11-29T18:02:59.401Z,2024-11-29T20:37:22Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5389277437,56,Back,5389277587,233,32,5389277439,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937239,32,5,1,1,14,9qsmopgutr7ut5g6workk8w4i,1,75.1,-1.6,2024-11-29T18:02:59.401Z,2024-11-29T21:15:42Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5389277579,233,10,5389277563,347,,5389277561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937245,33,1,1,1,19,9qsmopgutr7ut5g6workk8w4i,1,78.6,0.0,2024-11-29T18:03:05.040Z,2024-11-29T18:03:06Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389277615,140,74.0,5389277619,212,8.3,5389277611,107,,5389277621,213,2.19,5389277613,56,Right,5389277617,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937283,34,1,1,1,21,9qsmopgutr7ut5g6workk8w4i,1,72.2,8.5,2024-11-29T18:03:06.143Z,2024-11-29T18:03:10Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389277817,212,25.5,5389277813,140,48.4,5389277819,213,2.95,5389277815,141,15.8,5389277811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937313,35,1,1,1,26,9qsmopgutr7ut5g6workk8w4i,1,47.1,20.6,2024-11-29T18:03:12.064Z,2024-11-29T18:03:16Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389277961,56,Center,5389277969,213,0.14,5389277965,141,23.0,5389277963,140,58.4,5389277967,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937305,11,83,1,1,28,36g6ifzjliec1jqnbtf7yesme,0,41.5,63.9,2024-11-29T18:03:13.862Z,2024-11-29T18:54:18Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389278035,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752967163,574,50,1,1,28,9qsmopgutr7ut5g6workk8w4i,1,54.2,32.6,2024-11-29T18:03:14.070Z,2024-11-29T19:23:03Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389437729,233,366,5389437705,56,Center,5389437707,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752966793,366,7,1,1,29,36g6ifzjliec1jqnbtf7yesme,0,45.8,67.4,2024-11-29T18:03:14.071Z,2024-11-29T21:51:28Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389435845,56,Back,5389437709,233,574,5390174041,178,,5389948775,385,,5389435847,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937321,36,4,1,1,30,9qsmopgutr7ut5g6workk8w4i,1,52.9,30.6,2024-11-29T18:03:15.984Z,2024-11-29T18:03:27Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389278273,286,,5389278221,152,,5389278217,13,,5389278219,295,,5389278275,233,12,5389277981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937337,12,4,1,1,30,36g6ifzjliec1jqnbtf7yesme,0,47.1,69.4,2024-11-29T18:03:15.985Z,2024-11-29T18:03:27Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389278081,152,,5389278077,13,,5389278285,233,36,5389278085,285,,5389278405,295,,5389278079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937451,37,1,1,1,46,9qsmopgutr7ut5g6workk8w4i,1,46.3,28.0,2024-11-29T18:03:31.951Z,2024-11-29T18:03:33Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389278635,5,,5389278647,213,2.19,5389278643,141,34.3,5389278639,56,Back,5389278645,212,5.3,5389278637,152,,5389278641,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937477,38,1,1,1,48,9qsmopgutr7ut5g6workk8w4i,1,43.6,31.9,2024-11-29T18:03:33.327Z,2024-11-29T18:03:36Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389278771,213,4.34,5389278769,212,6.4,5389278765,140,41.4,5389278763,56,Back,5389278767,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937487,39,1,1,1,50,9qsmopgutr7ut5g6workk8w4i,1,39.5,21.9,2024-11-29T18:03:35.127Z,2024-11-29T20:38:39Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389278817,140,53.6,5389278821,212,18.7,5389278823,213,5.62,5389278819,141,5.0,5389278815,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937499,40,1,1,1,51,9qsmopgutr7ut5g6workk8w4i,1,53.6,5.0,2024-11-29T18:03:36.359Z,2024-11-29T20:38:40Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389278867,212,7.8,5389278863,140,49.8,5389278861,56,Back,5389278865,141,14.9,5389278869,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937521,41,1,1,1,52,9qsmopgutr7ut5g6workk8w4i,1,49.8,14.9,2024-11-29T18:03:38.062Z,2024-11-29T18:03:40Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389278947,56,Back,5389278955,213,4.36,5389278951,141,4.7,5389278953,212,7.4,5389278949,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937525,13,83,1,1,53,36g6ifzjliec1jqnbtf7yesme,0,54.9,94.5,2024-11-29T18:03:38.982Z,2024-11-29T20:38:45Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389279891,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937523,42,61,1,1,54,9qsmopgutr7ut5g6workk8w4i,0,44.1,4.9,2024-11-29T18:03:39.671Z,2024-11-29T20:38:46Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389278959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937543,15,1,1,1,57,36g6ifzjliec1jqnbtf7yesme,1,64.3,93.3,2024-11-29T18:03:42.327Z,2024-11-29T18:03:42Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,5389279045,213,2.90,5389279037,56,Left,5389279041,141,94.5,5389279043,212,3.5,5389279039,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937557,16,1,1,1,58,36g6ifzjliec1jqnbtf7yesme,1,61.0,94.5,2024-11-29T18:03:43.797Z,2024-11-29T20:39:01Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389279129,140,68.5,5389279133,212,11.4,5389279131,141,82.4,5389279135,213,5.48,5389279127,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752937583,17,1,1,1,59,36g6ifzjliec1jqnbtf7yesme,1,71.0,83.2,2024-11-29T18:03:44.589Z,2024-11-29T18:03:48Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5389279285,140,95.9,5389279289,212,26.2,5389279291,213,0.03,5389279287,141,84.4,5389279283,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
