id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2810975541,7,61,1,0,13,36g6ifzjliec1jqnbtf7yesme,0,65.1,67.0,2025-05-05T17:01:35.933Z,2025-05-05T17:01:36Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5706224967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975559,6,1,1,0,13,aljua8crr0vkwit0j3m59jw9j,1,41.1,25.2,2025-05-05T17:01:36.756Z,2025-05-05T17:01:38Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5706225039,212,9.2,5706225037,141,16.4,5706225035,140,34.5,5706225041,213,3.85,5706225033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975567,7,1,1,0,15,aljua8crr0vkwit0j3m59jw9j,1,34.5,16.4,2025-05-05T17:01:38.533Z,2025-05-05T17:53:11Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706225093,141,25.0,5706225091,140,38.5,5706225089,56,Back,5706225095,212,7.2,5706225097,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975583,8,1,1,0,16,aljua8crr0vkwit0j3m59jw9j,0,38.5,25.0,2025-05-05T17:01:38.844Z,2025-05-05T17:53:53Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5706225225,56,Center,5706225231,141,23.3,5706225229,140,82.8,5706225233,212,46.5,5706225237,1,,5706225235,213,6.26,5706225221,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975641,9,1,1,0,19,36g6ifzjliec1jqnbtf7yesme,1,24.4,80.8,2025-05-05T17:01:42.397Z,2025-05-05T17:01:46Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5706225441,140,3.7,5706225447,213,3.87,5706225445,212,29.2,5706225439,56,Back,5706225443,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975661,10,1,1,0,23,36g6ifzjliec1jqnbtf7yesme,1,3.7,52.1,2025-05-05T17:01:45.933Z,2025-05-05T17:01:48Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5706225571,141,92.1,5706225569,140,25.2,5706225575,213,0.88,5706225577,1,,5706225567,56,Back,5706225573,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975717,11,1,1,0,25,36g6ifzjliec1jqnbtf7yesme,1,25.2,92.1,2025-05-05T17:01:48.045Z,2025-05-05T17:01:52Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5706225861,212,9.8,5706225855,56,Back,5706225857,140,16.4,5706225859,141,87.1,5706225863,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975765,12,1,1,0,29,36g6ifzjliec1jqnbtf7yesme,1,19.6,85.3,2025-05-05T17:01:51.933Z,2025-05-05T17:01:59Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5706226205,213,4.73,5706226199,140,20.0,5706226203,212,21.8,5706226201,141,53.3,5706226197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975779,13,1,1,0,36,36g6ifzjliec1jqnbtf7yesme,1,20.0,53.3,2025-05-05T17:01:59.550Z,2025-05-05T17:02:00Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706226293,140,30.0,5706226295,141,57.6,5706226297,212,10.9,5706226299,213,0.27,5706226291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975781,14,1,1,0,38,36g6ifzjliec1jqnbtf7yesme,1,30.0,57.6,2025-05-05T17:02:00.814Z,2025-05-05T19:59:56Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5706226311,212,20.4,5706226309,141,30.4,5706226313,213,4.28,5706226307,140,21.8,5706226305,56,Back,5706820321,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975793,15,1,1,0,39,36g6ifzjliec1jqnbtf7yesme,1,21.8,30.4,2025-05-05T17:02:01.774Z,2025-05-05T17:02:03Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706226391,212,22.7,5706226389,141,58.2,5706226387,140,9.8,5706226393,213,2.16,5706226385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975807,16,1,1,0,40,36g6ifzjliec1jqnbtf7yesme,1,9.8,58.2,2025-05-05T17:02:03.390Z,2025-05-05T17:02:06Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5706226491,212,17.2,5706226489,141,76.0,5706226493,213,0.78,5706226487,140,21.5,5706226485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975827,17,1,1,0,43,36g6ifzjliec1jqnbtf7yesme,1,21.6,75.4,2025-05-05T17:02:06.318Z,2025-05-05T17:02:08Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5706226603,212,21.5,5706226597,56,Back,5706226605,213,3.97,5706226599,140,7.7,5706226601,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975859,18,1,1,0,45,36g6ifzjliec1jqnbtf7yesme,1,7.7,52.1,2025-05-05T17:02:08.766Z,2025-05-05T17:02:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5706226783,213,4.95,5706226779,141,34.8,5706226775,56,Back,5706226777,140,10.4,5706226781,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975875,19,1,1,0,49,36g6ifzjliec1jqnbtf7yesme,0,10.4,34.3,2025-05-05T17:02:11.806Z,2025-05-05T17:02:14Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706226839,213,5.93,5706226833,140,27.0,5706226831,56,Back,5706226835,141,24.9,5706226837,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975887,9,8,1,0,53,aljua8crr0vkwit0j3m59jw9j,1,63.4,88.4,2025-05-05T17:02:16.374Z,2025-05-05T20:00:16Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5706226889,56,Left,5706821225,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975899,11,1,1,0,55,aljua8crr0vkwit0j3m59jw9j,0,72.6,75.3,2025-05-05T17:02:17.878Z,2025-05-05T17:33:35Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5706227059,286,,5706226949,212,3.3,5706226951,213,5.17,5706226947,141,70.9,5706226945,140,74.0,5706227053,236,,5706227055,233,20,5706226943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975907,20,74,1,0,55,36g6ifzjliec1jqnbtf7yesme,1,22.3,30.9,2025-05-05T17:02:17.879Z,2025-05-05T17:02:19Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5706226989,285,,5706227067,233,11,5706226987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976027,22,1,1,1,3,36g6ifzjliec1jqnbtf7yesme,1,6.7,5.9,2025-05-05T17:02:25.967Z,2025-05-05T17:02:28Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706227603,141,44.2,5706227607,213,0.67,5706227605,212,42.0,5706227597,155,,5706227599,56,Back,5706227609,1,,5706227601,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976069,23,1,1,1,5,36g6ifzjliec1jqnbtf7yesme,1,38.1,44.2,2025-05-05T17:02:27.966Z,2025-05-05T17:02:32Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5706227851,1,,5706227841,56,Back,5706227845,141,90.0,5706227847,212,32.1,5706227849,213,1.32,5706227843,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976123,24,1,1,1,9,36g6ifzjliec1jqnbtf7yesme,1,57.5,89.0,2025-05-05T17:02:31.919Z,2025-05-05T17:02:38Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5706228091,141,84.2,5706228087,56,Left,5706228089,140,82.0,5706228095,213,6.16,5706228093,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976107,12,45,1,1,11,aljua8crr0vkwit0j3m59jw9j,0,22.4,20.2,2025-05-05T17:02:34Z,2025-05-05T20:46:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706824713,285,,5706948333,233,994,5706824711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811080601,994,3,1,1,11,36g6ifzjliec1jqnbtf7yesme,1,77.6,79.8,2025-05-05T17:02:34Z,2025-05-05T20:46:51Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5706948315,233,12,5706824479,465,,5706824475,56,Left,5706824477,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976133,25,1,1,1,15,36g6ifzjliec1jqnbtf7yesme,0,95.6,91.1,2025-05-05T17:02:38.351Z,2025-05-05T17:02:39Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5706228137,213,2.71,5706228135,212,17.7,5706228131,140,80.3,5706228133,141,100.0,5706228129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976149,13,5,1,1,16,aljua8crr0vkwit0j3m59jw9j,1,21.3,-2.0,2025-05-05T17:02:39.064Z,2025-05-05T17:17:25Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706228227,233,26,5706228211,347,,5706228209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976137,26,5,1,1,16,36g6ifzjliec1jqnbtf7yesme,0,78.7,102.0,2025-05-05T17:02:39.064Z,2025-05-05T17:17:25Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5706228237,233,13,5706228143,56,Left,5706228145,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976261,14,1,1,1,33,aljua8crr0vkwit0j3m59jw9j,1,24.0,0.0,2025-05-05T17:02:55.894Z,2025-05-05T17:02:58Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706229003,140,33.4,5706229007,212,10.9,5706229005,141,4.7,5706229009,213,0.43,5706228999,107,,5706229001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976265,15,1,1,1,35,aljua8crr0vkwit0j3m59jw9j,0,32.6,6.2,2025-05-05T17:02:58.247Z,2025-05-05T17:02:58Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5706229019,212,2.9,5706229013,56,Back,5706229021,213,0.69,5706229015,140,34.7,5706229017,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976271,27,61,1,1,37,36g6ifzjliec1jqnbtf7yesme,1,59.1,93.9,2025-05-05T17:03:00.287Z,2025-05-05T17:03:00Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5706229079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976281,29,1,1,1,39,36g6ifzjliec1jqnbtf7yesme,1,59.2,88.3,2025-05-05T17:03:01.967Z,2025-05-05T17:03:11Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5706229113,141,82.6,5706229111,140,66.3,5706229109,56,Left,5706229117,213,5.80,5706229115,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976285,30,1,1,1,40,36g6ifzjliec1jqnbtf7yesme,1,66.3,82.6,2025-05-05T17:03:02.847Z,2025-05-05T17:03:03Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5706229157,213,1.57,5706229155,212,6.2,5706229145,56,Left,5706229149,140,66.3,5706229153,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976293,31,50,1,1,40,36g6ifzjliec1jqnbtf7yesme,1,69.2,91.8,2025-05-05T17:03:02.966Z,2025-05-05T17:03:06Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5706229177,286,,5706229229,233,16,5706229173,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976295,16,7,1,1,40,aljua8crr0vkwit0j3m59jw9j,1,30.8,8.2,2025-05-05T17:03:02.967Z,2025-05-05T20:02:30Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5706229189,56,Back,5706827117,178,,5706229207,233,31,5706827115,384,,5706229191,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976323,18,1,1,1,41,aljua8crr0vkwit0j3m59jw9j,1,20.1,15.2,2025-05-05T17:03:04.455Z,2025-05-05T17:03:07Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706229367,212,6.1,5706229365,141,11.4,5706229361,56,Back,5706229363,140,25.4,5706229369,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976325,19,1,1,1,42,aljua8crr0vkwit0j3m59jw9j,1,25.4,11.4,2025-05-05T17:03:05.095Z,2025-05-05T17:03:07Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5706229383,212,4.8,5706229379,140,21.6,5706229385,213,2.55,5706229377,56,Back,5706229381,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976333,20,1,1,1,42,aljua8crr0vkwit0j3m59jw9j,1,21.6,15.3,2025-05-05T17:03:05.655Z,2025-05-05T17:03:08Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706229419,141,10.9,5706229421,212,6.7,5706229423,213,5.82,5706229415,56,Back,5706229417,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976337,21,1,1,1,45,aljua8crr0vkwit0j3m59jw9j,1,29.9,10.7,2025-05-05T17:03:08.071Z,2025-05-05T17:03:09Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5706229445,212,4.3,5706229447,213,5.01,5706229439,56,Back,5706229443,141,4.7,5706229441,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976389,22,1,1,1,46,aljua8crr0vkwit0j3m59jw9j,1,31.1,4.7,2025-05-05T17:03:09.095Z,2025-05-05T17:03:14Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706229723,56,Back,5706229725,140,22.8,5706229727,141,10.6,5706229731,213,2.71,5706229729,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976409,23,1,1,1,51,aljua8crr0vkwit0j3m59jw9j,1,27.8,8.5,2025-05-05T17:03:14.120Z,2025-05-05T17:03:16Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706229845,1,,5706229843,213,0.01,5706229839,141,8.8,5706229837,140,60.2,5706229835,56,Right,5706229841,212,34.0,5706229833,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976417,24,44,1,1,52,aljua8crr0vkwit0j3m59jw9j,1,59.2,9.0,2025-05-05T17:03:15.631Z,2025-05-05T17:38:40Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5706229921,233,32,5706229883,286,,5706229881,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976399,32,44,1,1,52,36g6ifzjliec1jqnbtf7yesme,0,40.8,91.0,2025-05-05T17:03:15.632Z,2025-05-05T17:38:41Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706229785,285,,5706229929,233,24,5706229783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976477,25,1,1,1,53,aljua8crr0vkwit0j3m59jw9j,1,60.2,8.8,2025-05-05T17:03:16.384Z,2025-05-05T21:07:49Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,1.0,,5706230201,168,,5706231501,210,13,5706230211,213,0.61,5706230209,212,18.6,5706230207,141,24.6,5706230205,140,74.7,5706230203,56,Center,5706230199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976479,26,13,1,2,0,aljua8crr0vkwit0j3m59jw9j,1,90.1,30.3,2025-05-05T17:03:23.400Z,2025-05-05T20:04:24Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5706231531,214,,5706230215,22,,5706231539,230,94.2,5706231507,73,,5706231541,231,37.9,5706231537,89,,5706231517,55,25,5706231527,103,9.7,5706230217,63,5706231523,102,66.6,5706231511,29,5706231535,215,5706230219,56,Center,5706231191,20,,,,,,,,,,,,,,,,,,,,,,
2810976629,27,5,1,2,0,aljua8crr0vkwit0j3m59jw9j,0,101.0,67.0,2025-05-05T17:03:23.504Z,2025-05-05T17:17:26Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5706231171,56,Center,5706231201,233,33,5706231173,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976531,33,5,1,2,0,36g6ifzjliec1jqnbtf7yesme,1,-1.0,33.0,2025-05-05T17:03:23.504Z,2025-05-05T17:17:25Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706230511,56,Back,5706231175,233,27,5706230513,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
