id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2810304659,5,1,1,0,15,b3r6d8ydtmtjckam6pku9y400,1,29.3,0.0,2025-05-04T14:01:18.799Z,2025-05-04T14:01:26Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5702545565,140,12.2,5702545571,212,20.5,5702545575,213,2.64,5702545567,141,13.3,5702545561,56,Back,5702545557,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810304859,6,1,1,0,30,b3r6d8ydtmtjckam6pku9y400,1,29.6,43.7,2025-05-04T14:01:33.856Z,2025-05-04T14:01:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5702546567,56,Back,5702546575,213,2.22,5702546569,140,20.9,5702546571,141,61.4,5702546573,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810304945,7,1,1,0,34,b3r6d8ydtmtjckam6pku9y400,0,27.1,57.5,2025-05-04T14:01:38.159Z,2025-05-04T16:47:14Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5702547029,140,85.3,5702547039,213,6.12,5702547043,1,,5702547033,141,43.1,5702547037,212,61.9,5702547027,56,Center,5703652033,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305097,8,1,1,0,42,9qsmopgutr7ut5g6workk8w4i,1,10.3,57.9,2025-05-04T14:01:45.846Z,2025-05-04T14:01:49Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5702547817,141,20.0,5702547821,213,5.10,5702547813,56,Back,5702547819,212,27.8,5702547815,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305197,9,1,1,0,45,9qsmopgutr7ut5g6workk8w4i,1,20.3,20.7,2025-05-04T14:01:49.174Z,2025-05-04T14:01:54Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5702548293,213,2.11,5702548287,140,7.3,5702548289,141,54.2,5702548291,212,26.6,5702548285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305273,10,1,1,0,51,9qsmopgutr7ut5g6workk8w4i,0,8.6,65.1,2025-05-04T14:01:54.518Z,2025-05-04T14:02:00Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5702548683,1,,5702548679,212,59.9,5702548675,140,61.0,5702548681,213,5.88,5702548677,141,30.3,5702548671,157,,5702548673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305279,8,43,1,0,57,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-05-04T14:02:01.006Z,2025-05-04T14:02:13Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5702549887,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305293,9,1,1,0,57,b3r6d8ydtmtjckam6pku9y400,0,31.4,76.3,2025-05-04T14:02:01.140Z,2025-05-04T14:02:02Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5702548795,213,3.50,5702548787,141,70.4,5702548785,140,21.1,5702548783,56,Back,5702548791,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305341,10,51,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,21.1,70.4,2025-05-04T14:02:02.303Z,2025-05-04T14:02:32Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5702549201,169,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305303,11,43,1,0,59,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-05-04T14:02:02.774Z,2025-05-04T14:02:11Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5702549645,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305361,12,15,1,1,1,9qsmopgutr7ut5g6workk8w4i,1,89.5,30.9,2025-05-04T14:02:04.438Z,2025-05-04T16:48:05Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5702551375,458,,5702549151,63,,5702549839,20,,5702551365,80,,5702551377,146,99.5,5702551379,147,46.9,5702551403,233,11,5702551791,468,10,5702549155,56,Center,5702551373,103,2.5,5702549147,22,5702551371,102,46.1,,,,,,,,,,,,,,,,,,,,,,,,,
2810305427,11,10,1,1,1,b3r6d8ydtmtjckam6pku9y400,1,2.2,53.9,2025-05-04T14:02:04.538Z,2025-05-04T16:48:25Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5702549455,56,Back,5702551447,233,12,5703659859,376,,5702550621,183,,5702549449,173,,5702550619,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305441,12,6,1,1,6,b3r6d8ydtmtjckam6pku9y400,0,6.4,58.2,2025-05-04T14:02:09.551Z,2025-05-04T16:48:29Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5702871003,233,13,5702549585,73,,5702549583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305997,13,6,1,1,6,9qsmopgutr7ut5g6workk8w4i,1,93.6,41.8,2025-05-04T14:02:09.551Z,2025-05-04T14:38:03Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5702552639,56,Center,5702870959,233,12,5702552641,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306053,14,1,1,1,38,9qsmopgutr7ut5g6workk8w4i,0,99.5,99.5,2025-05-04T14:02:41.431Z,2025-05-04T16:48:34Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5702552879,212,27.9,5702552867,6,,5702552881,213,4.60,5702552875,140,96.4,5703660813,20,,5702552873,56,Center,5702552869,155,,5702552877,141,58.7,5702552871,223,,5702552865,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306169,13,12,1,1,38,b3r6d8ydtmtjckam6pku9y400,1,2.8,40.7,2025-05-04T14:02:42.270Z,2025-05-04T14:02:47Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5702553455,141,31.2,5702553459,213,6.16,5702553453,140,52.8,5702553451,56,Center,5702553457,212,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306231,15,1,1,1,43,9qsmopgutr7ut5g6workk8w4i,1,49.0,69.9,2025-05-04T14:02:46.502Z,2025-05-04T14:02:51Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5702553789,3,,5702553791,56,Back,5702553797,212,37.2,5702553793,140,24.7,5702553801,1,,5702553799,213,3.96,5702553795,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306331,16,1,1,1,47,9qsmopgutr7ut5g6workk8w4i,1,24.7,30.0,2025-05-04T14:02:51.366Z,2025-05-04T14:02:56Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5702554351,213,1.39,5702554347,141,35.8,5702554345,140,25.4,5702554343,56,Back,5702554349,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306337,17,61,1,1,53,9qsmopgutr7ut5g6workk8w4i,1,29.7,40.9,2025-05-04T14:02:56.594Z,2025-05-04T14:02:56Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5702554365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306445,18,1,1,1,55,9qsmopgutr7ut5g6workk8w4i,1,31.7,49.3,2025-05-04T14:02:58.837Z,2025-05-04T14:03:01Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5702554921,140,34.1,5702554927,213,1.37,5702554919,56,Back,5702554923,141,67.6,5702554925,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306499,19,1,1,1,57,9qsmopgutr7ut5g6workk8w4i,0,35.8,70.6,2025-05-04T14:03:01.221Z,2025-05-04T14:03:03Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5702555227,213,0.63,5702555221,140,57.4,5702555223,141,94.8,5702555219,56,Left,5702555225,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306509,14,8,1,2,0,b3r6d8ydtmtjckam6pku9y400,1,39.2,8.8,2025-05-04T14:03:04.319Z,2025-05-04T16:49:29Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5703666683,385,,5702555267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306569,20,1,1,2,3,9qsmopgutr7ut5g6workk8w4i,0,54.2,81.7,2025-05-04T14:03:06.773Z,2025-05-04T14:03:07Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5702555549,141,80.5,5702555543,155,,5702555553,213,5.89,5702555545,56,Left,5702555547,140,56.1,5702555551,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306579,15,61,1,2,3,b3r6d8ydtmtjckam6pku9y400,1,40.6,23.5,2025-05-04T14:03:07.382Z,2025-05-04T14:03:07Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5702555585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306655,16,1,1,2,5,b3r6d8ydtmtjckam6pku9y400,1,45.4,42.2,2025-05-04T14:03:09.358Z,2025-05-04T14:48:58Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5702555927,140,34.8,5702555939,213,3.21,5702555929,141,41.1,5702555935,212,11.2,5702555925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306679,18,1,1,2,6,b3r6d8ydtmtjckam6pku9y400,0,34.5,41.1,2025-05-04T14:03:10.383Z,2025-05-04T14:49:00Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5702556041,212,16.2,5702556037,140,44.4,5702556035,56,Back,5702556043,213,0.87,5702556039,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306735,21,1,1,2,8,9qsmopgutr7ut5g6workk8w4i,1,50.9,30.7,2025-05-04T14:03:11.429Z,2025-05-04T14:03:14Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5702556325,141,10.1,5702556323,140,63.4,5702556329,213,5.47,5702556321,56,Right,5702556327,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306741,22,43,1,2,10,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-05-04T14:03:13.973Z,2025-05-04T16:50:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5703670579,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306773,23,1,1,2,11,9qsmopgutr7ut5g6workk8w4i,0,77.9,4.3,2025-05-04T14:03:14.853Z,2025-05-04T16:50:19Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5703671449,20,,5702556533,212,26.8,5702556523,2,,5702556527,56,Center,5702556531,141,41.5,5702556535,213,1.24,5702556525,155,,5702556529,140,86.2,5703671447,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306791,19,12,1,2,13,b3r6d8ydtmtjckam6pku9y400,1,13.1,52.9,2025-05-04T14:03:16.575Z,2025-05-04T14:03:17Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5702556671,212,15.2,5702556663,140,22.1,5702556719,15,,5702556673,213,0.90,5702556667,141,70.4,5702556661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306867,24,1,1,2,14,9qsmopgutr7ut5g6workk8w4i,1,76.2,25.6,2025-05-04T14:03:18.341Z,2025-05-04T14:03:19Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5702557035,56,Center,5702557039,141,22.4,5702557037,140,69.2,5702557041,212,7.7,5702557043,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306909,25,1,1,2,16,9qsmopgutr7ut5g6workk8w4i,1,69.4,22.2,2025-05-04T14:03:19.765Z,2025-05-04T14:03:21Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5702557249,141,7.6,5702557253,213,5.78,5702557245,56,Right,5702557247,140,86.7,5702557251,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306955,26,1,1,2,18,9qsmopgutr7ut5g6workk8w4i,0,87.5,7.4,2025-05-04T14:03:21.829Z,2025-05-04T16:50:48Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5703673307,20,,5702557457,56,Center,5702557463,212,31.1,5702557461,141,49.6,5702557453,2,,5702557465,213,1.18,5702557459,140,98.8,5702557455,155,,5703673305,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306989,20,52,1,2,22,b3r6d8ydtmtjckam6pku9y400,1,2.1,49.4,2025-05-04T14:03:25.486Z,2025-05-04T16:50:50Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5703674621,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307277,21,1,1,2,37,b3r6d8ydtmtjckam6pku9y400,1,13.5,38.7,2025-05-04T14:03:40.496Z,2025-05-04T14:49:21Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5702559161,212,20.6,5702559159,141,9.9,5702980665,240,,5702559155,56,Back,5702559163,213,5.03,5702559157,140,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307329,22,1,1,2,39,b3r6d8ydtmtjckam6pku9y400,0,15.9,12.6,2025-05-04T14:03:42.798Z,2025-05-04T16:51:12Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5702559427,1,,5702559421,141,42.6,5702559419,140,43.0,5702559423,212,35.0,5703676711,157,,5702559417,56,Back,5702559425,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307491,28,1,1,2,44,9qsmopgutr7ut5g6workk8w4i,1,69.2,86.0,2025-05-04T14:03:48.006Z,2025-05-04T14:03:51Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5702560291,141,94.2,5702560289,140,73.9,5702560293,212,7.4,5702560287,56,Left,5702560295,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307455,23,83,1,2,46,b3r6d8ydtmtjckam6pku9y400,0,28.8,14.7,2025-05-04T14:03:49.967Z,2025-05-04T14:03:54Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5702560719,399,1gr0k94d0nh7msa32f6728aok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307497,29,4,1,2,47,9qsmopgutr7ut5g6workk8w4i,1,72.2,88.4,2025-05-04T14:03:51.013Z,2025-05-04T14:37:57Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5702560913,233,24,5702560839,295,,5702560323,286,,5702560321,56,Left,5702560837,13,,5702560841,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307571,24,4,1,2,47,b3r6d8ydtmtjckam6pku9y400,0,27.8,11.6,2025-05-04T14:03:51.014Z,2025-05-04T14:37:57Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5702560863,56,Back,5702560977,233,29,5702560865,152,,5702560861,295,,5702560867,285,,5702560859,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810308071,30,1,1,3,3,9qsmopgutr7ut5g6workk8w4i,1,74.5,87.8,2025-05-04T14:04:06.717Z,2025-05-04T14:07:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5702563309,212,9.3,5702563305,140,83.4,5702590741,189,,5702563307,141,88.0,5702563301,152,,5702563299,5,,5702563303,56,Left,5702563315,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810308083,31,1,1,3,7,9qsmopgutr7ut5g6workk8w4i,1,83.4,88.0,2025-05-04T14:04:10.437Z,2025-05-04T14:07:53Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5702563395,213,3.65,5702563387,56,Left,5702563391,141,80.6,5702563389,140,74.7,5702563393,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810308113,32,1,1,3,10,9qsmopgutr7ut5g6workk8w4i,1,74.7,80.9,2025-05-04T14:04:14.125Z,2025-05-04T14:08:03Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5702563551,212,13.9,5702563547,140,86.6,5702563545,56,Left,5702563553,213,0.46,5702563549,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810308127,33,3,1,3,13,9qsmopgutr7ut5g6workk8w4i,0,90.1,89.2,2025-05-04T14:04:17.046Z,2025-05-04T16:51:52Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5702563633,286,,5702563629,56,Left,5702563911,233,25,5703679843,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810308177,25,7,1,3,13,b3r6d8ydtmtjckam6pku9y400,0,9.9,10.8,2025-05-04T14:04:17.047Z,2025-05-04T16:52:00Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5703680615,385,,5702563833,285,,5702563829,56,Back,5703680617,178,,5702563853,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
