id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2793540981,5,1,1,0,20,ahnt9ejgwj58ul8auzdvi3czf,1,25.6,0.0,2025-03-30T12:02:20.351Z,2025-03-30T12:02:21Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5610182373,140,22.1,5610182377,212,11.7,5610182371,56,Back,5610182379,213,1.89,5610182369,107,,5610182375,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540991,6,1,1,0,21,ahnt9ejgwj58ul8auzdvi3czf,1,22.5,14.3,2025-03-30T12:02:21.742Z,2025-03-30T12:02:22Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5610182421,141,10.7,5610182455,156,,5610182423,212,6.5,5610182419,140,16.8,5610182425,213,3.53,5610182415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541015,7,1,1,0,22,ahnt9ejgwj58ul8auzdvi3czf,1,16.9,10.7,2025-03-30T12:02:23.119Z,2025-03-30T12:02:24Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5610182575,56,Back,5610182577,140,19.7,5610182583,213,1.06,5610182581,212,6.1,5610182579,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541037,8,1,1,0,23,ahnt9ejgwj58ul8auzdvi3czf,0,22.5,9.9,2025-03-30T12:02:24.191Z,2025-03-30T12:02:28Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5610182679,213,5.56,5610182673,140,31.2,5610182671,56,Back,5610182677,212,12.2,5610182675,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541155,7,5,1,0,24,aljua8crr0vkwit0j3m59jw9j,1,66.8,101.7,2025-03-30T12:02:25.032Z,2025-03-30T14:10:41Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5610183271,56,Left,5610183273,347,,5610183307,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541045,9,5,1,0,24,ahnt9ejgwj58ul8auzdvi3czf,0,33.2,-1.7,2025-03-30T12:02:25.032Z,2025-03-30T14:10:41Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5610182723,347,,5610183317,233,7,5610182721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541213,8,1,1,0,32,aljua8crr0vkwit0j3m59jw9j,1,67.3,100.0,2025-03-30T12:02:32.686Z,2025-03-30T12:02:36Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5610183569,56,Back,5610183579,1,,5610183575,212,35.6,5610183573,141,89.1,5610183571,140,34.4,5610183577,213,3.39,5610183567,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541235,9,1,1,0,36,aljua8crr0vkwit0j3m59jw9j,1,31.6,89.4,2025-03-30T12:02:36.719Z,2025-03-30T13:06:24Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5610183691,213,4.65,5610183685,141,53.6,5610183681,56,Back,5610183683,140,30.1,5610183689,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541337,10,1,1,0,39,aljua8crr0vkwit0j3m59jw9j,1,29.1,53.7,2025-03-30T12:02:39.903Z,2025-03-30T13:06:17Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5610184285,213,0.56,5610184279,141,64.0,5610184281,212,13.2,5610184277,140,39.7,5610184275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541347,11,1,1,0,43,aljua8crr0vkwit0j3m59jw9j,1,38.4,62.9,2025-03-30T12:02:43.855Z,2025-03-30T17:27:57Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5610184339,213,2.51,5612108665,156,,5610184335,141,74.5,5610184333,140,28.1,5610184331,56,Back,5610184337,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541403,12,1,1,0,44,aljua8crr0vkwit0j3m59jw9j,1,28.1,74.5,2025-03-30T12:02:44.672Z,2025-03-30T12:02:47Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5610184623,213,4.67,5610184609,56,Back,5610184613,140,27.1,5610184615,141,36.3,5610184619,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541455,13,1,1,0,47,aljua8crr0vkwit0j3m59jw9j,1,27.1,36.9,2025-03-30T12:02:47.663Z,2025-03-30T12:02:51Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5610184947,141,7.6,5610184951,213,5.35,5610184945,140,41.1,5610184943,56,Back,5610184949,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541501,14,1,1,0,50,aljua8crr0vkwit0j3m59jw9j,1,38.6,7.1,2025-03-30T12:02:51.071Z,2025-03-30T12:02:54Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5610185215,56,Back,5610185217,140,19.4,5610185223,213,2.66,5610185221,212,22.8,5610185219,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541535,15,1,1,0,54,aljua8crr0vkwit0j3m59jw9j,0,29.3,12.9,2025-03-30T12:02:54.511Z,2025-03-30T17:28:07Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5610185421,212,47.6,5610185417,141,34.6,5610185405,56,Center,5610185411,140,72.4,5610185425,213,0.32,5610185429,1,,5610185399,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541549,10,12,1,0,56,ahnt9ejgwj58ul8auzdvi3czf,1,30.4,71.7,2025-03-30T12:02:56.991Z,2025-03-30T17:28:11Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5610185525,56,Back,5610185529,141,58.8,5610185527,140,37.4,5610185531,212,11.4,5612109355,15,,5610185533,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541591,16,1,1,0,59,aljua8crr0vkwit0j3m59jw9j,1,61.2,30.0,2025-03-30T12:02:59.310Z,2025-03-30T12:03:01Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5610185765,141,36.4,5610185769,213,0.50,5610185759,3,,5610185761,56,Center,5610185767,212,9.0,5610185763,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541597,17,50,1,0,59,aljua8crr0vkwit0j3m59jw9j,1,68.2,38.4,2025-03-30T12:03:00.190Z,2025-03-30T13:02:01Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5610185783,286,,5610185925,233,11,5610185781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541615,11,7,1,0,59,ahnt9ejgwj58ul8auzdvi3czf,1,31.8,61.6,2025-03-30T12:03:00.191Z,2025-03-30T17:28:27Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5612110099,178,,5610185853,285,,5610185851,56,Back,5612110097,384,,5610185905,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541639,12,1,1,1,2,ahnt9ejgwj58ul8auzdvi3czf,0,26.4,60.7,2025-03-30T12:03:02.335Z,2025-03-30T17:28:35Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5610185983,140,45.6,5610185981,56,Back,5610185991,1,,5610185987,212,21.0,5610185989,213,0.28,5610185979,157,,5610185985,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541683,18,1,1,1,3,aljua8crr0vkwit0j3m59jw9j,0,53.7,33.1,2025-03-30T12:03:03.487Z,2025-03-30T12:03:07Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5610186219,212,20.9,5610186221,213,0.38,5610186213,56,Center,5610186211,157,,5610186223,1,,5610186215,140,72.2,5610186217,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541673,13,44,1,1,5,ahnt9ejgwj58ul8auzdvi3czf,1,27.6,58.8,2025-03-30T12:03:05.343Z,2025-03-30T13:02:08Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5610186161,56,Back,5610186163,285,,5610186295,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541685,19,44,1,1,5,aljua8crr0vkwit0j3m59jw9j,0,72.4,41.2,2025-03-30T12:03:05.344Z,2025-03-30T13:02:08Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5610186229,56,Center,5610186323,233,13,5610186231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541679,14,1,1,1,5,ahnt9ejgwj58ul8auzdvi3czf,0,26.4,60.9,2025-03-30T12:03:05.887Z,2025-03-30T12:03:06Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5610186195,212,6.9,5610186197,213,5.60,5610186191,140,31.5,5610186187,3,,5610186189,56,Back,5610186193,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541835,20,1,1,1,8,aljua8crr0vkwit0j3m59jw9j,1,66.5,37.3,2025-03-30T12:03:08.399Z,2025-03-30T12:03:16Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5610186929,141,91.1,5610186935,213,1.58,5610186917,56,Left,5610186913,155,,5610186921,140,66.1,5610186931,212,36.6,5610186937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541937,21,1,1,1,15,aljua8crr0vkwit0j3m59jw9j,1,66.8,95.9,2025-03-30T12:03:15.918Z,2025-03-30T12:03:22Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5610187511,56,Back,5610187515,141,81.4,5610187517,212,28.2,5610187519,213,3.50,5610187513,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542011,22,1,1,1,22,aljua8crr0vkwit0j3m59jw9j,1,42.1,71.8,2025-03-30T12:03:22.606Z,2025-03-30T12:03:26Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5610187893,212,24.1,5610187897,213,4.51,5610187885,56,Back,5610187891,141,37.1,5610187887,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542025,23,1,1,1,26,aljua8crr0vkwit0j3m59jw9j,1,36.0,38.2,2025-03-30T12:03:26.862Z,2025-03-30T12:03:28Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5610187959,56,Back,5610187963,141,67.2,5610187981,189,,5610187965,212,19.7,5610187967,213,1.53,5610187961,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542157,24,1,1,1,30,aljua8crr0vkwit0j3m59jw9j,1,43.1,70.9,2025-03-30T12:03:30.543Z,2025-03-30T12:03:38Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5610188749,155,,5610188753,140,80.2,5610188751,56,Right,5610188761,1,,5610188757,212,55.0,5610188759,213,5.50,5610188755,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542159,25,3,1,1,37,aljua8crr0vkwit0j3m59jw9j,0,87.6,12.6,2025-03-30T12:03:37.902Z,2025-03-30T17:29:11Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5610188769,56,Right,5612111851,464,,5610188771,286,,5610189315,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542169,15,7,1,1,37,ahnt9ejgwj58ul8auzdvi3czf,1,12.4,87.4,2025-03-30T12:03:37.903Z,2025-03-30T17:29:20Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5612112309,178,,5610189355,233,25,5610188811,285,,5610188809,56,Back,5612112307,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542213,17,50,1,1,41,ahnt9ejgwj58ul8auzdvi3czf,1,20.2,89.0,2025-03-30T12:03:41.615Z,2025-03-30T12:03:47Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5610189037,56,Back,5610189097,233,26,5610189039,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542227,26,7,1,1,41,aljua8crr0vkwit0j3m59jw9j,1,79.8,11.0,2025-03-30T12:03:41.616Z,2025-03-30T17:29:31Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5610189083,286,,5612112831,178,,5610189081,56,Right,5610189089,233,17,5612112829,385,,5610189079,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542245,18,5,1,1,42,ahnt9ejgwj58ul8auzdvi3czf,1,13.8,101.4,2025-03-30T12:03:43.151Z,2025-03-30T14:10:42Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5610189187,347,,5610189183,56,Back,5610489597,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542259,27,5,1,1,42,aljua8crr0vkwit0j3m59jw9j,0,86.2,-1.4,2025-03-30T12:03:43.151Z,2025-03-30T14:10:42Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5610189285,56,Right,5610189287,347,,5610489663,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542533,19,1,1,2,5,ahnt9ejgwj58ul8auzdvi3czf,1,18.3,100.0,2025-03-30T12:04:05.536Z,2025-03-30T12:04:08Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5610190703,141,78.4,5610190699,56,Back,5610190701,140,31.7,5610190697,107,,5610190707,213,5.45,5610190705,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542541,20,61,1,2,7,ahnt9ejgwj58ul8auzdvi3czf,1,34.8,81.7,2025-03-30T12:04:08.096Z,2025-03-30T12:04:08Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5610190733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542581,21,1,1,2,9,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,85.0,2025-03-30T12:04:09.600Z,2025-03-30T17:29:57Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5610190963,141,82.1,5612114063,155,,5610190971,213,6.16,5610190959,140,40.8,5610190969,212,15.6,5610190955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542587,22,1,1,2,10,ahnt9ejgwj58ul8auzdvi3czf,1,41.2,81.5,2025-03-30T12:04:10.432Z,2025-03-30T12:04:11Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5610190989,212,4.4,5610190985,140,38.5,5610191007,156,,5610190983,56,Back,5610190987,141,76.6,5610190991,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542665,23,1,1,2,13,ahnt9ejgwj58ul8auzdvi3czf,1,52.8,51.0,2025-03-30T12:04:13.919Z,2025-03-30T12:04:17Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5610191421,141,22.5,5610191417,56,Center,5610191423,212,22.4,5610191419,140,63.5,5610191425,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542697,24,1,1,2,16,ahnt9ejgwj58ul8auzdvi3czf,1,84.6,12.3,2025-03-30T12:04:17.168Z,2025-03-30T12:04:58Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,1.0,,5610191619,213,1.58,5610191615,212,19.4,5610195065,210,15,5610191609,140,84.4,5610191605,56,Center,5610195067,154,,5610191611,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542715,25,15,1,2,18,ahnt9ejgwj58ul8auzdvi3czf,1,84.1,45.4,2025-03-30T12:04:18.912Z,2025-03-30T17:30:15Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5610195085,103,19.4,5610195089,146,85.5,5610195093,230,99.0,5610195077,154,,5610195165,233,28,5610195097,231,47.7,5610195091,147,45.7,5610193385,72,,5610193389,82,5610191701,56,Center,5610195083,102,53.1,5610195079,55,24,5610195075,29,5610191699,17,5610195087,328,5612114901,76,5610191695,22,,,,,,,,,,,,
2793542705,28,10,1,2,18,aljua8crr0vkwit0j3m59jw9j,1,14.0,54.0,2025-03-30T12:04:19.012Z,2025-03-30T12:04:59Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5610195211,233,25,5610191639,94,,5610191641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542733,26,61,1,2,20,ahnt9ejgwj58ul8auzdvi3czf,0,84.5,53.7,2025-03-30T12:04:21.039Z,2025-03-30T12:04:21Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5610191769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542795,29,4,1,2,21,aljua8crr0vkwit0j3m59jw9j,1,10.8,44.0,2025-03-30T12:04:21.967Z,2025-03-30T13:01:58Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5610192199,56,Back,5610192247,233,27,5610192205,285,,5610192203,265,,5610192197,13,,5610192201,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542743,27,4,1,2,21,ahnt9ejgwj58ul8auzdvi3czf,0,89.2,56.0,2025-03-30T12:04:21.968Z,2025-03-30T13:01:58Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5610192239,56,Center,5610192245,286,,5610192243,265,,5610192237,13,,5610192241,152,,5610192255,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543295,31,1,1,2,53,aljua8crr0vkwit0j3m59jw9j,1,11.9,47.9,2025-03-30T12:04:53.871Z,2025-03-30T12:04:55Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5610194709,5,,5610194713,56,Back,5610194721,213,0.97,5610194747,189,,5610194711,152,,5610194717,141,72.1,5610194719,212,20.0,5610194715,140,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
