id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2731946075,5,1,1,0,9,b3r6d8ydtmtjckam6pku9y400,0,29.4,88.1,2024-10-06T18:00:41.113Z,2024-10-06T23:33:35Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5274539557,3,,5274539565,212,10.2,5274539559,56,Back,5274539561,140,33.5,5274539567,213,1.14,5274539563,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946079,6,5,1,0,10,b3r6d8ydtmtjckam6pku9y400,0,31.0,101.2,2024-10-06T18:00:42.538Z,2024-10-06T18:00:49Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5274539911,233,7,5274539595,347,,5274539593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946137,7,5,1,0,10,ahnt9ejgwj58ul8auzdvi3czf,1,69.0,-1.2,2024-10-06T18:00:42.538Z,2024-10-06T18:08:39Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5274539877,347,,5274539875,56,Right,5274539893,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946177,8,1,1,0,15,ahnt9ejgwj58ul8auzdvi3czf,1,72.9,0.0,2024-10-06T18:00:47.300Z,2024-10-06T18:00:49Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274540125,141,10.4,5274540121,56,Right,5274540167,189,,5274540129,213,2.38,5274540119,107,,5274540127,212,10.9,5274540123,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946223,9,1,1,0,17,ahnt9ejgwj58ul8auzdvi3czf,1,63.4,9.7,2024-10-06T18:00:49.475Z,2024-10-06T18:00:52Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274540405,141,20.0,5274540401,56,Right,5274540407,212,7.0,5274540403,140,63.7,5274540409,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946243,10,1,1,0,19,ahnt9ejgwj58ul8auzdvi3czf,1,64.2,20.3,2024-10-06T18:00:51.371Z,2024-10-06T23:34:02Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5274540523,140,98.0,5274540527,141,11.5,5274540539,1,,5274540515,157,,5274540535,213,6.12,5274540519,56,Right,5274540531,212,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946341,11,61,1,0,23,ahnt9ejgwj58ul8auzdvi3czf,0,97.9,14.0,2024-10-06T18:00:54.862Z,2024-10-06T18:51:59Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5274541085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946273,7,56,1,0,24,b3r6d8ydtmtjckam6pku9y400,1,6.3,90.8,2024-10-06T18:00:56.120Z,2024-10-06T18:00:56Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5274540713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946351,8,5,1,0,25,b3r6d8ydtmtjckam6pku9y400,1,-0.8,88.2,2024-10-06T18:00:56.808Z,2024-10-06T18:08:40Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5274541241,233,12,5274541151,346,,5274541149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946361,12,5,1,0,25,ahnt9ejgwj58ul8auzdvi3czf,0,100.8,11.8,2024-10-06T18:00:56.808Z,2024-10-06T18:08:40Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5274541191,346,,5274541187,56,Right,5274541273,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946555,9,1,1,0,33,b3r6d8ydtmtjckam6pku9y400,1,3.0,49.9,2024-10-06T18:01:04.752Z,2024-10-06T23:34:30Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5274542255,213,5.92,5274542243,124,,5274542247,56,Back,5274542251,141,42.7,5274542259,237,,5274542249,140,15.1,5274542253,212,13.6,5276009445,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946583,10,1,1,0,34,b3r6d8ydtmtjckam6pku9y400,1,12.4,37.6,2024-10-06T18:01:06.160Z,2024-10-06T23:36:03Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5274542371,213,1.61,5274542369,212,24.9,5274542363,56,Back,5274542367,141,74.2,5274542365,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946665,11,1,1,0,41,b3r6d8ydtmtjckam6pku9y400,1,20.0,69.3,2024-10-06T18:01:13.208Z,2024-10-06T18:01:19Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274542883,213,1.32,5274542875,56,Back,5274542879,141,90.3,5274542877,140,23.5,5274542881,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946693,12,1,1,0,47,b3r6d8ydtmtjckam6pku9y400,1,31.4,90.9,2024-10-06T18:01:19.305Z,2024-10-06T18:01:21Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5274543057,140,26.8,5274543061,212,13.3,5274543055,56,Back,5274543063,213,4.34,5274543059,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946787,13,1,1,0,49,b3r6d8ydtmtjckam6pku9y400,1,26.4,70.6,2024-10-06T18:01:21.304Z,2024-10-06T18:01:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274543711,140,26.0,5274543715,212,13.7,5274543709,56,Back,5274543713,141,50.4,5274543717,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946807,14,1,1,0,56,b3r6d8ydtmtjckam6pku9y400,1,27.1,47.3,2024-10-06T18:01:27.992Z,2024-10-06T18:01:29Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5274543841,56,Back,5274543853,213,5.16,5274543851,212,13.7,5274543843,140,32.8,5274543847,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946819,15,1,1,0,57,b3r6d8ydtmtjckam6pku9y400,1,32.8,29.2,2024-10-06T18:01:28.888Z,2024-10-06T18:01:29Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5274543891,140,28.3,5274543895,212,12.6,5274543897,213,1.96,5274543889,56,Back,5274543893,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946851,16,1,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,28.3,46.3,2024-10-06T18:01:30.544Z,2024-10-06T23:36:13Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5274544079,141,75.7,5274544075,56,Back,5274544083,213,1.64,5274544081,212,20.0,5274544077,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946909,17,1,1,0,59,b3r6d8ydtmtjckam6pku9y400,1,27.0,75.7,2024-10-06T18:01:31.528Z,2024-10-06T18:01:36Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274544413,141,59.6,5274544417,213,3.66,5274544409,56,Back,5274544415,212,22.0,5274544411,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946947,18,1,1,1,5,b3r6d8ydtmtjckam6pku9y400,0,9.8,60.9,2024-10-06T18:01:36.744Z,2024-10-06T18:01:39Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5274544667,56,Center,5274544675,213,0.07,5274544671,141,68.2,5274544673,212,66.8,5274544677,1,,5274544665,157,,5274544669,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946991,13,1,1,1,8,ahnt9ejgwj58ul8auzdvi3czf,1,25.9,20.7,2024-10-06T18:01:40.404Z,2024-10-06T18:01:42Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274544943,141,33.1,5274544947,213,2.59,5274544937,3,,5274544945,212,16.1,5274544941,140,12.8,5274544939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731946995,14,52,1,1,10,ahnt9ejgwj58ul8auzdvi3czf,1,12.6,33.1,2024-10-06T18:01:42.515Z,2024-10-06T23:36:26Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5276014827,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947191,16,1,1,1,19,ahnt9ejgwj58ul8auzdvi3czf,1,12.7,35.4,2024-10-06T18:01:51.315Z,2024-10-06T18:01:53Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5274546035,141,11.4,5274546031,56,Back,5274546039,213,4.80,5274546037,212,16.4,5274546033,140,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947235,17,1,1,1,21,ahnt9ejgwj58ul8auzdvi3czf,1,13.3,12.0,2024-10-06T18:01:53.044Z,2024-10-06T18:01:55Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274546311,212,6.6,5274546303,140,17.4,5274546313,213,5.43,5274546307,141,4.7,5274546299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947261,18,1,1,1,24,ahnt9ejgwj58ul8auzdvi3czf,1,17.5,5.2,2024-10-06T18:01:55.875Z,2024-10-06T18:01:57Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274546419,140,10.2,5274546417,56,Back,5274546421,141,8.8,5274546423,212,8.0,5274546427,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947317,19,1,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,0,10.2,8.8,2024-10-06T18:01:57.492Z,2024-10-06T18:02:00Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274546751,141,17.4,5274546747,140,52.5,5274546743,56,Right,5274546741,157,,5274546761,1,,5274546757,213,0.13,5274546753,212,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947371,19,1,1,1,28,b3r6d8ydtmtjckam6pku9y400,1,46.7,83.8,2024-10-06T18:02:00.447Z,2024-10-06T23:37:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274547007,140,60.7,5274547013,213,5.82,5274547003,157,,5274547015,1,,5274547005,56,Center,5274547011,212,16.5,5274547009,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947385,20,1,1,1,30,b3r6d8ydtmtjckam6pku9y400,0,59.1,69.7,2024-10-06T18:02:02.639Z,2024-10-06T23:37:31Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5274547115,212,8.2,5274547105,3,,5274547111,140,65.5,5274547113,141,62.9,5274547107,168,,5274547117,213,5.68,5274547109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947481,20,1,1,1,32,ahnt9ejgwj58ul8auzdvi3czf,1,29.7,43.3,2024-10-06T18:02:03.739Z,2024-10-06T23:37:33Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5274547585,141,34.0,5274547581,56,Back,5274547583,140,33.2,5274547587,212,7.3,5274547589,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947499,21,1,1,1,37,ahnt9ejgwj58ul8auzdvi3czf,1,32.9,32.4,2024-10-06T18:02:09.267Z,2024-10-06T18:52:25Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274547717,56,Back,5274547721,141,37.3,5274547725,213,0.30,5274547719,140,43.1,5274547723,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947541,22,1,1,1,38,ahnt9ejgwj58ul8auzdvi3czf,0,57.7,38.9,2024-10-06T18:02:10.419Z,2024-10-06T23:37:58Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5274547961,141,40.7,5274547959,140,59.1,5274547957,56,Center,5274547965,213,0.69,5274547963,212,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732212841,929,61,1,1,39,b3r6d8ydtmtjckam6pku9y400,1,37.6,59.1,2024-10-06T18:02:11.507Z,2024-10-06T23:38:12Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5276019001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947561,23,1,1,1,40,ahnt9ejgwj58ul8auzdvi3czf,1,66.8,46.4,2024-10-06T18:02:12.172Z,2024-10-06T23:38:17Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274548041,213,3.14,5274548035,140,63.0,5274548037,141,46.4,5274548033,56,Center,5274548039,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947565,24,61,1,1,41,ahnt9ejgwj58ul8auzdvi3czf,0,62.8,45.7,2024-10-06T18:02:13.628Z,2024-10-06T20:04:49Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5274548045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947583,22,50,1,1,43,b3r6d8ydtmtjckam6pku9y400,1,35.4,52.2,2024-10-06T18:02:14.912Z,2024-10-06T23:38:22Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5274548131,56,Back,5274548133,286,,5274548371,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947613,25,7,1,1,43,ahnt9ejgwj58ul8auzdvi3czf,1,64.6,47.8,2024-10-06T18:02:14.913Z,2024-10-06T23:57:09Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274548275,56,Center,5276019773,383,,5274548341,233,22,5274548277,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947637,26,1,1,1,45,ahnt9ejgwj58ul8auzdvi3czf,1,62.7,46.6,2024-10-06T18:02:17.044Z,2024-10-06T18:02:18Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274548475,140,60.2,5274548479,212,7.0,5274548473,56,Center,5274548481,213,4.33,5274548477,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947695,28,1,1,1,47,ahnt9ejgwj58ul8auzdvi3czf,1,60.2,37.3,2024-10-06T18:02:18.836Z,2024-10-06T18:02:22Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5274548753,212,11.8,5274548755,213,1.70,5274548747,56,Center,5274548749,140,58.7,5274548751,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947707,29,1,1,1,48,ahnt9ejgwj58ul8auzdvi3czf,1,58.7,54.3,2024-10-06T18:02:20.019Z,2024-10-06T23:38:52Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5274548825,140,47.4,5274548829,212,14.7,5274548831,213,3.77,5274548827,141,41.5,5274548823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947733,30,1,1,1,50,ahnt9ejgwj58ul8auzdvi3czf,1,46.5,39.1,2024-10-06T18:02:21.787Z,2024-10-06T23:38:53Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274548973,141,14.7,5274548977,213,4.28,5274548975,212,18.3,5274548971,140,39.2,5274548969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947751,31,1,1,1,51,ahnt9ejgwj58ul8auzdvi3czf,0,39.0,14.6,2024-10-06T18:02:23.652Z,2024-10-06T18:52:58Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274549085,141,15.3,5274549081,56,Right,5274549087,212,23.9,5274549083,140,61.8,5274549089,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947749,23,8,1,1,52,b3r6d8ydtmtjckam6pku9y400,1,33.5,88.4,2024-10-06T18:02:24.279Z,2024-10-06T23:39:00Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274549079,56,Back,5276021369,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947757,24,43,1,1,53,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-06T18:02:24.903Z,2024-10-06T23:39:11Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5276021655,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731947805,25,1,1,1,53,b3r6d8ydtmtjckam6pku9y400,1,39.9,84.0,2024-10-06T18:02:25.527Z,2024-10-06T23:39:07Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274549389,212,14.8,5274549385,141,83.8,5274549381,56,Left,5274549383,140,54.0,5274549391,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
