id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2730044281,7,1,1,0,11,36g6ifzjliec1jqnbtf7yesme,1,62.5,24.6,2024-10-04T17:01:00.821Z,2024-10-04T17:51:40Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264444117,213,4.07,5264444109,56,Right,5264444113,141,14.1,5264444115,212,8.9,5264444111,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044339,9,1,1,0,13,36g6ifzjliec1jqnbtf7yesme,1,60.5,15.7,2024-10-04T17:01:02.739Z,2024-10-04T17:01:05Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264282073,213,3.25,5264282061,56,Back,5264282069,212,14.7,5264282065,140,46.6,5264282067,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044361,10,1,1,0,15,36g6ifzjliec1jqnbtf7yesme,1,58.0,7.2,2024-10-04T17:01:05.523Z,2024-10-04T17:01:06Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264282161,56,Right,5264282163,140,76.0,5264282167,212,21.1,5264282165,141,21.0,5264282169,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044379,11,1,1,0,17,36g6ifzjliec1jqnbtf7yesme,1,76.0,21.0,2024-10-04T17:01:06.756Z,2024-10-04T17:01:08Z,4sgxth7onhb5mu29bgyupby3u,J. Adedeji,,,5264282275,212,14.5,5264282273,141,6.4,5264282271,140,86.0,5264282277,213,5.53,5264282269,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044415,12,1,1,0,18,36g6ifzjliec1jqnbtf7yesme,0,87.3,6.2,2024-10-04T17:01:08.468Z,2024-10-04T17:01:11Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5264282461,141,100.0,5264282459,140,88.1,5264282455,155,,5264282457,56,Left,5264282453,2,,5264282467,1,,5264282465,213,1.56,5264282463,212,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044625,5,5,1,0,22,c165yjiny1qnmfdvefxvflnkc,1,13.6,-1.8,2024-10-04T17:01:11.870Z,2024-10-04T19:00:01Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5264283529,347,,5264283527,56,Back,5264283545,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044417,13,5,1,0,22,36g6ifzjliec1jqnbtf7yesme,0,86.4,101.8,2024-10-04T17:01:11.870Z,2024-10-04T19:00:02Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5264282469,56,Left,5264283555,233,5,5264282471,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044651,6,1,1,0,41,c165yjiny1qnmfdvefxvflnkc,0,17.8,0.0,2024-10-04T17:01:31.351Z,2024-10-04T17:01:33Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5264283661,213,0.17,5264283657,141,3.1,5264283651,107,,5264283653,56,Back,5264283659,212,18.7,5264283655,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044669,14,1,1,0,44,36g6ifzjliec1jqnbtf7yesme,1,81.8,90.4,2024-10-04T17:01:33.956Z,2024-10-04T17:52:10Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5264283727,3,,5264283737,213,4.99,5264283729,56,Center,5264283733,141,78.5,5264283735,212,8.4,5264283731,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044671,15,44,1,0,45,36g6ifzjliec1jqnbtf7yesme,1,70.9,87.5,2024-10-04T17:01:34.869Z,2024-10-04T17:01:36Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264283741,56,Left,5264283763,233,7,5264283743,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044675,7,44,1,0,45,c165yjiny1qnmfdvefxvflnkc,0,24.7,15.5,2024-10-04T17:01:34.870Z,2024-10-04T17:01:35Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5264283757,56,Back,5264283759,285,,5264283777,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044691,16,1,1,0,45,36g6ifzjliec1jqnbtf7yesme,1,84.0,78.5,2024-10-04T17:01:35.220Z,2024-10-04T17:01:37Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264283825,3,,5264283829,140,86.0,5264283833,212,10.0,5264283827,56,Center,5264283835,213,4.92,5264283831,141,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044743,17,1,1,0,47,36g6ifzjliec1jqnbtf7yesme,1,68.8,66.6,2024-10-04T17:01:37.172Z,2024-10-04T17:01:42Z,4sgxth7onhb5mu29bgyupby3u,J. Adedeji,,,5264284079,56,Center,5264284087,213,2.46,5264284083,141,76.1,5264284085,212,10.3,5264284081,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044759,18,1,1,0,52,36g6ifzjliec1jqnbtf7yesme,1,61.2,70.0,2024-10-04T17:01:42.421Z,2024-10-04T17:01:43Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264284147,141,63.8,5264284151,212,13.6,5264284141,56,Back,5264284157,213,3.46,5264284143,140,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044775,19,1,1,0,53,36g6ifzjliec1jqnbtf7yesme,1,49.2,65.4,2024-10-04T17:01:43.413Z,2024-10-04T17:01:44Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264284227,213,1.99,5264284221,140,45.4,5264284219,56,Back,5264284225,212,9.8,5264284223,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044799,20,1,1,0,54,36g6ifzjliec1jqnbtf7yesme,1,45.4,78.5,2024-10-04T17:01:44.164Z,2024-10-04T17:01:45Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264284331,141,48.5,5264284335,213,3.85,5264284329,140,22.5,5264284333,212,31.5,5264284327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044855,22,1,1,0,56,36g6ifzjliec1jqnbtf7yesme,1,23.4,47.9,2024-10-04T17:01:45.893Z,2024-10-04T17:01:51Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5264284647,56,Back,5264284649,140,34.1,5264284651,141,35.4,5264284655,213,5.64,5264284653,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044879,23,1,1,1,1,36g6ifzjliec1jqnbtf7yesme,1,36.5,35.9,2024-10-04T17:01:51.541Z,2024-10-04T17:01:53Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264284761,141,74.9,5264284759,140,37.4,5264284757,56,Back,5264284767,213,1.54,5264284763,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044917,24,1,1,1,3,36g6ifzjliec1jqnbtf7yesme,1,35.0,73.8,2024-10-04T17:01:53.077Z,2024-10-04T17:01:54Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264284925,141,93.8,5264284929,213,0.94,5264284927,212,16.9,5264284923,140,44.5,5264284921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044929,25,1,1,1,5,36g6ifzjliec1jqnbtf7yesme,1,46.8,95.3,2024-10-04T17:01:54.757Z,2024-10-04T17:01:56Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264285015,141,80.2,5264285019,213,5.33,5264285017,212,12.6,5264285013,140,53.8,5264285011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044941,8,45,1,1,6,c165yjiny1qnmfdvefxvflnkc,0,39.0,33.6,2024-10-04T17:01:56.229Z,2024-10-04T19:11:17Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5264285175,233,26,5264285077,56,Back,5264285079,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044951,26,3,1,1,6,36g6ifzjliec1jqnbtf7yesme,1,61.0,66.4,2024-10-04T17:01:56.229Z,2024-10-04T19:11:17Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5264285159,233,8,5264285129,286,,5264285127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044985,27,1,1,1,8,36g6ifzjliec1jqnbtf7yesme,1,69.7,75.6,2024-10-04T17:01:58.405Z,2024-10-04T17:02:01Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5264285313,213,5.80,5264285307,140,80.0,5264285309,141,67.2,5264285305,56,Center,5264285311,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044991,28,61,1,1,11,36g6ifzjliec1jqnbtf7yesme,0,80.0,67.2,2024-10-04T17:02:01.302Z,2024-10-04T17:53:25Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5264285337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045015,9,12,1,1,12,c165yjiny1qnmfdvefxvflnkc,1,12.9,42.4,2024-10-04T17:02:01.623Z,2024-10-04T17:02:04Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5264285439,140,35.3,5264285441,141,0.0,5264285437,56,Back,5264285475,167,,5264285445,213,5.37,5264285443,212,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045021,10,5,1,1,14,c165yjiny1qnmfdvefxvflnkc,0,35.1,-2.0,2024-10-04T17:02:03.764Z,2024-10-04T19:00:02Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5264285457,347,,5264285455,56,Back,5264285711,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045053,29,5,1,1,14,36g6ifzjliec1jqnbtf7yesme,1,64.9,102.0,2024-10-04T17:02:03.764Z,2024-10-04T19:00:02Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264285645,347,,5264285643,56,Left,5264285675,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045083,30,1,1,1,16,36g6ifzjliec1jqnbtf7yesme,1,65.3,100.0,2024-10-04T17:02:06.517Z,2024-10-04T17:02:10Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264285875,56,Back,5264285879,141,90.4,5264285873,107,,5264285881,212,20.9,5264285877,140,46.9,5264285883,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045103,31,1,1,1,20,36g6ifzjliec1jqnbtf7yesme,1,47.1,90.2,2024-10-04T17:02:10.533Z,2024-10-04T17:02:14Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264286053,1,,5264286051,213,4.76,5264286045,140,49.0,5264286049,212,39.9,5264286047,141,31.6,5264286043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045123,32,1,1,1,24,36g6ifzjliec1jqnbtf7yesme,1,54.9,30.0,2024-10-04T17:02:14.085Z,2024-10-04T17:02:18Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264286187,213,5.56,5264286179,56,Right,5264286183,141,4.6,5264286185,212,26.2,5264286181,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045135,33,1,1,1,28,36g6ifzjliec1jqnbtf7yesme,1,79.0,5.4,2024-10-04T17:02:17.941Z,2024-10-04T17:02:20Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5264286323,213,2.91,5264286325,1,,5264286315,56,Back,5264286319,141,17.2,5264286317,140,46.7,5264286321,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045161,34,1,1,1,30,36g6ifzjliec1jqnbtf7yesme,1,46.8,16.0,2024-10-04T17:02:20.405Z,2024-10-04T17:02:23Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264286457,213,2.43,5264286449,56,Back,5264286455,212,31.6,5264286453,141,46.4,5264286451,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045219,35,1,1,1,33,36g6ifzjliec1jqnbtf7yesme,1,23.5,50.2,2024-10-04T17:02:23.350Z,2024-10-04T17:02:30Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5264286737,213,1.19,5264286735,212,15.4,5264286733,141,71.2,5264286729,56,Back,5264286731,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045255,36,1,1,1,41,36g6ifzjliec1jqnbtf7yesme,1,40.1,72.0,2024-10-04T17:02:30.790Z,2024-10-04T17:02:34Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264286921,213,4.50,5264286913,56,Back,5264286915,140,35.5,5264286919,212,23.3,5264286917,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045299,37,1,1,1,44,36g6ifzjliec1jqnbtf7yesme,1,36.1,39.7,2024-10-04T17:02:34.230Z,2024-10-04T17:02:38Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264287153,213,1.50,5264287145,141,70.2,5264287149,212,20.8,5264287141,140,37.5,5264287137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045331,38,1,1,1,49,36g6ifzjliec1jqnbtf7yesme,1,53.9,81.5,2024-10-04T17:02:38.774Z,2024-10-04T17:02:41Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264287353,56,Left,5264287361,213,0.75,5264287355,140,61.0,5264287359,212,10.2,5264287357,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045379,39,1,1,1,52,36g6ifzjliec1jqnbtf7yesme,1,44.5,86.7,2024-10-04T17:02:41.766Z,2024-10-04T17:02:45Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264287631,213,3.95,5264287629,212,14.5,5264287625,140,35.0,5264287623,56,Back,5264287627,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045413,40,1,1,1,55,36g6ifzjliec1jqnbtf7yesme,1,39.7,71.5,2024-10-04T17:02:45.398Z,2024-10-04T17:02:50Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264287837,56,Back,5264287839,140,36.3,5264287841,141,46.1,5264287845,213,4.51,5264287843,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045459,41,1,1,2,0,36g6ifzjliec1jqnbtf7yesme,1,35.2,60.2,2024-10-04T17:02:50.246Z,2024-10-04T17:02:54Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264288085,212,13.0,5264288083,141,75.8,5264288081,140,42.4,5264288079,56,Back,5264288087,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045503,42,1,1,2,7,36g6ifzjliec1jqnbtf7yesme,0,54.7,94.3,2024-10-04T17:02:57.430Z,2024-10-04T17:53:33Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264288291,56,Left,5264288369,236,,5264288295,141,93.5,5264288299,213,5.65,5264288293,140,55.4,5264288371,233,11,5264288297,212,0.9,5264288375,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045511,11,74,1,2,7,c165yjiny1qnmfdvefxvflnkc,1,45.0,2.8,2024-10-04T17:02:57.431Z,2024-10-04T19:18:08Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5264288355,285,,5264288389,233,42,5264288353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045523,12,5,1,2,9,c165yjiny1qnmfdvefxvflnkc,0,45.3,-1.4,2024-10-04T17:02:59.111Z,2024-10-04T19:00:03Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5264288399,56,Back,5264288401,347,,5264288797,233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045593,43,5,1,2,9,36g6ifzjliec1jqnbtf7yesme,1,54.7,101.4,2024-10-04T17:02:59.111Z,2024-10-04T19:00:02Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264288775,347,,5264288773,56,Left,5264288793,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045609,44,1,1,2,17,36g6ifzjliec1jqnbtf7yesme,1,53.3,100.0,2024-10-04T17:03:07.111Z,2024-10-04T17:03:09Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264288891,107,,5264288895,140,41.6,5264288899,212,14.9,5264288897,141,89.7,5264288901,213,3.74,5264288893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045621,45,1,1,2,19,36g6ifzjliec1jqnbtf7yesme,1,41.4,89.5,2024-10-04T17:03:08.999Z,2024-10-04T17:03:09Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264288961,141,89.9,5264288959,140,44.5,5264288953,56,Back,5264288965,213,0.08,5264288963,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045629,46,1,1,2,20,36g6ifzjliec1jqnbtf7yesme,1,44.5,89.9,2024-10-04T17:03:09.655Z,2024-10-04T17:03:10Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5264289013,140,44.5,5264289017,212,14.6,5264289019,213,4.71,5264289015,141,68.4,5264289011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045661,47,1,1,2,20,36g6ifzjliec1jqnbtf7yesme,1,44.5,68.4,2024-10-04T17:03:10.471Z,2024-10-04T17:03:12Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264289199,140,39.1,5264289197,56,Back,5264289201,141,94.8,5264289203,212,18.8,5264289205,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045695,48,1,1,2,22,36g6ifzjliec1jqnbtf7yesme,0,39.6,96.8,2024-10-04T17:03:12.486Z,2024-10-04T17:03:14Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264289381,213,5.60,5264289371,155,,5264289375,140,56.6,5264289379,212,23.0,5264289377,141,75.4,5264289373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
