id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2731805761,8,1,1,0,12,9qsmopgutr7ut5g6workk8w4i,0,65.3,50.3,2024-10-06T16:02:26.020Z,2024-10-06T17:03:20Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5273767417,56,Center,5273767425,213,6.08,5273767415,168,,5273767421,141,46.9,5273767413,3,,5273767423,212,11.3,5273767419,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805801,4,1,1,0,12,59as3grjvj19voay31j3yfgni,0,22.3,55.6,2024-10-06T16:02:26.542Z,2024-10-06T16:02:28Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5273767643,3,,5273767649,141,59.7,5273767651,212,11.3,5273767647,140,32.7,5273767645,56,Back,5273767653,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805829,9,1,1,0,15,9qsmopgutr7ut5g6workk8w4i,0,64.9,44.0,2024-10-06T16:02:29.140Z,2024-10-06T16:02:30Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5273767811,140,63.0,5273767813,141,38.2,5273767807,3,,5273767809,56,Center,5273767815,212,4.4,5273767817,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805853,5,50,1,0,17,59as3grjvj19voay31j3yfgni,1,34.4,57.9,2024-10-06T16:02:31.581Z,2024-10-06T18:17:02Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5273768303,286,,5273768293,233,10,5273767933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805891,10,7,1,0,17,9qsmopgutr7ut5g6workk8w4i,0,65.6,42.1,2024-10-06T16:02:31.582Z,2024-10-06T20:46:58Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5275441519,385,,5273768163,56,Center,5273768217,233,5,5273768165,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805897,11,43,1,0,19,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-10-06T16:02:33.700Z,2024-10-06T16:02:47Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5273769665,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805903,6,61,1,0,20,59as3grjvj19voay31j3yfgni,0,31.2,59.1,2024-10-06T16:02:34.190Z,2024-10-06T16:11:18Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5273768223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731805985,12,1,1,0,23,9qsmopgutr7ut5g6workk8w4i,1,77.7,6.4,2024-10-06T16:02:37.124Z,2024-10-06T16:02:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5273768629,212,8.5,5273768623,56,Right,5273768631,213,1.46,5273768625,140,78.6,5273768627,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806005,13,1,1,0,24,9qsmopgutr7ut5g6workk8w4i,1,78.6,18.8,2024-10-06T16:02:38.109Z,2024-10-06T20:47:14Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5273768767,212,19.0,5273768765,141,10.0,5273768763,140,95.8,5273768769,213,5.96,5273768761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806029,14,1,1,0,26,9qsmopgutr7ut5g6workk8w4i,0,95.9,10.1,2024-10-06T16:02:40.116Z,2024-10-06T20:47:09Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5273768883,212,25.1,5275442307,224,,5273768881,141,46.7,5273768877,56,Center,5273768879,140,92.9,5275442309,20,,5273768873,2,,5273768885,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806071,7,12,1,0,27,59as3grjvj19voay31j3yfgni,1,10.6,64.2,2024-10-06T16:02:41.815Z,2024-10-06T18:14:14Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5273769087,213,3.17,5273769085,212,13.2,5273769079,56,Back,5273769155,167,,5273769083,141,63.6,5273769081,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806079,8,6,1,0,28,59as3grjvj19voay31j3yfgni,0,1.4,59.7,2024-10-06T16:02:42.677Z,2024-10-06T20:47:46Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5273771949,233,15,5273771915,56,Back,5273771917,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806061,15,6,1,0,28,9qsmopgutr7ut5g6workk8w4i,1,98.6,40.3,2024-10-06T16:02:42.677Z,2024-10-06T17:04:14Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5273769211,75,,5273771933,233,8,5273769209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806953,16,1,1,1,6,9qsmopgutr7ut5g6workk8w4i,1,99.5,0.5,2024-10-06T16:03:20.294Z,2024-10-06T20:48:06Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5273774045,155,,5273774057,213,1.76,5273774053,141,40.7,5273774041,2,,5275446589,20,,5273774047,224,,5273774055,212,27.9,5273774051,140,94.4,5273774049,56,Center,5273774043,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731874945,463,61,1,1,8,9qsmopgutr7ut5g6workk8w4i,1,94.1,41.8,2024-10-06T16:03:22.744Z,2024-10-06T17:09:46Z,aa0888u38mjc1euhofseazb2t,S. Spierings,1.0,,5274147107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731806987,17,15,1,1,9,9qsmopgutr7ut5g6workk8w4i,1,95.9,58.6,2024-10-06T16:03:23.205Z,2024-10-06T20:48:26Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5273777253,146,96.5,5273777229,76,,5273774235,56,Center,5274013035,233,9,5275448463,214,,5273777263,231,51.8,5273777233,29,,5273776335,82,,5273776329,20,,5273777255,147,57.6,5273777251,100,5273777249,328,5273776331,61,5273777237,55,463,5273777245,103,19,5273777259,230,99.1,5273777247,108,5273776327,25,5273777243,102,52.2,,,,,,,
2731807309,9,10,1,1,9,59as3grjvj19voay31j3yfgni,1,2.3,44.0,2024-10-06T16:03:23.305Z,2024-10-06T20:48:30Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5273775929,94,,5274013073,233,17,5273775931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731807321,10,6,1,1,10,59as3grjvj19voay31j3yfgni,0,5.6,40.9,2024-10-06T16:03:24.119Z,2024-10-06T20:48:37Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5273776069,73,,5274013171,233,18,5273776065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731807013,18,6,1,1,10,9qsmopgutr7ut5g6workk8w4i,1,94.4,59.1,2024-10-06T16:03:24.119Z,2024-10-06T20:48:33Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5273774523,73,,5273774521,56,Center,5274013145,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808147,19,1,1,1,57,9qsmopgutr7ut5g6workk8w4i,1,99.5,99.5,2024-10-06T16:04:11.511Z,2024-10-06T20:49:05Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,1.0,,5273780225,56,Center,5273780233,213,4.55,5273781345,210,13,5273780221,155,,5273780227,140,95.2,5273781349,154,,5273780217,2,,5273780231,212,27.6,5275451711,20,,5273780223,223,,5273780219,6,5273780229,141,,,,,,,,,,,,,,,,,,,59.4,,,,,,
2731808155,20,44,1,2,0,9qsmopgutr7ut5g6workk8w4i,1,95.2,57.4,2024-10-06T16:04:14.295Z,2024-10-06T16:43:18Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5273780659,233,11,5273780285,56,Center,5273780287,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808225,11,44,1,2,0,59as3grjvj19voay31j3yfgni,0,4.8,42.6,2024-10-06T16:04:14.296Z,2024-10-06T16:43:18Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5273780643,285,,5273780641,56,Back,5273780691,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808175,21,13,1,2,0,9qsmopgutr7ut5g6workk8w4i,1,96.4,59.1,2024-10-06T16:04:14.775Z,2024-10-06T20:49:33Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5273781383,55,19,5273781389,102,53.8,5273781373,74,,5273780765,15,,5273781377,154,,5273780365,56,Center,5273780363,61,,5273780769,328,,5273781403,230,99.3,5273780763,25,,5273781407,231,5273781375,29,5273781393,103,,,,,,,,,,,,,,,,,,52.0,77.8,,,,
2731808293,12,5,1,2,2,59as3grjvj19voay31j3yfgni,1,-1.3,44.2,2024-10-06T16:04:15.975Z,2024-10-06T18:11:07Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5273781033,346,,5273781063,233,22,5273781031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808199,22,5,1,2,2,9qsmopgutr7ut5g6workk8w4i,0,101.3,55.8,2024-10-06T16:04:15.975Z,2024-10-06T18:11:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5273781135,233,12,5273780497,56,Center,5273780499,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808609,13,1,1,2,20,59as3grjvj19voay31j3yfgni,0,2.6,51.1,2024-10-06T16:04:34.034Z,2024-10-06T16:04:35Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5273782749,140,67.6,5273782767,213,6.11,5273782757,141,33.6,5273782769,1,,5273782775,74,,5273782747,56,Center,5273782745,124,,5273782763,212,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808667,23,1,1,2,22,9qsmopgutr7ut5g6workk8w4i,1,32.4,75.1,2024-10-06T16:04:36.727Z,2024-10-06T16:04:38Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5273783125,56,Back,5273783127,140,34.2,5273783133,213,1.44,5273783131,212,14.9,5273783129,141,96.9,5273783123,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808703,25,61,1,2,26,9qsmopgutr7ut5g6workk8w4i,0,32.3,97.7,2024-10-06T16:04:40.296Z,2024-10-06T16:04:40Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5273783297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808757,15,1,1,2,28,59as3grjvj19voay31j3yfgni,1,62.1,4.5,2024-10-06T16:04:42.017Z,2024-10-06T16:04:43Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5273783527,212,8.5,5273783525,141,9.2,5273783523,140,69.6,5273783521,56,Right,5273783529,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808769,16,3,1,2,29,59as3grjvj19voay31j3yfgni,0,70.5,8.3,2024-10-06T16:04:43.250Z,2024-10-06T20:49:49Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5273783581,286,,5275455821,465,,5273783729,233,26,5273783579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808791,26,7,1,2,29,9qsmopgutr7ut5g6workk8w4i,0,29.5,91.7,2024-10-06T16:04:43.251Z,2024-10-06T20:49:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5273783683,56,Back,5275455985,385,,5273783693,233,16,5273783687,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808843,17,1,1,2,32,59as3grjvj19voay31j3yfgni,1,65.2,3.5,2024-10-06T16:04:46.449Z,2024-10-06T16:04:47Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5273783943,140,69.5,5273783949,212,7.4,5273783947,141,12.1,5273783953,213,0.91,5273783939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808881,18,1,1,2,33,59as3grjvj19voay31j3yfgni,1,69.5,12.1,2024-10-06T16:04:47.825Z,2024-10-06T16:04:49Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5273784185,213,4.31,5273784173,56,Right,5273784183,212,5.1,5273784177,140,67.6,5273784181,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808893,19,1,1,2,35,59as3grjvj19voay31j3yfgni,1,67.6,4.9,2024-10-06T16:04:49.665Z,2024-10-06T16:04:50Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5273784247,212,8.3,5273784245,141,16.6,5273784243,140,65.3,5273784241,56,Right,5273784249,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808925,20,1,1,2,36,59as3grjvj19voay31j3yfgni,1,64.8,16.8,2024-10-06T16:04:50.338Z,2024-10-06T16:04:51Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5273784399,56,Right,5273784405,212,9.2,5273784407,213,6.02,5273784401,140,73.3,5273784403,141,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731808931,21,1,1,2,37,59as3grjvj19voay31j3yfgni,1,73.5,13.3,2024-10-06T16:04:51.314Z,2024-10-06T20:50:18Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5273784453,213,3.92,5273784451,212,5.3,5273784449,141,7.8,5273784445,56,Right,5273784447,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809009,22,1,1,2,39,59as3grjvj19voay31j3yfgni,1,68.0,4.3,2024-10-06T16:04:53.490Z,2024-10-06T16:04:55Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5273784803,213,2.79,5273784799,141,9.4,5273784801,212,10.0,5273784795,56,Right,5273784797,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809071,23,1,1,2,41,59as3grjvj19voay31j3yfgni,1,59.1,12.3,2024-10-06T16:04:55.746Z,2024-10-06T16:04:59Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5273785153,56,Back,5273785159,212,31.7,5273785161,213,2.06,5273785157,141,53.4,5273785155,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809115,24,1,1,2,45,59as3grjvj19voay31j3yfgni,1,44.8,53.4,2024-10-06T16:04:59.026Z,2024-10-06T16:05:01Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5273785443,140,46.9,5273785449,213,1.48,5273785441,56,Back,5273785447,212,24.0,5273785445,141,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809159,25,1,1,2,47,59as3grjvj19voay31j3yfgni,0,45.8,93.0,2024-10-06T16:05:01.378Z,2024-10-06T16:05:03Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5273785663,141,89.5,5273785661,140,77.0,5273785669,1,,5273785657,155,,5273785659,56,Left,5273785667,213,6.21,5273785665,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809191,27,1,1,2,50,9qsmopgutr7ut5g6workk8w4i,0,21.5,7.1,2024-10-06T16:05:04.344Z,2024-10-06T17:04:38Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5273785823,3,,5273785831,141,8.2,5273785833,212,5.0,5273785827,140,26.2,5273785825,56,Back,5273785837,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809245,26,1,1,2,51,59as3grjvj19voay31j3yfgni,1,69.5,86.3,2024-10-06T16:05:05.090Z,2024-10-06T16:05:08Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5273786157,141,74.2,5273786151,56,Center,5273786159,212,10.4,5273786161,213,4.06,5273786153,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809331,27,1,1,2,54,59as3grjvj19voay31j3yfgni,1,63.2,70.3,2024-10-06T16:05:08.290Z,2024-10-06T16:05:13Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5273786657,155,,5273786663,140,65.6,5273786669,213,4.77,5273786661,56,Right,5273786667,212,44.1,5273786671,1,,5273786665,141,5.6,5273786659,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809395,28,1,1,2,59,59as3grjvj19voay31j3yfgni,1,76.1,3.3,2024-10-06T16:05:13.250Z,2024-10-06T20:50:39Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,1.0,,5273787017,2,,5273787025,141,43.8,5273787027,212,31.5,5275459637,20,,5275459633,224,,5273787971,210,13,5273787029,213,1.06,5273787021,56,Center,5273787023,140,90.7,5273787019,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809399,29,44,1,3,2,59as3grjvj19voay31j3yfgni,1,90.6,45.6,2024-10-06T16:05:15.939Z,2024-10-06T16:43:18Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5273787175,233,28,5273787059,56,Center,5273787061,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731809421,28,44,1,3,2,9qsmopgutr7ut5g6workk8w4i,0,9.4,54.4,2024-10-06T16:05:15.940Z,2024-10-06T16:43:18Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5273787201,233,29,5273787161,56,Back,5273787167,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
