id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2705193357,8,4,1,0,17,5rz9enoyknpg8ji78za5b82p0,1,35.2,92.9,2024-08-02T17:02:32Z,2024-08-03T03:41:38Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5128700611,294,,5127829253,286,,5127829249,233,8,5127829043,56,Back,5127829045,152,,5127829041,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193353,8,4,1,0,17,aljua8crr0vkwit0j3m59jw9j,0,64.8,7.1,2024-08-02T17:02:32.001Z,2024-08-03T03:41:41Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5127829235,285,,5127829259,233,8,5127829011,152,,5128700643,294,,5127829009,56,Right,5127829007,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193441,9,1,1,0,31,5rz9enoyknpg8ji78za5b82p0,1,30.9,88.9,2024-08-02T17:02:45.494Z,2024-08-03T03:41:55Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127829447,189,,5127829435,56,Back,5127829443,213,5.26,5127829431,5,,5127829433,152,,5127829441,212,10.3,5127829439,141,76.0,5127829437,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193459,10,1,1,0,32,5rz9enoyknpg8ji78za5b82p0,1,36.6,74.8,2024-08-02T17:02:47.353Z,2024-08-03T03:42:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5127829517,212,18.5,5127829513,140,27.2,5127829519,213,4.15,5127829515,141,51.8,5127829511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193469,11,1,1,0,35,5rz9enoyknpg8ji78za5b82p0,1,30.2,52.3,2024-08-02T17:02:49.446Z,2024-08-03T03:42:18Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5127829579,141,31.1,5127829577,140,34.9,5127829583,213,5.04,5127829581,212,15.2,5127829575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193477,12,1,1,0,39,5rz9enoyknpg8ji78za5b82p0,1,45.9,19.7,2024-08-02T17:02:54.164Z,2024-08-03T03:42:29Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127829637,141,3.1,5127829639,212,14.6,5127829641,213,5.40,5127829633,56,Right,5127829635,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193483,13,1,1,0,40,5rz9enoyknpg8ji78za5b82p0,0,60.6,4.4,2024-08-02T17:02:54.695Z,2024-08-03T03:43:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127829665,141,6.8,5127829661,56,Back,5127829667,212,11.7,5127829669,213,3.00,5127829663,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193523,9,8,1,0,41,aljua8crr0vkwit0j3m59jw9j,1,45.0,92.6,2024-08-02T17:02:55.609Z,2024-08-03T03:43:41Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,,5128701593,384,,5127829857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705352063,755,1,1,0,42,aljua8crr0vkwit0j3m59jw9j,0,43.0,95.7,2024-08-02T17:02:56.777Z,2024-08-03T03:44:26Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5128702077,140,45.4,5128702079,141,95.4,5128702081,212,2.5,5128702075,56,Back,5128702083,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193517,14,61,1,0,43,5rz9enoyknpg8ji78za5b82p0,1,55.1,2.0,2024-08-02T17:02:57.756Z,2024-08-03T03:44:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127829841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193547,10,5,1,0,44,aljua8crr0vkwit0j3m59jw9j,1,48.4,101.6,2024-08-02T17:02:58.444Z,2024-08-03T03:44:46Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5127829993,233,15,5127829971,347,,5127829969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193525,15,5,1,0,44,5rz9enoyknpg8ji78za5b82p0,0,51.6,-1.6,2024-08-02T17:02:58.444Z,2024-08-03T03:44:48Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127829861,347,,5127829859,56,Right,5127830039,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193565,11,1,1,0,50,aljua8crr0vkwit0j3m59jw9j,1,47.4,100.0,2024-08-02T17:03:04.849Z,2024-08-02T17:03:07Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5127830057,107,,5127830061,140,32.3,5127830065,212,17.7,5127830059,56,Back,5127830067,213,3.61,5127830063,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193583,12,1,1,0,52,aljua8crr0vkwit0j3m59jw9j,1,31.5,91.1,2024-08-02T17:03:06.785Z,2024-08-02T17:03:10Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5127830149,56,Back,5127830151,140,25.5,5127830155,212,16.7,5127830157,213,4.32,5127830153,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193609,13,1,1,0,56,aljua8crr0vkwit0j3m59jw9j,0,26.4,65.7,2024-08-02T17:03:10.497Z,2024-08-02T17:03:14Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5127830277,140,71.2,5127830279,141,75.9,5127830273,157,,5127830283,213,0.15,5127830281,212,47.5,5127830285,1,,5127830275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193599,16,44,1,0,57,5rz9enoyknpg8ji78za5b82p0,1,32.8,28.5,2024-08-02T17:03:12.297Z,2024-08-02T17:25:17Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127830217,56,Back,5127830337,233,14,5127830219,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193613,14,44,1,0,57,aljua8crr0vkwit0j3m59jw9j,0,67.2,71.5,2024-08-02T17:03:12.298Z,2024-08-02T17:25:17Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,,5127830303,286,,5127830343,233,16,5127830301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193621,17,1,1,0,58,5rz9enoyknpg8ji78za5b82p0,0,33.9,32.4,2024-08-02T17:03:12.891Z,2024-08-02T17:03:15Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127830327,141,32.4,5127830329,212,2.7,5127830323,56,Back,5127830321,3,,5127830325,140,36.5,5127830331,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193631,18,4,1,1,3,5rz9enoyknpg8ji78za5b82p0,1,36.2,27.8,2024-08-02T17:03:17.687Z,2024-08-02T17:25:11Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127830425,56,Back,5127830421,13,,5127830427,152,,5127830491,233,15,5127830429,286,,5127830423,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193637,15,4,1,1,3,aljua8crr0vkwit0j3m59jw9j,0,63.8,72.2,2024-08-02T17:03:17.688Z,2024-08-02T17:25:11Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5127830477,56,Center,5127830481,285,,5127830473,13,,5127830479,152,,5127830475,294,,5127830497,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193669,19,1,1,1,10,5rz9enoyknpg8ji78za5b82p0,1,34.7,30.6,2024-08-02T17:03:25.372Z,2024-08-02T19:11:35Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127830597,152,,5127830607,213,2.04,5127830623,189,,5127830603,141,49.9,5127830599,56,Back,5127830601,140,28.4,5127830605,212,14.7,5127830595,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193677,20,1,1,1,12,5rz9enoyknpg8ji78za5b82p0,1,29.8,53.6,2024-08-02T17:03:27.278Z,2024-08-02T17:03:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5127830661,56,Back,5127830665,141,72.0,5127830663,140,31.2,5127830669,213,1.45,5127830667,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193689,21,1,1,1,13,5rz9enoyknpg8ji78za5b82p0,1,35.4,75.6,2024-08-02T17:03:28.278Z,2024-08-02T17:03:30Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127830719,140,44.3,5127830723,212,15.0,5127830717,56,Back,5127830725,213,0.90,5127830721,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193711,22,1,1,1,16,5rz9enoyknpg8ji78za5b82p0,1,42.2,83.3,2024-08-02T17:03:30.512Z,2024-08-02T17:03:35Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127830823,56,Back,5127830829,212,24.7,5127830827,141,51.2,5127830831,213,4.23,5127830825,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193733,23,1,1,1,21,5rz9enoyknpg8ji78za5b82p0,1,31.4,47.3,2024-08-02T17:03:35.636Z,2024-08-03T03:46:40Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5127830927,140,85.6,5127830933,213,5.98,5127830923,155,,5127830929,141,20.9,5128703405,189,,5127830925,56,Right,5127830935,1,,5127830931,212,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193735,24,50,1,1,24,5rz9enoyknpg8ji78za5b82p0,1,85.8,19.8,2024-08-02T17:03:38.751Z,2024-08-02T17:25:14Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127830941,286,,5127830939,56,Right,5127831041,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193751,16,7,1,1,24,aljua8crr0vkwit0j3m59jw9j,1,14.2,80.2,2024-08-02T17:03:38.752Z,2024-08-03T03:47:07Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5127831015,56,Back,5128703581,385,,5127831023,233,24,5127831017,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193763,17,6,1,1,26,aljua8crr0vkwit0j3m59jw9j,0,13.6,81.5,2024-08-02T17:03:41.229Z,2024-08-03T03:47:25Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5127831109,56,Back,5127831123,233,25,5127831111,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193739,25,6,1,1,26,5rz9enoyknpg8ji78za5b82p0,1,86.4,18.5,2024-08-02T17:03:41.229Z,2024-08-02T17:25:07Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127831013,75,,5127831115,233,17,5127831011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193957,26,1,1,2,10,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-08-02T17:04:24.796Z,2024-08-03T03:47:31Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5128703851,72,,5127832219,140,93.7,5127832213,155,,5127832217,56,Center,5127832221,141,41.6,5127832225,213,1.79,5127832223,212,28.6,5127832209,2,,5127832211,6,5127832215,223,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193971,18,44,1,2,11,aljua8crr0vkwit0j3m59jw9j,1,4.8,56.1,2024-08-02T17:04:25.849Z,2024-08-02T17:25:18Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5127832303,285,,5127832429,233,27,5127832301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193989,27,44,1,2,11,5rz9enoyknpg8ji78za5b82p0,0,95.2,43.9,2024-08-02T17:04:25.850Z,2024-08-02T17:04:37Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5127832419,286,,5127832417,56,Center,5127832433,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193977,19,12,1,2,11,aljua8crr0vkwit0j3m59jw9j,1,2.9,55.2,2024-08-02T17:04:26.362Z,2024-08-03T07:04:06Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5127832349,167,,5127832335,212,5.2,5127832331,140,0.0,5127832343,15,,5127832327,56,Back,5127832333,141,58.1,5127832337,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193979,20,6,1,2,14,aljua8crr0vkwit0j3m59jw9j,0,1.0,59.1,2024-08-02T17:04:29.117Z,2024-08-03T03:48:10Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5127833237,73,,5127833251,233,28,5127833235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193997,28,6,1,2,14,5rz9enoyknpg8ji78za5b82p0,1,99.0,40.9,2024-08-02T17:04:29.117Z,2024-08-02T17:25:08Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127832521,75,,5127833239,233,20,5127832519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194069,29,1,1,2,35,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-08-02T17:04:49.840Z,2024-08-03T03:48:18Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5128704469,72,,5127832891,56,Center,5127832895,141,43.1,5127832885,6,,5127832897,212,29.2,5127832887,155,,5127832899,213,1.69,5127832889,223,,5127832883,2,5127832893,140,96.1,,,,,,,,,,,,,,,,,,,,,,,,,
2705194085,21,12,1,2,38,aljua8crr0vkwit0j3m59jw9j,1,1.4,60.3,2024-08-02T17:04:53.265Z,2024-08-03T03:48:34Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5127832991,167,,5127832975,213,2.28,5127832971,141,64.6,5127832969,140,0.0,5127832967,56,Back,5127832973,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194087,22,6,1,2,39,aljua8crr0vkwit0j3m59jw9j,0,1.0,60.9,2024-08-02T17:04:54.152Z,2024-08-03T03:48:50Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5127833273,56,Back,5127833275,73,,5127833343,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194081,30,6,1,2,39,5rz9enoyknpg8ji78za5b82p0,1,99.0,39.1,2024-08-02T17:04:54.152Z,2024-08-02T17:25:08Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127833033,75,,5127833031,56,Center,5127833299,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194205,31,1,1,2,57,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-08-02T17:05:12.366Z,2024-08-03T03:48:54Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127833709,140,96.1,5127833703,155,,5127833707,56,Center,5127833711,141,42.4,5127833715,213,1.70,5128705015,72,,5127833699,2,,5127833713,212,28.7,5127833705,223,5127833701,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194239,23,4,1,3,4,aljua8crr0vkwit0j3m59jw9j,1,4.3,56.8,2024-08-02T17:05:19.302Z,2024-08-03T06:57:38Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5127834649,295,,5127834073,285,,5127834061,13,,5127837023,233,32,5127834069,152,,5127834067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194219,32,4,1,3,4,5rz9enoyknpg8ji78za5b82p0,0,95.7,43.2,2024-08-02T17:05:19.303Z,2024-08-03T06:57:34Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127837027,233,23,5127833857,13,,5127833865,286,,5127833861,56,Center,5127833859,295,,5127833863,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194285,24,1,1,3,12,aljua8crr0vkwit0j3m59jw9j,1,5.7,54.9,2024-08-02T17:05:26.496Z,2024-08-03T03:50:49Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5127834179,56,Back,5127834177,152,,5127943053,189,,5127834187,213,5.45,5127834183,141,41.0,5127834185,212,12.7,5127834181,140,13.8,5127834175,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194295,25,1,1,3,15,aljua8crr0vkwit0j3m59jw9j,1,12.7,40.6,2024-08-02T17:05:30.064Z,2024-08-03T03:50:57Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5127834221,56,Back,5127834225,141,5.2,5127834231,1,,5127834227,212,32.6,5127834223,140,33.6,5127834229,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
