id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797358037,7,5,1,0,10,77tfx9me4aaqhzv78bmgsy9bg,0,100.8,83.4,2025-04-06T16:00:52.057Z,2025-04-06T18:10:56Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5631161061,233,4,5631161019,346,,5631161017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797357953,5,1,1,0,21,b3r6d8ydtmtjckam6pku9y400,1,4.6,44.2,2025-04-06T16:01:03.746Z,2025-04-06T16:01:07Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5631160585,213,4.96,5631160579,140,10.3,5631160577,56,Back,5631160573,124,,5631160581,141,10.0,5631160589,237,,5631160583,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358009,6,1,1,0,25,b3r6d8ydtmtjckam6pku9y400,1,9.8,9.5,2025-04-06T16:01:06.897Z,2025-04-06T16:52:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631160883,155,,5631160897,212,25.6,5631160901,213,6.14,5631160889,140,33.9,5631160893,141,4.0,5631160887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358023,7,61,1,0,28,b3r6d8ydtmtjckam6pku9y400,0,31.3,2.6,2025-04-06T16:01:09.962Z,2025-04-06T19:47:44Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5631160943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358031,8,5,1,0,29,b3r6d8ydtmtjckam6pku9y400,0,40.0,-1.4,2025-04-06T16:01:11.689Z,2025-04-06T18:10:57Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631160989,347,,5631160987,56,Back,5631161867,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358191,8,5,1,0,29,77tfx9me4aaqhzv78bmgsy9bg,1,60.0,101.4,2025-04-06T16:01:11.689Z,2025-04-06T18:10:56Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5631161831,233,8,5631161805,56,Left,5631161807,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358215,9,1,1,0,41,77tfx9me4aaqhzv78bmgsy9bg,1,48.8,100.0,2025-04-06T16:01:23.119Z,2025-04-06T16:51:43Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5631161955,141,92.3,5631161957,212,6.3,5631161959,213,4.50,5631161951,56,Back,5631161949,107,,5631161953,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358269,10,1,1,0,43,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,89.4,2025-04-06T16:01:24.991Z,2025-04-06T16:01:29Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631162257,56,Back,5631162259,140,48.3,5631162265,213,0.51,5631162263,212,3.4,5631162261,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358283,11,1,1,0,46,77tfx9me4aaqhzv78bmgsy9bg,1,47.1,91.7,2025-04-06T16:01:28.742Z,2025-04-06T16:01:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5631162301,141,81.8,5631162305,213,3.51,5631162299,140,30.4,5631162303,212,18.8,5631162297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358337,12,1,1,0,48,77tfx9me4aaqhzv78bmgsy9bg,1,28.7,78.7,2025-04-06T16:01:30.007Z,2025-04-06T16:01:34Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631162611,140,22.9,5631162617,213,4.36,5631162613,141,54.5,5631162615,212,17.5,5631162609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358349,13,1,1,0,52,77tfx9me4aaqhzv78bmgsy9bg,1,25.6,50.6,2025-04-06T16:01:33.919Z,2025-04-06T16:01:35Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631162689,212,7.3,5631162687,141,60.5,5631162683,56,Back,5631162691,213,1.17,5631162685,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358363,14,1,1,0,53,77tfx9me4aaqhzv78bmgsy9bg,1,28.3,60.5,2025-04-06T16:01:34.919Z,2025-04-06T16:01:36Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631162763,140,45.7,5631162761,56,Back,5631162765,141,56.9,5631162767,212,18.4,5631162769,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358381,15,1,1,0,54,77tfx9me4aaqhzv78bmgsy9bg,1,45.7,56.9,2025-04-06T16:01:36.175Z,2025-04-06T16:01:37Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631162865,140,32.4,5631162871,213,2.91,5631162863,56,Back,5631162867,141,61.7,5631162869,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358395,16,1,1,0,55,77tfx9me4aaqhzv78bmgsy9bg,1,31.8,62.1,2025-04-06T16:01:37.751Z,2025-04-06T16:01:39Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631162927,56,Back,5631162931,141,74.4,5631162935,213,1.06,5631162929,140,36.3,5631162933,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358455,17,1,1,0,57,77tfx9me4aaqhzv78bmgsy9bg,1,36.4,78.2,2025-04-06T16:01:38.911Z,2025-04-06T16:01:43Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5631163257,213,0.65,5631163251,140,40.0,5631163255,212,4.7,5631163247,56,Back,5631163253,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358461,18,3,1,1,1,77tfx9me4aaqhzv78bmgsy9bg,0,42.1,79.5,2025-04-06T16:01:43.192Z,2025-04-06T19:48:29Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,,5631163293,56,Back,5631439767,233,9,5631163295,286,,5632196975,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358497,9,7,1,1,1,b3r6d8ydtmtjckam6pku9y400,0,57.9,20.5,2025-04-06T16:01:43.193Z,2025-04-06T19:48:27Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5631439751,233,18,5631439725,56,Right,5632196729,178,,5632196727,385,,5631439727,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797407663,514,61,1,1,2,77tfx9me4aaqhzv78bmgsy9bg,1,38.9,72.3,2025-04-06T16:01:43.892Z,2025-04-06T16:52:11Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,,5631436791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797408659,415,1,1,1,3,b3r6d8ydtmtjckam6pku9y400,1,56.2,27.0,2025-04-06T16:01:44.892Z,2025-04-06T16:53:18Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5631442485,140,69.1,5631442491,213,5.42,5631442483,56,Right,5631442489,212,20.8,5631442487,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797408685,416,1,1,1,4,b3r6d8ydtmtjckam6pku9y400,1,64.4,5.0,2025-04-06T16:01:45.892Z,2025-04-06T16:53:20Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5631442649,213,0.12,5631442647,212,29.3,5631442645,141,10.3,5631442641,56,Right,5631442643,140,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358537,11,1,1,1,5,b3r6d8ydtmtjckam6pku9y400,0,89.9,6.4,2025-04-06T16:01:47.074Z,2025-04-06T19:49:29Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631163707,56,Center,5631163713,212,10.5,5631163709,140,90.5,5631163715,213,1.51,5631163711,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358705,22,61,1,1,6,77tfx9me4aaqhzv78bmgsy9bg,1,20.3,92.9,2025-04-06T16:01:48.075Z,2025-04-06T19:49:31Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5631164711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358563,19,1,1,1,7,77tfx9me4aaqhzv78bmgsy9bg,1,10.7,81.2,2025-04-06T16:01:49.816Z,2025-04-06T19:49:37Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631163861,141,88.9,5631163863,212,5.3,5631163865,213,1.41,5631163859,140,11.5,5631163857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358589,21,1,1,1,9,77tfx9me4aaqhzv78bmgsy9bg,0,12.5,87.5,2025-04-06T16:01:51.471Z,2025-04-06T19:49:45Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5631164011,212,11.3,5631164013,213,0.16,5631164009,141,90.1,5631164005,140,23.1,5631164001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358587,12,8,1,1,10,b3r6d8ydtmtjckam6pku9y400,1,72.8,9.6,2025-04-06T16:01:51.970Z,2025-04-06T19:49:50Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5631163979,56,Right,5632202483,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358633,13,50,1,1,11,b3r6d8ydtmtjckam6pku9y400,1,74.6,4.8,2025-04-06T16:01:52.915Z,2025-04-06T19:50:16Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5632204035,233,1012,5631164295,56,Right,5632203151,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797544131,1012,7,1,1,11,77tfx9me4aaqhzv78bmgsy9bg,1,25.4,95.2,2025-04-06T16:01:52.916Z,2025-04-06T19:50:16Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5632203809,178,,5632203807,385,,5632203801,167,,5632203805,285,,5632204015,233,13,5632203803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358741,14,5,1,1,12,b3r6d8ydtmtjckam6pku9y400,1,75.5,-1.0,2025-04-06T16:01:54.395Z,2025-04-06T20:02:22Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5631769781,233,23,5631164879,56,Right,5631164881,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358733,23,5,1,1,12,77tfx9me4aaqhzv78bmgsy9bg,0,24.5,101.0,2025-04-06T16:01:54.395Z,2025-04-06T20:02:21Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,,5631164851,56,Back,5631769799,233,14,5631164853,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358775,15,1,1,1,20,b3r6d8ydtmtjckam6pku9y400,1,68.1,0.0,2025-04-06T16:02:01.946Z,2025-04-06T20:00:01Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631165043,212,12.9,5631165035,107,,5631165041,141,5.3,5631165045,213,2.78,5631165037,56,Right,5631165039,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358853,16,1,1,1,22,b3r6d8ydtmtjckam6pku9y400,1,56.8,7.3,2025-04-06T16:02:04.139Z,2025-04-06T20:00:01Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5631165483,212,25.9,5631165481,141,39.5,5631165479,140,43.7,5631165477,56,Back,5631165485,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358901,17,1,1,1,26,b3r6d8ydtmtjckam6pku9y400,1,44.9,44.9,2025-04-06T16:02:08.827Z,2025-04-06T20:00:01Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631165725,56,Back,5631165733,213,4.80,5631165731,212,19.7,5631165729,141,16.1,5631165727,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358959,18,1,1,1,29,b3r6d8ydtmtjckam6pku9y400,1,46.2,14.4,2025-04-06T16:02:11.331Z,2025-04-06T20:00:00Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5631166051,213,5.87,5631166043,56,Right,5631166047,141,3.5,5631166049,212,18.6,5631166045,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358967,19,1,1,1,33,b3r6d8ydtmtjckam6pku9y400,0,57.8,2.9,2025-04-06T16:02:15.138Z,2025-04-06T20:00:00Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631166091,213,0.22,5631166083,56,Right,5631166625,233,24,5631166087,141,4.7,5631166089,212,5.5,5631166629,286,,5631166623,236,,5631166085,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358971,24,74,1,1,33,77tfx9me4aaqhzv78bmgsy9bg,1,39.5,93.8,2025-04-06T16:02:15.139Z,2025-04-06T20:02:21Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5631166103,56,Back,5631166105,285,,5631166635,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359023,20,5,1,1,34,b3r6d8ydtmtjckam6pku9y400,1,65.7,-1.6,2025-04-06T16:02:16.571Z,2025-04-06T20:00:00Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631166419,233,25,5631166385,56,Right,5631166387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797358997,25,5,1,1,34,77tfx9me4aaqhzv78bmgsy9bg,0,34.3,101.6,2025-04-06T16:02:16.571Z,2025-04-06T20:02:21Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5631166245,56,Back,5631166475,233,20,5631166247,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359139,21,1,1,1,43,b3r6d8ydtmtjckam6pku9y400,1,66.4,0.0,2025-04-06T16:02:25.668Z,2025-04-06T20:00:00Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631167065,56,Right,5631167067,140,75.6,5631167069,141,5.8,5631167073,213,0.50,5631167071,212,11.0,5631167063,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359141,22,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,0,71.0,2.6,2025-04-06T16:02:28.667Z,2025-04-06T19:59:59Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5631442761,233,26,5631167091,56,Right,5631167099,141,4.7,5631167109,213,0.34,5631442765,286,,5631442759,236,,5631167095,140,74.9,5631167105,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359813,26,74,1,1,46,77tfx9me4aaqhzv78bmgsy9bg,1,15.7,96.3,2025-04-06T16:02:28.668Z,2025-04-06T20:02:20Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631442709,285,,5631442707,56,Back,5631442795,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359187,23,5,1,1,48,b3r6d8ydtmtjckam6pku9y400,1,81.4,-1.4,2025-04-06T16:02:30.124Z,2025-04-06T19:59:59Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5631167371,56,Right,5631167373,347,,5631443837,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359825,27,5,1,1,48,77tfx9me4aaqhzv78bmgsy9bg,0,18.6,101.4,2025-04-06T16:02:30.124Z,2025-04-06T20:02:20Z,,,,,5631443431,56,Back,5631443847,233,23,5631443433,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359233,24,1,1,1,54,b3r6d8ydtmtjckam6pku9y400,1,78.4,0.0,2025-04-06T16:02:36.067Z,2025-04-06T20:02:22Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5631167621,107,,5631167627,141,5.9,5631167631,213,2.89,5631167629,212,19.3,5631167623,56,Right,5631167625,140,60.6,5632248217,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359417,25,1,1,1,55,b3r6d8ydtmtjckam6pku9y400,1,60.6,5.9,2025-04-06T16:02:37.419Z,2025-04-06T19:59:58Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5631168599,1,,5631168583,140,35.9,5631168597,213,2.46,5631168579,56,Back,5631168589,141,36.6,5631168593,212,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359481,26,1,1,2,7,b3r6d8ydtmtjckam6pku9y400,1,33.7,41.3,2025-04-06T16:02:49.676Z,2025-04-06T19:59:58Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5631168975,212,41.6,5631168979,1,,5631168977,213,1.02,5631168971,140,54.6,5631168973,141,93.3,5631168969,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359507,27,1,1,2,10,b3r6d8ydtmtjckam6pku9y400,1,46.4,94.4,2025-04-06T16:02:52.884Z,2025-04-06T19:59:58Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5631169151,212,23.3,5631169147,140,30.8,5631169153,213,3.93,5631169149,141,70.0,5631169145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
